Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.67725e+07	2.43752e+07	2.47999e+07	2.45938e+07	2.49842e+07	2.41321e+07
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		1	1	7.3609e+06	7.7854e+06	4.14993e+06	4.75063e+06	8.50549e+06	4.60466e+06
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	52	52	6.79758e+07	6.71863e+07	6.51866e+07	6.5838e+07	6.70748e+07	6.65508e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	3	3	3.00136e+06	3.09313e+06	3.17026e+06	2.74983e+06	3.25976e+06	2.9995e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	15	15	6.3605e+06	6.76334e+06	6.25719e+06	6.1293e+06	6.40668e+06	6.21137e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6	4.19073e+07	4.1272e+07	4.06635e+07	4.23003e+07	4.04627e+07	4.09594e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	8	8	3.62653e+06	3.72733e+06	3.3825e+06	3.40795e+06	3.61538e+06	3.32563e+06
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1	1.35412e+06	1.39871e+06	1.01711e+06	1.39546e+06	1.21127e+06	1.46463e+06
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3	7.10585e+06	6.44125e+06	7.5118e+06	6.9345e+06	7.12748e+06	6.84358e+06
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2	1.02562e+06	1.01955e+06	958268	1.05848e+06	842003	1.01168e+06
P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	3	3	1.54228e+07	1.6475e+07	1.69758e+07	1.55259e+07	1.59375e+07	1.62775e+07
P64455	YDCY_ECOLI	ydcY	Uncharacterized protein YdcY	1	1	5.44997e+07	5.63036e+07	5.65151e+07	5.26278e+07	5.36036e+07	5.55483e+07
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3	2.06447e+08	2.06922e+08	1.90419e+08	1.90805e+08	2.03699e+08	1.97911e+08
P64467	CNU_ECOLI	cnu	OriC-binding nucleoid-associated protein	4	4	2.75749e+07	2.80774e+07	2.96833e+07	2.81153e+07	2.8469e+07	2.98067e+07
P64476	YDIH_ECOLI	ydiH	Uncharacterized protein YdiH	2	2	6.23138e+06	5.84444e+06	6.08922e+06	6.33877e+06	6.06094e+06	5.25906e+06
P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	3	3	9.92251e+06	1.0292e+07	9.96363e+06	9.69449e+06	9.96025e+06	1.02733e+07
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1	1.10883e+06	1.21876e+06	1.07472e+06	800358	896112	808608
P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	3	3	1.68424e+07	1.87287e+07	2.1277e+07	2.11649e+07	1.95888e+07	2.10814e+07
P64503	YEBV_ECOLI	yebV	Uncharacterized protein YebV	1	1			159892	143194		156943
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1	3.14657e+06	3.02231e+06	3.60287e+06	3.40114e+06	3.15692e+06	3.11027e+06
P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	2	2	1.96075e+06	2.04905e+06	1.22384e+06	1.15711e+06	1.81419e+06	1.31176e+06
P64530	RCNR_ECOLI	rcnR	Transcriptional repressor RcnR	3	3	1.6736e+06	1.82495e+06	1.78108e+06	1.80443e+06	2.00919e+06	1.75411e+06
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	4	4	2.65916e+07	2.76602e+07	2.57429e+07	2.66481e+07	2.60562e+07	2.77707e+07
P64540	YFCL_ECOLI	yfcL	Uncharacterized protein YfcL	3	3	3.46704e+07	3.53909e+07	3.85585e+07	3.5444e+07	3.69619e+07	3.50172e+07
P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	1	1	3.63298e+06	3.41877e+06	3.66336e+06	2.69387e+06	2.55364e+06	3.00343e+06
P64548	YFIR_ECOLI	yfiR	Uncharacterized protein YfiR	1	1	697685	647013	601438	669459	640506	686175
P64554	QUEE_ECOLI	queE	7-carboxy-7-deazaguanine synthase	7	7	2.75447e+07	2.55226e+07	2.86375e+07	2.75311e+07	2.64229e+07	2.90628e+07
P64559	CPTB_ECOLI	cptB	Antitoxin CptB	2	2	2.67321e+06	2.8785e+06	2.89891e+06	2.39469e+06	3.18471e+06	2.76451e+06
P64564	YGGT_ECOLI	yggT	Uncharacterized protein YggT	2	2	6.47609e+06	6.44741e+06	6.72119e+06	3.86968e+06	5.20852e+06	6.12732e+06
P64581	YQJD_ECOLI	yqjD	Uncharacterized protein YqjD	3	3	2.30203e+08	2.53606e+08	2.17593e+08	2.52005e+08	2.4904e+08	2.30293e+08
P64585	YQJE_ECOLI	yqjE	Inner membrane protein YqjE	1	1	2.25698e+06	2.34812e+06	1.89026e+06	1.88408e+06	2.09884e+06	2.10433e+06
P64588	YQJI_ECOLI	yqjI	Transcriptional regulator YqjI	5	5	5.1237e+06	4.89878e+06	5.01402e+06	4.35062e+06	4.71394e+06	4.77345e+06
P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	9	9	5.07137e+07	4.88471e+07	5.10439e+07	4.94366e+07	5.00793e+07	5.0284e+07
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	8	8	2.4454e+07	2.549e+07	2.46441e+07	2.37107e+07	2.4573e+07	2.36946e+07
P64602	MLAB_ECOLI	mlaB	Probable phospholipid ABC transporter-binding protein MlaB	1	1	4.90651e+06	6.16241e+06	6.81181e+06	6.00645e+06	6.1592e+06	6.92451e+06
P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	6	6	5.10314e+07	4.84881e+07	4.93094e+07	4.99889e+07	5.05587e+07	5.03763e+07
P64606	MLAE_ECOLI	mlaE	Probable phospholipid ABC transporter permease protein MlaE	2	2				890439		
P64612	YHCM_ECOLI	yhcM	Uncharacterized protein YhcM	3	3	6.10583e+06	6.30674e+06	5.58613e+06	5.474e+06	5.9757e+06	5.58081e+06
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	4	4	1.28042e+07	1.31684e+07	1.44343e+07	1.39162e+07	1.35115e+07	1.32593e+07
P64636	YRFG_ECOLI	yrfG	GMP/IMP nucleotidase YrfG	2	2	8.4741e+06	9.76795e+06	7.31182e+06	1.05782e+07	1.00834e+07	1.01532e+07
P65292	YGDI_ECOLI	ygdI	Uncharacterized lipoprotein YgdI	1	1	2.39991e+06		1.91117e+06		2.42907e+06	1.96821e+06
P65294	YGDR_ECOLI	ygdR	Uncharacterized lipoprotein YgdR	1	1	1.76576e+06	1.67535e+06				2.47449e+06
P65367	YQCA_ECOLI	yqcA	Uncharacterized protein YqcA	2	2	9.00655e+06	8.16612e+06	8.91118e+06	8.27291e+06	8.30672e+06	8.21101e+06
P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	7	7	6.72724e+06	6.58096e+06	6.10661e+06	6.42291e+06	6.82463e+06	6.85384e+06
P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	4	4	9.48563e+06	1.0549e+07	9.28841e+06	9.69519e+06	1.04129e+07	9.92259e+06
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	4	4	1.39533e+07	1.41654e+07	1.21855e+07	1.3459e+07	1.41489e+07	1.35289e+07
P66948	YFGC_ECOLI	yfgC	TPR repeat-containing protein YfgC	7	7	1.19909e+07	1.15896e+07	1.17686e+07	1.172e+07	1.09792e+07	1.1585e+07
P67080	YGGS_ECOLI	yggS	UPF0001 protein YggS	9	9	1.03115e+07	1.01451e+07	1.036e+07	1.08575e+07	1.06632e+07	1.07501e+07
P67087	RSMI_ECOLI	rsmI	Ribosomal RNA small subunit methyltransferase I	7	7	3.00761e+07	3.10136e+07	3.05617e+07	3.5305e+07	3.15977e+07	3.23942e+07
P67095	YFCE_ECOLI	yfcE	Phosphodiesterase YfcE	2	2	1.8569e+07	1.88607e+07	2.09418e+07	1.95158e+07	2.01933e+07	1.87541e+07
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	2	2	1.33894e+06	1.54512e+06	1.06791e+06	982019	1.56426e+06	1.09443e+06
P67338	YOAH_ECOLI	yoaH	UPF0181 protein YoaH	1	1	2.65443e+06	2.83128e+06	2.05242e+06	2.93104e+06	2.84322e+06	2.39095e+06
P67601	YOBD_ECOLI	yobD	UPF0266 membrane protein YobD	1	1	440118	392408	439534	417901	504122	275762
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5	8.47218e+06	8.65803e+06	1.05935e+07	1.01994e+07	9.0037e+06	1.01423e+07
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	6	6	5.85824e+06	5.92525e+06	5.5645e+06	5.6396e+06	5.81384e+06	5.38874e+06
P67699	YDDM_ECOLI	yddM	Uncharacterized HTH-type transcriptional regulator YddM	1	1	2.21085e+06	2.0047e+06	2.54064e+06	1.50958e+06	1.77405e+06	
P67826	CUTC_ECOLI	cutC	Copper homeostasis protein CutC	4	4	8.15417e+06	8.42633e+06	7.36066e+06	7.94257e+06	8.43054e+06	7.22096e+06
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	23	23	1.54896e+08	1.53617e+08	1.59767e+08	1.58524e+08	1.56045e+08	1.57263e+08
P68066	GRCA_ECOLI	grcA	Autonomous glycyl radical cofactor	14	14	2.10983e+09	1.98814e+09	2.16787e+09	2.25013e+09	2.1834e+09	2.18071e+09
P68187	MALK_ECOLI	malK	Maltose/maltodextrin import ATP-binding protein MalK	7	7	1.13296e+07	1.18134e+07	1.17716e+07	1.12536e+07	1.19429e+07	1.2303e+07
P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	2	2	2.84879e+07	2.93813e+07	3.16377e+07	3.34565e+07	2.99991e+07	3.18286e+07
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2	2.42372e+07	2.36609e+07	2.57846e+07	2.33327e+07	2.30461e+07	2.29125e+07
P68398	TADA_ECOLI	tadA	tRNA-specific adenosine deaminase	1	1		1.39768e+06	987036		1.2837e+06	
P68567	RSMJ_ECOLI	rsmJ	Ribosomal RNA small subunit methyltransferase J	5	5	1.4656e+06	1.58812e+06	1.5871e+06	1.35093e+06	1.60594e+06	1.59541e+06
P68679	RS21_ECOLI	rpsU	30S ribosomal protein S21	6	6	5.52142e+08	5.87822e+08	5.54557e+08	5.62612e+08	6.04943e+08	5.441e+08
P68688	GLRX1_ECOLI	grxA	Glutaredoxin-1	2	2	1.15999e+07	1.17217e+07	8.92539e+06	1.13505e+07	1.21959e+07	1.09496e+07
P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	1	1	1.64903e+07	1.67904e+07	1.3949e+07	1.22042e+07	1.84208e+07	1.2431e+07
P68767	AMPA_ECOLI	pepA	Cytosol aminopeptidase	11	11	2.8511e+07	2.93339e+07	2.84471e+07	2.86098e+07	2.96719e+07	2.98197e+07
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		4	4	1.30093e+07	1.32403e+07	8.77395e+06	8.06377e+06	1.31688e+07	8.69311e+06
P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	8	8	8.79049e+08	9.007e+08	9.08028e+08	8.55091e+08	9.19501e+08	8.85095e+08
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4	1.89574e+08	1.97113e+08	1.89112e+08	1.94789e+08	2.01114e+08	1.85972e+08
P69228	BAER_ECOLI	baeR	Transcriptional regulatory protein BaeR	11	11	6.6916e+06	7.4839e+06	7.49359e+06	7.10362e+06	7.38944e+06	7.29322e+06
P69330	CITD_ECOLI	citD	Citrate lyase acyl carrier protein	5	5	5.23699e+07	4.69475e+07	4.72902e+07	4.66026e+07	4.78206e+07	4.73947e+07
P69346	YEFM_ECOLI	yefM	Antitoxin YefM	1	1	5.76596e+06	5.66569e+06	5.66525e+06	6.20496e+06	5.96076e+06	6.36468e+06
P69407	RCSB_ECOLI	rcsB	Capsular synthesis regulator component B	9	9	6.666e+07	6.7004e+07	6.87136e+07	6.72113e+07	7.12845e+07	7.21402e+07
P69411	RCSF_ECOLI	rcsF	Protein RcsF	2	2	3.93051e+07	3.77425e+07	3.8733e+07	3.68848e+07	3.7925e+07	3.84797e+07
P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	4	4	1.86321e+07	1.63122e+07	1.66538e+07	1.6746e+07	1.77904e+07	1.70136e+07
P69428	TATA_ECOLI	tatA	Sec-independent protein translocase protein TatA	2	2	1.69832e+08	1.6401e+08	1.70235e+08	1.64612e+08	1.66654e+08	1.57433e+08
P69441	KAD_ECOLI	adk	Adenylate kinase	16	16	4.12387e+08	4.17554e+08	4.18574e+08	4.02316e+08	4.1835e+08	3.97923e+08
P69451	LCFA_ECOLI	fadD	Long-chain-fatty-acid--CoA ligase	1	1		2.31099e+06			1.88293e+06	
P69490	CCME_ECOLI	ccmE	Cytochrome c-type biogenesis protein CcmE	1	1			1.27786e+06		999597	1.24613e+06
P69503	APT_ECOLI	apt	Adenine phosphoribosyltransferase	11	11	1.34622e+08	1.29759e+08	1.1823e+08	1.22086e+08	1.29355e+08	1.23075e+08
P69506	YTFE_ECOLI	ytfE	Iron-sulfur cluster repair protein YtfE	2	2	939234	1.22368e+06	982375		1.1298e+06	
P69739	MBHS_ECOLI	hyaA	Hydrogenase-1 small chain	3	3	1.80614e+06	1.71659e+06	1.82023e+06	1.47896e+06	1.64679e+06	1.56447e+06
P69741	MBHT_ECOLI	hybO	Hydrogenase-2 small chain	3	3	1.76568e+07	1.87186e+07	1.83832e+07	1.88103e+07	1.80555e+07	1.81451e+07
P69776	LPP_ECOLI	lpp	Major outer membrane lipoprotein Lpp	4	4	4.92904e+08	4.71519e+08	4.70406e+08	4.34979e+08	4.58327e+08	4.4904e+08
P69783	PTGA_ECOLI	crr	Glucose-specific phosphotransferase enzyme IIA component	11	11	9.13211e+08	9.4721e+08	8.65337e+08	8.9796e+08	9.58861e+08	8.83725e+08
P69786	PTGCB_ECOLI	ptsG	PTS system glucose-specific EIICB component	13	13	4.55216e+07	4.75992e+07	4.30876e+07	4.36603e+07	4.47089e+07	4.25079e+07
P69791	PTQA_ECOLI	chbA	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component	1	1	918194	720943	907769	766777		1.30158e+06
P69795	PTQB_ECOLI	chbB	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component	1	1	1.23879e+06	1.48384e+06	1.16359e+06	901105		1.20192e+06
P69797	PTNAB_ECOLI	manX	PTS system mannose-specific EIIAB component	18	18	8.95493e+07	8.72893e+07	8.91028e+07	8.76872e+07	8.6728e+07	8.62526e+07
P69801	PTNC_ECOLI	manY	Mannose permease IIC component	1	1	1.76381e+07	1.77124e+07	1.476e+07	1.37639e+07	1.58175e+07	1.49606e+07
P69805	PTND_ECOLI	manZ	Mannose permease IID component	6	6	3.63636e+07	3.48126e+07	3.75888e+07	3.97002e+07	3.5687e+07	3.65809e+07
P69811	PTFAH_ECOLI	fruB	Multiphosphoryl transfer protein	23	23	1.19791e+08	1.18594e+08	1.24913e+08	1.21448e+08	1.19839e+08	1.23882e+08
P69829	PTSN_ECOLI	ptsN	Nitrogen regulatory protein	7	7	1.1716e+07	1.22457e+07	1.16287e+07	1.15377e+07	1.2094e+07	1.12684e+07
P69853	DMSD_ECOLI	dmsD	Tat proofreading chaperone DmsD	4	4	4.79528e+06	4.75193e+06	5.06017e+06	4.80378e+06	4.87443e+06	4.69752e+06
P69874	POTA_ECOLI	potA	Spermidine/putrescine import ATP-binding protein PotA	6	6	3.4505e+07	3.63608e+07	3.7629e+07	3.5208e+07	3.6296e+07	3.44413e+07
P69902	FCTA_ECOLI	frc	Formyl-coenzyme A transferase	8	8	8.73582e+06	7.98167e+06	7.90474e+06	7.57686e+06	8.36708e+06	7.83621e+06
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		5	5	3.81395e+06	3.03525e+06	2.08798e+06	1.89478e+06	4.07065e+06	2.08163e+06
P69908	DCEA_ECOLI	gadA	Glutamate decarboxylase alpha	18	3	2.4988e+08	2.44682e+08	2.52846e+08	2.46742e+08	2.47193e+08	2.48399e+08
P69910	DCEB_ECOLI	gadB	Glutamate decarboxylase beta	3	3	3.97661e+07	4.0042e+07	4.20652e+07	4.21047e+07	4.07845e+07	4.24325e+07
P69913	CSRA_ECOLI	csrA	Carbon storage regulator	3	3	1.64211e+08	1.58884e+08	1.55297e+08	1.55746e+08	1.60662e+08	1.61263e+08
P69924	RIR2_ECOLI	nrdB	Ribonucleoside-diphosphate reductase 1 subunit beta	15	15	1.96637e+07	1.89627e+07	1.99257e+07	1.94857e+07	2.01419e+07	1.92802e+07
P69931	HDA_ECOLI	hda	DnaA-homolog protein hda	8	8	4.20682e+06	4.25967e+06	4.53355e+06	4.02257e+06	4.07848e+06	4.54015e+06
P75691	YAHK_ECOLI	yahK	Uncharacterized zinc-type alcohol dehydrogenase-like protein YahK	5	5	3.34007e+06	2.98005e+06	3.35278e+06	3.26528e+06	3.10833e+06	3.30016e+06
P75694	YAHO_ECOLI	yahO	Uncharacterized protein YahO	2	2	1.21177e+06	1.00978e+06	1.05051e+06	1.16695e+06	1.13172e+06	1.04958e+06
P75713	YLBA_ECOLI	ylbA	Uncharacterized protein YlbA	1	1		1.69577e+06	1.58394e+06			
P75726	CILA_ECOLI	citF	Citrate lyase alpha chain	14	14	3.22167e+07	3.31788e+07	3.22488e+07	3.18303e+07	3.28681e+07	3.25452e+07
P75728	UBIF_ECOLI	ubiF	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	4	4	2.93191e+06	3.33166e+06	3.04393e+06	3.46706e+06	3.43814e+06	2.93027e+06
P75736	YBFF_ECOLI	ybfF	Esterase YbfF	6	6	9.54788e+06	9.68865e+06	9.28612e+06	9.38148e+06	9.29839e+06	9.09273e+06
P75745	YBGK_ECOLI	ybgK	Uncharacterized protein YbgK	6	6	2.92025e+06	4.37064e+06	4.91188e+06	4.51439e+06	4.37969e+06	4.14904e+06
P75746	YBGL_ECOLI	ybgL	UPF0271 protein YbgL	2	2		2.13116e+06	3.39528e+06	2.47367e+06	2.81763e+06	2.59182e+06
P75767	YBHK_ECOLI	ybhK	UPF0052 protein YbhK	6	6	2.00207e+06	2.49652e+06	2.41229e+06	2.56616e+06	2.39572e+06	2.52681e+06
P75777	YBHG_ECOLI	ybhG	UPF0194 membrane protein YbhG	6	6	1.09192e+07	1.0589e+07	1.11042e+07	1.09564e+07	1.11859e+07	1.12344e+07
P75780	FIU_ECOLI	fiu	Catecholate siderophore receptor Fiu	1	1	1.70394e+06	1.72955e+06	1.55571e+06	1.77089e+06	1.64722e+06	1.56273e+06
P75782	RLMF_ECOLI	rlmF	Ribosomal RNA large subunit methyltransferase F	1	1	2.58825e+06	3.2628e+06			2.0768e+06	
P75792	SUPH_ECOLI	ybiV	Sugar phosphatase YbiV	2	2	2.33009e+06	2.73829e+06	2.25314e+06	1.99331e+06	2.61912e+06	2.47497e+06
P75797	GSIB_ECOLI	gsiB	Glutathione-binding protein GsiB	4	4	2.62751e+06	3.01364e+06	3.21707e+06	3.29204e+06	2.83914e+06	3.24665e+06
P75809	YBJI_ECOLI	ybjI	Flavin mononucleotide phosphatase YbjI	3	3	4.62205e+06	5.27786e+06	4.2697e+06	4.34846e+06	4.86434e+06	4.63905e+06
P75818	YBJP_ECOLI	ybjP	Uncharacterized lipoprotein YbjP	5	5	3.79435e+07	3.8397e+07	3.86056e+07	3.853e+07	3.79722e+07	3.92938e+07
P75820	AMID_ECOLI	amiD	N-acetylmuramoyl-L-alanine amidase AmiD	2	2	585488	530099	584060	585738	404798	651534
P75821	YBJS_ECOLI	ybjS	Uncharacterized protein YbjS	3	3	2.76745e+06	2.70337e+06	2.79694e+06	2.58701e+06	2.60556e+06	2.47793e+06
P75823	LTAE_ECOLI	ltaE	Low specificity L-threonine aldolase	10	10	1.9542e+07	2.0381e+07	1.81713e+07	1.86239e+07	2.00173e+07	1.90047e+07
P75828	YBJD_ECOLI	ybjD	Uncharacterized protein YbjD	3	3	6.97615e+06	7.64326e+06		5.49642e+06	7.8343e+06	5.65079e+06
P75829	YBJX_ECOLI	ybjX	Uncharacterized protein YbjX	8	8	1.18705e+07	1.27182e+07	1.20601e+07	1.27768e+07	1.21701e+07	1.20564e+07
P75838	YCAO_ECOLI	ycaO	Ribosomal protein S12 methylthiotransferase accessory factor YcaO	13	13	3.95928e+07	3.93778e+07	3.98174e+07	4.00613e+07	3.90708e+07	3.98289e+07
P75849	YCBL_ECOLI	ycbL	Uncharacterized protein YcbL	3	3	2.38161e+07	2.45616e+07	2.28329e+07	2.12787e+07	2.30808e+07	2.20695e+07
P75863	YCBX_ECOLI	ycbX	Uncharacterized protein YcbX	8	8	6.87954e+06	6.5718e+06	7.12527e+06	6.90474e+06	6.78398e+06	7.11786e+06
P75864	RLMKL_ECOLI	rlmL	Ribosomal RNA large subunit methyltransferase K/L	17	17	8.03378e+06	8.00092e+06	8.14201e+06	7.87272e+06	7.91742e+06	8.31719e+06
P75867	LONH_ECOLI	ycbZ	Putative Lon protease homolog	7	7	5.95242e+06	5.82506e+06	4.96431e+06	6.03898e+06	6.05694e+06	6.33514e+06
P75874	YCCU_ECOLI	yccU	Uncharacterized protein YccU	4	4	2.69426e+07	2.59156e+07	2.63434e+07	2.72926e+07	2.49098e+07	2.50836e+07
P75876	RLMI_ECOLI	rlmI	Ribosomal RNA large subunit methyltransferase I	12	12	2.75938e+07	2.78058e+07	2.68516e+07	2.68057e+07	2.63949e+07	2.65666e+07
P75882	GFCD_ECOLI	gfcD	Uncharacterized lipoprotein GfcD	17	17	1.96055e+07	2.06598e+07	2.03657e+07	2.00299e+07	1.97045e+07	1.99879e+07
P75883	GFCC_ECOLI	gfcC	Uncharacterized protein GfcC	4	4	6.2907e+06	6.6615e+06	5.32155e+06	5.62819e+06	6.43154e+06	6.03084e+06
P75884	GFCB_ECOLI	gfcB	Uncharacterized lipoprotein GfcB	6	6	6.90852e+06	7.59676e+06	7.95276e+06	7.74585e+06	7.11356e+06	7.68217e+06
P75913	GHRA_ECOLI	ghrA	Glyoxylate/hydroxypyruvate reductase A	5	5	4.67232e+06	4.83887e+06	5.05098e+06	4.78918e+06	4.80001e+06	4.88529e+06
P75914	YCDX_ECOLI	ycdX	Probable phosphatase YcdX	7	7	2.6063e+07	2.43813e+07	2.51701e+07	2.56028e+07	2.60564e+07	2.43499e+07
P75915	YCDY_ECOLI	ycdY	Chaperone protein YcdY	6	6	3.58476e+07	3.71663e+07	3.56475e+07	3.71283e+07	3.68198e+07	3.57119e+07
P75931	YCEM_ECOLI	yceM	Putative oxidoreductase YceM	2	2	4.22851e+06	4.25324e+06	4.4031e+06	3.71948e+06	3.68257e+06	3.91212e+06
P75937	FLGE_ECOLI	flgE	Flagellar hook protein FlgE	7	7	1.51932e+07	1.58534e+07	1.75632e+07	1.8138e+07	1.53976e+07	1.75067e+07
P75938	FLGF_ECOLI	flgF	Flagellar basal-body rod protein FlgF	1	1	1.42732e+06	1.33511e+06	1.26136e+06	1.54566e+06	912775	1.79521e+06
P75946	YCFL_ECOLI	ycfL	Uncharacterized protein YcfL	2	2	959065	1.24448e+06	1.52072e+06		862118	2.29667e+06
P75949	NAGZ_ECOLI	nagZ	Beta-hexosaminidase	8	8	6.24922e+06	6.25034e+06	6.48411e+06	6.41308e+06	6.14143e+06	6.6462e+06
P75954	YCFS_ECOLI	ycfS	Probable L,D-transpeptidase YcfS	3	3	1.77605e+06	1.82537e+06	1.79175e+06	1.85638e+06	1.67957e+06	1.44425e+06
P75957	LOLD_ECOLI	lolD	Lipoprotein-releasing system ATP-binding protein LolD	3	3	1.6736e+07	1.54719e+07	1.50699e+07	1.56613e+07	1.65071e+07	1.6299e+07
P75959	NAGK_ECOLI	nagK	N-acetyl-D-glucosamine kinase	4	4	7.67641e+06	7.94124e+06	8.10376e+06	8.18793e+06	8.21184e+06	8.45107e+06
P75960	NPD_ECOLI	cobB	NAD-dependent protein deacylase	6	6	1.77083e+07	1.75045e+07	1.67942e+07	1.72363e+07	1.68556e+07	1.70601e+07
P75966	RLUE_ECOLI	rluE	Ribosomal large subunit pseudouridine synthase E	3	3	394536	404332	386251	365216	319695	376337
P76002	PLIG_ECOLI	pliG	Inhibitor of g-type lysozyme	8	8	4.40416e+06	4.60451e+06	5.93651e+06	5.74522e+06	5.39918e+06	6.40284e+06
P76004	YCGM_ECOLI	ycgM	Uncharacterized protein YcgM	3	3	2.10528e+06	2.13679e+06	2.21543e+06	2.24149e+06	1.99741e+06	2.03349e+06
P76007	CVRA_ECOLI	cvrA	Cell volume regulation protein A	1	1	1.31802e+06	1.19142e+06	1.34614e+06	1.62261e+06	1.55224e+06	1.52157e+06
P76008	LDCA_ECOLI	ldcA	Murein tetrapeptide carboxypeptidase	6	6	6.11862e+06	6.69293e+06	6.76868e+06	6.94527e+06	6.53574e+06	6.73945e+06
P76010	YCGR_ECOLI	ycgR	Flagellar brake protein YcgR	3	3	2.07173e+06	2.14384e+06	2.0743e+06	1.92244e+06	2.19067e+06	1.75403e+06
P76014	DHAL_ECOLI	dhaL	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	3	3	2.06209e+07	2.1877e+07	2.39897e+07	2.20794e+07	2.20752e+07	2.27531e+07
P76015	DHAK_ECOLI	dhaK	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	7	7	1.269e+07	1.26878e+07	1.24378e+07	1.28889e+07	1.33133e+07	1.3528e+07
P76027	OPPD_ECOLI	oppD	Oligopeptide transport ATP-binding protein OppD	5	5	4.90236e+06	5.22489e+06	5.17043e+06	5.53698e+06	5.41905e+06	5.54806e+06
P76034	YCIT_ECOLI	yciT	Uncharacterized HTH-type transcriptional regulator YciT	6	6	8.41707e+06	7.98557e+06	7.64175e+06	7.86289e+06	8.82736e+06	7.89464e+06
P76046	YCJX_ECOLI	ycjX	Uncharacterized protein YcjX	2	2	943881	1.14828e+06	1.03958e+06	949636	982158	634114
P76049	YCJY_ECOLI	ycjY	Uncharacterized protein YcjY	3	3	5.38789e+06	5.07928e+06	5.03933e+06	5.60003e+06	4.7196e+06	5.64159e+06
P76053	SMRA_ECOLI	smrA	Probable DNA endonuclease SmrA	3	3		2.81154e+06	2.5355e+06		3.6214e+06	2.54485e+06
