Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.54916e+07	2.27026e+07	2.54571e+07	2.48007e+07	2.40097e+07	2.48362e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	21	21	9.5624e+07	9.41366e+07	9.20751e+07	9.44997e+07	9.542e+07	9.57722e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1	1.32903e+06	1.29944e+06	280782		1.00194e+06	
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.77496e+07	3.88952e+07	4.275e+07	3.81068e+07	3.84356e+07	3.78061e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	4	4	8.06163e+06	8.17534e+06	8.9526e+06	8.06415e+06	7.87402e+06	7.68889e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	4	4	1.28165e+06	1.42331e+06	1.57036e+06	1.34509e+06	1.66941e+06	1.68346e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	15	15	8.99272e+07	8.71388e+07	9.30374e+07	8.88113e+07	9.0516e+07	9.21398e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	36	36	4.4882e+07	4.71456e+07	4.60833e+07	4.66308e+07	4.75403e+07	4.70158e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.35715e+06	3.6685e+06	3.4353e+06	2.90827e+06	3.49428e+06	3.31865e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	1.93269e+06	2.01024e+06	2.13126e+06	2.11251e+06	2.25387e+06	1.83097e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	6	6	1.37656e+06	1.30344e+06	1.15801e+06	1.27682e+06	1.20956e+06	1.16422e+06
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		5	5	8.25018e+06	7.91145e+06	4.52924e+06	3.78671e+06	8.30781e+06	3.9195e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	7.33987e+06	7.54026e+06	9.22769e+06	9.21591e+06	8.07689e+06	8.22707e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	3	3	2.48996e+06	2.24243e+06	2.29498e+06	2.43917e+06	2.3284e+06	2.4836e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	13	10	1.56481e+07	1.61164e+07	1.6594e+07	1.59254e+07	1.45518e+07	1.62319e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	8.03577e+06	7.88735e+06	7.63436e+06	7.70339e+06	7.32042e+06	7.81704e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	4	4	1.45912e+06	1.28626e+06	1.66917e+06			1.26313e+06
P11557	DAMX_ECOLI	damX	Protein DamX	8	8	2.74835e+07	2.7802e+07	2.72203e+07	2.87182e+07	2.84534e+07	2.84795e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	29	29	5.77691e+07	5.92021e+07	5.76087e+07	5.68356e+07	5.87659e+07	5.86838e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.54214e+07	2.56683e+07	2.53564e+07	2.50049e+07	2.27001e+07	2.4618e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.55266e+06	1.33744e+06	1.39556e+06	1.56716e+06	1.15313e+06	1.3179e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.41315e+07	1.33987e+07	1.33456e+07	1.3513e+07	1.40408e+07	1.4128e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		14	14	1.60944e+07	1.51529e+07	7.94677e+06	7.17269e+06	1.46641e+07	8.18931e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.1355e+07	2.93174e+07	3.05625e+07	3.20824e+07	3.04974e+07	2.92959e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	1	1	7.26669e+06		8.63185e+06	7.82225e+06	5.4468e+06	6.9804e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.33195e+07	1.3658e+07	1.32705e+07	1.24237e+07	1.40978e+07	1.2666e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.56469e+08	2.57954e+08	2.54331e+08	2.53631e+08	2.54895e+08	2.60303e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.40346e+06	2.05866e+06	2.55733e+06	2.32957e+06	2.08025e+06	2.33896e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3	2.34197e+06	2.72902e+06	3.37983e+06	2.08922e+06	2.75103e+06	3.2195e+06
P13009	METH_ECOLI	metH	Methionine synthase	25	25	1.12075e+07	1.06582e+07	1.09504e+07	1.06752e+07	1.06994e+07	1.02996e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	6.88817e+06	7.19404e+06	8.98489e+06	7.91161e+06	7.34034e+06	8.26173e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	1.76412e+07	1.79896e+07	1.74518e+07	1.93025e+07	1.77971e+07	1.79512e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.90021e+08	1.91067e+08	1.89432e+08	1.95043e+08	1.91882e+08	1.9194e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	6	6	2.90473e+06	2.94716e+06	3.52944e+06	3.45271e+06	2.80373e+06	3.42698e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.64237e+07	1.7085e+07	1.88219e+07	1.78361e+07	1.76808e+07	1.82942e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.77952e+07	2.75214e+07	2.37388e+07	2.41045e+07	2.8228e+07	2.70054e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	2	2			2.53355e+06	2.18498e+06		2.46996e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	629742	672136	663542	573904	590806	757823
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	2.05291e+07	1.88815e+07	1.97109e+07	1.816e+07	1.8658e+07	1.91068e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	8	8	1.01949e+07	1.07494e+07	9.58014e+06	1.0013e+07	9.9599e+06	1.00432e+07
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	7	7	1.35264e+07	1.6281e+07	1.38635e+07	1.46065e+07	1.58968e+07	1.38096e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	2	2	930191	1.08965e+06		840424	300209	952331
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	16	1.14396e+08	1.12723e+08	1.193e+08	1.18875e+08	1.14197e+08	1.17737e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	2.02292e+07	2.12234e+07	2.15365e+07	2.15142e+07	2.09979e+07	2.08167e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	2	2	2.01507e+06	2.15448e+06	2.69024e+06	2.61077e+06	2.04226e+06	2.98544e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	5.84882e+07	5.35957e+07	5.37065e+07	5.38015e+07	5.67243e+07	5.45245e+07
P15038	HELD_ECOLI	helD	Helicase IV	3	3	3.43605e+06	2.74628e+06	2.62247e+06	3.42619e+06	2.66481e+06	3.03467e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.41492e+07	2.37438e+07	2.4574e+07	2.39954e+07	2.40921e+07	2.35204e+07
P15043	RECQ_ECOLI	recQ	ATP-dependent DNA helicase RecQ	2	2	278028	355571	341297		331038	
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	2.2469e+06	2.37213e+06	1.93863e+06	2.26058e+06	1.99799e+06	2.24681e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	5	5	2.82618e+06	2.99003e+06	2.93584e+06	2.98596e+06	2.75462e+06	2.94553e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.97559e+07	2.25307e+07	2.13961e+07	2.13902e+07	2.31491e+07	1.81891e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.49727e+06	1.50701e+06	1.70862e+06	1.6999e+06	1.52292e+06	1.54551e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	20	20	1.88011e+07	1.89755e+07	1.83032e+07	1.86247e+07	1.86988e+07	1.82396e+07
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	1.41642e+06	1.42457e+06		1.4543e+06	1.46489e+06	1.36473e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	20	20	1.27247e+08	1.25489e+08	1.33532e+08	1.3165e+08	1.30689e+08	1.3072e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		6	6	5.42569e+06	6.12908e+06	2.44442e+06	2.68537e+06	5.50212e+06	2.62071e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	14	14	4.00413e+07	3.91483e+07	3.86221e+07	3.83217e+07	3.87081e+07	3.78616e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	1.68599e+07	1.89203e+07	1.85665e+07	1.7481e+07	1.81078e+07	1.82372e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.11874e+07	1.17645e+07	1.20058e+07	1.2806e+07	1.20774e+07	1.20451e+07
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	5	5	9.76389e+06	9.59779e+06	9.26886e+06	9.00819e+06	9.3514e+06	9.36427e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		4	4	4.01866e+06	4.05622e+06	1.97075e+06	2.17846e+06	4.42317e+06	2.24287e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10	3.01102e+07	2.89964e+07	3.09626e+07	2.89387e+07	2.80873e+07	2.9382e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	4.87121e+06	4.75673e+06	5.00861e+06	4.76527e+06	4.37748e+06	4.98029e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	15	14	9.72623e+06	9.92393e+06	1.01263e+07	1.00671e+07	9.93571e+06	1.01306e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3	489270	486133		512601		387368
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	2	1	6.15161e+06	5.67827e+06	6.26386e+06	5.27867e+06	5.26908e+06	6.54139e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	8	8	3.6845e+07	3.69143e+07	3.64247e+07	3.61798e+07	3.72615e+07	3.65611e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	3	3	949323	905860	691444	610419		940689
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	4	4	6.32801e+06	6.64992e+06	7.1608e+06	7.29338e+06	6.06298e+06	6.48679e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.92319e+07	8.88435e+07	9.06836e+07	8.74356e+07	8.78858e+07	8.80637e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	1.43298e+06	1.36309e+06	1.52006e+06	1.25545e+06	1.43294e+06	1.26746e+06
P16681	PHNB_ECOLI	phnB	Protein PhnB	1	1			3.82214e+06			
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	21	21	3.55907e+07	3.55594e+07	3.43041e+07	3.70789e+07	3.62914e+07	3.51248e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	6	6	8.56902e+06	1.04103e+07	1.1212e+07	1.02483e+07	1.02707e+07	9.67747e+06
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	5.63333e+06	4.24083e+06	4.7631e+06	4.82101e+06	5.01686e+06	4.99623e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	7	7	5.85337e+06	5.50887e+06	6.43586e+06	5.91734e+06	4.95566e+06	5.67305e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	8.76058e+06	8.83929e+06	9.69218e+06	9.47e+06	9.21774e+06	9.55988e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	3	3	1.79646e+07	1.85682e+07	1.63568e+07	1.63642e+07	2.03244e+07	1.65182e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	34	34	2.42194e+08	2.45129e+08	2.43859e+08	2.39648e+08	2.4274e+08	2.45526e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	10	10	8.20861e+06	8.40189e+06	8.60088e+06	7.77747e+06	7.70246e+06	7.5135e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	10	10	8.22124e+06	8.31748e+06	7.96828e+06	8.63378e+06	8.33096e+06	8.71879e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	5	5	2.74409e+06	2.92868e+06	3.0863e+06	3.24881e+06	2.85208e+06	3.20112e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	30	30	2.46971e+07	2.57596e+07	2.5265e+07	2.56156e+07	2.53469e+07	2.58898e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	11	11	2.53492e+07	2.45416e+07	2.60332e+07	2.52156e+07	2.47388e+07	2.548e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	8	8	1.30522e+07	1.26741e+07	1.29943e+07	1.30809e+07	1.23853e+07	1.30485e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	8	8	1.90332e+07	1.95206e+07	1.9555e+07	2.02754e+07	1.95573e+07	1.94454e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	9	9	5.04614e+06	5.13838e+06	5.39666e+06	5.19423e+06	5.14129e+06	5.20121e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	6	6	9.41158e+06	9.71911e+06	1.04673e+07	1.06844e+07	1.00178e+07	1.01132e+07
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	3	3	1.15404e+07	1.16485e+07	1.28611e+07	1.23838e+07	1.20712e+07	1.27927e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	3	3	549504	579647	509584	432632	449031	457258
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1	1.50105e+06	1.98291e+06	1.96868e+06	1.65301e+06		
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	16	16	1.41529e+07	1.41527e+07	1.50553e+07	1.49049e+07	1.4076e+07	1.47776e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	8.5663e+06	8.56942e+06	9.02458e+06	8.34111e+06	9.1457e+06	9.45405e+06
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	9.06906e+07	9.05875e+07	9.13745e+07	9.11662e+07	9.02268e+07	9.18192e+07
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4	1.69613e+06	1.51235e+06	1.7515e+06	1.79806e+06	1.68567e+06	1.70652e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	5	5	1.48259e+07	1.45566e+07	1.5697e+07	1.53148e+07	1.51113e+07	1.59101e+07
P19930	HYAD_ECOLI	hyaD	Hydrogenase 1 maturation protease	1	1	4.15574e+06	5.56434e+06			5.44602e+06	
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	3.73361e+06	4.09335e+06	3.72706e+06	3.37717e+06	3.9979e+06	3.72311e+06
P19932	HYAF_ECOLI	hyaF	Hydrogenase-1 operon protein HyaF	1	1	3.00565e+06			3.05302e+06		2.38061e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	3	3	6.26526e+06	6.66779e+06	6.55302e+06	7.00302e+06	7.3224e+06	6.67005e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	6	6	9.66917e+06	9.38073e+06	9.62849e+06	1.00356e+07	9.54411e+06	9.98328e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	4	4	1.84265e+06	1.95346e+06	1.07935e+06	1.81654e+06	2.28903e+06	1.12588e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	1	1	1.75481e+06	1.86732e+06	1.95309e+06	1.80823e+06	2.0095e+06	1.95376e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	7.03234e+07	7.17036e+07	7.44092e+07	7.21243e+07	7.3439e+07	7.36723e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	6	6	1.07447e+07	1.27458e+07	1.16267e+07	1.13849e+07	1.18021e+07	1.13161e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16	1.04492e+08	1.04824e+08	1.11088e+08	1.06444e+08	1.06226e+08	1.07352e+08
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.60445e+07	3.58165e+07	3.70937e+07	3.60917e+07	3.61323e+07	3.43358e+07
P21179	CATE_ECOLI	katE	Catalase HPII	6	6	2.06929e+06	2.25586e+06	2.13951e+06	2.22556e+06	2.01521e+06	2.15474e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	6	6	3.93102e+06	4.54398e+06	5.08867e+06	4.69471e+06	5.20118e+06	4.94789e+06
P21365	YCIC_ECOLI	yciC	UPF0259 membrane protein YciC	1	1	3.92371e+06	3.68928e+06	5.1166e+06	5.37289e+06	4.13838e+06	4.69277e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	5	5	1.07937e+07	1.12565e+07	1.08416e+07	1.15135e+07	1.17431e+07	1.15573e+07
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	1	1	6.95566e+06	6.80458e+06	5.83921e+06	6.20723e+06	7.10838e+06	5.54446e+06
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	7	7	1.82073e+08	1.77309e+08	1.65928e+08	1.89835e+08	1.83257e+08	1.95853e+08
P21499	RNR_ECOLI	rnr	Ribonuclease R	31	31	1.91614e+07	1.93486e+07	1.89781e+07	1.94103e+07	1.93588e+07	1.97527e+07
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	18	18	2.60605e+07	2.59593e+07	2.69803e+07	2.62186e+07	2.71184e+07	2.55847e+07
P21513	RNE_ECOLI	rne	Ribonuclease E	33	33	5.72039e+07	5.76857e+07	6.02774e+07	5.94307e+07	5.8974e+07	6.11156e+07
P21515	ACPH_ECOLI	acpH	Acyl carrier protein phosphodiesterase	2	2	754838	601253	1.07236e+06	889981		902580
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	22	22	1.28096e+08	1.26722e+08	1.26365e+08	1.24679e+08	1.31433e+08	1.29407e+08
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	3	3	2.85988e+07	2.8459e+07	2.68173e+07	2.82059e+07	2.97786e+07	2.72204e+07
P21829	YBHA_ECOLI	ybhA	Pyridoxal phosphate phosphatase YbhA	5	5	1.34179e+07	1.38661e+07	1.38337e+07	1.38328e+07	1.46027e+07	1.37173e+07
P21866	KDPE_ECOLI	kdpE	KDP operon transcriptional regulatory protein KdpE	1	1			1.50868e+06			1.46048e+06
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	21	21	5.7456e+07	5.83406e+07	5.78724e+07	5.90901e+07	5.87346e+07	5.90667e+07
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	32	32	7.03235e+07	7.04109e+07	7.20392e+07	6.89535e+07	7.06142e+07	6.99576e+07
P21893	RECJ_ECOLI	recJ	Single-stranded-DNA-specific exonuclease RecJ	5	5	2.56244e+06	2.20165e+06	2.363e+06	2.21841e+06	2.36778e+06	2.33242e+06
P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	9	9	5.51186e+06	6.16816e+06	6.93615e+06	6.83984e+06	6.33278e+06	6.11908e+06
P22186	MRAZ_ECOLI	mraZ	Protein MraZ	3	3	6.50916e+06	7.25597e+06	7.32863e+06	6.60988e+06	6.55196e+06	7.1825e+06
P22188	MURE_ECOLI	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	13	13	2.59461e+07	2.67337e+07	2.65589e+07	2.55251e+07	2.64739e+07	2.58772e+07
P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	7	7	2.80137e+07	2.93746e+07	3.02987e+07	2.8639e+07	2.86512e+07	2.93642e+07
P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	6	6	3.56648e+07	3.20581e+07	3.25146e+07	3.28652e+07	3.24151e+07	3.16935e+07
P22259	PCKA_ECOLI	pckA	Phosphoenolpyruvate carboxykinase [ATP]	18	18	5.8551e+07	5.92821e+07	5.68819e+07	5.86731e+07	6.02971e+07	5.78137e+07
P22333	ADD_ECOLI	add	Adenosine deaminase	12	12	7.04433e+07	6.96863e+07	7.21929e+07	7.13519e+07	7.06414e+07	7.27757e+07
P22523	MUKB_ECOLI	mukB	Chromosome partition protein MukB	38	38	2.75079e+07	2.75536e+07	2.77593e+07	2.8809e+07	2.82782e+07	2.8593e+07
P22524	MUKE_ECOLI	mukE	Chromosome partition protein MukE	6	6	2.47202e+07	2.38929e+07	2.27178e+07	2.18279e+07	2.45311e+07	2.27608e+07
P22525	YCBB_ECOLI	ycbB	Probable L,D-transpeptidase YcbB	11	11	9.70869e+06	1.00358e+07	1.04585e+07	1.03742e+07	9.78737e+06	1.0173e+07
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1	847129	782096	812546	769889	827826	848013
P22634	MURI_ECOLI	murI	Glutamate racemase	6	6	5.96389e+06	5.76247e+06	6.29253e+06	4.93689e+06	5.17531e+06	5.55423e+06
P22707	FINO_ECOLI	finO	Fertility inhibition protein	1	1	1.95866e+06	1.87904e+06	1.22584e+06	1.35357e+06	1.68224e+06	1.59089e+06
P22939	ISPA_ECOLI	ispA	Farnesyl diphosphate synthase	3	3	1.15608e+07	1.1006e+07	8.9532e+06	9.99457e+06	1.12062e+07	1.08403e+07
P23003	TRMA_ECOLI	trmA	tRNA (uracil(54)-C(5))-methyltransferase	4	4	9.04804e+06	9.35465e+06	9.47217e+06	9.37646e+06	9.95617e+06	1.02582e+07
P23305	YIGA_ECOLI	yigA	Uncharacterized protein YigA	3	3	6.01068e+06	6.24057e+06	6.06343e+06	6.22372e+06	5.80841e+06	6.0408e+06
P23331	KITH_ECOLI	tdk	Thymidine kinase	6	6	1.65603e+07	1.43883e+07	1.66526e+07	1.60895e+07	1.60115e+07	1.58758e+07
P23367	MUTL_ECOLI	mutL	DNA mismatch repair protein MutL	2	2	1.85923e+06	1.69584e+06	1.1708e+06	1.30072e+06	1.59014e+06	1.76874e+06
P23538	PPSA_ECOLI	ppsA	Phosphoenolpyruvate synthase	16	16	2.49571e+07	2.47255e+07	2.47785e+07	2.39311e+07	2.41755e+07	2.45144e+07
P23721	SERC_ECOLI	serC	Phosphoserine aminotransferase	18	18	5.20882e+07	5.19154e+07	5.30696e+07	5.18504e+07	5.3995e+07	5.36585e+07
P23827	ECOT_ECOLI	eco	Ecotin	5	5	4.02017e+07	4.09851e+07	4.25939e+07	4.11544e+07	4.0497e+07	4.12988e+07
P23830	PSS_ECOLI	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	10	10	5.6389e+06	5.51072e+06	5.57885e+06	5.34998e+06	5.35514e+06	5.61511e+06
P23836	PHOP_ECOLI	phoP	Transcriptional regulatory protein PhoP	12	12	6.2685e+07	6.11819e+07	6.5312e+07	6.40791e+07	6.22441e+07	6.41598e+07
P23837	PHOQ_ECOLI	phoQ	Sensor protein PhoQ	4	4	2.37648e+06	2.41542e+06	1.89515e+06	2.38192e+06	2.45413e+06	2.06036e+06
P23839	YICC_ECOLI	yicC	UPF0701 protein YicC	11	11	2.83888e+07	2.90081e+07	2.95433e+07	2.89604e+07	2.99591e+07	2.99535e+07
P23843	OPPA_ECOLI	oppA	Periplasmic oligopeptide-binding protein	21	21	2.74876e+07	2.67308e+07	2.86928e+07	2.90919e+07	2.81665e+07	2.89691e+07
P23845	CYSN_ECOLI	cysN	Sulfate adenylyltransferase subunit 1	13	13	1.35039e+07	1.40342e+07	1.37083e+07	1.34054e+07	1.30505e+07	1.36913e+07
P23847	DPPA_ECOLI	dppA	Periplasmic dipeptide transport protein	2	2	1.06116e+06	1.31489e+06	1.32157e+06	1.29706e+06	1.0775e+06	979386
P23857	PSPE_ECOLI	pspE	Thiosulfate sulfurtransferase PspE	2	2	1.07859e+07	1.27919e+07	1.28807e+07	1.21044e+07	1.1432e+07	1.30227e+07
P23865	PRC_ECOLI	prc	Tail-specific protease	25	25	2.55472e+07	2.61341e+07	2.51627e+07	2.51797e+07	2.58744e+07	2.53933e+07
P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	5	5	2.24435e+08	2.35801e+08	2.43758e+08	2.43117e+08	2.40382e+08	2.3385e+08
P23871	HEMH_ECOLI	hemH	Ferrochelatase	7	7	1.09023e+07	1.12126e+07	1.14438e+07	1.1173e+07	1.10109e+07	1.0881e+07
P23882	FMT_ECOLI	fmt	Methionyl-tRNA formyltransferase	8	8	4.47864e+07	4.52906e+07	4.59129e+07	4.33399e+07	4.25707e+07	4.43571e+07
P23886	CYDC_ECOLI	cydC	ATP-binding/permease protein CydC	2	2	1.51518e+06	1.64265e+06	1.57187e+06	1.29547e+06	1.6969e+06	1.49127e+06
P23890	CADC_ECOLI	cadC	Transcriptional activator CadC	2	2	836440	802034	804158	774108	679666	714456
