Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.15662e+08	1.14066e+08	1.18542e+08	1.12702e+08	1.13015e+08	1.13302e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.06781e+09	2.43128e+09	2.43085e+09	2.50172e+09	2.49474e+09	2.46793e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.33793e+06	8.12014e+06	8.05288e+06	8.68103e+06	8.56336e+06	7.94153e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	6.08095e+06	6.27308e+06	6.24869e+06	6.42527e+06	6.46265e+06	6.28417e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.9729e+07	3.33124e+07	3.36808e+07	3.25092e+07	3.24845e+07	3.3168e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.10664e+08	2.27474e+08	2.22939e+08	2.20494e+08	2.21811e+08	2.23288e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	2.29699e+07	2.13116e+07	2.05588e+07	2.09521e+07	2.16074e+07	2.06968e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.24523e+07	2.34753e+07	2.20914e+07	2.26882e+07	2.35704e+07	2.25697e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.53674e+07	1.66236e+07	1.66774e+07	1.79472e+07	1.76841e+07	1.74189e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.51218e+08	1.45682e+08	1.47381e+08	1.42787e+08	1.4975e+08	1.49204e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.74083e+07	3.65496e+07	3.62249e+07	3.76893e+07	3.87016e+07	3.71636e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	5.60541e+06	5.0316e+06	5.21296e+06	5.25851e+06	5.75767e+06	5.21905e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.41557e+07	1.28998e+07	1.36266e+07	1.36133e+07	1.40645e+07	1.34585e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	981552	1.19559e+06	856360	769711	1.05413e+06	1.09521e+06
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	5.30962e+06	4.88615e+06	5.32063e+06	4.83528e+06	5.26899e+06	5.22925e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.86703e+07	2.84048e+07	2.84456e+07	2.75776e+07	2.71387e+07	2.78479e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	1.06927e+07	1.10466e+07	1.06571e+07	1.09258e+07	1.08109e+07	1.058e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	6.121e+06	6.99714e+06	7.06334e+06	7.2979e+06	6.93226e+06	6.83715e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	6.42811e+06	6.6324e+06	5.74766e+06	7.10083e+06	7.42167e+06	7.55746e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	4	4	4.50318e+06	5.47514e+06	4.87064e+06	4.62721e+06	4.30354e+06	4.91989e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.75106e+07	1.92985e+07	1.91847e+07	1.90458e+07	1.89692e+07	2.02273e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.52765e+06	6.52082e+06	6.15598e+06	6.26086e+06	6.2803e+06	6.52522e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	13	13	3.59883e+07	3.50609e+07	3.60933e+07	3.56947e+07	3.72851e+07	3.68831e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	6.6548e+06	9.57298e+06	1.0694e+07	1.06552e+07	1.05217e+07	1.1571e+07
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	1.70404e+07	2.36816e+07	2.44521e+07	2.39454e+07	2.39655e+07	2.44822e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	12	12	4.12588e+07	4.47518e+07	4.67316e+07	4.4881e+07	4.73114e+07	4.51076e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	7.33033e+06	7.48388e+06	6.96907e+06	7.18694e+06	7.1527e+06	7.4589e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.18825e+07	9.99867e+06	1.05483e+07	1.07834e+07	1.01206e+07	1.03019e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	1.0006e+07	9.35566e+06	9.72936e+06	9.86807e+06	1.02961e+07	9.3753e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.77996e+07	2.94303e+07	2.89131e+07	2.79287e+07	2.79722e+07	2.85457e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	9.47704e+06	1.15641e+07	1.10824e+07	1.11647e+07	1.20179e+07	1.1114e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.37602e+08	5.32532e+08	5.02769e+08	5.54545e+08	5.36358e+08	4.92892e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.51899e+08	1.44088e+08	1.39968e+08	1.50453e+08	1.49823e+08	1.36681e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	5	5	2.44009e+07	2.38394e+07	2.21567e+07	2.51211e+07	2.62844e+07	2.41487e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.13517e+07	1.96833e+07	1.82939e+07	1.65753e+07	1.79183e+07	1.74045e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.38281e+07	4.5546e+07	4.52186e+07	4.45324e+07	4.49524e+07	4.51912e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	2.96212e+07	3.37036e+07	3.21643e+07	2.99068e+07	3.08613e+07	3.18635e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.29179e+08	2.27623e+08	2.36362e+08	2.23284e+08	2.29832e+08	2.35361e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.34403e+08	2.3557e+08	2.32963e+08	2.30392e+08	2.31479e+08	2.29058e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.2501e+07	2.09442e+07	2.21603e+07	2.23346e+07	2.33176e+07	2.24245e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	1.01795e+06	1.08713e+06	1.18016e+06	1.26701e+06	1.11996e+06	1.17244e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	2.03748e+08	2.21324e+08	2.23143e+08	2.21449e+08	2.22639e+08	2.22095e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	6.88952e+07	7.1794e+07	7.32674e+07	7.25659e+07	7.15996e+07	7.19451e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.76974e+07	3.88576e+07	4.01409e+07	3.9096e+07	3.98482e+07	3.98625e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.7979e+08	2.89782e+08	2.83639e+08	2.7668e+08	2.77668e+08	2.8225e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.2613e+08	1.23896e+08	1.21868e+08	1.18191e+08	1.21557e+08	1.266e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	7.93306e+08	9.14116e+08	9.04448e+08	9.05089e+08	9.07107e+08	9.12768e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	1.03928e+08	1.00228e+08	1.02898e+08	1.07509e+08	1.06232e+08	1.05683e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.57071e+07	7.22282e+07	6.5683e+07	7.11757e+07	7.21113e+07	6.4993e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.1603e+07	1.04236e+07	1.08343e+07	1.04106e+07	1.05208e+07	1.0628e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	2.16664e+06	1.94563e+06	2.12245e+06	2.10997e+06	2.0692e+06	2.2893e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.36783e+07	9.87458e+07	9.74992e+07	1.00503e+08	9.74842e+07	9.77211e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.4364e+07	4.6629e+07	4.50693e+07	4.46826e+07	4.55192e+07	4.62265e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	10	10	3.98949e+07	4.284e+07	4.03727e+07	4.02658e+07	4.13287e+07	4.10621e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	1.42618e+07	1.27803e+07	1.37241e+07	1.21533e+07	1.248e+07	1.73521e+07
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	2.19374e+06	1.6632e+06	1.67608e+06	1.75561e+06	1.95763e+06	1.49326e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	3.73164e+06	3.76585e+06	3.37558e+06	3.58849e+06	3.5277e+06	4.58359e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.69565e+07	3.59542e+07	3.47775e+07	3.42361e+07	3.53475e+07	3.54389e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.63493e+07	2.58327e+07	2.60089e+07	2.60752e+07	2.76963e+07	2.72839e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	4.32411e+06		7.3313e+06	7.49176e+06	7.63446e+06	6.00638e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	6.69241e+07	6.93673e+07	7.29214e+07	6.76433e+07	7.03261e+07	7.21494e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.9481e+07	6.23256e+07	6.27924e+07	6.2322e+07	6.15476e+07	6.63446e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.96522e+07	2.05134e+07	2.00248e+07	1.9562e+07	1.93164e+07	2.08179e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	8.25521e+07	7.95286e+07	8.09808e+07	8.15433e+07	8.06178e+07	8.24732e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.40058e+08	2.43872e+08	2.41191e+08	2.73197e+08	2.74535e+08	2.36362e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.24816e+09	1.19068e+09	1.19516e+09	1.27597e+09	1.29216e+09	1.20862e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	7	7	8.53082e+07	8.83583e+07	8.79908e+07	8.63095e+07	8.93392e+07	8.59996e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	1.52893e+09	1.76522e+09	1.72231e+09	1.56335e+09	1.60699e+09	1.71912e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	13	13	6.32712e+08	7.14998e+08	6.94328e+08	6.68991e+08	6.97346e+08	7.09728e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	5.44658e+07	5.2086e+07	5.20465e+07	5.18409e+07	5.09006e+07	5.31209e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.35689e+08	3.41454e+08	3.39612e+08	3.42194e+08	3.38945e+08	3.51919e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.50651e+07	2.55364e+07	2.4914e+07	2.3674e+07	2.37146e+07	2.48424e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	1	1		922998	1.13764e+06	1.13814e+06	1.19579e+06	1.2409e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.02733e+07	9.45602e+06	9.39344e+06	9.56065e+06	9.38411e+06	9.25973e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2		8.65298e+06	8.21213e+06	7.56201e+06	1.10602e+07	8.997e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	2.20634e+07	2.2099e+07	2.15308e+07	2.11158e+07	2.16732e+07	2.17545e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	5	5	2.89136e+06	3.58565e+06	3.10811e+06	2.34012e+06	2.57721e+06	3.16593e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2			4.816e+06	4.38961e+06	5.25439e+06	5.13684e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	2	2	2.26122e+06	3.7111e+06	3.42603e+06	3.34275e+06	2.88411e+06	3.52052e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	5.14561e+06	4.68321e+06	5.1545e+06	5.14418e+06	5.20232e+06	5.04452e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	1.02991e+06	849744	1.21787e+06	1.23857e+06	1.2613e+06	1.05582e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.96533e+06	4.65736e+06	4.47584e+06	4.55721e+06	4.45192e+06	4.49601e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	4.79899e+06	4.6542e+06	5.15264e+06	5.35224e+06	4.92952e+06	4.6937e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.99573e+07	5.88549e+07	5.76584e+07	5.40826e+07	5.76868e+07	5.56851e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.21399e+07	1.18824e+07	1.25454e+07	1.16648e+07	1.23889e+07	1.22551e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.26703e+08	1.28472e+08	1.27924e+08	1.21297e+08	1.25835e+08	1.27228e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.92394e+07	2.00956e+07	1.82507e+07	1.85918e+07	1.66516e+07	1.69834e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.82825e+07	4.31987e+07	4.5723e+07	4.52107e+07	4.78233e+07	4.67678e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.59745e+07	3.85438e+07	3.845e+07	3.9237e+07	4.12341e+07	4.03777e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2		5.47615e+06	5.63271e+06	4.56211e+06	4.5325e+06	5.71704e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	9.10048e+06	9.56501e+06	8.77101e+06	7.70177e+06	9.01654e+06	9.06679e+06
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1		4.62857e+06	4.00698e+06	3.32989e+06		4.14885e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	4.19136e+06	3.02552e+06	3.60682e+06	2.92783e+06	3.19991e+06	4.02625e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	2.0379e+06	2.03381e+06	1.92441e+06	1.81261e+06	1.83641e+06	1.89225e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	8.09185e+07	7.8652e+07	7.98189e+07	7.85888e+07	8.06898e+07	7.97333e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	2.13244e+08	2.27588e+08	2.22506e+08	2.13147e+08	2.09718e+08	2.28202e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	9.34423e+07	7.63575e+07	7.81653e+07	8.1078e+07	8.19918e+07	7.54768e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	5	5	1.63195e+07	1.68841e+07	1.68258e+07	1.74727e+07	1.83011e+07	1.75395e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	8.14846e+06	1.65303e+07	1.73548e+07	1.74331e+07	1.68441e+07	1.73636e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.62571e+07	2.41701e+07	2.29697e+07	2.24409e+07	2.25962e+07	2.28936e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	5.12366e+06	4.79902e+06	4.63591e+06	4.46782e+06	4.11438e+06	5.03752e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2		535184	548840	485989	567475	508688
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	2.779e+06	3.00454e+06	3.01081e+06	2.91169e+06	2.90499e+06	3.05986e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.25811e+07	1.46046e+07	1.43591e+07	1.43007e+07	1.44042e+07	1.4146e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.68702e+06	7.99325e+06	9.09228e+06	9.23102e+06	8.86782e+06	9.11816e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.45338e+06	1.34442e+06	1.31456e+06	1.37934e+06	1.54268e+06	1.34981e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	2.19349e+07	1.58911e+07	1.65326e+07	1.69304e+07	1.72549e+07	1.67214e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	3	3	1.8079e+07	1.78427e+07	1.78369e+07	1.80779e+07	1.7789e+07	1.7673e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6	1.32596e+07	1.38588e+07	1.43651e+07	1.40537e+07	1.45842e+07	1.43813e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	837350	746387	587616	625461	755277	789298
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	9.26648e+06	1.79892e+07	1.80016e+07	2.00622e+07	1.98167e+07	1.79885e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.42619e+06	2.86176e+06	2.81196e+06	2.66393e+06	2.53627e+06	2.71229e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	6.90597e+06	6.9002e+06	7.38115e+06	7.03468e+06	7.22096e+06	6.95209e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	6	6	9.35297e+06	1.70255e+07	1.55753e+07	1.59356e+07	1.49353e+07	1.52028e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	3.29572e+07	3.22194e+07	3.3195e+07	3.28252e+07	3.37355e+07	3.24456e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	3.94285e+06	4.51012e+06	4.61754e+06	5.00706e+06	5.30541e+06	5.22921e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	3.08466e+06	2.76681e+06	2.93468e+06	3.1927e+06	3.10474e+06	3.02865e+06
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.32477e+07	5.55014e+07	5.58939e+07	5.42214e+07	5.5147e+07	5.54574e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7	3.97842e+06	4.20701e+06	4.41098e+06	4.41895e+06	4.31783e+06	4.36307e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.59237e+07	5.28556e+07	5.8066e+07	5.12337e+07	5.87883e+07	5.54138e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.42678e+07	1.17211e+07	1.1582e+07	1.09831e+07	1.12878e+07	1.21667e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	2	2	264312		263806			
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	2.0808e+07	2.16926e+07	2.0691e+07	2.09359e+07	2.07754e+07	2.27655e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	4	4	8.41309e+06	7.52315e+06	7.11803e+06	7.84663e+06	7.79794e+06	7.1744e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	6.34271e+06	4.97342e+06	5.68152e+06	5.65148e+06	5.43082e+06	4.74067e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	15	15	3.30928e+07	3.54332e+07	3.41705e+07	3.48781e+07	3.56219e+07	3.57619e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	3.10774e+07	3.07861e+07	3.01597e+07	3.16748e+07	3.01182e+07	3.07715e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	4.00082e+07	3.91391e+07	3.96736e+07	3.76504e+07	3.94403e+07	3.96304e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.00486e+07	2.34138e+07	2.27965e+07	2.16569e+07	2.1298e+07	2.33068e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	9	9	5.72565e+06	7.30691e+06	7.26016e+06	6.46755e+06	6.52731e+06	6.98081e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.54907e+07	1.60115e+07	1.65098e+07	1.65223e+07	1.5843e+07	1.55363e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	9.83557e+06	1.09321e+07	1.23985e+07	1.07713e+07	1.0889e+07	1.12496e+07
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.6757e+07	3.6533e+07	3.6533e+07	3.91469e+07	3.81357e+07	3.86447e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3	4.72075e+06	5.35626e+06	4.41227e+06	4.97744e+06	5.16541e+06	4.86963e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	3.06282e+07	3.21716e+07	3.50113e+07	3.21341e+07	3.2783e+07	3.26919e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	6	6	9.5731e+06	8.58695e+06	9.36585e+06	8.99132e+06	8.70289e+06	8.28022e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	17	17	8.00782e+08	9.09627e+08	9.16118e+08	9.04259e+08	8.97751e+08	9.10602e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	1.07362e+08	1.10455e+08	1.07575e+08	1.07425e+08	1.06838e+08	1.12452e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.94223e+07	3.14098e+07	3.25475e+07	3.21295e+07	3.30236e+07	3.34126e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	4	4	4.21099e+06	3.25974e+06	3.2637e+06	3.43116e+06	3.43622e+06	3.44764e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19	2.67924e+07	2.82627e+07	2.64497e+07	2.77425e+07	2.83601e+07	2.73912e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.05966e+07	1.15004e+07	1.18292e+07	1.04089e+07	1.12856e+07	1.13693e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	4.88875e+06	4.68657e+06	5.39703e+06	5.77489e+06	5.00747e+06	4.37264e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.82994e+08	2.00447e+08	1.9633e+08	1.94587e+08	1.95013e+08	1.93819e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.39645e+08	1.50774e+08	1.52331e+08	1.4483e+08	1.48816e+08	1.51862e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	18	18	1.36071e+08	1.36044e+08	1.3635e+08	1.36548e+08	1.38533e+08	1.37408e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	3.75796e+08	4.16615e+08	4.24106e+08	4.25455e+08	4.34132e+08	4.23811e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	3.88708e+08	4.48191e+08	4.46572e+08	4.38344e+08	4.44358e+08	4.53387e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	1.59034e+06	1.53275e+06	1.14207e+06	1.56576e+06	1.06767e+06	1.51798e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	18	18	8.62056e+07	8.22744e+07	8.48878e+07	8.36608e+07	8.50265e+07	8.45987e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	16	16	8.00734e+07	8.29273e+07	8.30656e+07	8.15981e+07	8.21941e+07	8.4075e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	9	9	4.50765e+07	4.83752e+07	4.61207e+07	4.3071e+07	4.51499e+07	4.67891e+07
