Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	23	23	8.3574e+07	9.6599e+07	9.51643e+07	9.12412e+07	9.28866e+07	9.49958e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.52429e+08	2.96958e+08	2.81645e+08	2.6499e+08	2.66664e+08	2.75577e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.47379e+07	2.20561e+07	2.30086e+07	2.29481e+07	2.37586e+07	2.44857e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	18	18	1.50628e+07	1.35412e+07	1.35794e+07	1.41981e+07	1.46378e+07	1.40715e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.88282e+07	4.74629e+07	4.90903e+07	4.90087e+07	4.87312e+07	4.98932e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	723196	681918	621131	760979	607594	761254
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	10	10	1.4879e+07	1.48836e+07	1.53062e+07	1.55989e+07	1.58391e+07	1.48102e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	13	13	4.17579e+07	4.32736e+07	4.27182e+07	4.24596e+07	4.38592e+07	4.4386e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	4.19516e+07	3.98742e+07	4.02947e+07	4.0963e+07	4.19248e+07	4.14913e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	1.23597e+07	1.19279e+07	1.21304e+07	1.20244e+07	1.10667e+07	1.22021e+07
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.73344e+06	1.1354e+07	1.05655e+07	1.05771e+07	1.06215e+07	1.11435e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	4	4	2.16752e+07	2.17961e+07	2.29943e+07	2.29696e+07	2.30321e+07	2.28331e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	2.19214e+08	1.82441e+08	1.80929e+08	1.82499e+08	1.8136e+08	1.83923e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.71306e+07	2.28403e+07	2.25557e+07	2.34798e+07	2.35465e+07	2.26748e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	2.09897e+08	2.07576e+08	2.1123e+08	2.08603e+08	2.11991e+08	2.1357e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	3.81004e+06	4.17389e+06		4.29343e+06	4.40172e+06	3.97329e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	2.6184e+06	2.30038e+06	2.47759e+06	2.59088e+06	2.83167e+06	2.66655e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.36396e+06	1.73863e+06	1.79447e+06	1.85218e+06	1.55016e+06	1.56926e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	1.10143e+07	1.03917e+07	1.14622e+07	1.12343e+07	1.10972e+07	1.13207e+07
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	2	2	2.77323e+07	2.74465e+07	2.74577e+07	2.68865e+07	2.61317e+07	2.66288e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	1	1			4.84455e+06	4.42835e+06	4.98081e+06	4.654e+06
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	4.68375e+08	5.22202e+08	4.82244e+08	4.71231e+08	4.824e+08	4.92943e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	9	9	6.88247e+06	7.42784e+06	6.58526e+06	6.84653e+06	7.4139e+06	7.68592e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	4	4	5.41294e+06	6.70219e+06	6.07963e+06	6.48516e+06	5.96378e+06	5.82701e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	5	5	2.56309e+07	2.82767e+07	2.75106e+07	2.89278e+07	2.87376e+07	2.74632e+07
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.33641e+08	4.13893e+08	3.85054e+08	3.91284e+08	3.89962e+08	3.83894e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	6	6	5.02293e+06	5.04396e+06	4.85907e+06	4.35532e+06	4.76668e+06	4.60379e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	19	19	4.16079e+08	4.67344e+08	4.6269e+08	4.62845e+08	4.53214e+08	4.58726e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8	2.84085e+07	3.26904e+07	3.1908e+07	3.11431e+07	3.01765e+07	3.066e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	14	14	1.48959e+08	1.4988e+08	1.50895e+08	1.51585e+08	1.50655e+08	1.50854e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	8.97535e+07	8.46785e+07	9.01913e+07	8.73506e+07	8.83183e+07	8.89601e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	3.83183e+07	5.86169e+07	5.8895e+07	6.12883e+07	6.198e+07	5.91747e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	5	5	1.19624e+07	1.09006e+07	1.09071e+07	1.11745e+07	1.14758e+07	1.11347e+07
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3	1.67086e+07	1.55497e+07	1.43965e+07	1.52271e+07	1.59328e+07	1.46683e+07
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4	2.63854e+07	2.71138e+07	2.6823e+07	2.63322e+07	2.65054e+07	2.70446e+07
P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	3	3	1.75669e+06	1.62561e+06	1.69579e+06	1.65513e+06	1.47695e+06	1.66712e+06
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	3	3	6.84629e+06	6.20527e+06	5.90273e+06	4.3157e+06	4.98347e+06	5.19674e+06
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8	8.9478e+06	9.79841e+06	8.98613e+06	9.02372e+06	9.03334e+06	9.30624e+06
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	9	9	1.12305e+07	1.09512e+07	1.11093e+07	1.07573e+07	1.09353e+07	1.11511e+07
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3	2.80509e+07	2.68921e+07	2.76515e+07	2.8632e+07	2.97986e+07	2.77808e+07
P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	16	16	5.73074e+07	6.7415e+07	6.9313e+07	6.85025e+07	6.74665e+07	7.00906e+07
P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	12	12	1.01477e+08	1.06153e+08	1.07339e+08	1.05945e+08	1.04346e+08	1.05974e+08
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12	2.45692e+07	2.53455e+07	2.50018e+07	2.4586e+07	2.48889e+07	2.54337e+07
P0AC16	FOLB_ECOLI	folB	Dihydroneopterin aldolase	1	1	482467	317903		295911		307948
P0AC19	FOLX_ECOLI	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase	6	6	2.61965e+07	2.34737e+07	2.25331e+07	2.28946e+07	2.37884e+07	2.27545e+07
P0AC28	YGFA_ECOLI	ygfA	Uncharacterized protein YgfA	1	1	572279	701599	701415	603571	685320	671214
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	9	9	9.54236e+06	1.11587e+07	9.64826e+06	1.02697e+07	9.95543e+06	1.02398e+07
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	9	9	1.30609e+07	1.38038e+07	1.34411e+07	1.34382e+07	1.3927e+07	1.35005e+07
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	22	22	5.97038e+08	6.37839e+08	6.47645e+08	6.38124e+08	6.47006e+08	6.50002e+08
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	15	15	2.54907e+07	2.39244e+07	2.52193e+07	2.24862e+07	2.45382e+07	2.53944e+07
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8	9.26842e+07	9.62542e+07	9.11359e+07	9.1886e+07	9.02189e+07	8.97022e+07
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	3	3	1.02703e+07	9.46318e+06	9.87033e+06	1.07664e+07	9.94909e+06	9.1548e+06
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	26	26	5.77171e+07	5.43193e+07	5.42794e+07	5.50862e+07	5.75812e+07	5.50874e+07
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	8	8	5.31511e+07	5.14857e+07	5.37517e+07	5.60823e+07	5.63284e+07	5.41446e+07
P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin-3	4	4	1.65621e+08	1.4542e+08	1.46755e+08	1.48175e+08	1.49552e+08	1.54544e+08
P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin-4	4	4	1.72691e+08	1.83928e+08	1.76303e+08	1.80635e+08	1.74306e+08	1.73853e+08
P0AC75	KDTA_ECOLI	waaA	3-deoxy-D-manno-octulosonic acid transferase	7	7	5.59538e+06	3.7954e+06	4.43466e+06	4.55819e+06	4.4677e+06	4.22769e+06
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	2	2	1.90928e+07	2.1926e+07	2.15018e+07	2.60467e+07		
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	4	4	3.13102e+06	3.32568e+06	3.15608e+06	3.28418e+06	3.32525e+06	3.39221e+06
P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	11	11	7.79673e+06	6.93542e+06	7.01002e+06	7.4804e+06	7.61161e+06	7.50853e+06
P0AC92	GNSA_ECOLI	gnsA	Protein GnsA	4	2	4.61159e+07	6.06048e+07	5.59626e+07	6.03171e+07	5.77338e+07	5.81214e+07
P0AC98	YAAH_ECOLI	yaaH	Inner membrane protein YaaH	1	1		4.37488e+06	3.97545e+06	4.79765e+06	5.10271e+06	5.40088e+06
P0ACA1	YIBF_ECOLI	yibF	Uncharacterized GST-like protein YibF	4	4	1.39882e+07	1.2021e+07	1.21159e+07	1.12212e+07	1.11585e+07	1.19588e+07
P0ACA3	SSPA_ECOLI	sspA	Stringent starvation protein A	12	12	2.02584e+08	2.07038e+08	1.99714e+08	2.03955e+08	2.05094e+08	2.04233e+08
P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	8	8	1.78986e+07	1.95244e+07	1.83772e+07	1.87895e+07	1.80946e+07	1.8751e+07
P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	14	14	8.64387e+06	8.74164e+06	8.94661e+06	8.59033e+06	8.13561e+06	9.12613e+06
P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	12	12	7.25077e+07	7.25844e+07	6.99042e+07	7.08364e+07	7.38834e+07	7.19489e+07
P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	10	10	8.43371e+06	7.67758e+06	8.08799e+06	8.2579e+06	8.47999e+06	8.18201e+06
P0ACB7	HEMY_ECOLI	hemY	Protein HemY	10	10	2.29305e+07	1.99675e+07	2.09381e+07	2.01047e+07	2.07867e+07	2.08683e+07
P0ACC1	PRMC_ECOLI	prmC	Release factor glutamine methyltransferase	2	2		4.8971e+06	5.71161e+06	6.65002e+06	6.65347e+06	5.96506e+06
P0ACC3	ERPA_ECOLI	erpA	Iron-sulfur cluster insertion protein ErpA	5	5	7.005e+07	6.66637e+07	6.24286e+07	6.25646e+07	6.29248e+07	6.38252e+07
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	14	14	7.57828e+07	7.38092e+07	7.62448e+07	7.55892e+07	7.64117e+07	7.65694e+07
P0ACD4	NIFU_ECOLI	nifU	NifU-like protein	5	5	9.79006e+07	9.52151e+07	1.00622e+08	9.9702e+07	1.02753e+08	1.00908e+08
P0ACD8	MBHL_ECOLI	hyaB	Hydrogenase-1 large chain	19	19	2.23569e+07	2.2469e+07	2.17132e+07	2.19299e+07	2.25439e+07	2.23474e+07
P0ACE0	MBHM_ECOLI	hybC	Hydrogenase-2 large chain	19	19	7.53043e+07	7.08948e+07	7.19434e+07	7.26327e+07	7.26486e+07	7.23605e+07
P0ACE3	HHA_ECOLI	hha	Hemolysin expression-modulating protein Hha	2	2	2.73562e+07	2.81349e+07	2.81781e+07	2.86259e+07	2.84172e+07	2.98963e+07
P0ACE7	HINT_ECOLI	hinT	HIT-like protein HinT	5	5	8.40075e+07	8.841e+07	8.49634e+07	8.344e+07	8.30856e+07	8.49806e+07
P0ACF0	DBHA_ECOLI	hupA	DNA-binding protein HU-alpha	7	7	3.37679e+09	3.49644e+09	3.4848e+09	3.5175e+09	3.70178e+09	3.54304e+09
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	6	5	2.79393e+08	3.06204e+08	3.08722e+08	2.94852e+08	2.91266e+08	3.06471e+08
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8	8.52134e+08	1.08339e+09	1.02851e+09	9.34412e+08	9.15862e+08	9.88174e+08
P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	8	8	1.75796e+08	1.82303e+08	1.77173e+08	1.69297e+08	1.70229e+08	1.81586e+08
P0ACI0	ROB_ECOLI	rob	Right origin-binding protein	7	7	1.87319e+07	1.77876e+07	1.82293e+07	1.80652e+07	1.92159e+07	1.84864e+07
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	1	1	621721	890889	884382	724716	852564	880936
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	12	12	4.91319e+07	4.28317e+07	4.28318e+07	4.27204e+07	4.64764e+07	4.42722e+07
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	8	8	1.4276e+08	1.69218e+08	1.65401e+08	1.62079e+08	1.64218e+08	1.65364e+08
P0ACK2	AGAR_ECOLI	agaR	Putative aga operon transcriptional repressor	3	3	5.10171e+06	4.33574e+06	3.9705e+06	4.04681e+06	4.65853e+06	4.09168e+06
P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	2	2	755010	726276		1.10844e+06	1.16436e+06	836548
P0ACK8	FUCR_ECOLI	fucR	L-fucose operon activator	1	1	1.44523e+06	1.23619e+06		703033	1.1985e+06	
P0ACL0	GLPR_ECOLI	glpR	Glycerol-3-phosphate regulon repressor	6	6	1.14309e+07	1.12555e+07	1.08516e+07	1.00947e+07	9.96283e+06	9.88792e+06
P0ACL2	EXUR_ECOLI	exuR	Exu regulon transcriptional regulator	5	5	5.57383e+06	6.91309e+06	7.57489e+06	7.06206e+06	7.89723e+06	7.53214e+06
P0ACL9	PDHR_ECOLI	pdhR	Pyruvate dehydrogenase complex repressor	4	4	5.8123e+06	6.85064e+06	6.47262e+06	6.5119e+06	6.44931e+06	6.4816e+06
P0ACM2	YDFH_ECOLI	ydfH	Uncharacterized HTH-type transcriptional regulator YdfH	4	4	8.27613e+06	9.05109e+06	8.69239e+06	8.24602e+06	8.33839e+06	9.16102e+06
P0ACM5	YEGW_ECOLI	yegW	Uncharacterized HTH-type transcriptional regulator YegW	2	2	1.41579e+06	1.48728e+06	1.39882e+06	1.49949e+06	1.37389e+06	1.433e+06
P0ACN4	ALLR_ECOLI	allR	HTH-type transcriptional repressor AllR	6	6	1.43848e+07	1.57117e+07	1.4709e+07	1.43431e+07	1.4756e+07	1.51075e+07
P0ACN7	CYTR_ECOLI	cytR	HTH-type transcriptional repressor CytR	4	4	4.04008e+06	4.50328e+06	4.0402e+06	4.11554e+06	4.31729e+06	4.06311e+06
P0ACP1	CRA_ECOLI	cra	Catabolite repressor/activator	11	11	1.63184e+07	1.46668e+07	1.54113e+07	1.51763e+07	1.56132e+07	1.48076e+07
P0ACP5	GNTR_ECOLI	gntR	HTH-type transcriptional regulator GntR	5	5	3.66955e+06	3.42565e+06	3.86631e+06	3.5409e+06	4.21132e+06	4.10658e+06
P0ACP7	PURR_ECOLI	purR	HTH-type transcriptional repressor PurR	13	13	1.90211e+07	1.98853e+07	1.96861e+07	1.99132e+07	1.91752e+07	2.01501e+07
P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	9	9	1.6856e+07	1.95073e+07	1.89207e+07	1.95677e+07	1.9478e+07	1.89695e+07
P0ACR4	YEIE_ECOLI	yeiE	Uncharacterized HTH-type transcriptional regulator YeiE	8	8	8.18497e+06	8.45997e+06	8.09224e+06	8.00983e+06	8.46033e+06	8.22163e+06
P0ACR9	MPRA_ECOLI	mprA	Transcriptional repressor MprA	4	4	7.16999e+07	7.02627e+07	7.00808e+07	7.0016e+07	7.18232e+07	7.26027e+07
P0ACS7	RPIR_ECOLI	rpiR	HTH-type transcriptional regulator RpiR	3	3	1.83687e+06	1.40463e+06	1.49619e+06	1.49164e+06	1.56774e+06	1.50831e+06
P0ACT6	UIDR_ECOLI	uidR	HTH-type transcriptional regulator UidR	2	2		955613	1.13907e+06	1.01723e+06	890184	861439
P0ACU0	YBIH_ECOLI	ybiH	Uncharacterized HTH-type transcriptional regulator YbiH	1	1		1.67411e+06	1.98635e+06		1.79257e+06	1.8103e+06
P0ACU5	FABR_ECOLI	fabR	HTH-type transcriptional repressor FabR	6	6	1.23841e+07	1.25991e+07	1.21105e+07	1.27186e+07	1.23242e+07	1.27563e+07
P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	5	5	9.34258e+06	9.30833e+06	9.67275e+06	9.58363e+06	8.35684e+06	1.0416e+07
P0ACV8	YMJA_ECOLI	ymjA	Uncharacterized protein YmjA	1	1	2.32246e+06	2.47639e+06	2.20208e+06	3.11328e+06	3.16447e+06	2.59927e+06
P0ACX5	YDHZ_ECOLI	ydhZ	Uncharacterized protein YdhZ	1	1	1.23478e+07	1.27911e+07	1.26309e+07	1.2098e+07	1.18624e+07	1.21249e+07
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	10	10	4.55975e+07	4.56596e+07	4.54436e+07	4.63649e+07	4.5905e+07	4.59774e+07
P0ACY3	YEAG_ECOLI	yeaG	Uncharacterized protein YeaG	11	11	1.39189e+07	1.18793e+07	1.20045e+07	1.20212e+07	1.23115e+07	1.27758e+07
P0ACY9	YEBG_ECOLI	yebG	Uncharacterized protein YebG	1	1	1.66306e+07	1.9849e+07	1.90374e+07	1.88058e+07	1.76022e+07	1.88958e+07
P0ACZ2	ETP_ECOLI	etp	Low molecular weight protein-tyrosine-phosphatase etp	6	6	5.44558e+06	8.03873e+06	7.51953e+06	6.70155e+06	7.35655e+06	7.55645e+06
P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	8	8	2.2568e+07	2.59901e+07	2.49115e+07	2.39213e+07	2.32416e+07	2.51412e+07
P0AD01	DCUR_ECOLI	dcuR	Transcriptional regulatory protein DcuR	2	2	3.21026e+06	2.23141e+06	2.52432e+06	2.53104e+06	2.71804e+06	2.41478e+06
P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	4	4	2.98753e+07	3.19465e+07	3.03876e+07	2.98626e+07	2.8844e+07	3.13252e+07
P0AD07	YECF_ECOLI	yecF	Uncharacterized protein YecF	2	2	2.30934e+07	4.11151e+07	4.15928e+07	3.68028e+07	3.7979e+07	4.01175e+07
P0AD10	YECJ_ECOLI	yecJ	Uncharacterized protein YecJ	3	3	1.62707e+07	3.10935e+07	3.03758e+07	2.53022e+07	2.73763e+07	3.21639e+07
P0AD12	YEEZ_ECOLI	yeeZ	Protein YeeZ	11	11	4.14098e+07	3.36905e+07	3.38456e+07	3.53513e+07	3.71283e+07	3.43894e+07
P0AD24	YEJL_ECOLI	yejL	UPF0352 protein YejL	2	2		1.76474e+07	1.6459e+07	1.67999e+07	1.95797e+07	1.78218e+07
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	3	3	4.33716e+08	4.86526e+08	5.01965e+08	5.02197e+08	5.15171e+08	5.10155e+08
P0AD37	YFEC_ECOLI	yfeC	Uncharacterized protein YfeC	3	3	7.30024e+06	6.78593e+06	5.6575e+06	6.11791e+06	6.37123e+06	5.43121e+06
P0AD44	YFHG_ECOLI	yfhG	Uncharacterized protein YfhG	4	4	3.3647e+06	2.57429e+06	2.60886e+06	2.58568e+06	2.85774e+06	2.6892e+06
P0AD49	RAIA_ECOLI	raiA	Ribosome-associated inhibitor A	7	7	4.40215e+07	4.95816e+07	4.96971e+07	4.89463e+07	4.91551e+07	5.08253e+07
P0AD53	YGAC_ECOLI	ygaC	Uncharacterized protein YgaC	2	2	1.32047e+06	1.36817e+06		2.25067e+06		1.0757e+06
P0AD57	ISPB_ECOLI	ispB	Octaprenyl-diphosphate synthase	5	5	3.07953e+06	3.50717e+06	3.75939e+06	3.38632e+06	3.50592e+06	3.64498e+06
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	5	5	2.09584e+07	2.51235e+07	2.57085e+07	2.37699e+07	2.4759e+07	2.52602e+07
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	29	29	3.38714e+08	3.75019e+08	3.80702e+08	3.68197e+08	3.71454e+08	3.78131e+08
P0AD68	FTSI_ECOLI	ftsI	Peptidoglycan synthase FtsI	9	9	3.47202e+06	2.98903e+06	3.11548e+06	2.96027e+06	2.94894e+06	2.90568e+06
P0AD70	AMPH_ECOLI	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	3	3	3.3668e+06	2.92069e+06	3.35951e+06	3.08225e+06	3.43373e+06	3.27625e+06
P0ADA1	TESA_ECOLI	tesA	Acyl-CoA thioesterase I	5	5	6.47833e+06	5.92761e+06	5.98522e+06	5.41091e+06	5.77066e+06	5.6002e+06
P0ADA3	NLPD_ECOLI	nlpD	Murein hydrolase activator NlpD	8	8	1.89856e+07	2.03193e+07	1.99952e+07	2.1281e+07	2.14107e+07	2.04437e+07
P0ADA5	YAJG_ECOLI	yajG	Uncharacterized lipoprotein YajG	7	7	9.40191e+07	9.72849e+07	9.731e+07	9.73248e+07	9.96109e+07	9.92064e+07
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	3	3	6.08499e+07	7.30535e+07	7.21281e+07	6.93447e+07	6.76916e+07	7.125e+07
P0ADB7	ECNB_ECOLI	ecnB	Entericidin B	1	1	1.17184e+08	1.48493e+08	1.43216e+08	1.36062e+08	1.35338e+08	1.35192e+08
P0ADC1	LPTE_ECOLI	lptE	LPS-assembly lipoprotein LptE	3	3	2.87397e+06	3.68055e+06	3.36104e+06	3.29738e+06	3.41874e+06	3.61039e+06
P0ADC3	LOLC_ECOLI	lolC	Lipoprotein-releasing system transmembrane protein LolC	4	4	4.49858e+06	4.0964e+06	4.20436e+06	4.59007e+06	4.63875e+06	4.74649e+06
P0ADC6	LPTG_ECOLI	lptG	Lipopolysaccharide export system permease protein LptG	3	3	3.7759e+06	3.72911e+06	3.76924e+06	3.84339e+06	3.70524e+06	3.63847e+06
P0ADE4	TAMA_ECOLI	tamA	Translocation and assembly module TamA	14	14	1.20055e+07	1.12531e+07	1.10576e+07	1.04534e+07	1.06726e+07	1.09283e+07
P0ADE6	YGAU_ECOLI	ygaU	Uncharacterized protein YgaU	4	4	3.9626e+06	3.68208e+06	3.62459e+06	3.78535e+06	3.67083e+06	4.13569e+06
P0ADE8	YGFZ_ECOLI	ygfZ	tRNA-modifying protein YgfZ	15	15	4.40963e+07	4.53009e+07	4.52305e+07	4.63031e+07	4.72473e+07	4.67202e+07
P0ADF6	EDD_ECOLI	edd	Phosphogluconate dehydratase	7	7	4.50192e+06	4.99778e+06	5.28194e+06	4.64079e+06	4.62005e+06	5.52697e+06
P0ADG4	SUHB_ECOLI	suhB	Inositol-1-monophosphatase	16	16	8.65301e+07	8.64671e+07	8.41084e+07	8.5831e+07	8.7299e+07	8.58648e+07
P0ADG7	IMDH_ECOLI	guaB	Inosine-5'-monophosphate dehydrogenase	19	19	2.04787e+08	2.2308e+08	2.33104e+08	2.21235e+08	2.20425e+08	2.28245e+08
P0ADH5	FIMB_ECOLI	fimB	Type 1 fimbriae regulatory protein FimB	4	4	6.14643e+06	5.65404e+06	6.1417e+06	6.25438e+06	6.74286e+06	6.51837e+06
P0ADI4	ENTB_ECOLI	entB	Isochorismatase	2	2	2.49222e+06	3.34852e+06	3.05423e+06	3.15486e+06	3.17036e+06	3.26244e+06
P0ADI7	YECD_ECOLI	yecD	Isochorismatase family protein YecD	5	5	3.14689e+07	3.21542e+07	3.2538e+07	3.37808e+07	3.41672e+07	3.28131e+07
P0ADK0	YIAF_ECOLI	yiaF	Uncharacterized protein YiaF	10	10	7.50332e+07	1.09843e+08	1.07483e+08	1.07201e+08	1.04407e+08	1.0751e+08
P0ADK8	YIBL_ECOLI	yibL	Uncharacterized protein YibL	5	5	4.56633e+07	5.27835e+07	5.12923e+07	5.1449e+07	5.32064e+07	5.45081e+07
P0ADL3	YICN_ECOLI	yicN	Uncharacterized protein YicN	1	1	310335	223579		244514	254948	
P0ADM8	YIEE_ECOLI	yieE	Uncharacterized protein YieE	2	2	680190		939799		761956	
P0ADN2	YIFE_ECOLI	yifE	UPF0438 protein YifE	6	6	3.47948e+07	4.31512e+07	4.34137e+07	4.31394e+07	4.34447e+07	4.40297e+07
P0ADP0	YIGB_ECOLI	yigB	Flavin mononucleotide phosphatase YigB	7	7	1.19757e+07	1.15993e+07	1.16004e+07	1.10815e+07	1.09984e+07	1.09319e+07
P0ADP7	YIGP_ECOLI	yigP	Uncharacterized protein YigP	4	4	8.31588e+06	7.02455e+06	6.15535e+06	8.28135e+06	7.69387e+06	7.22453e+06
P0ADP9	YIHD_ECOLI	yihD	Protein YihD	8	8	3.81545e+07	3.39786e+07	3.45555e+07	3.53797e+07	3.55494e+07	3.3581e+07
P0ADQ2	YIID_ECOLI	yiiD	Uncharacterized protein YiiD	5	5	5.95701e+06	5.25828e+06	4.55281e+06	4.63764e+06	5.24613e+06	5.29266e+06
