Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P31473	P31473		ravA		1.19292e+06	1.35437e+06	1.16319e+06	1.48074e+06	1.31255e+06	1.47328e+06
P31475	P31475		yieP		1.31455e+06	1.28763e+06	1.25353e+06	1.38694e+06	1.23644e+06	1.19754e+06
P31545	P31545		efeB		993030	874838	809696	880380	848796	876383
P31550	P31550		thiB		1.75253e+06	1.51913e+06	1.59535e+06	1.70939e+06	1.79791e+06	1.70886e+06
P31554	P31554		lptD		6.7933e+06	6.56321e+06	6.76293e+06	6.56515e+06	6.7237e+06	6.60536e+06
P31658	P31658		hchA		8.87747e+06	8.30412e+06	8.26939e+06	8.68266e+06	8.2896e+06	8.03517e+06
P31663	P31663		panC		3.19468e+06	2.97609e+06	3.18649e+06	2.93776e+06	3.29538e+06	2.88169e+06
P31680	P31680		djlA		1.01874e+06	1.22179e+06	1.08744e+06	1.09116e+06	1.01836e+06	1.15183e+06
P31697	P31697		fimC		4.58907e+06	4.26358e+06	4.42811e+06	4.31986e+06	4.41965e+06	4.2075e+06
P31802	P31802		narP		2.84465e+06	2.92113e+06	2.71699e+06	2.52161e+06	2.58323e+06	2.92895e+06
P31808	P31808		yciK		3.09796e+06	3.39585e+06	3.1351e+06	3.38524e+06	3.07913e+06	3.35201e+06
P31825	P31825		yfiC		627302	625138	509819	591639	621102	577268
P31979	P31979		nuoF		1.22784e+07	1.20379e+07	1.22646e+07	1.20195e+07	1.2155e+07	1.17331e+07
P32099	P32099		lplA		1.99687e+06	2.02506e+06	2.09768e+06	1.76454e+06	1.76091e+06	1.89039e+06
P32131	P32131		hemN		3.36444e+06	3.24966e+06	3.43795e+06	3.20658e+06	3.28503e+06	3.32728e+06
P32132	P32132		typA		4.20915e+07	4.14836e+07	4.17681e+07	4.25448e+07	4.2304e+07	4.2447e+07
P32157	P32157		yiiM		3.29332e+06	3.18588e+06	3.33281e+06	3.26734e+06	3.4862e+06	3.21929e+06
P32162	P32162		yiiS		2.33597e+06	1.99215e+06	2.34029e+06	1.85787e+06	2.39676e+06	2.18328e+06
P32173	P32173		mobA		527030	503964	624944	422535	575516	491291
P32176	P32176		fdoG		6.85378e+06	6.92588e+06	6.86411e+06	7.08727e+06	6.86483e+06	6.98537e+06
P32662	P32662		gph		539047	796479	691987	837450	617072	812915
P32664	P32664		nudC		1.04114e+06	1.05854e+06	1.14292e+06	1.08169e+06	1.07447e+06	1.0357e+06
P32680	P32680		yjaG		1.65277e+06	1.56788e+06	1.61334e+06	1.59857e+06	1.69095e+06	1.57094e+06
P32684	P32684		rluF		1.02325e+06	1.14979e+06	1.0489e+06	987424	1.04628e+06	1.15603e+06
P32685	P32685		yjbD		390473	199606	406769	237406	342784	328438
P32695	P32695		dusA		794410	804430	864089	775236	877969	830692
P33011	P33011		yeeA		1.93522e+06	1.53251e+06	1.77502e+06	2.00852e+06	1.82211e+06	1.69382e+06
P33018	P33018		yeiG		204895	263365	142335	441393	159228	403625
P33025	P33025		psuG		1.99965e+06	1.80541e+06	1.86676e+06	1.88064e+06	2.06759e+06	2.09966e+06
P33030	P33030		yeiR		1.41159e+06	1.46587e+06	1.38991e+06	1.56005e+06	1.51065e+06	1.59169e+06
P33136	P33136		mdoG		1.34151e+07	1.29703e+07	1.32336e+07	1.22326e+07	1.30001e+07	1.26058e+07
P33195	P33195		gcvP		5.34967e+06	5.30684e+06	5.36486e+06	5.42221e+06	5.27479e+06	5.82876e+06
P33218	P33218		yebE		5.11742e+06	4.87285e+06	4.99475e+06	5.08113e+06	5.91563e+06	4.58096e+06
P33219	P33219		yebF		579423	479503	530667	361340	588833	413846
P33224	P33224		aidB		356397				293445	
P33225	P33225		torA		3.64448e+06	3.19257e+06	3.67662e+06	3.22102e+06	3.57574e+06	3.16623e+06
P33235	P33235		flgK		2.69485e+06	2.54699e+06	2.5682e+06	2.53749e+06	2.49524e+06	2.32091e+06
P33355	P33355		yehS		2.7341e+06	2.97378e+06	2.58753e+06	2.92965e+06	2.78991e+06	2.69011e+06
P33362	P33362		osmF		1.75465e+06	2.07907e+06	1.954e+06	2.0803e+06	1.67533e+06	2.02589e+06
P33363	P33363		bglX		3.41524e+06	3.61114e+06	3.47792e+06	3.61498e+06	3.41819e+06	3.68092e+06
P33570	P33570		tktB		2.14232e+06	2.23202e+06	2.20188e+06	2.1948e+06	2.37127e+06	2.2315e+06
P33590	P33590		nikA		3.49189e+06	3.20582e+06	3.40861e+06	3.36962e+06	3.26665e+06	3.33227e+06
P33599	P33599		nuoC		1.36336e+07	1.36578e+07	1.39516e+07	1.35925e+07	1.3358e+07	1.34474e+07
P33602	P33602		nuoG		1.38934e+07	1.43093e+07	1.43372e+07	1.46479e+07	1.40107e+07	1.4723e+07
P33643	P33643		rluD		2.56179e+06	2.54422e+06	2.45794e+06	2.38034e+06	2.4738e+06	2.35072e+06
P33650	P33650		feoB		2.44234e+06	2.37469e+06	2.68005e+06	2.22312e+06	2.41616e+06	2.66562e+06
P33667	P33667		selU		774834	753897	705806	831655	742926	877576
P33898	P33898		gapC		1.37407e+06	1.27593e+06	1.3657e+06	1.28767e+06	1.23462e+06	1.20134e+06
P33916	P33916		yejF		293779	404298	374305	429006	420444	394339
P33920	P33920		yejK		2.42849e+06	2.61236e+06	2.42706e+06	2.68128e+06	2.47522e+06	2.68095e+06
P33937	P33937		napA		4.6593e+06	4.61117e+06	4.609e+06	4.53369e+06	4.51301e+06	4.55861e+06
P34209	P34209		ydcF		648149	605853	646546	666112	703064	773304
P35340	P35340		ahpF		1.45458e+07	1.37469e+07	1.453e+07	1.37411e+07	1.38982e+07	1.34407e+07
P36548	P36548		amiA		1.72074e+06	1.6555e+06	1.96837e+06	1.79423e+06	1.61052e+06	1.60449e+06
P36553	P36553		hemF		755788	706039	813286		699307	963752
P36566	P36566		smtA		521987	414373	417721	441926	499218	401529
P36659	P36659		cbpA		3.38245e+06	2.61286e+06	3.27339e+06	3.16164e+06	3.38328e+06	2.52243e+06
P36672	P36672		treB		964506	1.05812e+06	865706	1.00024e+06	925459	1.11412e+06
P36680	P36680		zapD		2.24938e+06	2.22529e+06	2.3484e+06	2.09417e+06	2.28172e+06	2.27898e+06
P36683	P36683		acnB		9.79917e+06	1.03384e+07	9.77206e+06	1.00886e+07	9.67557e+06	1.0062e+07
P36767	P36767		rdgC		4.38234e+06	4.79391e+06	4.47684e+06	4.80956e+06	4.77537e+06	4.93367e+06
P36879	P36879		yadG		927997	1.07635e+06	958272	1.091e+06	978885	1.02053e+06
P36928	P36928		yegD		1.08542e+06	987990	1.08932e+06	981407	1.03098e+06	975153
P36929	P36929		rsmB		2.50269e+06	2.66342e+06	2.50389e+06	2.76551e+06	2.66408e+06	2.78426e+06
P36938	P36938		pgm		7.42998e+06	7.9813e+06	7.46162e+06	7.84703e+06	7.61117e+06	7.84513e+06
P36979	P36979		rlmN		3.13943e+06	3.66889e+06	3.33272e+06	3.62392e+06	3.27878e+06	3.68837e+06
P36999	P36999		rlmA		908657	993357	967676	934555	952232	938527
P37005	P37005		lasT		1.30904e+06	1.40355e+06	1.44155e+06	1.25439e+06	1.37094e+06	1.37055e+06
P37028	P37028		btuF		615072	545168	652235	507029	568394	481064
P37051	P37051		purU		5.46164e+06	5.86046e+06	5.51057e+06	5.88117e+06	5.48051e+06	5.94676e+06
P37052	P37052		ychJ		936692	929106	868662	927237	890377	945174
P37095	P37095		pepB		1.29409e+07	1.30388e+07	1.22533e+07	1.29237e+07	1.26468e+07	1.29028e+07
P37128	P37128		nudK		2.34072e+06	2.35038e+06	2.2916e+06	2.45823e+06	2.43497e+06	2.31015e+06
P37177	P37177		ptsP		218209	128825	210519	203531	308975	101322
P37182	P37182		hybD		3.79446e+06	3.92468e+06	3.67259e+06	3.80067e+06	3.71164e+06	3.82669e+06
P37194	P37194		slp		5.00066e+07	5.01222e+07	4.91604e+07	4.88849e+07	4.84768e+07	5.12387e+07
P37329	P37329		modA		4.10582e+06	3.91e+06	4.29671e+06	3.969e+06	3.87926e+06	4.03716e+06
P37330	P37330		glcB		1.81203e+06	1.75347e+06	1.79108e+06	1.81413e+06	1.75809e+06	1.70023e+06
P37342	P37342		yjjI		2.52209e+06	2.47773e+06	2.52908e+06	2.59808e+06	2.51541e+06	2.5128e+06
P37349	P37349		dhaM		7.34194e+07	6.72359e+07	7.38483e+07	7.01789e+07	7.34414e+07	6.81998e+07
P37440	P37440		ucpA		8.6517e+06	8.47879e+06	8.44815e+06	8.51611e+06	8.43574e+06	8.72158e+06
P37590	P37590		pmrD		2.35921e+06	1.97932e+06	2.18764e+06	2.12613e+06	1.68629e+06	2.11582e+06
P37595	P37595		iaaA		2.09235e+06	1.79171e+06	2.24531e+06	2.19414e+06	2.10118e+06	1.87152e+06
P37613	P37613		yhhK		4.58635e+06	4.67799e+06	4.75442e+06	4.95644e+06	4.86405e+06	5.02426e+06
P37617	P37617		zntA		1.52643e+06	1.56842e+06	1.52798e+06	1.65504e+06	1.42379e+06	1.71186e+06
P37626	P37626		yhiI		640624	576642	708268	630791	745824	506566
P37631	P37631		yhiN		827734	696971	756414	737034	750054	755095
P37634	P37634		rlmJ		2.7553e+07	3.05123e+07	2.81892e+07	2.97064e+07	2.78444e+07	3.04598e+07
P37636	P37636		mdtE		4.04732e+06	3.80523e+06	4.02191e+06	3.71432e+06	3.92759e+06	3.88313e+06
P37647	P37647		kdgK		1.76449e+06	1.6619e+06	1.65015e+06	1.68197e+06	1.83186e+06	1.54247e+06
P37648	P37648		yhjJ		3.52222e+06	3.189e+06	3.46971e+06	3.30028e+06	3.57831e+06	3.2144e+06
P37650	P37650		bcsC		919384	1.03013e+06	947628	1.00604e+06	909531	980445
P37651	P37651		bcsZ		2.33107e+06	2.38013e+06	2.36837e+06	2.45398e+06	2.27803e+06	2.37124e+06
P37652	P37652		bcsB		3.3394e+06	3.30476e+06	3.32515e+06	3.39122e+06	3.31244e+06	3.27469e+06
P37655	P37655		bcsQ		1.09987e+06	927930	1.15733e+06	889685	991529	1.00445e+06
P37657	P37657		bcsE		453961	604782	624542	551277	514127	571315
P37665	P37665		yiaD		5.89506e+06	5.68255e+06	5.89514e+06	5.71966e+06	6.00249e+06	5.54242e+06
P37666	P37666		ghrB		9.66467e+06	9.68294e+06	9.56357e+06	9.44637e+06	9.86868e+06	9.74786e+06
P37685	P37685		aldB		1.09793e+06	1.21403e+06	1.10336e+06	1.11972e+06	1.04814e+06	1.08061e+06
P37689	P37689		gpmI		2.3185e+07	2.26477e+07	2.25472e+07	2.30802e+07	2.28306e+07	2.31907e+07
P37692	P37692		rfaF		3.19356e+06	2.43567e+06	3.27193e+06	2.73902e+06	3.17366e+06	2.48417e+06
P37765	P37765		rluB		7.60616e+06	7.61726e+06	7.68714e+06	7.5853e+06	7.48145e+06	7.36025e+06
P37773	P37773		mpl		8.14779e+06	7.89255e+06	8.28137e+06	8.03267e+06	8.01302e+06	8.90654e+06
P37902	P37902		gltI		1.95663e+06	1.91205e+06	1.93443e+06	1.80339e+06	1.92182e+06	2.0538e+06
P37903	P37903		uspF		8.34662e+06	8.94321e+06	8.36234e+06	8.75382e+06	8.14237e+06	8.95367e+06
P37908	P37908		yfjD		599427	349180	773837	480865	734512	467485
P38038	P38038		cysJ		3.47536e+06	3.37744e+06	3.52656e+06	3.33996e+06	3.40049e+06	3.51692e+06
P38134	P38134		etk		3.55833e+07	3.35342e+07	3.44657e+07	3.33655e+07	3.38972e+07	3.33477e+07
P38489	P38489		nfnB		5.72757e+06	5.89347e+06	5.35244e+06	5.66708e+06	5.75497e+06	5.74363e+06
P38506	P38506		ygdG		544828	679902	595157	766716	572715	606571
P38521	P38521		yggL		2.87723e+06	3.11856e+06	3.06068e+06	3.12245e+06	3.02883e+06	2.42244e+06
P39099	P39099		degQ		5.90337e+06	5.19243e+06	5.79823e+06	5.24802e+06	6.24244e+06	5.3667e+06
P39160	P39160		uxuB		1.19326e+06	1.23152e+06	1.2401e+06	1.27054e+06	1.24698e+06	1.25635e+06
P39172	P39172		znuA		3.99811e+06	4.56498e+06	4.4141e+06	4.53714e+06	4.3998e+06	4.65243e+06
P39173	P39173		yeaD		3.22789e+07	3.23113e+07	3.19927e+07	3.22519e+07	3.24403e+07	3.22772e+07
P39177	P39177		uspG		1.6199e+07	1.67407e+07	1.58476e+07	1.48939e+07	1.60045e+07	1.62441e+07
P39199	P39199		prmB		4.67429e+06	3.83431e+06	4.63152e+06	3.79691e+06	5.06796e+06	3.61936e+06
P39274	P39274		yjdJ		3.70232e+06	3.7717e+06	3.57856e+06	3.99154e+06	3.48373e+06	3.67203e+06
P39280	P39280		epmB		1.37712e+06	1.5311e+06	1.30965e+06	1.51062e+06	1.31067e+06	1.46019e+06
P39286	P39286		rsgA		1.94611e+06	1.97258e+06	1.84672e+06	2.19837e+06	2.02171e+06	2.2007e+06
P39298	P39298		yjfP		610294	489813	601547	641639	704294	572231
P39300	P39300		ulaG		357380	286582	364600	336023	393368	438760
P39315	P39315		qorB		2.9428e+06	3.02558e+06	2.92013e+06	2.93075e+06	2.89802e+06	2.92997e+06
P39321	P39321		tamB		574489	577721	629970	505542	535970	523230
P39325	P39325		ytfQ		1.54929e+06	1.79354e+06	1.52952e+06	1.68849e+06	1.69677e+06	1.82913e+06
P39337	P39337		yjgM		506572	513356	429596	545402	576738	344202
P39342	P39342		yjgR		1.07614e+06	891948	995749	937910	1.09655e+06	849440
P39347	P39347		intB		815585	753271	764874	778941	803872	775136
P39377	P39377		iadA		5.23641e+06	5.06312e+06	5.06311e+06	4.68374e+06	4.92856e+06	4.62371e+06
P39384	P39384		yjiM		1.12309e+06	1.18509e+06	1.15747e+06	1.22477e+06	1.20288e+06	1.21135e+06
P39393	P39393		yjiV		1.91957e+06	1.60958e+06	1.88367e+06	1.8068e+06	2.01641e+06	1.73034e+06
P39396	P39396		yjiY		5.38092e+06	5.65076e+06	5.42596e+06	5.48166e+06	5.49995e+06	5.57499e+06
P39401	P39401		mdoB		1.24355e+06	1.58147e+06	1.41569e+06	1.56357e+06	1.29034e+06	1.4741e+06
P39406	P39406		rsmC		1.06313e+07	1.06216e+07	1.03907e+07	1.07439e+07	1.08694e+07	1.08092e+07
P39411	P39411		yjjX		2.7356e+06	2.71168e+06	2.74361e+06	2.70773e+06	2.77988e+06	2.8449e+06
P39451	P39451		adhP		1.50308e+06	1.49746e+06	1.43573e+06	1.4679e+06	1.37726e+06	1.50657e+06
P39830	P39830		ybaL		884092	1.03604e+06	878036	893299	932262	1.01729e+06
P39831	P39831		ydfG		9.75507e+06	8.96748e+06	9.92365e+06	9.37267e+06	9.28132e+06	8.69056e+06
P39838	P39838		rcsD		336322	402188	354072	422317	339068	363990
P40120	P40120		mdoD		4.10162e+06	3.83882e+06	3.94756e+06	3.9359e+06	4.03928e+06	3.90664e+06
P40191	P40191		pdxK		1.79551e+06	1.9153e+06	1.89975e+06	1.96363e+06	1.98591e+06	2.18445e+06
P40710	P40710		nlpE		2.07084e+06	1.96581e+06	2.15965e+06	2.00732e+06	2.09899e+06	1.80016e+06
P40874	P40874		solA		2.88253e+06	2.88861e+06	2.76059e+06	2.85712e+06	2.666e+06	2.832e+06
P41052	P41052		mltB		790042	763982	810679	833239	814137	882513
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				3.44018e+06	5.69533e+06	3.36064e+06	5.79969e+06	3.54941e+06	5.83844e+06
P41407	P41407		azoR		3.23341e+06	4.04036e+06	3.25566e+06	4.12347e+06	2.33011e+06	3.85561e+06
P41409	P41409		rihA		751000	830738	773395	820068	756104	945108
P42596	P42596		rlmG		2.30522e+06	2.46036e+06	2.40323e+06	2.34309e+06	2.30967e+06	2.33217e+06
P42616	P42616		yqjC		380309	315334	335102	289729	350880	290730
P42628	P42628		yhaO		9.16427e+06	1.13907e+07	8.8565e+06	9.25746e+06	1.00714e+07	9.18422e+06
P42632	P42632		tdcE		4.57622e+06	4.52639e+06	4.46563e+06	4.46459e+06	4.41445e+06	4.47136e+06
P42641	P42641		obgE		8.08716e+06	7.79818e+06	7.86097e+06	7.78397e+06	7.28496e+06	7.9023e+06
P43329	P43329		hrpA		1.87253e+06	1.73968e+06	1.83116e+06	1.89585e+06	1.94668e+06	1.99187e+06
P43533	P43533		flgN		1.16863e+06	1.47e+06	1.22188e+06	1.4316e+06	1.23689e+06	1.38274e+06
P43671	P43671		pqiB		803913	865459	911265	853499	908269	823716
P43672	P43672		uup		1.8393e+06	1.93621e+06	1.79299e+06	1.89159e+06	1.72387e+06	1.9381e+06
P45395	P45395		kdsD		2.4138e+06	2.47371e+06	2.4644e+06	2.65405e+06	2.50044e+06	2.77259e+06
P45464	P45464		lpoA		5.18259e+06	5.06487e+06	5.37693e+06	5.1227e+06	5.15559e+06	5.04726e+06
P45469	P45469		yraR		950922	851048	876884	866497	872489	792748
P45470	P45470		yhbO		811847	778925	747502	675147	753230	705006
P45475	P45475		yhbV		1.1149e+06	1.13543e+06	960192	1.17746e+06	1.18157e+06	1.20287e+06
P45523	P45523		fkpA		4.04926e+07	3.77367e+07	4.11313e+07	3.70707e+07	4.07575e+07	3.81338e+07
P45530	P45530		tusB		451903	394696	399292	371406	519456	365248
P45531	P45531		tusC		335178	146907	238926	222991	280465	183729
P45577	P45577		proQ		1.69092e+07	1.6563e+07	1.72358e+07	1.65959e+07	1.69291e+07	1.66116e+07
P45578	P45578		luxS		2.24159e+07	2.20602e+07	2.15778e+07	2.24905e+07	2.18265e+07	2.24267e+07
P45748	P45748		rimN		4.47196e+06	4.05264e+06	4.48606e+06	4.14744e+06	4.07468e+06	4.22162e+06
P45795	P45795		yrdB		556781	540011	592742	542189	616308	665888
P45799	P45799		nudE		1.64479e+06	1.62243e+06	1.6815e+06	1.71454e+06	1.67544e+06	1.7539e+06
P45955	P45955		ybgF		2.93781e+06	2.42089e+06	2.77386e+06	2.51388e+06	2.7523e+06	2.45371e+06
P46130	P46130		ybhC		9.34186e+06	8.1836e+06	9.42371e+06	8.2584e+06	9.46424e+06	8.02842e+06
P46142	P46142		yggM		8.87556e+06	8.89221e+06	8.87696e+06	9.316e+06	8.55837e+06	8.26551e+06
P46474	P46474		yhdP		205070	1.11791e+06	641130	263558	388437	875081
P46837	P46837		yhgF		7.46568e+06	7.42884e+06	7.48142e+06	7.3504e+06	7.69454e+06	7.48208e+06
P46853	P46853		yhhX		6.89016e+06	6.68909e+06	6.74403e+06	6.66542e+06	6.85553e+06	6.8169e+06
P46887	P46887		yecH		141847	211717	190579	170812	316460	126857
P46889	P46889		ftsK		734600	785946	821774	780136	725084	785032
P50456	P50456		mlc		1.77802e+06	1.80702e+06	1.71636e+06	1.76221e+06	1.79266e+06	1.95911e+06
P51024	P51024		yaiL		308082	164216		235100		239784
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)					9.40508e+06		8.84952e+06		8.89355e+06
P52006	P52006		nudI		906878	1.04599e+06	901232	1.15898e+06	861979	1.19138e+06
P52007	P52007		yecM		1.68755e+06	1.79999e+06	1.68115e+06	2.03464e+06	1.7641e+06	1.79164e+06
P52061	P52061		rdgB		6.55202e+06	7.13937e+06	6.54425e+06	7.0827e+06	6.39016e+06	6.92264e+06
P52076	P52076		qseB		1.05786e+06	912492	823564	929557	934324	992637
P52108	P52108		rstA		4.44502e+06	4.59898e+06	4.45957e+06	4.40816e+06	4.27633e+06	4.22126e+06
P52119	P52119		ratB		3.83352e+06	3.68955e+06	3.84772e+06	3.91208e+06	3.89025e+06	3.91437e+06
P52643	P52643		ldhA		4.43655e+06	4.16996e+06	4.30549e+06	4.21475e+06	4.47137e+06	4.27993e+06
P52647	P52647		ydbK		1.62138e+06	2.04829e+06	1.75483e+06	2.01333e+06	1.54528e+06	2.05647e+06
P52697	P52697		pgl		2.28856e+07	2.21189e+07	2.3624e+07	2.26463e+07	2.27842e+07	2.23563e+07
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)					7.71315e+06		7.55902e+06		7.62196e+06
P56258	P56258		wecF		610842	493867	516448	618493	510591	585495
P56262	P56262		ysgA		1.39424e+06	1.44693e+06	1.50455e+06	1.32166e+06	1.27984e+06	1.20607e+06
P60061	P60061		adiC		1.73145e+06	1.70719e+06	1.7628e+06	1.67977e+06	1.48879e+06	2.03474e+06
P60240	P60240		rapA		3.79075e+06	3.88305e+06	3.7656e+06	3.94224e+06	3.66266e+06	3.92515e+06
P60293	P60293		mukF		2.85369e+06	3.0355e+06	2.86052e+06	2.9321e+06	2.89023e+06	3.00392e+06
P60340	P60340		truB		7.59468e+06	7.92878e+06	7.76472e+06	8.42465e+06	7.69795e+06	7.95236e+06
P60390	P60390		rsmH		4.77414e+06	4.66381e+06	4.74973e+06	4.79657e+06	4.65924e+06	4.63377e+06
P60422	P60422		rplB		1.06241e+08	1.05856e+08	1.0556e+08	1.03622e+08	1.06957e+08	1.03203e+08
P60438	P60438		rplC		3.05879e+08	2.68561e+08	3.13368e+08	2.5371e+08	3.13142e+08	2.55195e+08
P60472	P60472		ispU		585429	464916	554633	297806	473125	567470
P60546	P60546		gmk		6.88779e+06	6.54203e+06	6.99957e+06	6.93975e+06	6.81662e+06	6.88789e+06
P60560	P60560		guaC		8.00198e+06	7.29431e+06	8.06777e+06	7.37803e+06	8.1321e+06	7.43916e+06
P60595	P60595		hisH		1.03869e+06	1.08288e+06	1.00471e+06	1.0736e+06	1.02733e+06	1.06416e+06
P60624	P60624		rplX		1.51841e+08	1.55568e+08	1.51588e+08	1.54879e+08	1.54458e+08	1.60802e+08
P60651	P60651		speB		1.04508e+07	1.02359e+07	1.04968e+07	1.02688e+07	1.03177e+07	9.98083e+06
P60664	P60664		hisF		3.33995e+06	3.49852e+06	3.28548e+06	3.40894e+06	3.32786e+06	3.28938e+06
P60716	P60716		lipA		7.46182e+06	7.33963e+06	7.48088e+06	7.2712e+06	7.51387e+06	7.29992e+06
P60723	P60723		rplD		1.16903e+08	1.12578e+08	1.1807e+08	1.13783e+08	1.15909e+08	1.16779e+08
P60752	P60752		msbA		3.3622e+06	3.65169e+06	3.3548e+06	3.86801e+06	3.57086e+06	3.63768e+06
P60757	P60757		hisG		2.68403e+06	2.78694e+06	2.6503e+06	2.84463e+06	2.76378e+06	2.75208e+06
P60785	P60785		lepA		1.19271e+07	1.20239e+07	1.24552e+07	1.23792e+07	1.22509e+07	1.23254e+07
P60906	P60906		hisS		1.1235e+07	1.07826e+07	1.1266e+07	1.07145e+07	1.10719e+07	1.08762e+07
P61175	P61175		rplV		2.22865e+08	1.95064e+08	2.1243e+08	1.93198e+08	2.16588e+08	1.90142e+08
P61316	P61316		lolA		2.53843e+06	2.41103e+06	2.53656e+06	2.35839e+06	2.49943e+06	2.36489e+06
P61320	P61320		lolB		2.86835e+06	3.05832e+06	2.83845e+06	3.15234e+06	2.74632e+06	3.02818e+06
P61517	P61517		can		7.30096e+06	7.42811e+06	7.42653e+06	7.61213e+06	7.32222e+06	7.1774e+06
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)					1.49914e+07		1.51426e+07	1.25032e+06	1.49836e+07
P61714	P61714		ribE		2.84429e+07	2.8483e+07	2.87766e+07	2.89883e+07	2.80261e+07	2.77369e+07
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)					5.90301e+06		6.01995e+06		6.13518e+06
P61887	P61887		rmlA2		1.04264e+06	958764	976466	1.04105e+06	1.01348e+06	1.05544e+06
P61889	P61889		mdh		2.46763e+07	2.16886e+07	2.46639e+07	2.21812e+07	2.34796e+07	2.21312e+07
P61949	P61949		fldA		6.08005e+06	5.02406e+06	6.06304e+06	5.22581e+06	6.03533e+06	5.32953e+06
P62399	P62399		rplE		1.30313e+08	1.26918e+08	1.30897e+08	1.24646e+08	1.30782e+08	1.31761e+08
P62556	P62556		sopA		4.13073e+06	3.86567e+06	4.2768e+06	3.99003e+06	3.9781e+06	3.80866e+06
P62558	P62558		sopB		5.61154e+06	5.62458e+06	5.58989e+06	5.5543e+06	5.63469e+06	5.61538e+06
P62615	P62615		ispE		1.70992e+06	1.3607e+06	1.54006e+06	1.39372e+06	1.48211e+06	1.6026e+06
P62617	P62617		ispF		2.94792e+06	3.19514e+06	3.12853e+06	3.55469e+06	3.02092e+06	3.54574e+06
P62620	P62620		ispG		6.87841e+06	6.6134e+06	6.96306e+06	6.62915e+06	6.78681e+06	6.67815e+06
P62623	P62623		ispH		1.31237e+06	1.24442e+06	1.33058e+06	1.34258e+06	1.29544e+06	1.16843e+06
P62672	P62672		apaG		514298	467852	470621	515631	460467	467277
P62707	P62707		gpmA		4.39232e+07	3.69805e+07	4.41428e+07	3.73805e+07	4.35757e+07	3.93751e+07
P62768	P62768		yaeH		4.9054e+06	4.88488e+06	4.99685e+06	5.02672e+06	4.9708e+06	5.0063e+06
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				4.95106e+06	4.07178e+06		4.00524e+06	5.025e+06	3.95355e+06
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)					3.92893e+06	148501	4.00852e+06		4.13567e+06
P63020	P63020		nfuA		9.03065e+06	7.88397e+06	9.22217e+06	8.5251e+06	8.89689e+06	8.29979e+06
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				4.04007e+06	1.21473e+07	4.03913e+06	1.27194e+07	3.82696e+06	1.24658e+07
P63177	P63177		rlmB		3.29166e+06	3.4956e+06	3.24047e+06	3.37018e+06	3.27924e+06	3.13604e+06
P63224	P63224		gmhA		1.90381e+07	1.93727e+07	1.8836e+07	2.00061e+07	1.84599e+07	1.98185e+07
P63228	P63228		gmhB		4.76308e+06	3.43756e+06	4.52638e+06	3.46732e+06	4.71513e+06	3.60777e+06
