Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	10	10	3.30109e+06	3.13655e+06	3.42816e+06	3.39764e+06	3.22418e+06	3.25395e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3	8.37644e+06	8.90338e+06	8.07018e+06	8.78497e+06	8.66253e+06	8.58853e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	14	14	2.95857e+07	2.72398e+07	3.01839e+07	2.952e+07	3.18614e+07	2.87394e+07
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	9	9	7.617e+06	7.16699e+06	7.04638e+06	6.66471e+06	7.06096e+06	5.99615e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	5	5	1.13038e+08	1.12181e+08	1.14504e+08	1.16205e+08	1.14472e+08	1.1157e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	25	25	1.37487e+08	1.31584e+08	1.32164e+08	1.3139e+08	1.40189e+08	1.27823e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	6	6	9.79809e+06	9.44032e+06	9.55814e+06	9.82775e+06	9.94763e+06	9.62299e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.32803e+09	1.38585e+09	1.27604e+09	1.4289e+09	1.29422e+09	1.39474e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	6.21243e+08	6.57127e+08	6.11011e+08	6.73458e+08	6.37503e+08	6.44939e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6	4.02843e+08	4.54327e+08	4.17662e+08	4.49995e+08	3.9409e+08	4.3553e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.19972e+09	1.28798e+09	1.19969e+09	1.30807e+09	1.17877e+09	1.26385e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	9	9	8.07492e+08	7.85879e+08	7.54117e+08	8.23443e+08	7.97543e+08	7.89566e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.0652e+09	1.14472e+09	1.0955e+09	1.15852e+09	1.09307e+09	1.17561e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	42	42	1.58809e+09	1.58819e+09	1.51298e+09	1.60712e+09	1.59117e+09	1.58825e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	2	2			3.24427e+06			
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	1	1		2.02392e+06				
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.15402e+06	2.09627e+06	2.39057e+06	2.22185e+06	2.19037e+06	2.29135e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	3	3	1.67587e+06		1.67168e+06	1.46058e+06	1.47068e+06	
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	17	17	1.47729e+07	1.42961e+07	1.41983e+07	1.41487e+07	1.47215e+07	1.44596e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	5	5	1.99612e+06	1.79059e+06	2.28824e+06	2.31944e+06	1.64491e+06	1.6978e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	5	5	3.84465e+08	3.58742e+08	3.58846e+08	3.55662e+08	3.83142e+08	3.72246e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	27	27	2.69421e+07	2.58083e+07	2.63952e+07	2.61705e+07	2.73449e+07	2.55718e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	5	5	6.76435e+06	6.41991e+06	6.25333e+06	6.11531e+06	6.42009e+06	6.57732e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	4.78895e+06	4.65613e+06	4.59995e+06	4.83887e+06	5.15393e+06	4.50841e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.71753e+07	4.67963e+07	4.68434e+07	4.62202e+07	4.56806e+07	4.46146e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	4	4	2.96788e+07	2.74533e+07	2.85442e+07	2.72804e+07	2.84006e+07	2.68346e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	9.52197e+06	9.12451e+06	8.53575e+06	9.42142e+06	9.38446e+06	9.23604e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	7	7	1.5698e+07	1.48837e+07	1.49823e+07	1.45595e+07	1.55318e+07	1.44784e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	12	12	5.74045e+06	5.44097e+06	5.88171e+06	5.88465e+06	6.08689e+06	5.64321e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	2	2	661887	763373	740514	787866	655542	710253
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.20751e+06	4.2335e+06	4.20452e+06	3.95943e+06	4.2433e+06	4.42785e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.39942e+08	3.18421e+08	3.23402e+08	3.23071e+08	3.37365e+08	3.24035e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15	3.78721e+07	3.54722e+07	3.72504e+07	3.71357e+07	3.76426e+07	3.62829e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	2.02707e+08	2.10015e+08	2.03049e+08	2.08541e+08	2.06506e+08	2.01773e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	8	8	3.46747e+07	3.72018e+07	3.69159e+07	3.81083e+07	3.58475e+07	3.70316e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.31253e+07	4.23846e+07	4.17027e+07	4.26162e+07	4.19986e+07	4.38392e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	3.09347e+07	3.06633e+07	3.13305e+07	3.06964e+07	2.88137e+07	3.29298e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	9.03009e+06	8.2455e+06	8.79772e+06	8.67351e+06	9.43582e+06	8.68172e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	6	6	7.60738e+06	7.05844e+06	7.94542e+06	8.11651e+06	7.51281e+06	8.09018e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	9.63586e+06	9.19954e+06	9.01004e+06	9.75738e+06	9.07735e+06	8.65749e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	14	14	2.50619e+07	2.30999e+07	2.37507e+07	2.28647e+07	2.50178e+07	2.27448e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	5	5	2.29226e+06	2.18782e+06	2.31035e+06	2.1315e+06	2.08537e+06	2.06726e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	9.83662e+06	9.18257e+06	1.0321e+07	1.02603e+07	9.92937e+06	9.73575e+06
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	4.74877e+07	4.79281e+07	4.60782e+07	4.83093e+07	4.5562e+07	4.61166e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	8.46679e+06	8.60979e+06	9.09818e+06	9.27724e+06	9.38669e+06	8.74612e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	1.04145e+08	1.02097e+08	1.02366e+08	1.04746e+08	1.02739e+08	1.01677e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.18702e+07	7.1664e+07	7.74045e+07	7.55718e+07	7.83569e+07	7.55863e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	1.29831e+07	1.15192e+07	1.19835e+07	1.10835e+07	1.28143e+07	1.21393e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.11494e+08	2.18082e+08	2.31224e+08	2.1928e+08	2.15316e+08	2.25094e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	397538	342268	483701	517689	630531	243738
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.66183e+07	1.63414e+07	1.70449e+07	1.65775e+07	1.71149e+07	1.68629e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.80419e+06	1.74287e+06	2.18093e+06	1.80018e+06	2.06948e+06	2.02566e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.35007e+08	3.32404e+08	3.24305e+08	3.40308e+08	3.22957e+08	3.30325e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.34584e+07	4.67788e+07	3.74484e+07	4.76426e+07	4.71735e+07	4.303e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	7	7	1.90866e+07	1.94677e+07	1.94736e+07	2.03441e+07	1.85096e+07	1.82958e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	482559		642995		664488	471260
P0C066	MLTC_ECOLI	mltC	Membrane-bound lytic murein transglycosylase C	1	1	1.67989e+06		1.23454e+06			731007
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	4	4	1.52588e+07	1.58636e+07	1.54426e+07	1.61237e+07	1.51768e+07	1.48644e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	4.06653e+06	4.48654e+06	4.21883e+06	4.58318e+06	4.90147e+06	4.39287e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.26169e+07	2.06668e+07	2.14237e+07	2.01976e+07	2.16423e+07	2.10443e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	9.29402e+06	8.82638e+06	9.27707e+06	8.73877e+06	8.51668e+06	8.65265e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.89718e+07	2.13042e+07	1.98515e+07	2.03232e+07	2.12994e+07	2.08797e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	4	4	2.24991e+07	2.05177e+07	2.22333e+07	2.24988e+07	2.29917e+07	2.16566e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	7	7	4.07082e+07	4.1094e+07	4.03453e+07	4.02029e+07	4.19123e+07	3.98154e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2		2.9111e+06	3.11932e+06	3.6577e+06	2.72308e+06	2.9365e+06
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	15	15	7.93751e+07	7.44697e+07	7.81336e+07	7.44358e+07	7.46742e+07	7.71209e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	731017	849590	793949	451352	709317	723569
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	9	9	8.21057e+06	7.2382e+06	8.74591e+06	6.61565e+06	8.39092e+06	6.98369e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	31	0	6.79959e+09	6.82673e+09	6.55942e+09	7.08105e+09	6.1739e+09	7.21422e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.25909e+07	2.17452e+07	2.20449e+07	2.20938e+07	2.29359e+07	2.07016e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	28	28	1.95086e+07	2.00129e+07	1.9259e+07	2.01258e+07	1.98883e+07	1.92733e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.5175e+07	2.40142e+07	2.46526e+07	2.33185e+07	2.3606e+07	2.30053e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	23	23	8.81631e+07	8.66227e+07	8.34984e+07	8.66048e+07	8.92722e+07	8.62581e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1		1.2908e+06		1.27961e+06		1.03596e+06
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.1624e+07	3.27764e+07	3.40674e+07	3.33026e+07	3.55565e+07	3.37931e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	4	4	8.49449e+06	9.55233e+06	8.33073e+06	9.49885e+06	8.72722e+06	9.09747e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	5	5	1.24934e+06	1.53086e+06	1.62333e+06	1.39075e+06	1.48856e+06	1.38759e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	15	15	9.32432e+07	8.66705e+07	8.82291e+07	8.45209e+07	9.28418e+07	8.23038e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	39	39	4.71445e+07	4.61644e+07	4.55043e+07	4.75007e+07	4.65219e+07	4.77123e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	4.04312e+06	3.59945e+06	3.60652e+06	3.54436e+06	3.90573e+06	3.42696e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.44672e+06	2.76369e+06	2.3374e+06	2.67293e+06	2.4765e+06	2.73701e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	1.16521e+06	1.22972e+06	1.10705e+06	1.14966e+06	1.13988e+06	1.09296e+06
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		5	5		7.46314e+06		6.61698e+06		7.23269e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	2	1	7.63508e+06	7.27729e+06	7.19689e+06	6.58092e+06	7.85028e+06	7.13274e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	4	4	1.34895e+06	1.27538e+06	1.32313e+06	1.19895e+06	1.29844e+06	1.26971e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	9	1.46398e+07	1.47459e+07	1.53912e+07	1.54152e+07	1.5091e+07	1.45359e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	7	7	8.16184e+06	8.98462e+06	7.89439e+06	8.80606e+06	8.49609e+06	8.05703e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	5	5		1.06101e+06	1.06942e+06	811446	1.08588e+06	
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.92556e+07	2.87823e+07	2.99189e+07	2.93163e+07	2.94327e+07	2.9025e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	29	29	5.69239e+07	5.67033e+07	5.6468e+07	5.71235e+07	5.65526e+07	5.54734e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.13785e+07	2.41023e+07	2.15641e+07	2.51941e+07	2.51299e+07	2.19476e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.36431e+06	1.47188e+06	1.41841e+06	1.33478e+06	1.54171e+06	1.11585e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.40778e+07	1.36176e+07	1.29079e+07	1.29464e+07	1.32254e+07	1.37213e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		15	15		1.48421e+07		1.44957e+07		1.41222e+07
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.22766e+07	3.24381e+07	2.99796e+07	3.15342e+07	3.07795e+07	3.23082e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	7.11675e+06	6.57955e+06	7.51011e+06	4.94098e+06	7.09052e+06	4.86261e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.2439e+07	1.38722e+07	1.3183e+07	1.50263e+07	1.32153e+07	1.4745e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.41876e+08	2.59402e+08	2.36989e+08	2.59083e+08	2.42728e+08	2.58208e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.98159e+06	1.60807e+06	2.14241e+06	2.00575e+06	2.21494e+06	2.0518e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3	3.03182e+06	3.16458e+06	3.12683e+06	3.35365e+06	3.57563e+06	3.33754e+06
P13009	METH_ECOLI	metH	Methionine synthase	24	24	1.0174e+07	1.12129e+07	1.03601e+07	1.05945e+07	1.0433e+07	1.0691e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	7.02641e+06	7.02722e+06	7.37408e+06	7.46273e+06	7.74596e+06	7.27814e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10	1.88332e+07	1.86553e+07	1.83739e+07	1.91296e+07	1.9553e+07	1.89259e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	42	42	1.92658e+08	1.87633e+08	1.82303e+08	1.86011e+08	1.84547e+08	1.85377e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	7	7	1.9833e+06	1.79669e+06	2.12891e+06	1.97856e+06	2.13519e+06	1.66373e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.84907e+07	1.72196e+07	1.79654e+07	1.80163e+07	1.86168e+07	1.7432e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	15	15	2.39531e+07	2.48733e+07	2.44264e+07	2.51599e+07	2.57491e+07	2.60969e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	1	1	1.85717e+06		1.89369e+06		2.56413e+06	
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	2	2	409380	435557	504412	489291	536946	358484
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.84762e+07	2.00108e+07	1.91934e+07	1.91877e+07	1.92549e+07	1.77831e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	9	9	9.40949e+06	1.04987e+07	1.03446e+07	1.07933e+07	9.59107e+06	1.01813e+07
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	7	7	1.27046e+07	1.0908e+07	1.18336e+07	1.2682e+07	1.22161e+07	1.25356e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	3	3	792578	1.46563e+06	1.17061e+06	1.25975e+06	1.03307e+06	773283
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	17	1.18695e+08	1.14394e+08	1.15139e+08	1.13298e+08	1.15345e+08	1.12532e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	1.85686e+07	1.94992e+07	1.86299e+07	1.95189e+07	1.88137e+07	1.87622e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	1.21547e+06	1.24267e+06	1.50261e+06	1.36787e+06	1.73293e+06	1.16859e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	5.31717e+07	5.38538e+07	4.99134e+07	5.21481e+07	5.37637e+07	5.35184e+07
P15038	HELD_ECOLI	helD	Helicase IV	3	3	3.37737e+06	3.10961e+06	2.97348e+06	2.57292e+06	2.63935e+06	2.80904e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.25982e+07	2.22165e+07	2.23212e+07	2.24332e+07	2.30037e+07	2.24983e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	2.27935e+06	2.59516e+06	2.20629e+06	2.52031e+06	2.08098e+06	2.3079e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	5	5	3.38694e+06	3.39929e+06	3.46777e+06	3.47566e+06	3.32875e+06	3.19391e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.96838e+07	1.99179e+07	2.14169e+07	2.19213e+07	2.17137e+07	2.04546e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.96516e+06	1.65502e+06	1.78494e+06	1.66199e+06	1.82948e+06	1.61433e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	19	19	1.63548e+07	1.63666e+07	1.57865e+07	1.65318e+07	1.53514e+07	1.61503e+07
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	819627	951540	885485	893802	845843	1.0095e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	21	21	1.36479e+08	1.33605e+08	1.33469e+08	1.34991e+08	1.34534e+08	1.34849e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		5	5		6.40929e+06		6.87736e+06		6.24334e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	13	13	3.71419e+07	3.81343e+07	3.7143e+07	3.78589e+07	3.65599e+07	3.66686e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	8	8	1.91053e+07	1.857e+07	1.88988e+07	2.04357e+07	1.95753e+07	1.90817e+07
P15723	DGTP_ECOLI	dgt	Deoxyguanosinetriphosphate triphosphohydrolase	2	2		1.96866e+06	2.51783e+06			2.55308e+06
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.26433e+07	1.17104e+07	1.16298e+07	1.2291e+07	1.26368e+07	1.22664e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	3	3		1.75644e+06	2.23635e+06	1.90176e+06	3.00505e+06	
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	7.69062e+06	8.93222e+06	8.26719e+06	8.90896e+06	8.4323e+06	8.80172e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		3	3		4.40531e+06		4.42318e+06		4.786e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9	2.58985e+07	3.16655e+07	2.72737e+07	2.97741e+07	2.631e+07	2.83946e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	5.22973e+06	4.86443e+06	5.28712e+06	4.85495e+06	5.36818e+06	4.44583e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	14	13	1.09226e+07	1.1041e+07	1.10309e+07	1.10981e+07	1.12334e+07	1.03804e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	2	2	1.07774e+06	959822		964899	1.099e+06	
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	2	1	5.0073e+06	5.36953e+06	4.41853e+06	4.73506e+06	5.58195e+06	4.21513e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	8	8	3.6501e+07	3.55891e+07	3.44228e+07	3.50557e+07	3.49569e+07	3.47018e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	2	2		1.72704e+06		1.76585e+06	1.55216e+06	
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	5	5	7.18354e+06	6.935e+06	7.67009e+06	7.34458e+06	8.12776e+06	6.14492e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.5975e+07	8.93272e+07	8.36679e+07	8.8055e+07	8.68786e+07	8.6799e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	1.62305e+06	1.50682e+06	1.65006e+06	1.4657e+06	1.69918e+06	1.6331e+06
P16694	YJDA_ECOLI	yjdA	Uncharacterized protein YjdA	2	2		467307	517375		509293	
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	21	21	3.07333e+07	3.09644e+07	3.01064e+07	3.11915e+07	3.03802e+07	3.13545e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	1.07605e+07	1.0689e+07	1.10559e+07	1.11773e+07	1.18898e+07	1.06243e+07
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	5	5	3.5645e+06	4.49588e+06	3.97835e+06	3.48502e+06	4.2172e+06	3.72413e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	6	6	5.93656e+06	5.53489e+06	5.78491e+06	5.09604e+06	5.95782e+06	4.58995e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	6	6	8.21999e+06	8.10965e+06	8.94353e+06	8.09955e+06	9.13686e+06	8.07534e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	1.81714e+07	1.9847e+07	1.80089e+07	1.99688e+07	1.92456e+07	2.07033e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	36	36	2.37726e+08	2.41035e+08	2.31919e+08	2.41161e+08	2.37005e+08	2.3881e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	10	10	7.43839e+06	7.42396e+06	6.54226e+06	7.64033e+06	7.54915e+06	6.82508e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	9	9	7.75037e+06	8.68001e+06	8.37842e+06	8.5202e+06	8.61852e+06	8.61183e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	8	8	2.85482e+06	2.59225e+06	3.25649e+06	2.62401e+06	3.25304e+06	2.49382e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	31	31	2.84012e+07	2.76277e+07	2.78703e+07	2.84943e+07	2.79596e+07	2.76806e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	12	12	2.47617e+07	2.68775e+07	2.55964e+07	2.61279e+07	2.5943e+07	2.55361e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	7	7	1.2134e+07	1.25606e+07	1.20288e+07	1.19693e+07	1.24547e+07	1.27252e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	1.76355e+07	1.86416e+07	1.75408e+07	1.83424e+07	1.83593e+07	1.75021e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	9	9	5.06944e+06	5.20648e+06	5.02255e+06	5.24794e+06	4.90999e+06	5.37924e+06
