Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P00935	P00935		metB		3.00951e+06	2.98944e+06	3.10184e+06	2.76984e+06	3.09845e+06	2.81616e+06
P00946	P00946		manA		1.10012e+07	1.12738e+07	1.09726e+07	1.11249e+07	1.10043e+07	1.12526e+07
P00954	P00954		trpS		1.37335e+07	1.35464e+07	1.35041e+07	1.38873e+07	1.35695e+07	1.35568e+07
P00956	P00956		ileS		1.95352e+07	1.88965e+07	1.95736e+07	1.912e+07	2.00567e+07	1.93989e+07
P00957	P00957		alaS		1.68887e+07	1.60394e+07	1.67622e+07	1.62512e+07	1.65519e+07	1.55146e+07
P00959	P00959		metG		1.83417e+07	1.8166e+07	1.84023e+07	1.82753e+07	1.83651e+07	1.79632e+07
P00960	P00960		glyQ		4.77256e+06	5.02363e+06	4.97124e+06	4.91108e+06	4.63891e+06	4.85048e+06
P00961	P00961		glyS		1.30493e+07	1.30086e+07	1.2959e+07	1.3279e+07	1.32301e+07	1.30945e+07
P00962	P00962		glnS		8.86805e+06	8.80736e+06	8.93508e+06	8.76159e+06	9.07613e+06	8.85905e+06
P00963	P00963		asnA		1.40635e+07	1.45123e+07	1.42695e+07	1.47793e+07	1.35904e+07	1.39267e+07
P00968	P00968		carB		6.94859e+06	6.88915e+06	7.02445e+06	7.01335e+06	6.77124e+06	6.8105e+06
P02358	P02358		rpsF		1.27998e+08	1.20636e+08	1.29683e+08	1.20426e+08	1.24189e+08	1.17022e+08
P02359	P02359		rpsG		1.34515e+08	1.32752e+08	1.36089e+08	1.32888e+08	1.34329e+08	1.29558e+08
P02413	P02413		rplO		1.26071e+08	1.22962e+08	1.28255e+08	1.21908e+08	1.26008e+08	1.22152e+08
P02918	P02918		mrcA		2.58029e+06	2.64602e+06	2.46837e+06	2.5713e+06	2.57792e+06	2.63077e+06
P02919	P02919		mrcB		1.67324e+06	1.68476e+06	1.65692e+06	1.72271e+06	1.64564e+06	1.74432e+06
P02924	P02924		araF			865638	1.0091e+06		1.16856e+06	855284
P02925	P02925		rbsB		6.11559e+06	6.04789e+06	6.0096e+06	6.25735e+06	5.89232e+06	6.13937e+06
P02930	P02930		tolC		2.3588e+07	2.21431e+07	2.35652e+07	2.3109e+07	2.35089e+07	2.2218e+07
P02931	P02931		ompF		3.77528e+07	3.62533e+07	3.66614e+07	3.69369e+07	3.72267e+07	3.52483e+07
P02932	P02932		phoE		375931	342142	449697	402583	333744	304072
P02942	P02942		tsr		1.04753e+07	9.93908e+06	1.05836e+07	9.87939e+06	1.09791e+07	1.02301e+07
P02943	P02943		lamB		1.4766e+06	1.42998e+06	1.57231e+06	1.41598e+06	1.44253e+06	1.48319e+06
P03004	P03004		dnaA		2.17271e+06	2.21908e+06	2.23228e+06	2.21689e+06	2.18616e+06	2.34594e+06
P03007	P03007		dnaQ		947969	860646	760005	773151	893161	928279
P03018	P03018		uvrD		4.08335e+06	4.23626e+06	4.07771e+06	4.19314e+06	4.06502e+06	4.11719e+06
P03024	P03024		galR		2.04212e+06	2.13615e+06	1.99523e+06	2.08768e+06	1.87722e+06	1.8106e+06
P03817	P03817		mioC		7.65034e+06	7.83097e+06	8.08351e+06	7.44775e+06	7.8734e+06	7.90845e+06
P03841	P03841		malM		1.00555e+07	9.42314e+06	9.68105e+06	9.79139e+06	9.99726e+06	9.97782e+06
P04036	P04036		dapB		4.91984e+06	4.82008e+06	4.89492e+06	4.58107e+06	4.94028e+06	4.78204e+06
P04079	P04079		guaA		1.95038e+07	1.96304e+07	1.98013e+07	1.9472e+07	1.88798e+07	1.98366e+07
P04335	P04335		frsA		4.47516e+06	4.36758e+06	4.35612e+06	4.15046e+06	4.28129e+06	4.25638e+06
P04391	P04391		argI		8783.62	132867		102262		
P04425	P04425		gshB		7.8691e+06	7.66316e+06	7.94052e+06	7.70789e+06	7.74e+06	7.50316e+06
P04693	P04693		tyrB		3.8994e+06	3.59265e+06	3.9964e+06	3.77059e+06	3.78748e+06	3.72049e+06
P04805	P04805		gltX		2.16951e+07	2.21009e+07	2.19735e+07	2.18532e+07	2.22359e+07	2.27757e+07
P04825	P04825		pepN		1.53104e+07	1.51715e+07	1.53772e+07	1.54721e+07	1.54966e+07	1.56077e+07
P04846	P04846		nlpA		3.23066e+06	3.17229e+06	3.24163e+06	3.32178e+06	3.23917e+06	3.31874e+06
P04949	P04949		fliC		3.84427e+07	3.65022e+07	3.7333e+07	3.77898e+07	3.71432e+07	3.50716e+07
P04951	P04951		kdsB		4.06328e+06	4.01014e+06	4.01691e+06	3.89389e+06	4.04474e+06	4.19288e+06
P04968	P04968		ilvA		1.42923e+06	1.43948e+06	1.30909e+06	1.50332e+06	1.43228e+06	1.32087e+06
P04982	P04982		rbsD		1.23434e+06	1.11923e+06	1.17802e+06	1.24414e+06	1.26787e+06	1.18489e+06
P04994	P04994		xseA		1.06788e+06	1.02611e+06	1.03895e+06	880947	895224	897804
P04995	P04995		sbcB		1.28038e+07	1.25706e+07	1.29883e+07	1.27832e+07	1.27562e+07	1.29386e+07
P05020	P05020		pyrC		6.46588e+06	6.06679e+06	6.32165e+06	5.98483e+06	6.34169e+06	6.35348e+06
P05041	P05041		pabB		1.64786e+06	1.60709e+06	1.66995e+06	1.54675e+06	1.72307e+06	1.55066e+06
P05055	P05055		pnp		3.81463e+07	3.55298e+07	3.7926e+07	3.58385e+07	3.82113e+07	3.58233e+07
P05100	P05100		tag		1.9608e+06	1.83413e+06	1.95772e+06	1.81379e+06	1.87281e+06	1.77395e+06
P05194	P05194		aroD		1.2288e+06	1.10744e+06	1.20859e+06	1.11198e+06	1.11572e+06	1.09857e+06
P05458	P05458		ptrA		1.60569e+06	1.57806e+06	1.5788e+06	1.51413e+06	1.55668e+06	1.43744e+06
P05459	P05459		pdxB		5.77578e+06	5.71827e+06	5.80519e+06	5.6495e+06	5.45177e+06	5.76942e+06
P05637	P05637		apaH		1.55181e+06	1.58262e+06	1.63748e+06	1.51488e+06	1.42756e+06	1.49766e+06
P05706	P05706		srlB		570513	567034	561064	547542	639051	491228
P05719	P05719		hsdS		1.47732e+06	1.47935e+06	1.49091e+06	1.43752e+06	1.34415e+06	1.35674e+06
P05791	P05791		ilvD		3.00544e+06	3.11952e+06	2.97833e+06	2.97035e+06	2.99806e+06	2.99924e+06
P05793	P05793		ilvC		7.41383e+06	6.97415e+06	7.46777e+06	7.10626e+06	7.64538e+06	7.18269e+06
P05825	P05825		fepA		1.98053e+06	1.93401e+06	1.93239e+06	1.90391e+06	1.90965e+06	1.96822e+06
P05852	P05852		gcp		2.62273e+06	2.54707e+06	2.67385e+06	2.55004e+06	2.64158e+06	2.57504e+06
P06129	P06129		btuB		1.45205e+07	1.43108e+07	1.45767e+07	1.46224e+07	1.46837e+07	1.47238e+07
P06136	P06136		ftsQ		2.13549e+06	2.27585e+06	2.06261e+06	2.04542e+06	2.08054e+06	2.03366e+06
P06149	P06149		dld		6.03646e+06	6.16582e+06	5.97903e+06	6.12116e+06	5.96037e+06	5.95683e+06
P06282	P06282		cdh		2.8556e+06	2.91078e+06	2.83726e+06	3.21662e+06	2.87025e+06	3.04969e+06
P06610	P06610		btuE		6.63118e+06	6.44078e+06	6.72404e+06	6.33034e+06	6.42062e+06	6.48987e+06
P06612	P06612		topA		5.5873e+06	5.75609e+06	5.40673e+06	5.70787e+06	5.6218e+06	5.73224e+06
P06616	P06616		era		3.81948e+06	3.88449e+06	4.0072e+06	4.02212e+06	3.76256e+06	3.90578e+06
P06709	P06709		birA		1.08439e+06	1.12372e+06	1.06418e+06	1.09873e+06	1.0203e+06	1.19688e+06
P06710	P06710		dnaX		1.4208e+06	1.34291e+06	1.40274e+06	1.39039e+06	1.37265e+06	1.44347e+06
P06715	P06715		gor		3.07778e+06	3.09289e+06	3.24467e+06	3.16182e+06	3.05476e+06	3.0981e+06
P06722	P06722		mutH		503499	604159	541305	543548	582633	578134
P06846	P06846		ebgR		1.73357e+06	1.68132e+06	1.79021e+06	1.70799e+06	1.64336e+06	1.6674e+06
P06959	P06959		aceF		6.10923e+07	5.8676e+07	6.04845e+07	5.78786e+07	6.14682e+07	5.87639e+07
P06961	P06961		cca		1.41252e+06	1.53289e+06	1.49318e+06	1.53715e+06	1.53169e+06	1.47887e+06
P06968	P06968		dut		8.14744e+06	7.82679e+06	8.06728e+06	8.16418e+06	7.84943e+06	7.72048e+06
P06971	P06971		fhuA		1.35866e+07	1.34652e+07	1.37522e+07	1.36206e+07	1.38606e+07	1.3645e+07
P06974	P06974		fliM		1.70524e+06	1.78305e+06	1.89493e+06	1.90956e+06	1.74595e+06	1.78915e+06
P06983	P06983		hemC		1.12865e+07	1.10947e+07	1.13029e+07	1.10308e+07	1.11107e+07	1.08893e+07
P06986	P06986		hisC		4.32856e+06	4.51166e+06	4.24103e+06	4.31906e+06	4.20636e+06	4.22299e+06
P06987	P06987		hisB		1.13418e+06	1.13573e+06	1.12124e+06	1.09592e+06	1.16093e+06	1.06034e+06
P06988	P06988		hisD		3.52856e+06	3.40436e+06	3.38747e+06	3.65104e+06	3.30155e+06	3.39812e+06
P06992	P06992		rsmA		3.17965e+06	3.10487e+06	3.08429e+06	3.14749e+06	3.0994e+06	3.13993e+06
P06993	P06993		malT			538326	433401	290171	425408	371538
P06996	P06996		ompC		2.18617e+08	2.14902e+08	2.17856e+08	2.15818e+08	2.10782e+08	2.13729e+08
P06999	P06999		pfkB		2.0747e+06	2.22e+06	1.80658e+06	2.2601e+06	2.13668e+06	2.22811e+06
P07000	P07000		pldB		642922	524702	606128	559997	560668	560261
P07001	P07001		pntA		2.50386e+06	2.5929e+06	2.55077e+06	2.43833e+06	2.4381e+06	2.54359e+06
P07003	P07003		poxB		1.94368e+06	1.92243e+06	1.80141e+06	1.94661e+06	1.88583e+06	1.88512e+06
P07004	P07004		proA		2.55116e+07	2.55307e+07	2.57231e+07	2.50151e+07	2.64472e+07	2.55548e+07
P07012	P07012		prfB		9.19653e+06	8.61202e+06	9.21758e+06	9.08265e+06	9.23076e+06	8.73977e+06
P07014	P07014		sdhB		4.43733e+06	4.41629e+06	4.41541e+06	4.38568e+06	4.36124e+06	4.46935e+06
P07017	P07017		tar		4.55064e+06	4.71233e+06	4.65146e+06	4.56288e+06	4.41209e+06	4.58193e+06
P07021	P07021		yfiB		864378	815416	870074	749674	867499	795154
P07023	P07023		tyrA		2.23603e+06	2.40765e+06	2.40903e+06	2.46293e+06	2.21322e+06	2.3292e+06
P07024	P07024		ushA		4.83572e+06	4.84804e+06	4.76201e+06	4.72612e+06	4.95825e+06	4.88776e+06
P07026	P07026		sdiA		1.77262e+06	1.76438e+06	1.74222e+06	1.71056e+06	1.70636e+06	1.66463e+06
P07118	P07118		valS		2.25242e+07	2.2158e+07	2.252e+07	2.23223e+07	2.29642e+07	2.2263e+07
P07330	P07330		cheB		1.58462e+06	1.51944e+06	1.55612e+06	1.5563e+06	1.56014e+06	1.50052e+06
P07363	P07363		cheA		2.06513e+06	2.08037e+06	2.0656e+06	2.18928e+06	2.13729e+06	2.13404e+06
P07395	P07395		pheT		1.35407e+07	1.35459e+07	1.32544e+07	1.35146e+07	1.3396e+07	1.33808e+07
P07604	P07604		tyrR		2.27929e+06	2.28834e+06	2.26619e+06	2.18096e+06	2.33972e+06	2.26788e+06
P07639	P07639		aroB		3.29082e+06	3.2913e+06	3.21343e+06	3.26471e+06	3.2253e+06	3.19975e+06
P07649	P07649		truA		2.03745e+06	1.90613e+06	1.91242e+06	2.00558e+06	1.93794e+06	1.92189e+06
P07650	P07650		deoA		5.67038e+06	5.74887e+06	5.62425e+06	5.77257e+06	5.5971e+06	5.53393e+06
P07658	P07658		fdhF		903857	865715	899785	946008	911992	897207
P07762	P07762		glgB		3.22007e+06	3.32562e+06	3.11659e+06	3.22995e+06	3.16575e+06	3.32277e+06
P07813	P07813		leuS		1.4434e+07	1.40939e+07	1.45283e+07	1.45157e+07	1.45489e+07	1.44505e+07
P07821	P07821		fhuC		673196	635159	689922	651303	722854	609846
P07822	P07822		fhuD		390342	406451	422467	331661	458582	427198
P07862	P07862		ddlB		5.56889e+06	5.64822e+06	5.6961e+06	5.62822e+06	5.71065e+06	5.86274e+06
P07913	P07913		tdh		3.97055e+06	4.02488e+06	3.82601e+06	4.15402e+06	3.95441e+06	3.95892e+06
P08178	P08178		purM		1.62068e+06	1.7555e+06	1.61268e+06	1.74979e+06	1.61679e+06	1.70192e+06
P08179	P08179		purN		3.01442e+06	2.94222e+06	2.77304e+06	2.98216e+06	2.58695e+06	2.63184e+06
P08189	P08189		fimF		1.33478e+06	1.10469e+06	1.31327e+06	1.17832e+06	1.35684e+06	1.24526e+06
P08190	P08190		fimG		1.84883e+06	1.82384e+06	1.86022e+06	1.95294e+06	1.85948e+06	1.94245e+06
P08191	P08191		fimH		2.84564e+06	3.08597e+06	2.75985e+06	2.94041e+06	2.49344e+06	2.85256e+06
P08192	P08192		folC		4.34059e+06	4.53097e+06	4.52832e+06	4.48168e+06	4.32326e+06	4.36122e+06
P08200	P08200		icd		2.40748e+07	2.27266e+07	2.42859e+07	2.30101e+07	2.47335e+07	2.3452e+07
P08201	P08201		nirB		5.13871e+06	5.1611e+06	5.15781e+06	5.11926e+06	5.1854e+06	5.15523e+06
P08244	P08244		pyrF		9.25667e+06	9.73198e+06	9.60653e+06	9.54259e+06	9.87601e+06	9.57855e+06
P08245	P08245		yciH		776369	735201	695356	811650	775624	740383
P08312	P08312		pheS		1.33098e+07	1.30636e+07	1.30691e+07	1.33755e+07	1.31678e+07	1.31931e+07
P08331	P08331		cpdB		2.4311e+06	2.41816e+06	2.32864e+06	2.43932e+06	2.34766e+06	2.38745e+06
P08337	P08337		mutT		1.06754e+06	1.08001e+06	1.01616e+06	1.00352e+06	921766	1.03501e+06
P08373	P08373		murB		1.5523e+06	1.72619e+06	1.64557e+06	1.66366e+06	1.68198e+06	1.6838e+06
P08390	P08390		usg		4.93122e+06	5.16938e+06	5.07565e+06	4.9679e+06	5.22531e+06	5.01374e+06
P08395	P08395		sppA		2.26252e+06	2.21552e+06	2.20848e+06	2.41526e+06	2.17962e+06	2.26056e+06
P08506	P08506		dacC		5.92098e+06	5.79802e+06	5.93908e+06	5.72847e+06	5.91298e+06	5.64644e+06
P08622	P08622		dnaJ		6.06234e+06	5.88353e+06	5.97852e+06	5.92463e+06	6.16242e+06	5.83861e+06
P08660	P08660		lysC		2.32137e+06	2.42408e+06	2.38133e+06	2.41204e+06	2.26506e+06	2.48601e+06
P08839	P08839		ptsI		3.48947e+07	3.43064e+07	3.51092e+07	3.39983e+07	3.54535e+07	3.3992e+07
P08956	P08956		hsdR		2.73603e+06	2.75782e+06	2.81039e+06	2.61108e+06	2.59958e+06	2.68559e+06
P08957	P08957		hsdM		1.1694e+07	1.18608e+07	1.19018e+07	1.18884e+07	1.21216e+07	1.18807e+07
P08997	P08997		aceB		827710	1.04379e+06	899922	955163	899710	889525
P09029	P09029		purK		1.04389e+06	1.24371e+06	1.04387e+06	1.20386e+06	999496	1.17094e+06
P09030	P09030		xthA		2.78267e+06	2.80427e+06	2.86619e+06	2.83253e+06	2.71992e+06	2.75175e+06
P09053	P09053		avtA		2.46162e+06	2.55053e+06	2.61229e+06	2.52789e+06	2.60646e+06	2.42537e+06
P09126	P09126		hemD		2.00294e+06	2.06159e+06	2.05565e+06	1.97022e+06	1.97385e+06	1.9661e+06
P09127	P09127		hemX		1.16177e+07	1.17119e+07	1.16336e+07	1.14709e+07	1.15544e+07	1.16948e+07
P09147	P09147		galE		6.52161e+06	6.35052e+06	6.35965e+06	6.34145e+06	6.45673e+06	6.40604e+06
P09148	P09148		galT		1.82022e+06	1.90956e+06	1.82225e+06	1.80521e+06	1.79782e+06	1.90013e+06
P09152	P09152		narG		5.06587e+06	4.88109e+06	4.96783e+06	4.89642e+06	4.85266e+06	4.75572e+06
P09155	P09155		rnd		2.97808e+06	2.99161e+06	2.94125e+06	3.07353e+06	2.98208e+06	3.22579e+06
P09158	P09158		speE		6.91634e+06	7.08364e+06	6.70504e+06	7.28685e+06	6.58083e+06	6.86626e+06
P09169	P09169		ompT		5.4474e+06	5.16216e+06	5.41855e+06	5.35681e+06	5.11661e+06	5.3505e+06
P09323	P09323		nagE		820086	645102	652026	750267	600942	793557
P09348	P09348		motA		945065	988783	1.03727e+06	991468	1.02214e+06	948107
P09372	P09372		grpE		4.56155e+07	4.33785e+07	4.77643e+07	4.62475e+07	4.76753e+07	4.14777e+07
