Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				7.71695e+06	8.30139e+06	1.49822e+06	1.16184e+06	1.18142e+06	8.41932e+06
P05458	P05458		ptrA		987555	953289	926446	991453	906012	980626
P05459	P05459		pdxB		6.35903e+06	6.38617e+06	6.49948e+06	6.46503e+06	6.27532e+06	6.19742e+06
P05637	P05637		apaH		2.5853e+06	2.66271e+06	2.71079e+06	2.59111e+06	2.86537e+06	2.5094e+06
P05719	P05719		hsdS		1.01706e+06	1.09601e+06	1.17395e+06	1.09061e+06	1.03832e+06	1.06686e+06
P05791	P05791		ilvD		3.17804e+06	3.20803e+06	3.15917e+06	3.13835e+06	3.02447e+06	3.17648e+06
P05793	P05793		ilvC		6.74258e+06	6.5222e+06	6.577e+06	6.42569e+06	6.73582e+06	6.64499e+06
P05825	P05825		fepA		1.96087e+06	1.96127e+06	1.90746e+06	1.96328e+06	1.877e+06	1.88462e+06
P05852	P05852		gcp		2.69662e+06	2.88339e+06	2.78623e+06	2.84673e+06	2.71024e+06	2.95711e+06
P06129	P06129		btuB		1.60684e+07	1.56329e+07	1.55867e+07	1.51555e+07	1.52132e+07	1.43783e+07
P06149	P06149		dld		7.06165e+06	6.8493e+06	6.8175e+06	6.74452e+06	6.55843e+06	5.55021e+06
P06282	P06282		cdh		687424	664593	759109	730588	829724	749948
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.70135e+06	2.78726e+06	673518	512712	748464	2.98308e+06
P06610	P06610		btuE		9.00823e+06	8.84255e+06	9.0654e+06	9.09656e+06	8.76716e+06	8.25616e+06
P06612	P06612		topA		6.12654e+06	5.93512e+06	6.011e+06	5.99999e+06	5.92041e+06	6.24407e+06
P06616	P06616		era		4.25304e+06	4.26022e+06	4.21355e+06	3.9136e+06	4.14564e+06	4.01723e+06
P06709	P06709		birA		942246	1.01691e+06	1.02795e+06	1.13513e+06	968001	911238
P06710	P06710		dnaX		1.27895e+06	1.35481e+06	1.39083e+06	1.44735e+06	1.38145e+06	1.20775e+06
P06715	P06715		gor		5.00353e+06	5.01933e+06	4.84737e+06	4.97428e+06	5.05357e+06	4.79394e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.66626e+06	3.84906e+06	441023	517764	476976	3.8981e+06
P06846	P06846		ebgR		1.55489e+06	1.59094e+06	1.54364e+06	1.60335e+06	1.19824e+06	1.46439e+06
P06959	P06959		aceF		6.88542e+07	6.77671e+07	6.84914e+07	6.83288e+07	6.80911e+07	6.03851e+07
P06961	P06961		cca		858272	748873	799388	781775	910927	946722
P06968	P06968		dut		8.53037e+06	8.39312e+06	8.17487e+06	8.41812e+06	8.1845e+06	8.10329e+06
P06971	P06971		fhuA		1.40937e+07	1.38083e+07	1.39178e+07	1.41529e+07	1.39894e+07	1.3499e+07
P06974	P06974		fliM		1.55591e+06	1.5325e+06	1.46612e+06	1.41172e+06	1.37563e+06	1.35432e+06
P06983	P06983		hemC		1.04228e+07	1.07522e+07	1.10114e+07	1.07889e+07	1.09504e+07	9.8246e+06
P06986	P06986		hisC		4.59976e+06	4.64138e+06	4.23706e+06	4.46657e+06	4.31436e+06	4.66066e+06
P06987	P06987		hisB		1.10734e+06	1.13603e+06	1.13959e+06	1.19694e+06	1.13059e+06	1.14668e+06
P06988	P06988		hisD		1.57811e+06	1.56178e+06	1.48151e+06	1.60023e+06	1.5719e+06	1.52683e+06
P06992	P06992		rsmA		2.2947e+06	2.3196e+06	2.23993e+06	2.17508e+06	1.92155e+06	2.0131e+06
P06996	P06996		ompC		2.55141e+08	2.54725e+08	2.51311e+08	2.49225e+08	2.53298e+08	2.36777e+08
P06999	P06999		pfkB		1.49941e+06	1.67618e+06	1.63148e+06	1.59139e+06	1.57958e+06	1.62972e+06
P07000	P07000		pldB		524877	523523	595725	512448	524979	513635
P07001	P07001		pntA		4.31306e+06	4.41374e+06	4.42792e+06	4.31081e+06	4.16942e+06	4.35536e+06
P07003	P07003		poxB		3.47763e+06	3.57566e+06	3.52421e+06	3.63322e+06	3.45527e+06	3.49938e+06
P07004	P07004		proA		5.46534e+06	5.28239e+06	5.16039e+06	5.31312e+06	5.13912e+06	5.53753e+06
P07012	P07012		prfB		9.20435e+06	9.16754e+06	9.29929e+06	9.39167e+06	9.47911e+06	8.5004e+06
P07014	P07014		sdhB		1.70745e+06	1.6599e+06	1.61197e+06	1.63432e+06	1.63827e+06	1.32382e+06
P07017	P07017		tar		6.456e+06	6.50829e+06	6.11565e+06	6.42322e+06	6.16815e+06	5.71273e+06
P07021	P07021		yfiB		775696	755291	726844	785082	785309	623710
P07023	P07023		tyrA		2.73016e+06	2.65475e+06	2.59952e+06	2.70537e+06	2.38401e+06	2.5645e+06
P07024	P07024		ushA		4.83171e+06	5.14277e+06	4.91745e+06	5.23313e+06	5.17637e+06	5.23018e+06
P07026	P07026		sdiA		1.71157e+06	1.80846e+06	1.77804e+06	1.69207e+06	1.76918e+06	2.14663e+06
P07118	P07118		valS		2.38869e+07	2.37977e+07	2.35678e+07	2.32236e+07	2.40339e+07	2.20477e+07
P07330	P07330		cheB		1.72276e+06	1.73003e+06	1.78046e+06	1.81044e+06	1.58147e+06	1.73076e+06
P07363	P07363		cheA		4.89624e+06	4.86861e+06	5.04149e+06	4.90184e+06	4.8408e+06	4.0765e+06
P07395	P07395		pheT		1.49068e+07	1.49557e+07	1.49013e+07	1.46861e+07	1.45038e+07	1.43579e+07
P07604	P07604		tyrR		4.17793e+06	4.35808e+06	4.40256e+06	4.39408e+06	4.34567e+06	4.42532e+06
P07639	P07639		aroB		3.22373e+06	3.19109e+06	3.25598e+06	3.36486e+06	3.33274e+06	3.07538e+06
P07649	P07649		truA		1.95219e+06	1.86545e+06	1.98415e+06	1.89404e+06	1.95796e+06	2.10582e+06
P07650	P07650		deoA		7.2419e+06	7.26201e+06	7.10967e+06	6.9283e+06	7.05632e+06	6.63599e+06
P07658	P07658		fdhF		830304	783516	829714	808830	815653	888767
P07762	P07762		glgB		3.687e+06	3.90028e+06	3.74547e+06	3.70625e+06	3.85042e+06	3.99834e+06
P07813	P07813		leuS		1.87672e+07	1.88193e+07	1.87983e+07	1.86305e+07	1.90724e+07	1.80509e+07
P07821	P07821		fhuC		549260	553662		485144	560147	512195
P07862	P07862		ddlB		5.75446e+06	5.96595e+06	5.87739e+06	5.59698e+06	5.50982e+06	5.66831e+06
P07913	P07913		tdh		4.38679e+06	4.39837e+06	4.26965e+06	4.20097e+06	4.34559e+06	4.15535e+06
P08178	P08178		purM		1.70831e+06	1.70533e+06	1.70188e+06	1.6507e+06	1.79379e+06	1.67282e+06
P08179	P08179		purN		1.15036e+06	1.17826e+06	1.27567e+06	1.32373e+06	1.0982e+06	1.17604e+06
P08189	P08189		fimF		788793	633127	660354	804418	685549	606043
P08190	P08190		fimG		1.94976e+06	1.67687e+06	1.77854e+06	2.03003e+06	2.18457e+06	1.73169e+06
P08191	P08191		fimH		2.8768e+06	2.97575e+06	2.72055e+06	3.03423e+06	3.04724e+06	3.11526e+06
P08192	P08192		folC		2.56464e+06	2.56786e+06	2.59643e+06	2.60624e+06	2.53974e+06	2.69897e+06
P08200	P08200		icd		2.52319e+07	2.403e+07	2.45988e+07	2.56191e+07	2.55605e+07	2.11414e+07
P08201	P08201		nirB		5.83985e+06	5.73681e+06	5.77589e+06	5.75589e+06	5.63038e+06	5.92301e+06
P08244	P08244		pyrF		9.48424e+06	9.77323e+06	9.55196e+06	9.75836e+06	9.51739e+06	9.45686e+06
P08245	P08245		yciH		707657	637806	695556	767459	709508	608988
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4.70702e+06	4.64693e+06	1.03371e+06	940530	1.00971e+06	2.41892e+06
P08312	P08312		pheS		1.445e+07	1.43489e+07	1.41572e+07	1.41904e+07	1.44585e+07	1.33592e+07
P08331	P08331		cpdB		3.15293e+06	3.2443e+06	3.18358e+06	3.0112e+06	3.06217e+06	3.10903e+06
P08337	P08337		mutT		1.17625e+06	1.14187e+06	1.04635e+06	955485	1.1022e+06	1.08691e+06
P08373	P08373		murB		1.91977e+06	1.82599e+06	1.7724e+06	1.76025e+06	1.74802e+06	1.91519e+06
P08390	P08390		usg		4.61581e+06	4.71784e+06	4.93013e+06	5.03974e+06	4.90413e+06	4.04896e+06
P08395	P08395		sppA		2.1488e+06	2.10815e+06	2.09662e+06	2.0485e+06	2.0261e+06	2.15272e+06
P08506	P08506		dacC		6.61658e+06	6.76791e+06	6.60146e+06	6.63169e+06	6.70361e+06	6.45164e+06
P08622	P08622		dnaJ		5.89496e+06	5.78256e+06	5.82638e+06	5.82889e+06	5.98293e+06	5.84838e+06
P08660	P08660		lysC		2.40852e+06	2.55474e+06	2.50432e+06	2.462e+06	2.59021e+06	2.72239e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.79947e+06	2.89434e+06	240639	181121	291200	2.95728e+06
P08839	P08839		ptsI		3.4616e+07	3.40402e+07	3.4862e+07	3.48854e+07	3.50574e+07	3.28188e+07
P08956	P08956		hsdR		1.56082e+06	1.69119e+06	1.62104e+06	1.60199e+06	1.6794e+06	1.51548e+06
P08957	P08957		hsdM		7.71838e+06	7.64363e+06	7.95475e+06	7.83536e+06	7.86596e+06	7.49636e+06
P09029	P09029		purK		1.23885e+06	1.24347e+06	1.11416e+06	1.15569e+06	1.14025e+06	1.41858e+06
P09030	P09030		xthA		3.74705e+06	3.68135e+06	3.79696e+06	3.79148e+06	3.87512e+06	3.70824e+06
P09053	P09053		avtA		448983	463904	466363	478613	541103	454590
P09126	P09126		hemD		1.43622e+06	1.54535e+06	1.46178e+06	1.44214e+06	1.54032e+06	1.4332e+06
P09127	P09127		hemX		9.55831e+06	9.33071e+06	9.24416e+06	9.18784e+06	9.3111e+06	9.30345e+06
P09147	P09147		galE		9.11403e+06	8.98536e+06	9.06686e+06	9.15843e+06	9.34969e+06	7.87043e+06
P09148	P09148		galT		2.81976e+06	2.83185e+06	3.00994e+06	3.04294e+06	3.04401e+06	2.78634e+06
P09152	P09152		narG		2.22917e+06	2.20757e+06	2.14363e+06	2.14504e+06	2.166e+06	2.34328e+06
