Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	3	3	1.44242e+07	1.4295e+07	1.37824e+07	1.40149e+07	1.43387e+07	1.54642e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	7.65245e+06	7.63336e+06	7.32058e+06	7.4614e+06	7.58557e+06	7.72477e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.97486e+07	3.84324e+07	3.92655e+07	3.85182e+07	3.61231e+07	3.80954e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	2.17102e+06	2.78181e+06	2.32047e+06	2.55822e+06	2.89731e+06	2.56609e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	5	5	3.15802e+07	3.09669e+07	3.03267e+07	3.17394e+07	3.03316e+07	3.14588e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	8.38413e+06	8.17752e+06	8.58069e+06	8.87198e+06	8.22961e+06	8.23938e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	15	15	8.92336e+08	9.34352e+08	9.57162e+08	9.14159e+08	9.42914e+08	9.50582e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	1.04385e+08	1.04793e+08	1.03987e+08	1.06197e+08	1.04196e+08	1.02822e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.8626e+07	3.02546e+07	2.8778e+07	2.83282e+07	3.07467e+07	2.94313e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	3	3	2.88851e+06	3.0243e+06	2.60052e+06	2.73198e+06	2.83251e+06	3.08928e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19	2.77613e+07	2.81769e+07	2.96662e+07	2.77832e+07	2.88355e+07	2.77165e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.13392e+07	1.08547e+07	1.2555e+07	1.1825e+07	1.1483e+07	1.20256e+07
P0AB96	ARSC_ECOLI	arsC	Arsenate reductase	1	1		1.47947e+06	1.4274e+06	1.72265e+06	1.42523e+06	1.42954e+06
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	3.85292e+06	3.48867e+06	5.24986e+06	4.42608e+06	4.85245e+06	4.2865e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.96478e+08	1.94048e+08	1.93705e+08	1.99538e+08	1.91091e+08	1.90235e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.54671e+08	1.54657e+08	1.59329e+08	1.51768e+08	1.55188e+08	1.52689e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	16	16	2.21892e+08	2.2312e+08	2.22823e+08	2.09285e+08	2.26057e+08	2.25784e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	31	31	4.14966e+08	4.1016e+08	3.98985e+08	4.11091e+08	4.09452e+08	4.058e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	4.49713e+08	4.36195e+08	4.20369e+08	4.3749e+08	4.26492e+08	4.33617e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	1.59965e+06	1.45938e+06	1.81114e+06	1.21336e+06	1.8733e+06	1.26231e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	18	18	8.13013e+07	7.85619e+07	8.03029e+07	8.15112e+07	7.80258e+07	8.11041e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	14	14	8.00047e+07	8.0294e+07	8.05287e+07	8.16288e+07	7.8856e+07	8.15268e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.42055e+07	4.35124e+07	4.7459e+07	4.4741e+07	4.58573e+07	4.62817e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	24	24	7.81184e+07	7.96105e+07	8.50844e+07	8.13824e+07	8.29709e+07	8.12248e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.75172e+08	2.78528e+08	2.64817e+08	2.74411e+08	2.45693e+08	2.57953e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.26532e+07	2.23358e+07	2.04445e+07	2.10308e+07	2.28245e+07	2.30017e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	17	17	1.31236e+07	1.43068e+07	1.38755e+07	1.32372e+07	1.48283e+07	1.35593e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	5.04588e+07	5.00632e+07	4.85766e+07	5.13572e+07	5.14314e+07	5.08693e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	514619	475123	662968	538758	467511	538490
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	13	13	1.32618e+07	1.31211e+07	1.33386e+07	1.2529e+07	1.28013e+07	1.3234e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	4.24767e+07	4.39815e+07	4.22554e+07	4.42706e+07	4.29482e+07	4.24219e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	3.5617e+07	3.608e+07	3.64672e+07	3.50996e+07	3.59328e+07	3.51751e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	9.40915e+06	9.6184e+06	9.24441e+06	9.54996e+06	9.32377e+06	8.92994e+06
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.97082e+06	1.04749e+07	1.19444e+07	1.06834e+07	1.126e+07	1.13089e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	2.32402e+07	2.23022e+07	2.32281e+07	2.22242e+07	2.2195e+07	2.25889e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	13	13	1.79022e+08	1.82397e+08	1.80231e+08	1.82961e+08	1.78995e+08	1.81799e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.43064e+07	2.43881e+07	2.52998e+07	2.45262e+07	2.31152e+07	2.363e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	24	24	1.97355e+08	1.96812e+08	1.99027e+08	1.96821e+08	1.9876e+08	1.97834e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	3.63073e+06	3.85119e+06	2.44824e+06	2.51008e+06	3.24813e+06	3.83074e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	2.02062e+06	1.82753e+06	1.78605e+06	1.9486e+06	1.99275e+06	2.18163e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.86415e+06	1.24022e+06	1.52463e+06	1.69794e+06	1.75758e+06	1.4839e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	4	4	1.0665e+07	1.07013e+07	1.0165e+07	1.04328e+07	1.06627e+07	9.83789e+06
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3	2.43845e+07	2.73452e+07	2.6184e+07	2.68741e+07	2.6657e+07	2.57621e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	1	1		159351			200873	164848
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	4.96366e+08	4.95477e+08	5.06986e+08	5.02643e+08	4.89042e+08	4.87025e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	9	9	6.4523e+06	6.91258e+06	7.56981e+06	6.62328e+06	7.27845e+06	7.24464e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	3	3	6.64973e+06	6.49144e+06	6.5812e+06	6.73546e+06	6.56098e+06	6.50005e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	5	5	2.80291e+07	2.65562e+07	2.92655e+07	2.8971e+07	2.73807e+07	2.81721e+07
P0ABR1	DINI_ECOLI	dinI	DNA-damage-inducible protein I	1	1	1.22173e+07	1.19662e+07	9.42924e+06	1.01166e+07		
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.84646e+08	3.76687e+08	3.89831e+08	3.78876e+08	3.8234e+08	3.78817e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	5	5	3.46966e+06	3.33989e+06	3.10161e+06	3.60958e+06	3.13788e+06	3.30436e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	18	18	4.54863e+08	4.5232e+08	4.58973e+08	4.52219e+08	4.57909e+08	4.57042e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	7	7	3.00536e+07	3.09488e+07	3.15116e+07	3.13564e+07	3.11899e+07	3.12625e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	16	16	1.48969e+08	1.46965e+08	1.44649e+08	1.47981e+08	1.46862e+08	1.45057e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	8.37792e+07	8.85339e+07	8.16842e+07	8.16529e+07	8.63888e+07	8.61078e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	6.18564e+07	6.02238e+07	5.79971e+07	5.76746e+07	5.97814e+07	5.90013e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	5	5	1.12204e+07	1.13466e+07	1.0888e+07	1.11829e+07	1.10781e+07	1.08243e+07
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3	6.65977e+06	1.42695e+07	1.49246e+07	1.48598e+07	1.47059e+07	1.57057e+07
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4	2.49673e+07	2.55811e+07	2.67461e+07	2.62633e+07	2.57831e+07	2.61041e+07
P0ABW9	FLGB_ECOLI	flgB	Flagellar basal body rod protein FlgB	1	1	172463	161781			184365	
P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	4	4	1.86649e+06	2.0776e+06	2.08809e+06	2.05015e+06	2.23482e+06	1.94746e+06
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2	4.79389e+06	4.88284e+06	4.88554e+06	5.02947e+06	4.51289e+06	4.44684e+06
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8	7.90289e+06	7.96008e+06	8.10794e+06	8.65499e+06	8.08089e+06	7.65659e+06
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	9	9	9.46456e+06	9.18113e+06	9.81106e+06	9.74722e+06	9.57949e+06	9.94339e+06
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3	2.85317e+07	2.83653e+07	2.62635e+07	2.81775e+07	2.73482e+07	2.87968e+07
P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	18	18	6.4668e+07	6.36643e+07	6.38193e+07	6.50312e+07	6.43509e+07	6.41956e+07
P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	12	12	9.45762e+07	9.4489e+07	9.58649e+07	9.50007e+07	9.21049e+07	9.32154e+07
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12	2.48251e+07	2.45739e+07	2.50387e+07	2.55321e+07	2.46014e+07	2.47484e+07
P0AC16	FOLB_ECOLI	folB	Dihydroneopterin aldolase	1	1		362129	448641	435930	276003	
P0AC19	FOLX_ECOLI	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase	5	5	2.03697e+07	2.03967e+07	2.11813e+07	2.09892e+07	2.02637e+07	2.0348e+07
P0AC28	YGFA_ECOLI	ygfA	Uncharacterized protein YgfA	1	1	603841		549172	746784	639662	
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	9	9	9.91089e+06	9.82636e+06	9.04936e+06	9.2078e+06	9.29079e+06	9.7806e+06
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	8	8	1.25194e+07	1.33008e+07	1.36581e+07	1.33568e+07	1.30365e+07	1.33912e+07
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	22	22	6.33705e+08	6.22078e+08	6.20667e+08	6.31089e+08	6.16347e+08	6.13698e+08
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	14	14	2.26109e+07	2.24864e+07	2.18651e+07	2.21928e+07	2.18468e+07	2.16617e+07
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8	8.8722e+07	8.64058e+07	9.23002e+07	9.1077e+07	8.83387e+07	8.93657e+07
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	4	4	1.34705e+07	1.35573e+07	1.39022e+07	1.28958e+07	1.33125e+07	1.39599e+07
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	26	26	4.82238e+07	4.81748e+07	5.15789e+07	4.85079e+07	5.02383e+07	5.02857e+07
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	10	10	5.44137e+07	5.36757e+07	5.33547e+07	5.43037e+07	5.41081e+07	5.23716e+07
P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin-3	4	4	1.49762e+08	1.47871e+08	1.45545e+08	1.42498e+08	1.47621e+08	1.41988e+08
P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin-4	4	4	1.64856e+08	1.64716e+08	1.67098e+08	1.60886e+08	1.66653e+08	1.58333e+08
P0AC75	KDTA_ECOLI	waaA	3-deoxy-D-manno-octulosonic acid transferase	7	7	3.4851e+06	3.02231e+06	3.31362e+06	3.07642e+06	3.07828e+06	2.88458e+06
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	1	1	1.908e+07	1.96575e+07	2.02827e+07		2.05871e+07	1.95157e+07
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	4	4	2.46946e+06	2.40354e+06	2.47138e+06	2.61893e+06	2.66752e+06	2.53466e+06
P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	12	12	6.2624e+06	6.2232e+06	6.41682e+06	6.351e+06	7.18021e+06	7.31013e+06
P0AC92	GNSA_ECOLI	gnsA	Protein GnsA	4	2	4.97976e+07	4.87635e+07	5.3526e+07	5.73186e+07	5.19222e+07	5.07768e+07
P0AC98	YAAH_ECOLI	yaaH	Inner membrane protein YaaH	1	1	4.87627e+06	4.41362e+06	4.50922e+06		5.27526e+06	4.70631e+06
P0ACA1	YIBF_ECOLI	yibF	Uncharacterized GST-like protein YibF	2	2	4.24306e+06	3.90277e+06	3.0275e+06	2.23056e+06	3.46184e+06	3.27007e+06
P0ACA3	SSPA_ECOLI	sspA	Stringent starvation protein A	11	11	2.10698e+08	2.11219e+08	2.09617e+08	2.05053e+08	2.0571e+08	2.06675e+08
P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	9	9	1.95918e+07	2.02437e+07	2.23564e+07	1.97404e+07	1.9557e+07	1.96172e+07
P0ACB0	DNAB_ECOLI	dnaB	Replicative DNA helicase	14	14	8.17432e+06	7.90877e+06	7.68068e+06	8.11715e+06	7.96842e+06	7.75692e+06
P0ACB2	HEM2_ECOLI	hemB	Delta-aminolevulinic acid dehydratase	11	11	6.85361e+07	7.07746e+07	7.10682e+07	7.03309e+07	6.8584e+07	7.24795e+07
P0ACB4	HEMG_ECOLI	hemG	Protoporphyrinogen IX dehydrogenase [menaquinone]	8	8	6.74505e+06	6.73048e+06	6.88075e+06	6.47566e+06	7.18594e+06	7.18903e+06
P0ACB7	HEMY_ECOLI	hemY	Protein HemY	10	10	1.93792e+07	1.99333e+07	1.99517e+07	1.96135e+07	1.98312e+07	1.91789e+07
P0ACC1	PRMC_ECOLI	prmC	Release factor glutamine methyltransferase	2	2		7.07831e+06	5.54141e+06	5.41476e+06	6.80784e+06	6.47777e+06
P0ACC3	ERPA_ECOLI	erpA	Iron-sulfur cluster insertion protein ErpA	5	5	6.09815e+07	6.26221e+07	6.14845e+07	6.4497e+07	5.901e+07	6.01822e+07
P0ACC7	GLMU_ECOLI	glmU	Bifunctional protein GlmU	15	15	7.39674e+07	7.42212e+07	7.07857e+07	7.12457e+07	7.32638e+07	7.23292e+07
P0ACD4	NIFU_ECOLI	nifU	NifU-like protein	5	5	9.67423e+07	1.01816e+08	9.56003e+07	9.44422e+07	1.0152e+08	1.00683e+08
P0ACD8	MBHL_ECOLI	hyaB	Hydrogenase-1 large chain	19	19	2.20952e+07	2.16045e+07	2.23109e+07	2.29939e+07	2.18452e+07	2.20919e+07
P0ACE0	MBHM_ECOLI	hybC	Hydrogenase-2 large chain	19	19	6.82784e+07	6.84313e+07	6.83307e+07	6.79217e+07	6.85469e+07	6.80122e+07
P0ACE3	HHA_ECOLI	hha	Hemolysin expression-modulating protein Hha	2	2	2.50928e+07	2.63897e+07	2.35229e+07	2.32838e+07	2.67477e+07	2.48526e+07
P0ACE7	HINT_ECOLI	hinT	HIT-like protein HinT	5	5	8.06335e+07	8.11312e+07	8.30583e+07	8.43999e+07	8.17768e+07	8.0136e+07
P0ACF0	DBHA_ECOLI	hupA	DNA-binding protein HU-alpha	7	7	3.3739e+09	3.38206e+09	3.56531e+09	3.24079e+09	3.5364e+09	3.60266e+09
P0ACF4	DBHB_ECOLI	hupB	DNA-binding protein HU-beta	6	6	3.50039e+08	3.41632e+08	3.29034e+08	3.39038e+08	3.3672e+08	3.27295e+08
P0ACF8	HNS_ECOLI	hns	DNA-binding protein H-NS	8	8	1.04945e+09	9.85852e+08	9.94138e+08	1.07394e+09	9.46287e+08	9.74481e+08
P0ACG1	STPA_ECOLI	stpA	DNA-binding protein StpA	8	8	1.69344e+08	1.76207e+08	1.70096e+08	1.73099e+08	1.68838e+08	1.68956e+08
P0ACI0	ROB_ECOLI	rob	Right origin-binding protein	7	7	1.75998e+07	1.78215e+07	1.77157e+07	1.69565e+07	1.8684e+07	1.83631e+07
P0ACI6	ASNC_ECOLI	asnC	Regulatory protein AsnC	1	1	479042	717040	793361	673439	726877	661170
P0ACJ0	LRP_ECOLI	lrp	Leucine-responsive regulatory protein	12	12	3.92142e+07	4.11255e+07	4.0107e+07	4.01937e+07	3.98321e+07	3.93646e+07
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	9	9	1.51905e+08	1.57709e+08	1.55188e+08	1.5568e+08	1.51489e+08	1.54297e+08
P0ACK2	AGAR_ECOLI	agaR	Putative aga operon transcriptional repressor	4	4	3.70077e+06	4.2097e+06	3.99281e+06	5.01368e+06	3.84603e+06	4.4068e+06
P0ACK5	DEOR_ECOLI	deoR	Deoxyribose operon repressor	3	3	562999	535940	635420	530673	518378	641527
P0ACL0	GLPR_ECOLI	glpR	Glycerol-3-phosphate regulon repressor	8	8	1.10478e+07	1.12696e+07	1.09407e+07	1.09257e+07	1.10947e+07	1.08211e+07
P0ACL2	EXUR_ECOLI	exuR	Exu regulon transcriptional regulator	6	6	8.13193e+06	8.82332e+06	8.17364e+06	8.18413e+06	7.88245e+06	8.19576e+06
P0ACL9	PDHR_ECOLI	pdhR	Pyruvate dehydrogenase complex repressor	4	4	6.83596e+06	6.76781e+06	7.99252e+06	8.25416e+06	7.24646e+06	7.10175e+06
P0ACM2	YDFH_ECOLI	ydfH	Uncharacterized HTH-type transcriptional regulator YdfH	5	5	8.12352e+06	8.21313e+06	8.25755e+06	8.1342e+06	7.56976e+06	8.27948e+06
P0ACM5	YEGW_ECOLI	yegW	Uncharacterized HTH-type transcriptional regulator YegW	2	2	886613	689354	902783	812883	724270	735330
P0ACN4	ALLR_ECOLI	allR	HTH-type transcriptional repressor AllR	5	5	1.38399e+07	1.36748e+07	1.42831e+07	1.49886e+07	1.38671e+07	1.41448e+07
P0ACN7	CYTR_ECOLI	cytR	HTH-type transcriptional repressor CytR	4	4	3.27638e+06	3.9878e+06	4.43349e+06	3.81702e+06	3.45072e+06	4.00711e+06
P0ACP1	CRA_ECOLI	cra	Catabolite repressor/activator	10	10	1.37447e+07	1.38446e+07	1.40968e+07	1.36658e+07	1.40509e+07	1.42769e+07
P0ACP5	GNTR_ECOLI	gntR	HTH-type transcriptional regulator GntR	5	5	5.00445e+06	4.87905e+06	4.43965e+06	4.58437e+06	4.71103e+06	4.90984e+06
P0ACP7	PURR_ECOLI	purR	HTH-type transcriptional repressor PurR	15	15	1.84477e+07	1.85402e+07	1.9158e+07	1.80063e+07	1.92612e+07	1.85669e+07
P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	9	9	1.91014e+07	1.99574e+07	2.23994e+07	2.07822e+07	2.04795e+07	2.07989e+07
P0ACR4	YEIE_ECOLI	yeiE	Uncharacterized HTH-type transcriptional regulator YeiE	8	8	7.48424e+06	7.31178e+06	7.94855e+06	7.74817e+06	7.83472e+06	7.46056e+06
P0ACR9	MPRA_ECOLI	mprA	Transcriptional repressor MprA	4	4	6.62613e+07	6.76481e+07	6.68199e+07	6.75403e+07	6.92258e+07	6.77841e+07
P0ACS7	RPIR_ECOLI	rpiR	HTH-type transcriptional regulator RpiR	3	3	1.71491e+06	1.79571e+06	1.66001e+06	1.53543e+06	1.77058e+06	1.85995e+06
P0ACT6	UIDR_ECOLI	uidR	HTH-type transcriptional regulator UidR	1	1	1.00559e+06	1.03838e+06	1.17146e+06	1.01812e+06	1.02248e+06	984157
P0ACU5	FABR_ECOLI	fabR	HTH-type transcriptional repressor FabR	6	6	1.09046e+07	1.19585e+07	1.13378e+07	1.17827e+07	1.08069e+07	1.16371e+07
P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	4	4	9.53249e+06	1.05673e+07	1.00945e+07	9.70064e+06	1.10075e+07	1.17782e+07
P0ACV8	YMJA_ECOLI	ymjA	Uncharacterized protein YmjA	1	1	2.38185e+06	2.42942e+06	2.60182e+06	2.32954e+06	2.59668e+06	2.67592e+06
P0ACX5	YDHZ_ECOLI	ydhZ	Uncharacterized protein YdhZ	1	1	1.12486e+07	1.11803e+07	1.03174e+07	1.11909e+07	1.08614e+07	1.11288e+07
P0ACY1	YDJA_ECOLI	ydjA	Putative NAD(P)H nitroreductase YdjA	10	10	4.69661e+07	4.74614e+07	4.81027e+07	4.87276e+07	4.5739e+07	4.57797e+07
P0ACY3	YEAG_ECOLI	yeaG	Uncharacterized protein YeaG	11	11	3.38854e+06	3.32166e+06	3.47665e+06	3.72968e+06	3.58566e+06	3.50401e+06
P0ACY9	YEBG_ECOLI	yebG	Uncharacterized protein YebG	2	2	2.09157e+07	2.0574e+07	2.00264e+07	2.073e+07	1.89475e+07	2.13711e+07
P0ACZ2	ETP_ECOLI	etp	Low molecular weight protein-tyrosine-phosphatase etp	5	5	7.92435e+06	8.11178e+06	8.06192e+06	8.23546e+06	8.221e+06	7.74472e+06
P0ACZ4	EVGA_ECOLI	evgA	Positive transcription regulator EvgA	11	11	2.71389e+07	2.76503e+07	2.85662e+07	2.83699e+07	2.80059e+07	2.82043e+07
P0AD01	DCUR_ECOLI	dcuR	Transcriptional regulatory protein DcuR	2	2	2.07617e+06	2.1076e+06	2.02142e+06	2.00482e+06	1.98057e+06	2.01272e+06
P0AD05	YECA_ECOLI	yecA	Uncharacterized protein YecA	4	4	3.30462e+07	3.44396e+07	3.42955e+07	3.17239e+07	3.63834e+07	3.614e+07
P0AD07	YECF_ECOLI	yecF	Uncharacterized protein YecF	2	2	4.05212e+07	3.88342e+07	4.02255e+07	4.18292e+07	3.89839e+07	4.01003e+07
P0AD10	YECJ_ECOLI	yecJ	Uncharacterized protein YecJ	2	2	2.87362e+07	3.11239e+07	2.97873e+07	3.26228e+07	3.11232e+07	2.89502e+07
P0AD12	YEEZ_ECOLI	yeeZ	Protein YeeZ	10	10	3.09608e+07	3.32306e+07	3.74058e+07	3.13884e+07	3.5237e+07	3.81017e+07
P0AD24	YEJL_ECOLI	yejL	UPF0352 protein YejL	2	2	1.6614e+07	1.71162e+07	1.73706e+07	1.78277e+07	1.72501e+07	1.74812e+07
P0AD33	YFCZ_ECOLI	yfcZ	UPF0381 protein YfcZ	3	3	5.15463e+08	4.88717e+08	4.86128e+08	4.82407e+08	4.93567e+08	4.79476e+08
P0AD37	YFEC_ECOLI	yfeC	Uncharacterized protein YfeC	5	5	7.95163e+06	7.32147e+06	9.60083e+06	8.14553e+06	8.69446e+06	8.09036e+06
P0AD44	YFHG_ECOLI	yfhG	Uncharacterized protein YfhG	5	5	3.19673e+06	3.20194e+06	2.81493e+06	3.07702e+06	2.94097e+06	3.06752e+06
P0AD49	RAIA_ECOLI	raiA	Ribosome-associated inhibitor A	7	7	4.79814e+07	4.8565e+07	5.28774e+07	5.0078e+07	4.87634e+07	5.06811e+07
P0AD53	YGAC_ECOLI	ygaC	Uncharacterized protein YgaC	1	1	3.68261e+06			3.7839e+06		
P0AD57	ISPB_ECOLI	ispB	Octaprenyl-diphosphate synthase	4	4	3.31055e+06	3.18396e+06	3.42964e+06	3.10847e+06	3.05243e+06	2.94642e+06
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	5	5	2.36505e+07	2.19121e+07	2.51144e+07	2.38251e+07	2.51111e+07	2.54915e+07
P0AD61	KPYK1_ECOLI	pykF	Pyruvate kinase I	30	30	3.94997e+08	3.87399e+08	3.81656e+08	3.91058e+08	3.86646e+08	3.85509e+08
P0AD68	FTSI_ECOLI	ftsI	Peptidoglycan synthase FtsI	7	7	3.36744e+06	3.44793e+06	3.42507e+06	3.54256e+06	3.45893e+06	3.4326e+06
P0AD70	AMPH_ECOLI	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	5	5	2.54354e+06	2.80239e+06	3.14022e+06	2.88054e+06	2.76006e+06	2.95312e+06
P0ADA1	TESA_ECOLI	tesA	Acyl-CoA thioesterase I	5	5	5.56391e+06	5.45514e+06	5.80832e+06	5.31643e+06	5.7955e+06	5.48633e+06
P0ADA3	NLPD_ECOLI	nlpD	Murein hydrolase activator NlpD	8	8	2.07517e+07	2.1324e+07	2.23841e+07	2.02781e+07	2.12928e+07	2.19179e+07
P0ADA5	YAJG_ECOLI	yajG	Uncharacterized lipoprotein YajG	6	6	9.81356e+07	9.92958e+07	9.79671e+07	9.99756e+07	9.78371e+07	1.00068e+08
P0ADB1	OSME_ECOLI	osmE	Osmotically-inducible lipoprotein E	3	3	6.27497e+07	6.2922e+07	6.46784e+07	6.70601e+07	6.33081e+07	6.30196e+07
