protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P55957ups|BID_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	30118211.272838965	33390674.770832483	31695861.57688181	3	0.0008918206311609875	-7.571307150191446	False	0.0005386875612144956	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	62842696.43208075	57741163.54300465	57178522.286536455	3	0.000927581483244888	-8.472151782266883	False	0.0005631733594515182	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	100903570.26390716	89812373.83709475	94010304.27970508	3	0.0011622150327966646	-9.151777224760647	False	0.0005876591576885408	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	124838403.66943152	140351734.90055087	135415845.2899742	3	0.0011749916965808308	-9.64438569706763	False	0.0006121449559255632	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P71244	13808853.245823706	15394275.999999993	14045141.7406325	116542.74046639971	134289.33895480738	164195.4604492106	3	0.0011848389092485238	6.703291574313615	False	0.0006366307541625857	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	20663874.7269074	20354614.841266453	18445292.77128977	3	0.0012366576992929599	-6.892284863617191	False	0.0006611165523996083	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	113400932.62174629	124035565.72488683	127957595.88859747	3	0.0012755606615203479	-9.511655042458706	False	0.0006856023506366308	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	85099101.55747503	75325660.3275995	76203381.56311618	3	0.001569021713078682	-8.884823397494621	False	0.0007100881488736534	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P75969	775992.2314265396	716998.0625	642457.9985778847	116542.74046639971	134289.33895480738	164195.4604492106	3	0.0019151092513751045	2.3632599878798097	False	0.0007345739471106758	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	10023934.22555553	8613090.053267471	9181425.071280906	3	0.0019905481848311603	-5.79631563503389	False	0.0007590597453476984	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	132629278.74187712	151932486.06335837	152633516.4805924	3	0.0020211807922009715	-9.7704795560602	False	0.0007835455435847209	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	61055427.87694886	62257379.312613264	53727750.805604815	3	0.002044807197756485	-8.466281629524735	False	0.0008080313418217435	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00579	366216235.52766633	368398229.7900341	362236393.54001474	405567212.8378677	405638274.57019526	395628869.0979275	0	0.0020781100561226783	-0.13786030047158315	False	0.000832517140058766	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAP3	30266319.589478943	29697500.94130638	30161801.52497041	32487834.234011278	32436350.93425726	32264439.38355368	0	0.002188410674730749	-0.10885015137951551	False	0.0008570029382957884	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	9136125.277829869	10161439.18124092	10742654.359041063	3	0.002242967284844218	-5.907168953031564	False	0.000881488736532811	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	168334701.22800514	197752795.61498588	189756087.1545654	3	0.002243043738503799	-10.11688068766613	False	0.0009059745347698335	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A6R3	51543535.00569389	50053004.01973432	51959298.74298799	59141436.8639064	58143808.31942915	56587774.62309366	0	0.002467847624960306	-0.17927072375780276	False	0.0009304603330068561	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	29600480.92292575	35040938.46999159	33579653.32661575	3	0.002479203903490404	-7.616306210287773	False	0.0009549461312438786	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P16677	794321.2890386682	821067.3125	950727.3542542488	116542.74046639971	134289.33895480738	164195.4604492106	3	0.0025555809138378825	2.6283073860872896	False	0.0009794319294809011	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	66418256.99022999	56960848.22377579	57233539.56581715	3	0.0026685797628623114	-8.495100626331899	False	0.0010039177277179237	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A903	561948510.0795069	567769973.4634837	562487386.346333	588919464.7923638	580396444.9110415	584720328.3976907	0	0.0033565016119957098	-0.05177345982495503	False	0.0010284035259549463	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27838	23022264.611422986	23119375.841898818	26084544.018946167	33855449.16960821	30777074.047841087	33427033.055337258	0	0.0034883707954252983	-0.44113627488935137	False	0.0010528893241919686	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	1267953.2487248315	1078288.4287294203	1137908.5341502363	5494495.703998864	4971391.48588227	4569291.805034444	0	0.0035532720551543855	-2.1094633143369244	False	0.0010773751224289912	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	7434869.771876219	8746299.723362211	8887146.110842308	65652359.5584823	54154508.9048295	60662604.11673118	0	0.0035636120675586907	-2.8478178510554595	False	0.0011018609206660138	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0ADC3	9726522.76520829	9974254.641761463	9998466.033999594	10571170.076851573	10857055.300361073	10594247.595177729	0	0.0036219059750546272	-0.10865854568785592	False	0.0011263467189030364	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P26616	273798516.1281693	264968287.1659292	271595144.15671325	314393513.90110594	300469885.6673202	303556832.38089	0	0.0036773664994885057	-0.18058799318643098	False	0.0011508325171400587	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	99578789.11801924	81059710.43785164	86677200.3776694	3	0.0037776386541306067	-9.060746298343096	False	0.0011753183153770815	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	3424876.7297570123	3128943.422681493	2767966.381341068	3	0.003920671724031138	-4.218952012370543	False	0.0011998041136141039	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P36649	195281.3818252606	137792.99999999985	167499.3404649487	2162155.8758581826	2554310.5081129223	2725127.9773160773	3	0.004806989322658569	-3.8939572882188687	False	0.0012242899118511264	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33919	195281.3818252606	137792.99999999985	167499.3404649487	14168212.227021882	11211303.026498985	12250242.677657988	3	0.004848561712931647	-6.232147640011958	False	0.001248775710088149	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEP3	863337260.8047885	854837938.8867146	858425890.8153207	945047541.5716332	977580826.016444	957135596.3716046	0	0.005962921644180662	-0.16048137154778938	False	0.0012732615083251714	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8E5	1225165.9899133598	1073803.5000000005	1122645.454308099	1561917.1767814527	1426260.374685316	1426243.5560815406	0	0.006473764472449085	-0.36754684661922393	False	0.0012977473065621942	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P07001	76467610.18877535	74159163.80230488	73268688.75656468	82971015.01269975	81516288.7312324	79705229.95096548	0	0.0072756334471314665	-0.12519379769723415	False	0.0013222331047992165	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27247	195281.3818252606	137792.99999999985	167499.3404649487	1307094.1487663125	1666457.766319294	1330337.8158175084	3	0.007337886077442032	-3.103986651782666	False	0.0013467189030362389	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77802	195281.3818252606	137792.99999999985	167499.3404649487	3627668.8593072207	4241586.990061748	3185181.4637973625	3	0.007360118856692278	-4.464899223063393	False	0.0013712047012732617	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P26646	115899687.6866628	112794546.28038508	112976778.20640756	129312491.34905536	133609139.46159616	126320798.98334125	0	0.007643182833611163	-0.1880611284528664	False	0.001395690499510284	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31979	420826721.6327016	426593222.364298	429137507.2498664	439643117.2937881	448488553.51059794	441984897.8400937	0	0.00790932180546025	-0.05929421860781999	False	0.0014201762977473068	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9S5	358941606.9036737	348273506.0308108	355322409.0475233	374470263.9451654	377661793.2626798	379423857.7777752	0	0.008338063348793962	-0.09079408721096749	False	0.0014446620959843292	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P42620	8907761.480149802	9051045.420075212	8706571.059958985	9984214.060273224	9526861.9598485	9962262.29003148	0	0.009233631657906744	-0.14444269997979697	False	0.0014691478942213516	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADW8	1959557.758532782	2336068.4999999977	2733776.1440509125	116542.74046639971	134289.33895480738	164195.4604492106	3	0.009905174801512123	4.082123068001781	False	0.0014936336924583743	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52129	195281.3818252606	137792.99999999985	167499.3404649487	1371679.0641616022	1891635.569726545	1763260.426477894	3	0.009939255625834705	-3.3279212671801988	False	0.0015181194906953967	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8M6	107955252.50472924	100951774.0354238	105583034.55209512	122248847.8421864	120149682.44303408	121371340.11084548	0	0.010360469484086214	-0.21001163130144682	False	0.0015426052889324193	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	195281.3818252606	137792.99999999985	167499.3404649487	13249315.15168311	9754398.675857335	13770238.269944606	3	0.010688709209012017	-6.1989578626454565	False	0.0015670910871694419	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A7E3	161763209.18466946	166192350.95617402	163237206.4886412	173979812.12913772	169450758.6876475	172972062.59146345	0	0.011397485866345779	-0.07220704217960995	False	0.0015915768854064642	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A796	846645479.0111475	862991773.7332098	888628166.6690023	918091883.7800932	948147289.8582696	936518639.5953774	0	0.01320724034844237	-0.10929827296187425	False	0.001616062683643487	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AD40	248700.1214940772	170250.95312500003	167499.3404649487	328303.35860008973	337064.00310726505	379092.9506954975	1	0.013241937641523099	-0.8326766363070196	False	0.0016405484818805094	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	4317998.712632035	5624447.828378085	10643193.310607476	20629497.966783136	18823983.739727862	17945866.816835508	0	0.013662077074406313	-1.47939607073751	False	0.001665034280117532	False	False	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A8M3	499287388.9772345	476728303.9646871	496469982.0228705	521895802.4779167	538826633.1924313	528196867.8298381	0	0.01412600377266023	-0.10979225743770527	False	0.0016895200783545545	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A823	2965718.74392264	2908441.91923354	3064862.3400637	2803595.868927975	2662541.0660981345	2646635.4376435275	0	0.01543937153073917	0.13992214967866673	False	0.0017140058765915769	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABX2	2296721.7151068985	2587355.931066021	2414772.3423933177	2116259.534150935	1837684.0309152396	1873467.0795607772	0	0.01571513300484022	0.3248141921845293	False	0.0017384916748285995	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A908	62451003.18899234	54232482.06174823	60231263.53849745	73794926.0428616	74241948.5899603	70626059.41347419	0	0.016525564284257395	-0.3056543615483718	False	0.001762977473065622	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG76	195281.3818252606	137792.99999999985	167499.3404649487	1117718.5387707436	1621327.017297088	1201852.554065463	3	0.017062326617326824	-2.9768699862449033	False	0.0017874632713026446	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABK2	22182446.332282525	24647308.0241358	26955618.598180905	33284464.68233793	31613433.52144896	30699431.881734923	0	0.01763742474850646	-0.373635478062653	False	0.001811949069539667	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64540	38594213.80966041	38369289.32653764	36212603.045387045	43795927.9179173	44131660.36292865	40886648.78967145	0	0.01797114487922247	-0.18672264722165433	False	0.0018364348677766896	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75767	4167746.784334928	3840200.644543592	4081953.5986007904	3353651.149420673	3581364.266590364	3632140.7650604905	0	0.018168786423044862	0.1942152613897432	False	0.0018609206660137121	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69425	47242381.82131783	50877263.55235648	44662532.91628281	57261709.87084688	58524907.83164199	53878406.425325625	0	0.019166160785764243	-0.24887327175538718	False	0.0018854064642507347	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28634	195281.3818252606	137792.99999999985	167499.3404649487	5856365.173537801	7081531.100626031	4329828.820488541	3	0.01964658355072884	-5.1083516614281335	False	0.0019098922624877573	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8Y1	6395794.389008669	6143966.748434054	6131139.490347378	5709815.431869682	5766571.963549219	5859986.817099161	0	0.01973370679223781	0.10698932046364511	False	0.0019343780607247796	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9M0	628390103.5602695	629610986.6424975	630581056.9791828	617945092.370341	614870243.1029987	621675530.4337441	0	0.020516685963050497	0.026280375664669058	False	0.0019588638589618022	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P67603	47276964.36999127	44897872.46452443	47562193.982515655	51912775.53011255	50992518.50619994	51140317.64112271	0	0.02099432619665783	-0.1406431938705173	False	0.0019833496571988246	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8A4	22507271.98672604	22409317.73341833	21852950.684072427	21455604.37542577	21242046.978997417	21109379.61197067	0	0.02372942954301734	0.06547470484971889	False	0.0020078354554358474	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32177	2233811.409956245	2521468.384998828	2157446.9361887947	3339919.49797051	3442286.0120284986	2818197.4728904227	0	0.024635493617593696	-0.47384006991954924	False	0.0020323212536728697	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37440	69809490.86943442	72541744.19672982	71066615.25885463	74890315.37984715	75684180.84650266	75517007.09957097	0	0.02504482780780831	-0.08322592703619217	False	0.0020568070519098925	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A717	1227934940.2984312	1186066551.5773878	1237669067.91321	1266132400.0683198	1324854178.2794232	1307375308.2345147	0	0.025378717567019437	-0.0943114062205246	False	0.002081292850146915	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37636	123886181.32073908	121222616.27240492	123142652.13998838	117972943.9776131	118352898.81300664	118274416.46179543	0	0.026984551199505456	0.054497613869094186	False	0.0021057786483839372	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7J0	106886588.93229005	108810119.53835036	101731778.15124398	121160072.19930324	120258349.66182797	112516093.20251691	0	0.027250184202579502	-0.157050853559724	False	0.00213026444662096	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB71	4580113651.732926	4483110077.076717	4518289776.560755	4069974701.1517534	4300708296.992404	4233732051.000108	0	0.02784351441106234	0.10771509394449327	False	0.0021547502448579824	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P40120	83177694.38718142	83183770.6765868	81030925.95351948	79886337.7419251	79164044.67917253	78650812.48849244	0	0.028463751749762387	0.057651972765014436	False	0.002179236043095005	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9D4	28180678.152252853	30942213.686818432	31430664.62394386	32950747.85979632	36009434.2181167	35808416.45672778	0	0.028567021360635065	-0.21036316525871618	False	0.0022037218413320275	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09126	32547410.34412721	32478367.400213115	32694249.51837312	29257167.819842577	30857397.96252809	29888596.853881367	0	0.029278323719013264	0.11867856866337342	False	0.00222820763956905	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06988	15918082.415137485	15351890.199313428	14419031.247544397	16634961.89940665	16999540.34879876	18048678.005645733	0	0.03047793663675624	-0.17784785861040406	False	0.0022526934378060727	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62707	1101267551.4272623	1094742908.5095055	1104882150.6523197	1119248384.0544963	1139157888.3330133	1122823167.1901774	0	0.03134818666146528	-0.03469171281041801	False	0.002277179236043095	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28635	441430195.1501529	439164841.1500875	422971728.9545504	368785258.4170571	399441482.6103707	401113940.7814696	0	0.031506370074015806	0.15676916240073263	False	0.0023016650342801174	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09323	6472256.623616456	6071156.829042188	6403346.127722501	7654632.825925329	6870066.577840378	7306523.280806949	0	0.03210495903619358	-0.20444180374550686	False	0.00232615083251714	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7B5	92176056.4095478	92789593.03564312	93646818.2087686	91046111.79910272	91642088.0726118	90603412.26902986	0	0.032239317460656815	0.02781863729082532	False	0.002350636630754163	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21156	22591417.598387677	23584442.684636805	23775395.120739788	25415751.04038088	28005225.606098708	28167012.152979206	0	0.03444579011394135	-0.22200682806925406	False	0.0023751224289911854	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA86	7782199.250595502	8038422.557249494	8276266.104933699	7239021.56893685	7475838.694067054	7632046.359911662	0	0.03541932472192479	0.10877169622263522	False	0.0023996082272282077	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23886	1615373.7595274467	1608880.6654593295	1547966.3932926713	1525061.1429930069	1461881.3883161857	1513231.8008578925	0	0.03552640081183986	0.08467990932107683	False	0.00242409402546523	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31473	15414299.225135705	14805221.991471354	14765837.68208742	14460686.438030502	13690673.004159609	13977923.459839374	0	0.03657073149875773	0.09463217350326511	False	0.002448579823702253	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9A6	763733583.1404368	744850590.3547047	748982170.4710766	781175217.9288962	773461257.8951937	776057684.6805509	0	0.03707194511379741	-0.04599131748819058	False	0.0024730656219392757	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69783	3135610883.651236	3178534319.3454576	3323422936.807224	3349545289.869305	3491133252.7871084	3547136689.890882	0	0.0377677369851523	-0.10815119786693533	False	0.002497551420176298	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q46829	223736698.25829315	219094077.52354607	216444443.37511063	231452893.67890543	224697688.1244088	230761881.7598637	0	0.03817519138852251	-0.059245407101213794	False	0.0025220372184133204	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9H5	8369219.294571994	8297942.348907915	7877789.893929645	6653217.681773102	7598042.088984406	7049955.192925728	0	0.03828079988231722	0.20449059796799343	False	0.0025465230166503428	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02359	5674471671.619935	5788305608.008294	5929202488.89032	6020109750.779577	6043619073.922414	6208762210.613097	0	0.03836396427486502	-0.07125115853045752	False	0.002571008814887365	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
