protein	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A8W0	25186346.011286564	25647673.4718418	21306698.046226997	19783847.0240956	21673767.630602323	24476518.685727403	0	0.3457331916359433	0.12978824739072817	False	0.022480237154150196	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75821	3044294.545600516	3303443.557328056	3386318.2290451657	3062913.4151632614	2880098.206351861	3288272.714296741	0	0.3460319700926615	0.07650974166407606	False	0.022504940711462453	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00962	641383996.928184	625612592.2949121	651955575.6996914	653658743.3474078	635881127.1154511	667860615.8833375	0	0.34787567618586235	-0.02862021429508076	False	0.022529644268774705	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACE0	483842982.6748997	478146013.44106776	474462886.8804027	464371568.6181952	477763787.4099355	477399139.0932551	0	0.34869710215944005	0.017091760130376273	False	0.022554347826086958	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C960	76523.18428992227	325134.81249999965	89671.98180856215	234764.7768877929	185388.30571569956	400673.690102761	2	0.3519305027002843	-0.7403855196383841	False	0.02257905138339921	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76445	12033641.918941911	10215396.099961102	9294194.178268284	11947116.860410294	10690146.46014512	11886580.993160034	0	0.35228414671474356	-0.13026262211672482	False	0.022603754940711464	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7Y8	13062143.7139598	12825892.052282223	11410698.943576138	12737712.213728134	12967990.698282378	13471240.889527643	0	0.35303754918462293	-0.0708781666025946	False	0.022628458498023717	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76561	2043643.5800080264	1876442.1888264092	1211711.609805174	1600806.336978566	1590909.4868192712	61921.95710385033	1	0.35469833483203084	0.6574105604577088	False	0.02265316205533597	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76273	3871309.4247453264	4223917.480116839	3382407.127742774	3950936.3181911097	4106430.007050464	4302116.851137151	0	0.35596913982028	-0.10679313729085049	False	0.022677865612648226	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P40874	114492194.88373455	106831224.1270557	118742740.32955147	111501565.1129833	108290100.52989148	107788125.78177084	0	0.35626437154031343	0.0539690886535804	False	0.022702569169960475	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30131	1308965.02356615	96441.05468750006	1012595.2867603842	1574658.9109496102	898713.2256030875	1291248.4789716268	1	0.35633620660868576	-0.6386894237578895	False	0.022727272727272728	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P17952	47054424.30727853	53464222.505123325	51126079.931961246	54847566.52286054	51673993.26968916	52030674.63138942	0	0.3564035776518941	-0.06426287808733587	False	0.02275197628458498	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABF4	76523.18428992227	96441.05468750006	3037066.8163504074	2152714.811378003	2460492.2696770807	2098535.2302269074	2	0.3569964649943867	-1.0641000717041331	False	0.022776679841897234	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69797	457175783.42811066	440961999.3059876	463664424.0699047	472119561.0114064	456067604.9347047	459864843.5395004	0	0.3573249608582762	-0.027544449661475335	False	0.02280138339920949	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACR4	34513826.20365471	26055720.036014438	30963582.194009457	39674984.28579132	31126360.22805811	32098422.358808644	0	0.35825406402517596	-0.16887381844759575	False	0.02282608695652174	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27550	1953078.2485047253	2501884.649321304	2326443.924569836	2046604.21229204	2218155.8849270386	61921.95710385033	1	0.3584908084237543	0.6483234872613483	False	0.022850790513833992	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P10423	1183321.6639754495	96441.05468750006	1528789.0874188172	120722.0751694668	977021.0019382662	61921.95710385033	3	0.3598183414856891	1.276118267512938	False	0.02287549407114625	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75882	122506691.95642164	122060563.7588577	126804773.86693148	125457846.30699807	124519111.52403408	126815993.00848071	0	0.3607619229365262	-0.020906814096723358	False	0.022900197628458498	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8C4	52803863.60582879	49994105.99323107	55586858.2408685	46393423.87379828	52328797.7779875	51905878.668326095	0	0.36137930039265354	0.07244320584580817	False	0.022924901185770754	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75884	30105710.43441881	30461518.66541321	27402175.80073406	31126386.68756756	31373667.05513232	29174255.516819324	0	0.3635359283255572	-0.05951563820543231	False	0.022949604743083007	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P64636	14524097.785550026	12834083.283837778	15743437.607052697	12944076.851240262	14409010.604651725	12581120.529735498	0	0.36385013852216386	0.11011694955655628	False	0.022974308300395256	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAG3	3063190.505343188	2666758.25	89671.98180856215	2094308.260436708	95444.94282135296	61921.95710385033	3	0.3645209198402325	1.3699264252891656	False	0.022999011857707512	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB83	4675689.174272307	3698380.507428094	4816478.888207636	3772741.3588809306	3954087.2326232074	4227448.857874961	0	0.3651477422922507	0.1419776327066318	False	0.023023715415019765	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6G7	376728610.20858365	352662151.15544415	328372012.07227826	342092161.6693227	341332191.2262676	325263449.51972175	0	0.36597907285133224	0.06853639067954638	False	0.023048418972332018	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADN2	175308861.9924969	180480541.1404217	180970613.7819852	172204268.73809204	175291742.14312336	180190539.6057392	0	0.36601035731155207	0.024595996609258097	False	0.02307312252964427	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00954	290394443.4386086	328806188.5896104	338529954.3309328	311758467.74338377	299968245.0582788	294590839.3188778	0	0.3660131180906359	0.07960325196508179	False	0.02309782608695652	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6D0	14305538.00902271	15645614.873863207	12888404.476120587	14919447.943462647	14989667.17468224	15708938.32364175	0	0.36614278168109493	-0.09066131355554292	False	0.023122529644268777	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28630	76523.18428992227	96441.05468750006	566036.3319246288	834989.1293590695	753432.3116847636	61921.95710385033	3	0.3668109229661967	-1.159118863038556	False	0.02314723320158103	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P08178	13574328.330616558	11933322.02044426	12811746.71123488	11029227.64803578	12418121.914738216	12721483.4950949	0	0.366839147942567	0.08332780912953133	False	0.023171936758893282	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33234	1447115.5132277356	1075449.9999999988	964404.965156526	773230.0312637478	1028611.6768905964	1129147.8284663446	0	0.3673656210832524	0.2505863321878997	False	0.023196640316205535	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAN1	2071060.0819511032	2117653.7858988727	2293422.3448435795	2142720.5935296835	2394101.9570936617	2247616.0296536987	0	0.3687081301822466	-0.06576009887007016	False	0.023221343873517788	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACU0	1653688.286528569	1696692.874999998	1409833.5595997544	1148996.5667476184	1800277.3665017495	61921.95710385033	1	0.3690813816394224	0.6606900870833516	False	0.02324604743083004	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFZ3	111307201.52022932	109634988.59362292	110472304.1587938	116915453.048635	118214524.8009722	107699660.207356	0	0.36909423354491305	-0.04885513806158555	False	0.023270750988142293	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6I9	60554266.46694573	59747847.250448965	55777122.3765592	45544577.56598418	51568757.54063076	62180977.066039614	0	0.37024648632615165	0.14453003700729614	False	0.02329545454545455	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABS5	8647639.654869474	8831367.511223089	7736205.422648231	8915689.521573173	9020377.885835536	8474620.00671639	0	0.37070135320569436	-0.06682746361544739	False	0.0233201581027668	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06136	74793364.04265326	88063006.43309453	83993449.4851265	79304199.88469647	98529739.61835296	89822198.61700775	0	0.37164500398503464	-0.11674714529759081	False	0.023344861660079052	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAT4	21125964.727970768	21508012.52347389	20751565.99164134	19111621.986745574	21818801.974207565	19593417.251061685	0	0.37168340065380245	0.06665028027015739	False	0.023369565217391305	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76539	21874847.16717941	20857242.096496407	20632046.74651204	21794420.504809093	22492315.699292384	20894366.943990543	0	0.37179375233494777	-0.04078726046320912	False	0.023394268774703558	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62615	7386821.471746623	6574011.758709685	6830867.960158797	8114918.711847595	6320465.084577113	9547949.174757462	0	0.37318382627212826	-0.2060243591802918	False	0.023418972332015814	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFM6	60008963.94830287	57148606.561712526	54584101.62042942	54429081.271674246	56125087.19047735	55817953.77573156	0	0.37385692657372277	0.045826431630620966	False	0.023443675889328063	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37024	2112947.1359306355	1956883.212095604	2569870.3920944994	2038523.672673502	95444.94282135296	2198680.084843217	1	0.3740517457479956	0.6158689541047415	False	0.023468379446640316	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AGM5	2499143.223625076	2267036.270606539	2403524.4232731583	3254868.404612225	2204606.2542147995	2742609.247120833	0	0.37436674453223834	-0.1940769601302928	False	0.023493083003952572	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AC78	76523.18428992227	96441.05468750006	633716.047626282	120722.0751694668	705292.2946209151	843288.9792571208	3	0.3749770784113832	-1.0491772425171044	False	0.02351778656126482	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6Z3	1674235973.1485133	1676694686.529489	1687473299.1282024	1589332414.6734073	1667237762.9441922	1683460459.319336	0	0.37615554906081505	0.028446807048321605	False	0.023542490118577078	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7N4	1492659369.34627	1466024486.1655755	1441817960.245045	1474332062.687233	1468815630.0225432	1551278199.0890508	0	0.3762749519380386	-0.03046878843192737	False	0.02356719367588933	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33363	137439541.84480646	135680804.1345429	146867090.36193636	133099674.02319407	140809618.31144997	133052723.91177368	0	0.3766464711222064	0.0454520242293397	False	0.02359189723320158	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8Y3	38093922.36353446	40921937.62589292	36920927.764320575	39532677.9003854	39248029.14705813	41335795.618865296	0	0.3772197172166703	-0.05109595614538893	False	0.023616600790513836	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P05793	129131654.69288726	131480394.7802402	136640824.12994722	133374971.02977964	133127656.8239919	140463513.85199222	0	0.3787029641550656	-0.03485111620907216	False	0.02364130434782609	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFT5	2461362.6236980204	2587801.4550116914	3241628.516314936	2991917.0683943527	2002796.3622548385	2118567.636919578	0	0.3797555266771552	0.22099485915715553	False	0.023666007905138342	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q2M7R5	11028467.262475004	9509020.983207794	11257785.862582125	10969348.566970726	11095869.23010194	11581346.004674606	0	0.38031785424410464	-0.08164682887307863	False	0.023690711462450595	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06709	12409482.268342333	11011890.496162333	13337460.931409713	13993790.46106224	12514966.712787166	12709233.78360002	0	0.38067616433174206	-0.09342463890806779	False	0.023715415019762844	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG14	34396331.56515464	35494201.5491172	31924485.204961527	33852170.577111416	29830643.191058718	33275690.276556805	0	0.38108845701724847	0.07051103817413447	False	0.0237401185770751	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P65367	13655686.388778962	15804696.238866718	12137994.738449631	15111211.589066738	14972797.079950407	15052409.653463827	0	0.3830142902639049	-0.11776468788637638	False	0.023764822134387353	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA91	7180118.275843125	8500084.349074619	7264736.116811368	8703433.6405021	7565886.649044103	8271840.627192241	0	0.38361566301476013	-0.09702754207867943	False	0.023789525691699606	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06129	303265701.6835266	306407059.0563176	315976974.00412875	312676309.23682344	314049960.23168033	311577058.1953825	0	0.3850747800119123	-0.019587999892492106	False	0.02381422924901186	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9U3	202103815.6825621	202605171.5620484	185007451.0204964	204893774.3687557	203557115.6009151	200429305.9559141	0	0.38507965868541383	-0.04613697981901327	False	0.023838932806324112	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE74	15641871.545903783	18087539.666080337	12953159.231849706	17304147.37417079	17333073.374285936	16949026.43436577	0	0.3851893031540262	-0.14410249538732528	False	0.023863636363636365	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFC3	15086343.424716806	16987564.73472428	14990650.16103949	15830446.384358196	14978025.326201964	13518119.678766096	0	0.3854469789676417	0.08646862904988407	False	0.023888339920948617	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAF6	12552653.33666616	13763091.775308136	9168924.043810524	10253354.547947098	10192881.320981938	10510582.00208808	0	0.38678720718899706	0.19693867445747454	False	0.023913043478260874	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB71	4368445233.914937	4507539289.788451	4437740341.173833	4394070332.721458	4415761100.734558	4371065650.875772	0	0.3875751106991761	0.014465696936953355	False	0.023937747035573123	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P08331	99101163.78898773	97579522.75204828	94834792.98735984	97014782.48533083	98810989.33919723	100250612.10704978	0	0.38905130584922515	-0.022396927951521154	False	0.023962450592885376	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P36879	22835948.872815024	23910745.60385811	23993924.151303373	23854276.54901298	23022942.26388167	19819823.12189631	0	0.38950011239673243	0.08491605729611736	False	0.023987154150197632	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A749	210521468.3130632	203369778.6577443	209273807.0219994	203559271.3040585	217636668.4835765	217723673.6083744	0	0.3906001419673506	-0.03602009595585108	False	0.02401185770750988	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37631	13714090.480380308	13753431.862355003	13871771.982920775	12934476.8740227	13375778.345447691	14010620.053592827	0	0.39073793721421296	0.03598680497529501	False	0.024036561264822138	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEV9	1858350.5473880635	1608361.9927076013	1560252.1734875955	1686729.2523451908	1269733.067609724	1610489.687867093	0	0.39189721706124764	0.1384559330544186	False	0.024061264822134387	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30126	1530309.5103758315	1194266.8154709726	89671.98180856215	1000150.2798320794	1309003.3505829652	2069555.114880196	1	0.3926332340293145	-0.6377558639893285	False	0.02408596837944664	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77689	1080651.734399333	1189874.875	1158437.84991798	987072.8124619938	1191890.3001003135	1043979.4458990444	0	0.3927364998772596	0.08939447513604298	False	0.024110671936758896	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21369	8573953.290582431	6892307.06391721	8217368.654806678	8018177.216319436	7015438.495903313	6813363.948502706	0	0.39289335816535886	0.11645631874955681	False	0.024135375494071146	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEG6	83299652.48954971	92026789.53178154	72938026.34430909	86481090.11450088	71910670.49124017	66588775.60715786	0	0.3931002352880904	0.1420776029672139	False	0.024160079051383402	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21866	99208595.88328208	96441.05468750006	89671.98180856215	115554134.23224355	141921310.9572861	61921.95710385033	3	0.39324007048157006	-1.3735408140542746	False	0.024184782608695655	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09394	136854196.8780789	147625044.00672054	138928893.73198232	146088225.3934569	145102639.00849828	142934916.7238309	0	0.39374334018714774	-0.03606411445315227	False	0.024209486166007904	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39406	131230415.19092529	130604875.41604568	133391240.77763452	140391109.80829334	129913358.45447056	134723835.62604284	0	0.39505861911568185	-0.03534293120740702	False	0.02423418972332016	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27240	1828181.823577183	96441.05468750006	1631423.0673880845	1501109.595441486	2124152.0730744475	1708777.6470603943	1	0.39532253651236016	-0.5849544940605258	False	0.024258893280632413	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52119	51786908.21545719	49625832.776632726	51052779.84943702	50842333.95450938	51090033.63285746	54162477.21211904	0	0.3967512056580932	-0.03393986877013094	False	0.024283596837944666	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9S1	4434420.097418186	4624625.541335079	4253654.664816605	3340045.343187503	4108596.529061941	4644552.405407557	0	0.3970721931360809	0.13860786620181817	False	0.02430830039525692	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P10903	12335907.579697069	12288084.335989164	12639226.400982868	13534035.332738595	11781801.24540864	14476493.476216266	0	0.3975643773030863	-0.09473809796866264	False	0.024333003952569168	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60757	25154632.55423345	25651301.32653755	25543195.40389508	25449179.51376348	22732877.36006589	25329174.344506923	0	0.39780207541946844	0.05464701893627581	False	0.024357707509881425	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09147	155162173.3888687	144256918.35313365	147989802.20900652	143809507.23393685	149633111.7064783	142910531.4489187	0	0.3984027891063776	0.03609772253601651	False	0.024382411067193677	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39407	4100078.062057471	3763529.319672579	4300079.038021454	3668473.885863727	4038183.79415469	3909689.74896408	0	0.39841682477030266	0.06642402111669947	False	0.02440711462450593	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06961	41559044.3555726	41062819.82777888	39792801.83555061	40811799.4163083	42129465.38017635	41335620.535510525	0	0.39878023970071347	-0.02178157773501037	False	0.024431818181818183	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAN5	7986580.76871026	9529757.736877436	8722208.646840937	8644219.512490392	9855517.476656873	9354442.211574163	0	0.3990948800419361	-0.08620596459431985	False	0.024456521739130436	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33195	160100772.9743213	161593401.8716426	153399627.30776447	161243311.1108089	160562234.08286354	161319899.06671786	0	0.3993604147271915	-0.024185449512684146	False	0.02448122529644269	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39280	7695606.964606043	7821620.947778563	9708482.21662713	5271260.984615912	8700270.428944493	7755121.886996734	0	0.39940432978826224	0.21542891939594008	False	0.02450592885375494	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABI4	19875320.41462037	19566807.633647	19057194.740424063	20708673.00360443	19925943.70705914	19264330.492438708	0	0.3997358092243444	-0.034110722531660066	False	0.024530632411067198	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P18390	27148482.637210835	27718652.77742823	29515987.18975745	29170853.49159997	27955138.35149799	29805892.15109736	0	0.40049177628999133	-0.042930935551471504	False	0.024555335968379447	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27302	1749445235.4368415	1761893899.8640215	1797507172.983673	1719904748.129998	1744126225.4035122	1780521294.7044444	0	0.4015329449614933	0.01757876188623548	False	0.0245800395256917	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P62517	3945728.0902348207	3340403.2186377062	4051160.4362134384	3590460.8246074845	3019021.529641137	3815478.0020055696	0	0.401826984459861	0.12103415266600885	False	0.024604743083003956	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AB77	510141190.8003964	513540235.740546	489842168.3495242	516833111.8443182	511311884.2712861	508954287.78324	0	0.40228457441210136	-0.022299188145853327	False	0.024629446640316206	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77690	4495296.969783663	4099331.931873482	2559819.166097894	4226608.524668715	4255792.511456548	4537788.834495662	0	0.4029421111119776	-0.2231313576834788	False	0.024654150197628462	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A821	29797551.01756073	28453600.86316645	28045936.839184083	29629086.085090622	28600624.767423514	29954631.681202263	0	0.40298868347147077	-0.031210632406169433	False	0.02467885375494071	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P22333	257895021.80611995	257539948.67650047	251445578.9860883	257637133.2566712	251122598.1474389	248392159.1448344	0	0.4038675470569292	0.018419133685670386	False	0.024703557312252964	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69786	189747208.9190453	183608318.6265112	185126235.66227263	192597839.93032515	187004317.970458	186428210.64377245	0	0.4040144834668875	-0.0193692869288525	False	0.02472826086956522	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AD33	694781356.5382116	661134533.8522526	774885988.3811307	751553569.729839	738008290.9993485	747195330.324809	0	0.40515919237461834	-0.07001219650950632	False	0.02475296442687747	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00909	76523.18428992227	891978.3749999994	89671.98180856215	799061.7662638611	4539622.827683454	61921.95710385033	3	0.4065952859332385	-2.3515451981294473	False	0.024777667984189726	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACN7	10312694.17989859	9271391.522834336	9742842.5251207	10137766.793376714	8917459.91447114	8799397.36046211	0	0.40686726271399487	0.07430912248238726	False	0.02480237154150198	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF50	44351053.64730702	43751540.43325319	40606687.565763816	45817756.660071895	43816591.02610494	43073078.22695916	0	0.40699710911393505	-0.044133007136073606	False	0.024827075098814228	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
Q46845	13113366.053461766	11372886.17952619	12256161.790489463	10704201.087512936	13059803.643276988	9868898.685920129	0	0.40718211914713637	0.12757308916210827	False	0.024851778656126484	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A825	990583785.8289772	1061186275.0100372	1058024512.2666148	1060474967.0237988	1037406312.5170016	1089656583.8024025	0	0.4078206697088001	-0.03562319729012606	False	0.024876482213438737	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09323	5866590.326399403	6645433.171227367	6562875.870386607	6139836.257761291	7052704.619836353	6931940.8147288365	0	0.4082454923459971	-0.07727618101276876	False	0.02490118577075099	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45799	18416645.84474977	17729920.564624812	16170411.862398358	16704358.502075247	16036105.19522489	17385898.581119522	0	0.40857852464080935	0.06170967588782235	False	0.024925889328063243	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE67	14192822.132278726	15330313.69753122	16444797.654417267	15693914.491297614	11510428.575474473	14686215.74846846	0	0.4087633275161958	0.13400268068057533	False	0.024950592885375496	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF70	3787503.71829631	4116864.159226733	3599323.474402539	3737143.875925255	3886630.45126402	2744403.35237127	0	0.40974241014448576	0.14993452636927276	False	0.02497529644268775	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6W0	3299226.856170282	1979447.4536707653	3377889.8086188463	2991572.2662594058	3526396.234565217	3568948.54531061	0	0.4108477900866027	-0.22061887533600905	False	0.025	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21165	478814076.6327704	498373781.422096	488452852.0951547	500813081.0107976	496484398.1355447	487518040.7745885	0	0.4108940529634417	-0.018752213409657364	False	0.025024703557312254	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A932	252132062.3322921	223579477.21624804	229960993.19426093	246500323.57873595	232812235.05244884	257235775.1089383	0	0.41099705595986985	-0.06178134451550287	False	0.025049407114624507	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76220	7421299.077411387	9558740.378762932	6095522.23841667	8700323.647828734	8873331.002704844	8619768.254917962	0	0.4112635985403	-0.1828388348736428	False	0.02507411067193676	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15034	148456570.53853682	137571079.67807916	144314348.0579184	151620995.9191107	143794979.88608423	145858338.45424622	0	0.41188162760945785	-0.03619212943150986	False	0.025098814229249013	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABQ4	68314420.18835247	71578037.08359	69055005.64907162	71002868.83725047	73622724.67102833	68954114.09382533	0	0.4128937644359102	-0.0316343405033312	False	0.025123517786561265	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21599	1197382752.0471327	1175516887.9466743	1180603780.6091588	1170425057.401339	1193577940.1748414	1145294208.9641843	0	0.4132147747225894	0.01805995157094856	False	0.025148221343873522	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABF1	75213932.70466402	75422514.61838292	78765381.35795067	71084778.01189624	72928682.19131531	78372754.54383694	0	0.4133328994180531	0.04480953066344333	False	0.02517292490118577	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEM6	27666057.75282789	27269745.091421973	29254981.42584567	29870067.6541464	28103395.60456403	28431772.546265118	0	0.41627133074138395	-0.037456415480711394	False	0.025197628458498024	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P27238	5157737.692516039	6212183.032607697	4730757.290862775	5384352.284017979	6012762.769540923	6098469.970531399	0	0.41685881164895616	-0.11986946379513798	False	0.02522233201581028	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
