Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q47083	CBL_ECOLI	cbl	HTH-type transcriptional regulator cbl	1	1.0	1537140.0	266283.0	1561350.0	225120.0	214696.0	1436510.0	3	0.00017825360885607278	-2.6831601720654934	False	0.0004153686396677051	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		4	4.0	9331680.0	30792800.0	10991000.0	27806900.0	30125700.0	12867900.0	0	0.000186802470278646	1.418573332892972	False	0.0004413291796469367	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		17	17.0	26438900.0	53451700.0	26251700.0	51685100.0	52612000.0	26670700.0	0	0.00019501747433898708	0.9911214671226397	False	0.00046728971962616824	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3.0	15834100.0	32019600.0	14986500.0	30976700.0	30018000.0	15779200.0	0	0.00021609680722346132	0.9971287698789971	False	0.0004932502596053999	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		4	4.0	10066100.0	20002000.0	9255130.0	18607000.0	17943700.0	8258230.0	0	0.0003063427334611402	1.0360016950977589	False	0.0005192107995846313	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		8	8.0	17833200.0	33772400.0	17387800.0	34773100.0	35968200.0	18282100.0	0	0.00033044480463866727	0.9659976783011681	False	0.0005451713395638629	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8.0	15601100.0	29155700.0	17772700.0	30250000.0	32108900.0	16667100.0	0	0.00034601134809242534	0.8708941885301682	False	0.0005711318795430945	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		4	4.0	198096.0	2215340.0	205774.0	2423000.0	2365860.0	153245.0	3	0.0004048930483332224	3.652173214139049	False	0.0005970924195223261	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		5	5.0	13930000.0	29792200.0	13526800.0	28214700.0	29037200.0	13847000.0	0	0.0004273919311006343	1.0754719953644734	False	0.0006230529595015578	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3.0	207196000.0	189566000.0	203470000.0	188396000.0	191623000.0	205245000.0	0	0.00045735770900610755	-0.11281074104810708	False	0.0006490134994807892	True	False	Ecoli	False	True	False	True	diann231	manual	min	0.5
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		9	9.0	15053900.0	28612200.0	14658700.0	30092300.0	29926000.0	14791800.0	0	0.0005500367654239528	0.9938552746038966	False	0.0006749740394600208	True	True	Human	True	False	False	True	diann231	manual	min	0.5
P63165ups|SUMO1_HUMAN_UPS	Small	Small		10	10.0	13954100.0	25472500.0	10672000.0	28951400.0	25628600.0	11883400.0	0	0.000702807555130614	1.1326745469932111	False	0.0007009345794392524	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		1	1.0	198096.0	3348720.0	761244.0	2788340.0	2652080.0	153245.0	2	0.000932845246535629	2.98180644715916	False	0.000726895119418484	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3.0	1747940.0	2235960.0	1815040.0	2216730.0	2121180.0	1688840.0	0	0.0009807235922374275	0.3239254566385529	False	0.0007528556593977155	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1.0	15051300.0	33519300.0	15159200.0	30957000.0	29916600.0	16717600.0	0	0.0010199419508259168	1.008226297244907	False	0.000778816199376947	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P30864	YAFC_ECOLI	yafC	Uncharacterized HTH-type transcriptional regulator YafC	2	2.0	1112170.0	266283.0	1262500.0	225120.0	214696.0	1125600.0	3	0.0011496777896966126	-2.3095238326942065	False	0.0008047767393561786	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P77756	QUEC_ECOLI	queC	7-cyano-7-deazaguanine synthase	2	2.0	6578440.0	4966470.0	6815130.0	4592650.0	5204390.0	7053770.0	0	0.001423223408763949	-0.469877414254968	False	0.0008307372793354102	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		2	2.0	1478270.0	3272890.0	1676480.0	2884160.0	2936490.0	1658310.0	0	0.0018829936063766621	0.9178876185099796	False	0.0008566978193146419	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P0ADI7	YECD_ECOLI	yecD	Isochorismatase family protein YecD	5	5.0	28251800.0	34180000.0	29039100.0	34201600.0	33625300.0	29640200.0	0	0.001897859789926592	0.23072243770161896	False	0.0008826583592938734	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	19	19.0	16947600.0	17596900.0	16713000.0	17662600.0	17487700.0	16712400.0	0	0.002022533868619369	0.06644385842554444	False	0.0009086188992731049	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		4	4.0	9719420.0	20933500.0	9672820.0	19347000.0	19678100.0	9832810.0	0	0.002040786395285606	1.036761204541518	False	0.0009345794392523365	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	9	9.0	8642750.0	8310530.0	8682340.0	8294330.0	8390900.0	8630430.0	0	0.0024054943702080827	-0.054357998309924174	False	0.0009605399792315681	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2.0	198096.0	2453120.0	205774.0	2067520.0	2332490.0	153245.0	3	0.0024855498902819307	3.6207159890059195	False	0.0009865005192107998	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	10	10.0	49705400.0	51363900.0	48887700.0	51125000.0	51780100.0	49090500.0	0	0.0026552356987447003	0.06293855849929435	False	0.0010124610591900312	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		2	2.0	6568750.0	13965400.0	7423920.0	16149000.0	15804100.0	7357630.0	0	0.002681505115541517	1.1048191731166774	False	0.0010384215991692627	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		11	11.0	11137500.0	20138300.0	11299400.0	21599200.0	22218600.0	10911200.0	0	0.0028301511444516494	0.9394774003789524	False	0.0010643821391484944	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P77766	TRPH_ECOLI	trpH	Protein TrpH	1	1.0	6908420.0	266283.0	5996220.0	225120.0	214696.0	5875240.0	3	0.002862777916812876	-4.733173560662629	False	0.0010903426791277258	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	11664500.0	24208100.0	11143600.0	23943100.0	21730000.0	11764600.0	0	0.002909166957563269	1.0152711052804915	False	0.0011163032191069573	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		11	11.0	13007900.0	30017600.0	13683600.0	26988900.0	27370700.0	13338100.0	0	0.003047927853097069	1.0757860139826692	False	0.001142263759086189	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P0A823	SFSA_ECOLI	sfsA	Sugar fermentation stimulation protein A	3	3.0	1959180.0	2162320.0	1939370.0	2095410.0	2156960.0	1875570.0	0	0.003249291155729487	0.15177845595588604	False	0.0011682242990654205	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P25522	MNME_ECOLI	mnmE	tRNA modification GTPase MnmE	15	15.0	16288600.0	15657600.0	16528000.0	15586000.0	15869800.0	16402500.0	0	0.0035308207408613736	-0.06308082778223502	False	0.0011941848390446522	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3.0	83923400.0	90971200.0	84161300.0	89555800.0	88795300.0	85500000.0	0	0.0035520880456301244	0.08686598725817943	False	0.0012201453790238838	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5.0	23660500.0	25342600.0	23411500.0	25372900.0	24852500.0	23443500.0	0	0.003606110414405893	0.09983502968138763	False	0.0012461059190031155	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		6	6.0	11796400.0	20914200.0	12349200.0	22662200.0	23612500.0	12510200.0	0	0.0037196893151756087	0.874181418816617	False	0.001272066458982347	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P22524	MUKE_ECOLI	mukE	Chromosome partition protein MukE	6	6.0	23869200.0	21965800.0	23097400.0	21164600.0	21277800.0	23486200.0	0	0.00402212441012166	-0.1294126707474995	False	0.0012980269989615785	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		8	8.0	5992700.0	10588300.0	5935000.0	11818200.0	11276300.0	6090390.0	0	0.004110606113559384	0.9025659854568534	False	0.0013239875389408102	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P0AB03	YCBJ_ECOLI	ycbJ	Uncharacterized protein YcbJ	1	1.0	2298230.0	6186320.0	3108470.0	5061130.0	5866230.0	3412780.0	0	0.004235866520919925	0.9563845181900367	False	0.0013499480789200416	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P31063	YEDD_ECOLI	yedD	Uncharacterized lipoprotein YedD	3	3.0	62328200.0	56289000.0	62315600.0	54029300.0	56504600.0	63521500.0	0	0.0042554632449344895	-0.1736832588199222	False	0.0013759086188992733	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18.0	18737000.0	20094900.0	19253500.0	20377100.0	20522600.0	19214000.0	0	0.004672929836403471	0.09255288175996466	False	0.0014018691588785048	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AET8	HDHA_ECOLI	hdhA	7-alpha-hydroxysteroid dehydrogenase	1	1.0	198096.0	7938930.0	205774.0	6526980.0	8150310.0	153245.0	3	0.004732981348808956	5.343238851737474	False	0.0014278296988577363	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	3	3.0	13563900.0	15047100.0	12883200.0	15486700.0	15682100.0	13803100.0	0	0.005863796014632995	0.19939332627139095	False	0.001453790238836968	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8.0	1233560000.0	1289060000.0	1244570000.0	1298690000.0	1311580000.0	1259480000.0	0	0.005942457038226011	0.06111021579763559	False	0.0014797507788161994	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P32157	YIIM_ECOLI	yiiM	Protein YiiM	5	5.0	15098500.0	16097800.0	15216400.0	15837300.0	15723400.0	14841900.0	0	0.0059751002323436666	0.07779029064945493	False	0.001505711318795431	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AEE5	DGAL_ECOLI	mglB	D-galactose-binding periplasmic protein	5	5.0	9108920.0	8210040.0	8804840.0	7919270.0	8290190.0	8891420.0	0	0.006068447618784949	-0.13447816219099057	False	0.0015316718587746626	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AF03	MOG_ECOLI	mog	Molybdopterin adenylyltransferase	5	5.0	50948800.0	46320300.0	51801300.0	46546500.0	47118500.0	53002200.0	0	0.006154378659202266	-0.15397813150030668	False	0.001557632398753894	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	198096.0	13898700.0	4058680.0	11146900.0	10812000.0	4210410.0	1	0.00637774972472134	2.082324443381959	False	0.0015835929387331257	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4.0	45610300.0	41400000.0	46551400.0	40646300.0	42012600.0	44467700.0	0	0.006784154228207996	-0.13924271900298144	False	0.0016095534787123572	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A7D7	PUR7_ECOLI	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	14	14.0	48084600.0	51841600.0	47523100.0	51685400.0	51954400.0	48746300.0	0	0.006803838499795982	0.10713091858208772	False	0.0016355140186915889	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	5	5.0	6609840.0	6174890.0	6493970.0	5991720.0	5949400.0	6414920.0	0	0.00709362996395936	-0.10759394511372256	False	0.0016614745586708203	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15.0	34061500.0	35798800.0	34595900.0	36670900.0	37013400.0	33524500.0	0	0.007362904166253877	0.09956852312845133	False	0.0016874350986500518	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P32160	YIIQ_ECOLI	yiiQ	Uncharacterized protein YiiQ	5	5.0	12905600.0	13738700.0	13045800.0	14190600.0	14173600.0	12804000.0	0	0.007540219446460781	0.11952226499776299	False	0.0017133956386292837	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		6	6.0	13368800.0	23991200.0	13138500.0	21857100.0	21303300.0	13197500.0	0	0.00759173862815833	0.7581083462357717	False	0.0017393561786085152	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	3	3.0	14400400.0	13575100.0	14758700.0	13374200.0	12912000.0	14741000.0	0	0.00771706985750997	-0.1392354643966852	False	0.0017653167185877469	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		8	8.0	7739150.0	16407800.0	8122560.0	14200600.0	14479500.0	7942560.0	0	0.008166390610046993	0.9215199302448517	False	0.0017912772585669783	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P75809	YBJI_ECOLI	ybjI	Flavin mononucleotide phosphatase YbjI	3	3.0	4437560.0	5411420.0	4822370.0	5441870.0	5124240.0	4573490.0	0	0.00943329987629093	0.20788652195830226	False	0.0018172377985462098	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P28630	HOLA_ECOLI	holA	DNA polymerase III subunit delta	4	4.0	570148.0	955416.0	635019.0	815115.0	915723.0	619776.0	0	0.009810138851060192	0.557744322145065	False	0.0018431983385254415	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6.0	22807000.0	23868700.0	22358800.0	23958900.0	24306200.0	23081800.0	0	0.010233189247489621	0.07989711381047375	False	0.001869158878504673	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6.0	58550900.0	67684700.0	57562200.0	63924100.0	64930500.0	60097500.0	0	0.010642736636594782	0.1575171100326017	False	0.0018951194184839047	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9.0	39047900.0	37906800.0	39801400.0	36765900.0	37075500.0	38889700.0	0	0.011553474506660832	-0.07534068630295403	False	0.0019210799584631361	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4.0	21437800.0	21986500.0	20837300.0	22384400.0	22528900.0	21330500.0	0	0.01155379815780268	0.0728481082011483	False	0.0019470404984423676	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		7	7.0	15711800.0	25264000.0	15755400.0	29636300.0	28892600.0	16182200.0	0	0.011570612885692395	0.8143699577628193	False	0.0019730010384215995	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	3	3.0	198096.0	399572.0	205774.0	532396.0	525409.0	153245.0	3	0.011747122991874843	1.38732706233284	False	0.0019989615784008308	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	17	17.0	14354600.0	15433800.0	14378200.0	15014900.0	15150700.0	14552000.0	0	0.011804097423926064	0.07515434799602848	False	0.0020249221183800624	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P33355	YEHS_ECOLI	yehS	Uncharacterized protein YehS	6	6.0	6049630.0	5561580.0	5982050.0	5362880.0	5251910.0	5912280.0	0	0.0121712398867769	-0.14961040823258706	False	0.002050882658359294	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9.0	31964400.0	35858500.0	31360700.0	34843100.0	34220500.0	32946300.0	0	0.012277182035797654	0.12413941273150254	False	0.0020768431983385254	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19.0	203372000.0	215319000.0	205281000.0	222212000.0	220469000.0	205534000.0	0	0.012727233701155737	0.09940960768387772	False	0.002102803738317757	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	25	25.0	22931200.0	22017400.0	23502500.0	22144700.0	22456600.0	23080400.0	0	0.01275901695797263	-0.06137843732083661	False	0.0021287642782969888	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	5078320.0	10513800.0	4657970.0	8511940.0	8806710.0	4460290.0	0	0.012885681935785605	0.9712244881171506	False	0.0021547248182762204	False	True	Human	True	False	False	False	diann231	manual	min	0.5
P76004	YCGM_ECOLI	ycgM	Uncharacterized protein YcgM	3	3.0	2280760.0	2993570.0	2244860.0	2752470.0	2801680.0	2239380.0	0	0.012921645217118999	0.337449715814208	False	0.0021806853582554517	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	11	11.0	89904300.0	93854600.0	89823000.0	95366100.0	93419300.0	89441400.0	0	0.013001717180947722	0.07045499691956192	False	0.0022066458982346834	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5.0	25609100.0	27718000.0	25035400.0	26704100.0	26697800.0	24472400.0	0	0.01328259947541998	0.11091834824393754	False	0.0022326064382139146	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1.0	198096.0	1662860.0	205774.0	1321510.0	1921050.0	153245.0	3	0.01344201999011177	3.138329599314431	False	0.0022585669781931468	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.5
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2.0	18930400.0	17207400.0	20194500.0	17588300.0	16227500.0	20757900.0	0	0.01410214954799847	-0.23098829784941652	False	0.002284527518172378	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0AEG4	DSBA_ECOLI	dsbA	Thiol:disulfide interchange protein DsbA	7	7.0	24150400.0	26486500.0	24685900.0	27220700.0	27709300.0	25631300.0	0	0.015576583494570632	0.12870834104410042	False	0.0023104880581516097	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0ADU5	YGIW_ECOLI	ygiW	Protein YgiW	5	5.0	44033800.0	47523600.0	43149300.0	46753000.0	45678200.0	43780900.0	0	0.016278113357538943	0.09579067610046692	False	0.002336448598130841	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P76569	YFGD_ECOLI	yfgD	Uncharacterized protein YfgD	5	5.0	5356420.0	6489920.0	5726280.0	6093980.0	6387660.0	5119630.0	0	0.016351015269007278	0.22763701713351098	False	0.0023624091381100726	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	11	11.0	24307500.0	24974600.0	24022100.0	25666900.0	25549200.0	24484600.0	0	0.016415972533604894	0.0653950822342877	False	0.0023883696780893043	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
P0A7C2	LEXA_ECOLI	lexA	LexA repressor	8	8.0	29900800.0	28033500.0	29446600.0	27856400.0	26928800.0	29532900.0	0	0.01662175745622445	-0.10190712931060773	False	0.002414330218068536	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.5
