Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5.0	132951000.0	132169000.0	6950970.0	137499000.0	76922.4	6506870.0	1	2.8479449785020557e-06	-4.894673789441762	True	0.0002899314707432789	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3.0	134306000.0	134840000.0	69543.6	126823000.0	6105810.0	72189.7	2	4.414080258406211e-06	-5.985954682142498	True	0.00031628887717448606	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8.0	65164200.0	66102100.0	3807020.0	63893400.0	3206800.0	4262840.0	0	5.4686820451883876e-06	-4.1132434420492565	True	0.00034264628360569324	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		17	17.0	128864000.0	127469000.0	6492640.0	127444000.0	6522990.0	6185860.0	0	5.671565025839147e-06	-4.32097808163008	True	0.0003690036900369004	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		18	18.0	82128200.0	80652100.0	3704140.0	80755700.0	4097870.0	4180130.0	0	8.089565591877688e-06	-4.345177549907683	True	0.00039536109646810753	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	80865200.0	78833700.0	4223650.0	80883600.0	4962630.0	5051610.0	0	9.629712219477661e-06	-4.078724439063816	True	0.0004217185028993147	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10.0	125335000.0	126932000.0	5500260.0	126654000.0	10020400.0	6107460.0	0	2.78021477187395e-05	-4.1309169257568845	False	0.00044807590933052194	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23.0	144617000.0	149022000.0	6625390.0	142951000.0	8793200.0	7430130.0	0	3.505831027638137e-05	-4.256093834132688	False	0.00047443331576172906	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		7	7.0	77603700.0	78948600.0	4183840.0	79913800.0	3912440.0	4417960.0	0	3.942572130848715e-05	-4.239990789532949	False	0.0005007907221929363	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		7	7.0	85069300.0	84823600.0	4847800.0	83029600.0	76922.4	4568420.0	1	5.1916975768211e-05	-4.735665850540519	False	0.0005271481286241434	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P33363	BGLX_ECOLI	bglX	Periplasmic beta-glucosidase	23	23.0	13026300.0	13093200.0	12285700.0	13038100.0	12326800.0	12223600.0	0	7.24522999524994e-05	-0.08817201869913398	False	0.0005535055350553505	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7W1	RS5_ECOLI	rpsE	30S ribosomal protein S5	14	14.0	827923000.0	847827000.0	1005540000.0	819763000.0	1013730000.0	1031190000.0	0	8.5557169238292e-05	0.2896903937000232	False	0.0005798629414865578	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7.0	99100400.0	96527800.0	3503240.0	94185000.0	2943940.0	4220950.0	0	9.774048543202464e-05	-4.763744090560693	False	0.000606220347917765	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		11	11.0	188309000.0	182277000.0	9266280.0	186922000.0	8853870.0	9258640.0	0	9.816379240748432e-05	-4.347861913728418	False	0.0006325777543489721	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		11	11.0	99455200.0	97443900.0	8660640.0	100701000.0	8658030.0	8634290.0	0	0.00010966542941936918	-3.5194040151648496	False	0.0006589351607801792	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		4	4.0	28456400.0	28038300.0	69543.6	27430800.0	76922.4	72189.7	3	0.0001137623060203454	-8.584304459183972	False	0.0006852925672113865	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7.0	115335000.0	116240000.0	69543.6	111559000.0	76922.4	72189.7	3	0.00015723607045003672	-10.615895411832364	False	0.0007116499736425936	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8.0	115325000.0	113092000.0	101808000.0	114803000.0	99627400.0	99375800.0	0	0.00017923663583506617	-0.1902753401413897	False	0.0007380073800738008	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5.0	14780400.0	14650500.0	12737600.0	14583500.0	12963000.0	12662500.0	0	0.00018469180281701755	-0.1982562965851382	False	0.000764364786505008	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9.0	144896000.0	141013000.0	6730360.0	147855000.0	6936510.0	6993270.0	0	0.00020248068150506416	-4.391988386780952	False	0.0007907221929362151	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	43	43.0	853410000.0	852976000.0	878542000.0	857449000.0	879405000.0	883149000.0	0	0.0002126360071874722	0.04283332449572987	False	0.0008170795993674223	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS	Peroxiredoxin	Peroxiredoxin		11	11.0	52262500.0	54255900.0	2837580.0	51836700.0	2832450.0	2741280.0	0	0.0002173715477871845	-4.234689014290366	False	0.0008434370057986294	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3.0	42261100.0	42783000.0	38007100.0	42615700.0	37853300.0	38608300.0	0	0.00022361613400939876	-0.1573511269259954	False	0.0008697944122298367	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P28635	METQ_ECOLI	metQ	D-methionine-binding lipoprotein MetQ	15	15.0	76013000.0	75654500.0	64316100.0	74397600.0	66126800.0	65932600.0	0	0.00022588521919943632	-0.20312333674223612	False	0.0008961518186610439	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P75823	LTAE_ECOLI	ltaE	Low specificity L-threonine aldolase	9	9.0	20729600.0	20325800.0	16642400.0	20535600.0	17272200.0	16972800.0	0	0.00022645687545893805	-0.2754110708593086	False	0.0009225092250922509	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7.0	19206900.0	20229100.0	69543.6	19607300.0	76922.4	72189.7	3	0.00022977490381842603	-8.076968589729137	False	0.0009488666315234581	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	104217000.0	100844000.0	5760070.0	98634500.0	5586600.0	6287410.0	0	0.0002341812842037817	-4.106187316586627	False	0.0009752240379546654	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	Cytochrome	Cytochrome		8	8.0	51298900.0	48338300.0	4153250.0	48328600.0	3778830.0	3342170.0	0	0.00024705123460327407	-3.7141603888090575	False	0.0010015814443858726	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20.0	147306000.0	148422000.0	7296950.0	140954000.0	7377690.0	7507720.0	0	0.0002807285347508207	-4.299098296239365	False	0.0010279388508170797	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	Small	Small		19	19.0	95787100.0	94215200.0	69543.6	91465700.0	9733450.0	72189.7	2	0.00031946404251373715	-4.8330195746303195	False	0.0010542962572482868	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0ADM8	YIEE_ECOLI	yieE	Uncharacterized protein YieE	3	3.0	91949.1	110647.0	400405.0	78682.6	389756.0	395161.0	3	0.00032277644996083876	2.0752068163881767	False	0.0010806536636794942	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24.0	258279000.0	268028000.0	14209600.0	252665000.0	13970600.0	14679800.0	0	0.0003255978206429667	-4.183867716693685	False	0.001107011070110701	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	12	12.0	35242800.0	34570400.0	31510800.0	35245600.0	30969700.0	31713600.0	0	0.0003303126745913747	-0.15748840874377526	False	0.0011333684765419082	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P36683	ACON2_ECOLI	acnB	Aconitate hydratase 2	31	31.0	49547300.0	49971700.0	47723600.0	49944300.0	47491100.0	47909900.0	0	0.0003491832381116279	-0.06251961980825625	False	0.0011597258829731155	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		11	11.0	73931700.0	76493400.0	4405580.0	71870800.0	4291970.0	4538560.0	0	0.0003553936568285251	-4.069930248123726	False	0.0011860832894043227	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		18	18.0	91583000.0	87039200.0	4141290.0	92989300.0	3486210.0	3914220.0	0	0.00037433934698965246	-4.556614422276518	False	0.00121244069583553	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7.0	990840000.0	952828000.0	1265000000.0	999839000.0	1285010000.0	1287830000.0	0	0.0003902852182563533	0.38275850811107687	False	0.001238798102266737	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		4	4.0	17120200.0	18391400.0	1338530.0	17587800.0	1425140.0	1491800.0	0	0.0004410190160277421	-3.6413051734560216	False	0.0012651555086979442	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P23893	GSA_ECOLI	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	12	12.0	111725000.0	112216000.0	101645000.0	111063000.0	101848000.0	99979200.0	0	0.0004417782263646998	-0.14261395926230203	False	0.0012915129151291514	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3.0	29146300.0	31500000.0	69543.6	29778900.0	76922.4	72189.7	3	0.0005465021895936958	-8.691920115940297	False	0.0013178703215603585	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	51586700.0	47617100.0	3111700.0	47327000.0	2432480.0	2142680.0	0	0.0005622384478963132	-4.2526657401277115	False	0.0013442277279915658	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P23847	DPPA_ECOLI	dppA	Periplasmic dipeptide transport protein	2	2.0	91949.1	110647.0	751876.0	78682.6	854227.0	815989.0	3	0.0007591699183413475	3.1061814520138213	False	0.001370585134422773	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5.0	105326000.0	107835000.0	214003000.0	103439000.0	220005000.0	205012000.0	0	0.0007715832879957085	1.0131998297649056	False	0.00139694254085398	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	105200000.0	108969000.0	5662100.0	98708800.0	5371840.0	4485070.0	0	0.0007900583985396774	-4.333490864790891	False	0.0014232999472851872	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	8	8.0	163068000.0	159812000.0	149439000.0	160520000.0	146773000.0	149749000.0	0	0.0008074881565732254	-0.11629992342150222	False	0.0014496573537163943	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8.0	129765000.0	142863000.0	8355560.0	137737000.0	8084380.0	9150250.0	0	0.0008191457830008243	-4.003244924703698	False	0.0014760147601476016	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	65029700.0	60900500.0	69543.6	67198400.0	76922.4	72189.7	3	0.0008241506840659696	-9.78668515275186	False	0.0015023721665788088	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		2	2.0	71362600.0	71416900.0	69543.6	77802100.0	76922.4	72189.7	3	0.0008457164558237111	-9.978435779355415	False	0.001528729573010016	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5.0	11841100.0	11915400.0	15303700.0	11208800.0	15241200.0	14444200.0	0	0.0008769083470971897	0.3636516228434052	False	0.001555086979441223	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P77295	YGAV_ECOLI	ygaV	Probable HTH-type transcriptional regulator YgaV	1	1.0	1947700.0	1776010.0	69543.6	1926990.0	76922.4	72189.7	3	0.0008771580038282836	-4.691696734689478	False	0.0015814443858724301	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P24182	ACCC_ECOLI	accC	Biotin carboxylase	20	20.0	101968000.0	101290000.0	97595000.0	102430000.0	96490600.0	96178300.0	0	0.000932119900701023	-0.07469476357417247	False	0.0016078017923036375	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6L4	NANA_ECOLI	nanA	N-acetylneuraminate lyase	2	2.0	2875420.0	2885020.0	69543.6	2624290.0	76922.4	72189.7	3	0.0009754166907321094	-5.261031464999851	False	0.0016341591987348446	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	64	59.0	1883380000.0	1885340000.0	1956410000.0	1867740000.0	1966190000.0	1959800000.0	0	0.0009784285249830403	0.06161553306847143	False	0.001660516605166052	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		10	10.0	125131000.0	137898000.0	9133010.0	127356000.0	8350660.0	8754850.0	0	0.0010163300334736867	-3.895139369163111	False	0.0016868740115972588	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7K2	RL7_ECOLI	rplL	50S ribosomal protein L7/L12	12	12.0	2731080000.0	2800770000.0	2317040000.0	2686350000.0	2398470000.0	2362500000.0	0	0.0011985599672500987	-0.21547864064783628	False	0.001713231418028466	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	28	28.0	40222600.0	40623300.0	38366200.0	40810400.0	38790700.0	38754100.0	0	0.0012330935707126922	-0.06979354733709447	False	0.0017395888244596733	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P30177	YBIB_ECOLI	ybiB	Uncharacterized protein YbiB	8	8.0	37266500.0	37461100.0	33101600.0	36234700.0	32152700.0	33138600.0	0	0.0012338688285036057	-0.17344347689846526	False	0.0017659462308908804	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P23331	KITH_ECOLI	tdk	Thymidine kinase	6	6.0	17223300.0	17271500.0	15612300.0	17044400.0	15232200.0	15180300.0	0	0.0013035925232742257	-0.1632586912383305	False	0.0017923036373220878	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P33643	RLUD_ECOLI	rluD	Ribosomal large subunit pseudouridine synthase D	7	7.0	13778600.0	14567900.0	17773200.0	14833200.0	17307900.0	18330800.0	0	0.0014353630873252315	0.3068079855827284	False	0.0018186610437532947	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7L3	RL20_ECOLI	rplT	50S ribosomal protein L20	7	7.0	651039000.0	638470000.0	577249000.0	634438000.0	585177000.0	586839000.0	0	0.0014944896693980505	-0.13732019410212076	False	0.0018450184501845018	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P77330	BORD_ECOLI	borD	Lipoprotein bor homolog from lambdoid prophage DLP12	3	3.0	353128000.0	341547000.0	394957000.0	350903000.0	390716000.0	388404000.0	0	0.0015923249664990804	0.16722633761575403	False	0.0018713758566157091	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A832	SSRP_ECOLI	smpB	SsrA-binding protein	3	3.0	20601100.0	20861100.0	18662700.0	20273100.0	18886700.0	18525800.0	0	0.001617482780425792	-0.1387327917261894	False	0.0018977332630469163	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6.0	128739000.0	124440000.0	143032000.0	122585000.0	141923000.0	146678000.0	0	0.0016317157153712355	0.19997831236839175	False	0.0019240906694781236	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	16	16.0	187603000.0	191022000.0	171048000.0	187065000.0	175814000.0	174959000.0	0	0.0017826033333765807	-0.1164566632386269	False	0.0019504480759093307	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7S9	RS13_ECOLI	rpsM	30S ribosomal protein S13	12	12.0	466450000.0	464368000.0	413650000.0	456759000.0	416721000.0	414174000.0	0	0.0018213675692931104	-0.15694943638726425	False	0.0019768054823405376	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9.0	74216600.0	75939500.0	59100300.0	74147800.0	62887100.0	61941100.0	0	0.0018599775709455563	-0.28630966010602515	False	0.002003162888771745	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2.0	49649200.0	57791500.0	69543.6	53976800.0	76922.4	72189.7	3	0.0019105411521164366	-9.527920323207583	False	0.002029520295202952	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2.0	91949.1	153728.0	362482.0	78682.6	353038.0	393834.0	2	0.0019856564766053933	1.7740533211663772	False	0.0020558777016341594	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	9	9.0	582713000.0	557127000.0	674189000.0	544018000.0	674356000.0	693813000.0	0	0.002177593275586536	0.27846529406799025	False	0.0020822351080653665	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11.0	1213150000.0	1225220000.0	1287670000.0	1230810000.0	1287340000.0	1280310000.0	0	0.002247495881982158	0.07139293093614744	False	0.0021085925144965737	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEN1	FRE_ECOLI	fre	NAD(P)H-flavin reductase	7	7.0	33556700.0	33654500.0	29142500.0	32461300.0	29720900.0	30200300.0	0	0.002333498657027392	-0.16235796745306863	False	0.002134949920927781	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	18	18.0	13310400.0	13505200.0	14550000.0	13629700.0	14288500.0	14264000.0	0	0.00245694513692005	0.09179948779930257	False	0.0021613073273589883	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3.0	200973000.0	201699000.0	170316000.0	194328000.0	175320000.0	179366000.0	0	0.002510957685687786	-0.18540801274068056	False	0.002187664733790195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75736	YBFF_ECOLI	ybfF	Esterase YbfF	6	6.0	9476350.0	9510750.0	8376460.0	9149570.0	8155690.0	7892300.0	0	0.0027440129871239625	-0.20412551908419999	False	0.002214022140221402	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4.0	16511300.0	18388700.0	69543.6	15357200.0	76922.4	72189.7	3	0.0027931045422221485	-7.844525528138938	False	0.0022403795466526093	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10.0	201384000.0	197144000.0	215779000.0	198755000.0	214324000.0	214678000.0	0	0.002816433343026031	0.1103945720036935	False	0.0022667369530838164	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	26	26.0	36786800.0	37173500.0	35002400.0	36506300.0	34739500.0	34157800.0	0	0.0028308409223789413	-0.08841874256066212	False	0.002293094359515024	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7S3	RS12_ECOLI	rpsL	30S ribosomal protein S12	3	3.0	316350000.0	322061000.0	447207000.0	321746000.0	436792000.0	466344000.0	0	0.0031805126848481313	0.4919836797181311	False	0.002319451765946231	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3.0	23109800.0	21814000.0	29269300.0	23468800.0	27318000.0	27503700.0	0	0.0032695189653231455	0.29811116592333786	False	0.002345809172377438	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15.0	217921000.0	211218000.0	246944000.0	221314000.0	241439000.0	237706000.0	0	0.0033478238636041823	0.1587015812798058	False	0.0023721665788086453	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
