Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5.0	365411000.0	245203000.0	354348000.0	261152000.0	254661000.0	346839000.0	0	0.00015913075462106244	0.48701783677029864	False	0.0008562532433834978	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		7	7.0	127879.0	78597000.0	128457.0	79357000.0	82537700.0	154134.0	3	0.00022724959557149553	-9.194494604645723	False	0.0008822003113648159	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7.0	127879.0	100457000.0	128457.0	97119200.0	95429300.0	154134.0	3	0.0002291925895832936	-9.47943524668458	False	0.0009081473793461339	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13.0	127879.0	98845700.0	128457.0	96456100.0	101663000.0	154134.0	3	0.0002315513035153101	-9.498799435798814	False	0.000934094447327452	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4.0	127879.0	22122500.0	128457.0	21615800.0	20970500.0	154134.0	3	0.00023970697826655957	-7.300541329336301	False	0.0009600415153087702	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8.0	127879.0	73932400.0	128457.0	77510800.0	77795200.0	154134.0	3	0.0002652547278238062	-9.125356232903963	False	0.0009859885832900882	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	9	9.0	241184000.0	219541000.0	237846000.0	218316000.0	222448000.0	240816000.0	0	0.0002868555269799204	0.12455572665895746	False	0.0010119356512714064	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5.0	127879.0	77225300.0	128457.0	76137100.0	80546100.0	154134.0	3	0.00028998108398594003	-9.154451789716958	False	0.0010378827192527244	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		18	18.0	127879.0	89800800.0	128457.0	85362800.0	89976400.0	154134.0	3	0.0002923509943084763	-9.335261837913714	False	0.0010638297872340428	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	13	13.0	34743000.0	32831300.0	34754300.0	32579800.0	32964600.0	34423200.0	0	0.00029705141660207207	0.07910637587623372	False	0.0010897768552153608	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	8	8.0	9672890.0	10612500.0	9574140.0	10710300.0	10508400.0	9770060.0	0	0.00032266124999314844	-0.13353870102333998	False	0.0011157239231966787	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS	NEDD8	NEDD8		3	3.0	127879.0	106660000.0	128457.0	102749000.0	100189000.0	154134.0	3	0.0003330379107378063	-9.558903652701815	False	0.001141670991177997	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	8	8.0	88799700.0	96328400.0	86967000.0	95276000.0	96708600.0	88092100.0	0	0.0003673178017816031	-0.12786978935020846	False	0.001167618059159315	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3.0	127879.0	123861000.0	128457.0	123466000.0	116445000.0	154134.0	3	0.00039524376885415226	-9.791542002149908	False	0.0011935651271406333	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1.0	534738.0	118416.0	582881.0	184303.0	82097.6	615545.0	3	0.0003980327442407163	2.171165235717414	False	0.0012195121951219512	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P09551	ARGT_ECOLI	argT	Lysine-arginine-ornithine-binding periplasmic protein	1	1.0	127879.0	1341140.0	128457.0	1228520.0	1266180.0	154134.0	3	0.0004166670846424332	-3.2241938553356966	False	0.0012454592631032696	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6.0	254590000.0	232284000.0	254019000.0	233357000.0	236733000.0	258780000.0	0	0.00045048957034638345	0.1277186438714769	False	0.0012714063310845876	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		4	4.0	1056000.0	18220600.0	958378.0	18232800.0	16947400.0	1220380.0	0	0.0004573280670536314	-4.0451316652665446	False	0.0012973533990659055	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		11	11.0	3819810.0	102225000.0	4360580.0	99941400.0	107752000.0	3618080.0	0	0.000490204755335801	-4.71521671967926	False	0.0013233004670472237	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		2	2.0	127879.0	22617500.0	128457.0	21841900.0	23655300.0	154134.0	3	0.000539674473520509	-7.374545589481866	False	0.001349247535028542	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0AEG6	DSBC_ECOLI	dsbC	Thiol:disulfide interchange protein DsbC	3	3.0	93075000.0	124433000.0	93480300.0	125279000.0	131798000.0	99676100.0	0	0.0005706608143363351	-0.41453892646192103	False	0.00137519460300986	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10.0	127879.0	125992000.0	128457.0	118568000.0	128456000.0	154134.0	3	0.0005719311486650343	-9.827745015180227	False	0.001401141670991178	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15.0	127879.0	159612000.0	128457.0	148345000.0	148881000.0	154134.0	3	0.0005812052208444618	-10.120190160730008	False	0.001427088738972496	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0A7L8	RL27_ECOLI	rpmA	50S ribosomal protein L27	5	5.0	732076000.0	659970000.0	715124000.0	663864000.0	649909000.0	723644000.0	0	0.0005859922141431437	0.13732190603022085	False	0.0014530358069538144	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17.0	73231500.0	67122500.0	73010200.0	66979100.0	65776600.0	74675200.0	0	0.0005883028383088464	0.14438265707524534	False	0.0014789828749351324	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AEZ3	MIND_ECOLI	minD	Septum site-determining protein MinD	18	18.0	67768400.0	65359200.0	67267800.0	64949500.0	64778900.0	67211300.0	0	0.0006438804775926665	0.0519997880314692	False	0.0015049299429164506	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0ADT2	YGIB_ECOLI	ygiB	UPF0441 protein YgiB	2	2.0	1263070.0	2316750.0	1528140.0	2360900.0	2520330.0	1433710.0	0	0.0007169109774185768	-0.7686680698237026	False	0.0015308770108977687	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7S3	RS12_ECOLI	rpsL	30S ribosomal protein S12	3	3.0	442007000.0	342065000.0	468046000.0	316168000.0	336581000.0	478130000.0	0	0.0009154993401898433	0.48069905077954644	False	0.0015568240788790867	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7.0	1781690000.0	1233530000.0	1773830000.0	1169430000.0	1178770000.0	1774410000.0	0	0.0010041821284720864	0.5734599982777577	False	0.0015827711468604049	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12.0	4973660.0	4370480.0	4877290.0	4400000.0	4493980.0	5038160.0	0	0.0010280539909709242	0.16669157483697	False	0.0016087182148417228	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		2	2.0	127879.0	77613200.0	128457.0	69366100.0	73949700.0	154134.0	3	0.0010515464269029763	-9.072090305871697	False	0.0016346652828230412	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P76344	ZINT_ECOLI	zinT	Metal-binding protein ZinT	1	1.0	786085.0	118416.0	670369.0	184303.0	82097.6	632757.0	3	0.0010562067241808232	2.440715265119696	False	0.0016606123508043592	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AE67	CHEY_ECOLI	cheY	Chemotaxis protein CheY	3	3.0	5679100.0	7315910.0	5506720.0	7825640.0	7606070.0	6049510.0	0	0.0011125624550200118	-0.40034668747502367	False	0.0016865594187856772	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P37052	YCHJ_ECOLI	ychJ	UPF0225 protein YchJ	1	1.0	1962640.0	118416.0	2303330.0	184303.0	82097.6	2147850.0	3	0.0011391519104444827	4.058940926256752	False	0.0017125064867669956	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0ACJ8	CRP_ECOLI	crp	cAMP receptor protein	8	8.0	151306000.0	169137000.0	155187000.0	165853000.0	170326000.0	150549000.0	0	0.0012327320619280172	-0.14485911301265428	False	0.0017384535547483135	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4.0	185953000.0	157819000.0	180128000.0	158267000.0	154516000.0	187002000.0	0	0.0012554901648126724	0.2329885470606163	False	0.0017644006227296317	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2.0	2293880.0	5543460.0	2613350.0	4830050.0	5036280.0	2686670.0	0	0.0013629940130130153	-1.0209342952542182	False	0.0017903476907109497	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P69805	PTND_ECOLI	manZ	Mannose permease IID component	6	6.0	30531000.0	26456200.0	29572900.0	27389200.0	26417200.0	30202400.0	0	0.0014814180749058686	0.17009874627878752	False	0.0018162947586922678	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	9	9.0	666620000.0	537691000.0	652018000.0	504860000.0	506203000.0	667557000.0	0	0.001502789344203583	0.35889926180937537	False	0.001842241826673586	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P33136	OPGG_ECOLI	mdoG	Glucans biosynthesis protein G	20	20.0	55321100.0	53083100.0	55866800.0	52801900.0	52067000.0	56119900.0	0	0.0015955748558895563	0.08301850162602187	False	0.001868188894654904	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7.0	127879.0	106630000.0	128457.0	110085000.0	96159200.0	154134.0	3	0.001611779035711993	-9.574090198021235	False	0.0018941359626362224	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3.0	22499500.0	23937400.0	21968600.0	24360100.0	23956700.0	22474600.0	0	0.0016160330460846621	-0.11015471076632571	False	0.0019200830306175404	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P76658	HLDE_ECOLI	hldE	Bifunctional protein HldE	22	22.0	33681400.0	35116100.0	33429900.0	34711100.0	35025700.0	33843200.0	0	0.0016411724608574585	-0.05466154418503709	False	0.0019460300985988583	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0ACC1	PRMC_ECOLI	prmC	Release factor glutamine methyltransferase	2	2.0	127879.0	1445180.0	128457.0	1249800.0	1346730.0	154134.0	3	0.0017686246093174876	-3.2996171206638687	False	0.0019719771665801765	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8.0	80335900.0	92544000.0	76147600.0	88458000.0	91454000.0	77267100.0	0	0.0018049529242199136	-0.22105319398666212	False	0.0019979242345614947	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1.0	127879.0	56912100.0	128457.0	49780500.0	56694400.0	154134.0	3	0.0018527442820329336	-8.636800700003235	False	0.002023871302542813	True	True	Human	True	False	False	True	diann231	manual	min	1.660964047443681
P25714	YIDC_ECOLI	yidC	Membrane protein insertase YidC	4	4.0	38050200.0	31826000.0	37794300.0	31164700.0	30472300.0	36144400.0	0	0.0018633450829822838	0.26088849274953757	False	0.002049818370524131	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6.0	147380000.0	121165000.0	140966000.0	123807000.0	116056000.0	141026000.0	0	0.001892039265556582	0.2501173823727321	False	0.0020757654385054488	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AD59	IVY_ECOLI	ivy	Inhibitor of vertebrate lysozyme	5	5.0	21180300.0	26071000.0	20994600.0	26655100.0	27790700.0	22631900.0	0	0.0019336155045165382	-0.3131446369056001	False	0.002101712506486767	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8.0	1457140000.0	1231520000.0	1413410000.0	1242990000.0	1245720000.0	1427800000.0	0	0.0020539123618761286	0.2083911438290878	False	0.0021276595744680856	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P77295	YGAV_ECOLI	ygaV	Probable HTH-type transcriptional regulator YgaV	1	1.0	127879.0	1277150.0	128457.0	1145910.0	1101250.0	154134.0	3	0.0020662243090925725	-3.101992141198619	False	0.0021536066424494033	True	True	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0A7K6	RL19_ECOLI	rplS	50S ribosomal protein L19	11	11.0	647127000.0	588190000.0	652341000.0	593154000.0	603409000.0	653675000.0	0	0.0020737770920586105	0.1300731534688175	False	0.0021795537104307215	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5.0	13189100.0	16148100.0	13634500.0	16582700.0	15735900.0	14078200.0	0	0.002081773586473616	-0.24482952118709567	False	0.0022055007784120392	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2.0	582420.0	833302.0	560923.0	822608.0	828633.0	531618.0	0	0.0020942018425350283	-0.5688530067645394	False	0.0022314478463933574	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9.0	22223200.0	28120900.0	23796200.0	26926900.0	27984000.0	23461900.0	0	0.00216979150912152	-0.2570392267745111	False	0.002257394914374676	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1.0	531264.0	1272550.0	729614.0	1286470.0	1485070.0	743073.0	0	0.002175354260942636	-1.0129678717157482	False	0.002283341982355994	True	False	Ecoli	False	True	False	True	diann231	manual	min	1.660964047443681
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	7	7.0	9533390.0	7849570.0	10356400.0	7092010.0	7708530.0	9742030.0	0	0.0023969266327490027	0.3876291832924105	False	0.002309289050337312	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2.0	22095600.0	27241300.0	20735000.0	25595300.0	27470100.0	20997100.0	0	0.002438847527198499	-0.3313376951079938	False	0.00233523611831863	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1.0	127879.0	70742000.0	128457.0	67871300.0	59689700.0	154134.0	3	0.0025098523711805367	-8.916214004332822	False	0.002361183186299948	False	True	Human	True	False	False	False	diann231	manual	min	1.660964047443681
