protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P55957ups|BID_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	7093640.756770844	7386449.4181484785	6853796.740996228	3	0.000461237454042781	-5.470805040214614	False	0.00032162295893122217	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AGD3	1211947191.47373	1193407641.9529178	1205970603.5430624	1127141510.7080488	1114789999.3459263	1125675496.9692924	0	0.0004681097104322932	0.10080464694611212	False	0.0003463631865413162	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	3312805.7912413543	3534200.989814784	3569035.5459265835	3	0.0004710517894958571	-4.436465415763017	False	0.0003711034141514102	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	8982159.789262976	9723595.480560455	9215844.793985143	3	0.0005552081298007641	-5.859039817959691	False	0.00039584364176150423	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	2879441.338762392	3120015.998235107	3097594.97967219	3	0.0005658076089071694	-4.241129254696766	False	0.00042058386937159824	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	14207750.495584428	14410317.678475993	15369655.817491405	3	0.0006033369572508826	-6.514759154946029	False	0.00044532409698169224	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A6M8	9844954613.507149	9719775190.484346	9923698127.313251	10492239684.232782	10655642256.265764	10555823513.30182	0	0.0007900679688370685	-0.10450255659879373	False	0.0004700643245917863	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9B6	22036740.250469904	22529894.183099035	22489685.722606637	24572063.685233902	24454183.439060178	25074386.06499745	0	0.0008030703021397678	-0.14411255574666512	False	0.0004948045522018803	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	3583066.6352874264	3362812.967765029	3720425.9555841098	3	0.0008339070776897357	-4.470718762293529	False	0.0005195447798119743	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AA25	1194492365.7761054	1190729578.415481	1191416509.2239988	1176917374.3107023	1175829276.2812805	1172245472.5882585	0	0.0008424338537941419	0.020984256312877002	False	0.0005442850074220683	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	15056947.610716756	14541457.947260415	16064014.650792126	3	0.0008743466373396912	-6.56866552715195	False	0.0005690252350321624	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	28104371.6462138	27354579.9905801	25422014.49261768	3	0.0008858927646669423	-7.393458429998419	False	0.0005937654626422564	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	7606910.724851645	6873252.219503613	7372375.393915353	3	0.0008955380272482555	-5.505459068994371	False	0.0006185056902523503	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	35887212.89481685	33209301.179124497	32468195.831028678	3	0.0009473149812611082	-7.721985498818925	False	0.0006432459178624443	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	885496.6489644594	813695.5116984008	933983.4748518112	3	0.001033605051807801	-2.4525338584949075	False	0.0006679861454725384	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A9X9	996240209.5767382	978264450.5409864	970089556.8712844	821216071.5822661	829221174.8525221	822429207.7453413	0	0.0010493840665362904	0.25188450572932347	False	0.0006927263730826324	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACV0	170979.2527276151	172174.93195937865	137899.52840575587	648176.4815515021	741673.8125	733777.310355687	3	0.0010570993728879073	-2.1422609045254197	False	0.0007174666006927265	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABQ4	67634956.25499377	67163364.34387636	66359477.50907133	70757670.82755014	71983052.82958463	71679399.10841791	0	0.0010801384347288833	-0.09211263854995037	False	0.0007422068283028204	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	9915106.187772997	8824642.251980016	9500154.467457648	3	0.0011629023397243293	-5.875393327978002	False	0.0007669470559129144	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	18398028.462663934	18106421.63706817	20257436.8997773	3	0.0012835821723187213	-6.882580750886582	False	0.0007916872835230085	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	13329497.127109569	15013554.934480768	14634672.238889828	3	0.0012879770123201497	-6.4812472926620535	False	0.0008164275111331025	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	3606173.590028133	3701315.677449332	4064465.535159051	3	0.001389051882514274	-4.563138469758211	False	0.0008411677387431965	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00959	404403001.8629634	410281741.8242466	406817685.7467131	425789974.6672848	420885606.3384808	424515981.4796932	0	0.0019789879849079414	-0.05752472099488421	False	0.0008659079663532904	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P23843	193248747.3879144	197761691.57023063	197425833.16482243	210768099.2886229	207911485.2303937	211518795.78418347	0	0.0020838934450264275	-0.09891986714489959	False	0.0008906481939633845	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P76346	3857362.759627642	3993515.578895396	4040694.6097365255	4578141.480206504	4469165.631899388	4416253.58957282	0	0.0021236799023708697	-0.17912045026873805	False	0.0009153884215734785	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7L3	1401770066.544345	1403069781.4772313	1376162978.147967	1218480544.5515718	1226243443.0227318	1171999418.3143077	0	0.0022193218932771972	0.20916574853994263	False	0.0009401286491835726	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	3674218.1065575313	3607163.430722907	4169641.38073168	3	0.002266238096228633	-4.5731346793422425	False	0.0009648688767936666	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AFX0	18639736.98219165	19273700.97682609	19746326.35412663	15763608.85580629	15248139.317485636	15577334.257550856	0	0.0023798884789508297	0.30757302282990917	False	0.0009896091044037606	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	3564844.8238462205	4092267.2500000033	4168313.6450262032	3	0.002436218148376224	-4.619550321504165	False	0.0010143493320138547	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P07021	10526638.761731684	10278195.840204194	9812758.748644968	12165242.599571384	12112557.306718623	12516415.821257789	0	0.002452606329347589	-0.26511809731081104	False	0.0010390895596239485	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9P0	1684248827.791432	1693450593.675541	1700898098.2205727	1760448180.880424	1755603137.0428083	1760156504.9263957	0	0.0026837620224686104	-0.05507124707016498	False	0.0010638297872340426	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77129	170979.2527276151	172174.93195937865	137899.52840575587	1725112.6705049805	1537786.2499999986	1451361.7163391963	3	0.002807428989903165	-3.292761627588855	False	0.0010885700148441366	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02942	90295470.68134528	91127867.17235066	87589503.67219555	100078112.30136044	97250817.80810069	99726122.12268148	0	0.0028564222971372974	-0.1430552831787643	False	0.0011133102424542305	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6B7	748989859.8491167	748208003.7409548	744330831.533454	765422628.2345121	770361016.5749093	762920405.6286206	0	0.0032473573627903657	-0.036337768120877904	False	0.0011380504700643247	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6P9	7677653574.218963	7608508838.6838	7755537192.274453	7985153188.149263	8102353051.020655	8020043592.492552	0	0.0033452735170802477	-0.06523789324438234	False	0.0011627906976744186	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7S9	2422674187.6886635	2461917265.6308794	2417240800.3219914	2331614446.817541	2292389588.6209483	2324986563.4625845	0	0.0034263061970813856	0.07145509675118414	False	0.0011875309252845129	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFG8	3470788550.46989	3490813204.233848	3492263547.63481	3540345474.210989	3554851612.27192	3533647052.1356606	0	0.0034638000296075403	-0.02394824030472999	False	0.0012122711528946067	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00805	683553963.1139616	677596534.2072736	672775825.0949441	708654325.2965006	698886575.8652658	703432505.4283942	0	0.003754238523334099	-0.05364098465497638	False	0.0012370113805047005	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75849	34356176.06822037	34611877.62964533	33149977.262851886	28715060.74476199	30584296.383307826	29779844.15799571	0	0.0038945435406412964	0.1970770974787138	False	0.0012617516081147948	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS	170979.2527276151	2087027.179208832	1949746.1599394984	5320745.741585102	6980842.8302594805	7066005.766698726	1	0.003908638933101105	-2.2025229825644868	False	0.0012864918357248887	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	18262654.460095644	16563088.637892202	20560738.14815032	3	0.003978951172202193	-6.8471920852262524	False	0.001311232063334983	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P08660	64878440.04276237	66806541.55401199	66241532.64748988	60172647.09793887	61176413.3199272	58564795.30478523	0	0.004127678397027587	0.13765859154391175	False	0.0013359722909450768	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0C0S1	91287093.151709	87871090.43545276	89042615.94154629	81124511.4606875	82319877.70727053	78534279.2788123	0	0.004488880805446802	0.14843366526291474	False	0.0013607125185551706	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0CK95	181659993.68673563	182365874.7526025	178054907.59745836	196486573.5104503	191582986.1453035	191509724.1377587	0	0.004717200733390363	-0.09649818368011483	False	0.001385452746165265	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28635	410908021.2908295	406113672.6606536	400266991.0456242	347818512.41879946	362510819.4142524	366391851.5664305	0	0.004854623519283656	0.1770266368339939	False	0.0014101929737753587	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09373	19905279634.13033	20343578156.4296	20748151288.287647	21944671762.96736	22013127782.77244	22515326610.76065	0	0.0049475951415245915	-0.1240327003716666	False	0.001434933201385453	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P67699	170979.2527276151	172174.93195937865	137899.52840575587	4026168.167601804	3294947.9217554512	3302233.9704124224	3	0.0050315515954838085	-4.464896989466335	False	0.0014596734289955469	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAD6	5265596.154314303	4432260.693081138	5018130.289535674	7444431.551427922	7697962.936646977	8768195.51615777	0	0.005589432982711843	-0.7002654092363231	False	0.0014844136566056407	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6J8	322374867.9356342	328258276.6054693	327826978.5426191	311349237.3432294	315712369.2547097	310527375.5209707	0	0.0058033322362669925	0.06155743901672803	False	0.001509153884215735	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABL5	10135871.638150286	9970920.255946314	8886866.854631525	6842987.764931032	6140094.673481827	7453156.153084339	0	0.006398575908518922	0.5046077162105114	False	0.0015338941118258288	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A850	8595487759.032139	8570036097.019008	8484027829.718285	8792770733.452332	8746624450.222456	8816741455.074968	0	0.0071142860313656965	-0.03920530130497602	False	0.001558634339435923	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADP9	144199030.31331378	140948788.96663806	140386894.91644824	134957269.2668471	133499855.87102908	130629128.32654804	0	0.007236843037117979	0.0925762425957257	False	0.001583374567046017	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A903	531349456.1415571	527157887.972011	545466867.9727523	579199382.8675582	566222121.731791	570109759.2465398	0	0.00734033797518487	-0.09700447077972073	False	0.0016081147946561108	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	6347529.751051893	4887605.0	5046263.134873383	3	0.007594706372010394	-5.080882771176339	False	0.001632855022266205	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A9P4	369876862.5161356	355108924.10035014	355589822.2234304	392350167.5698651	386240375.62161314	398017978.4554773	0	0.007696192286344575	-0.12283436780470638	False	0.001657595249876299	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A905	287020930.9228811	295114835.49070555	293608010.02039367	320009718.41442573	325837180.1113711	311892057.4013825	0	0.007818851723301587	-0.12912365405026896	False	0.001682335477486393	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA04	1190279355.4226973	1193484648.2121046	1154414912.2538934	1330724304.046663	1318779458.2417684	1395896436.5633218	0	0.00811954714943951	-0.1932754280882778	False	0.001707075705096487	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P10443	4755425.538584625	4701399.803502863	4865381.253933382	4344360.533969119	4365319.867626646	4399241.023486427	0	0.00846187996504439	0.12770479461603051	False	0.0017318159327065809	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7D4	1095300005.1366498	1086643894.797382	1086605587.107524	1111000223.932024	1119895246.1788795	1126782256.0006845	0	0.008601449599528372	-0.03881322506568574	False	0.0017565561603166751	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P61949	377114693.3233609	370668476.2308992	372705733.88829625	350704940.04018205	355862003.8119632	360389954.2892185	0	0.008752719482510775	0.07062646466509961	False	0.001781296387926769	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77690	4862067.579215377	4603851.711684415	4711416.563144273	4210101.928771766	4352765.56596945	4189550.355962344	0	0.008876597342753053	0.15281564567365355	False	0.001806036615536863	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAI9	184459183.0280044	186499435.2639084	185223861.52653828	167694272.21458596	170640425.2044335	173906044.9571072	0	0.008997669660923526	0.11873629344736432	False	0.001830776843146957	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P31802	21598798.404998045	21827198.017773867	22200504.479947392	20151973.0826892	20909102.602269817	20354214.687944382	0	0.009358532280899754	0.09568062943003675	False	0.001855517070757051	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P14407	773690283.7017745	788478967.6679064	783758813.2508073	750744386.9913445	752857657.4071585	761188098.4673382	0	0.009364384448049518	0.05078140006924783	False	0.0018802572983671452	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30850	322391470.6281934	315985238.3512872	318261978.00183856	309144065.89188	308555019.21106493	304221748.02168626	0	0.009724273685682277	0.05333126651410398	False	0.001904997525977239	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21888	399480474.6555551	395948394.018325	403186817.75168014	420394096.29837495	416845362.7599872	428789732.2332616	0	0.009803856112479008	-0.07894151002405472	False	0.001929737753587333	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AD01	3186031.8118534437	3414287.6537539475	3233861.1564071584	3646311.537742172	3727562.011870654	3781673.232442892	0	0.010203772722394843	-0.181884469953171	False	0.001954477981197427	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P08390	68275519.18447533	72520291.7648974	70926919.60653433	79752246.24808277	77508348.16828065	77839852.40979663	0	0.010427240215087018	-0.15110111552016978	False	0.0019792182088075212	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A717	1158753793.1878302	1191112736.9605737	1137733774.024438	1274596097.7522285	1288204588.896942	1288764434.1585329	0	0.010827764830395353	-0.14321010829003128	False	0.002003958436417615	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P05020	91189948.92933784	90892817.08334056	92594393.47461224	95604813.62611958	98193231.187524	95812277.93204483	0	0.01106954471362187	-0.07637607664377809	False	0.0020286986640277093	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45578	469847547.7629246	458131853.1083262	461721774.829002	514902283.8035772	545311641.0445484	543708351.5451833	0	0.01145744689380373	-0.20682953585762728	False	0.0020534388916378034	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45470	4251766.538937639	4161126.596595613	4540780.382687809	5687421.50039714	5115715.125063506	5230916.614276769	0	0.011494347477113899	-0.307777881446315	False	0.002078179119247897	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACZ4	68779948.58834915	70148016.87484185	67233592.87126318	74581745.93630934	72647112.96509667	73721609.90261994	0	0.011581405013482789	-0.09994764475390704	False	0.002102919346857991	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9L8	22268810.552203268	23579486.85280118	20062721.325951952	26599877.01588208	28666740.510958727	28486503.311734565	0	0.0121369965531459	-0.34562328050148117	False	0.002127659574468085	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P78067	67348378.81761707	64878171.89391435	67461883.17914465	70807908.51803605	74467691.15560316	73977642.7211864	0	0.012409798299399522	-0.13484740473096815	False	0.002152399802078179	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	9753119.91128034	10024463.999999996	6865763.581837559	3	0.013159234897855396	-5.791433554794532	False	0.0021771400296882733	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A9Y6	2447042650.4386725	2388722488.706908	2508038149.428896	2175624228.508676	2199196976.998304	2205635346.197126	0	0.013243582053369106	0.1583397336454441	False	0.0022018802572983673	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFX7	7603225.983504187	7915368.601187856	7158103.705997124	9396456.437355949	8664212.325321933	8720636.5854833	0	0.013284252537209131	-0.24001568048969957	False	0.002226620484908461	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7J3	6412109360.453907	6429035595.7752	6630805591.681838	6850342270.947162	6992014578.469545	6806950966.72009	0	0.013321936124538792	-0.08469601276808757	False	0.002251360712518555	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS	170979.2527276151	172174.93195937865	137899.52840575587	2620428.760496727	3579412.47606461	3860646.992894064	3	0.013481364291072793	-4.386358519517203	False	0.0022761009401286495	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A978	23602113.777371943	22007640.420064468	22282961.51696984	19390547.596088227	20544912.386051446	19853918.557580262	0	0.014031432703292724	0.18336757902949452	False	0.0023008411677387436	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7C2	80736939.15025043	78651146.4515888	81246382.4642522	86458923.3246261	83753444.58932881	84498063.99067277	0	0.01432626153373033	-0.08201474128627685	False	0.002325581395348837	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF70	955340.4841211966	913725.7311960512	897047.6473402311	1873166.7852043144	1563567.312912593	1916869.0654908868	0	0.0144992711986693	-0.9526496590748242	False	0.0023503216229589312	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P69811	726961850.1821201	731142278.5826321	715456974.697345	756816187.2477068	784753231.3039927	780806848.9081746	0	0.014565524199613593	-0.09554108070553351	False	0.0023750618505690257	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFK9	218209381.0050348	220143345.15899992	217455394.9300365	211370386.80334076	205946828.579274	206007668.80600637	0	0.014618126790465522	0.07328945848675211	False	0.0023998020781791194	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P15067	8153850.731697246	8020648.046036779	7850851.877047216	7660023.592877925	7386850.457851514	7518131.976078659	0	0.014857951820021312	0.09047032369955413	False	0.0024245423057892134	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9F3	79614240.02364026	81406892.61854179	80576924.8681875	77044880.18215035	76634890.93414569	76920308.5690552	0	0.015433219836747844	0.06721584367279496	False	0.0024492825333993075	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9B2	11500011708.227665	11476420908.972927	11512593298.22186	11759005393.327295	11824132131.021805	11923535386.57712	0	0.01572688083962517	-0.04195279866481133	False	0.002474022761009401	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A972	3492178184.77902	3479054651.6992817	3606253169.130808	3238401785.151381	3322370771.5763035	3359474783.9739785	0	0.015813279507059935	0.09254878018992398	False	0.0024987629886194956	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACF0	6250110227.747668	6352396581.58048	6296387158.543897	6110466097.936122	5962361913.187363	6089295246.214057	0	0.01587427883153764	0.05736893325768789	False	0.0025235032162295896	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA16	148530994.7988775	144970492.3764187	149205892.43348196	154614844.28857377	155849185.02916506	153040640.11730003	0	0.016428541229578663	-0.06623045060169898	False	0.0025482434438396837	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AE67	15034423.865904756	13477788.069184754	12549812.212282	19111619.172748167	16652106.52111958	17398906.248972334	0	0.017158757570344997	-0.3726077837677229	False	0.0025729836714497773	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9Q9	237843041.58910492	219828689.02647775	232084702.5451395	270848089.79255974	252561630.3365694	256320581.07578415	0	0.017701242499909123	-0.1768881931433935	False	0.0025977238990598714	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AED0	286677480.6933184	283514279.5399888	287257840.78217363	326833764.842468	344391912.2342827	322977281.5539316	0	0.017801591072220034	-0.21348852121219736	False	0.002622464126669966	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
