Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P69931	HDA_ECOLI	hda	DnaA-homolog protein hda	8	8.0	5055260.0	6425190.0	5800190.0	5566610.0	6025450.0	6059880.0	0	0.368906067442761	-0.09674128646638554	False	0.022630761263593993	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1.0	1333250.0	2096700.0	1949840.0	1659460.0	1570270.0	1778820.0	0	0.3689931054695446	-0.18959422743033075	False	0.022656654583117556	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AED9	DCM_ECOLI	dcm	DNA-cytosine methyltransferase	5	5.0	1476070.0	1434270.0	1512320.0	1536580.0	1518080.0	1316130.0	0	0.3695760810064695	0.07203609998533848	False	0.022682547902641122	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	2	2.0	5644400.0	5985720.0	6293340.0	6256780.0	6105580.0	6581060.0	0	0.37184110348879773	-0.061074681892657086	False	0.022708441222164682	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGC7	SMP_ECOLI	smp	Protein smp	2	2.0	964235.0	853695.0	1056310.0	1100120.0	1064140.0	88633.6	1	0.37204457186822215	0.594823400486333	False	0.022734334541688248	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	6	6.0	54345200.0	58363600.0	59549700.0	59218600.0	58093000.0	59716900.0	0	0.3722744487322788	-0.043878143454221294	False	0.022760227861211808	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09158	SPEE_ECOLI	speE	Spermidine synthase	6	6.0	25394000.0	25639200.0	25772800.0	24770600.0	25616500.0	25456100.0	0	0.37235797902708906	0.01734099314545661	False	0.02278612118073537	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P30128	GREB_ECOLI	greB	Transcription elongation factor GreB	7	7.0	7322980.0	6660220.0	6648740.0	6575680.0	6630430.0	6587140.0	0	0.37241094306924366	0.05561667535932589	False	0.022812014500258937	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	7	7.0	413827000.0	419244000.0	416527000.0	450611000.0	446186000.0	451235000.0	0	0.37241878550955565	-0.04949000947266557	False	0.022837907819782496	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	1	1.0	73874.6	1024400.0	902822.0	102425.0	131226.0	1447340.0	3	0.3724363378686235	-1.216247433500509	False	0.022863801139306063	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76245	YEAP_ECOLI	yeaP	Probable diguanylate cyclase YeaP	1	1.0	2642320.0	2318950.0	2024090.0	2750940.0	2490530.0	2823000.0	0	0.37244559155060125	-0.14121075819754222	False	0.022889694458829622	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P30131	HYPF_ECOLI	hypF	Carbamoyltransferase HypF	2	2.0	1026970.0	1175400.0	1359560.0	1195280.0	1326730.0	88633.6	1	0.3724467934194044	0.5944306229886006	False	0.022915587778353185	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	13	13.0	69750600.0	71696000.0	71899500.0	72588200.0	71882800.0	71720900.0	0	0.3727580895774031	-0.01660700596060571	False	0.02294148109787675	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	3	3.0	3188990.0	2924420.0	2816010.0	3013060.0	3032760.0	2602970.0	0	0.3728632507612389	0.08165315831285808	False	0.02296737441740031	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	18	18.0	72369900.0	64406400.0	65936000.0	64306800.0	64046500.0	65059800.0	0	0.3739721792923277	0.06250239810340087	False	0.022993267736923877	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P26647	PLSC_ECOLI	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	3	3.0	7201420.0	5124450.0	5340730.0	5729890.0	5759740.0	5521770.0	0	0.3744729002475675	0.16039994223122309	False	0.023019161056447437	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	6	6.0	187777000.0	254263000.0	248991000.0	248301000.0	243615000.0	244366000.0	0	0.3745400757203217	-0.13462594999484315	False	0.023045054375971	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76007	CVRA_ECOLI	cvrA	Cell volume regulation protein A	2	2.0	1427850.0	1531550.0	1099340.0	1304060.0	1392130.0	1462760.0	0	0.3745687191251267	-0.13318630485567315	False	0.023070947695494566	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1.0	73874.6	328106.0	364552.0	543767.0	351921.0	289533.0	1	0.3749934459225572	-0.5553131877460095	False	0.023096841015018126	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P28905	HOLC_ECOLI	holC	DNA polymerase III subunit chi	4	4.0	3429160.0	3147460.0	3118350.0	2984590.0	2943750.0	2850780.0	0	0.376054577694232	0.07942959195145721	False	0.023122734334541692	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77460	YBCY_ECOLI	ybcY	Putative uncharacterized protein YbcY	1	1.0	366342.0	370079.0	375890.0	515013.0	475362.0	510440.0	0	0.376197760456378	-0.19678205151730555	False	0.02314862765406525	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17.0	35839800.0	32496900.0	32008300.0	32758400.0	32706000.0	31271700.0	0	0.37711918763025754	0.0589674607511747	False	0.023174520973588814	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1.0	18477600.0	19542100.0	19359600.0	22448500.0	21742200.0	21443500.0	0	0.37818531778139175	-0.09044499748098894	False	0.02320041429311238	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	30	30.0	134049000.0	142554000.0	140769000.0	141890000.0	139061000.0	137244000.0	0	0.3782589041541451	-0.0269669184969516	False	0.02322630761263594	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17.0	209572000.0	226444000.0	225976000.0	229666000.0	224327000.0	221663000.0	0	0.3787007405931299	-0.038609405371324304	False	0.023252200932159506	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69783	PTGA_ECOLI	crr	Glucose-specific phosphotransferase enzyme IIA component	11	11.0	840264000.0	841456000.0	898776000.0	871229000.0	895752000.0	856788000.0	0	0.3788620363682161	0.03621658240302544	False	0.023278094251683066	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFF2	NUPC_ECOLI	nupC	Nucleoside permease NupC	3	3.0	2774930.0	3128970.0	3144870.0	2790530.0	3274790.0	2674090.0	0	0.3791126072380631	0.09752429642005103	False	0.02330398757120663	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5.0	5608690.0	5832940.0	5607840.0	5512420.0	5660130.0	6320940.0	0	0.3792085390836616	-0.06597050228754141	False	0.023329880890730195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	9	9.0	22960400.0	23575300.0	20285700.0	22147200.0	21712000.0	22016200.0	0	0.37952687293116133	-0.06047086491777085	False	0.023355774210253755	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P27550	ACSA_ECOLI	acs	Acetyl-coenzyme A synthetase	4	4.0	670108.0	741627.0	706163.0	102425.0	827525.0	677173.0	1	0.3797154449758607	0.5347571296371663	False	0.02338166752977732	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	13	13.0	5870930.0	5208280.0	5938340.0	5907150.0	5357050.0	5132680.0	0	0.3799853137893284	0.07930888539333761	False	0.02340756084930088	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	5	5.0	12801500.0	9927240.0	10340300.0	10037800.0	9777350.0	9842470.0	0	0.38015266839930767	0.14325122125011247	False	0.023433454168824443	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	3	3.0	1991710.0	76434.8	2081490.0	2129030.0	1910230.0	1688460.0	1	0.38034830961470595	0.619747723384889	False	0.02345934748834801	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	5	5.0	84400300.0	81244700.0	85179000.0	84547300.0	82999900.0	83309800.0	0	0.3803977198311411	0.02000039101768591	False	0.02348524080787157	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	13	13.0	3032400.0	2904780.0	2688730.0	2763780.0	3200620.0	2745570.0	0	0.38059661533928785	0.08451261412370072	False	0.023511134127395136	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	22	22.0	559186000.0	598798000.0	602032000.0	604729000.0	593626000.0	594945000.0	0	0.38315781092669077	-0.035428913387620865	False	0.023537027446918695	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P28306	YCEG_ECOLI	yceG	UPF0755 protein YceG	3	3.0	2515990.0	2869930.0	2516700.0	2558080.0	2196250.0	2350560.0	0	0.3834607823754535	-0.1057208406000647	False	0.023562920766442258	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37194	SLP_ECOLI	slp	Outer membrane protein slp	6	6.0	244308000.0	265466000.0	264500000.0	259534000.0	257043000.0	260516000.0	0	0.3839443531045631	-0.03657692556855119	False	0.023588814085965824	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	6	6.0	11402300.0	11660900.0	11501800.0	11483100.0	10994900.0	11307800.0	0	0.38504763294095273	-0.023336645894671618	False	0.023614707405489384	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	4	4.0	5757430.0	5764220.0	5222700.0	5599010.0	5336050.0	5504060.0	0	0.38553956788322036	-0.047924872069976886	False	0.02364060072501295	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7.0	18296600.0	18332200.0	17900000.0	16703700.0	17999600.0	17601100.0	0	0.38566697273845596	0.042114433404289185	False	0.02366649404453651	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3.0	6710300.0	7673980.0	7400210.0	7756670.0	7591950.0	7215560.0	0	0.3858220844204458	-0.06141104231109205	False	0.023692387364060073	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEM0	FKBX_ECOLI	fkpB	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase	5	5.0	23508800.0	23670700.0	27480900.0	23557300.0	25337400.0	25214900.0	0	0.38589666021330293	0.07535107735157581	False	0.02371828068358364	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	43	43.0	720639000.0	759446000.0	767464000.0	771446000.0	759925000.0	765118000.0	0	0.38611057333183135	-0.03046892055678796	False	0.0237441740031072	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3.0	7936070.0	9698650.0	7794020.0	9357930.0	8461400.0	7451160.0	0	0.38624636716501304	-0.13191404359254802	False	0.023770067322630765	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75959	NAGK_ECOLI	nagK	N-acetyl-D-glucosamine kinase	5	5.0	9799940.0	8349960.0	8585800.0	8366480.0	8616730.0	8932300.0	0	0.38651762173188187	0.0742034262577376	False	0.023795960642154324	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACA7	GSTB_ECOLI	gstB	Glutathione S-transferase GstB	8	8.0	17903500.0	21922100.0	20541000.0	19209200.0	19228200.0	19809100.0	0	0.3865427966916681	-0.07951040454408326	False	0.023821853961677887	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60785	LEPA_ECOLI	lepA	Elongation factor 4	20	20.0	29226200.0	29957600.0	30411400.0	29418500.0	29871900.0	28631200.0	0	0.3870327644771327	0.024417612580349978	False	0.023847747281201453	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5.0	673406000.0	572846000.0	556384000.0	565045000.0	607106000.0	587443000.0	0	0.3871667767357496	0.09039427327096733	False	0.023873640600725013	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
Q46948	YAJL_ECOLI	yajL	Chaperone protein YajL	4	4.0	17332100.0	15431800.0	15349400.0	15414900.0	15725000.0	15564900.0	0	0.38826176234228027	0.060715350821636885	False	0.02389953392024858	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37128	NUDK_ECOLI	nudK	GDP-mannose pyrophosphatase NudK	2	2.0	2914930.0	3483840.0	3623210.0	3427310.0	3327770.0	3631280.0	0	0.38859056693353133	-0.09568341061372644	False	0.02392542723977214	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P29217	YCEH_ECOLI	yceH	UPF0502 protein YceH	5	5.0	16237400.0	13987500.0	14141800.0	14622700.0	14555100.0	14214400.0	0	0.38864957635572567	0.06937735657379603	False	0.0239513205592957	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	16	16.0	50709700.0	61455300.0	62465900.0	62239100.0	60759100.0	62247600.0	0	0.3890667642078129	-0.09630689928444178	False	0.023977213878819268	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	6	6.0	5691380.0	5553590.0	5677000.0	5866350.0	4900850.0	5711660.0	0	0.38910834969652863	-0.07451392585176775	False	0.024003107198342827	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6.0	8898860.0	8424550.0	8378350.0	8450160.0	8750940.0	8636740.0	0	0.3892683188229039	0.028927873054727677	False	0.024029000517866394	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37657	BCSE_ECOLI	bcsE	Protein BcsE homolog	4	4.0	3651040.0	3907510.0	3996960.0	3921270.0	4336410.0	3393820.0	0	0.3901312543081146	0.09475193437971823	False	0.024054893837389953	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9.0	25758600.0	28583200.0	29150300.0	30312700.0	28127700.0	27788800.0	0	0.39023700882056817	-0.062030005135027835	False	0.024080787156913516	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8.0	50182200.0	63152900.0	62657400.0	62405500.0	62524300.0	63301200.0	0	0.39039223166804016	-0.10696233132760237	False	0.024106680476437083	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE06	ACRA_ECOLI	acrA	Acriflavine resistance protein A	15	14.0	104173000.0	104975000.0	103627000.0	103488000.0	102665000.0	103819000.0	0	0.39114490988185724	-0.008418777860011998	False	0.024132573795960642	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	7	7.0	153476000.0	178330000.0	180998000.0	177932000.0	173514000.0	178438000.0	0	0.3917329656136854	-0.07393525955202368	False	0.02415846711548421	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	5	5.0	10799800.0	10707800.0	11822600.0	11194900.0	11570800.0	11243400.0	0	0.39179618263955956	0.044870313419729475	False	0.024184360435007768	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	3	3.0	30974400.0	25575500.0	26543400.0	27627500.0	26591500.0	26045200.0	0	0.39207137496362365	0.08588716164295994	False	0.02421025375453133	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE91	CREA_ECOLI	creA	Protein CreA	6	6.0	18612800.0	19378300.0	19906700.0	19669100.0	18663100.0	19511000.0	0	0.3921510342929991	-0.034299916724160974	False	0.024236147074054897	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76569	YFGD_ECOLI	yfgD	Uncharacterized protein YfgD	5	5.0	4926300.0	5947230.0	7401110.0	5418500.0	7838740.0	5854270.0	0	0.392247300247092	0.22785053684935025	False	0.024262040393578457	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5.0	10027200.0	8943790.0	8959450.0	9026630.0	8954200.0	8811380.0	0	0.39231065278141103	0.06112298303241947	False	0.024287933713102023	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	8	8.0	2569920.0	3851150.0	3847090.0	4241470.0	4023910.0	3838760.0	0	0.3932234671068043	-0.19251207644589854	False	0.024313827032625582	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	5	5.0	9330800.0	9327560.0	8109280.0	8964860.0	8924870.0	9242420.0	0	0.39325196724058276	-0.06263696456099531	False	0.024339720352149145	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	4	4.0	1931810.0	1819170.0	1707620.0	2113790.0	1883830.0	1908710.0	0	0.3948145048398981	-0.08086081969622941	False	0.024365613671672712	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P23886	CYDC_ECOLI	cydC	ATP-binding/permease protein CydC	2	2.0	1049040.0	1168500.0	1318630.0	1082860.0	1131380.0	958791.0	0	0.3950430871286786	0.12432211940460727	False	0.02439150699119627	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADR6	RLMM_ECOLI	rlmM	Ribosomal RNA large subunit methyltransferase M	8	8.0	10161600.0	10350700.0	9438260.0	10708400.0	10437900.0	10019700.0	0	0.3950645538659474	-0.04915356911059334	False	0.024417400310719838	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5.0	4659180.0	5173280.0	4942640.0	5164590.0	5279190.0	5120450.0	0	0.39527534646047274	-0.054911088650956424	False	0.024443293630243397	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3.0	3607220.0	4422060.0	4280060.0	4269020.0	4376250.0	4352340.0	0	0.3953164909553232	-0.08894788364291355	False	0.02446918694976696	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32703	YJCE_ECOLI	yjcE	Uncharacterized Na(+)/H(+) exchanger YjcE	3	3.0	3752290.0	4261360.0	4772420.0	5019510.0	4467970.0	4797620.0	0	0.39544693044201334	-0.1157935586561548	False	0.024495080269290526	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2.0	3061370.0	3338820.0	3634670.0	3509980.0	2976620.0	3491220.0	0	0.39569522455015743	-0.09625438288982427	False	0.024520973588814086	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6P9	ENO_ECOLI	eno	Enolase	26	26.0	1095940000.0	1184280000.0	1191270000.0	1199200000.0	1192040000.0	1198440000.0	0	0.3958622060612499	-0.04195676906038199	False	0.024546866908337652	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	9	9.0	44370900.0	43952500.0	42004100.0	43344200.0	42643900.0	44006000.0	0	0.3963401075788362	-0.025314161157188018	False	0.02457276022786121	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	2	2.0	3593460.0	3652240.0	3373880.0	3627600.0	3651860.0	3611200.0	0	0.3964867857966002	-0.03646664105909584	False	0.024598653547384774	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	12	12.0	4723590.0	4509980.0	4513180.0	4605130.0	4495270.0	4207920.0	0	0.3969121269396155	0.043623739117426015	False	0.02462454686690834	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11.0	11166400.0	11778700.0	11030800.0	11298100.0	11146000.0	10996500.0	0	0.39755895075075354	-0.03124911054429504	False	0.0246504401864319	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33570	TKT2_ECOLI	tktB	Transketolase 2	11	11.0	10545900.0	10340400.0	10569100.0	10276700.0	10473000.0	10626300.0	0	0.3987128094101484	0.01582513507437728	False	0.024676333505955467	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2.0	7433080.0	10215900.0	9750460.0	9694810.0	9692110.0	9411530.0	0	0.3995557440840574	-0.1256956714314168	False	0.024702226825479026	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2.0	1217230.0	1282350.0	1272210.0	1217170.0	1233580.0	1336070.0	0	0.4000136712895255	-0.04297514739644022	False	0.02472812014500259	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18.0	92286600.0	99840000.0	102520000.0	106595000.0	102420000.0	102200000.0	0	0.4001186118926422	-0.05433844228394419	False	0.024754013464526155	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76440	PRET_ECOLI	preT	NAD-dependent dihydropyrimidine dehydrogenase sunbunit PreT	2	2.0	1116020.0	1521330.0	1399090.0	1561110.0	1435170.0	1258630.0	0	0.40044340918562565	-0.13609576966223155	False	0.024779906784049715	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5.0	96940300.0	81527800.0	82047500.0	81732100.0	85078700.0	86244300.0	0	0.4008525341874201	0.0818371887521933	False	0.02480580010357328	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6.0	70775900.0	59175200.0	65576300.0	63947200.0	63538500.0	67596600.0	0	0.4013852028042712	0.06776277521592355	False	0.024831693423096844	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2.0	2801580.0	3062030.0	2725520.0	2993480.0	3189150.0	3117360.0	0	0.4013867519167425	-0.07366561717262206	False	0.024857586742620404	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	19	19.0	66404000.0	72263600.0	70861900.0	69201600.0	70002100.0	70474000.0	0	0.4014213803291037	-0.032153054703144376	False	0.02488348006214397	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1.0	18720000.0	18884100.0	19329000.0	19915000.0	19412000.0	19774900.0	0	0.4018327023519343	-0.027677318534439502	False	0.02490937338166753	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P33937	NAPA_ECOLI	napA	Periplasmic nitrate reductase	22	22.0	109623000.0	101337000.0	100504000.0	99976900.0	98305700.0	95816300.0	0	0.40199080013488614	0.053860481099490605	False	0.024935266701191096	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25.0	2111660000.0	2452780000.0	2477220000.0	2486510000.0	2430200000.0	2443140000.0	0	0.4022162657021724	-0.07281382483452047	False	0.02496116002071466	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P27832	WECD_ECOLI	wecD	dTDP-fucosamine acetyltransferase	2	2.0	1411920.0	1956900.0	1360090.0	1477520.0	1463640.0	1371000.0	0	0.4027327640301664	-0.18207914838792585	False	0.024987053340238218	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4.0	4964930.0	4681140.0	4254990.0	4220210.0	4595710.0	4179460.0	0	0.4032390168937597	0.07884947202719683	False	0.025012946659761785	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	7	7.0	4368920.0	4302730.0	4350210.0	4346280.0	3879010.0	4457590.0	0	0.4032581532348755	-0.05708273397710102	False	0.025038839979285344	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	48	48.0	109232000.0	111978000.0	112655000.0	110319000.0	113886000.0	108688000.0	0	0.4038589532333392	0.020720389090440768	False	0.02506473329880891	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	81	81.0	211577000.0	229679000.0	229459000.0	229931000.0	229254000.0	229341000.0	0	0.4040572744739998	-0.03961596776793327	False	0.025090626618332473	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
