Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P31133	POTF_ECOLI	potF	Putrescine-binding periplasmic protein	1	1.0	73874.6	2480300.0	118697.0	2645140.0	2486530.0	1947700.0	2	0.2019331783273107	-1.4006015233486826	False	0.013775245986535475	False	True	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	22	22.0	24914300.0	24634300.0	24632500.0	24785900.0	25035900.0	24284500.0	0	0.20258589549908795	0.017084405667402613	False	0.013801139306059038	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37646	YHJH_ECOLI	yhjH	Cyclic di-GMP phosphodiesterase YhjH	2	2.0	306031.0	217465.0	336939.0	102425.0	416285.0	349427.0	1	0.20263754964296496	0.6622883757390975	False	0.0138270326255826	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	17	17.0	20978700.0	20408600.0	20564800.0	20431700.0	20488700.0	20348600.0	0	0.20358262317307424	0.01974732773986839	False	0.013852925945106162	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ACL0	GLPR_ECOLI	glpR	Glycerol-3-phosphate regulon repressor	8	8.0	9841580.0	9873970.0	9168580.0	9469540.0	9091490.0	10241100.0	0	0.20454833682382645	-0.07419203547402022	False	0.013878819264629727	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32685	YJBD_ECOLI	yjbD	Uncharacterized protein YjbD	2	2.0	942554.0	2920260.0	1985840.0	2359660.0	2403510.0	2409180.0	0	0.2045646649411282	-0.5281639371437385	False	0.01390471258415329	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	11	11.0	13313200.0	13573400.0	13613700.0	15972500.0	13729700.0	14935300.0	0	0.20494785678520833	-0.129706137569282	False	0.013930605903676853	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12.0	6412140.0	6008910.0	6173770.0	5597930.0	5879780.0	5946360.0	0	0.20551912106556594	0.07311311009868425	False	0.013956499223200415	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	16	16.0	7728590.0	7981530.0	7757280.0	7876450.0	7632180.0	7701740.0	0	0.20586091718345784	-0.02730268117198702	False	0.013982392542723977	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2.0	73874.6	1534300.0	1103300.0	1525650.0	1194600.0	1271780.0	1	0.20598502509216426	-0.8689764106301042	False	0.014008285862247541	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AEN4	FTSL_ECOLI	ftsL	Cell division protein FtsL	4	4.0	3790550.0	5283150.0	4571490.0	5520440.0	5368640.0	5431810.0	0	0.20609618244018116	-0.24173985401749115	False	0.014034179181771104	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P62672	APAG_ECOLI	apaG	Protein ApaG	3	3.0	5562940.0	5070470.0	5176990.0	4991980.0	4958140.0	4541490.0	0	0.20616043391816935	0.10422955119225026	False	0.014060072501294667	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4.0	2559980.0	3031700.0	3372750.0	3605550.0	2746730.0	3424120.0	0	0.2064470200844351	-0.21314957009177962	False	0.01408596582081823	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32177	FDHD_ECOLI	fdhD	Protein FdhD	2	2.0	1806400.0	1308210.0	2291760.0	102425.0	1603370.0	1699150.0	1	0.20656932952446963	0.8745342762792876	False	0.014111859140341791	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AF06	MOTB_ECOLI	motB	Motility protein B	3	3.0	1429700.0	1347170.0	1379700.0	1037920.0	1363040.0	1277060.0	0	0.20693128740075264	0.18820041919537064	False	0.014137752459865356	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69910	DCEB_ECOLI	gadB	Glutamate decarboxylase beta	3	3.0	17139300.0	34871600.0	31543600.0	36845700.0	32468600.0	36678000.0	0	0.20716979201815716	-0.417612536229349	False	0.014163645779388919	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P77522	SUFB_ECOLI	sufB	FeS cluster assembly protein SufB	3	3.0	1885560.0	76434.8	1948530.0	1834010.0	1963090.0	1083200.0	1	0.20764150935321626	0.9534482275468737	False	0.014189539098912482	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4.0	59667400.0	55959300.0	56726900.0	55462900.0	60203900.0	58605800.0	0	0.20767042293252844	0.05469829104940757	False	0.014215432418436045	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1.0	1366890.0	1615600.0	1878780.0	1409630.0	1946010.0	1076060.0	0	0.20779581243065098	0.3401237031077535	False	0.014241325737959606	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14.0	25508100.0	23980800.0	24803900.0	23055000.0	24483700.0	24885500.0	0	0.20845656834062984	0.056536233799200745	False	0.01426721905748317	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12.0	45598300.0	46088500.0	46058300.0	47702000.0	46241600.0	46642100.0	0	0.20892626414546495	-0.026274256182135487	False	0.014293112377006733	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75792	SUPH_ECOLI	ybiV	Sugar phosphatase YbiV	2	2.0	2268930.0	2247580.0	2289090.0	1736130.0	2088070.0	1577680.0	0	0.20913774780172423	0.2570603182129531	False	0.014319005696530296	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE52	BCP_ECOLI	bcp	Putative peroxiredoxin bcp	6	6.0	135705000.0	157058000.0	155029000.0	156932000.0	149257000.0	157196000.0	0	0.21106055783159836	-0.09882266030106718	False	0.014344899016053859	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37005	LAST_ECOLI	lasT	Uncharacterized tRNA/rRNA methyltransferase LasT	5	5.0	5375830.0	4461720.0	4408890.0	4435660.0	4681780.0	4033980.0	0	0.21122785056313437	0.1618419085878825	False	0.01437079233557742	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADZ4	RS15_ECOLI	rpsO	30S ribosomal protein S15	5	5.0	805935000.0	790635000.0	834752000.0	805350000.0	828711000.0	819469000.0	0	0.2114735088701036	0.0318650002518405	False	0.014396685655100985	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11.0	40063700.0	42200200.0	40337000.0	40521200.0	39226800.0	40215300.0	0	0.21162982794674517	-0.039366589557641433	False	0.014422578974624548	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P66948	YFGC_ECOLI	yfgC	TPR repeat-containing protein YfgC	7	7.0	15921000.0	14616200.0	14754100.0	13769200.0	14342500.0	14119500.0	0	0.21377211098607693	0.08285997927432596	False	0.01444847229414811	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	8	8.0	201004000.0	162494000.0	184546000.0	178477000.0	184599000.0	187809000.0	0	0.21410591394218437	0.10867138459244587	False	0.014474365613671674	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P25906	YDBC_ECOLI	ydbC	Putative oxidoreductase YdbC	5	5.0	3672820.0	3538330.0	3377400.0	3086220.0	3495760.0	3177580.0	0	0.2152909815664617	0.10552598020362924	False	0.014500258933195235	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	7	7.0	19150000.0	21656900.0	20481900.0	21665400.0	21329400.0	20965700.0	0	0.21587599257254533	-0.07665580054625165	False	0.0145261522527188	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P29745	PEPT_ECOLI	pepT	Peptidase T	14	14.0	33128900.0	33642800.0	31982900.0	33077000.0	33054100.0	33388800.0	0	0.2159044682325147	-0.028272050612711586	False	0.014552045572242362	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	14	14.0	39357700.0	36677200.0	36829300.0	36282000.0	37427800.0	36633500.0	0	0.21858401663845084	0.05199907616434525	False	0.014577938891765925	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13.0	64808400.0	65636000.0	65124200.0	67580400.0	64420100.0	65081300.0	0	0.21985918769105708	-0.02899079412033255	False	0.014603832211289488	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	17	17.0	26677300.0	24804600.0	25315000.0	24889700.0	25073800.0	24738000.0	0	0.21996084652081507	0.05016756718425928	False	0.01462972553081305	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1.0	19393900.0	22108300.0	21539100.0	21440500.0	21307100.0	22212100.0	0	0.22007750597782336	-0.07938566552136216	False	0.014655618850336614	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	11	11.0	96507400.0	94896900.0	102229000.0	96724400.0	97748400.0	95864900.0	0	0.22087880875834914	0.04446543843394219	False	0.014681512169860177	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AE74	CITT_ECOLI	citT	Citrate carrier	2	2.0	8358600.0	7209050.0	7051630.0	6193020.0	7444320.0	7214390.0	0	0.22218336429155514	0.1486847804716128	False	0.01470740548938374	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7D4	PURA_ECOLI	purA	Adenylosuccinate synthetase	27	27.0	166937000.0	171137000.0	166486000.0	172052000.0	163438000.0	165049000.0	0	0.2222042400395004	-0.03266194182956037	False	0.014733298808907303	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3.0	6810070.0	6159380.0	6190960.0	6079730.0	6277870.0	6036870.0	0	0.22343015920875442	0.07707396890893049	False	0.014759192128430864	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2.0	2872690.0	2443020.0	2431750.0	2146500.0	2603580.0	2554460.0	0	0.22351337685498537	0.14658847820654	False	0.014785085447954429	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A843	TATE_ECOLI	tatE	Sec-independent protein translocase protein TatE	3	3.0	63046300.0	58771000.0	58906800.0	56914600.0	58694800.0	57707000.0	0	0.22373482712779383	0.05913815484675391	False	0.014810978767477992	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	4	4.0	15970800.0	14726300.0	15482200.0	13493800.0	14201300.0	14566900.0	0	0.22405136674841447	0.09357822011482207	False	0.014836872087001554	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P09155	RND_ECOLI	rnd	Ribonuclease D	12	12.0	9670300.0	8570200.0	8648400.0	8929060.0	9220050.0	8524870.0	0	0.22407896129720353	0.08161314188927929	False	0.014862765406525117	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	20	20.0	49031500.0	55270700.0	53603000.0	56618400.0	55094100.0	55215300.0	0	0.2243821163565238	-0.08330544201775425	False	0.01488865872604868	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3.0	6225150.0	5911780.0	6387320.0	5946670.0	5790300.0	5613730.0	0	0.22442727180607125	0.07486331404178793	False	0.014914552045572243	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16.0	106012000.0	95545100.0	96294100.0	92622100.0	96362400.0	93944800.0	0	0.22487490339692456	0.08227705322913136	False	0.014940445365095806	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6.0	306386000.0	301010000.0	306805000.0	308116000.0	311537000.0	304163000.0	0	0.2248773510250839	0.017957615893402844	False	0.014966338684619369	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	8	8.0	25853000.0	26203200.0	25410900.0	25780000.0	24007300.0	26146400.0	0	0.22489590476478588	-0.05377125644098082	False	0.014992232004142932	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P75823	LTAE_ECOLI	ltaE	Low specificity L-threonine aldolase	10	10.0	18152200.0	16057600.0	17734400.0	17638200.0	17504400.0	17263200.0	0	0.22520363424595427	0.06725960359650565	False	0.015018125323666495	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15.0	39839600.0	40602700.0	41453300.0	42064600.0	40433200.0	41887500.0	0	0.22574290954968443	-0.03314208231412917	False	0.015044018643190058	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	5	5.0	3875730.0	3762860.0	3504070.0	3915940.0	3437550.0	3832580.0	0	0.2261973102995719	-0.08971368048970212	False	0.01506991196271362	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
Q46919	YQCC_ECOLI	yqcC	Uncharacterized protein YqcC	1	1.0	1489180.0	1041540.0	964560.0	773688.0	1085720.0	914350.0	0	0.2265319776223025	0.37485134749213256	False	0.015095805282237184	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P69797	PTNAB_ECOLI	manX	PTS system mannose-specific EIIAB component	17	17.0	80578600.0	86245900.0	83999500.0	86904900.0	84655600.0	83298600.0	0	0.22694059286590507	-0.04117504114662983	False	0.015121698601760747	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8.0	6887650.0	7978940.0	7232920.0	7722270.0	7924100.0	7897000.0	0	0.2271219158415247	-0.09824755014557442	False	0.01514759192128431	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P36548	AMIA_ECOLI	amiA	N-acetylmuramoyl-L-alanine amidase AmiA	5	5.0	2560490.0	3642430.0	3260660.0	3982760.0	3714800.0	3613760.0	0	0.2271235009485542	-0.23705868150319856	False	0.015173485240807872	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	3	3.0	5268050.0	5179790.0	4921230.0	3624260.0	4909500.0	3094770.0	0	0.2276048654843932	0.34361347344072846	False	0.015199378560331435	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3.0	2908270.0	2655260.0	2561080.0	2575590.0	2762670.0	2086890.0	0	0.22783333716036697	0.1698483298223916	False	0.015225271879854998	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4.0	1376450.0	1355300.0	1352390.0	1262220.0	1321960.0	1291910.0	0	0.228075371892932	0.05124858060898065	False	0.015251165199378561	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5.0	7934960.0	7012480.0	8207040.0	6435830.0	6844390.0	7363820.0	0	0.22935164031132696	0.14335528533332384	False	0.015277058518902124	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3.0	16186700.0	13895700.0	14814200.0	13876600.0	14511200.0	14998900.0	0	0.230491009005203	0.08961047165178791	False	0.015302951838425687	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P32695	DUSA_ECOLI	dusA	tRNA-dihydrouridine synthase A	6	6.0	13706700.0	13360600.0	13450900.0	12925800.0	13384100.0	13435000.0	0	0.23049422986350365	0.02949011310654355	False	0.01532884515794925	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P76004	YCGM_ECOLI	ycgM	Uncharacterized protein YcgM	3	3.0	2147730.0	2054220.0	2607030.0	2290020.0	2523640.0	2224360.0	0	0.23270561564368344	0.14803542555446922	False	0.015354738477472813	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	1	1.0	4708380.0	6424800.0	6120050.0	7843150.0	5550630.0	5543830.0	0	0.2328167528202247	-0.2745059431802197	False	0.015380631796996376	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31120	GLMM_ECOLI	glmM	Phosphoglucosamine mutase	17	17.0	43086200.0	47142700.0	47064700.0	48285600.0	46139900.0	46857600.0	0	0.23284324122080743	-0.06210452368278997	False	0.015406525116519939	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	16	16.0	70346000.0	70264700.0	72055500.0	70503600.0	70560900.0	67888500.0	0	0.23340061149466754	0.029466797109109405	False	0.015432418436043501	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6.0	9132940.0	8884250.0	9165440.0	8680380.0	8758200.0	8839830.0	0	0.23423317583121528	0.03519785458653048	False	0.015458311755567064	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A7D1	PTH_ECOLI	pth	Peptidyl-tRNA hydrolase	9	9.0	30034100.0	29858800.0	30323100.0	31224200.0	29639100.0	31056000.0	0	0.23426634136685834	-0.033946250789178734	False	0.015484205075090627	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5.0	47336100.0	41880400.0	44283700.0	42773200.0	41563700.0	40244600.0	0	0.23491479959286776	0.09266267376153119	False	0.01551009839461419	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4.0	5874870.0	6361670.0	9546260.0	6318570.0	8799430.0	5917650.0	0	0.23498760373787056	0.38109327027414774	False	0.015535991714137753	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P31802	NARP_ECOLI	narP	Nitrate/nitrite response regulator protein NarP	5	5.0	10139800.0	10333900.0	10805600.0	10408800.0	10833100.0	9632130.0	0	0.23610322250865928	0.06517469424657214	False	0.015561885033661316	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AES4	GYRA_ECOLI	gyrA	DNA gyrase subunit A	32	32.0	51269700.0	49575000.0	49448700.0	49653700.0	50083000.0	48933800.0	0	0.23632597283459053	0.025469475228204242	False	0.015587778353184879	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P68567	RSMJ_ECOLI	rsmJ	Ribosomal RNA small subunit methyltransferase J	3	3.0	233219.0	247189.0	118697.0	180994.0	131226.0	237299.0	1	0.2364688064548487	-0.4619523714637463	False	0.015613671672708442	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	4	4.0	3563540.0	3502660.0	3080000.0	3658240.0	3368170.0	3543650.0	0	0.23674090537133385	-0.09653574117425504	False	0.015639564992232007	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14.0	40377500.0	40512700.0	40566700.0	42546100.0	41032300.0	41863000.0	0	0.23702817864923148	-0.034422037590111546	False	0.015665458311755566	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4.0	2650640.0	2777240.0	1763480.0	2673260.0	1998820.0	2290860.0	0	0.23726785525368344	-0.27160113164024774	False	0.01569135163127913	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3.0	12756800.0	15486900.0	15031900.0	15521800.0	14452600.0	14596400.0	0	0.23789359641223226	-0.1105409342793176	False	0.015717244950802695	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P36930	GATR_ECOLI	gatR	Galactitol utilization operon repressor	2	2.0	3339540.0	2336460.0	3033270.0	2682300.0	3257860.0	3271130.0	0	0.23804521008340723	0.21628321052322586	False	0.015743138270326258	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0ADW3	YHCB_ECOLI	yhcB	Putative cytochrome d ubiquinol oxidase subunit 3	8	8.0	111149000.0	121479000.0	121903000.0	124326000.0	120008000.0	123593000.0	0	0.23806637876694192	-0.06526267533489385	False	0.01576903158984982	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	26	26.0	52392400.0	50669600.0	50223700.0	50096100.0	50581100.0	48774600.0	0	0.2380866117973235	0.034855596809313126	False	0.01579492490937338	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4.0	7711120.0	7628620.0	7604030.0	6888900.0	7323030.0	6517910.0	0	0.23830125026003102	0.10593666758900641	False	0.015820818228896943	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	3	3.0	1482900.0	1028800.0	1322370.0	1124360.0	1197080.0	1337330.0	0	0.23868590445113438	0.19741775620242252	False	0.01584671154842051	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2.0	18820200.0	26998800.0	25944000.0	29685900.0	27360900.0	28405700.0	0	0.23904903808138034	-0.23849496049697844	False	0.015872604867944073	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P37665	YIAD_ECOLI	yiaD	Inner membrane lipoprotein YiaD	6	6.0	30521800.0	32354800.0	31155400.0	33775200.0	31600000.0	31026400.0	0	0.2399690147496747	-0.05878455154461144	False	0.015898498187467636	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P25746	HFLD_ECOLI	hflD	High frequency lysogenization protein HflD	9	9.0	10264900.0	9448690.0	9796480.0	10084700.0	10789200.0	9861730.0	0	0.24000899419351482	0.06972094528482825	False	0.015924391506991195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	2	2.0	7517270.0	6001690.0	6144340.0	5898880.0	6233150.0	5803950.0	0	0.2402294125327828	0.168270764902558	False	0.015950284826514758	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.0
