protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P63279ups|UBC9_HUMAN_UPS	24499154.40789861	23231021.73689176	19665796.75064972	2263970.3084455878	2591092.17833649	96873.125148736	1	0.0009368157549178659	3.7665979277846415	False	0.0006607929515418503	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS	233388436.616549	211076589.43289596	226800636.91858572	16718053.194716211	16855718.052634016	17787133.888214584	0	0.0009979062767733297	3.7081413141183672	False	0.0006852667645619188	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS	49772639.0622716	51202550.32336356	45973443.76545437	79920.51944532013	82669.26562500009	96873.125148736	3	0.001016609448041929	9.145567901901071	False	0.0007097405775819874	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS	71594475.93565844	58950151.27079058	57359238.73578199	8574784.001801627	8457994.213752367	96873.125148736	1	0.001041660619274672	3.455427057114624	False	0.0007342143906020558	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0ADP7	13399195.713300206	12266051.806483006	13688535.946204532	8165592.930062612	7527659.212782163	8800476.76892371	0	0.0010791328462958346	0.6840899171353366	False	0.0007586882036221244	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS	105513260.14852244	128860799.9062747	128070467.5642653	79920.51944532013	9062380.291959148	12620349.919185514	1	0.0010812468798108742	4.057834011274637	False	0.000783162016642193	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS	63889858.02901048	66804405.74254729	72170892.29655279	79920.51944532013	82669.26562500009	96873.125148736	3	0.0012869980580655644	9.610777052542838	False	0.0008076358296622614	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P28635	416273326.9985489	421786096.6980412	412837070.0913657	387588490.4902931	382867518.964825	387682779.01506585	0	0.0013335449010375908	0.1111542650691574	False	0.00083210964268233	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7L3	1517788840.3311994	1534909246.1623476	1559037721.518222	1395869805.1519723	1408047877.367989	1431221616.8094888	0	0.0014881175683328723	0.1229004453643984	False	0.0008565834557023984	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS	30081106.08341502	26999683.157173783	31417163.636165712	79920.51944532013	82669.26562500009	96873.125148736	3	0.0019714101158177138	8.413971950596613	False	0.000881057268722467	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A7A9	1363372263.651091	1313655286.727502	1327961416.0748143	1175626661.7104397	1202600757.0622475	1217648396.819849	0	0.0023548419850397202	0.1554550701819884	False	0.0009055310817425355	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS	72334063.7175578	65492981.99400741	62096687.82193516	15225632.196282497	13975790.292314084	13383197.146635553	0	0.0025517309573631114	2.231045379976747	False	0.0009300048947626041	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS	38064956.49911926	31869011.101182014	35180792.34901229	79920.51944532013	82669.26562500009	96873.125148736	3	0.0026124564792111174	8.662221225259188	False	0.0009544787077826727	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS	108377108.79637548	91300225.29845408	93634691.70760772	79920.51944532013	82669.26562500009	96873.125148736	3	0.0029815223846576797	10.1426921849885	False	0.0009789525208027412	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS	6016770.271287578	5422229.841400414	4907497.4530359	1328264.168382845	1138617.1258849718	1495526.1720738637	0	0.0031466627818610487	2.0445324043578523	False	0.0010034263338228096	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P64636	19656574.16883495	17865806.06825081	17819497.11290199	14057369.729893569	11939926.103476517	12065274.329748958	0	0.0034206745641432606	0.5399986025640029	False	0.0010279001468428781	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS	36808390.5302992	39427337.420169264	39190177.54147554	8780405.97175347	82669.26562500009	96873.125148736	2	0.003968807939102261	3.687332821997917	False	0.0010523739598629466	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P16703	26351922.3310901	25958405.82777813	27374817.555179942	30343216.78416917	29330310.388054617	29961861.55072506	0	0.0043486178204940025	-0.16975761828582286	False	0.0010768477728830153	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF93	974689635.1540136	993208502.0449072	992766315.7380242	931161545.4219788	951021447.9505996	932352524.6009424	0	0.00538813918456195	0.073024137480028	False	0.0011013215859030838	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS	71878667.1932843	66062902.084596425	55158396.17909631	79920.51944532013	82669.26562500009	96873.125148736	3	0.005762192626391269	9.539603868347777	False	0.0011257953989231523	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P76270	55055562.28695351	53492134.84813442	51374486.39409255	47007798.25115441	45735851.846415706	43447540.28828284	0	0.0060727997448052845	0.2317366907340504	False	0.0011502692119432208	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACF0	7525222212.072489	7460715809.847951	7575626624.878559	7241986213.566089	7285841132.203768	7315230106.462526	0	0.006193288426478669	0.04669231258709884	False	0.0011747430249632895	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ADW8	72430.77423286857	128091.0669175269	182805.30061056837	2426679.2977704904	3156831.749999998	2530873.51238696	3	0.006872950585430992	-4.403833618990631	False	0.001199216837983358	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30859	56666002.4365413	58728930.434802674	57120909.88667984	61470773.777989484	61553421.29126537	62675320.24435419	0	0.006885111820497496	-0.10624119384789896	False	0.0012236906510034262	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AG44	3547185644.7521243	3557768720.6117067	3539878593.406719	3694525263.915355	3760503675.995859	3737620542.62456	0	0.007609974542605033	-0.07239827531147543	False	0.001248164464023495	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P30131	1506504.7378661744	1757787.129521669	1636670.1067531947	1167267.943903618	1024058.0595540104	1245122.4622296437	0	0.007635607604542792	0.5121466288156743	False	0.0012726382770435634	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AD40	351689.91645877424	298121.1418374643	416896.2469621992	151571.57978885056	82669.26562500009	160986.2936812725	1	0.007984002150541751	1.4324104470227697	False	0.0012971120900636321	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9H5	8123835.661982017	9064914.445677074	8621388.146883111	11455130.316725112	10636970.289623026	10310099.49347634	0	0.008240567788356265	-0.32815390561289187	False	0.0013215859030837006	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF63	21363618.95326505	22346388.7804071	22486879.73862817	24690813.341143694	23752393.17148539	24759430.788125385	0	0.008394854636513132	-0.14513224180314016	False	0.0013460597161037689	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77781	31070793.8568211	29937976.243304446	30427051.11848909	23725311.72053858	21903367.328657456	24901576.800216805	0	0.008420277110731216	0.3745171981859288	False	0.0013705335291238376	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS	59431332.69336335	52219275.0419988	42243834.8379395	5185833.926437808	2195800.4972650674	3115174.060306128	0	0.00902468237712895	3.8739184805348366	False	0.001395007342143906	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS	20930583.81817777	17698386.512845293	18061444.512882862	11118851.841230256	11123841.762924988	6695659.308254635	0	0.009165327821810438	0.9701220162517298	False	0.0014194811551639748	False	False	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P04805	955457833.6764506	946491370.023116	960353886.1150814	928248995.5573463	923947423.4371848	932771407.2502598	0	0.009313234492074302	0.0395157866912706	False	0.0014439549681840433	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P11875	438475780.937766	431111567.6409771	438313650.0750544	409515054.9438903	418719691.63365215	419685132.636539	0	0.009508795205203051	0.06772802926391314	False	0.0014684287812041115	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P42599	2390424.234886308	2554656.3159642364	2393681.623637208	2094602.3340789184	2030815.0740892712	2194550.528805261	0	0.009646737649560066	0.2156195056928862	False	0.0014929025942241802	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6U5	60465490.30940309	58278872.20598747	60458847.06212921	64153141.84401474	64799043.51369245	65330205.80156188	0	0.009724648997145162	-0.11655867108435827	False	0.0015173764072442487	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02932	5191423.3003781205	4612737.411459378	4624958.360265049	3210754.394206773	3082769.400604309	3244912.429795444	0	0.009749051590104993	0.5971585543426032	False	0.0015418502202643174	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P18393	72430.77423286857	128091.0669175269	182805.30061056837	2428694.0536545147	1745764.2499999988	1874136.246436515	3	0.010724741636478028	-3.9799518991165295	False	0.001566324033284386	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS	18325437.07362395	12819287.223719222	14689114.19425512	79920.51944532013	82669.26562500009	96873.125148736	3	0.011133721448404441	7.464740980824688	False	0.0015907978463044542	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0A8B5	39573175.645249866	44610020.354513966	42517707.93410622	52477856.45058907	49005281.01871576	54615734.372309074	0	0.011397477038998972	-0.30103329343529367	False	0.0016152716593245229	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P60785	210623558.96982008	204391372.4441172	207925284.6303909	198105200.9526419	194667408.5403264	197608671.08652237	0	0.011428837274627355	0.07744673546225661	False	0.0016397454723445914	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37774	72430.77423286857	128091.0669175269	182805.30061056837	618950.8328348004	419896.8246756374	627894.0528922307	3	0.012378663041123953	-2.120382493885293	False	0.00166421928536466	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P75746	2425185.1303218952	2894559.359936685	2922853.844281753	3999146.070508758	3951333.8166491766	3439988.093528628	0	0.01239979083737717	-0.46665592328593225	False	0.0016886930983847283	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P20099	5044684.667917716	4953141.473301418	4353449.178687009	3220289.5808882616	3725446.5284433537	3710422.096335046	0	0.012472759671011672	0.4294915405525291	False	0.0017131669114047968	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6E6	121143040.83221582	126117826.28688434	117345930.16432096	149281879.8374561	145506719.27113003	136145975.2512627	0	0.012973663722874357	-0.24112739464794555	False	0.0017376407244248655	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P29012	3480595.012736297	3612477.300127119	3496959.3282836857	3271075.713255579	3237404.52341101	3365496.259370567	0	0.013608277968264148	0.10100378384318427	False	0.001762114537444934	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS	6655552.540175138	10060106.048859771	8790262.592349416	79920.51944532013	82669.26562500009	96873.125148736	3	0.01364583733582414	6.61916007384006	False	0.0017865883504650027	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0AFF6	1229593719.0740502	1248365499.8599143	1243755936.7512732	1288382463.4800498	1306231905.5580084	1275593841.8897283	0	0.013781420334186585	-0.056443541257610204	False	0.001811062163485071	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS	12402055.18666989	8417914.351647455	9408642.948125698	79920.51944532013	82669.26562500009	96873.125148736	3	0.01406753433079594	6.864242627067662	False	0.0018355359765051395	False	True	Human	True	False	False	False	diann231	directlfq	min	1.660964047443681
P0ABX8	36682862.85892364	34249684.28206107	35254870.89144452	31208415.81922136	31516298.793646857	30477725.754878543	0	0.014212713613048255	0.18817319845533076	False	0.0018600097895252082	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A9X9	1019850122.927186	1081143948.6953568	1081009124.239412	924711044.1974862	942779165.90643	959830290.632484	0	0.0147339702549268	0.17049985050123723	False	0.0018844836025452766	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A7F6	39812987.922381766	40422648.87069369	41888417.34129403	37185028.03130851	35564073.21419159	37936596.65994404	0	0.015482057277088818	0.1418785700081085	False	0.0019089574155653453	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P11988	4903110.1484773625	4236986.508340045	4513756.656624178	3098639.8862032043	3233046.9035736104	3171639.357953948	0	0.015955352749887686	0.5228037101492936	False	0.0019334312285854136	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52643	112748628.53735527	120040406.79001702	115542782.1143452	130748704.97710626	124035282.52961984	128207165.41697171	0	0.016339570907142005	-0.13684880827462492	False	0.0019579050416054823	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8E5	1794535.7812579805	1680480.4782506097	1746349.3978986922	2103090.174286357	1917901.5000000016	2038440.155883554	0	0.017791313215238126	-0.21475532843811013	False	0.0019823788546255504	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ACV8	2927533.1021982217	3134444.046460605	3121543.4149432504	2680069.5423838203	2359767.7499999986	2635423.044646178	0	0.01853539179093882	0.2588316403406617	False	0.0020068526676456193	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8V0	917989.1085884726	787985.8073677201	847196.2964295561	656527.2660409127	714299.0875331919	633311.8891480876	0	0.02050635991618438	0.3493082591659605	False	0.0020313264806656878	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0ABX2	2632501.056585996	2410182.2604022883	2384708.6310854987	2766631.4567976017	2937887.606014174	2824320.9153300906	0	0.0232561107278796	-0.19949381927967272	False	0.0020558002936857563	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8M0	1573693100.229894	1549339556.7133703	1577642139.251863	1512301517.7364202	1539714191.010552	1518734508.9061978	0	0.02346266898455645	0.04043689422644946	False	0.0020802741067058247	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P45470	8487366.385704452	8033163.389067813	8184075.103192134	6702917.923629895	6619207.048062718	7469573.647427744	0	0.02411022023933807	0.24877235485656707	False	0.0021047479197258932	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A903	597425508.6521285	597180601.1870869	609996812.5896533	626267578.0473299	617250259.5055742	617947685.692125	0	0.025931264268537146	-0.0447574686382578	False	0.002129221732745962	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEY5	22950831.478226125	24407617.784249224	27615596.764953207	33732420.11460368	32166023.53689579	29095707.321992725	0	0.026185215172750076	-0.341447425545742	False	0.0021536955457660306	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P77330	658873413.9186679	670169223.9070733	691205290.3275155	725083320.6682433	710570048.9390664	720154099.6438354	0	0.02623854738969897	-0.0936959859512311	False	0.002178169358786099	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P21499	202981442.14812	203008471.13819748	205988180.11332467	200478419.4026446	197811004.70325723	200064259.3132816	0	0.026241838440639174	0.03248150528926942	False	0.0022026431718061676	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AAI9	228828771.25773424	210507229.5639318	208722762.57896748	178379494.4460457	184211525.5497516	183619603.55189472	0	0.02647562697471049	0.24666726277357692	False	0.0022271169848262357	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AEW6	70913853.46175331	72051726.84904024	69588546.4799594	73382131.14497542	73761581.95565641	75687802.27747034	0	0.027312053936375837	-0.06812301999080003	False	0.0022515907978463046	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A8N0	5196626.820357146	4205338.45295275	4304701.247908426	3524814.4503137674	3041864.437650185	2928909.138676999	0	0.027386358565266947	0.5295484994805277	False	0.002276064610866373	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P33235	63711839.11160409	61343904.75441819	59770511.5865132	58173754.6163233	55078024.62638287	56329021.827128015	0	0.027456983367766755	0.12419686724410095	False	0.0023005384238864415	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P25772	4664324.050617724	4598106.427317592	4590554.094199415	3224852.135169216	3726027.059644244	3804367.706808529	0	0.027862922136870118	0.36515618863990706	False	0.00232501223690651	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P39838	5343010.511171502	5198791.9600767465	5103294.509883378	4671624.336725264	4887831.275320276	4955138.202516828	0	0.028616570293564403	0.10820640236016368	False	0.002349486049926579	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AA97	8094519.879067104	8236279.081577905	7822941.285783843	7436515.043169473	7010509.295562921	6639133.584075474	0	0.028856460656162826	0.1959503622825161	False	0.0023739598629466474	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P28905	8633637.932239043	8762609.551902588	8963587.472073268	7962618.152746807	8217467.475143361	7547856.842725296	0	0.02891247210344625	0.15175433235946412	False	0.002398433675966716	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P09323	8582844.369445898	7228050.890741125	8058858.512858061	5863347.206965779	6559225.965073059	6216001.830794185	0	0.029646754475114917	0.35689212033911255	False	0.0024229074889867844	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AFI7	91274546.495316	93676918.57891394	96143695.28130348	101184545.08965728	100203263.79340766	97731460.68833224	0	0.029946876283349234	-0.08966223844908869	False	0.0024473813020068525	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P32125	72430.77423286857	128091.0669175269	182805.30061056837	505806.042787801	290900.8749999998	477506.10448257	3	0.031111774148680434	-1.7329584288100142	False	0.0024718551150269214	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P37025	518911.02282591455	596316.719065981	728869.6742331708	978998.7709705844	870582.6126860955	795559.8344604423	0	0.031140814405092032	-0.5204298771667278	False	0.00249632892804699	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0AF18	43419399.366760895	44043745.54344985	41538855.02848587	45167800.48702454	47874340.54854792	46482099.55228991	0	0.03196356808681147	-0.1131223618552563	False	0.0025208027410670584	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P0A6T9	49198069.60855226	43418008.31773478	47466316.27412251	37663425.46796443	38037162.26139193	39154920.30853858	0	0.032217178282046136	0.28645560213420473	False	0.002545276554087127	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
P52006	11343933.508990342	10231954.991760556	12046687.89365502	8830700.714352908	8263227.473291748	9787053.020668522	0	0.032577234105704685	0.3228444778200691	False	0.0025697503671071953	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.660964047443681
