Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.06637e+06	1.37595e+06	1.23645e+06	1.25148e+06	1.08346e+06	1.1094e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	4	4	1.17079e+06	1.26714e+06	1.16742e+06	1.26267e+06	1.1579e+06	1.16045e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		9	9	1.29612e+07	2.40158e+07	1.23009e+07	2.22265e+07	2.32121e+07	1.18229e+07
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		8	8	1.80864e+07	3.37189e+07	1.77003e+07	3.48061e+07	3.72191e+07	1.83128e+07
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.47601e+06	2.60002e+06	2.75628e+06	2.91844e+06	3.14937e+06	2.87362e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.99585e+07	1.72214e+07	1.95495e+07	1.87004e+07	1.87067e+07	1.88416e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.00787e+06	2.33799e+06	2.84004e+06	2.14592e+06	1.93928e+06	2.37014e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	1.93256e+06	2.50713e+06	2.54246e+06	2.59331e+06	2.71399e+06	3.05399e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.26504e+07	5.52819e+07	5.29892e+07	5.38668e+07	5.40619e+07	5.38485e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	13	13	8.27978e+07	8.49852e+07	8.7165e+07	8.88007e+07	9.13859e+07	8.6992e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	37	37	1.24426e+08	1.23209e+08	1.24184e+08	1.26839e+08	1.27479e+08	1.24252e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	41	41	1.29177e+08	1.20612e+08	1.30277e+08	1.2758e+08	1.29727e+08	1.28737e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	34	34	6.26572e+07	5.94237e+07	5.99829e+07	6.08395e+07	6.08473e+07	6.32564e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.39695e+07	3.51442e+07	3.2523e+07	3.44257e+07	3.44092e+07	3.29501e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	8.12102e+07	8.10987e+07	8.04948e+07	8.28866e+07	8.35497e+07	8.04481e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	28	28	8.1278e+07	7.18611e+07	7.97935e+07	7.7813e+07	7.86008e+07	8.00417e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.22324e+08	1.15861e+08	1.20373e+08	1.15393e+08	1.20144e+08	1.16935e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	32	32	1.9951e+07	2.14041e+07	2.03137e+07	2.05951e+07	2.12625e+07	2.02263e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		10	10	1.48042e+07	2.98792e+07	1.44859e+07	3.04718e+07	3.09381e+07	1.4992e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		6	6	1.13896e+07	2.0515e+07	1.2441e+07	2.45019e+07	2.6344e+07	1.36608e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3	1.43966e+07	3.01593e+07	1.36639e+07	2.81697e+07	2.68563e+07	1.42815e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	2.93052e+06	9.32585e+06		8.2541e+06	7.6657e+06	
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1		1.10429e+07	3.61931e+06	8.88955e+06	9.34148e+06	4.24594e+06
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		6	6	8.07018e+06	1.90103e+07	8.62155e+06	1.5021e+07	1.51907e+07	8.35285e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		5	5	1.3765e+07	2.95077e+07	1.37545e+07	2.76696e+07	2.83614e+07	1.39311e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		7	7	1.61316e+07	3.10395e+07	1.69203e+07	3.17777e+07	3.22676e+07	1.6457e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10	7.58214e+08	6.32954e+08	8.08825e+08	8.33874e+08	8.05297e+08	7.96662e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.07687e+09	1.01372e+09	1.06958e+09	1.05224e+09	1.1032e+09	1.08804e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.29297e+08	7.01382e+08	8.6008e+08	8.30126e+08	8.43743e+08	8.43404e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		3	3		1.34336e+06		1.99155e+06	1.78866e+06	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		1	1		2.45068e+06		1.74573e+06	1.99304e+06	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		17	17	2.70583e+07	5.26921e+07	2.68228e+07	5.10291e+07	5.29147e+07	2.64125e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		14	14	1.45233e+07	2.9057e+07	1.46603e+07	2.95623e+07	2.83888e+07	1.53827e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		19	19	1.84875e+07	3.65066e+07	1.76674e+07	3.60834e+07	3.75849e+07	1.83788e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	7	7	7.26356e+07	6.72602e+07	6.43621e+07	6.10803e+07	5.26231e+07	6.27686e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	17	17	2.54687e+07	2.94833e+07	2.63072e+07	2.79199e+07	2.71704e+07	2.57926e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.33629e+07	4.34756e+07	4.25636e+07	4.11412e+07	4.21245e+07	4.14988e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.29297e+08	1.30242e+08	1.25166e+08	1.23727e+08	1.27288e+08	1.26942e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	18	17	2.07092e+08	2.36845e+08	2.042e+08	2.07438e+08	2.10883e+08	2.02977e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.67861e+06	1.69192e+06	1.55565e+06	1.64215e+06	1.60924e+06	1.48453e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	15	13	6.77414e+07	7.14204e+07	6.89619e+07	6.92154e+07	6.87793e+07	6.67222e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.49241e+06	1.00219e+07	9.60125e+06	9.97945e+06	1.04284e+07	9.3392e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	10	10	6.06892e+06	6.66208e+06	5.84716e+06	6.12945e+06	6.93241e+06	5.88486e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	2	2				3.41953e+06		
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	6.8514e+06	7.51996e+06	7.03266e+06	6.55938e+06	7.30418e+06	7.18209e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	1.41894e+06	2.13756e+06	1.32779e+06	1.60123e+06	1.69547e+06	1.08475e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	6.52709e+06	7.36806e+06	7.45209e+06	7.26376e+06	7.10145e+06	6.84091e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	4.36332e+07	3.66418e+07	4.30791e+07	4.09063e+07	4.15919e+07	4.12484e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.42134e+07	3.07166e+07	3.26533e+07	3.15795e+07	3.34019e+07	3.26729e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.47559e+07	3.37057e+07	3.57971e+07	3.49917e+07	3.52101e+07	3.56786e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		10	10	3.70269e+06	8.58177e+06	3.83565e+06	8.10919e+06	8.00546e+06	4.22933e+06
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	25	25	8.40229e+07	8.4805e+07	8.37679e+07	8.2037e+07	8.39777e+07	8.31184e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.8657e+07	1.83501e+07	1.89802e+07	1.73237e+07	1.9036e+07	1.94628e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.27559e+07	3.36449e+07	3.14915e+07	3.40268e+07	3.51758e+07	3.20931e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.43701e+07	2.9886e+07	2.61984e+07	2.62418e+07	2.6113e+07	2.72433e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	23	23	1.50674e+08	1.56125e+08	1.51683e+08	1.48139e+08	1.54138e+08	1.50232e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	28	28	8.35496e+07	7.93041e+07	8.18209e+07	8.12854e+07	8.29726e+07	8.06193e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	6.47703e+06	7.35964e+06	7.50678e+06	6.61633e+06	6.91457e+06	7.373e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.28172e+08	4.3366e+08	4.38965e+08	4.1339e+08	4.1684e+08	4.40529e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.66781e+07	3.69757e+07	3.5868e+07	3.49727e+07	3.56662e+07	3.59377e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	2	2	1.08483e+06	1.05174e+06	912919	978213	1.02772e+06	1.14789e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	4.39438e+06	3.96688e+06	4.07257e+06	3.71934e+06	4.1317e+06	3.5481e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	2	2	4.79729e+06	5.62691e+06	4.04306e+06	5.18034e+06	4.43392e+06	3.77574e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	7	7	9.42564e+06	1.02628e+07	9.55777e+06	1.01811e+07	1.01654e+07	9.71223e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.84696e+07	2.0104e+07	1.93571e+07	1.81226e+07	1.88855e+07	1.92315e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.16966e+06	5.83493e+06	5.06047e+06	4.49752e+06	5.28258e+06	5.2494e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	35	35	1.8439e+08	1.80902e+08	1.85886e+08	1.84718e+08	1.89591e+08	1.84221e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	6.40775e+06	6.26836e+06	7.22476e+06	5.83551e+06	5.85852e+06	5.42541e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.08741e+07	2.25181e+07	2.05086e+07	2.03948e+07	2.27093e+07	2.07913e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		7	7	1.55991e+07	2.39164e+07	1.60608e+07	2.89772e+07	2.96556e+07	1.64294e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	11	11	5.21729e+06	5.74473e+06	5.45163e+06	5.25811e+06	5.69419e+06	5.34227e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	2.68793e+07	2.62942e+07	2.79117e+07	2.61636e+07	2.61725e+07	2.75837e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2		793296	619551	713060	556351	589890
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	7	7	9.86944e+06	9.05967e+06	9.95675e+06	1.02071e+07	1.04784e+07	1.05205e+07
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.14755e+07	1.1429e+07	1.17739e+07	1.02188e+07	1.06009e+07	1.04076e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	14	14	1.32433e+07	1.20663e+07	1.30534e+07	1.22172e+07	1.32067e+07	1.36492e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	2.15578e+07	2.26297e+07	2.23047e+07	2.14287e+07	2.2037e+07	2.19604e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17	1.00181e+07	1.07451e+07	9.72348e+06	9.8756e+06	1.00735e+07	1.03236e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	8.66579e+06	9.92655e+06	9.19273e+06	9.04019e+06	9.63253e+06	8.61726e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.4116e+07	5.52142e+07	5.47169e+07	5.57224e+07	5.75065e+07	5.43026e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	1.85988e+07	2.40778e+07	1.8583e+07	1.89901e+07	2.1873e+07	1.72528e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	2.13641e+07	2.00082e+07	2.22175e+07	2.29e+07	2.18415e+07	2.07547e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.76606e+06	7.61125e+06	7.73309e+06	7.06746e+06	7.38536e+06	7.35808e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		13	13	6.88302e+06	1.49809e+07	6.98525e+06	1.36666e+07	1.39701e+07	7.33634e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.66515e+07	5.66086e+07	5.56473e+07	5.18195e+07	5.38335e+07	5.51048e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.92408e+06			1.85221e+06	2.33974e+06	
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.83107e+07	3.24088e+07	2.73574e+07	2.81138e+07	2.81696e+07	2.90065e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	1.02958e+07	1.07209e+07	1.02702e+07	1.04921e+07	1.07368e+07	9.88705e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	5	5	5.61942e+06	5.35376e+06	4.92035e+06	5.09226e+06	5.45133e+06	4.90671e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	5.5372e+06	5.4831e+06	5.0613e+06	5.16619e+06	5.10873e+06	5.62832e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.43093e+07	2.5478e+07	2.39144e+07	2.49472e+07	2.51074e+07	2.40455e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4		2.38076e+06	2.82526e+06	2.59378e+06	2.85062e+06	2.87852e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	4	4	2.01232e+06	2.26584e+06	2.26651e+06	2.49523e+06	2.3666e+06	2.26616e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		15	15	9.60934e+06	1.97975e+07	9.39421e+06	1.96194e+07	1.97181e+07	1.01158e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.81332e+06	4.84402e+06	4.19104e+06	3.8513e+06	4.49024e+06	4.2263e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	37	37	3.13029e+08	3.00213e+08	3.21738e+08	3.12638e+08	3.19374e+08	3.21388e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	6.76494e+06	9.08625e+06	7.87688e+06	8.72604e+06	8.85005e+06	7.45531e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.49173e+07	8.94295e+07	8.80514e+07	9.17388e+07	9.45104e+07	8.69539e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	7.62343e+07	7.42384e+07	7.40268e+07	7.53724e+07	7.51992e+07	7.43953e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7	1.20406e+07	9.64083e+06	1.20524e+07	1.16528e+07	1.24583e+07	1.16856e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.05716e+07	5.33318e+07	6.19442e+07	5.60181e+07	5.89533e+07	6.16605e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	10	10	1.45093e+07	1.5687e+07	1.42306e+07	1.3374e+07	1.40369e+07	1.37822e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	3.71356e+06	3.85417e+06	4.06234e+06	3.73019e+06	4.11803e+06	3.8993e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	4.75323e+06	3.73632e+06	4.41172e+06	3.61176e+06	4.81168e+06	4.63959e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.21789e+08	1.0617e+08	1.2115e+08	1.28264e+08	1.308e+08	1.27289e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	6.60623e+06	6.9079e+06	5.80155e+06	5.8441e+06	5.65061e+06	5.88108e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17	1.34945e+09	1.39849e+09	1.34327e+09	1.37263e+09	1.34635e+09	1.34797e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	4.59546e+06	4.36114e+06	5.01924e+06	4.49465e+06	4.9945e+06	5.14678e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.25073e+06	1.79411e+06	2.34243e+06	2.1308e+06	2.33173e+06	2.2918e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	1.57777e+07	1.56981e+07	1.52962e+07	1.65626e+07	1.63974e+07	1.63412e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8	1.20542e+07	1.18126e+07	1.24834e+07	1.15702e+07	1.16486e+07	1.1874e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	3.14331e+07	3.09851e+07	3.1584e+07	3.06854e+07	3.20171e+07	3.12436e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	18	18	6.67305e+07	7.38118e+07	6.67069e+07	6.93869e+07	6.96489e+07	6.64747e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	2.27948e+07	2.2816e+07	2.26697e+07	2.23911e+07	2.29353e+07	2.28446e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.70419e+07	1.57079e+07	1.7102e+07	1.65705e+07	1.76318e+07	1.75376e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	5.13447e+06	3.41739e+06	4.81739e+06	4.23912e+06	4.49321e+06	4.82367e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	8.29002e+06	8.71009e+06	8.42522e+06	7.46784e+06	8.24334e+06	7.84077e+06
P07024	USHA_ECOLI	ushA	Protein UshA	11	11	2.59031e+07	2.77515e+07	2.58272e+07	2.54187e+07	2.62098e+07	2.5842e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.85044e+06	5.43837e+06	4.55873e+06	4.45466e+06	4.76261e+06	4.61046e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2		2.95192e+06		1.93169e+06	2.35323e+06	
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	48	48	1.1397e+08	1.10977e+08	1.12756e+08	1.11961e+08	1.15987e+08	1.13143e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.17088e+06	3.2058e+06	3.66778e+06	3.81238e+06	3.42882e+06	3.11814e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	13	13	8.96519e+06	9.49483e+06	8.71873e+06	8.93893e+06	8.99244e+06	8.08392e+06
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3	227040	188200	282747	232703	245259	319067
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	37	37	9.42084e+07	9.84925e+07	9.83249e+07	9.62085e+07	9.71208e+07	9.66175e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	10	10	7.99917e+06	7.91223e+06	8.25796e+06	7.56331e+06	7.45752e+06	7.68706e+06
