Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	3.19661e+06	6.88139e+06	6.45582e+06	5.6171e+06	6.11216e+06	6.6889e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	6.79941e+07	7.04848e+07	6.97006e+07	7.11172e+07	6.93223e+07	7.07009e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.64864e+07	5.76607e+07	6.01763e+07	5.9551e+07	5.97715e+07	5.57478e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	7	7	1.94577e+07	1.93933e+07	1.91232e+07	1.93317e+07	1.86033e+07	1.98563e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1		1.50922e+06		1.77101e+06		1.34076e+06
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	13	13	7.76118e+07	7.5283e+07	7.78788e+07	7.7351e+07	7.55194e+07	7.52209e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.15111e+08	2.17584e+08	2.47913e+08	2.0807e+08	2.45557e+08	2.14058e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.17677e+09	1.10055e+09	1.21614e+09	1.09137e+09	1.21306e+09	1.11295e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.91161e+07	8.21137e+07	8.29082e+07	8.16419e+07	8.27008e+07	8.38844e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	1.4187e+09	1.63506e+09	1.49164e+09	1.64651e+09	1.47038e+09	1.55752e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.30303e+08	6.98066e+08	6.74462e+08	6.74902e+08	6.83196e+08	6.68483e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	5.13646e+07	5.10888e+07	5.00443e+07	5.13265e+07	4.8469e+07	5.0675e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.11389e+08	3.26803e+08	3.2121e+08	3.17817e+08	3.13183e+08	3.13691e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.31705e+07	2.30504e+07	2.24216e+07	2.40477e+07	2.19691e+07	2.40939e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	1	1			756143		760563	647171
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.89537e+06	7.60683e+06	8.37131e+06	7.79948e+06	8.14777e+06	8.01357e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2		1.98554e+06	1.61062e+06	1.83839e+06	2.20875e+06	1.97191e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	2.11304e+07	2.27465e+07	2.07754e+07	2.15281e+07	2.09197e+07	2.0522e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	5	5	3.27674e+06	3.40391e+06	2.75356e+06	3.42187e+06	3.06405e+06	3.42702e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2			4.32578e+06	4.19001e+06	4.22976e+06	3.94731e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	2	2	1.88996e+06	2.65597e+06	2.44431e+06	2.59246e+06	2.35523e+06	2.50963e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	4.7561e+06	4.27631e+06	4.70108e+06	4.38526e+06	4.40569e+06	4.27102e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	665350	514261	840106	799519	843243	613490
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.53164e+06	4.48674e+06	4.33214e+06	4.07522e+06	4.05937e+06	4.31322e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	4.29921e+06	3.4796e+06	5.05584e+06	3.95672e+06	4.57201e+06	4.41697e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	5.01957e+07	5.68208e+07	5.54836e+07	5.47237e+07	5.51093e+07	5.50088e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	7	7	1.06913e+07	1.00835e+07	1.0442e+07	1.12072e+07	1.1124e+07	1.12725e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	10	10	1.24614e+08	1.27395e+08	1.22062e+08	1.22085e+08	1.24264e+08	1.24778e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.75079e+07	1.93518e+07	1.90022e+07	1.74232e+07	1.75583e+07	1.68386e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.49489e+07	4.28994e+07	4.32585e+07	4.25024e+07	4.47754e+07	4.45556e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.08372e+07	3.58011e+07	3.55333e+07	3.60053e+07	3.68983e+07	3.66827e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2		3.27937e+06	4.26451e+06	4.19405e+06	4.42858e+06	4.66668e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	9.02478e+06	9.40942e+06	8.47329e+06	8.65208e+06	9.28551e+06	7.89065e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	4.24429e+06	3.96748e+06	3.42337e+06	3.11496e+06	3.17386e+06	3.66505e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.83393e+06	1.81711e+06	1.69769e+06	1.604e+06	1.70465e+06	1.68325e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	7.3129e+07	7.23426e+07	7.23405e+07	7.07775e+07	7.20862e+07	7.20129e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.82492e+08	1.89025e+08	1.88449e+08	1.89735e+08	1.80472e+08	1.86292e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	8.96394e+07	7.33393e+07	8.12776e+07	7.97964e+07	7.95588e+07	7.5818e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	5	5	1.68158e+07	1.65213e+07	1.75785e+07	1.71168e+07	1.80541e+07	1.79891e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	5	4	7.83271e+06	1.6548e+07	1.75387e+07	1.63498e+07	1.6852e+07	1.7422e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.69127e+07	2.08471e+07	2.21805e+07	2.142e+07	2.17095e+07	2.16007e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.68357e+06	4.91108e+06	4.35673e+06	4.70598e+06	3.73907e+06	4.8471e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	1	1		741845	651381	710518	688206	
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	2.34889e+06	2.48008e+06	2.67322e+06	2.49616e+06	2.53852e+06	2.59923e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.07143e+07	1.19725e+07	1.25264e+07	1.27621e+07	1.23206e+07	1.30649e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	6.58689e+06	8.25291e+06	8.77056e+06	8.44521e+06	8.14005e+06	8.167e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.31029e+06	1.16798e+06	1.21967e+06	1.10602e+06	1.25023e+06	1.20441e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	2.07134e+07	1.688e+07	1.67724e+07	1.6378e+07	1.72105e+07	1.74581e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.77267e+07	1.76905e+07	1.77802e+07	1.77397e+07	1.71376e+07	1.76938e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.15722e+07	1.28987e+07	1.2547e+07	1.28118e+07	1.2709e+07	1.17723e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	875775	816555	710596	732372	804633	837156
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	8.04101e+06	1.66933e+07	1.89093e+07	1.77617e+07	1.8703e+07	1.75368e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.54568e+06	2.75317e+06	2.66552e+06	2.46197e+06	2.61643e+06	1.92049e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	6.54815e+06	6.51918e+06	6.79475e+06	6.81525e+06	6.78966e+06	6.83755e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	6	6	9.67907e+06	1.54762e+07	1.60894e+07	1.38709e+07	1.46476e+07	1.44057e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	3.27087e+07	3.25577e+07	3.31574e+07	3.26975e+07	3.3874e+07	3.28927e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	4.1433e+06	4.50292e+06	5.29331e+06	5.3645e+06	5.42007e+06	4.86071e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.27412e+06	2.50515e+06	2.40988e+06	1.77217e+06	2.37771e+06	2.54838e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1				161728		142330
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	4.70641e+07	4.84367e+07	4.913e+07	4.89343e+07	4.87203e+07	4.99868e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7	3.54476e+06	4.0302e+06	4.11084e+06	4.05988e+06	3.85148e+06	3.98108e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.13182e+07	5.45913e+07	5.55269e+07	5.5858e+07	6.18992e+07	5.74586e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.18816e+07	1.14576e+07	9.58008e+06	1.04361e+07	9.55521e+06	9.87235e+06
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	1	1	243865	188515				
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	2.21152e+07	2.288e+07	2.24331e+07	2.23365e+07	2.16808e+07	2.22131e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	8.31965e+06	6.709e+06	7.70391e+06	7.05138e+06	7.48713e+06	7.27374e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	6.1965e+06	4.46267e+06	5.40558e+06	5.55186e+06	4.97228e+06	3.68665e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	13	13	3.13351e+07	3.34144e+07	3.41073e+07	3.44608e+07	3.34531e+07	3.33131e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.91894e+07	2.54642e+07	2.82336e+07	2.62267e+07	2.66832e+07	2.69618e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.97586e+07	4.01256e+07	3.83353e+07	4.0344e+07	3.94676e+07	3.99032e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	1.91898e+07	2.29325e+07	2.18013e+07	2.28946e+07	2.07024e+07	2.1758e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	9	9	6.45939e+06	6.94301e+06	6.95458e+06	6.97165e+06	6.7465e+06	6.5478e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	3	3	1.52421e+07	1.43863e+07	1.64515e+07	1.51155e+07	1.54548e+07	1.59517e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	8.20785e+06	8.69151e+06	9.50257e+06	9.4619e+06	9.13057e+06	9.67508e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.81476e+07	3.69693e+07	3.85737e+07	3.43398e+07	3.67504e+07	3.57537e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3	1.89559e+06	1.52434e+06	2.1193e+06	1.87518e+06	2.04547e+06	1.55033e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	2.78051e+07	2.96939e+07	2.98071e+07	3.01181e+07	2.91082e+07	3.11687e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	6	6	1.03866e+07	9.10308e+06	9.4115e+06	8.8369e+06	9.08045e+06	8.56005e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	8.05209e+08	9.01343e+08	9.27682e+08	9.02963e+08	8.94389e+08	9.05821e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	9.9267e+07	1.02424e+08	1.02246e+08	1.01561e+08	9.88931e+07	1.01325e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.75986e+07	2.97994e+07	3.0299e+07	3.17853e+07	3.05255e+07	2.97583e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	4	4	4.06048e+06	2.99006e+06	3.31293e+06	3.10654e+06	3.15854e+06	3.30246e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	18	18	2.45047e+07	2.63104e+07	2.57197e+07	2.60837e+07	2.60728e+07	2.56387e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.00234e+07	1.02207e+07	1.01141e+07	9.77743e+06	1.0696e+07	1.01819e+07
P0AB96	ARSC_ECOLI	arsC	Arsenate reductase	1	1		1.59263e+06		1.63378e+06	1.50981e+06	1.40699e+06
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	3.79593e+06	4.4423e+06	4.93316e+06	3.74132e+06	4.20965e+06	3.32209e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.72447e+08	1.94511e+08	1.92054e+08	1.92624e+08	1.87478e+08	1.93167e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	11	11	1.32538e+08	1.38009e+08	1.38935e+08	1.36964e+08	1.38024e+08	1.40566e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	17	17	1.41531e+08	1.36442e+08	1.43729e+08	1.42503e+08	1.42681e+08	1.38897e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	3.72517e+08	3.98472e+08	4.21168e+08	4.15627e+08	4.20877e+08	4.11257e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	3.74336e+08	4.11595e+08	4.20711e+08	4.15445e+08	4.15699e+08	4.22703e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	3	3	2.21953e+06	1.83137e+06	1.78581e+06	1.95626e+06	1.41015e+06	1.60643e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	17	17	8.04907e+07	7.69416e+07	7.60338e+07	7.53778e+07	7.62339e+07	7.89498e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	15	15	7.84273e+07	7.95202e+07	7.97878e+07	7.84594e+07	7.9826e+07	8.13711e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.21622e+07	4.49844e+07	4.22644e+07	4.35762e+07	4.31742e+07	4.40731e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	23	23	7.88124e+07	8.93013e+07	8.44353e+07	8.73747e+07	8.46758e+07	8.57249e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.37862e+08	2.57197e+08	2.61424e+08	2.59291e+08	2.59162e+08	2.55156e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.28331e+07	2.0198e+07	2.20506e+07	2.19706e+07	2.20762e+07	2.1801e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	18	18	1.34473e+07	1.18863e+07	1.24427e+07	1.28807e+07	1.26927e+07	1.20925e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.71571e+07	4.52595e+07	4.67893e+07	4.8558e+07	4.67161e+07	4.76571e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	714607	613598	600562	453913	475522	497923
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	9	9	1.36672e+07	1.35288e+07	1.46361e+07	1.43611e+07	1.44412e+07	1.41436e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	3.95585e+07	4.0549e+07	4.00989e+07	4.16057e+07	4.12563e+07	4.13291e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	3.95589e+07	3.86977e+07	3.98388e+07	3.86601e+07	4.02399e+07	3.81307e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	1.26913e+07	1.20291e+07	1.19916e+07	1.21531e+07	1.10334e+07	1.25212e+07
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.48737e+06	1.19403e+07	1.09699e+07	1.1234e+07	1.04811e+07	1.13295e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	4	4	2.31633e+07	2.30176e+07	2.3375e+07	2.23269e+07	2.23257e+07	2.28846e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	2.05071e+08	1.68588e+08	1.70928e+08	1.68026e+08	1.69714e+08	1.71073e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.8423e+07	2.34456e+07	2.55585e+07	2.21084e+07	2.52551e+07	2.3117e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	1.99467e+08	1.99855e+08	2.01537e+08	2.03408e+08	2.01283e+08	2.03038e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	2.92413e+06	2.04508e+06	3.28954e+06	2.74579e+06	3.2906e+06	3.00724e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	2.29034e+06	2.03335e+06	2.50914e+06	2.22268e+06	2.63311e+06	2.14848e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.58016e+06	1.98296e+06	2.13164e+06	2.06267e+06	1.68792e+06	1.82415e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	1.12228e+07	1.08301e+07	1.10814e+07	1.10039e+07	1.08546e+07	1.04287e+07
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	2	2	2.45635e+07	2.54388e+07	2.59661e+07	2.62433e+07	2.51424e+07	2.48879e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	2	2			1.24823e+06	1.30639e+06	1.31439e+06	1.09901e+06
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	4.56841e+08	4.82525e+08	4.63317e+08	4.67689e+08	4.67937e+08	4.60702e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	8	8	6.6015e+06	7.08598e+06	7.0181e+06	7.43195e+06	7.11418e+06	6.95108e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	4	4	5.11358e+06	5.82504e+06	5.85289e+06	5.49128e+06	5.30995e+06	5.67426e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	5	5	2.5832e+07	2.83278e+07	2.98924e+07	2.69423e+07	2.8699e+07	2.76401e+07
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.50993e+08	3.69252e+08	3.87586e+08	3.67628e+08	3.81632e+08	3.6228e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	6	6	4.38669e+06	4.09755e+06	3.73514e+06	4.07359e+06	4.03996e+06	4.30052e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	17	17	4.18081e+08	4.50779e+08	4.6008e+08	4.46572e+08	4.44238e+08	4.48829e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	7	7	2.82637e+07	3.14863e+07	3.20382e+07	3.03365e+07	2.96371e+07	2.95073e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	14	14	1.445e+08	1.45356e+08	1.51166e+08	1.45807e+08	1.46091e+08	1.44165e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	8.74175e+07	8.2737e+07	8.46503e+07	8.7235e+07	8.41763e+07	8.65406e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	3.6154e+07	5.70577e+07	5.85906e+07	5.81203e+07	5.77461e+07	5.818e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	4	4	1.09431e+07	1.04086e+07	1.08905e+07	1.06632e+07	1.07946e+07	1.04144e+07
P0ABV2	EXBD_ECOLI	exbD	Biopolymer transport protein ExbD	3	3	1.50684e+07	1.45079e+07	1.417e+07	1.44412e+07	1.46945e+07	1.43058e+07
P0ABV6	TOLR_ECOLI	tolR	Protein TolR	4	4	2.5024e+07	2.6055e+07	2.49027e+07	2.30137e+07	2.45406e+07	2.52104e+07
P0ABX2	FLGC_ECOLI	flgC	Flagellar basal-body rod protein FlgC	4	4	1.14424e+06	1.09187e+06	1.04783e+06	1.15477e+06	964948	1.05596e+06
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2	5.91732e+06	4.76226e+06	3.73756e+06	4.62094e+06	4.43037e+06	4.57249e+06
P0ABX8	FLIL_ECOLI	fliL	Flagellar protein FliL	8	8	8.17374e+06	8.75114e+06	8.60984e+06	8.71792e+06	8.3155e+06	8.543e+06
P0ABZ1	FLIG_ECOLI	fliG	Flagellar motor switch protein FliG	9	9	1.02312e+07	1.0292e+07	1.03061e+07	1.03276e+07	1.01922e+07	1.03458e+07
P0ABZ4	KDSC_ECOLI	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	3	3	2.56898e+07	2.38904e+07	2.76317e+07	2.54399e+07	2.7844e+07	2.61996e+07
P0ABZ6	SURA_ECOLI	surA	Chaperone SurA	17	17	5.52399e+07	6.57944e+07	6.68624e+07	6.57402e+07	6.45745e+07	6.63575e+07
P0AC02	BAMD_ECOLI	bamD	Outer membrane protein assembly factor BamD	12	12	9.98237e+07	1.04605e+08	1.0494e+08	1.02747e+08	1.0228e+08	1.04193e+08
P0AC13	DHPS_ECOLI	folP	Dihydropteroate synthase	12	12	2.51023e+07	2.49819e+07	2.46315e+07	2.51119e+07	2.47117e+07	2.51902e+07
P0AC16	FOLB_ECOLI	folB	Dihydroneopterin aldolase	1	1	571291	486588	346888	457687		
P0AC19	FOLX_ECOLI	folX	D-erythro-7,8-dihydroneopterin triphosphate epimerase	6	6	2.27107e+07	2.04933e+07	2.0475e+07	1.89534e+07	2.02214e+07	1.89815e+07
P0AC28	YGFA_ECOLI	ygfA	Uncharacterized protein YgfA	1	1	501845	413371	530906	597730	600663	529597
P0AC30	FTSX_ECOLI	ftsX	Cell division protein FtsX	9	9	9.15573e+06	9.34554e+06	1.00821e+07	9.8351e+06	9.27727e+06	1.01406e+07
P0AC33	FUMA_ECOLI	fumA	Fumarate hydratase class I, aerobic	8	8	1.28486e+07	1.28836e+07	1.30998e+07	1.30611e+07	1.34147e+07	1.31381e+07
P0AC38	ASPA_ECOLI	aspA	Aspartate ammonia-lyase	22	22	5.67604e+08	6.10107e+08	6.1694e+08	6.03709e+08	6.13912e+08	6.06012e+08
P0AC41	DHSA_ECOLI	sdhA	Succinate dehydrogenase flavoprotein subunit	14	14	2.39647e+07	2.25935e+07	2.16526e+07	2.34885e+07	2.31521e+07	2.26681e+07
P0AC47	FRDB_ECOLI	frdB	Fumarate reductase iron-sulfur subunit	8	8	9.3108e+07	9.1229e+07	9.31397e+07	8.56745e+07	9.01209e+07	8.96135e+07
P0AC51	ZUR_ECOLI	zur	Zinc uptake regulation protein	3	3	1.27654e+07	1.1556e+07	1.29093e+07	1.13035e+07	1.19762e+07	1.14644e+07
P0AC53	G6PD_ECOLI	zwf	Glucose-6-phosphate 1-dehydrogenase	26	26	5.15958e+07	5.14259e+07	5.14903e+07	5.07886e+07	5.17665e+07	5.06733e+07
P0AC59	GLRX2_ECOLI	grxB	Glutaredoxin-2	9	9	4.45568e+07	4.702e+07	4.78005e+07	4.74391e+07	4.68598e+07	4.67428e+07
P0AC62	GLRX3_ECOLI	grxC	Glutaredoxin-3	4	4	1.63522e+08	1.47537e+08	1.43543e+08	1.44761e+08	1.4238e+08	1.4545e+08
P0AC69	GLRX4_ECOLI	grxD	Glutaredoxin-4	4	4	1.6286e+08	1.5945e+08	1.72683e+08	1.65711e+08	1.67494e+08	1.61728e+08
P0AC75	KDTA_ECOLI	waaA	3-deoxy-D-manno-octulosonic acid transferase	6	6	5.06634e+06	3.93668e+06	3.91659e+06	3.52002e+06	4.02803e+06	3.59585e+06
P0AC78	WECA_ECOLI	wecA	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	1	1				650165		641420
P0AC81	LGUL_ECOLI	gloA	Lactoylglutathione lyase	1	1	2.83135e+07		3.03909e+07			
P0AC84	GLO2_ECOLI	gloB	Hydroxyacylglutathione hydrolase	4	4	2.40944e+06	2.47648e+06	2.69364e+06	2.64054e+06	2.53164e+06	2.62311e+06
P0AC86	PHSG_ECOLI	glgP	Glycogen phosphorylase	12	12	7.17445e+06	6.5222e+06	7.30793e+06	6.93533e+06	7.26806e+06	6.93002e+06
