Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	5	5	1.75535e+06	1.6221e+06	1.74411e+06	1.69884e+06	1.70504e+06	1.79251e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	11	9	1.51304e+07	1.50748e+07	1.59528e+07	1.54148e+07	1.6391e+07	1.54456e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	7	7	8.18536e+06	8.47791e+06	8.4056e+06	9.26366e+06	8.77061e+06	8.61224e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	3	3		1.08794e+06	1.38222e+06	1.16814e+06	1.45723e+06	1.41042e+06
P11557	DAMX_ECOLI	damX	Protein DamX	10	10	2.62237e+07	2.60807e+07	2.71396e+07	2.66686e+07	2.60424e+07	2.51693e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	30	30	5.18071e+07	5.03311e+07	5.26976e+07	5.12624e+07	5.16504e+07	5.15503e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.19824e+07	2.22762e+07	2.29436e+07	2.41113e+07	2.52232e+07	2.58801e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.42062e+06	1.40879e+06	1.39539e+06	1.47485e+06	1.39919e+06	1.62952e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.43429e+07	1.29173e+07	1.33765e+07	1.27912e+07	1.3189e+07	1.31936e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20		7.02393e+07		7.37915e+07	7.00217e+07	
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	9	9	3.26239e+07	3.1729e+07	3.21815e+07	3.21713e+07	3.24657e+07	3.2369e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	7.42509e+06	7.74279e+06	7.90649e+06	7.30573e+06	7.10671e+06	7.70744e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	10	10	1.37858e+07	1.36336e+07	1.41701e+07	1.28039e+07	1.37452e+07	1.43292e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.33967e+08	2.4483e+08	2.27051e+08	2.38773e+08	2.41032e+08	2.33412e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	1.77558e+06	2.1384e+06	1.90529e+06	2.04669e+06	2.09992e+06	1.91729e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3	2.58065e+06	2.82709e+06	3.06911e+06	2.27806e+06	3.14521e+06	3.15356e+06
P13009	METH_ECOLI	metH	Methionine synthase	24	24	1.2496e+07	1.27893e+07	1.29509e+07	1.27468e+07	1.28223e+07	1.30727e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	6.54865e+06	7.17487e+06	6.38314e+06	7.19493e+06	7.31694e+06	6.82784e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10	1.8746e+07	1.97896e+07	1.92116e+07	1.9769e+07	1.8401e+07	1.97049e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	42	42	1.76388e+08	1.74935e+08	1.73481e+08	1.73774e+08	1.72555e+08	1.73155e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	1.67857e+06	2.22323e+06	2.05308e+06	2.03396e+06	2.36074e+06	2.16128e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.81336e+07	1.87715e+07	1.74778e+07	1.82104e+07	1.84468e+07	1.81323e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	16	16	2.30258e+07	2.38202e+07	2.41349e+07	2.33795e+07	2.35762e+07	2.46383e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	1	1	1.797e+06	3.29025e+06	2.11938e+06	2.06763e+06	2.97208e+06	2.727e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	2	2	368242	404930	480587	350381	418150	492749
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.80333e+07	1.87354e+07	1.86654e+07	1.85976e+07	1.89087e+07	1.79832e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	10	10	8.52593e+06	8.61609e+06	8.92857e+06	8.91612e+06	8.72776e+06	8.65481e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	8	8	1.13797e+07	1.11813e+07	1.05754e+07	1.20736e+07	1.20286e+07	1.10253e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	7	7	813857	956584	1.1196e+06	1.34948e+06	1.13867e+06	1.03026e+06
P14375	ZRAR_ECOLI	zraR	Transcriptional regulatory protein ZraR	1	1					1.51996e+07	
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	25	16	1.29521e+08	1.26509e+08	1.27056e+08	1.25525e+08	1.28442e+08	1.28066e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	7	7	1.79715e+07	1.86646e+07	1.79707e+07	1.85319e+07	1.87699e+07	1.82657e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	1.56842e+06	1.82857e+06	1.96104e+06	2.08542e+06	1.91095e+06	2.16468e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	5.94058e+07	5.80204e+07	6.00449e+07	6.14091e+07	6.08621e+07	6.22036e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	3.92588e+06	2.6883e+06	3.80274e+06	4.44366e+06	2.3433e+06	3.42093e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.29712e+07	2.24838e+07	2.30962e+07	2.24292e+07	2.20626e+07	2.36057e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3	3	1.1508e+06	1.34311e+06	1.01825e+06	1.15507e+06	1.31763e+06	1.19589e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	3.56616e+06	3.33969e+06	4.15836e+06	3.6282e+06	3.7316e+06	3.79867e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	2.05132e+07	1.98247e+07	2.30843e+07	1.832e+07	2.20955e+07	2.33637e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	2.00534e+06	1.81396e+06	1.86442e+06	1.63049e+06	1.87191e+06	1.77779e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	19	19	9.45832e+06	8.91008e+06	9.53262e+06	9.32521e+06	9.071e+06	9.27218e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	3	3	1.30475e+06	1.52396e+06	1.29018e+06	1.41812e+06	1.48808e+06	1.18743e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	21	21	1.28724e+08	1.24536e+08	1.28932e+08	1.23303e+08	1.25083e+08	1.26254e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		9	9		3.82812e+07		3.9041e+07	4.06052e+07	
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	13	13	3.57039e+07	3.51651e+07	3.53153e+07	3.50233e+07	3.42178e+07	3.51882e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	1.64633e+07	1.79391e+07	1.6922e+07	1.76632e+07	1.81282e+07	1.73796e+07
P15723	DGTP_ECOLI	dgt	Deoxyguanosinetriphosphate triphosphohydrolase	2	2			2.52395e+06	2.1817e+06		
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.137e+07	1.09209e+07	1.05786e+07	1.1007e+07	1.16381e+07	1.14987e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	4	4		1.42545e+06	2.00436e+06	1.57812e+06	1.75122e+06	1.62568e+06
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	8	8	8.7343e+06	9.50637e+06	9.27348e+06	9.40379e+06	9.47744e+06	9.83134e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		11	11		3.10855e+07		3.01841e+07	3.02714e+07	
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	10	10	2.00219e+07	2.74497e+07	2.12817e+07	2.6603e+07	2.5974e+07	2.06735e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	5.51217e+06	5.19842e+06	5.47346e+06	5.11135e+06	5.56519e+06	5.60416e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	16	15	1.11332e+07	1.12169e+07	1.1201e+07	1.11534e+07	1.08384e+07	1.15068e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	2	2		583635		697342	626291	672866
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	1	0	4.6562e+06	3.98461e+06	4.25097e+06	4.65754e+06	4.60564e+06	5.36079e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	8	8	3.80346e+07	3.67437e+07	3.63826e+07	3.61092e+07	3.61567e+07	3.58835e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	3	3			845956	825779	776326	824475
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	5	5	7.84494e+06	7.87432e+06	8.53402e+06	8.04338e+06	8.16739e+06	8.65236e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.31931e+07	8.54704e+07	8.24946e+07	8.81881e+07	8.86914e+07	8.5265e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	5	5	2.00672e+06	1.91515e+06	2.10895e+06	1.96366e+06	1.91156e+06	2.12886e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	22	22	2.91227e+07	2.90372e+07	3.00087e+07	3.08471e+07	3.04195e+07	2.98879e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	1.05213e+07	1.02136e+07	1.02901e+07	1.09247e+07	1.0498e+07	1.11121e+07
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	3.92991e+06	3.85669e+06	4.48848e+06	4.15397e+06	4.07347e+06	4.44417e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	6	6	5.703e+06	5.54209e+06	6.01466e+06	5.0613e+06	5.49008e+06	6.18208e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	6	6	9.47603e+06	9.64302e+06	1.05951e+07	9.87526e+06	1.06039e+07	1.03072e+07
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	1.88769e+07	1.89342e+07	1.78597e+07	1.90125e+07	1.88047e+07	1.99718e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	36	36	1.86652e+08	1.87645e+08	1.84821e+08	1.87196e+08	1.85867e+08	1.85844e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	8	8	8.59566e+06	8.50048e+06	7.47767e+06	8.17444e+06	8.43234e+06	8.75736e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	10	10	8.1616e+06	8.17973e+06	8.85475e+06	8.75563e+06	8.78903e+06	9.15168e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	9	9	2.97838e+06	3.09232e+06	3.06045e+06	2.79978e+06	2.95601e+06	3.20767e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	34	34	2.69162e+07	2.69796e+07	2.69143e+07	2.72844e+07	2.75807e+07	2.66441e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	10	10	2.44284e+07	2.60101e+07	2.60471e+07	2.64341e+07	2.69608e+07	2.64523e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	10	10	1.22887e+07	1.19824e+07	1.21602e+07	1.1645e+07	1.17362e+07	1.23237e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	1.8e+07	1.96005e+07	1.7818e+07	2.01141e+07	1.8954e+07	1.93101e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	11	11	4.88339e+06	5.02455e+06	4.66274e+06	4.97856e+06	4.97737e+06	4.73707e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	7	7	9.58123e+06	9.83314e+06	1.0106e+07	1.07704e+07	9.40101e+06	9.41053e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.20713e+07	1.3244e+07	1.15382e+07	1.22533e+07	1.07369e+07	1.18546e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	2	2	1.09819e+06	573210	836562	724984	893720	722225
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1					2.23819e+06	2.85925e+06
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	16	16	1.71036e+07	1.72068e+07	1.71026e+07	1.72274e+07	1.80652e+07	1.66076e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	9.31063e+06	9.44024e+06	9.90923e+06	9.66402e+06	9.68224e+06	1.0289e+07
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	9.22796e+07	9.00051e+07	8.9701e+07	8.84046e+07	9.04484e+07	9.10838e+07
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	5	5	1.91278e+06	1.67391e+06	2.11412e+06	1.53371e+06	1.77092e+06	1.73575e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	7	7	1.57966e+07	1.56099e+07	1.53218e+07	1.51613e+07	1.58005e+07	1.59217e+07
P19930	HYAD_ECOLI	hyaD	Hydrogenase 1 maturation protease	2	2				1.30999e+06	1.71957e+06	1.02842e+06
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	3.90729e+06	4.54713e+06	4.46634e+06	4.41061e+06	4.09208e+06	4.4631e+06
P19932	HYAF_ECOLI	hyaF	Hydrogenase-1 operon protein HyaF	1	1		3.37299e+06	3.73832e+06	3.07907e+06		4.2333e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	4	4	7.4922e+06	7.05134e+06	7.6935e+06	7.65418e+06	7.03333e+06	6.80289e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	6	6	7.83497e+06	8.25665e+06	7.86026e+06	8.01225e+06	8.23679e+06	8.26045e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	6	6	2.23415e+06	2.51695e+06	2.19568e+06	2.26547e+06	1.98274e+06	1.92872e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	1	1	2.96737e+06	2.52233e+06	2.78206e+06	2.69827e+06	2.78711e+06	2.76588e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	7.1602e+07	6.61079e+07	7.03097e+07	6.73472e+07	6.97713e+07	7.03371e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	8	8	1.24179e+07	1.4787e+07	1.27886e+07	1.42757e+07	1.38133e+07	1.28626e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16	1.05043e+08	1.04636e+08	1.03758e+08	1.05321e+08	1.05466e+08	1.05352e+08
P21169	DCOR_ECOLI	speC	Ornithine decarboxylase, constitutive	2	2				666329	798675	
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.57465e+07	3.7346e+07	3.65831e+07	3.62499e+07	3.76979e+07	3.65586e+07
P21179	CATE_ECOLI	katE	Catalase HPII	7	7	2.18667e+06	1.9575e+06	2.23262e+06	2.12115e+06	2.18042e+06	2.2472e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	6	6	3.11879e+06	3.96683e+06	2.97259e+06	4.21727e+06	3.78544e+06	3.03203e+06
P21365	YCIC_ECOLI	yciC	UPF0259 membrane protein YciC	1	1	4.7465e+06	4.7023e+06	4.39971e+06	4.2573e+06	4.93469e+06	4.63779e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	7	7	1.29651e+07	1.2814e+07	1.26667e+07	1.21686e+07	1.11595e+07	1.16227e+07
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	2	2	7.09837e+06	6.97694e+06	7.63641e+06	7.65635e+06	7.67631e+06	8.04688e+06
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	8	8	2.16082e+08	1.95308e+08	2.08021e+08	1.82739e+08	1.94951e+08	1.9996e+08
P21499	RNR_ECOLI	rnr	Ribonuclease R	34	34	1.97486e+07	1.92806e+07	2.04075e+07	1.88747e+07	1.92356e+07	2.10492e+07
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	18	18	2.50747e+07	2.60739e+07	2.56727e+07	2.70393e+07	2.59286e+07	2.45411e+07
P21513	RNE_ECOLI	rne	Ribonuclease E	34	34	5.97533e+07	5.83727e+07	5.9723e+07	5.68725e+07	5.69842e+07	5.95446e+07
P21515	ACPH_ECOLI	acpH	Acyl carrier protein phosphodiesterase	3	3	1.02032e+06	1.12138e+06	1.31482e+06	965204	1.09775e+06	1.19311e+06
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	23	23	1.255e+08	1.19312e+08	1.23511e+08	1.1785e+08	1.20361e+08	1.16887e+08
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	3	3	2.37632e+07	2.46439e+07	2.63746e+07	2.74133e+07	2.56972e+07	2.74527e+07
P21829	YBHA_ECOLI	ybhA	Pyridoxal phosphate phosphatase YbhA	5	5	1.29215e+07	1.2434e+07	1.314e+07	1.28842e+07	1.24975e+07	1.29874e+07
P21866	KDPE_ECOLI	kdpE	KDP operon transcriptional regulatory protein KdpE	2	2	785530		1.18325e+06	1.16828e+06	1.33019e+06	1.56399e+06
P21888	SYC_ECOLI	cysS	Cysteine--tRNA ligase	20	20	5.57546e+07	5.58492e+07	5.36689e+07	5.73526e+07	5.66867e+07	5.50244e+07
P21889	SYD_ECOLI	aspS	Aspartate--tRNA ligase	33	33	6.66523e+07	6.84008e+07	6.62934e+07	6.70772e+07	6.80649e+07	6.75814e+07
P21893	RECJ_ECOLI	recJ	Single-stranded-DNA-specific exonuclease RecJ	5	5	2.19336e+06	2.38302e+06	2.25023e+06	2.11113e+06	2.2747e+06	2.28046e+06
P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	9	9	7.28992e+06	9.03864e+06	8.22881e+06	8.55023e+06	8.26821e+06	7.57966e+06
P22186	MRAZ_ECOLI	mraZ	Protein MraZ	2	2	6.37492e+06	6.53774e+06	7.48076e+06	6.72509e+06	7.30106e+06	7.05818e+06
P22188	MURE_ECOLI	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	12	12	2.4588e+07	2.39321e+07	2.42856e+07	2.43417e+07	2.46969e+07	2.48377e+07
P22255	CYSQ_ECOLI	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	7	7	2.53671e+07	2.70445e+07	2.59652e+07	2.70964e+07	2.73019e+07	2.69511e+07
P22256	GABT_ECOLI	gabT	4-aminobutyrate aminotransferase GabT	5	5	3.33825e+07	3.52439e+07	3.27555e+07	3.75021e+07	3.55365e+07	3.589e+07
P22259	PCKA_ECOLI	pckA	Phosphoenolpyruvate carboxykinase [ATP]	18	18	6.66964e+07	6.16222e+07	7.09365e+07	6.03601e+07	6.21565e+07	6.62496e+07
P22333	ADD_ECOLI	add	Adenosine deaminase	13	13	7.04562e+07	7.02677e+07	6.8968e+07	6.94976e+07	6.80428e+07	6.99224e+07
P22523	MUKB_ECOLI	mukB	Chromosome partition protein MukB	42	42	2.95588e+07	2.90587e+07	3.03461e+07	3.01698e+07	3.00411e+07	3.02351e+07
P22524	MUKE_ECOLI	mukE	Chromosome partition protein MukE	7	7	2.32774e+07	2.198e+07	2.23236e+07	2.20401e+07	2.29298e+07	2.14419e+07
P22525	YCBB_ECOLI	ycbB	Probable L,D-transpeptidase YcbB	11	11	1.07131e+07	1.10325e+07	1.10246e+07	1.09763e+07	1.09482e+07	1.16741e+07
P22564	RIHC_ECOLI	rihC	Non-specific ribonucleoside hydrolase RihC	1	1	697268	736321	683291	664347	735528	615148
P22634	MURI_ECOLI	murI	Glutamate racemase	5	5	4.7149e+06	4.89571e+06	5.45911e+06	4.96288e+06	4.51809e+06	5.726e+06
P22707	FINO_ECOLI	finO	Fertility inhibition protein	2	2	1.517e+06	1.45299e+06	1.75533e+06	1.381e+06	1.52138e+06	1.25645e+06
P22939	ISPA_ECOLI	ispA	Farnesyl diphosphate synthase	4	4	9.26095e+06	1.14855e+07	1.22379e+07	1.07234e+07	1.21818e+07	1.27334e+07
P23003	TRMA_ECOLI	trmA	tRNA (uracil(54)-C(5))-methyltransferase	4	4	9.83502e+06	8.04586e+06	1.01267e+07	1.08246e+07	8.95844e+06	1.05678e+07
P23256	MALY_ECOLI	malY	Protein MalY	1	1	1.45094e+06	1.33777e+06	1.34422e+06	1.3161e+06	1.62544e+06	1.4957e+06
P23305	YIGA_ECOLI	yigA	Uncharacterized protein YigA	7	7	5.58338e+06	5.08241e+06	5.37104e+06	5.79283e+06	5.55485e+06	6.07494e+06
P23331	KITH_ECOLI	tdk	Thymidine kinase	6	6	1.76227e+07	1.67362e+07	1.60886e+07	1.5625e+07	1.64338e+07	1.72379e+07
P23367	MUTL_ECOLI	mutL	DNA mismatch repair protein MutL	4	4	1.41188e+06	1.58044e+06	1.48307e+06	1.54772e+06	1.95642e+06	1.43363e+06
P23538	PPSA_ECOLI	ppsA	Phosphoenolpyruvate synthase	16	16	2.78839e+07	2.66018e+07	2.74813e+07	2.58783e+07	2.73125e+07	2.69561e+07
P23721	SERC_ECOLI	serC	Phosphoserine aminotransferase	17	17	5.00317e+07	5.43004e+07	5.27445e+07	5.4218e+07	5.49194e+07	5.39621e+07
P23827	ECOT_ECOLI	eco	Ecotin	6	6	5.22833e+07	5.08318e+07	5.16867e+07	4.9771e+07	5.12214e+07	5.25584e+07
P23830	PSS_ECOLI	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	10	10	9.67036e+06	9.99846e+06	9.95704e+06	9.42179e+06	1.03765e+07	1.08751e+07
P23836	PHOP_ECOLI	phoP	Transcriptional regulatory protein PhoP	12	12	6.61238e+07	6.3115e+07	6.52835e+07	6.46966e+07	6.24522e+07	6.54741e+07
P23837	PHOQ_ECOLI	phoQ	Sensor protein PhoQ	6	6	2.6753e+06	2.71871e+06	2.7026e+06	2.71065e+06	2.71723e+06	2.48623e+06
P23839	YICC_ECOLI	yicC	UPF0701 protein YicC	12	12	2.90655e+07	2.80653e+07	2.76551e+07	2.67935e+07	2.74837e+07	2.86773e+07
P23843	OPPA_ECOLI	oppA	Periplasmic oligopeptide-binding protein	21	21	2.73684e+07	2.71967e+07	2.65963e+07	2.69544e+07	2.65673e+07	2.66912e+07
P23845	CYSN_ECOLI	cysN	Sulfate adenylyltransferase subunit 1	12	12	1.31248e+07	1.3138e+07	1.33282e+07	1.2462e+07	1.25759e+07	1.30415e+07
P23847	DPPA_ECOLI	dppA	Periplasmic dipeptide transport protein	2	2	1.57908e+06	1.22119e+06	1.53213e+06	1.41082e+06	1.38511e+06	1.29542e+06
P23857	PSPE_ECOLI	pspE	Thiosulfate sulfurtransferase PspE	2	2	1.92672e+07	2.12861e+07	2.12632e+07	2.05709e+07	1.98608e+07	1.97485e+07
P23865	PRC_ECOLI	prc	Tail-specific protease	25	25	2.44741e+07	2.37999e+07	2.41518e+07	2.45177e+07	2.4464e+07	2.49713e+07
P23869	PPIB_ECOLI	ppiB	Peptidyl-prolyl cis-trans isomerase B	5	5	2.36683e+08	2.25951e+08	2.20549e+08	2.23433e+08	2.29417e+08	2.27634e+08
P23871	HEMH_ECOLI	hemH	Ferrochelatase	6	6	9.95471e+06	9.70898e+06	9.80708e+06	1.07424e+07	1.04283e+07	1.07738e+07
P23882	FMT_ECOLI	fmt	Methionyl-tRNA formyltransferase	9	9	4.15378e+07	4.23985e+07	4.19245e+07	4.44389e+07	4.5147e+07	4.0674e+07
P23886	CYDC_ECOLI	cydC	ATP-binding/permease protein CydC	2	2	1.85064e+06	1.74645e+06	1.86667e+06	1.91955e+06	1.64783e+06	1.74107e+06
P23890	CADC_ECOLI	cadC	Transcriptional activator CadC	2	2	706582	801782	668433	672387	763438	755241
P23893	GSA_ECOLI	hemL	Glutamate-1-semialdehyde 2,1-aminomutase	13	13	1.38484e+08	1.39502e+08	1.29254e+08	1.36359e+08	1.40444e+08	1.35453e+08
P23894	HTPX_ECOLI	htpX	Protease HtpX	3	3	1.39644e+07	1.33793e+07	1.38784e+07	1.35372e+07	1.37345e+07	1.45242e+07
P23898	NLPC_ECOLI	nlpC	Probable endopeptidase NlpC	2	2			1.89773e+06	2.33967e+06	1.83409e+06	1.75485e+06
P23908	ARGE_ECOLI	argE	Acetylornithine deacetylase	4	4	3.60069e+06	3.57377e+06	3.49339e+06	3.73957e+06	3.09575e+06	3.69515e+06
P23909	MUTS_ECOLI	mutS	DNA mismatch repair protein MutS	25	25	1.95552e+07	1.95899e+07	1.98379e+07	1.99607e+07	1.9352e+07	1.99403e+07
P23917	MAK_ECOLI	mak	Fructokinase	5	5	3.33963e+06	3.42537e+06	3.4909e+06	3.53653e+06	3.68062e+06	3.99863e+06
P23930	LNT_ECOLI	lnt	Apolipoprotein N-acyltransferase	1	1		540428	584631	467322	550276	499503
P24169	DCOS_ECOLI	speF	Ornithine decarboxylase, inducible	11	11	1.35158e+07	1.26322e+07	1.31466e+07	1.29374e+07	1.25105e+07	1.3973e+07
P24171	DCP_ECOLI	dcp	Peptidyl-dipeptidase dcp	14	14	9.63175e+06	1.00479e+07	9.68139e+06	1.01176e+07	1.00554e+07	9.7612e+06
P24173	RFAC_ECOLI	rfaC	Lipopolysaccharide heptosyltransferase 1	6	5	2.58097e+06	2.12485e+06	2.23078e+06	2.63263e+06	2.3224e+06	2.31734e+06
P24178	YFFB_ECOLI	yffB	Protein YffB	4	4	2.23608e+07	2.5489e+07	2.28932e+07	2.46596e+07	2.59541e+07	2.26647e+07
