Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	3.80261e+06	6.32484e+06	3.93125e+06	6.1593e+06	6.52982e+06	4.79332e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	21	21	1.90601e+08	1.89152e+08	1.91348e+08	1.89015e+08	1.88258e+08	1.94316e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	26	26	1.61589e+08	1.5874e+08	1.5467e+08	1.63414e+08	1.54322e+08	1.59224e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	28	28	8.08489e+07	8.75108e+07	8.02992e+07	8.82061e+07	8.90187e+07	8.27462e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4	5.87744e+07	8.13168e+07	5.85032e+07	8.26418e+07	8.47456e+07	6.49014e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	3.08396e+06	3.88072e+06	3.43091e+06	4.17076e+06	2.92519e+06	3.87536e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	34	22	2.34778e+08	2.32366e+08	2.37242e+08	2.28432e+08	2.27567e+08	2.41076e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	17	17	1.32174e+08	1.28122e+08	1.30707e+08	1.25586e+08	1.3451e+08	1.36721e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.48795e+07	1.50752e+07	1.4969e+07	1.53909e+07	1.4562e+07	1.56933e+07
P0A8P1	LFTR_ECOLI	aat	Leucyl/phenylalanyl-tRNA--protein transferase	1	1			520214			
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	5.70223e+07	6.16369e+07	5.7884e+07	6.09109e+07	6.34606e+07	5.68972e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2	843830	829710	827464	948394	839883	897246
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.58759e+07	1.50863e+07	1.58246e+07	1.5304e+07	1.47851e+07	1.61586e+07
P0A8Q6	CLPS_ECOLI	clpS	ATP-dependent Clp protease adapter protein ClpS	1	1	1.32948e+06	1.33777e+06				
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	8.88166e+07	8.57834e+07	9.1929e+07	7.69691e+07	8.44765e+07	8.5963e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.66254e+06	1.6227e+06	1.67527e+06	1.60182e+06	1.73346e+06	1.63174e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	4.65701e+06	4.38427e+06	4.57188e+06	4.51354e+06	4.14208e+06	4.58119e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	6	6	9.15425e+06	8.57736e+06	9.06583e+06	8.75802e+06	8.99524e+06	8.56391e+06
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.23151e+07	4.23671e+07	4.18395e+07	4.33638e+07	4.09563e+07	4.37631e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	81	81	2.24281e+08	2.32948e+08	2.21488e+08	2.28209e+08	2.2993e+08	2.20364e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	5	5	4.60413e+06	5.01877e+06	3.60406e+06	4.87724e+06	4.67454e+06	4.05655e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	2	2		411688	450723	400310	398861	446091
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.56753e+07	3.80058e+07	3.63068e+07	4.0264e+07	3.78904e+07	3.53106e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2	687401	383011	599689	591558	272522	447902
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	77	77	2.3173e+08	2.25745e+08	2.27792e+08	2.23348e+08	2.25992e+08	2.29089e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.35818e+07	2.42714e+07	2.37294e+07	2.60912e+07	2.30035e+07	2.40278e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	9.62406e+06	9.82441e+06	1.01535e+07	9.73493e+06	9.82207e+06	1.0185e+07
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.05432e+07	3.88226e+07	4.00249e+07	3.89674e+07	3.82818e+07	4.02517e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.59334e+07	1.68721e+07	1.52893e+07	1.72881e+07	1.62343e+07	1.54402e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.05677e+08	1.05656e+08	1.05187e+08	1.06894e+08	1.05277e+08	1.09477e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.88901e+07	3.90314e+07	3.91548e+07	4.01821e+07	3.96754e+07	3.81139e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	6	6	5.69081e+06	5.72578e+06	5.37895e+06	6.28033e+06	6.21847e+06	5.59874e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	7.36321e+06	6.83814e+06	6.37039e+06	6.21684e+06	5.93304e+06	7.68301e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	9.75479e+06	1.02279e+07	9.91544e+06	1.01514e+07	9.75936e+06	9.70374e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	10	10	4.55782e+07	4.32808e+07	4.5109e+07	4.5957e+07	4.27744e+07	4.67707e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.57903e+07	1.70619e+07	1.6476e+07	1.6449e+07	1.6683e+07	1.65474e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	2	2	4.42064e+06	3.98889e+06	4.5655e+06	4.4414e+06	4.50195e+06	4.3703e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	3.15554e+06	2.77555e+06	3.4631e+06	3.3572e+06	3.05943e+06	3.56162e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.44602e+08	1.4559e+08	1.40308e+08	1.4485e+08	1.46132e+08	1.38977e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.74766e+08	1.60806e+08	1.69187e+08	1.48425e+08	1.59437e+08	1.72104e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	9	9	2.63903e+07	2.7828e+07	2.52855e+07	2.70065e+07	3.11447e+07	2.77958e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	3.15679e+09	3.06816e+09	2.97919e+09	3.00166e+09	2.91894e+09	2.9936e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.09869e+08	4.25748e+08	3.91538e+08	4.23199e+08	4.31918e+08	4.12873e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	7	7	1.01227e+08	1.11921e+08	1.02995e+08	1.05833e+08	1.23142e+08	1.15207e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.53625e+08	1.48914e+08	1.50155e+08	1.40864e+08	1.47104e+08	1.55831e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	9.06047e+06	9.45887e+06	9.59978e+06	9.31393e+06	9.83311e+06	9.96034e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.00873e+08	1.05765e+08	9.38854e+07	1.02206e+08	1.07359e+08	1.03479e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	5.60511e+07	5.66625e+07	5.66408e+07	5.66456e+07	5.99915e+07	5.95788e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.95304e+07	2.06956e+07	1.97739e+07	1.93342e+07	2.15216e+07	1.95249e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.10029e+08	9.74735e+07	1.02389e+08	9.72226e+07	9.49504e+07	1.00363e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	40	40	8.01342e+07	7.80611e+07	7.78451e+07	7.69622e+07	7.64195e+07	8.02928e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	4	4	3.2481e+06	3.72078e+06	3.18942e+06	3.41935e+06	3.61279e+06	3.2129e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	888216	873041	942913	1.06254e+06	1.09081e+06	945228
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	3.72527e+06	4.64994e+06	3.64909e+06	4.73513e+06	4.48286e+06	3.74088e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.42666e+08	1.39945e+08	1.4133e+08	1.37666e+08	1.40027e+08	1.38334e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.5693e+08	1.50487e+08	1.56885e+08	1.50401e+08	1.50219e+08	1.5074e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	5.38972e+06	5.30848e+06	6.75664e+06	5.65207e+06	6.37557e+06	6.53476e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.37643e+06	5.38248e+06	5.27858e+06	5.3367e+06	4.93322e+06	5.28937e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.31278e+07	5.03415e+07	5.23322e+07	5.13497e+07	5.12719e+07	5.31609e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.09851e+07	9.93569e+06	1.09369e+07	1.08548e+07	1.01376e+07	9.8733e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.69129e+09	1.31127e+09	1.65642e+09	1.27438e+09	1.25188e+09	1.6755e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	2.3422e+07	2.21131e+07	2.29483e+07	2.29096e+07	2.12856e+07	2.32803e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.48698e+07	2.43616e+07	2.45695e+07	2.27344e+07	2.49868e+07	2.42326e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	14	14	3.54282e+07	3.5817e+07	3.53835e+07	3.52126e+07	3.30666e+07	3.76805e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	1.01387e+08	1.03947e+08	1.01375e+08	9.60473e+07	1.019e+08	1.03262e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	1.07137e+07	1.0245e+07	1.10757e+07	1.14933e+07	1.14389e+07	1.09401e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	7	7	2.60913e+08	2.54487e+08	2.49898e+08	2.56654e+08	2.41864e+08	2.43351e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	2.80129e+06	2.58398e+06		2.69874e+06	3.44805e+06	2.65514e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.2151e+08	1.23133e+08	1.18625e+08	1.212e+08	1.20277e+08	1.21791e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.08566e+08	1.13114e+08	1.06466e+08	1.09919e+08	1.08928e+08	1.0739e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.27649e+09	2.2597e+09	2.2735e+09	2.22531e+09	2.19677e+09	2.25589e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.35264e+06	7.99109e+06	7.13563e+06	7.74768e+06	7.53441e+06	7.15364e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	6.73995e+06	6.63487e+06	6.94891e+06	6.76752e+06	6.49485e+06	6.48553e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.89138e+07	2.92813e+07	2.84581e+07	2.84178e+07	2.92703e+07	2.88305e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.23103e+08	2.22313e+08	2.2222e+08	2.17667e+08	2.22635e+08	2.27107e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	1.71213e+07	1.74576e+07	1.66807e+07	1.67469e+07	1.69715e+07	1.71327e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.04002e+07	1.84718e+07	2.20408e+07	1.99487e+07	1.94063e+07	2.27202e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.6257e+07	1.61279e+07	1.66793e+07	1.47622e+07	1.60203e+07	1.55242e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.45667e+08	1.44572e+08	1.45955e+08	1.47191e+08	1.48857e+08	1.42581e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.67782e+07	3.54369e+07	3.70254e+07	3.4897e+07	3.58156e+07	3.567e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	6	6	4.56283e+06	5.55095e+06	6.18635e+06	5.662e+06	5.88428e+06	5.50709e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.39422e+07	1.37637e+07	1.49184e+07	1.39307e+07	1.374e+07	1.51556e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	821814	814162	648324	821728	967536	682311
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.33924e+06	4.10335e+06	4.0825e+06	4.03698e+06	3.81132e+06	4.02376e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	3.28215e+07	3.26352e+07	3.48356e+07	3.32008e+07	3.28805e+07	3.40237e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	8.10145e+06	7.89105e+06	8.31882e+06	8.79054e+06	8.09687e+06	9.03708e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	6.06009e+06	6.61501e+06	5.87088e+06	6.05111e+06	6.07944e+06	5.58452e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	2.81041e+06	3.07144e+06	2.51635e+06	3.18195e+06	3.09195e+06	2.91812e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.12678e+06	4.82682e+06	6.1754e+06	5.08859e+06	4.90272e+06	5.05898e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12	1.86969e+07	1.75386e+07	1.87876e+07	1.86208e+07	1.8192e+07	1.87567e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.82268e+06	6.95979e+06	6.77908e+06	6.79515e+06	7.15563e+06	6.7792e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.40848e+07	3.27835e+07	3.37932e+07	3.44044e+07	3.19558e+07	3.42983e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	1.01298e+07	9.1925e+06	9.57302e+06	9.58797e+06	9.44981e+06	9.7533e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.35211e+07	2.45321e+07	1.99175e+07	2.31609e+07	2.48288e+07	2.41973e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	5.01208e+07	4.84075e+07	4.87704e+07	4.6089e+07	4.88476e+07	4.8203e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	5.73853e+06	6.07932e+06	5.67857e+06	6.04786e+06	5.88744e+06	6.17242e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.073e+07	1.09423e+07	1.13472e+07	1.08453e+07	1.09611e+07	1.11686e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	7.46798e+06	7.4254e+06	7.19587e+06	7.43625e+06	7.11423e+06	7.36703e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.72199e+07	2.72773e+07	2.71078e+07	2.69495e+07	2.71062e+07	2.74337e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	8.58205e+06	1.1799e+07	1.11076e+07	1.11826e+07	1.19486e+07	1.19136e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.68478e+08	4.80935e+08	5.60238e+08	4.92236e+08	5.013e+08	5.92899e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.62668e+08	1.53105e+08	1.59035e+08	1.52682e+08	1.53312e+08	1.60404e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.59825e+07	2.28521e+07	2.56997e+07	2.29404e+07	2.45091e+07	2.53163e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.21037e+07	1.73218e+07	1.33625e+07	1.90788e+07	1.70101e+07	1.38943e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.88144e+07	4.75524e+07	4.77749e+07	4.72951e+07	4.76321e+07	4.93958e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	3.25637e+07	3.50747e+07	3.20288e+07	3.54893e+07	3.49841e+07	3.31053e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.38332e+08	2.32589e+08	2.38529e+08	2.29873e+08	2.166e+08	2.3023e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	31	31	2.16399e+08	2.14453e+08	2.21089e+08	2.04675e+08	2.1937e+08	2.23817e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.12435e+07	2.10228e+07	2.05699e+07	2.09644e+07	2.1501e+07	1.9862e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	1.02247e+06	1.25027e+06	828555	1.04928e+06	960697	785362
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	1.97372e+08	2.01964e+08	1.95986e+08	2.01512e+08	2.00852e+08	1.93989e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	6.73638e+07	6.9042e+07	6.72417e+07	6.61119e+07	7.08465e+07	6.80601e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.95592e+07	3.98263e+07	4.08337e+07	4.11254e+07	4.01408e+07	3.98427e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.28601e+08	2.32435e+08	2.25862e+08	2.21532e+08	2.33569e+08	2.33249e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.11245e+08	1.21516e+08	1.16178e+08	1.28769e+08	1.23631e+08	1.18354e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.69403e+08	8.42095e+08	8.56767e+08	8.34046e+08	8.34976e+08	8.57722e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	13	13	1.02034e+08	1.08345e+08	1.01815e+08	1.07076e+08	1.10556e+08	9.92716e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.3089e+07	6.54822e+07	6.49048e+07	6.69771e+07	6.5706e+07	7.06863e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.10682e+07	1.1157e+07	1.10471e+07	1.04306e+07	1.12975e+07	1.08683e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.79652e+06	1.80059e+06	2.00085e+06	1.9003e+06	1.73578e+06	1.77362e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.4145e+07	8.77835e+07	7.98723e+07	8.48294e+07	8.98746e+07	8.26045e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.55847e+07	4.60086e+07	4.53418e+07	4.52435e+07	4.57649e+07	4.61655e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.8818e+07	3.8173e+07	3.83971e+07	3.86843e+07	3.98133e+07	3.9682e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	2.89938e+06	3.75845e+06	3.63264e+06	3.85276e+06	3.34019e+06	3.48208e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	2.00749e+06	1.90503e+06	2.07371e+06	2.13426e+06	2.24015e+06	1.6914e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.4397e+06	1.66082e+06	2.10919e+06	1.85843e+06	1.71442e+06	1.83804e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.3445e+07	3.26884e+07	3.41349e+07	3.16839e+07	3.29196e+07	3.35434e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.71361e+07	2.58888e+07	2.81927e+07	2.63747e+07	2.63094e+07	2.79916e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	1.01227e+07	8.58794e+06	1.00657e+07	8.38542e+06	8.08062e+06	8.8135e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	7.15112e+07	7.453e+07	7.07313e+07	7.43507e+07	7.31437e+07	7.19228e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.42853e+07	5.85059e+07	5.27398e+07	5.439e+07	5.85788e+07	5.43492e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.94538e+07	1.97563e+07	2.00708e+07	2.05279e+07	2.04415e+07	1.968e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1						1.01523e+06
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.93877e+07	7.04583e+07	6.65175e+07	6.98722e+07	6.95187e+07	6.84967e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.74378e+08	2.55523e+08	2.67176e+08	2.45679e+08	2.51762e+08	2.83108e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.40799e+09	1.31055e+09	1.37242e+09	1.22258e+09	1.24478e+09	1.38405e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.66865e+07	8.6014e+07	9.00051e+07	8.99205e+07	9.19093e+07	8.96736e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	6.14004e+08	5.06974e+08	6.11694e+08	4.37562e+08	4.87601e+08	6.41337e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.50436e+08	6.648e+08	6.40641e+08	6.63481e+08	7.14432e+08	6.69417e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.49036e+07	4.61856e+07	4.63475e+07	4.60728e+07	4.6093e+07	4.64793e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.13458e+08	3.43455e+08	3.11259e+08	3.42464e+08	3.6086e+08	3.21905e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.36293e+07	2.21522e+07	2.10737e+07	2.06977e+07	2.15343e+07	2.35091e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	1	1	1.2594e+06	1.50328e+06	1.35595e+06	1.25121e+06	1.51641e+06	1.38887e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.10875e+07	1.19349e+07	1.30613e+07	1.17535e+07	1.26254e+07	1.18019e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	1.36491e+07	1.54217e+07	1.39285e+07	1.70309e+07	1.68578e+07	1.45709e+07
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.83637e+07	1.75359e+07	1.78398e+07	1.76484e+07	1.77353e+07	1.81487e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	4.10135e+06	5.0142e+06	3.58244e+06	4.16615e+06	4.55193e+06	4.4494e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	5.19347e+06	5.09491e+06	6.77452e+06	5.75078e+06	4.94194e+06	4.83675e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	3.60288e+06	3.50933e+06	3.59005e+06	3.28305e+06	3.39522e+06	3.38072e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	3.74187e+06	3.59893e+06	4.10069e+06	3.39e+06	3.83634e+06	3.96611e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	905128	1.00733e+06	796346	1.02327e+06	899552	625090
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.41986e+06	4.2252e+06	4.74651e+06	4.09007e+06	4.4875e+06	4.54269e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	3	3	3.66078e+06	3.75096e+06	3.98661e+06	3.53158e+06	3.31433e+06	3.62287e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.13693e+07	6.13829e+07	5.81717e+07	5.84915e+07	6.22015e+07	6.28786e+07
