Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2	3.73345e+06	3.63825e+06	4.66998e+06	3.8178e+06	4.40161e+06	4.29244e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		5	5	8.61818e+06	2.00518e+07	9.33629e+06	2.06932e+07	2.03131e+07	8.74859e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	2	2			1.83226e+06	1.82859e+06		1.80015e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	6.39298e+06	4.85447e+06	6.84204e+06	6.21024e+06	6.92777e+06	7.70446e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.83879e+06	4.11764e+06	3.89503e+06	3.8329e+06	4.02819e+06	3.14107e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	21	21	1.92137e+07	1.98967e+07	2.00603e+07	1.99718e+07	1.98088e+07	2.04574e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	15	15	6.22629e+06	6.57675e+06	6.78121e+06	6.35966e+06	6.3614e+06	6.6074e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.20677e+07	3.74823e+07	3.02019e+07	3.38802e+07	3.30773e+07	3.0483e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	9	9	2.49219e+07	2.47193e+07	2.60033e+07	2.51809e+07	2.55981e+07	2.56411e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	7.63885e+08	6.47432e+08	7.57235e+08	7.54866e+08	7.52172e+08	7.73441e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.3053e+09	1.15348e+09	1.30363e+09	1.26571e+09	1.26431e+09	1.31385e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.2008e+06	5.89301e+06	5.72452e+06	5.14048e+06	6.07377e+06	5.72541e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.11334e+07	5.13506e+07	5.10055e+07	5.04007e+07	5.06366e+07	5.08545e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	5	5	1.0058e+07	8.96512e+06	9.87278e+06	9.08914e+06	9.60137e+06	9.95224e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	5.19977e+06	7.90727e+06	6.11821e+06	6.10062e+06	5.69453e+06	6.37478e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	9.15883e+08	8.39131e+08	8.93788e+08	8.71439e+08	8.69864e+08	8.9436e+08
P60651	SPEB_ECOLI	speB	Agmatinase	6	6	9.97327e+07	9.5859e+07	1.03106e+08	1.05747e+08	1.07743e+08	1.05962e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	1.36594e+07	1.5137e+07	1.23537e+07	1.27568e+07	1.26328e+07	1.23751e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	7.57386e+07	6.65295e+07	7.66594e+07	8.07163e+07	8.14194e+07	7.88447e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	1	1	1.56721e+06		1.74638e+06	1.72904e+06	1.5088e+06	1.24803e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	1.00504e+09	9.66886e+08	1.04117e+09	9.72686e+08	1.06103e+09	1.02839e+09
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	9	9	1.3607e+07	1.33372e+07	1.3547e+07	1.27146e+07	1.29474e+07	1.33399e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	9.92398e+06	1.03884e+07	9.8776e+06	1.01263e+07	1.04554e+07	1.0504e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	19	19	3.2262e+07	3.01588e+07	3.1783e+07	3.18678e+07	3.13087e+07	3.19942e+07
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	19	19	9.69699e+07	9.47803e+07	9.51561e+07	9.62841e+07	9.44698e+07	9.27936e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3	2.70205e+06	3.64353e+06	3.12531e+06	2.73535e+06	2.64911e+06	1.55571e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	9.13781e+08	1.02976e+09	9.54665e+08	9.58795e+08	9.64323e+08	9.39217e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.37196e+07	4.38804e+07	4.50873e+07	4.5844e+07	4.6643e+07	4.50772e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	10	10	1.73397e+07	1.77276e+07	1.82523e+07	1.75758e+07	1.78738e+07	1.75262e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	7.02879e+07	7.08073e+07	6.78933e+07	7.00996e+07	7.07939e+07	6.72574e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1	1.50513e+07	3.35193e+07	1.51592e+07	3.0957e+07	2.99166e+07	1.67176e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	11	11	2.04124e+08	1.99481e+08	2.06954e+08	2.07166e+08	2.07994e+08	2.0325e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		1	1			476860	849608	981088	488389
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	4	3	3.90834e+06	4.17032e+06	3.88667e+06	3.72496e+06	4.03883e+06	3.77264e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	16	16	9.85812e+07	9.07366e+07	9.87463e+07	9.23483e+07	9.59638e+07	1.00743e+08
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.57912e+08	1.61831e+08	1.53256e+08	1.53193e+08	1.46984e+08	1.53709e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	18	18	1.32125e+09	1.19994e+09	1.30337e+09	1.25864e+09	1.26559e+09	1.28871e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	3	3		2.76502e+06	1.49727e+06	1.78723e+06	1.72845e+06	
P62556	SOPA_ECOLI	sopA	Protein SopA	6	6	2.25736e+07	2.48772e+07	2.24916e+07	2.29544e+07	2.28094e+07	2.26751e+07
P62558	SOPB_ECOLI	sopB	Protein SopB	10	10	2.4188e+07	2.69612e+07	2.45295e+07	2.44258e+07	2.41717e+07	2.47828e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	3	3		399572		532396	525409	
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	3	3	5.85168e+06	6.98801e+06	7.56061e+06	7.17117e+06	7.47791e+06	5.90211e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3	1.04626e+07	9.03568e+06	1.05777e+07	9.69327e+06	1.11026e+07	1.0734e+07
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	20	20	2.67836e+07	2.56687e+07	2.7554e+07	2.75982e+07	2.71163e+07	2.78951e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	9	9	9.41012e+06	9.14963e+06	9.46486e+06	8.86679e+06	8.96391e+06	8.70373e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	3	3	5.68061e+06	5.74634e+06	5.57656e+06	5.50918e+06	5.32595e+06	5.44672e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19	2.03372e+08	2.15319e+08	2.05281e+08	2.22212e+08	2.20469e+08	2.05534e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	12	12	3.20392e+07	3.23375e+07	3.15214e+07	3.27205e+07	3.35975e+07	3.1634e+07
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		4	4	9.33168e+06	3.07928e+07	1.0991e+07	2.78069e+07	3.01257e+07	1.28679e+07
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		2	2	1.47827e+06	3.27289e+06	1.67648e+06	2.88416e+06	2.93649e+06	1.65831e+06
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	6.68453e+07	7.19892e+07	6.49177e+07	6.92628e+07	6.92596e+07	6.54599e+07
P63165ups|SUMO1_HUMAN_UPS	Small	Small		10	10	1.39541e+07	2.54725e+07	1.0672e+07	2.89514e+07	2.56286e+07	1.18834e+07
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	6	6	2.13413e+07	2.28007e+07	2.17229e+07	2.21717e+07	2.21541e+07	2.18254e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	1	1	237963		270726	236802	287062	236202
P63204	GADE_ECOLI	gadE	Transcriptional regulator GadE	2	2		2.64008e+06	2.76797e+06	2.06716e+06	2.20809e+06	2.95775e+06
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	10	10	1.91069e+08	2.13186e+08	1.89518e+08	1.88714e+08	1.9042e+08	1.96923e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.55854e+07	1.7473e+07	1.48507e+07	1.44856e+07	1.48506e+07	1.46886e+07
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.71207e+07	2.43149e+07	2.49488e+07	2.31546e+07	2.36161e+07	2.57676e+07
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		2	2	8.39146e+06	1.77924e+07	8.20062e+06	1.77217e+07	1.68944e+07	9.30467e+06
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	54	54	7.17445e+07	7.09189e+07	7.08743e+07	6.88431e+07	6.92229e+07	7.11653e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	3	3	3.30628e+06	3.55224e+06	3.30829e+06	3.49013e+06	3.60804e+06	3.70349e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	15	15	6.29558e+06	6.6499e+06	6.35784e+06	6.277e+06	6.06914e+06	6.18719e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6	4.7215e+07	4.37558e+07	4.79826e+07	4.18206e+07	4.41627e+07	4.51658e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	8	8	5.03878e+06	4.53495e+06	5.0048e+06	4.52028e+06	4.8372e+06	5.03387e+06
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1	1.29736e+06	1.90658e+06	1.48843e+06	1.5182e+06	1.0255e+06	1.14483e+06
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3	6.17366e+06	6.34588e+06	5.76558e+06	5.98726e+06	6.25595e+06	6.28486e+06
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2	1.20456e+06	1.10216e+06	942359	1.0874e+06	988741	907874
P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	3	3	1.49646e+07	1.42476e+07	1.56906e+07	1.43452e+07	1.59623e+07	1.56118e+07
P64455	YDCY_ECOLI	ydcY	Uncharacterized protein YdcY	1	1	5.45153e+07	6.48453e+07	5.44383e+07	5.26354e+07	5.55324e+07	5.18595e+07
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3	2.07196e+08	1.89566e+08	2.0347e+08	1.88396e+08	1.91623e+08	2.05245e+08
P64467	CNU_ECOLI	cnu	OriC-binding nucleoid-associated protein	5	5	2.67009e+07	3.02237e+07	2.70347e+07	2.83101e+07	2.86588e+07	2.79069e+07
P64476	YDIH_ECOLI	ydiH	Uncharacterized protein YdiH	3	3	6.36483e+06	6.1605e+06	6.28848e+06	5.90613e+06	6.16328e+06	6.33838e+06
P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	3	3	9.46699e+06	1.26714e+07	9.93874e+06	1.03684e+07	9.23524e+06	1.00668e+07
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1	1.715e+06	1.31465e+06	1.7304e+06	1.8832e+06	1.86158e+06	1.32143e+06
P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	3	3	1.69483e+07	1.94879e+07	1.87762e+07	1.96078e+07	2.12136e+07	1.99557e+07
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1	2.48078e+06	2.66017e+06	2.38652e+06	2.66096e+06	2.4924e+06	2.45073e+06
P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	2	2	2.11247e+06	2.08425e+06	2.29786e+06	1.69952e+06	2.33492e+06	1.919e+06
P64530	RCNR_ECOLI	rcnR	Transcriptional repressor RcnR	2	2	1.59962e+06	1.26691e+06	1.70727e+06	1.5506e+06	1.73051e+06	1.89097e+06
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	4	4	2.6768e+07	3.08995e+07	2.76022e+07	2.79241e+07	2.73946e+07	2.6239e+07
P64540	YFCL_ECOLI	yfcL	Uncharacterized protein YfcL	2	2	3.45157e+07	3.65548e+07	3.39858e+07	3.45333e+07	3.37732e+07	3.63807e+07
P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	1	1	3.97155e+06	3.5629e+06	3.54223e+06	3.43424e+06	3.4012e+06	2.81786e+06
P64548	YFIR_ECOLI	yfiR	Uncharacterized protein YfiR	1	1	727944	592580	634193	717501	660137	649860
P64554	QUEE_ECOLI	queE	7-carboxy-7-deazaguanine synthase	7	7	3.23712e+07	3.24117e+07	3.15871e+07	3.03763e+07	2.99346e+07	3.18693e+07
P64559	CPTB_ECOLI	cptB	Antitoxin CptB	2	2	3.29031e+06	3.52874e+06	3.43698e+06	3.4021e+06	3.58961e+06	3.56053e+06
P64564	YGGT_ECOLI	yggT	Uncharacterized protein YggT	2	2	7.10474e+06	7.45359e+06	7.27667e+06	5.46273e+06	5.96805e+06	6.47531e+06
P64581	YQJD_ECOLI	yqjD	Uncharacterized protein YqjD	3	3	2.41914e+08	2.29164e+08	2.61013e+08	2.56521e+08	2.54677e+08	2.63444e+08
P64585	YQJE_ECOLI	yqjE	Inner membrane protein YqjE	1	1	2.28839e+06		2.29835e+06	2.12939e+06	2.18213e+06	2.05803e+06
P64588	YQJI_ECOLI	yqjI	Transcriptional regulator YqjI	5	5	5.04971e+06	5.15058e+06	4.75615e+06	4.62711e+06	5.09908e+06	4.74852e+06
P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	9	9	5.0847e+07	4.86327e+07	4.91869e+07	4.66045e+07	4.80412e+07	4.925e+07
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	8	8	2.54247e+07	2.18661e+07	2.61154e+07	2.40515e+07	2.46391e+07	2.50846e+07
P64602	MLAB_ECOLI	mlaB	Probable phospholipid ABC transporter-binding protein MlaB	1	1	5.36889e+06	7.56036e+06	6.31104e+06	6.45541e+06	6.28929e+06	6.59185e+06
P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	6	6	5.17938e+07	4.73838e+07	4.98432e+07	5.02211e+07	5.05671e+07	5.11607e+07
P64606	MLAE_ECOLI	mlaE	Probable phospholipid ABC transporter permease protein MlaE	1	1				399686		
P64612	YHCM_ECOLI	yhcM	Uncharacterized protein YhcM	5	5	6.30247e+06	5.98952e+06	6.517e+06	5.74558e+06	5.58147e+06	6.10007e+06
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	5	5	1.40328e+07	8.9272e+06	1.37778e+07	1.35735e+07	1.31859e+07	1.43968e+07
P64636	YRFG_ECOLI	yrfG	GMP/IMP nucleotidase YrfG	2	2	8.54801e+06	9.57723e+06	9.85048e+06	9.7593e+06	9.65654e+06	1.01758e+07
P65292	YGDI_ECOLI	ygdI	Uncharacterized lipoprotein YgdI	1	1	3.0783e+06			3.01624e+06	2.80791e+06	3.48198e+06
P65294	YGDR_ECOLI	ygdR	Uncharacterized lipoprotein YgdR	1	1	1.61489e+06	2.39699e+06	1.5162e+06	2.45119e+06		
P65367	YQCA_ECOLI	yqcA	Uncharacterized protein YqcA	2	2	9.51408e+06	8.12792e+06	9.0547e+06	8.93174e+06	8.57674e+06	8.7887e+06
P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	7	7	6.83997e+06	6.57453e+06	6.75762e+06	6.67971e+06	6.5411e+06	6.44269e+06
P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	5	5	7.68476e+06	9.88537e+06	8.6082e+06	9.24326e+06	8.82126e+06	8.96888e+06
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	3	3	1.44004e+07	1.35751e+07	1.47587e+07	1.33742e+07	1.2912e+07	1.4741e+07
P66948	YFGC_ECOLI	yfgC	TPR repeat-containing protein YfgC	7	7	7.36009e+06	7.8601e+06	7.41533e+06	7.6506e+06	6.91369e+06	7.1364e+06
P67080	YGGS_ECOLI	yggS	UPF0001 protein YggS	9	9	1.04707e+07	1.03298e+07	1.05249e+07	9.81781e+06	1.07819e+07	1.09017e+07
P67087	RSMI_ECOLI	rsmI	Ribosomal RNA small subunit methyltransferase I	7	7	3.3735e+07	3.25286e+07	3.56205e+07	3.06267e+07	3.52964e+07	3.55374e+07
P67095	YFCE_ECOLI	yfcE	Phosphodiesterase YfcE	2	2	1.83098e+07	2.23227e+07	1.87124e+07	1.9143e+07	1.83332e+07	2.00293e+07
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	1	1	1.88671e+06	1.76982e+06	2.21177e+06	2.28957e+06	1.91406e+06	2.32083e+06
P67338	YOAH_ECOLI	yoaH	UPF0181 protein YoaH	1	1	2.22592e+06		2.37929e+06	2.69272e+06	2.1582e+06	2.25259e+06
P67601	YOBD_ECOLI	yobD	UPF0266 membrane protein YobD	1	1	555832	436441	518589	468300	337099	589157
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5	9.4262e+06	9.61293e+06	9.17618e+06	1.05009e+07	1.03415e+07	9.19521e+06
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	8	8	6.21222e+06	5.78626e+06	6.05004e+06	5.44867e+06	5.88452e+06	6.00727e+06
P67699	YDDM_ECOLI	yddM	Uncharacterized HTH-type transcriptional regulator YddM	1	1	2.22236e+06		1.99886e+06		1.43598e+06	1.79995e+06
P67826	CUTC_ECOLI	cutC	Copper homeostasis protein CutC	5	5	6.87377e+06	7.19321e+06	7.10173e+06	6.43014e+06	6.30903e+06	6.43005e+06
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	23	23	1.58298e+08	1.54894e+08	1.56193e+08	1.54146e+08	1.5568e+08	1.59738e+08
P68066	GRCA_ECOLI	grcA	Autonomous glycyl radical cofactor	13	13	2.26672e+09	2.00067e+09	2.09201e+09	2.33675e+09	2.3377e+09	2.30215e+09
P68187	MALK_ECOLI	malK	Maltose/maltodextrin import ATP-binding protein MalK	8	8	1.08752e+07	1.19361e+07	1.17379e+07	1.06857e+07	1.14799e+07	1.1828e+07
P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	2	2	1.97542e+07	1.75738e+07	1.91812e+07	2.10913e+07	2.11956e+07	2.00527e+07
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2	2.65408e+07	1.59985e+07	2.57853e+07	2.44028e+07	2.34176e+07	2.58071e+07
P68567	RSMJ_ECOLI	rsmJ	Ribosomal RNA small subunit methyltransferase J	4	4	1.17787e+06	1.5223e+06	1.50232e+06	901271	1.01769e+06	1.14846e+06
P68679	RS21_ECOLI	rpsU	30S ribosomal protein S21	6	6	5.53042e+08	4.03936e+08	5.80811e+08	5.91948e+08	5.89377e+08	5.8165e+08
P68688	GLRX1_ECOLI	grxA	Glutaredoxin-1	2	2	1.09003e+07	1.07518e+07	1.22392e+07	1.13336e+07	1.08507e+07	1.18069e+07
P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	1	1	1.68999e+07	8.94127e+06	1.72606e+07	1.42078e+07	1.34129e+07	1.92205e+07
P68767	AMPA_ECOLI	pepA	Cytosol aminopeptidase	12	12	3.22918e+07	3.25849e+07	3.31052e+07	3.20105e+07	3.30956e+07	3.32369e+07
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		6	6	1.33688e+07	2.39912e+07	1.31385e+07	2.18571e+07	2.13033e+07	1.31975e+07
P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	9	9	9.32621e+08	8.97264e+08	9.69782e+08	9.53228e+08	9.65242e+08	9.8169e+08
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4	1.9703e+08	1.73885e+08	1.94254e+08	1.94806e+08	1.87503e+08	2.01741e+08
P69228	BAER_ECOLI	baeR	Transcriptional regulatory protein BaeR	13	13	6.11701e+06	7.90878e+06	6.62555e+06	6.53862e+06	6.73386e+06	6.64413e+06
P69330	CITD_ECOLI	citD	Citrate lyase acyl carrier protein	4	4	5.36727e+07	5.58494e+07	4.71931e+07	4.64216e+07	4.76124e+07	4.85247e+07
P69346	YEFM_ECOLI	yefM	Antitoxin YefM	1	1	6.94401e+06	6.3971e+06	6.53276e+06	6.93767e+06	7.17565e+06	6.66373e+06
P69407	RCSB_ECOLI	rcsB	Capsular synthesis regulator component B	10	10	6.57538e+07	5.95051e+07	6.64977e+07	6.24418e+07	6.57028e+07	7.04825e+07
P69411	RCSF_ECOLI	rcsF	Protein RcsF	2	2	3.81559e+07	3.80265e+07	3.62668e+07	3.39972e+07	3.532e+07	3.60411e+07
P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	4	4	1.83137e+07	1.82739e+07	1.575e+07	1.71726e+07	1.64634e+07	1.73583e+07
P69428	TATA_ECOLI	tatA	Sec-independent protein translocase protein TatA	2	2	1.73516e+08	1.53852e+08	1.74284e+08	1.60157e+08	1.72545e+08	1.71325e+08
P69441	KAD_ECOLI	adk	Adenylate kinase	16	16	4.49262e+08	4.00032e+08	4.54922e+08	4.11965e+08	4.38557e+08	4.51888e+08
P69451	LCFA_ECOLI	fadD	Long-chain-fatty-acid--CoA ligase	1	1			2.31594e+06			1.94981e+06
P69490	CCME_ECOLI	ccmE	Cytochrome c-type biogenesis protein CcmE	2	2		2.3032e+06		1.74415e+06	1.92688e+06	1.76685e+06
P69503	APT_ECOLI	apt	Adenine phosphoribosyltransferase	11	11	1.36899e+08	1.31092e+08	1.3174e+08	1.22937e+08	1.29044e+08	1.28944e+08
P69739	MBHS_ECOLI	hyaA	Hydrogenase-1 small chain	3	3	1.99323e+06	1.68051e+06	1.84585e+06	1.79766e+06	1.77358e+06	1.83711e+06
P69741	MBHT_ECOLI	hybO	Hydrogenase-2 small chain	3	3	1.8464e+07	1.73352e+07	1.88467e+07	1.89061e+07	1.89425e+07	1.85241e+07
P69776	LPP_ECOLI	lpp	Major outer membrane lipoprotein Lpp	4	4	4.80813e+08	4.9066e+08	4.73726e+08	4.92844e+08	4.8855e+08	4.63231e+08
P69783	PTGA_ECOLI	crr	Glucose-specific phosphotransferase enzyme IIA component	11	11	1.04649e+09	9.56838e+08	1.0896e+09	1.06876e+09	1.10477e+09	1.09778e+09
P69786	PTGCB_ECOLI	ptsG	PTS system glucose-specific EIICB component	13	13	4.38616e+07	4.55254e+07	4.51649e+07	4.41063e+07	4.17237e+07	4.24466e+07
P69791	PTQA_ECOLI	chbA	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component	1	1	1.80722e+06		1.60947e+06	1.87219e+06	1.88189e+06	
P69795	PTQB_ECOLI	chbB	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component	1	1	2.09217e+06	2.17135e+06	2.50577e+06	1.34321e+06	2.21221e+06	
P69797	PTNAB_ECOLI	manX	PTS system mannose-specific EIIAB component	18	18	9.56228e+07	8.88733e+07	9.31685e+07	9.13162e+07	9.15292e+07	9.16044e+07
P69801	PTNC_ECOLI	manY	Mannose permease IIC component	1	1	1.83483e+07	1.88453e+07	1.83218e+07	1.49869e+07	1.40762e+07	1.60664e+07
P69805	PTND_ECOLI	manZ	Mannose permease IID component	6	6	3.44618e+07	3.54334e+07	3.38113e+07	3.63746e+07	3.75052e+07	3.46092e+07
P69811	PTFAH_ECOLI	fruB	Multiphosphoryl transfer protein	23	23	1.21133e+08	1.18532e+08	1.19899e+08	1.22128e+08	1.18519e+08	1.20816e+08
P69829	PTSN_ECOLI	ptsN	Nitrogen regulatory protein	6	6	1.21347e+07	7.90959e+06	1.24114e+07	1.12582e+07	1.09517e+07	1.2448e+07
P69853	DMSD_ECOLI	dmsD	Tat proofreading chaperone DmsD	4	4	3.92082e+06	4.09184e+06	3.88119e+06	4.64097e+06	4.50308e+06	4.14755e+06
P69874	POTA_ECOLI	potA	Spermidine/putrescine import ATP-binding protein PotA	7	7	2.88682e+07	3.0907e+07	3.11529e+07	2.97329e+07	3.06657e+07	3.01871e+07
P69902	FCTA_ECOLI	frc	Formyl-coenzyme A transferase	9	9	8.64382e+06	7.16061e+06	8.13466e+06	8.07108e+06	7.78641e+06	8.35127e+06
P69905ups|HBA_HUMAN_UPS	Hemoglobin	Hemoglobin		6	6	5.17279e+06	8.79027e+06	4.54248e+06	1.11464e+07	1.17348e+07	5.47623e+06
P69908	DCEA_ECOLI	gadA	Glutamate decarboxylase alpha	19	3	2.38656e+08	2.37117e+08	2.34628e+08	2.35977e+08	2.35818e+08	2.37249e+08
P69910	DCEB_ECOLI	gadB	Glutamate decarboxylase beta	3	3	3.52323e+07	2.00449e+07	3.54541e+07	3.32934e+07	3.45805e+07	3.5606e+07
P69913	CSRA_ECOLI	csrA	Carbon storage regulator	3	3	1.50403e+08	1.46707e+08	1.41421e+08	1.49172e+08	1.4712e+08	1.43163e+08
P69924	RIR2_ECOLI	nrdB	Ribonucleoside-diphosphate reductase 1 subunit beta	16	16	2.03519e+07	2.0146e+07	1.95417e+07	2.10874e+07	2.0958e+07	2.10916e+07
P69931	HDA_ECOLI	hda	DnaA-homolog protein hda	9	9	5.17994e+06	5.35397e+06	5.51307e+06	4.96994e+06	5.35386e+06	5.25498e+06
P75691	YAHK_ECOLI	yahK	Uncharacterized zinc-type alcohol dehydrogenase-like protein YahK	5	5	4.31537e+06	3.90877e+06	3.80716e+06	4.04408e+06	4.28633e+06	3.87111e+06
