Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)					1.0215e+07		1.02725e+07		1.00796e+07
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.93557e+06	1.74578e+07		1.7128e+07		1.75687e+07
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)					1.81573e+07		1.79558e+07		1.79409e+07
P00350	P00350		gnd		3.78831e+07	3.75247e+07	3.85937e+07	3.74468e+07	3.77682e+07	3.75391e+07
P00363	P00363		frdA		4.21452e+07	4.07298e+07	4.22436e+07	4.03631e+07	4.27278e+07	4.01409e+07
P00370	P00370		gdhA		2.23237e+06	2.14854e+06	2.18069e+06	2.12202e+06	2.21376e+06	2.06682e+06
P00393	P00393		ndh		5.07158e+06	5.01735e+06	5.26078e+06	5.30294e+06	5.15169e+06	5.27489e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)					7.26694e+06		7.247e+06		7.21232e+06
P00448	P00448		sodA		3.99129e+06	3.86007e+06	4.0213e+06	3.98202e+06	3.80193e+06	3.66844e+06
P00452	P00452		nrdA		9.98703e+06	1.00867e+07	1.00547e+07	9.84665e+06	1.00087e+07	9.93022e+06
P00490	P00490		malP		5.70245e+06	5.54397e+06	5.60559e+06	5.51994e+06	5.63143e+06	5.6129e+06
P00509	P00509		aspC		1.83484e+07	1.8344e+07	1.85242e+07	1.83921e+07	1.88537e+07	1.85219e+07
P00550	P00550		mtlA		808340	786159	869818	817571	890239	827098
P00561	P00561		thrA		2.29003e+06	2.17888e+06	2.30782e+06	2.21491e+06	2.38344e+06	2.17974e+06
P00562	P00562		metL		2.90462e+06	3.13079e+06	2.93777e+06	3.14591e+06	3.04471e+06	3.18191e+06
P00579	P00579		rpoD		8.46778e+06	8.247e+06	8.65386e+06	8.22738e+06	8.47183e+06	8.32408e+06
P00582	P00582		polA		3.55444e+06	3.29352e+06	3.45051e+06	3.37315e+06	3.39387e+06	3.44275e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				604625	6.2692e+06	747952	6.3099e+06	779953	5.98342e+06
P00803	P00803		lepB		4.61236e+06	4.64249e+06	4.73038e+06	4.4739e+06	4.47194e+06	4.75593e+06
P00805	P00805		ansB		1.92533e+07	1.84514e+07	1.91423e+07	1.86466e+07	1.86184e+07	1.8541e+07
P00811	P00811		ampC		840282	875047	834724	999124	740460	869448
P00864	P00864		ppc		1.03789e+07	1.04278e+07	1.04364e+07	1.03255e+07	1.04374e+07	1.05241e+07
P00887	P00887		aroH		2.60432e+06	3.01065e+06	2.56976e+06	3.04028e+06	2.52095e+06	2.90262e+06
P00888	P00888		aroF		2.05853e+06	2.05655e+06	1.97107e+06	2.07746e+06	2.02829e+06	2.10014e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.48888e+06	6.77734e+06	1.73253e+06	6.87542e+06		6.53344e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				8.39405e+06	1.20479e+07	1.41384e+07	1.24379e+07	6.8232e+06	1.17253e+07
P00934	P00934		thrC		4.44302e+06	4.59991e+06	4.46952e+06	4.52072e+06	4.12926e+06	4.50901e+06
P00935	P00935		metB		1.95311e+06	2.26363e+06	1.89213e+06	2.29501e+06	1.86429e+06	2.19168e+06
P00946	P00946		manA		1.11226e+07	1.1302e+07	1.12587e+07	1.16015e+07	1.1092e+07	1.14285e+07
P00954	P00954		trpS		1.45434e+07	1.37955e+07	1.40649e+07	1.44937e+07	1.4016e+07	1.37846e+07
P00956	P00956		ileS		2.46779e+07	2.49382e+07	2.50094e+07	2.51275e+07	2.52284e+07	2.46909e+07
P00957	P00957		alaS		1.5481e+07	1.58114e+07	1.5514e+07	1.5736e+07	1.53918e+07	1.59718e+07
P00959	P00959		metG		1.84621e+07	1.92924e+07	1.86827e+07	1.96037e+07	1.8493e+07	1.92372e+07
P00960	P00960		glyQ		5.20081e+06	4.95272e+06	5.24436e+06	5.10215e+06	5.02959e+06	5.09307e+06
P00961	P00961		glyS		1.09372e+07	1.10298e+07	1.11493e+07	1.10649e+07	1.0958e+07	1.0917e+07
P00962	P00962		glnS		1.79495e+07	1.85193e+07	1.79915e+07	1.83324e+07	1.80517e+07	1.84071e+07
P00963	P00963		asnA		1.64397e+07	1.80249e+07	1.667e+07	1.82509e+07	1.63062e+07	1.77915e+07
P00968	P00968		carB		4.25177e+06	4.05036e+06	4.25654e+06	4.05661e+06	4.25246e+06	4.08008e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				3.29015e+06	7.57022e+06	2.55492e+06	9.49174e+06	2.29908e+06	9.43186e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)					2.69841e+07		3.19503e+07		3.10664e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)					1.30188e+07		1.3224e+07		1.31914e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				76079.7	2.448e+07		2.44943e+07		2.47479e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)					5.23608e+06	212777	6.00662e+06		5.48528e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)					4.05779e+07		4.22124e+07	109544	4.03885e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)					7.31453e+06		7.23915e+06		7.20469e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)					1.67105e+07		1.67154e+07		1.70324e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)					1.80518e+07		1.84336e+07		1.83076e+07
P02358	P02358		rpsF		9.01663e+07	8.97039e+07	9.23297e+07	9.06368e+07	9.02196e+07	8.97499e+07
P02359	P02359		rpsG		1.18178e+08	1.16649e+08	1.17285e+08	1.16696e+08	1.18354e+08	1.15258e+08
P02413	P02413		rplO		1.26742e+08	1.16153e+08	1.26647e+08	1.15252e+08	1.28158e+08	1.20838e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)					1.95384e+06		1.8818e+06		1.96389e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)					4.81762e+06		5.0916e+06		4.7624e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				3.11023e+06	2.39033e+07	7.9275e+06	2.40893e+07	2.04393e+06	2.42884e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.47414e+06	1.05046e+07	3.04781e+06	1.04045e+07	3.49369e+06	1.02653e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)					2.44726e+07		2.47673e+07		2.49073e+07
P02919	P02919		mrcB		1.68623e+06	1.79996e+06	1.6036e+06	1.7097e+06	1.68114e+06	1.80341e+06
P02925	P02925		rbsB		9.85818e+06	9.55254e+06	9.60419e+06	9.82169e+06	9.67149e+06	9.70144e+06
P02930	P02930		tolC		2.27158e+07	2.04286e+07	2.25276e+07	2.13217e+07	2.24084e+07	2.07147e+07
P02931	P02931		ompF		2.98663e+07	2.93501e+07	2.99881e+07	2.95043e+07	2.94961e+07	3.05386e+07
P02942	P02942		tsr		1.05944e+07	1.04815e+07	1.01677e+07	1.06784e+07	1.02707e+07	1.06943e+07
P02943	P02943		lamB		1.3756e+06	1.50652e+06	1.45478e+06	1.52632e+06	1.36259e+06	1.44448e+06
P03004	P03004		dnaA		1.91902e+06	1.8362e+06	1.88945e+06	1.98698e+06	1.85229e+06	1.8751e+06
P03018	P03018		uvrD		3.81065e+06	3.89831e+06	4.01027e+06	3.93661e+06	3.92296e+06	3.8392e+06
P03817	P03817		mioC		9.40785e+06	9.5378e+06	9.24513e+06	8.555e+06	9.33546e+06	9.1906e+06
P03841	P03841		malM		1.0175e+07	9.70821e+06	9.94685e+06	9.69456e+06	1.02608e+07	9.62221e+06
P04036	P04036		dapB		5.25871e+06	5.13424e+06	5.19018e+06	5.29753e+06	5.27264e+06	5.3109e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				5.66407e+06	1.32704e+07	8.87388e+06	1.32833e+07	8.2682e+06	1.34169e+07
P04079	P04079		guaA		1.87037e+07	1.83075e+07	1.88909e+07	1.86103e+07	1.86346e+07	1.83756e+07
P04335	P04335		frsA		4.43913e+06	4.42583e+06	4.41625e+06	4.37935e+06	4.32343e+06	4.19466e+06
P04425	P04425		gshB		1.33211e+07	1.28438e+07	1.32319e+07	1.26268e+07	1.3176e+07	1.30008e+07
P04693	P04693		tyrB		3.88265e+06	3.8704e+06	4.00881e+06	4.08523e+06	3.88025e+06	4.13982e+06
P04805	P04805		gltX		2.18449e+07	2.34947e+07	2.1666e+07	2.31197e+07	2.19935e+07	2.42225e+07
P04825	P04825		pepN		1.45934e+07	1.51793e+07	1.47688e+07	1.51472e+07	1.47312e+07	1.56526e+07
P04846	P04846		nlpA		3.1701e+06	3.27309e+06	3.21901e+06	3.36406e+06	3.18735e+06	3.55963e+06
P04949	P04949		fliC		3.81524e+07	3.36115e+07	3.74881e+07	3.28224e+07	3.74798e+07	3.30248e+07
P04951	P04951		kdsB		6.36206e+06	6.54272e+06	6.44528e+06	6.55982e+06	6.37855e+06	6.68895e+06
P04982	P04982		rbsD		1.21445e+06	1.05764e+06	1.22444e+06	907312	1.31161e+06	1.12847e+06
P04995	P04995		sbcB		1.15587e+07	1.06584e+07	1.13769e+07	1.09593e+07	1.10381e+07	1.04163e+07
P05020	P05020		pyrC		6.45737e+06	6.14617e+06	6.46277e+06	6.23502e+06	6.46329e+06	6.03397e+06
P05041	P05041		pabB		1.67877e+06	1.87772e+06	1.79819e+06	1.82557e+06	1.86128e+06	1.72989e+06
P05055	P05055		pnp		4.50357e+07	4.40285e+07	4.4489e+07	4.36906e+07	4.42645e+07	4.33538e+07
P05100	P05100		tag		2.00705e+06	1.99403e+06	1.86525e+06	2.11799e+06	1.81439e+06	1.90136e+06
P05194	P05194		aroD		1.08248e+06	1.37053e+06	1.16556e+06	1.17626e+06	1.09077e+06	1.35236e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				835282	2.26409e+07	81038.7	2.27143e+07	1.14683e+06	2.24237e+07
P05458	P05458		ptrA		755721	747006	722146	781821	760622	852055
P05459	P05459		pdxB		6.06438e+06	5.82718e+06	6.17788e+06	5.75777e+06	5.79657e+06	6.10894e+06
P05637	P05637		apaH		2.73405e+06	2.51536e+06	2.86989e+06	2.71692e+06	2.69217e+06	2.57089e+06
P05719	P05719		hsdS		1.2782e+06	997896	1.26117e+06	1.17526e+06	1.30772e+06	1.03043e+06
P05791	P05791		ilvD		2.75555e+06	3.03629e+06	2.82916e+06	2.89267e+06	2.97288e+06	2.90522e+06
P05793	P05793		ilvC		4.93744e+06	4.67654e+06	4.96123e+06	4.57215e+06	5.06742e+06	4.80055e+06
P05825	P05825		fepA		1.83654e+06	1.84942e+06	1.91018e+06	1.81976e+06	1.8422e+06	1.73217e+06
P05852	P05852		gcp		2.54589e+06	2.61024e+06	2.62126e+06	2.48263e+06	2.6639e+06	2.66762e+06
P06129	P06129		btuB		1.31098e+07	1.30569e+07	1.34438e+07	1.27131e+07	1.32806e+07	1.16868e+07
P06149	P06149		dld		6.58533e+06	6.43083e+06	6.57888e+06	6.64646e+06	6.74004e+06	6.79768e+06
P06282	P06282		cdh		2.29019e+06	2.57311e+06	2.39736e+06	2.60582e+06	2.19837e+06	2.65727e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				6.5724e+06	1.20263e+07	1.04936e+07	1.1946e+07	1.01767e+07	1.18367e+07
P06610	P06610		btuE		8.7943e+06	9.36334e+06	8.96449e+06	9.19628e+06	8.39862e+06	8.75395e+06
P06612	P06612		topA		5.79745e+06	5.47869e+06	5.58358e+06	5.44813e+06	5.64509e+06	5.51355e+06
P06616	P06616		era		3.82633e+06	3.18628e+06	3.66024e+06	3.33086e+06	3.53223e+06	3.39548e+06
P06709	P06709		birA		1.38969e+06	1.12243e+06	1.29028e+06	1.21124e+06	1.36649e+06	1.27866e+06
P06710	P06710		dnaX		1.35634e+06	1.19175e+06	1.2952e+06	1.20315e+06	1.41069e+06	1.18042e+06
P06715	P06715		gor		4.24859e+06	4.25489e+06	4.3056e+06	4.22241e+06	4.30549e+06	4.30376e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)					7.44158e+06	3.97299e+06	7.31186e+06	4.2466e+06	7.41989e+06
P06846	P06846		ebgR		1.35405e+06	1.27095e+06	1.33826e+06	1.30529e+06	1.28599e+06	1.40673e+06
P06959	P06959		aceF		6.06561e+07	5.56463e+07	5.89698e+07	5.68346e+07	5.82859e+07	5.59946e+07
P06961	P06961		cca		909899	957041	1.06572e+06	900536	1.04456e+06	976959
P06968	P06968		dut		8.33456e+06	7.25466e+06	8.4742e+06	7.53307e+06	8.00838e+06	7.54764e+06
P06971	P06971		fhuA		1.37692e+07	1.31416e+07	1.33525e+07	1.2957e+07	1.3493e+07	1.30788e+07
P06974	P06974		fliM		1.72149e+06	1.7565e+06	1.79423e+06	1.75833e+06	1.75416e+06	1.89343e+06
P06983	P06983		hemC		1.23362e+07	1.13745e+07	1.21687e+07	1.13284e+07	1.20724e+07	1.04772e+07
P06986	P06986		hisC		4.60191e+06	4.69687e+06	4.46243e+06	4.88276e+06	4.29544e+06	4.68318e+06
P06987	P06987		hisB		1.17739e+06	1.07753e+06	1.21307e+06	1.13941e+06	1.15836e+06	975546
P06988	P06988		hisD		3.50586e+06	3.33262e+06	3.52987e+06	3.34212e+06	3.70701e+06	3.40372e+06
P06992	P06992		rsmA		2.11808e+06	2.17469e+06	2.07683e+06	2.2376e+06	1.97945e+06	2.30499e+06
P06996	P06996		ompC		2.19355e+08	2.07897e+08	2.18764e+08	2.02723e+08	2.15929e+08	2.11868e+08
P06999	P06999		pfkB		1.08131e+06	1.13507e+06	1.07509e+06	1.05501e+06	1.15386e+06	1.05629e+06
P07000	P07000		pldB		639490	616927	596169	617741	555702	518515
P07001	P07001		pntA		4.77238e+06	4.5931e+06	4.79361e+06	4.73814e+06	4.35199e+06	4.78439e+06
P07003	P07003		poxB		2.44285e+06	2.43376e+06	2.45672e+06	2.23646e+06	2.34388e+06	2.37231e+06
P07004	P07004		proA		5.27364e+06	4.95449e+06	5.50896e+06	4.89701e+06	5.44448e+06	4.83887e+06
P07012	P07012		prfB		8.99469e+06	7.73085e+06	8.8183e+06	8.03488e+06	8.71711e+06	7.8346e+06
P07014	P07014		sdhB		1.70624e+06	1.65593e+06	1.75265e+06	1.72206e+06	1.58323e+06	1.7181e+06
P07017	P07017		tar		3.10595e+06	3.27117e+06	3.16573e+06	3.30566e+06	3.13765e+06	3.35861e+06
P07021	P07021		yfiB		854232	980465	829924	924631	774137	1.05329e+06
P07023	P07023		tyrA		3.77181e+06	3.9726e+06	3.72747e+06	3.79938e+06	3.53717e+06	3.83564e+06
P07024	P07024		ushA		5.05497e+06	4.92812e+06	5.07274e+06	5.0799e+06	4.8948e+06	5.01724e+06
P07026	P07026		sdiA		1.76419e+06	1.75438e+06	1.76529e+06	1.86651e+06	1.67287e+06	1.87519e+06
P07118	P07118		valS		2.14428e+07	2.15881e+07	2.1353e+07	2.17761e+07	2.14771e+07	2.14082e+07
P07330	P07330		cheB		1.11434e+06	1.02067e+06	1.05887e+06	954588	1.07135e+06	959148
P07363	P07363		cheA		1.68977e+06	1.5231e+06	1.63155e+06	1.62443e+06	1.68616e+06	1.50582e+06
P07395	P07395		pheT		1.77364e+07	1.75872e+07	1.76111e+07	1.78849e+07	1.73715e+07	1.7881e+07
P07604	P07604		tyrR		2.45522e+06	2.47544e+06	2.41271e+06	2.41578e+06	2.42677e+06	2.42677e+06
P07639	P07639		aroB		3.43398e+06	3.49654e+06	3.35746e+06	3.28231e+06	3.31445e+06	3.29794e+06
P07649	P07649		truA		1.94449e+06	1.7392e+06	2.04671e+06	1.81703e+06	1.92403e+06	1.92016e+06
P07650	P07650		deoA		6.07305e+06	6.35846e+06	5.98708e+06	6.07984e+06	5.86709e+06	6.04627e+06
P07658	P07658		fdhF		711660	677434	779483	720322	761737	704396
P07762	P07762		glgB		3.78451e+06	3.78925e+06	3.75392e+06	3.80598e+06	3.66011e+06	3.77454e+06
P07813	P07813		leuS		1.52208e+07	1.47719e+07	1.52802e+07	1.5268e+07	1.53871e+07	1.47233e+07
P07822	P07822		fhuD		3.30374e+06		3.14502e+06		2.8801e+06	1.55183e+06
P07862	P07862		ddlB		5.80359e+06	5.82885e+06	6.1539e+06	5.88852e+06	5.9772e+06	5.92584e+06
P07913	P07913		tdh		3.62944e+06	3.86201e+06	3.61671e+06	3.86186e+06	3.54762e+06	3.88688e+06
P08178	P08178		purM		1.79522e+06	1.69161e+06	1.68825e+06	1.87012e+06	1.75445e+06	1.58397e+06
P08179	P08179		purN		2.96159e+06	2.50881e+06	2.80225e+06	2.33903e+06	2.60361e+06	2.36932e+06
P08189	P08189		fimF		1.33169e+06	1.09649e+06	1.29068e+06	1.19315e+06	1.25862e+06	1.15001e+06
P08190	P08190		fimG		2.30308e+06	2.26321e+06	2.22506e+06	2.18542e+06	2.12502e+06	2.09421e+06
P08191	P08191		fimH		3.01667e+06	2.93711e+06	2.95165e+06	2.84112e+06	2.76757e+06	2.94574e+06
P08192	P08192		folC		2.97384e+06	3.04732e+06	3.07953e+06	3.07286e+06	2.98111e+06	3.07868e+06
P08200	P08200		icd		2.49827e+07	2.31413e+07	2.50158e+07	2.3243e+07	2.48805e+07	2.27849e+07
P08201	P08201		nirB		5.2511e+06	5.08192e+06	5.35143e+06	5.16693e+06	5.21167e+06	5.4582e+06
P08244	P08244		pyrF		9.81618e+06	1.02194e+07	9.78802e+06	9.91039e+06	1.02286e+07	1.0155e+07
P08245	P08245		yciH		830953	768395	752384	787173	807532	800025
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)					1.43116e+07	4.30418e+06	1.42607e+07	940959	1.38148e+07
P08312	P08312		pheS		1.35898e+07	1.32193e+07	1.36566e+07	1.30348e+07	1.40232e+07	1.31096e+07
P08331	P08331		cpdB		3.19311e+06	3.35249e+06	3.2086e+06	3.16062e+06	3.19155e+06	3.22935e+06
P08337	P08337		mutT		1.52349e+06	1.18974e+06	1.49094e+06	1.2233e+06	1.30525e+06	1.16516e+06
P08373	P08373		murB		1.62925e+06	1.76314e+06	1.70197e+06	1.77826e+06	1.64706e+06	1.71483e+06
P08390	P08390		usg		5.52435e+07	5.68185e+07	5.61549e+07	5.60255e+07	5.80665e+07	5.62936e+07
P08395	P08395		sppA		2.28323e+06	2.07252e+06	2.14802e+06	2.16307e+06	2.19502e+06	2.26211e+06
P08506	P08506		dacC		6.31936e+06	5.47773e+06	5.98811e+06	5.36401e+06	5.99206e+06	5.5182e+06
P08622	P08622		dnaJ		6.38716e+06	5.71416e+06	6.40942e+06	5.69636e+06	6.38647e+06	5.7435e+06
P08660	P08660		lysC		2.34366e+06	2.52217e+06	2.49738e+06	2.50948e+06	2.37527e+06	2.54318e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)					1.98284e+07		1.99519e+07		2.00984e+07
P08839	P08839		ptsI		7.63389e+07	7.62469e+07	7.66011e+07	7.50648e+07	7.63684e+07	7.31061e+07
P08956	P08956		hsdR		1.57773e+06	1.50763e+06	1.56436e+06	1.55544e+06	1.53656e+06	1.66746e+06
P08957	P08957		hsdM		9.91519e+06	1.00873e+07	1.00735e+07	1.02775e+07	9.98919e+06	1.01181e+07
P09029	P09029		purK		1.03835e+06	1.24124e+06	1.01165e+06	1.23372e+06	1.00675e+06	1.20843e+06
P09030	P09030		xthA		2.63886e+06	2.5607e+06	2.75067e+06	2.49909e+06	2.65393e+06	2.51014e+06
P09053	P09053		avtA		1.40664e+06	1.30566e+06	1.44421e+06	1.23816e+06	1.24532e+06	1.25275e+06
P09126	P09126		hemD		1.4677e+06	1.41036e+06	1.50475e+06	1.37976e+06	1.50448e+06	1.36643e+06
P09127	P09127		hemX		5.37554e+06	5.29397e+06	5.39724e+06	5.42616e+06	5.22127e+06	5.34264e+06
P09147	P09147		galE		9.35372e+06	8.94318e+06	9.27895e+06	8.9462e+06	9.10921e+06	9.02727e+06
P09148	P09148		galT		1.53145e+06	1.4091e+06	1.59333e+06	1.53827e+06	1.50592e+06	1.41894e+06
P09152	P09152		narG		5.35192e+06	5.31202e+06	5.194e+06	5.32726e+06	5.15701e+06	5.37709e+06
P09155	P09155		rnd		2.05842e+06	2.11377e+06	2.06795e+06	2.06546e+06	2.08851e+06	2.06017e+06
P09158	P09158		speE		7.13765e+06	7.03376e+06	7.04325e+06	6.99817e+06	6.9166e+06	7.21601e+06
P09169	P09169		ompT		5.0837e+06	4.79919e+06	5.37277e+06	4.91758e+06	5.35239e+06	5.01207e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)					4.57495e+06		4.90568e+06	8.84701e+06	4.7757e+06
P09323	P09323		nagE		3.0409e+06	2.73079e+06	2.68497e+06	2.92917e+06	2.95538e+06	2.60763e+06
P09372	P09372		grpE		4.99197e+07	5.1821e+07	5.22183e+07	5.12565e+07	5.23196e+07	5.11324e+07
P09373	P09373		pflB		2.95363e+08	2.85026e+08	2.91896e+08	2.82676e+08	2.90588e+08	2.77346e+08
P09394	P09394		glpQ		5.42073e+06	5.35923e+06	5.44463e+06	5.70714e+06	5.43833e+06	5.51076e+06
P09424	P09424		mtlD		1.94838e+06	2.22353e+06	2.03022e+06	2.2471e+06	1.93923e+06	2.40908e+06
P09546	P09546		putA		1.94623e+06	1.75291e+06	1.77654e+06	1.8091e+06	1.86996e+06	1.69096e+06
P09549	P09549		dedD		1.48815e+06	1.44192e+06	1.41697e+06	1.52875e+06	1.41698e+06	1.39454e+06
P09831	P09831		gltB		2.94e+06	2.84068e+06	2.97755e+06	2.75105e+06	2.95155e+06	2.89843e+06
P09832	P09832		gltD		2.97662e+06	2.97423e+06	2.99747e+06	2.94883e+06	2.98973e+06	3.03641e+06
P0A698	P0A698		uvrA		2.63106e+06	2.64638e+06	2.61845e+06	2.58872e+06	2.66804e+06	2.69733e+06
P0A6A0	P0A6A0		ubiB		1.63451e+06	1.54963e+06	1.59171e+06	1.64204e+06	1.64648e+06	1.69368e+06
P0A6A3	P0A6A3		ackA		1.32302e+08	1.3105e+08	1.30106e+08	1.31189e+08	1.27993e+08	1.31796e+08
P0A6A8	P0A6A8		acpP		1.53309e+08	1.46238e+08	1.50582e+08	1.27723e+08	1.53967e+08	1.40735e+08
P0A6B4	P0A6B4		alr		3.26541e+06	3.13178e+06	3.24121e+06	3.17221e+06	3.21849e+06	3.24532e+06
P0A6B7	P0A6B7		iscS		1.75129e+07	1.71707e+07	1.71169e+07	1.77481e+07	1.72441e+07	1.7702e+07
P0A6C1	P0A6C1		nfo		1.97632e+06	1.99644e+06	2.15995e+06	2.02961e+06	1.97226e+06	2.01918e+06
