Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P32173	P32173		mobA		642857	580153	780880	623704	722874	608628
P32176	P32176		fdoG		6.94559e+06	6.7188e+06	6.79096e+06	6.8997e+06	6.84582e+06	6.88621e+06
P32662	P32662		gph		714244	1.11654e+06	985296	999377	820315	1.02953e+06
P32664	P32664		nudC		1.16579e+06	1.18639e+06	1.18198e+06	1.18509e+06	1.14448e+06	1.09448e+06
P32680	P32680		yjaG		1.57162e+06	1.56513e+06	1.55045e+06	1.59838e+06	1.6866e+06	1.55602e+06
P32684	P32684		rluF		1.09983e+06	1.14063e+06	1.10202e+06	1.00812e+06	1.03477e+06	1.16874e+06
P32685	P32685		yjbD		858337	626272	965884	629702	844958	690658
P32695	P32695		dusA		1.36213e+06	1.30477e+06	1.24261e+06	1.26093e+06	1.3465e+06	1.35787e+06
P33011	P33011		yeeA		2.01692e+06	1.76196e+06	1.8038e+06	2.25905e+06	1.90417e+06	2.07919e+06
P33018	P33018		yeiG		205368	325636	208078	452808	162904	432221
P33025	P33025		psuG		2.02232e+06	1.87613e+06	1.86489e+06	1.8736e+06	2.03217e+06	2.0976e+06
P33030	P33030		yeiR		1.43218e+06	1.55169e+06	1.47177e+06	1.59845e+06	1.54721e+06	1.60553e+06
P33136	P33136		mdoG		1.3197e+07	1.28265e+07	1.30568e+07	1.26669e+07	1.25338e+07	1.28052e+07
P33195	P33195		gcvP		5.41196e+06	5.46493e+06	5.3921e+06	5.42016e+06	5.35989e+06	5.75671e+06
P33218	P33218		yebE		5.24982e+06	5.0252e+06	5.0639e+06	5.15665e+06	5.29842e+06	4.8754e+06
P33219	P33219		yebF		586680	493144	547126	416887	584550	542416
P33224	P33224		aidB		406755	284237			366544	
P33225	P33225		torA		3.64931e+06	3.2775e+06	3.68322e+06	3.48566e+06	3.67494e+06	3.27927e+06
P33235	P33235		flgK		1.38531e+06	1.49736e+06	1.47031e+06	1.66356e+06	1.45374e+06	1.74563e+06
P33355	P33355		yehS		2.17461e+06	2.28174e+06	2.12398e+06	2.19443e+06	2.25188e+06	2.08704e+06
P33362	P33362		osmF		1.77515e+06	1.84523e+06	1.94674e+06	1.81723e+06	1.51644e+06	1.62418e+06
P33363	P33363		bglX		5.18461e+06	5.22808e+06	5.10956e+06	5.34315e+06	5.1119e+06	5.31771e+06
P33570	P33570		tktB		2.34239e+06	2.30369e+06	2.28556e+06	2.17897e+06	2.39692e+06	2.18775e+06
P33590	P33590		nikA		3.69043e+06	3.47766e+06	3.73038e+06	3.68906e+06	3.59378e+06	3.52592e+06
P33599	P33599		nuoC		1.34892e+07	1.36386e+07	1.36901e+07	1.35966e+07	1.33933e+07	1.33377e+07
P33602	P33602		nuoG		1.23256e+07	1.27225e+07	1.24913e+07	1.28913e+07	1.24114e+07	1.28305e+07
P33643	P33643		rluD		3.04578e+06	2.96672e+06	3.04576e+06	2.74343e+06	3.04397e+06	2.78178e+06
P33650	P33650		feoB		1.97159e+06	2.44705e+06	2.02539e+06	2.03708e+06	2.07244e+06	2.22869e+06
P33667	P33667		selU		820446	806929	723437	874776	803127	900439
P33898	P33898		gapC		1.5057e+06	1.41017e+06	1.48945e+06	1.44662e+06	1.45162e+06	1.37195e+06
P33916	P33916		yejF		317271	405410	388254	420862	415590	422946
P33920	P33920		yejK		2.46262e+06	2.57705e+06	2.54708e+06	2.65027e+06	2.41263e+06	2.73229e+06
P33937	P33937		napA		4.80771e+06	4.6022e+06	4.71166e+06	4.58582e+06	4.58745e+06	4.60775e+06
P34209	P34209		ydcF		667797	652726	771396	746678	704858	861831
P35340	P35340		ahpF		9.26474e+06	9.05126e+06	9.32402e+06	9.12569e+06	9.01097e+06	8.88691e+06
P36548	P36548		amiA		1.24919e+06	1.58557e+06	1.75917e+06	1.68397e+06	1.31108e+06	1.52574e+06
P36553	P36553		hemF		824629	781476	864342	834450	759949	991770
P36566	P36566		smtA		520631	414540	420859	457999	520436	444401
P36659	P36659		cbpA		3.57136e+06	2.86396e+06	3.69345e+06	3.34484e+06	3.79687e+06	2.73691e+06
P36672	P36672		treB		1.03205e+06	1.13721e+06	957864	1.05561e+06	906334	1.1558e+06
P36680	P36680		zapD		2.38189e+06	2.15507e+06	2.46635e+06	2.23917e+06	2.32811e+06	2.26108e+06
P36683	P36683		acnB		9.58189e+06	1.00882e+07	9.49302e+06	9.89023e+06	9.48917e+06	9.75628e+06
P36767	P36767		rdgC		4.65791e+06	5.08712e+06	4.67345e+06	5.13913e+06	5.01391e+06	5.33009e+06
P36879	P36879		yadG		1.0081e+06	1.09299e+06	1.1165e+06	1.23647e+06	1.12006e+06	1.05996e+06
P36928	P36928		yegD		1.13613e+06	968258	1.17028e+06	1.00033e+06	1.06528e+06	1.05634e+06
P36929	P36929		rsmB		2.6637e+06	2.65205e+06	2.63916e+06	2.73682e+06	2.66653e+06	2.76141e+06
P36938	P36938		pgm		9.74291e+06	1.04712e+07	9.89235e+06	1.02049e+07	9.9859e+06	1.02254e+07
P36979	P36979		rlmN		3.41108e+06	3.71417e+06	3.426e+06	3.65527e+06	3.43343e+06	3.64755e+06
P36999	P36999		rlmA		959738	1.02924e+06	1.02738e+06	996265	1.02102e+06	922928
P37005	P37005		lasT		1.71247e+06	1.44128e+06	1.48898e+06	1.36496e+06	1.602e+06	1.38168e+06
P37028	P37028		btuF		599891	586013	655678	538847	571715	497650
P37051	P37051		purU		5.53467e+06	5.7404e+06	5.56084e+06	6.01209e+06	5.49718e+06	5.99314e+06
P37052	P37052		ychJ		928610	927593	892482	919304	898739	938529
P37095	P37095		pepB		1.29967e+07	1.29642e+07	1.27367e+07	1.29985e+07	1.28454e+07	1.30108e+07
P37128	P37128		nudK		3.22638e+06	3.60337e+06	3.03823e+06	3.75802e+06	3.20984e+06	3.63805e+06
P37182	P37182		hybD		3.62446e+06	3.86466e+06	3.84955e+06	3.84535e+06	3.66472e+06	3.80035e+06
P37194	P37194		slp		5.02681e+07	4.99038e+07	4.90507e+07	4.90268e+07	4.88556e+07	5.04906e+07
P37329	P37329		modA		4.11897e+06	3.97827e+06	4.29268e+06	3.82016e+06	4.02077e+06	4.14041e+06
P37330	P37330		glcB		1.85702e+06	1.71655e+06	1.86256e+06	1.83256e+06	1.85702e+06	1.84444e+06
P37342	P37342		yjjI		3.33761e+06	3.27682e+06	3.45636e+06	3.48699e+06	3.42104e+06	3.41213e+06
P37349	P37349		dhaM		7.33946e+07	6.75e+07	7.47756e+07	6.98025e+07	7.41484e+07	6.9638e+07
P37440	P37440		ucpA		8.87173e+06	8.6818e+06	8.33657e+06	9.15432e+06	8.54525e+06	8.91367e+06
P37590	P37590		pmrD		2.29096e+06	2.04195e+06	2.16293e+06	2.13488e+06	1.70323e+06	2.08456e+06
P37613	P37613		yhhK		4.22868e+06	4.73738e+06	4.2398e+06	4.85735e+06	4.51896e+06	4.83772e+06
P37617	P37617		zntA		1.92503e+06	2.00844e+06	1.86432e+06	2.12795e+06	1.67593e+06	2.1417e+06
P37626	P37626		yhiI		681616	628731	719604	624325	741180	528491
P37631	P37631		yhiN		929385	810120	854809	846479	919009	875898
P37634	P37634		rlmJ		5.81304e+06	6.11399e+06	6.14481e+06	6.13481e+06	5.99954e+06	6.20624e+06
P37636	P37636		mdtE		3.91405e+06	3.89209e+06	3.97614e+06	3.8697e+06	4.00394e+06	3.91413e+06
P37647	P37647		kdgK		1.80823e+06	1.77868e+06	1.86457e+06	1.80605e+06	1.94179e+06	1.58999e+06
P37648	P37648		yhjJ		3.89392e+06	3.55733e+06	3.91335e+06	3.55435e+06	3.85182e+06	3.68731e+06
P37650	P37650		bcsC		1.21543e+06	1.11385e+06	1.06811e+06	1.21492e+06	1.12808e+06	1.18335e+06
P37651	P37651		bcsZ		2.38007e+06	2.38027e+06	2.35848e+06	2.45772e+06	2.31996e+06	2.32735e+06
P37652	P37652		bcsB		4.01508e+06	3.90061e+06	3.99345e+06	3.94812e+06	3.76005e+06	3.82835e+06
P37655	P37655		bcsQ		1.07545e+06	1.01849e+06	1.10177e+06	922859	1.12872e+06	1.0276e+06
P37657	P37657		bcsE		569391	722611	754500	629263	611232	687558
P37665	P37665		yiaD		5.51759e+06	5.2588e+06	5.57922e+06	5.32232e+06	5.60377e+06	5.16034e+06
P37666	P37666		ghrB		9.88057e+06	9.73959e+06	9.55063e+06	9.75563e+06	9.79214e+06	9.64374e+06
P37685	P37685		aldB		1.16623e+06	1.2136e+06	1.18807e+06	1.1404e+06	1.15173e+06	1.17205e+06
P37689	P37689		gpmI		2.2974e+07	2.27034e+07	2.27744e+07	2.316e+07	2.27529e+07	2.33037e+07
P37692	P37692		rfaF		3.17593e+06	2.5258e+06	3.00193e+06	2.81623e+06	3.13468e+06	2.52241e+06
P37751	P37751		wbbK					847505	1.49666e+06	
P37765	P37765		rluB		7.87674e+06	7.78897e+06	7.8342e+06	7.63959e+06	7.38096e+06	7.58378e+06
P37773	P37773		mpl		7.93513e+06	7.77096e+06	7.95963e+06	7.71524e+06	7.92331e+06	8.36399e+06
P37902	P37902		gltI		1.95077e+06	2.13237e+06	1.95161e+06	2.02831e+06	1.97092e+06	2.10141e+06
P37903	P37903		uspF		8.25603e+06	8.85469e+06	8.49869e+06	8.63816e+06	8.19215e+06	8.91804e+06
P37908	P37908		yfjD		667456	596486	787201	526797	737200	482122
P38038	P38038		cysJ		3.43439e+06	3.27216e+06	3.40656e+06	3.24323e+06	3.38134e+06	3.48453e+06
P38134	P38134		etk		3.49482e+07	3.25735e+07	3.42898e+07	3.37613e+07	3.43376e+07	3.27163e+07
P38489	P38489		nfnB		5.7266e+06	5.82211e+06	5.65502e+06	5.90839e+06	5.58937e+06	5.83924e+06
P38506	P38506		ygdG		559558	683125	601723	769058	575886	612744
P38521	P38521		yggL		3.08506e+06	3.11913e+06	3.09271e+06	3.12391e+06	2.92673e+06	2.39047e+06
P39099	P39099		degQ		5.98507e+06	5.24878e+06	5.72519e+06	5.26504e+06	6.07942e+06	5.60916e+06
P39160	P39160		uxuB		1.34967e+06	1.37607e+06	1.34735e+06	1.3792e+06	1.41167e+06	1.44096e+06
P39172	P39172		znuA		4.27827e+06	4.67531e+06	4.16946e+06	4.64977e+06	4.27905e+06	4.74143e+06
P39173	P39173		yeaD		3.1515e+07	3.2428e+07	3.17805e+07	3.22519e+07	3.23021e+07	3.22673e+07
P39177	P39177		uspG		1.92576e+07	2.0002e+07	1.86744e+07	1.7893e+07	1.91713e+07	1.8791e+07
P39199	P39199		prmB		8.41004e+06	6.84565e+06	8.37598e+06	7.10248e+06	8.35527e+06	6.52428e+06
P39274	P39274		yjdJ		3.64143e+06	3.76825e+06	3.58322e+06	3.79367e+06	3.73575e+06	3.76106e+06
P39286	P39286		rsgA		2.22518e+06	2.04822e+06	2.04239e+06	2.211e+06	2.29553e+06	2.11312e+06
P39298	P39298		yjfP		703512	494861	621112	674826	789931	633079
P39300	P39300		ulaG		389228	374388	409231	491117	447698	439362
P39315	P39315		qorB		2.98088e+06	3.0363e+06	2.98262e+06	3.02112e+06	2.93361e+06	3.08625e+06
P39321	P39321		tamB		685084	716109	743001	695816	559175	634707
P39325	P39325		ytfQ		1.54767e+06	1.78733e+06	1.52769e+06	1.72915e+06	1.66798e+06	1.82112e+06
P39337	P39337		yjgM		492224	523352	433680	604998	580257	477495
P39342	P39342		yjgR		1.08781e+06	957399	1.03628e+06	1.02177e+06	1.16521e+06	979059
P39347	P39347		intB		923102	804861	911162	912346	942394	900378
P39377	P39377		iadA		5.32177e+06	5.2424e+06	5.40024e+06	4.85465e+06	5.06057e+06	4.94045e+06
P39384	P39384		yjiM		1.21204e+06	1.36015e+06	1.17311e+06	1.35755e+06	1.30852e+06	1.35037e+06
P39396	P39396		yjiY		5.5873e+06	5.62917e+06	5.59357e+06	5.76362e+06	5.55136e+06	5.50081e+06
P39401	P39401		mdoB		1.22257e+06	1.51145e+06	1.43526e+06	1.63574e+06	1.32461e+06	1.46911e+06
P39406	P39406		rsmC		1.06747e+07	1.10282e+07	1.04644e+07	1.08885e+07	1.09737e+07	1.06875e+07
P39411	P39411		yjjX		2.84069e+06	2.83011e+06	2.78161e+06	2.74219e+06	2.9501e+06	2.86802e+06
P39451	P39451		adhP		1.56499e+06	1.64146e+06	1.51719e+06	1.62832e+06	1.53975e+06	1.57349e+06
P39830	P39830		ybaL		984621	1.07032e+06	952944	1.06163e+06	980585	1.0844e+06
P39831	P39831		ydfG		9.97781e+06	9.15995e+06	1.01201e+07	9.3321e+06	9.5585e+06	8.85609e+06
P39838	P39838		rcsD		532312	522664	463550	534202	600084	459421
P40120	P40120		mdoD		4.146e+06	3.97339e+06	4.17907e+06	3.96945e+06	4.13377e+06	4.13586e+06
P40191	P40191		pdxK		1.86482e+06	1.97025e+06	1.93722e+06	1.97738e+06	2.00846e+06	2.10604e+06
P40710	P40710		nlpE		2.29347e+06	2.16362e+06	2.35295e+06	2.12056e+06	2.30485e+06	1.99178e+06
P40874	P40874		solA		2.89129e+06	2.86044e+06	2.76964e+06	2.94579e+06	2.77527e+06	2.90133e+06
P41052	P41052		mltB		912939	948147	954447	942518	902429	999797
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)					7.34792e+06	3.13007e+06	7.54478e+06	3.10677e+06	7.44595e+06
P41407	P41407		azoR		2.88769e+06	3.75725e+06	2.88487e+06	3.86264e+06	2.29655e+06	3.57678e+06
P41409	P41409		rihA		859514	858861	791424	873506	927982	953922
P42596	P42596		rlmG		2.34481e+06	2.39522e+06	2.41364e+06	2.38242e+06	2.32288e+06	2.33299e+06
P42616	P42616		yqjC		408748	341890	358845	314074	376616	353438
P42628	P42628		yhaO		9.42971e+06	1.10274e+07	9.27438e+06	9.15863e+06	9.52232e+06	1.01494e+07
P42632	P42632		tdcE		3.5431e+06	3.44224e+06	3.6036e+06	3.61543e+06	3.60349e+06	3.49682e+06
P42641	P42641		obgE		8.01202e+06	7.89281e+06	8.09185e+06	7.59088e+06	7.44008e+06	7.85082e+06
P43329	P43329		hrpA		2.30901e+06	2.25857e+06	2.19843e+06	2.38966e+06	2.30002e+06	2.46164e+06
P43533	P43533		flgN		1.17114e+06	1.47372e+06	1.22654e+06	1.484e+06	1.28192e+06	1.42923e+06
P43671	P43671		pqiB		977861	1.03086e+06	1.05507e+06	1.10726e+06	1.03586e+06	1.07637e+06
P43672	P43672		uup		2.16507e+06	2.23451e+06	2.18462e+06	2.25974e+06	2.03993e+06	2.31237e+06
P45395	P45395		kdsD		2.50435e+06	2.59686e+06	2.53742e+06	2.71389e+06	2.55064e+06	2.88523e+06
P45464	P45464		lpoA		4.11897e+06	3.97704e+06	4.23424e+06	4.07188e+06	4.04103e+06	4.05264e+06
P45469	P45469		yraR		979646	896505	917785	862654	951012	855803
P45470	P45470		yhbO		842350	798764	887606	753380	792611	848590
P45475	P45475		yhbV		1.08648e+06	1.09829e+06	1.03442e+06	1.24832e+06	1.20998e+06	1.16941e+06
P45523	P45523		fkpA		3.43393e+07	3.15073e+07	3.44967e+07	3.1144e+07	3.47874e+07	3.18074e+07
P45530	P45530		tusB		472500	412140	401029	432966	520997	426865
P45531	P45531		tusC		394643	234434	366354	272752	423785	247040
P45568	P45568		dxr		625735	561372	638108	596109	601726	593085
P45577	P45577		proQ		1.70772e+07	1.64294e+07	1.73042e+07	1.67747e+07	1.68423e+07	1.65953e+07
P45578	P45578		luxS		2.22691e+07	2.21853e+07	2.18559e+07	2.24052e+07	2.23709e+07	2.22824e+07
P45748	P45748		rimN		4.65061e+06	4.09559e+06	4.72243e+06	4.0703e+06	4.14009e+06	4.08305e+06
P45795	P45795		yrdB		1.40849e+06	3.08034e+06	1.60519e+06	3.23907e+06	1.59525e+06	3.31297e+06
P45799	P45799		nudE		1.81911e+06	1.63807e+06	1.88731e+06	1.78158e+06	1.72896e+06	1.59753e+06
P45807	P45807		ybaM		524433	460688	529326	413369	424671	429334
P45955	P45955		ybgF		2.96044e+06	2.32865e+06	2.84863e+06	2.4994e+06	2.9346e+06	2.51225e+06
P46130	P46130		ybhC		9.53956e+06	8.55721e+06	9.73462e+06	8.53017e+06	8.97775e+06	8.43957e+06
P46142	P46142		yggM		8.91387e+06	8.83946e+06	8.89961e+06	9.25848e+06	8.65962e+06	8.32839e+06
P46474	P46474		yhdP		268895	1.34557e+06	969916		1.35234e+06	1.19911e+06
P46837	P46837		yhgF		7.5866e+06	7.38469e+06	7.60414e+06	7.27892e+06	7.7886e+06	7.4789e+06
P46853	P46853		yhhX		7.0542e+06	6.6466e+06	6.90656e+06	6.61343e+06	6.81854e+06	6.75013e+06
P46887	P46887		yecH		237741	213387	230248	172551	317530	126386
P46889	P46889		ftsK		3.88957e+06	4.408e+06	3.98734e+06	4.50926e+06	4.09341e+06	4.36356e+06
P50456	P50456		mlc		1.79263e+06	1.78268e+06	1.69162e+06	1.88826e+06	1.77782e+06	1.99092e+06
P51024	P51024		yaiL		356280	250725		298574		309067
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)					9.55241e+06		8.94113e+06		8.90365e+06
P52006	P52006		nudI		940084	1.15687e+06	927194	1.25924e+06	978870	1.18033e+06
P52007	P52007		yecM		1.70404e+06	1.81132e+06	1.74359e+06	1.96725e+06	1.77578e+06	1.82113e+06
P52060	P52060		yggU		460889	498914	448749	438121	501685	382736
P52061	P52061		rdgB		6.50222e+06	7.0206e+06	6.56121e+06	6.82936e+06	6.73071e+06	7.02288e+06
P52076	P52076		qseB		1.07019e+06	930983	980814	951784	931535	1.0181e+06
P52108	P52108		rstA		3.55531e+06	3.63153e+06	3.48788e+06	3.73822e+06	3.40734e+06	3.63818e+06
P52119	P52119		ratB		3.91709e+06	3.67128e+06	3.88476e+06	3.87506e+06	4.0269e+06	3.94266e+06
P52643	P52643		ldhA		3.88887e+06	3.53494e+06	3.75471e+06	3.53897e+06	3.7895e+06	3.57528e+06
P52647	P52647		ydbK		1.68215e+06	2.03697e+06	1.91909e+06	2.06641e+06	1.7151e+06	2.08076e+06
P52697	P52697		pgl		2.34428e+07	2.29196e+07	2.4367e+07	2.3642e+07	2.36676e+07	2.35222e+07
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)					7.70612e+06		7.62376e+06		7.73396e+06
P56258	P56258		wecF		496164	506154	506052	600372	475704	562354
P56262	P56262		ysgA		1.41437e+06	1.44713e+06	1.50303e+06	1.38294e+06	1.39126e+06	1.33138e+06
P60061	P60061		adiC		1.29494e+06	1.20847e+06	1.25695e+06	1.1385e+06	1.19453e+06	1.38177e+06
P60240	P60240		rapA		4.01239e+06	4.35071e+06	3.97415e+06	4.21889e+06	3.91269e+06	4.18812e+06
P60293	P60293		mukF		2.87916e+06	2.9298e+06	2.69377e+06	2.9488e+06	2.8001e+06	2.90661e+06
P60340	P60340		truB		7.76195e+06	7.85081e+06	7.70091e+06	8.38091e+06	7.64426e+06	8.09172e+06
P60390	P60390		rsmH		4.85197e+06	4.66268e+06	4.78475e+06	4.80267e+06	4.66377e+06	4.60952e+06
P60422	P60422		rplB		1.06611e+08	1.05128e+08	1.06126e+08	1.0345e+08	1.07886e+08	1.02639e+08
P60438	P60438		rplC		3.15703e+08	2.58958e+08	3.17867e+08	2.52418e+08	3.1462e+08	2.52396e+08
P60472	P60472		ispU		790045	340123	709555	792383	689133	754975
P60546	P60546		gmk		6.17223e+06	5.81206e+06	6.03571e+06	5.98483e+06	6.05856e+06	6.09881e+06
P60560	P60560		guaC		8.09142e+06	7.15188e+06	8.11284e+06	7.48681e+06	8.05518e+06	7.52506e+06
P60595	P60595		hisH		1.24812e+06	1.31061e+06	1.25785e+06	1.31211e+06	1.28025e+06	1.2716e+06
P60624	P60624		rplX		1.53681e+08	1.53855e+08	1.52957e+08	1.56993e+08	1.55064e+08	1.59817e+08
P60651	P60651		speB		1.03611e+07	1.03362e+07	1.04053e+07	1.03208e+07	1.0495e+07	9.88265e+06
P60664	P60664		hisF		2.87747e+06	2.94545e+06	2.83964e+06	2.91649e+06	2.88365e+06	2.89589e+06
P60716	P60716		lipA		7.32511e+06	7.10046e+06	7.43451e+06	7.02594e+06	7.2865e+06	7.09769e+06
P60723	P60723		rplD		5.2939e+07	5.30404e+07	5.44377e+07	5.42069e+07	5.35515e+07	5.56084e+07
P60752	P60752		msbA		3.53727e+06	3.70323e+06	3.47677e+06	3.81215e+06	3.67408e+06	3.75776e+06
P60757	P60757		hisG		2.26354e+06	2.46151e+06	2.16628e+06	2.45122e+06	2.2151e+06	2.47715e+06
P60785	P60785		lepA		1.22212e+07	1.22308e+07	1.22661e+07	1.24678e+07	1.20032e+07	1.21762e+07
P60906	P60906		hisS		1.13621e+07	1.10697e+07	1.14e+07	1.11067e+07	1.11132e+07	1.13459e+07
P61175	P61175		rplV		2.20637e+08	1.94982e+08	2.13315e+08	1.9043e+08	2.15494e+08	1.89177e+08
P61316	P61316		lolA		2.71749e+06	2.63406e+06	2.75768e+06	2.58713e+06	2.75186e+06	2.59868e+06
P61320	P61320		lolB		2.839e+06	2.93208e+06	2.77895e+06	2.8979e+06	2.67473e+06	2.86439e+06
P61517	P61517		can		7.21603e+06	7.56531e+06	7.47858e+06	7.54914e+06	7.32187e+06	7.36629e+06
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)					1.89653e+07		1.88605e+07		1.8588e+07
P61714	P61714		ribE		2.88499e+07	2.91101e+07	2.91714e+07	2.85473e+07	2.82344e+07	2.8041e+07
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)					5.88581e+06		6.06261e+06		6.15896e+06
P61887	P61887		rmlA2		1.06764e+06	1.18534e+06	1.06696e+06	1.16672e+06	1.05905e+06	1.11705e+06
P61889	P61889		mdh		2.43708e+07	2.15721e+07	2.44727e+07	2.23728e+07	2.3365e+07	2.19588e+07
P61949	P61949		fldA		4.67482e+06	3.94296e+06	4.76049e+06	4.03541e+06	4.6356e+06	4.21482e+06
P62399	P62399		rplE		1.29588e+08	1.28482e+08	1.31863e+08	1.26936e+08	1.30642e+08	1.33648e+08
P62556	P62556		sopA		4.18574e+06	3.70931e+06	4.33049e+06	3.96451e+06	4.12319e+06	3.91101e+06
P62558	P62558		sopB		5.66719e+06	5.62981e+06	5.732e+06	5.74423e+06	5.7583e+06	5.69339e+06
P62615	P62615		ispE		1.76764e+06	1.68931e+06	1.79291e+06	1.59149e+06	1.71983e+06	1.70731e+06
P62617	P62617		ispF		2.98011e+06	3.25065e+06	3.08176e+06	3.41202e+06	3.09356e+06	3.48988e+06
P62620	P62620		ispG		5.95858e+06	5.65179e+06	6.01858e+06	5.81795e+06	6.04446e+06	5.78917e+06
P62623	P62623		ispH		1.40972e+06	1.34714e+06	1.43979e+06	1.41353e+06	1.39934e+06	1.32444e+06
P62672	P62672		apaG		512053	470421	474702	524576	497473	465525
P62707	P62707		gpmA		4.48676e+07	3.69026e+07	4.33411e+07	3.74104e+07	4.30234e+07	3.90091e+07
P62768	P62768		yaeH		4.88601e+06	5.03613e+06	5.00841e+06	4.90858e+06	4.91019e+06	5.10124e+06
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				3.81582e+06	4.9215e+06		4.886e+06		4.99134e+06
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				1.50523e+06	3.37902e+06	140595	3.50595e+06		3.61795e+06
P63020	P63020		nfuA		8.73553e+06	8.07003e+06	9.03013e+06	8.75211e+06	8.98593e+06	8.41063e+06
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				3.78538e+06	1.26854e+07	4.09088e+06	1.27501e+07	4.20583e+06	1.24076e+07
P63177	P63177		rlmB		3.37223e+06	3.55518e+06	3.26936e+06	3.46289e+06	3.34731e+06	3.24472e+06
P63224	P63224		gmhA		1.85101e+07	1.95408e+07	1.88462e+07	1.99651e+07	1.81618e+07	2.01302e+07
P63228	P63228		gmhB		4.65567e+06	4.23661e+06	4.30788e+06	4.48573e+06	4.39466e+06	4.43971e+06
P63235	P63235		gadC		2.48555e+06	2.39109e+06	2.48989e+06	2.53108e+06	2.45339e+06	2.61561e+06
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)					1.19039e+07		1.13374e+07		1.10389e+07
P63284	P63284		clpB		1.73675e+07	1.80382e+07	1.76519e+07	1.82667e+07	1.72844e+07	1.82656e+07
P63386	P63386		mlaF		967045	885867	937141	873961	971160	832748
P63389	P63389		yheS		1.66511e+06	1.52253e+06	1.45918e+06	1.56144e+06	1.59041e+06	1.536e+06
P63417	P63417		yhbS		1.16523e+07	1.12396e+07	1.12129e+07	1.10867e+07	1.0697e+07	1.11788e+07
P63883	P63883		amiC		1.11651e+06	1.03279e+06	1.06458e+06	1.13309e+06	1.0886e+06	1.05427e+06
P64429	P64429		ypfJ		1.13036e+06	892435	1.00858e+06	1.0779e+06	1.14235e+06	901823
P64451	P64451		ydcL		1.80695e+06	1.60789e+06	1.74826e+06	1.76185e+06	1.7904e+06	1.63949e+06
P64455	P64455		ydcY		5.95682e+06	5.42585e+06	6.04111e+06	5.80362e+06	5.86337e+06	6.91765e+06
P64463	P64463		ydfZ		4.68981e+07	4.54909e+07	4.38047e+07	4.58386e+07	4.34015e+07	4.67796e+07
P64467	P64467		cnu		2.70819e+06	2.77445e+06	2.67662e+06	2.77385e+06	2.57592e+06	2.91492e+06
P64476	P64476		ydiH		1.53585e+06	1.72954e+06	1.51471e+06	1.74481e+06	1.62809e+06	1.63582e+06
P64483	P64483		yeaK		4.22206e+06	3.51557e+06	4.06183e+06	3.69711e+06	3.8318e+06	3.80105e+06
