Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P00363	P00363		frdA		4.93528e+07	4.87617e+07	4.58969e+07	4.69916e+07	4.64456e+07	4.65097e+07
P00370	P00370		gdhA		1.95595e+06	1.87365e+06	1.9043e+06	1.91203e+06	1.97725e+06	1.9249e+06
P00393	P00393		ndh		5.85393e+06	5.88886e+06	5.85284e+06	5.90381e+06	5.73952e+06	5.73938e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				2.44521e+06	2.49516e+06				2.12248e+06
P00448	P00448		sodA		3.59191e+06	3.65126e+06	3.55107e+06	3.55288e+06	3.41957e+06	3.59791e+06
P00452	P00452		nrdA		9.80903e+06	9.73448e+06	9.63852e+06	9.70128e+06	9.58415e+06	9.71316e+06
P00490	P00490		malP		5.53481e+06	5.49618e+06	5.37589e+06	5.37411e+06	5.38006e+06	5.47595e+06
P00509	P00509		aspC		1.86661e+07	1.869e+07	1.83612e+07	1.84985e+07	1.83133e+07	1.82527e+07
P00550	P00550		mtlA		780980	843130	796137	819137	769527	691020
P00561	P00561		thrA		2.45557e+06	2.48643e+06	2.59751e+06	2.46492e+06	2.53187e+06	2.53825e+06
P00562	P00562		metL		2.90548e+06	2.93898e+06	2.76358e+06	2.85748e+06	2.94312e+06	2.97894e+06
P00579	P00579		rpoD		8.4513e+06	8.36016e+06	7.84695e+06	7.79785e+06	8.00296e+06	7.9281e+06
P00582	P00582		polA		6.94683e+06	6.72136e+06	7.00176e+06	6.98304e+06	6.73913e+06	6.66395e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.44601e+06	1.31361e+06	194533			1.14591e+06
P00803	P00803		lepB		4.07352e+06	4.05442e+06	3.98634e+06	4.12054e+06	3.84702e+06	4.09688e+06
P00805	P00805		ansB		1.84831e+07	1.84331e+07	1.87746e+07	1.92329e+07	1.84499e+07	1.71401e+07
P00811	P00811		ampC		1.85193e+06	1.88535e+06	1.77375e+06	1.83177e+06	1.77854e+06	1.42538e+06
P00864	P00864		ppc		1.11106e+07	1.11177e+07	1.10809e+07	1.09914e+07	1.09039e+07	1.06778e+07
P00887	P00887		aroH		1.55977e+06	1.61891e+06	1.69783e+06	1.68368e+06	1.73349e+06	1.66349e+06
P00888	P00888		aroF		1.81199e+06	1.7911e+06	1.78884e+06	1.79226e+06	1.6995e+06	1.68584e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				6.18117e+06	6.22193e+06	1.96207e+06	2.42154e+06		5.77971e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5.13047e+06	5.29156e+06				5.38835e+06
P00934	P00934		thrC		4.36041e+06	4.21049e+06	4.54888e+06	4.25945e+06	4.48116e+06	4.20281e+06
P00936	P00936		cyaA		752103	820636	809829	847856	803510	897038
P00946	P00946		manA		1.10596e+07	1.09139e+07	1.0926e+07	1.08593e+07	1.11748e+07	1.12051e+07
P00954	P00954		trpS		1.45488e+07	1.39739e+07	1.30908e+07	1.31498e+07	1.26995e+07	1.37802e+07
P00956	P00956		ileS		2.09722e+07	2.03533e+07	1.98418e+07	1.98462e+07	1.98958e+07	1.94717e+07
P00957	P00957		alaS		1.56089e+07	1.54396e+07	1.4942e+07	1.52279e+07	1.47618e+07	1.43747e+07
P00959	P00959		metG		1.79369e+07	1.79999e+07	1.75079e+07	1.73633e+07	1.75517e+07	1.7163e+07
P00960	P00960		glyQ		4.38607e+06	4.3638e+06	4.52433e+06	4.32258e+06	4.3435e+06	4.48142e+06
P00961	P00961		glyS		1.13401e+07	1.13028e+07	1.09996e+07	1.11792e+07	1.10564e+07	1.0555e+07
P00962	P00962		glnS		9.92482e+06	1.00938e+07	9.61322e+06	9.84992e+06	9.6399e+06	9.36366e+06
P00963	P00963		asnA		1.86816e+07	1.81746e+07	1.64621e+07	1.68339e+07	1.67014e+07	1.68903e+07
P00968	P00968		carB		4.42373e+06	4.33868e+06	4.34225e+06	4.50829e+06	4.2993e+06	4.39881e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				3.91643e+06	3.94779e+06			3.11046e+06	3.80566e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5.24261e+06	5.1662e+06				4.9554e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.33026e+07	1.36783e+07				1.18299e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				4.38827e+06	4.34436e+06	4.1647e+06			4.5254e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3.43108e+06	3.31736e+06				3.71702e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7.0993e+06	7.26497e+06				7.45582e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.50011e+06	1.50075e+06				1.52737e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5.78625e+06	5.68381e+06				5.92521e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4.2303e+06	4.30796e+06				3.741e+06
P02358	P02358		rpsF		1.18105e+08	1.14188e+08	1.05503e+08	1.06977e+08	1.07228e+08	8.80797e+07
P02359	P02359		rpsG		1.47026e+08	1.47141e+08	1.4529e+08	1.457e+08	1.44686e+08	1.38527e+08
P02413	P02413		rplO		1.24456e+08	1.2238e+08	1.23319e+08	1.21493e+08	1.23731e+08	1.11468e+08
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				730584	638029	740704	792675	824444	699995
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				8.88467e+06	8.68783e+06				8.80903e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				6.76165e+06	6.60231e+06	1.22982e+06	2.37441e+06	2.06219e+06	6.3517e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3.58158e+06	3.6173e+06	2.72828e+06	2.22072e+06		3.61046e+06
P02918	P02918		mrcA		1.25315e+06	1.19694e+06	1.32825e+06	1.29188e+06	1.26859e+06	1.26838e+06
P02919	P02919		mrcB		1.71782e+06	1.64229e+06	1.58558e+06	1.56631e+06	1.6368e+06	1.58393e+06
P02925	P02925		rbsB		5.66737e+06	5.84503e+06	5.89255e+06	5.73666e+06	5.72258e+06	5.72987e+06
P02930	P02930		tolC		2.40868e+07	2.39457e+07	2.41146e+07	2.48385e+07	2.3433e+07	2.43311e+07
P02931	P02931		ompF		3.61274e+07	3.54421e+07	3.63238e+07	3.69946e+07	3.54158e+07	3.74332e+07
P02942	P02942		tsr		1.11162e+07	1.0734e+07	1.06135e+07	1.07658e+07	1.0604e+07	1.05599e+07
P02943	P02943		lamB		1.52379e+06	1.56173e+06	1.37288e+06	1.41924e+06	1.50539e+06	1.51804e+06
P03004	P03004		dnaA		2.25093e+06	2.32473e+06	2.27443e+06	2.20008e+06	2.34644e+06	2.27221e+06
P03007	P03007		dnaQ		684614	842803	814543	756287	872950	561422
P03018	P03018		uvrD		1.67616e+06	1.8105e+06	1.71913e+06	1.69754e+06	1.81521e+06	2.04874e+06
P03024	P03024		galR		1.42104e+06	1.34888e+06	1.41209e+06	1.34814e+06	1.15991e+06	1.46712e+06
P03817	P03817		mioC		7.76488e+06	7.70959e+06	8.04642e+06	7.56256e+06	8.04526e+06	7.10652e+06
P03841	P03841		malM		8.27711e+06	8.44527e+06	8.52141e+06	9.00173e+06	8.61706e+06	8.52345e+06
P04036	P04036		dapB		5.26655e+06	5.35785e+06	5.00619e+06	4.90511e+06	5.23235e+06	4.60313e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.13264e+06	1.1847e+06				1.07574e+06
P04079	P04079		guaA		1.95077e+07	1.93319e+07	1.91489e+07	1.931e+07	1.93407e+07	1.84803e+07
P04335	P04335		frsA		4.27325e+06	4.367e+06	4.49632e+06	4.17331e+06	4.41536e+06	4.22841e+06
P04425	P04425		gshB		1.39311e+07	1.37635e+07	1.37067e+07	1.38805e+07	1.38518e+07	1.34452e+07
P04693	P04693		tyrB		3.93615e+06	3.97707e+06	3.86585e+06	3.99904e+06	3.63876e+06	4.25782e+06
P04805	P04805		gltX		2.32821e+07	2.33703e+07	2.27489e+07	2.28665e+07	2.34191e+07	2.31237e+07
P04825	P04825		pepN		1.60606e+07	1.57764e+07	1.51885e+07	1.55914e+07	1.60451e+07	1.51659e+07
P04846	P04846		nlpA		3.05964e+06	3.05122e+06	3.12306e+06	3.26694e+06	3.20438e+06	3.15273e+06
P04949	P04949		fliC		2.41387e+07	2.41273e+07	2.53807e+07	2.67744e+07	2.52109e+07	2.2117e+07
P04951	P04951		kdsB		5.6624e+06	5.40487e+06	5.53694e+06	5.36067e+06	5.6679e+06	5.8181e+06
P04982	P04982		rbsD		1.75391e+06	1.90707e+06	1.7369e+06	1.76825e+06	1.79865e+06	1.69165e+06
P04995	P04995		sbcB		1.14834e+07	1.16325e+07	1.15058e+07	1.15331e+07	1.15779e+07	1.10331e+07
P05020	P05020		pyrC		6.50394e+06	6.36959e+06	6.12336e+06	6.02665e+06	6.60629e+06	6.15673e+06
P05041	P05041		pabB		1.35241e+07	1.42909e+07	1.35826e+07	1.3995e+07	1.39169e+07	1.48622e+07
P05055	P05055		pnp		3.97369e+07	3.97451e+07	3.71551e+07	3.74437e+07	3.77827e+07	3.68471e+07
P05100	P05100		tag		1.52561e+06	1.66137e+06	1.39601e+06	1.55877e+06	1.46683e+06	1.53209e+06
P05194	P05194		aroD		1.11908e+06	1.20874e+06	946200	1.03362e+06	1.02241e+06	1.16289e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.21963e+06	4.23352e+06				3.79521e+06
P05458	P05458		ptrA		847108	813763	802196	762451	770868	782462
P05459	P05459		pdxB		6.14298e+06	6.07543e+06	6.16831e+06	6.14408e+06	6.06138e+06	5.90467e+06
P05637	P05637		apaH		1.50721e+06	1.54545e+06	1.59074e+06	1.4409e+06	1.51409e+06	1.44347e+06
P05719	P05719		hsdS		975784	965751	993683	1.03048e+06	901299	1.00354e+06
P05791	P05791		ilvD		2.85733e+06	2.88258e+06	2.95238e+06	2.87565e+06	2.87365e+06	2.90998e+06
P05793	P05793		ilvC		7.0364e+06	6.77472e+06	6.99147e+06	6.9417e+06	7.05401e+06	6.88078e+06
P05825	P05825		fepA		1.81393e+06	1.80878e+06	1.83092e+06	1.75155e+06	1.7898e+06	1.83327e+06
P05852	P05852		gcp		2.633e+06	2.6804e+06	2.80765e+06	2.66426e+06	2.55765e+06	2.7397e+06
P06129	P06129		btuB		1.50704e+07	1.49753e+07	1.44215e+07	1.4745e+07	1.45951e+07	1.40443e+07
P06149	P06149		dld		7.22489e+06	6.91187e+06	7.00403e+06	6.80659e+06	6.08241e+06	5.64327e+06
P06282	P06282		cdh		976384	1.00854e+06	998724	1.17749e+06	1.12802e+06	1.18037e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.94507e+06	1.99661e+06				2.15694e+06
P06610	P06610		btuE		6.68447e+06	6.56593e+06	6.42442e+06	6.24118e+06	6.40132e+06	5.87808e+06
P06612	P06612		topA		5.84281e+06	5.69807e+06	5.83648e+06	5.63436e+06	5.79512e+06	5.7422e+06
P06616	P06616		era		4.04138e+06	4.00712e+06	4.00067e+06	4.11181e+06	3.95261e+06	3.83353e+06
P06709	P06709		birA		961643	1.04031e+06	1.049e+06	1.07456e+06	1.17626e+06	1.00803e+06
P06710	P06710		dnaX		1.16878e+06	1.14063e+06	1.1573e+06	1.16791e+06	1.19996e+06	1.05053e+06
P06715	P06715		gor		5.29382e+06	5.31831e+06	5.11467e+06	5.17449e+06	5.15642e+06	5.0812e+06
P06722	P06722		mutH		534541	491606	505108	475340	590815	
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.49882e+06	3.57846e+06				3.65292e+06
P06846	P06846		ebgR		1.4525e+06	1.46189e+06	1.46135e+06	1.37016e+06	1.36274e+06	1.37827e+06
P06959	P06959		aceF		4.25374e+07	4.19791e+07	4.11963e+07	4.11257e+07	4.05874e+07	3.87096e+07
P06961	P06961		cca		1.0574e+06	969969	1.02539e+06	1.06516e+06	1.07774e+06	1.17094e+06
P06968	P06968		dut		8.12673e+06	7.95765e+06	7.97792e+06	8.16917e+06	7.6878e+06	7.80958e+06
P06971	P06971		fhuA		1.29463e+07	1.28999e+07	1.27938e+07	1.26362e+07	1.26375e+07	1.23797e+07
P06974	P06974		fliM		1.5014e+06	1.48054e+06	1.49491e+06	1.50618e+06	1.48919e+06	1.27799e+06
P06983	P06983		hemC		1.02474e+07	1.03161e+07	1.05607e+07	1.05414e+07	1.02579e+07	9.37712e+06
P06986	P06986		hisC		2.89212e+06	3.04646e+06	2.99543e+06	2.87878e+06	2.76643e+06	2.97672e+06
P06987	P06987		hisB		1.15316e+06	1.1348e+06	1.18372e+06	1.25707e+06	1.06816e+06	1.11785e+06
P06988	P06988		hisD		741502	608245	778730	804461	896342	913964
P06992	P06992		rsmA		2.0785e+06	2.18284e+06	2.06349e+06	2.07316e+06	2.0442e+06	1.87275e+06
P06996	P06996		ompC		2.92289e+08	2.86563e+08	2.96564e+08	2.91267e+08	2.77755e+08	2.78233e+08
P06999	P06999		pfkB		1.61319e+06	1.64366e+06	1.57871e+06	1.70718e+06	1.66006e+06	1.6447e+06
P07000	P07000		pldB		497613	497573	508895	541777	546701	506057
P07001	P07001		pntA		3.22033e+06	3.16674e+06	3.11919e+06	3.02703e+06	3.13517e+06	3.21621e+06
P07003	P07003		poxB		2.38253e+06	2.46843e+06	2.40618e+06	2.45442e+06	2.41168e+06	2.39469e+06
P07004	P07004		proA		4.71926e+06	4.55767e+06	4.61625e+06	4.59565e+06	4.51334e+06	4.57386e+06
P07012	P07012		prfB		8.8782e+06	8.77599e+06	8.62828e+06	8.92916e+06	8.74184e+06	8.12569e+06
P07014	P07014		sdhB		1.60123e+06	1.57288e+06	1.67113e+06	1.62686e+06	1.58183e+06	1.51049e+06
P07017	P07017		tar		3.34983e+06	3.41801e+06	3.35886e+06	3.41923e+06	3.26263e+06	3.06596e+06
P07021	P07021		yfiB		1.55169e+06	1.46302e+06	1.47556e+06	1.43925e+06	1.42059e+06	1.36387e+06
P07023	P07023		tyrA		2.39511e+06	2.40522e+06	2.32258e+06	2.39905e+06	2.27425e+06	2.5026e+06
P07024	P07024		ushA		4.57868e+06	4.49982e+06	4.69524e+06	4.66244e+06	4.71508e+06	4.84013e+06
P07026	P07026		sdiA		1.62596e+06	1.6841e+06	1.7622e+06	1.65403e+06	1.66148e+06	2.00664e+06
P07118	P07118		valS		2.43241e+07	2.40077e+07	2.33436e+07	2.35617e+07	2.35224e+07	2.23902e+07
P07330	P07330		cheB		1.65832e+06	1.63773e+06	1.60356e+06	1.71359e+06	1.67411e+06	1.66506e+06
P07363	P07363		cheA		1.57835e+06	1.59145e+06	1.60391e+06	1.60817e+06	1.6154e+06	1.43725e+06
P07395	P07395		pheT		1.38066e+07	1.36892e+07	1.37206e+07	1.36467e+07	1.36898e+07	1.32205e+07
P07604	P07604		tyrR		2.25865e+06	2.27012e+06	2.40181e+06	2.25158e+06	2.37178e+06	2.33203e+06
P07639	P07639		aroB		3.15945e+06	3.13024e+06	3.25869e+06	3.23787e+06	3.11521e+06	2.86445e+06
P07649	P07649		truA		1.8208e+06	1.88978e+06	1.82796e+06	1.92965e+06	1.89028e+06	1.95566e+06
P07650	P07650		deoA		6.20069e+06	6.16293e+06	6.10848e+06	6.03646e+06	5.7885e+06	5.8407e+06
P07658	P07658		fdhF		913465	863352	857755	961246	920827	897296
P07762	P07762		glgB		3.53167e+06	3.59761e+06	3.56823e+06	3.42552e+06	3.52254e+06	3.71281e+06
P07813	P07813		leuS		1.44976e+07	1.43709e+07	1.38138e+07	1.39518e+07	1.41987e+07	1.39302e+07
P07862	P07862		ddlB		5.66769e+06	5.77663e+06	5.37756e+06	5.44705e+06	5.53484e+06	5.35382e+06
P07913	P07913		tdh		4.37256e+06	4.20416e+06	4.11894e+06	4.19832e+06	3.99498e+06	4.01864e+06
P08178	P08178		purM		1.71915e+06	1.71003e+06	1.59181e+06	1.67033e+06	1.63335e+06	1.5571e+06
P08190	P08190		fimG		1.50692e+06	1.48338e+06	1.60996e+06	1.65128e+06	1.68371e+06	1.16924e+06
P08191	P08191		fimH		2.76274e+06	2.85055e+06	2.91275e+06	2.83352e+06	2.7318e+06	2.74642e+06
P08192	P08192		folC		3.26232e+06	3.22977e+06	3.22483e+06	3.15058e+06	3.14369e+06	3.42798e+06
P08200	P08200		icd		2.46279e+07	2.36293e+07	2.221e+07	2.27604e+07	2.25399e+07	2.18654e+07
P08201	P08201		nirB		4.95325e+06	4.88491e+06	5.03755e+06	4.92565e+06	4.92692e+06	5.09049e+06
P08244	P08244		pyrF		9.16473e+06	9.01487e+06	9.14072e+06	9.23874e+06	9.30195e+06	9.0424e+06
P08245	P08245		yciH		538285	524773	524619	516552	546450	499641
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4.45951e+06	4.4717e+06				3.85872e+06
P08312	P08312		pheS		1.37163e+07	1.35369e+07	1.37523e+07	1.35938e+07	1.33491e+07	1.27933e+07
P08331	P08331		cpdB		2.2847e+06	2.3222e+06	2.36724e+06	2.37596e+06	2.25879e+06	2.28808e+06
P08337	P08337		mutT		1.10174e+06	1.10529e+06	1.08366e+06	1.00652e+06	1.01574e+06	1.02032e+06
P08373	P08373		murB		1.77825e+06	1.7664e+06	1.76722e+06	1.68476e+06	1.81084e+06	1.85238e+06
P08390	P08390		usg		4.87252e+06	5.01908e+06	5.19882e+06	5.02215e+06	5.10302e+06	4.58399e+06
P08395	P08395		sppA		2.1879e+06	2.0692e+06	2.03735e+06	2.18639e+06	2.095e+06	2.04237e+06
P08506	P08506		dacC		6.09256e+06	6.26225e+06	6.3674e+06	6.20244e+06	6.11963e+06	6.01976e+06
P08622	P08622		dnaJ		5.78129e+06	5.66684e+06	5.86017e+06	5.84854e+06	5.77674e+06	5.50744e+06
P08660	P08660		lysC		2.36873e+06	2.47041e+06	2.43026e+06	2.30901e+06	2.46105e+06	2.61774e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4.22288e+06	4.39408e+06				4.51548e+06
P08839	P08839		ptsI		3.26164e+07	3.21959e+07	3.12397e+07	3.15142e+07	3.11468e+07	3.07207e+07
P08956	P08956		hsdR		1.60578e+06	1.63447e+06	1.66504e+06	1.65372e+06	1.5378e+06	1.52741e+06
P08957	P08957		hsdM		9.41752e+06	9.40264e+06	9.51146e+06	9.53428e+06	9.51097e+06	8.97805e+06
P09029	P09029		purK		1.13123e+06	1.16997e+06	1.06533e+06	1.05752e+06	1.01462e+06	1.2525e+06
P09030	P09030		xthA		3.7587e+06	3.65497e+06	3.72386e+06	3.70395e+06	3.75878e+06	3.63589e+06
P09126	P09126		hemD		1.37672e+06	1.40831e+06	1.40029e+06	1.37763e+06	1.36914e+06	1.29005e+06
P09127	P09127		hemX		9.32571e+06	8.98271e+06	8.93553e+06	8.89408e+06	8.72381e+06	8.6751e+06
P09147	P09147		galE		8.72162e+06	8.568e+06	8.64801e+06	8.80773e+06	8.79443e+06	8.11668e+06
P09148	P09148		galT		2.13021e+06	1.9319e+06	2.10925e+06	1.97716e+06	1.98474e+06	2.12926e+06
P09152	P09152		narG		2.21226e+06	2.23059e+06	2.1464e+06	2.17167e+06	2.16636e+06	2.20454e+06
P09155	P09155		rnd		2.17141e+06	2.14542e+06	2.23692e+06	2.00759e+06	2.14193e+06	2.06669e+06
P09158	P09158		speE		7.10406e+06	6.99011e+06	7.01723e+06	6.70767e+06	6.7313e+06	6.72385e+06
