Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P00582	DPO1_ECOLI	polA	DNA polymerase I	44	44	2.55606e+07	2.55624e+07	2.58923e+07	2.58339e+07	2.56207e+07	2.47359e+07
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.42256e+07	1.44103e+07	1.42439e+07	1.40734e+07	1.3941e+07	1.50749e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	21	21	1.43011e+08	1.45527e+08	1.43064e+08	1.43827e+08	1.41908e+08	1.41932e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	5	5	6.52915e+06	5.73034e+06	6.44812e+06	5.87431e+06	6.19582e+06	6.63225e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.24395e+06	1.67203e+06	1.02763e+06	1.52162e+06	1.32416e+06	1.59935e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	42	42	6.18249e+07	6.1653e+07	6.09923e+07	6.14216e+07	6.30516e+07	6.19351e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	8.59984e+06	8.5637e+06	7.26476e+06	8.65935e+06	7.38301e+06	8.51178e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.13204e+07	1.11899e+07	1.08714e+07	1.13474e+07	1.10309e+07	1.11373e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	3	3	612534	612307	723792	584402	672856	623270
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	2.03291e+06	1.91253e+06	1.80732e+06	1.72328e+06	1.89542e+06	1.90083e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	4	4	1.64989e+06	1.68968e+06	1.51806e+06	1.457e+06	1.6226e+06	1.3471e+06
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		3	3		2.67768e+06		2.89756e+06		2.6777e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.99772e+06	2.88552e+06	2.84603e+06	2.98264e+06	2.69476e+06	2.90781e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	15	15	1.84207e+07	1.84498e+07	1.8111e+07	1.79698e+07	1.87859e+07	1.81896e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.98591e+06	2.57175e+06	3.34175e+06	2.94007e+06	3.13314e+06	2.8858e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	3.59353e+06	2.92073e+06	3.01405e+06	3.14733e+06	3.33482e+06	2.99528e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.07562e+07	5.11267e+07	5.10406e+07	4.97387e+07	5.13822e+07	4.97298e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	9.88484e+07	1.03997e+08	1.00679e+08	1.07534e+08	9.80323e+07	1.08168e+08
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	41	41	1.12538e+08	1.17023e+08	1.14451e+08	1.17469e+08	1.14261e+08	1.1715e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	43	43	1.30437e+08	1.3459e+08	1.29733e+08	1.30941e+08	1.33034e+08	1.30361e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	34	34	6.12205e+07	6.31376e+07	6.1313e+07	6.15714e+07	6.23888e+07	6.26484e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	10	10	3.24329e+07	3.25467e+07	3.34426e+07	3.32245e+07	3.15969e+07	3.25525e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	38	38	7.91564e+07	8.0812e+07	7.90823e+07	8.06089e+07	8.00759e+07	8.11316e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	8.70102e+07	8.46545e+07	8.44316e+07	8.52446e+07	8.625e+07	8.48524e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	11	11	1.03891e+08	9.7352e+07	1.03334e+08	9.8625e+07	1.0016e+08	1.00894e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	32	32	1.98564e+07	2.00817e+07	2.01869e+07	2.02828e+07	2.0251e+07	1.98137e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		2	2		2.85397e+06		3.06021e+06		3.41633e+06
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		2	2		1.24033e+07		1.54175e+07		
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		1	1		2.44937e+06		3.0412e+06		2.79953e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		3	3		1.17062e+06		1.2883e+06		1.42439e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	9.27824e+08	9.44391e+08	8.9127e+08	9.75274e+08	8.79142e+08	9.47747e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.01897e+09	9.92015e+08	1.02537e+09	1.03475e+09	1.01519e+09	1.02656e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	13	13	8.14141e+08	8.35779e+08	8.2571e+08	8.18524e+08	8.51207e+08	8.08038e+08
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		3	3	859035	5.38036e+06		5.84902e+06		5.30175e+06
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		3	3		5.31906e+06		6.30672e+06		6.26704e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	1.31958e+07	1.29888e+07	1.23273e+07	1.31983e+07	1.35185e+07	1.37616e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	16	16	2.86686e+07	2.93987e+07	2.83878e+07	2.77904e+07	2.81096e+07	2.77062e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.27552e+07	4.37358e+07	4.23264e+07	4.34687e+07	4.23118e+07	4.24383e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	16	16	1.31484e+08	1.26164e+08	1.30792e+08	1.26077e+08	1.30772e+08	1.25852e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	19	17	1.96877e+08	1.95598e+08	1.92458e+08	2.00542e+08	1.90702e+08	1.93555e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	995739	888946	1.02108e+06	1.01267e+06	848642	964224
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	18	16	6.86674e+07	7.14472e+07	6.95026e+07	7.1331e+07	6.84279e+07	6.86986e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.16405e+06	8.78427e+06	8.647e+06	8.19008e+06	7.93987e+06	8.73971e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12	6.44294e+06	6.68287e+06	6.56991e+06	7.11183e+06	6.6306e+06	6.59219e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	2.35902e+06	2.57487e+06	2.92926e+06	2.65295e+06	2.38425e+06	2.36874e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	9	9	1.04133e+07	1.12955e+07	1.09827e+07	1.15346e+07	1.16446e+07	1.15546e+07
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2	2.46192e+06	2.60878e+06	2.3784e+06	1.97874e+06	2.29046e+06	2.17793e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	6.6708e+06	6.40795e+06	6.44553e+06	6.80661e+06	6.31202e+06	6.58696e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.99387e+07	3.96449e+07	4.1743e+07	3.93776e+07	3.89549e+07	4.10431e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.51696e+07	3.31389e+07	3.55034e+07	3.40213e+07	3.59411e+07	3.23847e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.32839e+07	3.52845e+07	3.52205e+07	3.51343e+07	3.48743e+07	3.51858e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	8.35742e+07	8.56371e+07	8.57122e+07	8.80875e+07	8.50714e+07	8.68104e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	12	12	2.54478e+07	2.53935e+07	2.6161e+07	2.47241e+07	2.58176e+07	2.57268e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.57642e+07	3.6447e+07	3.4897e+07	3.59683e+07	3.59277e+07	3.61598e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.65046e+07	2.63548e+07	2.71359e+07	2.57715e+07	2.59781e+07	2.61278e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	22	22	1.53893e+08	1.60439e+08	1.58215e+08	1.58464e+08	1.60077e+08	1.58901e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.87431e+07	8.04829e+07	7.85965e+07	7.76148e+07	7.90149e+07	7.87421e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	8.087e+06	7.89957e+06	8.26357e+06	7.9322e+06	8.15621e+06	7.57549e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.35171e+08	3.78327e+08	4.30844e+08	4.20453e+08	4.21406e+08	4.14773e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.68387e+07	3.66894e+07	3.72717e+07	3.68727e+07	3.69067e+07	3.6383e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.48531e+06	1.41407e+06	1.48284e+06	1.33099e+06	1.53099e+06	1.42754e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	6.2052e+06	5.51243e+06	6.21192e+06	6.50525e+06	6.40175e+06	6.41639e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	6.49942e+06	6.68929e+06	5.59606e+06	5.34844e+06	6.17637e+06	5.56082e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	9.00253e+06	8.86307e+06	8.5932e+06	8.63421e+06	8.80902e+06	8.40466e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	12	12	2.0929e+07	2.10253e+07	2.06528e+07	2.0641e+07	2.03736e+07	2.06477e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.45714e+06	5.48996e+06	4.98155e+06	5.35299e+06	5.93114e+06	5.34284e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	35	35	1.99132e+08	2.07481e+08	1.98258e+08	2.01429e+08	2.01322e+08	2.037e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.97005e+06	6.1562e+06	5.94599e+06	5.73568e+06	6.05818e+06	5.93385e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.76092e+07	2.62327e+07	2.77867e+07	2.63273e+07	2.57133e+07	2.89252e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	13	13	8.17261e+06	7.762e+06	8.03769e+06	8.04245e+06	7.75619e+06	8.20661e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	3.81852e+07	3.70485e+07	3.82081e+07	3.86329e+07	3.6227e+07	3.86261e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	3	3	794381	1.26505e+06	812795	967010	1.11285e+06	1.25126e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	1.13342e+07	1.14154e+07	1.22011e+07	1.11335e+07	9.95222e+06	1.16405e+07
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	1	1	1.39043e+06				1.59258e+06	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	3	3	1.36354e+07	1.26239e+07	1.32486e+07	1.18346e+07	1.33103e+07	1.39473e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	15	15	1.27349e+07	1.22566e+07	1.28554e+07	1.29266e+07	1.26267e+07	1.26475e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	16	16	2.4415e+07	2.34737e+07	2.39639e+07	2.24673e+07	2.45933e+07	2.28336e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17	9.70119e+06	9.28213e+06	1.00408e+07	9.64982e+06	9.81662e+06	9.35729e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	9.37082e+06	1.01616e+07	1.07782e+07	1.04641e+07	1.06064e+07	9.7568e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	24	24	5.49733e+07	5.48481e+07	5.60726e+07	5.58976e+07	5.58335e+07	5.57284e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	4	4	9.16555e+07	9.22382e+07	6.74768e+07	9.65193e+07	8.78386e+07	9.33087e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	18	18	3.4524e+07	3.48955e+07	3.39659e+07	3.44703e+07	3.32076e+07	3.58745e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	6.48221e+06	6.40442e+06	6.58535e+06	6.83585e+06	6.38961e+06	7.09066e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.33483e+07	4.83766e+07	5.31069e+07	5.26948e+07	5.02055e+07	5.143e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.9973e+06	2.14335e+06	1.96634e+06	2.15007e+06	1.92479e+06	2.29696e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	27	27	2.77694e+07	2.75597e+07	2.72495e+07	2.7918e+07	2.71712e+07	2.69835e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	1.08519e+07	1.01509e+07	1.05327e+07	9.85971e+06	1.03529e+07	9.841e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	5.25187e+06	6.1379e+06	5.71438e+06	6.05822e+06	6.25545e+06	5.89038e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	10	10	5.36581e+06	5.53862e+06	5.55954e+06	5.47865e+06	5.73394e+06	5.43484e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	12	12	2.61444e+07	2.80981e+07	2.64432e+07	2.86132e+07	2.64387e+07	2.74614e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	1.76348e+06	2.3537e+06	2.61874e+06	2.32968e+06	2.52663e+06	2.61997e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	4	4	2.96129e+06	3.34709e+06	3.09885e+06	3.35724e+06	3.25221e+06	3.22519e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		4	4		1.08608e+06		1.23324e+06		1.2705e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	5.36152e+06	5.11669e+06	5.40171e+06	5.42582e+06	5.19779e+06	4.99681e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	36	36	3.26828e+08	3.19701e+08	3.21789e+08	3.23912e+08	3.26818e+08	3.13964e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	1.28277e+07	1.46761e+07	1.3749e+07	1.35719e+07	1.48716e+07	1.3105e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.65739e+07	8.46474e+07	8.93872e+07	8.52575e+07	8.38262e+07	8.27222e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	20	20	7.76148e+07	8.04859e+07	7.65979e+07	8.00143e+07	7.77427e+07	7.85571e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	9	9	1.13725e+07	1.21764e+07	1.16247e+07	1.22648e+07	1.16265e+07	1.23354e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.68465e+07	5.71463e+07	5.72379e+07	5.64955e+07	5.88934e+07	5.65741e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.24215e+07	1.26036e+07	1.19865e+07	1.19825e+07	1.26373e+07	1.19792e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	10	10	7.80302e+06	7.93644e+06	7.61504e+06	7.69579e+06	7.45689e+06	7.65562e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	7	7	4.19988e+06	5.13693e+06	4.79416e+06	4.76907e+06	4.54275e+06	5.09724e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.49252e+08	1.56796e+08	1.52006e+08	1.48463e+08	1.43723e+08	1.55688e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	6.3918e+06	6.7e+06	5.26435e+06	5.94811e+06	3.63903e+06	6.06991e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.42354e+09	1.38791e+09	1.44883e+09	1.39371e+09	1.38404e+09	1.40497e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	6	6	4.9517e+06	5.02157e+06	4.72696e+06	4.81854e+06	4.8641e+06	4.87487e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.1421e+06	1.83841e+06	1.94559e+06	1.75452e+06	1.99002e+06	1.99853e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	2.23156e+07	2.26204e+07	2.33243e+07	2.29395e+07	2.17451e+07	2.38183e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8	1.2209e+07	1.25442e+07	1.2144e+07	1.16771e+07	1.25504e+07	1.22644e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.19037e+07	3.20146e+07	3.1926e+07	3.15778e+07	3.24851e+07	3.05176e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	18	18	6.70009e+07	6.70109e+07	6.68531e+07	6.69401e+07	6.72757e+07	6.46521e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	2.20105e+07	2.1524e+07	2.15434e+07	2.01179e+07	2.07288e+07	2.13346e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.78e+07	1.8451e+07	1.75267e+07	1.77899e+07	1.81819e+07	1.7937e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.38473e+06	4.8553e+06	4.35901e+06	4.32221e+06	4.53223e+06	4.30799e+06
P07023	TYRA_ECOLI	tyrA	T-protein	7	7	6.80085e+06	6.8119e+06	7.45065e+06	7.11572e+06	6.71636e+06	7.27696e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.47513e+07	2.41701e+07	2.43682e+07	2.43663e+07	2.39204e+07	2.36502e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.74066e+06	5.37152e+06	4.96224e+06	5.10938e+06	4.63207e+06	5.28534e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	2.71156e+06		2.38526e+06	2.97089e+06	2.82778e+06	3.02694e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	49	49	1.20765e+08	1.26456e+08	1.20833e+08	1.22021e+08	1.22444e+08	1.23723e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	5	5	3.55418e+06	3.26912e+06	3.45996e+06	3.19203e+06	3.69332e+06	3.31575e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	15	15	1.2037e+07	1.23496e+07	1.19496e+07	1.20659e+07	1.2819e+07	1.21202e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2	248303	220834	156102	182952	208330	211614
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	36	36	8.80564e+07	8.80074e+07	8.78863e+07	8.75966e+07	8.91571e+07	8.7251e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	12	12	8.12755e+06	8.90972e+06	8.56356e+06	8.38856e+06	8.49921e+06	8.80963e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	10	10	1.73414e+07	1.67691e+07	1.83469e+07	1.74784e+07	1.67225e+07	1.74103e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	3	3	1.38728e+06	1.62553e+06	1.56364e+06	1.45925e+06	1.72432e+06	1.31602e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	3	3	4.14475e+06	3.99095e+06	4.00248e+06	3.768e+06	4.24014e+06	3.8543e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	24	24	2.92544e+07	2.97499e+07	2.99913e+07	3.03527e+07	2.99047e+07	2.98067e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	4.22517e+06	4.47798e+06	4.25937e+06	4.5389e+06	4.27942e+06	4.46902e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	21	21	1.21548e+07	1.19949e+07	1.18514e+07	1.19171e+07	1.19182e+07	1.15015e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	29	29	9.47582e+07	1.002e+08	9.51251e+07	9.79188e+07	9.68078e+07	9.84633e+07
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	3	3	3.14833e+06	3.06948e+06	2.75e+06	3.22445e+06	3.41767e+06	3.14588e+06
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2	2.2873e+06	1.94327e+06	1.85766e+06	1.93038e+06	2.02749e+06	1.92695e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	4.19698e+07	4.33869e+07	4.3819e+07	4.31112e+07	4.49657e+07	4.33766e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.30317e+07	3.31663e+07	3.16397e+07	3.32128e+07	3.27229e+07	3.32813e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.36122e+06	6.51521e+06	6.45143e+06	6.47695e+06	6.08935e+06	6.27368e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	5.34622e+06	4.7631e+06	5.04906e+06	5.67049e+06	3.29326e+06	5.57266e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.95602e+06	3.27776e+06	3.07926e+06	2.83244e+06	3.12472e+06	2.61993e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	3.53847e+06	3.61847e+06	3.60615e+06	3.39167e+06	3.58993e+06	3.34543e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	8.28605e+06	8.54427e+06	8.38742e+06	8.66041e+06	8.90451e+06	8.21905e+06
