Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	24	24	1.88676e+07	1.90616e+07	2.02758e+07	2.01253e+07	2.0362e+07	2.00299e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	14	14	7.48934e+07	7.87122e+07	7.6981e+07	7.48806e+07	7.66706e+07	7.7084e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	3	3	2.90649e+06	2.748e+06	2.73276e+06	2.48121e+06	2.95847e+06	2.2813e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	3	3	4.17317e+06	4.12219e+06	3.65908e+06	4.10226e+06	4.1262e+06	3.41156e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	15	15	2.90622e+07	3.09609e+07	3.12728e+07	3.15016e+07	3.03865e+07	3.00371e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	3	3	3.19267e+06	3.35861e+06	3.44466e+06	3.23607e+06	3.28195e+06	3.46785e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4	4.34868e+06	5.37579e+06	5.5604e+06	4.06933e+06	5.09492e+06	4.32662e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	1.01058e+08	1.05696e+08	1.03596e+08	9.63582e+07	9.93754e+07	1.02232e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	4	4	3.22119e+06	3.24119e+06	3.18644e+06	3.14907e+06	3.37536e+06	3.33484e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.39048e+08	1.59946e+08	1.59095e+08	1.54217e+08	1.53488e+08	1.57055e+08
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	8	8	4.98071e+07	4.95853e+07	4.82196e+07	5.03469e+07	4.95039e+07	5.02002e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	3	3	1.34834e+06	804226	998519	1.09016e+06	823752	1.03765e+06
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	4	4	6.18876e+06	5.90447e+06	5.86278e+06	5.76889e+06	5.61714e+06	5.93749e+06
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	5	5	1.12103e+07	1.14501e+07	1.06864e+07	1.09519e+07	1.1153e+07	1.09121e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	2	2	3.50682e+06	5.41377e+06	3.01829e+06	3.5591e+06	3.85607e+06	3.29526e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	1	1	1.56033e+06	1.55755e+06	1.33906e+06			985846
P39304	ULAD_ECOLI	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	2	2	300056		251962		277656	
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	2.16582e+06	2.56812e+06	2.6024e+06	2.54618e+06	2.47262e+06	2.43377e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4	1.40236e+07	1.3541e+07	1.27159e+07	1.27448e+07	1.38076e+07	1.29267e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	13	13	3.03097e+06	2.91842e+06	2.83167e+06	2.94738e+06	3.51153e+06	3.16584e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	3	3	4.28467e+06	4.61626e+06	4.31123e+06	4.1366e+06	4.03687e+06	4.64743e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.99844e+06	3.14365e+06	2.4135e+06	2.64328e+06	2.30735e+06	2.41993e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	8	8	5.6202e+06	5.14391e+06	5.225e+06	4.89003e+06	6.1391e+06	5.29119e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	3	3	3.28319e+06	3.24374e+06	3.11016e+06	3.25907e+06	3.23069e+06	3.21791e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	1.88398e+07	1.82814e+07	1.82207e+07	1.9092e+07	1.86651e+07	1.86058e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	4	4	3.58817e+06	3.6891e+06	3.33539e+06	3.0227e+06	3.70171e+06	3.3294e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	1.23921e+06	1.05882e+06	1.09002e+06	1.06662e+06	1.0154e+06	1.07488e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	9	9	2.46972e+06	2.94115e+06	2.62845e+06	2.71629e+06	2.60744e+06	2.64364e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	2.1849e+07	2.07893e+07	2.0945e+07	2.12002e+07	2.03868e+07	2.03224e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	9	9	3.90409e+06	3.40542e+06	3.65459e+06	3.60925e+06	3.59804e+06	3.50792e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	4.14398e+07	3.98407e+07	4.03488e+07	4.06167e+07	4.06894e+07	3.98688e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5	1.56325e+06	1.74303e+06	1.81831e+06	1.77619e+06	1.5173e+06	1.67815e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	1.07422e+06	1.1531e+06	1.17011e+06	1.24612e+06	1.10394e+06	982369
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.17422e+07	1.15074e+07	1.1402e+07	1.07033e+07	1.12912e+07	1.12535e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	5	5	8.14093e+06	7.43182e+06	7.1478e+06	7.64882e+06	7.37906e+06	6.84393e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	2	2	1.43865e+06	998183	1.04015e+06	821174	982824	
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.46403e+06	2.5888e+06	2.61366e+06	2.91054e+06	2.56323e+06	2.64631e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.59545e+07	6.06024e+07	6.23082e+07	6.0454e+07	5.89441e+07	6.09057e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	6	6	1.21569e+06	1.56184e+06	1.50269e+06	1.472e+06	1.62569e+06	1.56229e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	14	14	1.55132e+07	1.45093e+07	1.38081e+07	1.42742e+07	1.37585e+07	1.44416e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	9.65464e+06	8.19027e+06	8.69423e+06	8.77345e+06	8.65564e+06	8.41996e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	9.89852e+06	1.05692e+07	1.04163e+07	1.07002e+07	9.90263e+06	1.10605e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	875953	952192	970543	816522	735047	964623
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	15	15	1.69613e+07	1.6355e+07	1.74809e+07	1.72723e+07	1.72262e+07	1.75507e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	6	6	4.34491e+06	4.32637e+06	3.87433e+06	4.24696e+06	4.54269e+06	3.7497e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		6	6	1.92158e+07	1.96307e+06	874901	1.86229e+07	1.89697e+07	1.3197e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	5	5	1.10025e+07	1.20622e+07	1.24086e+07	1.20933e+07	1.27812e+07	1.29619e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	6	6	3.08907e+06	4.8732e+06	4.4602e+06	4.95434e+06	5.25586e+06	4.93095e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	8	8	9.1945e+06	9.6443e+06	8.87357e+06	9.15152e+06	9.16091e+06	9.56105e+06
P42597	YGJP_ECOLI	ygjP	Uncharacterized protein YgjP	1	1	149920				148055	163887
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	3	3	1.80074e+06	1.4445e+06	1.39706e+06	1.82318e+06	1.66069e+06	1.67547e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	5.05368e+06	5.49764e+06	6.33238e+06	5.49991e+06	6.49574e+06	5.70305e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	2	2		4.7806e+06	3.94324e+06	4.97082e+06	7.18167e+06	4.53164e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	6	6	3.49518e+06	3.65655e+06	3.92291e+06	3.35038e+06	3.20872e+06	3.5943e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	18	18	1.35853e+07	1.48949e+07	1.50394e+07	1.53808e+07	1.53363e+07	1.48868e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.75807e+07	2.98891e+07	2.97965e+07	2.80391e+07	2.97559e+07	2.96312e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	21	21	5.4989e+06	4.98124e+06	5.28865e+06	5.10369e+06	4.69966e+06	4.9942e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	608629	916311	781948	883871	1.05182e+06	702266
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	3	3	4.49535e+06	3.83645e+06	4.11678e+06	3.93801e+06	4.69218e+06	4.37271e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	9	9	8.61932e+06	8.93984e+06	7.7866e+06	8.15292e+06	8.30535e+06	7.5116e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	15	15	5.66979e+06	6.63552e+06	6.52307e+06	6.63094e+06	6.69296e+06	6.47208e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3	5.97784e+06	4.99358e+06	4.97262e+06	4.38175e+06		5.0263e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	5	5	8.35186e+06	9.31512e+06	8.57338e+06	9.14574e+06	9.54902e+06	9.82768e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	16	16	2.827e+07	2.95361e+07	2.95415e+07	2.80275e+07	2.91423e+07	2.94161e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	2.8883e+06	3.46061e+06	3.83033e+06	3.79887e+06	2.93489e+06	3.91275e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	3.80607e+06	3.50691e+06	3.39723e+06	4.23674e+06	4.10368e+06	3.904e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	5	5	3.05135e+06	4.10969e+06	3.67035e+06	3.39125e+06	3.85199e+06	3.64317e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	17	17	2.22257e+08	2.28632e+08	2.43696e+08	2.41403e+08	2.46172e+08	2.44139e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	4	4	6.31521e+06	6.48867e+06	5.38261e+06	6.34626e+06	5.05511e+06	5.73758e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	3.24835e+06	3.18163e+06	3.10256e+06	3.12477e+06	3.3817e+06	3.22432e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	2.49775e+06	1.88326e+06	2.31817e+06	2.36337e+06	2.02651e+06	1.97972e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	267203	187542		200403	184417	157932
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2	5.52849e+06	5.20275e+06	5.68304e+06	4.81037e+06	4.37506e+06	2.91261e+06
P45577	PROQ_ECOLI	proQ	ProP effector	13	13	1.06582e+08	1.07582e+08	1.07016e+08	1.0763e+08	1.09452e+08	1.06326e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	7	7	1.6786e+08	2.05669e+08	2.0336e+08	1.93211e+08	1.89042e+08	2.06124e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.72807e+07	1.81559e+07	1.83193e+07	1.78867e+07	1.83299e+07	1.8526e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	5.2549e+06	5.24498e+06	4.7574e+06	4.49392e+06	4.75047e+06	4.67168e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	5	5	8.2165e+06	8.78464e+06	8.07384e+06	8.39612e+06	7.77153e+06	7.5328e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1		1.07039e+06	1.32354e+06	1.39412e+06	1.28035e+06	1.5176e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.47082e+07	1.41525e+07	1.43474e+07	1.37068e+07	1.31996e+07	1.34731e+07
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	4.80636e+06	7.37854e+06	7.23177e+06	8.03553e+06	6.90464e+06	
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	3	3	1.15955e+06	1.31029e+06	874870	1.66773e+06	1.5808e+06	1.54618e+06
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	3.77672e+07	3.75803e+07	3.87951e+07	3.82786e+07	3.81233e+07	3.54559e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1		7.53471e+07	7.24793e+07	8.44141e+07	8.13706e+07	7.72023e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	3	3	2.70045e+06	1.84743e+06	2.04125e+06	2.19955e+06	2.15515e+06	2.18017e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	30	30	3.91406e+07	4.27227e+07	4.21184e+07	4.2285e+07	4.12153e+07	4.17589e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	3.54237e+06	3.92266e+06	3.68842e+06	3.09774e+06	3.46821e+06	3.12441e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.97448e+07	3.72844e+07	3.72798e+07	3.73586e+07	3.85322e+07	3.74255e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	3.41825e+06	3.9075e+06	3.70091e+06	4.28875e+06	4.01629e+06	4.23527e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2			2.18003e+06		2.16279e+06	1.99644e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	9	9	1.7049e+07	1.59653e+07	1.68178e+07	1.73013e+07	1.86355e+07	1.66772e+07
P50456	MLC_ECOLI	mlc	Protein mlc	4	4	5.47767e+06	5.52142e+06	4.99823e+06	5.00982e+06	4.514e+06	5.55518e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	3	3	2.72939e+06	2.03157e+06	1.89244e+06	2.34105e+06		2.22359e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.3466e+07	1.54709e+07	1.58686e+07	1.45441e+07	1.44064e+07	1.48738e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	5.14944e+06	4.37467e+06	4.87781e+06	5.54928e+06	5.10332e+06	4.64175e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.87911e+06	6.3214e+06	5.92015e+06	5.90059e+06	6.01612e+06	5.80978e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	3.5877e+06	4.00984e+06	4.5346e+06	3.79753e+06		4.24259e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	1.43409e+07	1.5208e+07	1.59429e+07	1.439e+07	1.49999e+07	1.5419e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	1.94694e+06	2.33706e+06	1.51304e+06	2.12007e+06	2.30248e+06	1.99159e+06
P52095	DCLZ_ECOLI	ldcC	Lysine decarboxylase, constitutive	1	1	837185	790660	723542	826049		909602
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	2	2	226695	182416		287619	247079	277967
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.67299e+07	1.45412e+07	1.52295e+07	1.54428e+07	1.5068e+07	1.50249e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	2.22975e+07	1.87706e+07	1.91469e+07	1.88448e+07	2.05219e+07	1.89344e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4	800362		764272	767569	683561	896769
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	672213	431121	652121	671622	970288	612594
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	2	2	2.23347e+06	1.97628e+06	1.89941e+06	2.02007e+06	1.80462e+06	1.78987e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	1.14371e+06	1.31742e+06	751585	1.19621e+06	960846	1.02453e+06
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	3.44228e+07	3.55707e+07	3.42056e+07	3.52e+07	3.52628e+07	3.54422e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	3.2573e+06	2.52232e+06	2.43616e+06	3.11858e+06	2.64434e+06	2.62426e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	15	15	8.00828e+06	7.17622e+06	7.24298e+06	7.39047e+06	8.05984e+06	7.4954e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.18161e+08	1.26167e+08	1.27817e+08	1.25001e+08	1.28131e+08	1.28789e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	2	2	6.14733e+06	6.23503e+06	7.16438e+06	5.42521e+06	6.25102e+06	5.92964e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		4	4	1.85686e+07	2.67319e+06		1.90164e+07	1.87798e+07	2.6667e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3	1.92725e+06	1.86085e+06	2.02229e+06	2.34761e+06	2.11897e+06	1.91487e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	6.43687e+06	7.44884e+06	6.69549e+06	7.04741e+06	8.2838e+06	8.32633e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.67687e+06	3.67328e+06	3.97569e+06	3.72451e+06	3.81087e+06	4.14803e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	23	23	2.16212e+07	2.29971e+07	2.26713e+07	2.39705e+07	2.35683e+07	2.27345e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	18	18	7.07316e+06	7.56217e+06	7.52604e+06	7.34051e+06	7.1696e+06	7.0619e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.74849e+07	3.35122e+07	3.23873e+07	3.56091e+07	3.46631e+07	3.27961e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.48777e+07	2.62476e+07	2.63692e+07	2.59744e+07	2.65386e+07	2.58896e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	5.62294e+08	6.99685e+08	6.85447e+08	6.76058e+08	6.67524e+08	6.93069e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.21189e+09	1.25699e+09	1.29909e+09	1.31188e+09	1.32924e+09	1.26177e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.44454e+06	5.56659e+06	5.73051e+06	5.21977e+06	6.05602e+06	5.97425e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	7	7	4.69212e+07	5.03454e+07	5.06051e+07	4.92611e+07	4.92412e+07	4.97932e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	7	7	8.15368e+06	1.06669e+07	9.87915e+06	9.72479e+06	1.00484e+07	1.01768e+07
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	3	3	1.04579e+07	8.51209e+06	7.06135e+06	7.9126e+06	8.28753e+06	8.71082e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	8.85123e+08	9.4513e+08	9.39338e+08	9.23296e+08	9.30397e+08	9.54551e+08
P60651	SPEB_ECOLI	speB	Agmatinase	6	6	9.44685e+07	1.01461e+08	1.06859e+08	1.03687e+08	1.07183e+08	1.05517e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	11	11	4.44296e+07	4.10567e+07	3.87203e+07	3.79887e+07	3.6115e+07	3.6704e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	6.75723e+07	7.79733e+07	7.85109e+07	7.55056e+07	7.74697e+07	7.58762e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2		1.77052e+06	1.83969e+06	1.9339e+06	1.553e+06	1.62917e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	8.20851e+08	9.01766e+08	8.87764e+08	8.25026e+08	9.05273e+08	8.48619e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	10	10	1.12479e+07	1.32629e+07	1.31135e+07	1.19069e+07	1.24472e+07	1.31592e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.01111e+07	1.12099e+07	1.06857e+07	1.04012e+07	1.12479e+07	1.06659e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	21	21	3.00796e+07	3.17548e+07	3.12366e+07	3.2615e+07	3.24774e+07	3.1953e+07
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	20	20	9.07187e+07	9.23549e+07	9.15959e+07	9.54603e+07	9.30851e+07	9.15249e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3	2.14303e+06	2.08868e+06	1.78813e+06	1.81215e+06	2.13332e+06	2.02522e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	9.58443e+08	9.84733e+08	9.63694e+08	9.32998e+08	9.39114e+08	9.51298e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.26931e+07	4.54769e+07	4.37297e+07	4.27665e+07	4.28111e+07	4.35279e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11	1.62331e+07	1.6822e+07	1.66379e+07	1.65285e+07	1.67204e+07	1.68332e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.59188e+07	6.99645e+07	6.87871e+07	6.96125e+07	7.00439e+07	7.01226e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1	3.06748e+07			2.87727e+07	2.75265e+07	
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	1.71713e+08	2.02232e+08	1.98556e+08	1.90326e+08	1.93293e+08	1.96629e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		1	1				2.8412e+06	2.78314e+06	
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	3	3	3.87571e+06	3.90652e+06	3.69484e+06	3.51868e+06	3.88342e+06	4.00038e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	16	16	9.10679e+07	9.89057e+07	9.90052e+07	9.38277e+07	9.84793e+07	9.74886e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.5126e+08	1.47247e+08	1.54324e+08	1.5906e+08	1.53608e+08	1.52092e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.23897e+09	1.39394e+09	1.34451e+09	1.31281e+09	1.33648e+09	1.34234e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	3	3	3.4013e+06	2.26166e+06	2.46654e+06	2.31784e+06	2.48297e+06	2.34044e+06
P62556	SOPA_ECOLI	sopA	Protein SopA	7	7	8.33406e+08	7.20033e+08	7.65567e+08	7.43584e+08	7.54725e+08	7.59376e+08
P62558	SOPB_ECOLI	sopB	Protein SopB	10	10	2.47723e+07	2.37191e+07	2.32169e+07	2.2694e+07	2.1821e+07	2.32585e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	3	3	169513	365818	280967	293240	305664	281482
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	3	3	6.79627e+06	7.15925e+06	6.94413e+06	6.42047e+06	7.1474e+06	7.18774e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3	8.38878e+06	9.78751e+06	9.31079e+06	1.00999e+07	1.05072e+07	1.00662e+07
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	19	19	2.7028e+07	2.95898e+07	2.92821e+07	2.99246e+07	2.97545e+07	2.87827e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	9	9	7.22603e+06	8.16615e+06	6.92984e+06	7.71084e+06	7.96753e+06	7.77513e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	3	3	5.89199e+06	5.05124e+06	5.2844e+06	5.36525e+06	5.13138e+06	5.00603e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19	2.00129e+08	2.03722e+08	1.99612e+08	2.14733e+08	2.13914e+08	1.98537e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	12	12	3.02212e+07	3.19399e+07	3.13804e+07	3.1378e+07	3.19787e+07	3.09654e+07
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		5	5	2.69977e+07			2.76819e+07	2.89868e+07	
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		2	2	3.3867e+06	882738	755283	3.03724e+06	2.91658e+06	932957
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	7	7	6.93229e+07	6.66804e+07	6.82994e+07	6.89332e+07	6.53542e+07	6.57661e+07
