Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	7.91494e+07	8.74537e+07	8.00985e+07	8.95077e+07	8.20431e+07	8.68816e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	37	37	1.0829e+08	1.07764e+08	1.07823e+08	1.13665e+08	1.09186e+08	1.10606e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	40	40	1.19856e+08	1.1509e+08	1.20005e+08	1.20364e+08	1.21389e+08	1.20926e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	33	33	5.9712e+07	5.90109e+07	5.88904e+07	6.12341e+07	6.10737e+07	6.01916e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.25939e+07	3.21615e+07	3.33649e+07	3.24376e+07	3.17413e+07	3.05465e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	39	39	7.42117e+07	7.66062e+07	7.50411e+07	7.85595e+07	7.44863e+07	7.79494e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	30	30	7.61261e+07	6.93836e+07	7.44688e+07	7.65455e+07	7.80103e+07	7.54985e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	1.03693e+08	1.13319e+08	1.02365e+08	1.09104e+08	1.02862e+08	1.08516e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	30	30	1.8348e+07	2.07706e+07	1.91091e+07	1.91996e+07	1.89804e+07	1.98752e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15	1.40917e+08	2.99567e+07	1.34455e+08	3.25808e+07	1.35602e+08	3.26832e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	7.75094e+07	1.66084e+07	7.80398e+07	1.87375e+07	7.90686e+07	1.91896e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	1.20631e+08	2.66872e+07	1.21721e+08	2.68377e+07	1.24164e+08	2.55665e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	5.53021e+07	1.21769e+07	4.87471e+07	1.10666e+07	5.13775e+07	9.73416e+06
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	6.86136e+07	1.46839e+07	6.54937e+07	1.16166e+07	6.67035e+07	1.13544e+07
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	9.25316e+07	2.5012e+07	9.0586e+07	2.08048e+07	9.12316e+07	1.97202e+07
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8	1.4068e+08	3.11419e+07	1.49171e+08	3.25337e+07	1.463e+08	3.16387e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9	1.54064e+08	3.05824e+07	1.50039e+08	3.09184e+07	1.572e+08	3.24187e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	6.9682e+08	5.51961e+08	7.34221e+08	7.68024e+08	7.00381e+08	7.33101e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.03702e+08	8.66325e+08	8.96269e+08	9.13165e+08	9.35966e+08	9.23429e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	7.10793e+08	7.12169e+08	7.41051e+08	8.06919e+08	7.23114e+08	7.90036e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7	1.86079e+07	3.83362e+06	1.99881e+07	4.0643e+06	1.95729e+07	3.68973e+06
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4	1.75843e+07	3.90095e+06	1.90288e+07	3.93715e+06	1.75564e+07	3.28602e+06
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		23	23	2.47735e+08	5.23075e+07	2.58378e+08	5.13737e+07	2.43785e+08	5.18366e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20	1.32969e+08	2.91778e+07	1.24641e+08	2.92327e+07	1.32924e+08	2.7877e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23	1.42536e+08	3.12437e+07	1.46647e+08	3.04046e+07	1.41379e+08	3.10603e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	1.09665e+08	1.2556e+08	1.15792e+08	1.22217e+08	1.07297e+08	1.06674e+08
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	14	14	7.203e+07	8.12498e+07	7.02134e+07	7.66718e+07	8.06884e+07	7.55945e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.09893e+07	4.19781e+07	4.01803e+07	3.82258e+07	3.92896e+07	3.95578e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.20631e+08	1.28423e+08	1.21452e+08	1.23235e+08	1.1895e+08	1.23328e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	17	16	1.80238e+08	2.21637e+08	1.91261e+08	1.9628e+08	1.78574e+08	1.93243e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.13697e+06	1.51319e+06	1.46208e+06	1.51398e+06	1.03556e+06	1.36373e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	15	13	6.0734e+07	6.14115e+07	6.28017e+07	6.09188e+07	6.39426e+07	6.03474e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.23628e+06	9.39104e+06	7.87347e+06	9.51109e+06	9.18096e+06	9.6004e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	6.06091e+06	6.83684e+06	6.22913e+06	6.38256e+06	6.67299e+06	6.81006e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	1	1	3.8629e+06			3.58379e+06	3.29201e+06	
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	9.21649e+06	8.54022e+06	8.38559e+06	7.68462e+06	8.91768e+06	8.23415e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2	1.86844e+06	2.30473e+06	1.6779e+06	1.62479e+06	1.98224e+06	1.73524e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	3	3	4.95245e+06	7.24252e+06	7.28602e+06	6.95426e+06	7.51029e+06	6.84312e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.90972e+07	3.20008e+07	4.12731e+07	3.6139e+07	3.85754e+07	3.63393e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.03951e+07	3.24025e+07	3.02872e+07	3.12557e+07	3.07863e+07	3.17137e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.44795e+07	3.06687e+07	3.37516e+07	3.39276e+07	3.29841e+07	3.40284e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		24	24	5.21413e+07	1.16632e+07	5.29773e+07	1.10703e+07	5.30577e+07	1.1258e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	25	25	6.99218e+07	7.58395e+07	7.15206e+07	7.39702e+07	7.13285e+07	7.37297e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.54952e+07	1.58455e+07	1.58709e+07	1.5338e+07	1.63571e+07	1.59084e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	2.91445e+07	3.17949e+07	3.05816e+07	3.29012e+07	3.06646e+07	3.24955e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.80087e+07	3.06336e+07	2.87327e+07	2.70424e+07	2.67234e+07	2.63672e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	23	23	1.41569e+08	1.42051e+08	1.42808e+08	1.37179e+08	1.43622e+08	1.39274e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	28	28	8.36624e+07	7.98544e+07	8.24623e+07	8.02776e+07	8.4803e+07	8.19043e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3	7.11982e+06	6.85249e+06	7.69515e+06	6.97908e+06	7.47755e+06	6.78994e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	3.76018e+08	4.19917e+08	3.78367e+08	4.04223e+08	3.79167e+08	3.92493e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.60199e+07	3.53667e+07	3.48051e+07	3.44726e+07	3.45916e+07	3.39799e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	3	3	1.06836e+06	1.12338e+06	1.02421e+06	976002	1.06101e+06	1.0309e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.36031e+06	6.84078e+06	6.99598e+06	6.2556e+06	6.43458e+06	7.11607e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	4.27566e+06	2.92819e+06	3.58706e+06	3.02437e+06	2.42672e+06	3.11837e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	7	7	7.5897e+06	7.72174e+06	7.41541e+06	7.84939e+06	7.52713e+06	7.79914e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.0213e+07	2.30038e+07	2.01195e+07	2.06858e+07	2.0437e+07	2.06971e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.05947e+06	6.10282e+06	5.15388e+06	4.74288e+06	5.35782e+06	5.34549e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	1.83144e+08	1.85101e+08	1.86198e+08	1.91315e+08	1.868e+08	1.92047e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.95637e+06	4.93532e+06	5.39008e+06	4.68195e+06	5.41441e+06	5.02518e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.499e+07	2.71618e+07	2.44309e+07	2.57536e+07	2.58119e+07	2.78963e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		10	10	1.35336e+08	2.83543e+07	1.36509e+08	2.84425e+07	1.3812e+08	2.84751e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	11	11	5.465e+06	6.80651e+06	6.27511e+06	6.51096e+06	6.39042e+06	6.47803e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.26372e+07	3.21514e+07	3.37649e+07	3.23085e+07	3.20163e+07	3.20901e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	3	3	744857	1.0248e+06	665283	865637		566344
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.51019e+06	8.18805e+06	7.77516e+06	8.99602e+06	8.60653e+06	9.08346e+06
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.02725e+07	1.27063e+07	1.0088e+07	1.11232e+07	8.36354e+06	1.15188e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	14	14	1.32884e+07	1.26278e+07	1.33178e+07	1.26408e+07	1.3571e+07	1.27659e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	2.05875e+07	2.23163e+07	2.16769e+07	2.1114e+07	2.04055e+07	2.23972e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	14	14	9.01955e+06	9.96541e+06	8.71056e+06	9.47504e+06	9.05394e+06	9.0786e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	7.97249e+06	1.04601e+07	9.6148e+06	9.12057e+06	9.10323e+06	9.18431e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	24	24	5.05245e+07	4.90877e+07	4.71809e+07	5.11489e+07	5.32082e+07	5.11197e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	2.7397e+07	3.55606e+07	3.00775e+07	2.81045e+07	2.64233e+07	3.32326e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	21	21	2.88869e+07	2.81074e+07	2.90107e+07	3.10021e+07	2.92144e+07	2.95062e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	5	5	6.79792e+06	6.74538e+06	7.53117e+06	6.40542e+06	7.23051e+06	6.8789e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21	6.14704e+07	1.46384e+07	6.11302e+07	1.44348e+07	6.03378e+07	1.40533e+07
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7	5.96937e+07	5.6068e+07	5.52197e+07	5.31842e+07	5.91115e+07	5.35053e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.09908e+06		1.38581e+06	1.351e+06	1.24167e+06	1.20907e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	24	24	2.59931e+07	3.22648e+07	2.60797e+07	2.69989e+07	2.70215e+07	2.65377e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	7.98532e+06	9.79913e+06	8.30484e+06	9.39045e+06	7.80598e+06	9.32646e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	5	5	4.46423e+06	5.1375e+06	4.42494e+06	4.69868e+06	4.82098e+06	5.28965e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	7	7	4.34877e+06	4.91719e+06	4.31001e+06	5.1965e+06	4.77737e+06	5.09173e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	13	13	2.23914e+07	2.32093e+07	2.33583e+07	2.36113e+07	2.20706e+07	2.26035e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3		1.29108e+06	906792	1.09674e+06	835892	1.19658e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.30968e+06	2.12505e+06	2.49112e+06	2.53694e+06	2.27852e+06	2.51457e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		19	19	7.74658e+07	1.6768e+07	7.8484e+07	1.67775e+07	7.93421e+07	1.6429e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.29731e+06	4.64681e+06	4.26649e+06	3.89963e+06	4.03931e+06	4.08883e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	38	38	2.65896e+08	2.64218e+08	2.6643e+08	2.81519e+08	2.74758e+08	2.78482e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	11	11	7.69253e+06	9.38815e+06	8.52455e+06	9.06744e+06	8.42987e+06	8.43317e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	7.75868e+07	8.88845e+07	8.1495e+07	8.78793e+07	8.17086e+07	8.65794e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.05768e+07	7.45351e+07	7.34157e+07	7.45549e+07	7.08526e+07	7.41013e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	1.08262e+07	9.06083e+06	1.12819e+07	1.10225e+07	1.11493e+07	1.13413e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.31e+07	4.99396e+07	5.26727e+07	5.26828e+07	5.47443e+07	5.37568e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.48881e+07	1.66424e+07	1.46095e+07	1.40988e+07	1.47261e+07	1.44675e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	8	8	3.82968e+06	3.7627e+06	3.23227e+06	3.79638e+06	3.94125e+06	3.89029e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	3.47704e+06	1.95844e+06	2.99766e+06	2.40767e+06	3.37414e+06	3.20964e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.39446e+08	1.32344e+08	1.35732e+08	1.38262e+08	1.39203e+08	1.38444e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	4.12417e+06	3.729e+06	2.97718e+06	3.35809e+06	4.344e+06	2.72951e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	19	16	1.29721e+09	1.54796e+09	1.36333e+09	1.48765e+09	1.30394e+09	1.43258e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	4.86098e+06	4.44958e+06	4.72479e+06	4.63708e+06	4.92616e+06	4.873e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.43551e+06	1.49521e+06	2.04958e+06	1.8944e+06	2.30256e+06	2.24923e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	1.03376e+07	1.17315e+07	1.15304e+07	1.17766e+07	1.15202e+07	1.14262e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.12022e+07	1.17328e+07	1.06223e+07	1.11634e+07	1.08637e+07	1.13256e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	2.73997e+07	2.94974e+07	2.74829e+07	2.87937e+07	2.85728e+07	3.00286e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	5.80204e+07	6.54398e+07	5.8473e+07	6.15561e+07	5.90306e+07	6.06583e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.00344e+07	1.97296e+07	2.03832e+07	1.99179e+07	1.8977e+07	1.98791e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.5832e+07	1.55234e+07	1.74499e+07	1.63958e+07	1.69328e+07	1.71181e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.49059e+06	3.29197e+06	5.38196e+06	4.15421e+06	4.58464e+06	4.03075e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	8.06243e+06	8.6816e+06	7.9607e+06	7.89334e+06	8.14067e+06	8.09473e+06
P07024	USHA_ECOLI	ushA	Protein UshA	12	12	2.33772e+07	2.48486e+07	2.28735e+07	2.31855e+07	2.26464e+07	2.29136e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.28666e+06	4.41222e+06	4.41488e+06	3.8197e+06	4.18198e+06	3.86243e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2	2.20759e+06	2.85182e+06		2.34228e+06	2.06914e+06	1.97176e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	46	46	1.05728e+08	1.01956e+08	1.03744e+08	1.04389e+08	1.08692e+08	1.04895e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	2.60276e+06	3.23903e+06	3.08613e+06	3.33141e+06	2.82824e+06	2.85391e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	13	13	9.14321e+06	1.04667e+07	9.58662e+06	1.03778e+07	9.96055e+06	9.93738e+06
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2				2.22812e+06		3.25442e+06
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	35	35	9.14264e+07	9.4248e+07	9.11049e+07	9.27159e+07	9.10351e+07	9.05619e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	12	12	8.66311e+06	8.46378e+06	9.13978e+06	8.15493e+06	8.62548e+06	7.81002e+06
