Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P02919	P02919		mrcB		1.64306e+06	1.46795e+06	1.63185e+06	1.64611e+06	1.65864e+06	1.5939e+06
P02925	P02925		rbsB		6.29684e+06	6.19896e+06	5.95356e+06	6.24652e+06	6.1746e+06	5.87604e+06
P02930	P02930		tolC		2.41922e+07	2.38201e+07	2.50752e+07	2.4507e+07	2.58496e+07	2.4869e+07
P02931	P02931		ompF		3.71473e+07	3.64658e+07	3.84104e+07	3.72054e+07	4.06601e+07	3.82229e+07
P02932	P02932		phoE		1.12021e+06			846507		1.03128e+06
P02942	P02942		tsr		1.15967e+07	1.10206e+07	1.0392e+07	1.17562e+07	1.01316e+07	9.98676e+06
P02943	P02943		lamB		1.57572e+06	1.53364e+06	1.42863e+06	1.56245e+06	1.4367e+06	1.58604e+06
P03004	P03004		dnaA		2.33438e+06	2.22076e+06	2.17733e+06	2.35017e+06	2.24881e+06	2.39278e+06
P03007	P03007		dnaQ		907773	889603	903789	836911	905448	1.08099e+06
P03012	P03012		tnpR		1.16382e+06	946226	981174	945375	1.14809e+06	1.10863e+06
P03018	P03018		uvrD		3.12746e+06	3.14491e+06	3.26172e+06	3.08169e+06	3.14221e+06	3.257e+06
P03024	P03024		galR		1.96546e+06	2.05731e+06	2.12593e+06	2.0287e+06	2.13309e+06	1.75231e+06
P03817	P03817		mioC		7.37368e+06	7.35583e+06	7.26266e+06	7.10454e+06	6.72761e+06	7.43447e+06
P03841	P03841		malM		9.56998e+06	9.3115e+06	9.91017e+06	9.22047e+06	9.77256e+06	1.06719e+07
P04036	P04036		dapB		8.50259e+06	7.86978e+06	7.151e+06	8.3029e+06	7.0304e+06	7.81109e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				4.74092e+06	4.51232e+06	3.60121e+06	4.74798e+06	3.06035e+06	4.28588e+06
P04079	P04079		guaA		1.71958e+07	1.76039e+07	1.6944e+07	1.75952e+07	1.75551e+07	1.75064e+07
P04128	P04128		fimA		571807	586756	578922	560360	613821	462856
P04335	P04335		frsA		4.51526e+06	4.71374e+06	4.44222e+06	4.57444e+06	4.3609e+06	4.36491e+06
P04425	P04425		gshB		1.03175e+07	1.03928e+07	1.05613e+07	1.06597e+07	1.04722e+07	1.01203e+07
P04693	P04693		tyrB		3.83892e+06	4.07331e+06	3.65601e+06	3.94474e+06	3.90464e+06	3.71935e+06
P04805	P04805		gltX		2.2992e+07	2.25762e+07	2.22751e+07	2.30765e+07	2.24746e+07	2.32809e+07
P04825	P04825		pepN		1.5774e+07	1.55272e+07	1.45302e+07	1.59534e+07	1.51345e+07	1.54385e+07
P04846	P04846		nlpA		3.43536e+06	3.07815e+06	3.22005e+06	3.33176e+06	3.37745e+06	3.31019e+06
P04949	P04949		fliC		3.33898e+07	3.37909e+07	3.87054e+07	3.56964e+07	4.02391e+07	3.6784e+07
P04951	P04951		kdsB		4.14677e+06	4.10477e+06	4.13634e+06	4.03628e+06	3.99059e+06	4.09017e+06
P04982	P04982		rbsD		1.06666e+06	1.02467e+06	1.19541e+06	1.21163e+06	1.17439e+06	1.14578e+06
P04994	P04994		xseA		672919	792406	860631	631542	691326	759594
P04995	P04995		sbcB		1.25207e+07	1.20462e+07	1.20877e+07	1.20916e+07	1.24136e+07	1.23254e+07
P05020	P05020		pyrC		6.34977e+06	6.43118e+06	6.35555e+06	6.59525e+06	6.19129e+06	6.58166e+06
P05041	P05041		pabB		2.21145e+06	2.26543e+06	2.33423e+06	2.15058e+06	2.08506e+06	2.15556e+06
P05055	P05055		pnp		3.41443e+07	3.50609e+07	3.18847e+07	3.45771e+07	3.1862e+07	3.25271e+07
P05100	P05100		tag		1.45956e+06	1.56514e+06	1.36196e+06	1.46925e+06	1.50108e+06	1.46904e+06
P05194	P05194		aroD		1.21916e+06	1.23114e+06	1.11601e+06	1.16492e+06	1.23763e+06	1.23714e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				6.76244e+06	7.17833e+06	1.6661e+06	6.61288e+06		
P05458	P05458		ptrA		1.25878e+06	1.13459e+06	1.24012e+06	1.18418e+06	1.23347e+06	1.23919e+06
P05459	P05459		pdxB		5.9318e+06	6.04712e+06	6.11577e+06	6.00116e+06	5.99973e+06	5.93663e+06
P05523	P05523		mutM		245770	160732	197856	190809		245503
P05637	P05637		apaH		3.10049e+06	3.15912e+06	2.95551e+06	3.17977e+06	3.02539e+06	3.08313e+06
P05706	P05706		srlB		495420	447747	520879	592875	607513	461751
P05719	P05719		hsdS		1.32846e+06	1.37524e+06	1.45615e+06	1.35663e+06	1.46234e+06	1.21304e+06
P05791	P05791		ilvD		3.08839e+06	3.12101e+06	3.20931e+06	3.09859e+06	3.03005e+06	2.96298e+06
P05793	P05793		ilvC		6.30378e+06	6.04867e+06	6.05147e+06	6.14383e+06	6.22117e+06	6.44824e+06
P05825	P05825		fepA		4.56195e+06	4.37593e+06	4.56131e+06	4.51673e+06	4.65731e+06	4.49868e+06
P05852	P05852		gcp		2.43968e+06	2.09592e+06	2.4691e+06	2.46759e+06	2.40313e+06	2.31749e+06
P06129	P06129		btuB		1.44494e+07	1.46336e+07	1.42967e+07	1.496e+07	1.48638e+07	1.46901e+07
P06136	P06136		ftsQ		2.24762e+06	2.13874e+06	2.20209e+06	2.17051e+06	2.04772e+06	2.0499e+06
P06149	P06149		dld		6.29957e+06	6.20132e+06	6.34954e+06	6.19917e+06	6.04727e+06	5.89817e+06
P06282	P06282		cdh		2.94451e+06	2.79098e+06	2.88235e+06	2.89145e+06	2.72476e+06	2.88756e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				6.56626e+06	6.57966e+06	5.76636e+06	6.98993e+06	4.10629e+06	2.87471e+06
P06610	P06610		btuE		8.30338e+06	8.30972e+06	7.42412e+06	8.20744e+06	7.51264e+06	7.69638e+06
P06612	P06612		topA		5.78869e+06	5.6492e+06	5.72802e+06	5.61054e+06	5.80663e+06	5.66208e+06
P06616	P06616		era		3.55778e+06	3.45373e+06	3.82451e+06	3.81802e+06	3.93963e+06	3.89488e+06
P06709	P06709		birA		1.0512e+06	930117	1.02992e+06	1.00162e+06	950789	1.10362e+06
P06710	P06710		dnaX		1.37363e+06	1.19339e+06	1.33002e+06	1.33e+06	1.35647e+06	1.36944e+06
P06715	P06715		gor		3.63074e+06	3.4379e+06	3.25282e+06	3.5428e+06	3.32826e+06	3.34037e+06
P06721	P06721		metC		588258	596278	607582	579247	657800	466273
P06722	P06722		mutH		1.16241e+06	1.08961e+06	1.09264e+06	1.15821e+06	1.01644e+06	1.14883e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.63471e+06	3.59041e+06	2.08684e+06	3.67423e+06	2.39135e+06	
P06846	P06846		ebgR		1.65566e+06	1.60985e+06	1.60148e+06	1.49448e+06	1.63373e+06	1.58612e+06
P06959	P06959		aceF		5.95721e+07	5.96588e+07	5.88944e+07	5.98119e+07	5.952e+07	5.90479e+07
P06961	P06961		cca		1.68016e+06	1.62498e+06	1.57055e+06	1.67065e+06	1.50978e+06	1.52162e+06
P06968	P06968		dut		8.18374e+06	7.87066e+06	8.06135e+06	8.11245e+06	8.37018e+06	7.83477e+06
P06971	P06971		fhuA		1.37415e+07	1.38121e+07	1.35995e+07	1.32439e+07	1.32112e+07	1.35108e+07
P06974	P06974		fliM		1.13258e+06	1.22911e+06	1.2463e+06	1.22638e+06	1.1988e+06	1.3955e+06
P06983	P06983		hemC		1.07802e+07	1.07589e+07	1.08567e+07	1.08529e+07	1.10745e+07	1.1242e+07
P06986	P06986		hisC		4.42172e+06	4.35885e+06	4.55508e+06	4.50474e+06	4.31185e+06	4.40818e+06
P06987	P06987		hisB		1.34653e+06	1.18615e+06	1.22579e+06	1.31353e+06	1.20151e+06	1.25273e+06
P06988	P06988		hisD		2.75795e+06	2.59677e+06	2.89163e+06	2.74307e+06	2.85198e+06	2.84267e+06
P06992	P06992		rsmA		2.28582e+06	2.39612e+06	2.40841e+06	2.32905e+06	2.33197e+06	2.41077e+06
P06993	P06993		malT		356747	367038	348822	307875	377761	288855
P06996	P06996		ompC		2.81294e+08	2.67554e+08	3.05424e+08	2.92751e+08	3.14485e+08	3.00036e+08
P06999	P06999		pfkB		2.39735e+06	2.14837e+06	2.39439e+06	2.37051e+06	2.57814e+06	2.43809e+06
P07000	P07000		pldB		517560	585085	505905	550646	536076	534585
P07001	P07001		pntA		3.75049e+06	4.05392e+06	4.0681e+06	3.84967e+06	3.97259e+06	3.95188e+06
P07003	P07003		poxB		2.56388e+06	2.53564e+06	2.55608e+06	2.54347e+06	2.55328e+06	2.56307e+06
P07004	P07004		proA		1.5489e+07	1.51565e+07	1.50272e+07	1.53434e+07	1.47649e+07	1.51298e+07
P07012	P07012		prfB		8.91148e+06	8.99563e+06	8.61597e+06	9.16972e+06	8.98463e+06	8.74991e+06
P07014	P07014		sdhB		4.83974e+06	4.83302e+06	4.53339e+06	4.76109e+06	4.4916e+06	4.65211e+06
P07017	P07017		tar		4.3682e+06	4.36981e+06	4.48762e+06	4.41017e+06	4.29201e+06	4.31595e+06
P07021	P07021		yfiB		837687	841497	772480	810817	750752	738948
P07023	P07023		tyrA		2.51405e+06	2.65962e+06	2.48233e+06	2.45964e+06	2.51707e+06	2.50291e+06
P07024	P07024		ushA		4.91913e+06	4.8078e+06	4.92392e+06	4.88365e+06	4.90428e+06	4.97778e+06
P07026	P07026		sdiA		1.81942e+06	1.79056e+06	1.83239e+06	1.72387e+06	1.75215e+06	1.7444e+06
P07118	P07118		valS		2.42555e+07	2.39211e+07	2.35033e+07	2.43664e+07	2.3684e+07	2.34062e+07
P07330	P07330		cheB		1.28253e+06	1.25739e+06	1.463e+06	1.33777e+06	1.46363e+06	1.40869e+06
P07363	P07363		cheA		5.60764e+06	5.58821e+06	5.55153e+06	5.58314e+06	5.61444e+06	5.52218e+06
P07395	P07395		pheT		1.55623e+07	1.54432e+07	1.59198e+07	1.58129e+07	1.58193e+07	1.59439e+07
P07604	P07604		tyrR		2.36905e+06	2.38271e+06	2.51844e+06	2.36126e+06	2.45979e+06	2.56979e+06
P07639	P07639		aroB		3.28135e+06	3.24972e+06	3.28097e+06	3.26624e+06	3.32657e+06	3.27449e+06
P07648	P07648		recC		918824	862688	732113	719188	741580	954407
P07649	P07649		truA		1.92787e+06	1.9137e+06	1.91713e+06	1.9518e+06	2.09861e+06	2.02511e+06
P07650	P07650		deoA		6.7912e+06	6.98091e+06	6.94489e+06	6.96311e+06	6.89445e+06	6.87234e+06
P07658	P07658		fdhF		1.07451e+06	1.00078e+06	917839	978642	959510	896593
P07762	P07762		glgB		2.79327e+06	2.83626e+06	2.68962e+06	2.64781e+06	2.71678e+06	2.82275e+06
P07813	P07813		leuS		1.81145e+07	1.77059e+07	1.70185e+07	1.79908e+07	1.71199e+07	1.73299e+07
P07821	P07821		fhuC		586626	1.13735e+06	642270	520720	550138	663318
P07822	P07822		fhuD		443644	425842	420538	415830	341037	431788
P07862	P07862		ddlB		5.5762e+06	5.39421e+06	5.54644e+06	5.58886e+06	5.57743e+06	5.85217e+06
P07913	P07913		tdh		4.27777e+06	4.34358e+06	4.40074e+06	4.38731e+06	4.45807e+06	4.24405e+06
P08178	P08178		purM		1.72331e+06	1.64194e+06	1.49572e+06	1.75156e+06	1.63549e+06	1.51659e+06
P08179	P08179		purN		2.53328e+06	2.51373e+06	2.81877e+06	2.71726e+06	2.78627e+06	2.73401e+06
P08189	P08189		fimF		1.12772e+06	1.0824e+06	1.00998e+06	1.09449e+06	1.10136e+06	1.11617e+06
P08190	P08190		fimG		2.24448e+06	1.83692e+06	2.13894e+06	2.15536e+06	2.37868e+06	2.26244e+06
P08191	P08191		fimH		2.93846e+06	2.83743e+06	2.98785e+06	2.87661e+06	3.03984e+06	2.85035e+06
P08192	P08192		folC		4.23229e+06	4.21646e+06	4.25039e+06	4.19769e+06	4.17784e+06	4.33251e+06
P08200	P08200		icd		2.48222e+07	2.38461e+07	2.19202e+07	2.43794e+07	2.22986e+07	2.27828e+07
P08201	P08201		nirB		5.89853e+06	5.80384e+06	5.87131e+06	5.82735e+06	5.71375e+06	5.85466e+06
P08244	P08244		pyrF		9.19998e+06	9.0139e+06	9.77073e+06	9.55502e+06	9.80625e+06	1.01839e+07
P08245	P08245		yciH		654514	752041	732734	730154	790420	734770
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				7.25582e+06	7.34698e+06	4.40759e+06	7.32517e+06	2.09447e+06	4.63013e+06
P08312	P08312		pheS		1.35038e+07	1.32308e+07	1.36203e+07	1.37484e+07	1.37033e+07	1.35283e+07
P08331	P08331		cpdB		2.51436e+06	2.49399e+06	2.49453e+06	2.49459e+06	2.49215e+06	2.48375e+06
P08337	P08337		mutT		883545	894447	1.14142e+06	810291	1.06444e+06	1.07672e+06
P08373	P08373		murB		1.71623e+06	1.6947e+06	1.70522e+06	1.73259e+06	1.70013e+06	1.8112e+06
P08390	P08390		usg		5.06622e+06	5.28641e+06	5.37485e+06	5.51557e+06	5.14114e+06	5.36165e+06
P08395	P08395		sppA		2.10814e+06	2.04617e+06	2.11016e+06	2.11771e+06	2.20398e+06	2.1876e+06
P08506	P08506		dacC		5.97304e+06	5.77591e+06	6.08042e+06	6.1895e+06	6.00895e+06	5.95276e+06
P08622	P08622		dnaJ		5.67447e+06	5.65828e+06	5.73929e+06	5.72112e+06	5.69921e+06	5.7162e+06
P08660	P08660		lysC		2.46546e+06	2.41435e+06	2.52703e+06	2.44304e+06	2.3832e+06	2.54004e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				6.49591e+06	6.69407e+06	3.36254e+06	6.66206e+06	3.41372e+06	
P08839	P08839		ptsI		4.69064e+07	4.70116e+07	4.52482e+07	4.67602e+07	4.55741e+07	4.48397e+07
P08956	P08956		hsdR		2.41944e+06	2.4053e+06	2.32398e+06	2.26598e+06	2.28318e+06	2.09532e+06
P08957	P08957		hsdM		9.89098e+06	9.73436e+06	9.56403e+06	9.85197e+06	9.5408e+06	9.70217e+06
P08997	P08997		aceB		928357	958313	996545	967214	982581	861490
P09029	P09029		purK		1.43298e+06	1.30812e+06	1.25653e+06	1.22307e+06	1.12502e+06	1.16784e+06
P09030	P09030		xthA		2.76135e+06	2.73858e+06	2.76885e+06	2.74395e+06	2.84234e+06	2.88808e+06
P09053	P09053		avtA		2.20291e+06	2.17097e+06	2.33065e+06	2.22105e+06	2.31028e+06	2.16255e+06
P09126	P09126		hemD		1.39775e+06	1.44829e+06	1.45762e+06	1.40032e+06	1.40179e+06	1.37356e+06
P09127	P09127		hemX		1.16792e+07	1.17877e+07	1.16961e+07	1.14417e+07	1.16379e+07	1.1565e+07
P09147	P09147		galE		9.23718e+06	9.07974e+06	8.89411e+06	9.261e+06	8.97038e+06	8.85954e+06
P09148	P09148		galT		1.75664e+06	1.80843e+06	1.80007e+06	1.91913e+06	1.79462e+06	1.87328e+06
P09152	P09152		narG		5.27941e+06	5.13035e+06	5.01149e+06	5.03211e+06	4.96942e+06	4.85998e+06
