Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0C0S1	P0C0S1		mscS		8.22512e+06	7.88004e+06	8.15349e+06	8.50492e+06	8.11633e+06	8.39085e+06
P0C0T5	P0C0T5		mepA		3.2646e+06	4.83007e+06	3.21811e+06	3.12611e+06	4.16457e+06	4.77928e+06
P0C0V0	P0C0V0		degP		1.2779e+07	1.2651e+07	1.29042e+07	1.32871e+07	1.20471e+07	1.26169e+07
P0C960	P0C960		emtA			82784.9			40960.8	64030
P0CB39	P0CB39		eptC		1.58285e+06	1.45277e+06	1.56165e+06	1.59298e+06	1.42641e+06	1.46534e+06
P0CE47	P0CE47		tufA		1.40826e+09	1.37652e+09	1.3882e+09	1.39203e+09	1.36997e+09	1.37496e+09
P0CG19	P0CG19		rph		9.61796e+06	9.03843e+06	9.81485e+06	9.29549e+06	8.72781e+06	8.50171e+06
P0CK95	P0CK95		yghJ		5.17078e+06	5.0799e+06	5.16223e+06	5.08304e+06	5.19911e+06	4.97476e+06
P10100	P10100		rlpA		3.31504e+06	3.2557e+06	3.42649e+06	3.46187e+06	3.378e+06	3.23335e+06
P10121	P10121		ftsY		5.804e+06	5.61348e+06	5.81689e+06	5.83097e+06	5.52362e+06	5.50909e+06
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				202272	4.04833e+06	262427	212868	3.79447e+06	3.93934e+06
P10346	P10346		glnQ		2.32802e+06	2.56415e+06	2.43271e+06	2.31541e+06	2.14131e+06	2.16511e+06
P10371	P10371		hisA		2.89959e+06	2.57727e+06	2.95307e+06	2.82533e+06	2.53941e+06	2.79468e+06
P10378	P10378		entE		390497	426999	341946	341963	422247	416048
P10384	P10384		fadL		1.19723e+07	1.16528e+07	1.21956e+07	1.2362e+07	1.18162e+07	1.19507e+07
P10408	P10408		secA		4.87169e+06	4.71351e+06	4.94194e+06	4.86724e+06	4.67648e+06	4.76911e+06
P10441	P10441		lpxB		1.03821e+06	1.09748e+06	1.04045e+06	959423	1.03373e+06	997648
P10442	P10442		rnhB		484832	618859	324370	415514	490770	602599
P10443	P10443		dnaE		1.6751e+06	1.66407e+06	1.52021e+06	1.63095e+06	1.66407e+06	1.64554e+06
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1.83262e+06	2.48495e+06	1.78036e+06	1.86671e+06	2.52698e+06	2.33752e+06
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1.24174e+06	1.17867e+07	1.09879e+06	1.30135e+06	1.11267e+07	1.05821e+07
P10903	P10903		narK		2.61377e+06	2.44243e+06	2.46607e+06	2.55107e+06	2.46453e+06	2.18824e+06
P10908	P10908		ugpQ		417134	431246	466363	432731	456033	408689
P11289	P11289		yfiL		537819	641577	473475	682741	637467	572450
P11349	P11349		narH		2.8333e+06	2.94815e+06	2.91731e+06	2.84067e+06	2.79353e+06	2.92238e+06
P11447	P11447		argH		1.79872e+06	1.88543e+06	1.91904e+06	1.87661e+06	1.77622e+06	1.79044e+06
P11454	P11454		entF		1.02228e+06	983802	1.00467e+06	1.02532e+06	1.07384e+06	1.05914e+06
P11557	P11557		damX		8.28212e+06	7.40716e+06	7.84555e+06	8.03117e+06	7.26909e+06	7.63553e+06
P11868	P11868		tdcD		418793	411124	511560	451746	466736	332338
P11875	P11875		argS		1.25399e+07	1.27682e+07	1.28937e+07	1.31738e+07	1.29295e+07	1.2784e+07
P11880	P11880		murF		4.87371e+06	4.56087e+06	4.87063e+06	5.09078e+06	4.46511e+06	4.70306e+06
P12008	P12008		aroC		3.6743e+06	3.66845e+06	3.63874e+06	3.69632e+06	3.70038e+06	3.74697e+06
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				1.77176e+06	3.0267e+07	1.84902e+06	1.81435e+06	3.14523e+07	3.15504e+07
P12281	P12281		moeA		6.41728e+06	6.24835e+06	6.19695e+06	6.10303e+06	6.03418e+06	5.76081e+06
P12295	P12295		ung		1.92584e+06	1.90996e+06	1.93514e+06	1.94087e+06	1.8979e+06	1.86674e+06
P12758	P12758		udp		2.70805e+07	2.69062e+07	2.61767e+07	2.68197e+07	2.64541e+07	2.69243e+07
P12994	P12994		ybhB		1.16934e+06	1.16782e+06	1.13917e+06	1.27301e+06	1.2339e+06	1.22272e+06
P13001	P13001		bioH		1.09657e+06	1.09375e+06	1.16136e+06	1.23036e+06	1.16759e+06	961455
P13009	P13009		metH		1.98974e+06	2.04665e+06	2.00887e+06	2.02582e+06	2.05858e+06	2.07065e+06
P13016	P13016		ampD		2.12199e+06	1.90702e+06	2.02314e+06	2.00085e+06	1.87942e+06	1.81061e+06
P13024	P13024		fdhE		4.69266e+06	4.51227e+06	4.70792e+06	4.4717e+06	4.4077e+06	4.33666e+06
P13029	P13029		katG		3.92751e+07	4.02108e+07	3.88446e+07	3.95376e+07	3.99347e+07	3.89392e+07
P13033	P13033		glpB		1.11485e+06	920015	971403	1.04305e+06	1.04556e+06	921618
P13035	P13035		glpD		4.40872e+06	4.06889e+06	4.26201e+06	4.37358e+06	4.17376e+06	4.02962e+06
P13445	P13445		rpoS		4.58608e+06	4.71054e+06	4.64833e+06	4.69751e+06	4.69611e+06	4.77645e+06
P13458	P13458		sbcC		526708	551463	446536	578619	556805	625212
P13979	P13979		traT		3.2967e+06	3.22661e+06	3.32704e+06	3.29921e+06	3.38378e+06	3.32877e+06
P14081	P14081		selB		2.56399e+06	2.56643e+06	2.36474e+06	2.43134e+06	2.42089e+06	2.66333e+06
P14175	P14175		proV		1.146e+06	1.17778e+06	1.16214e+06	1.08074e+06	1.24553e+06	1.3364e+06
P14294	P14294		topB		153231	137248	116362	201270	177808	118123
P14407	P14407		fumB		2.31246e+07	2.29466e+07	2.3229e+07	2.34376e+07	2.35785e+07	2.35189e+07
P14900	P14900		murD		3.78414e+06	3.94799e+06	3.71824e+06	3.84197e+06	3.71088e+06	3.76962e+06
P15005	P15005		mcrB		704238	657029	676602	766638	664916	663209
P15034	P15034		pepP		3.44491e+06	3.50983e+06	3.36302e+06	3.56862e+06	3.41649e+06	3.65926e+06
P15038	P15038		helD		327390	393259	242798	315966	451733	370282
P15042	P15042		ligA		7.53152e+06	7.20068e+06	7.38776e+06	7.60085e+06	7.21294e+06	7.43029e+06
P15047	P15047		entA		670368	451894	538812	577872	418721	500398
P15067	P15067		glgX		1.70336e+06	1.77782e+06	1.61232e+06	1.63179e+06	1.69337e+06	1.64456e+06
P15070	P15070		fliN		4.26831e+06	3.97266e+06	4.41205e+06	4.224e+06	4.69427e+06	4.35395e+06
P15082	P15082		srlR		972014	810884	937771	806651	810033	831953
P15254	P15254		purL		3.17536e+06	3.1102e+06	3.13076e+06	3.12878e+06	3.13136e+06	3.18757e+06
P15286	P15286		flk		728313	670579	740346	681907	666060	754741
P15288	P15288		pepD		1.65751e+07	1.57515e+07	1.66206e+07	1.64088e+07	1.62418e+07	1.61024e+07
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				965226	1.35955e+07	935212	920129	1.4036e+07	1.37239e+07
P15639	P15639		purH		4.47865e+06	4.60449e+06	4.57897e+06	4.478e+06	4.64654e+06	4.5011e+06
P15640	P15640		purD		3.00946e+06	2.9663e+06	3.01988e+06	3.03362e+06	2.93753e+06	2.82395e+06
P15770	P15770		aroE		3.52001e+06	3.2169e+06	3.19581e+06	3.47601e+06	3.10121e+06	3.29923e+06
P15877	P15877		gcd		194352	137536	105054	172356	176239	202622
P15977	P15977		malQ		3.47619e+06	3.54826e+06	3.38267e+06	3.30745e+06	3.46571e+06	3.33836e+06
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				1.13589e+06	1.82242e+07	1.10863e+06	1.13465e+06	1.82585e+07	1.83853e+07
P16095	P16095		sdaA		1.79003e+06	1.81227e+06	1.83693e+06	1.83656e+06	1.75788e+06	1.82398e+06
P16384	P16384		miaA		2.10963e+06	2.18062e+06	2.13516e+06	2.11711e+06	2.16991e+06	2.13027e+06
P16431	P16431		hycE		3.19918e+06	3.08789e+06	3.01981e+06	3.05578e+06	3.1723e+06	3.02406e+06
P16432	P16432		hycF		447139	380826	375869	426980	424473	416681
P16433	P16433		hycG		1.30614e+06	1.26241e+06	1.34925e+06	1.41137e+06	1.32345e+06	1.23659e+06
P16456	P16456		selD		6.32631e+06	6.37457e+06	6.476e+06	6.42319e+06	6.34413e+06	6.48207e+06
P16528	P16528		iclR		1.87473e+06	1.72492e+06	1.90119e+06	1.71641e+06	1.69503e+06	1.72129e+06
P16659	P16659		proS		1.08916e+07	1.14619e+07	1.10156e+07	1.0945e+07	1.14149e+07	1.13221e+07
P16676	P16676		cysA		735987	784360	757660	714855	646026	687451
P16700	P16700		cysP		6.84842e+06	6.39177e+06	6.62094e+06	6.68507e+06	6.49626e+06	6.48573e+06
P16703	P16703		cysM		2.59667e+06	2.82458e+06	2.62704e+06	2.77056e+06	2.91827e+06	3.0175e+06
P16926	P16926		mreC		1.44701e+06	1.56955e+06	1.4481e+06	1.51791e+06	1.60569e+06	1.42813e+06
P17109	P17109		menD		1.85472e+06	1.66983e+06	1.84982e+06	1.76613e+06	1.68541e+06	1.63507e+06
P17115	P17115		gutQ		2.13665e+06	2.05181e+06	2.00122e+06	2.01477e+06	2.01101e+06	1.99757e+06
P17117	P17117		nfsA		4.36037e+06	4.10964e+06	4.41441e+06	4.40278e+06	4.37114e+06	4.27887e+06
P17169	P17169		glmS		4.11669e+07	4.15995e+07	4.13059e+07	4.16328e+07	4.19723e+07	4.20749e+07
P17315	P17315		cirA		2.26212e+06	2.34041e+06	2.39238e+06	2.2085e+06	2.30648e+06	2.10228e+06
P17443	P17443		murG		2.91057e+06	2.81871e+06	2.69634e+06	2.9629e+06	3.04319e+06	2.89191e+06
P17445	P17445		betB		706698	774244	737666	713198	663333	777416
P17846	P17846		cysI		5.5323e+06	5.5825e+06	5.54037e+06	5.68912e+06	5.55781e+06	5.45452e+06
P17854	P17854		cysH		6.88341e+06	6.50986e+06	6.98881e+06	6.76305e+06	6.80431e+06	6.46451e+06
P17952	P17952		murC		2.77666e+06	2.6539e+06	2.7236e+06	2.78597e+06	2.59853e+06	2.79598e+06
P17993	P17993		ubiG		3.78812e+06	3.74855e+06	3.71652e+06	3.76961e+06	3.88974e+06	3.80083e+06
P18133	P18133		pncB		1.75699e+06	1.61984e+06	1.67413e+06	1.68063e+06	1.69252e+06	1.67118e+06
P18196	P18196		minC		2.55932e+06	2.53814e+06	2.35436e+06	2.44979e+06	2.54084e+06	2.57903e+06
P18355	P18355				2.67431e+06	1.51196e+06	2.64373e+06	2.68732e+06	1.63593e+06	1.63378e+06
P18390	P18390		yjjA		1.55281e+06	1.33686e+06	1.6757e+06	1.55622e+06	1.55735e+06	1.40925e+06
P18775	P18775		dmsA		3.27192e+06	2.97763e+06	3.21292e+06	3.20321e+06	3.24932e+06	2.93415e+06
P18776	P18776		dmsB		2.51962e+06	2.46769e+06	2.56829e+06	2.598e+06	2.54858e+06	2.54245e+06
P18843	P18843		nadE		1.49527e+07	1.47943e+07	1.47745e+07	1.52491e+07	1.47666e+07	1.4823e+07
P19318	P19318		narY		465018	496132		504632	434893	511928
P19624	P19624		pdxA		409878	411608	420337	434449	415556	418409
P19926	P19926		agp		2.76596e+06	2.63251e+06	2.73309e+06	2.74367e+06	2.68036e+06	2.63343e+06
P19931	P19931		hyaE		1.50018e+06	1.38473e+06	1.4506e+06	1.49563e+06	1.63624e+06	1.48871e+06
P19934	P19934		tolA		1.48315e+06	1.35684e+06	1.48732e+06	1.45267e+06	1.40949e+06	1.4472e+06
P20083	P20083		parE		1.85791e+06	1.60833e+06	1.83556e+06	1.86908e+06	1.72092e+06	1.79954e+06
P20605	P20605		fic		1.52483e+06	1.35559e+06	1.53423e+06	1.5581e+06	1.38143e+06	1.42307e+06
P20966	P20966		fruA		1.08336e+07	1.04671e+07	1.07315e+07	1.08381e+07	1.03942e+07	1.02366e+07
P21156	P21156		cysD		2.48496e+06	2.46045e+06	2.38501e+06	2.44994e+06	2.34418e+06	2.41576e+06
P21165	P21165		pepQ		1.26309e+07	1.20984e+07	1.26256e+07	1.27266e+07	1.22736e+07	1.21035e+07
P21170	P21170		speA		7.0077e+06	6.90296e+06	6.96718e+06	6.80346e+06	6.8773e+06	6.8381e+06
P21179	P21179		katE		736408	731908	730828	695893	656620	664337
P21338	P21338		rna		2.17385e+06	1.91772e+06	2.06283e+06	2.39004e+06	1.87594e+06	1.88055e+06
P21365	P21365		yciC		979163	832687	972942	961190	941770	845264
P21367	P21367		ycaC		1.60039e+06	1.50596e+06	1.45857e+06	1.50443e+06	1.59197e+06	1.57416e+06
P21369	P21369		pncA		1.95314e+06	1.98296e+06	1.96288e+06	1.83872e+06	1.97707e+06	2.15394e+06
P21420	P21420		nmpC		2.68694e+07	2.40534e+07	2.5588e+07	2.73493e+07	2.38678e+07	2.4129e+07
P21499	P21499		rnr		4.30467e+06	4.14984e+06	4.23355e+06	4.32124e+06	4.21284e+06	4.25753e+06
P21507	P21507		srmB		6.18828e+06	6.27107e+06	6.31659e+06	6.29201e+06	6.25402e+06	6.32928e+06
P21513	P21513		rne		8.88825e+06	8.50175e+06	8.78262e+06	9.02193e+06	8.47077e+06	8.54879e+06
P21599	P21599		pykA		2.1441e+07	2.17688e+07	2.21518e+07	2.18656e+07	2.22387e+07	2.19665e+07
P21645	P21645		lpxD		4.173e+06	3.77958e+06	3.7441e+06	4.17877e+06	3.67417e+06	3.61876e+06
P21829	P21829		ybhA		2.57197e+06	2.54545e+06	2.53638e+06	2.46516e+06	2.56283e+06	2.53567e+06
P21888	P21888		cysS		1.21909e+07	1.20827e+07	1.21491e+07	1.22124e+07	1.18802e+07	1.21457e+07
P21889	P21889		aspS		1.0354e+07	1.01354e+07	1.04384e+07	1.02937e+07	9.97652e+06	1.00654e+07
P21893	P21893		recJ		3.57351e+06	3.05537e+06	3.39287e+06	3.27084e+06	2.99361e+06	2.695e+06
P22106	P22106		asnB		1.79511e+06	1.6626e+06	1.82461e+06	1.72697e+06	1.64035e+06	1.56679e+06
P22186	P22186		mraZ		2.09504e+06	2.1948e+06	2.32382e+06	2.2993e+06	2.3503e+06	2.37492e+06
P22188	P22188		murE		7.20797e+06	7.19163e+06	7.2183e+06	7.11291e+06	7.13215e+06	6.83466e+06
P22255	P22255		cysQ		6.97538e+06	6.78368e+06	7.09347e+06	7.14632e+06	6.747e+06	7.18073e+06
P22256	P22256		gabT		6.80649e+06	6.6173e+06	6.34984e+06	6.81091e+06	7.16495e+06	6.39748e+06
P22259	P22259		pckA		7.4633e+06	7.30773e+06	7.35574e+06	7.37069e+06	7.36958e+06	7.18071e+06
P22333	P22333		add		1.66034e+07	1.70272e+07	1.71498e+07	1.73914e+07	1.68517e+07	1.69565e+07
P22523	P22523		mukB		4.10397e+06	3.87924e+06	3.92181e+06	4.1642e+06	3.9113e+06	3.95288e+06
P22524	P22524		mukE		5.59028e+06	5.74443e+06	5.53296e+06	5.36478e+06	5.97776e+06	5.82375e+06
P22525	P22525		ycbB		3.19915e+06	3.04084e+06	2.9295e+06	3.01013e+06	3.08353e+06	2.97732e+06
P22634	P22634		murI		787665	649105	738480	729715	648150	601424
P22707	P22707		finO		1.21835e+06	1.03514e+06	1.02941e+06	1.12982e+06	1.12272e+06	1.16445e+06
P22939	P22939		ispA		4.22402e+06	4.66965e+06	4.53874e+06	4.3332e+06	4.81131e+06	5.14486e+06
P23003	P23003		trmA		1.65212e+06	1.60853e+06	1.63686e+06	1.64483e+06	1.53579e+06	1.64e+06
P23256	P23256		malY		705398	511552	658682	783798		461382
P23305	P23305		yigA		1.53564e+06	1.60151e+06	1.47172e+06	1.42673e+06	1.46095e+06	1.53252e+06
P23331	P23331		tdk		2.52838e+06	2.63527e+06	2.50526e+06	2.53996e+06	2.90793e+06	3.03023e+06
P23367	P23367		mutL		1.28892e+06	1.53801e+06	889836	1.27531e+06	1.39999e+06	1.44344e+06
P23538	P23538		ppsA		4.70524e+06	4.70183e+06	4.70538e+06	4.72467e+06	4.81988e+06	4.78089e+06
P23721	P23721		serC		9.3167e+06	9.1662e+06	9.24578e+06	9.46175e+06	9.2811e+06	9.15276e+06
P23827	P23827		eco		1.19926e+07	1.23093e+07	1.2422e+07	1.20779e+07	1.17483e+07	1.20441e+07
P23830	P23830		pssA		1.18284e+06	1.30189e+06	1.14234e+06	1.20112e+06	1.29382e+06	1.31459e+06
P23836	P23836		phoP		2.00871e+07	1.98058e+07	2.06967e+07	2.05471e+07	1.95108e+07	2.04123e+07
P23837	P23837		phoQ		970649	1.09777e+06	982944	883756	855669	1.09015e+06
P23839	P23839		yicC		6.22607e+06	5.76992e+06	6.01785e+06	6.49966e+06	5.69692e+06	5.64252e+06
P23843	P23843		oppA		2.07518e+07	1.9842e+07	2.04919e+07	1.9781e+07	1.98395e+07	1.94888e+07
P23845	P23845		cysN		3.50316e+06	3.37703e+06	3.65927e+06	3.61439e+06	3.20854e+06	3.47002e+06
P23847	P23847		dppA		1.32791e+06	889298	1.14208e+06	1.19579e+06	892719	1.02763e+06
P23857	P23857		pspE		1.68914e+06	1.33068e+06	1.65365e+06	1.77012e+06	1.53069e+06	1.4893e+06
P23865	P23865		prc		6.66618e+06	6.85098e+06	6.77032e+06	6.75847e+06	7.04482e+06	6.98554e+06
P23869	P23869		ppiB		4.21261e+07	4.01408e+07	4.35853e+07	4.27449e+07	4.03262e+07	3.76216e+07
P23871	P23871		hemH		2.46404e+06	2.51936e+06	2.55805e+06	2.37213e+06	2.5633e+06	2.49761e+06
P23882	P23882		fmt		6.64574e+06	6.95592e+06	7.01707e+06	6.89949e+06	7.12746e+06	6.97921e+06
P23886	P23886		cydC		743653	1.01643e+06	958061	752931	1.04142e+06	1.04935e+06
P23893	P23893		hemL		2.40496e+07	2.4952e+07	2.42365e+07	2.43765e+07	2.57676e+07	2.52621e+07
P23894	P23894		htpX		4.2089e+06	4.42594e+06	4.6213e+06	4.40571e+06	4.46045e+06	4.33824e+06
P23908	P23908		argE		1.47407e+06	1.59449e+06	1.47482e+06	1.48042e+06	1.55679e+06	1.40684e+06
P23909	P23909		mutS		3.379e+06	3.42434e+06	3.28437e+06	3.39399e+06	3.33857e+06	3.3814e+06
P23917	P23917		mak		1.04315e+06	948305	956766	1.00653e+06	1.03016e+06	975830
P24169	P24169		speF		4.21641e+06	4.16911e+06	3.99543e+06	4.15316e+06	4.27736e+06	4.16846e+06
P24171	P24171		dcp		2.23328e+06	2.23933e+06	2.18223e+06	2.17004e+06	2.22073e+06	2.24658e+06
P24173	P24173		rfaC		470279	424890	356832	409199	428971	364040
P24178	P24178		yffB		4.42686e+06	4.08425e+06	4.7997e+06	4.57238e+06	4.07943e+06	3.75297e+06
P24182	P24182		accC		1.9864e+07	1.97412e+07	2.01197e+07	1.97625e+07	1.95689e+07	1.95673e+07
P24183	P24183		fdnG		4.22958e+06	4.30468e+06	4.1046e+06	4.27232e+06	4.25912e+06	4.28438e+06
P24186	P24186		folD		5.16478e+06	4.57167e+06	5.09846e+06	5.21776e+06	4.70598e+06	4.63512e+06
P24188	P24188		yceA		1.15787e+06	1.23359e+06	1.04203e+06	1.14205e+06	1.21976e+06	1.21994e+06
P24192	P24192		hypD		2.74899e+06	2.4437e+06	2.66942e+06	2.45357e+06	2.4552e+06	2.10434e+06
P24193	P24193		hypE		2.64509e+06	3.01298e+06	2.64899e+06	2.58891e+06	2.70504e+06	2.84674e+06
P24202	P24202		mrr		1.97979e+06	2.17132e+06	2.1275e+06	2.09468e+06	2.00323e+06	2.0873e+06
P24203	P24203		yjiA		3.54471e+06	3.67606e+06	3.95051e+06	3.45066e+06	3.19474e+06	2.74884e+06
P24205	P24205		msbB		2.09459e+06	2.83965e+06	2.25048e+06	2.08052e+06	3.00434e+06	3.24032e+06
P24215	P24215		uxuA		2.83319e+06	2.631e+06	2.58975e+06	2.75929e+06	2.33557e+06	2.62324e+06
P24216	P24216		fliD		804188	864410	784093	899436	922591	851002
P24224	P24224		acpS		1.84947e+06	1.74631e+06	2.07146e+06	1.89073e+06	1.98083e+06	1.86165e+06
P24228	P24228		dacB		1.88581e+06	1.84214e+06	1.76882e+06	1.7752e+06	1.79292e+06	1.84776e+06
P24232	P24232		hmp		1.49814e+06	1.55309e+06	1.40471e+06	1.43601e+06	1.42297e+06	1.46967e+06
P24251	P24251		crl		6.34317e+06	6.3507e+06	6.04117e+06	6.50443e+06	6.44446e+06	6.35454e+06
P24252	P24252		ybgA		1.44232e+06	1.61407e+06	1.4385e+06	1.5106e+06	1.56493e+06	1.50653e+06
P24255	P24255		rpoN		934533	841576	1.02676e+06	1.09652e+06	900370	755026
P24554	P24554		radA		1.87962e+06	1.81402e+06	1.5695e+06	1.7477e+06	1.76633e+06	1.74015e+06
P25397	P25397		tehB		3.66148e+06	3.77309e+06	3.77882e+06	3.69456e+06	3.732e+06	3.70545e+06
P25437	P25437		frmA		7.22237e+06	7.0649e+06	6.92532e+06	7.25405e+06	7.29476e+06	7.26764e+06
P25516	P25516		acnA		2.91772e+06	3.03107e+06	3.04999e+06	2.9278e+06	3.14071e+06	3.21541e+06
P25519	P25519		hflX		3.69947e+06	3.75708e+06	3.79894e+06	3.88405e+06	3.61894e+06	3.55369e+06
P25522	P25522		mnmE		4.39939e+06	4.159e+06	4.12814e+06	4.30537e+06	4.26156e+06	4.30641e+06
P25524	P25524		codA		2.18023e+06	2.02724e+06	2.27386e+06	2.106e+06	1.99541e+06	2.05116e+06
P25526	P25526		gabD		7.46865e+06	6.74643e+06	7.3655e+06	7.33407e+06	6.64823e+06	6.69544e+06
P25535	P25535		visC		2.25273e+06	1.97111e+06	2.04116e+06	2.16317e+06	1.85179e+06	1.81711e+06
P25536	P25536		yhdE		2.48043e+06	2.52444e+06	2.43253e+06	2.48015e+06	2.44175e+06	2.64484e+06
P25539	P25539		ribD		3.8751e+06	3.87309e+06	3.98486e+06	4.00036e+06	3.71906e+06	3.96302e+06
P25552	P25552		gppA		1.36834e+06	1.33549e+06	1.37041e+06	1.38791e+06	1.26981e+06	1.48059e+06
P25553	P25553		aldA		231618	239707	203658	195973	242391	232346
P25714	P25714		yidC		6.37225e+06	5.83103e+06	6.48593e+06	7.457e+06	6.18956e+06	5.84752e+06
P25736	P25736		endA		1.67404e+06	1.59652e+06	1.60632e+06	1.67871e+06	1.40745e+06	1.55233e+06
P25745	P25745		mnmA		4.05044e+06	3.57528e+06	3.95259e+06	3.99468e+06	3.70193e+06	3.87939e+06
P25746	P25746		hflD		3.4637e+06	3.98447e+06	3.29021e+06	3.18625e+06	3.83075e+06	4.14552e+06
P25772	P25772		ligB		807820	751652	796188	670365	699866	542532
P25798	P25798		fliF		1.40706e+06	1.40979e+06	1.36047e+06	1.41906e+06	1.43199e+06	1.51451e+06
P25888	P25888		rhlE		2.64889e+06	2.71118e+06	2.54153e+06	2.70322e+06	2.65861e+06	2.68786e+06
P25894	P25894		yggG		1.00873e+06	941221	818988	886463	905120	931122
P25906	P25906		ydbC		1.32577e+06	1.20799e+06	1.54517e+06	1.30643e+06	1.34821e+06	1.53107e+06
P26602	P26602		ubiC		1.39405e+06	1.15191e+06	1.27706e+06	1.22553e+06	1.21151e+06	1.26124e+06
P26608	P26608		fliS		2.18115e+06	2.47091e+06	2.31556e+06	2.30141e+06	2.44361e+06	2.23367e+06
P26612	P26612		amyA		706864	535799	775796	713915	620903	579253
P26616	P26616		maeA		8.54393e+06	9.13313e+06	9.04683e+06	8.89769e+06	9.00301e+06	8.90862e+06
P26646	P26646		acuI		6.01848e+06	5.99518e+06	6.38707e+06	6.07158e+06	6.07917e+06	6.01654e+06
P26647	P26647		plsC		1.00636e+06	1.20092e+06	1.06776e+06	1.14445e+06	1.24221e+06	1.11461e+06
P26648	P26648		ftsP		1.23359e+06	1.27229e+06	1.50862e+06	1.2449e+06	1.2603e+06	1.26236e+06
P27245	P27245		marR		343411	383655	356013	349393	295698	338396
P27247	P27247		plsX		494434	571381	526185		624301	567896
P27248	P27248		gcvT		9.67583e+06	9.04874e+06	9.45663e+06	9.58338e+06	9.26936e+06	8.99937e+06
P27249	P27249		glnD		212795	200095	247149	265509	180813	195251
P27250	P27250		yjgB		733767	610357	694824	655566	752875	575588
P27278	P27278		nadR		1.24228e+06	1.35992e+06	1.33374e+06	1.16734e+06	1.38839e+06	1.29214e+06
P27298	P27298		prlC		1.64322e+07	1.627e+07	1.63553e+07	1.6936e+07	1.63807e+07	1.64896e+07
P27302	P27302		tktA		3.00713e+07	3.00844e+07	3.08238e+07	2.99529e+07	2.9873e+07	2.89784e+07
P27303	P27303		emrA		1.78555e+06	1.82646e+06	1.8535e+06	1.84191e+06	2.00705e+06	2.01002e+06
P27306	P27306		sthA		1.01856e+06	871923	892818	980848	868409	914185
P27431	P27431		ycfD		5.00742e+06	4.52067e+06	4.48645e+06	4.86264e+06	4.538e+06	4.9143e+06
P27434	P27434		rodZ		1.04662e+07	1.02454e+07	1.01705e+07	1.04797e+07	1.05118e+07	9.99095e+06
P27828	P27828		wecB		2.19643e+06	2.06636e+06	2.28287e+06	2.20742e+06	2.02912e+06	1.96611e+06
P27829	P27829		wecC		4.22991e+06	4.28427e+06	4.30001e+06	4.34871e+06	4.56564e+06	4.47704e+06
P27830	P27830		rffG		2.16719e+06	2.29524e+06	2.16703e+06	2.19429e+06	2.12593e+06	2.13727e+06
P27832	P27832		wecD		609762	645119	646931	573754	589768	481425
P27833	P27833		rffA		2.6674e+06	2.59288e+06	2.6596e+06	2.61363e+06	2.46362e+06	2.4853e+06
P27836	P27836		wecG		518492	618488	553254	499177	578835	510106
P27838	P27838		cyaY		1.18424e+06	1.12164e+06	1.36018e+06	1.22864e+06	1.08987e+06	964874
P27848	P27848		yigL		5.60264e+06	4.63612e+06	4.98998e+06	5.03393e+06	5.06087e+06	4.14807e+06
