Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML
P06988	P06988		hisD		1.91394e+06	1.80929e+06	1.8957e+06	1.88951e+06	1.88031e+06	1.8331e+06
P06992	P06992		rsmA		2.26112e+06	2.46722e+06	2.25526e+06	2.27956e+06	2.17623e+06	2.19078e+06
P06996	P06996		ompC		2.35554e+08	2.25095e+08	2.23435e+08	2.31822e+08	2.30428e+08	2.31041e+08
P06999	P06999		pfkB		1.21367e+06	1.24199e+06	1.24162e+06	1.20309e+06	1.27896e+06	1.23626e+06
P07000	P07000		pldB		686849	639851	581659	638018	590977	551288
P07001	P07001		pntA		2.63745e+06	2.80852e+06	2.70986e+06	2.65406e+06	2.50686e+06	2.62594e+06
P07003	P07003		poxB		2.61825e+06	2.77471e+06	2.76262e+06	2.63082e+06	2.68635e+06	2.63486e+06
P07004	P07004		proA		5.63088e+06	5.50535e+06	5.61259e+06	5.63482e+06	5.68827e+06	5.36998e+06
P07012	P07012		prfB		9.54819e+06	9.52804e+06	9.67722e+06	9.51136e+06	9.65934e+06	9.68481e+06
P07014	P07014		sdhB		1.7787e+06	1.71683e+06	1.71737e+06	1.75125e+06	1.66356e+06	1.69887e+06
P07017	P07017		tar		3.40805e+06	3.51168e+06	3.48222e+06	3.39349e+06	3.3309e+06	3.52457e+06
P07021	P07021		yfiB		825337	857439	794892	838698	764750	875444
P07023	P07023		tyrA		2.52936e+06	2.53253e+06	2.54111e+06	2.55575e+06	2.54018e+06	2.38537e+06
P07024	P07024		ushA		5.28325e+06	4.88648e+06	5.10879e+06	5.27439e+06	5.08278e+06	5.09113e+06
P07026	P07026		sdiA		1.89347e+06	1.80469e+06	1.74427e+06	1.88565e+06	1.74006e+06	1.84268e+06
P07118	P07118		valS		2.36162e+07	2.3872e+07	2.36521e+07	2.349e+07	2.36371e+07	2.37696e+07
P07330	P07330		cheB		1.31202e+06	1.26738e+06	1.17469e+06	1.23761e+06	1.32504e+06	1.23951e+06
P07363	P07363		cheA		5.61263e+06	5.79749e+06	5.61154e+06	5.65721e+06	5.68236e+06	5.48295e+06
P07395	P07395		pheT		1.40962e+07	1.42179e+07	1.40916e+07	1.39792e+07	1.40483e+07	1.40747e+07
P07604	P07604		tyrR		2.25864e+06	2.27626e+06	2.20223e+06	2.26349e+06	2.269e+06	2.23018e+06
P07639	P07639		aroB		3.47269e+06	3.34508e+06	3.37419e+06	3.4123e+06	3.45708e+06	3.32437e+06
P07649	P07649		truA		1.95171e+06	1.94835e+06	1.96487e+06	1.98398e+06	1.92856e+06	1.96579e+06
P07650	P07650		deoA		5.95986e+06	6.22745e+06	6.1155e+06	5.95373e+06	5.86528e+06	6.08839e+06
P07658	P07658		fdhF		918181	943659	940469	913794	995900	979028
P07762	P07762		glgB		3.98601e+06	3.91279e+06	3.94373e+06	3.96811e+06	3.89665e+06	3.96165e+06
P07813	P07813		leuS		1.48873e+07	1.50143e+07	1.49701e+07	1.47267e+07	1.47935e+07	1.52051e+07
P07821	P07821		fhuC		623701		576776	635998	631739	575836
P07822	P07822		fhuD		430805	433915	417011	454649	493155	422868
P07862	P07862		ddlB		1.96598e+06	2.07188e+06	1.95245e+06	1.99466e+06	2.02251e+06	2.0228e+06
P07913	P07913		tdh		3.53448e+06	3.72778e+06	3.6214e+06	3.35973e+06	3.27307e+06	3.63824e+06
P08178	P08178		purM		1.83307e+06	1.75496e+06	1.74096e+06	1.81333e+06	1.7843e+06	1.7083e+06
P08179	P08179		purN		733329	710277	676595	670007	617853	734233
P08189	P08189		fimF		1.12866e+06	1.13992e+06	1.21356e+06	1.14362e+06	1.19138e+06	1.16145e+06
P08190	P08190		fimG		2.11822e+06	1.89445e+06	1.96206e+06	2.01204e+06	2.03477e+06	2.05713e+06
P08191	P08191		fimH		3.11028e+06	3.04233e+06	3.02305e+06	3.00159e+06	2.79034e+06	3.24511e+06
P08192	P08192		folC		2.71878e+06	2.87149e+06	2.83337e+06	2.72994e+06	2.72359e+06	2.82153e+06
P08200	P08200		icd		2.50419e+07	2.55709e+07	2.57388e+07	2.40879e+07	2.44606e+07	2.62704e+07
P08201	P08201		nirB		5.04982e+06	5.14869e+06	5.15007e+06	5.14425e+06	5.0898e+06	5.13616e+06
P08244	P08244		pyrF		1.00966e+07	1.01044e+07	1.024e+07	1.03105e+07	1.03686e+07	1.02784e+07
P08245	P08245		yciH		816683	746567	726781	750753	771998	743908
P08312	P08312		pheS		1.28391e+07	1.26907e+07	1.25014e+07	1.26303e+07	1.29031e+07	1.2853e+07
P08331	P08331		cpdB		3.56453e+06	3.67263e+06	3.5059e+06	3.54618e+06	3.46687e+06	3.46442e+06
P08337	P08337		mutT		1.1564e+06	1.05327e+06	1.04155e+06	1.15533e+06	1.03816e+06	1.12372e+06
P08373	P08373		murB		1.76781e+06	1.81481e+06	1.78092e+06	1.78785e+06	1.76672e+06	1.88889e+06
P08390	P08390		usg		5.43334e+06	5.42104e+06	5.35509e+06	5.474e+06	5.619e+06	5.42431e+06
P08395	P08395		sppA		3.35733e+06	3.3668e+06	3.33218e+06	3.27032e+06	3.19973e+06	3.30646e+06
P08506	P08506		dacC		6.41755e+06	6.10044e+06	6.2767e+06	6.28558e+06	6.19027e+06	6.31458e+06
P08622	P08622		dnaJ		6.28578e+06	6.2386e+06	6.17806e+06	6.29171e+06	6.48771e+06	6.39704e+06
P08660	P08660		lysC		2.42328e+06	2.48009e+06	2.51594e+06	2.48045e+06	2.44552e+06	2.60885e+06
P08839	P08839		ptsI		3.52236e+07	3.58069e+07	3.59752e+07	3.48446e+07	3.53741e+07	3.58498e+07
P08956	P08956		hsdR		1.62739e+06	1.65803e+06	1.68466e+06	1.67216e+06	1.59029e+06	1.66341e+06
P08957	P08957		hsdM		7.60118e+06	7.90728e+06	7.81333e+06	7.68707e+06	7.65422e+06	7.8542e+06
P09029	P09029		purK		1.87229e+06	2.04365e+06	2.14427e+06	1.89128e+06	1.93824e+06	2.07338e+06
P09030	P09030		xthA		2.79611e+06	2.89032e+06	2.82623e+06	2.8117e+06	2.78633e+06	2.81269e+06
P09053	P09053		avtA		1.01814e+06	900671	919400	983236	1.04561e+06	1.04931e+06
P09126	P09126		hemD		1.55372e+06	1.46326e+06	1.50885e+06	1.60483e+06	1.58261e+06	1.57613e+06
P09127	P09127		hemX		1.22563e+07	1.21137e+07	1.24144e+07	1.23147e+07	1.19719e+07	1.22759e+07
P09147	P09147		galE		8.74449e+06	8.64311e+06	8.73176e+06	8.80708e+06	8.76502e+06	8.9159e+06
P09148	P09148		galT		3.81661e+06	4.22305e+06	3.99056e+06	3.94192e+06	3.72297e+06	3.89171e+06
P09152	P09152		narG		2.30205e+06	2.32681e+06	2.34696e+06	2.3002e+06	2.32452e+06	2.27305e+06
P09155	P09155		rnd		2.35214e+06	2.2842e+06	2.27618e+06	2.41072e+06	2.37796e+06	2.28676e+06
P09158	P09158		speE		6.08419e+06	6.10863e+06	6.08732e+06	6.03044e+06	5.91371e+06	5.90122e+06
P09169	P09169		ompT		5.78377e+06	5.82003e+06	5.68851e+06	5.83088e+06	5.88224e+06	5.59086e+06
P09323	P09323		nagE		2.95908e+06	2.59335e+06	3.08644e+06	2.8303e+06	3.04057e+06	3.00956e+06
P09348	P09348		motA		2.76331e+06	2.87943e+06	2.92735e+06	3.06512e+06	2.91562e+06	2.95861e+06
P09372	P09372		grpE		5.19615e+07	5.23422e+07	5.23351e+07	5.16859e+07	5.31043e+07	5.52214e+07
P09373	P09373		pflB		2.8275e+08	2.79916e+08	2.78413e+08	2.78464e+08	2.78043e+08	2.79103e+08
P09394	P09394		glpQ		5.77454e+06	5.85591e+06	5.89044e+06	5.76671e+06	5.7794e+06	5.98471e+06
P09424	P09424		mtlD		2.35066e+06	2.4436e+06	2.42593e+06	2.32089e+06	2.32528e+06	2.45565e+06
P09546	P09546		putA		981148	804747	882988	886618	888825	870220
P09549	P09549		dedD		1.28303e+06	1.25898e+06	1.24972e+06	1.21035e+06	1.28321e+06	1.29625e+06
P09831	P09831		gltB		3.53282e+06	3.57051e+06	3.53349e+06	3.56876e+06	3.47618e+06	3.52974e+06
P09832	P09832		gltD		3.15177e+06	3.07902e+06	3.25234e+06	3.14964e+06	3.1433e+06	3.18715e+06
P0A698	P0A698		uvrA		5.76688e+06	5.53735e+06	5.51815e+06	5.51912e+06	5.69986e+06	5.55165e+06
P0A6A0	P0A6A0		ubiB		1.7836e+06	1.65886e+06	1.62288e+06	1.67347e+06	1.72095e+06	1.64181e+06
P0A6A3	P0A6A3		ackA		1.36725e+08	1.45344e+08	1.41535e+08	1.33314e+08	1.32681e+08	1.4104e+08
P0A6A8	P0A6A8		acpP		1.58471e+08	1.73963e+08	1.71989e+08	1.60772e+08	1.53398e+08	1.69925e+08
P0A6B4	P0A6B4		alr		3.49291e+06	3.35122e+06	3.44868e+06	3.42406e+06	3.39798e+06	3.29669e+06
P0A6B7	P0A6B7		iscS		1.85222e+07	1.83687e+07	1.85563e+07	1.84143e+07	1.81377e+07	1.84452e+07
P0A6C1	P0A6C1		nfo		1.78552e+06	1.83902e+06	1.84597e+06	1.91284e+06	1.82833e+06	1.77858e+06
P0A6D0	P0A6D0		argR		1.66371e+06	1.77804e+06	1.80555e+06	1.70237e+06	1.7253e+06	1.63223e+06
P0A6D3	P0A6D3		aroA		5.53241e+06	5.37764e+06	5.5988e+06	5.45597e+06	5.47247e+06	5.64559e+06
P0A6D7	P0A6D7		aroK		1.11986e+07	1.15685e+07	1.13041e+07	1.1271e+07	1.09794e+07	1.15977e+07
P0A6E4	P0A6E4		argG		834039	916516	842177	701495	756292	786093
P0A6E6	P0A6E6		atpC		8.36338e+06	8.91892e+06	8.84318e+06	8.33891e+06	8.28216e+06	9.21394e+06
P0A6E9	P0A6E9		bioD2		5.65303e+06	5.81014e+06	5.46708e+06	5.9372e+06	5.71993e+06	5.71234e+06
P0A6F1	P0A6F1		carA		4.94475e+06	4.83053e+06	5.01179e+06	4.8779e+06	5.00205e+06	4.76364e+06
P0A6F3	P0A6F3		glpK		4.6274e+06	4.73474e+06	4.64292e+06	4.66275e+06	4.53769e+06	4.70066e+06
P0A6F5	P0A6F5		groL		7.85414e+07	7.72067e+07	7.70407e+07	7.73721e+07	7.86436e+07	7.77943e+07
P0A6F9	P0A6F9		groS		9.62119e+07	9.14641e+07	9.27842e+07	9.71828e+07	9.33491e+07	9.17418e+07
P0A6G3	P0A6G3		pncC		3.4635e+06	3.5125e+06	3.43631e+06	3.49421e+06	3.73386e+06	3.50292e+06
P0A6G7	P0A6G7		clpP		2.4329e+07	2.39553e+07	2.36228e+07	2.40495e+07	2.42413e+07	2.41683e+07
P0A6H1	P0A6H1		clpX		1.63463e+07	1.73592e+07	1.71942e+07	1.65641e+07	1.62046e+07	1.68624e+07
P0A6H5	P0A6H5		hslU		2.37058e+07	2.36087e+07	2.36214e+07	2.36283e+07	2.33861e+07	2.33275e+07
P0A6H8	P0A6H8		cls		720461	781896	861988	738811	796821	701539
P0A6I0	P0A6I0		cmk		1.10445e+07	1.07635e+07	1.09444e+07	1.10224e+07	1.12832e+07	1.10071e+07
P0A6I3	P0A6I3		coaA		3.32596e+06	3.52451e+06	3.5473e+06	3.38698e+06	3.48439e+06	3.37958e+06
P0A6I6	P0A6I6		coaD		1.28208e+06	1.31997e+06	1.32977e+06	1.32577e+06	1.38104e+06	1.21672e+06
P0A6I9	P0A6I9		coaE		880820	788604	923113	893400	935862	907491
P0A6J1	P0A6J1		cysC		1.48506e+06	1.46361e+06	1.47192e+06	1.46421e+06	1.48438e+06	1.36909e+06
P0A6J8	P0A6J8		ddlA		1.5825e+07	1.58029e+07	1.60809e+07	1.57571e+07	1.54448e+07	1.61781e+07
P0A6K3	P0A6K3		def		1.46428e+07	1.40144e+07	1.42025e+07	1.42587e+07	1.47676e+07	1.42226e+07
P0A6K6	P0A6K6		deoB		1.80919e+07	1.88423e+07	1.86454e+07	1.82234e+07	1.81766e+07	1.876e+07
P0A6L0	P0A6L0		deoC		1.40172e+07	1.3635e+07	1.35527e+07	1.39091e+07	1.39421e+07	1.35154e+07
P0A6L2	P0A6L2		dapA		2.4396e+07	2.40729e+07	2.3987e+07	2.41219e+07	2.34065e+07	2.40089e+07
P0A6L4	P0A6L4		nanA		207345	178414	190618	182515	193507	216884
P0A6L7	P0A6L7		uxaB		1.49267e+06	1.42783e+06	1.3997e+06	1.43154e+06	1.4503e+06	1.37386e+06
P0A6L9	P0A6L9		hscB		4.95827e+06	5.30084e+06	5.16746e+06	5.10472e+06	5.26973e+06	5.42198e+06
P0A6M4	P0A6M4		dtd		2.48802e+06	2.08679e+06	2.35799e+06	2.47918e+06	2.45198e+06	2.46295e+06
P0A6M8	P0A6M8		fusA		1.11686e+08	1.09699e+08	1.08547e+08	1.10395e+08	1.10594e+08	1.08737e+08
P0A6N4	P0A6N4		efp		7.89797e+07	7.54653e+07	7.5797e+07	7.81324e+07	7.51255e+07	7.73282e+07
P0A6N8	P0A6N8		yeiP		1.43661e+07	1.33393e+07	1.38031e+07	1.40121e+07	1.40982e+07	1.35913e+07
P0A6P1	P0A6P1		tsf		2.17594e+08	2.16268e+08	2.17963e+08	2.15488e+08	2.13542e+08	2.16093e+08
P0A6P5	P0A6P5		der		4.84796e+06	4.99025e+06	4.95009e+06	4.93825e+06	4.84716e+06	5.01673e+06
P0A6P7	P0A6P7		engB		9.39778e+06	8.91383e+06	8.99168e+06	9.18439e+06	9.37279e+06	9.219e+06
P0A6P9	P0A6P9		eno		1.7473e+08	1.74385e+08	1.72088e+08	1.74215e+08	1.70558e+08	1.73266e+08
P0A6Q3	P0A6Q3		fabA		1.17814e+07	1.12272e+07	1.14505e+07	1.16855e+07	1.19235e+07	1.16949e+07
P0A6Q6	P0A6Q6		fabZ		2.44507e+07	2.44019e+07	2.41452e+07	2.37757e+07	2.43561e+07	2.52769e+07
P0A6R0	P0A6R0		fabH		1.75269e+07	1.9383e+07	1.89661e+07	1.74756e+07	1.73548e+07	1.92554e+07
P0A6R3	P0A6R3		fis		5.4983e+06	5.80486e+06	6.04348e+06	5.28949e+06	5.65224e+06	6.06477e+06
P0A6S0	P0A6S0		flgH		2.57629e+06	2.52107e+06	2.55139e+06	2.63455e+06	2.62738e+06	2.5195e+06
