Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P37685	ALDB_ECOLI	aldB	Aldehyde dehydrogenase B	6	6	6.17569e+06	6.37557e+06	6.08786e+06	6.23323e+06	5.84181e+06	6.23441e+06
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	23	23	2.23393e+08	2.3886e+08	2.19818e+08	2.34034e+08	2.07944e+08	2.27387e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	9	9	3.19008e+06	3.38467e+06	3.09045e+06	3.46538e+06	2.80385e+06	3.42821e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	8	8	1.97337e+07	1.77544e+07	1.88513e+07	1.82573e+07	1.87206e+07	1.75423e+07
P37747	GLF_ECOLI	glf	UDP-galactopyranose mutase	2	2	7.4781e+06	5.93059e+06	7.26299e+06	6.56596e+06	7.69128e+06	6.34034e+06
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	12	12	3.0384e+07	2.76071e+07	2.93886e+07	2.81744e+07	2.93052e+07	2.73213e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	13	13	4.8904e+07	4.85032e+07	4.84684e+07	4.9881e+07	5.06751e+07	4.67125e+07
P37774	YECC_ECOLI	yecC	Uncharacterized amino-acid ABC transporter ATP-binding protein YecC	1	1	304357	454514			315520	409953
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	9	9	3.87449e+06	4.11496e+06	3.91339e+06	3.9512e+06	4.00698e+06	3.70468e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	5.19345e+07	4.76105e+07	5.08616e+07	5.21994e+07	5.08831e+07	5.02452e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	5	5	4.58123e+06	4.62183e+06	4.45319e+06	3.89479e+06	4.37853e+06	4.08516e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	16	16	2.71568e+07	2.7629e+07	2.76479e+07	2.80287e+07	2.66929e+07	2.8235e+07
P38051	MENF_ECOLI	menF	Menaquinone-specific isochorismate synthase	3	3	2.3432e+06	2.13233e+06	1.95935e+06	1.49593e+06	1.92411e+06	998072
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	24	24	2.05303e+07	2.0847e+07	2.10075e+07	2.10879e+07	2.01713e+07	2.05282e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	14	14	7.5083e+07	7.70513e+07	7.44121e+07	7.68755e+07	7.6401e+07	7.32114e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	3	3	2.10814e+06	3.01044e+06	2.14598e+06	3.12088e+06	2.21255e+06	2.80652e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	3	3	1.6772e+06	1.449e+06	1.38481e+06	1.32052e+06	1.50781e+06	1.18791e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	14	14	3.33838e+07	3.32938e+07	3.42859e+07	3.32386e+07	3.39598e+07	3.31051e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	4.18848e+06	3.91212e+06	4.14313e+06	3.93346e+06	4.28117e+06	3.75361e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4	7.16598e+06	8.71426e+06	7.20959e+06	6.98914e+06	6.23021e+06	7.36857e+06
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	9	9	1.27805e+08	1.18827e+08	1.30278e+08	1.17489e+08	1.28704e+08	1.20164e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	4	4	1.72828e+06	2.16022e+06	2.29306e+06	2.05447e+06	2.04765e+06	2.22853e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.48915e+08	1.41813e+08	1.53823e+08	1.46726e+08	1.46341e+08	1.48635e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	1	1	5.7739e+06				3.80879e+06	
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	8	8	4.84125e+07	5.0735e+07	4.82436e+07	5.17867e+07	4.88183e+07	5.06912e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	2	2	979091	1.39378e+06	1.08975e+06	1.03044e+06	1.19055e+06	860377
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	5	5	5.48927e+06	6.49311e+06	5.1036e+06	6.3685e+06	5.65687e+06	6.03234e+06
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6	1.28221e+07	1.29758e+07	1.15608e+07	1.41321e+07	1.25326e+07	1.37134e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	2	2	3.64129e+06	3.29799e+06	3.26535e+06	3.66338e+06	3.94597e+06	3.16166e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	2	2	1.97981e+06	1.87961e+06	2.27421e+06	1.91786e+06	2.07293e+06	1.61815e+06
P39304	ULAD_ECOLI	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	1	1	1.00825e+06	877335		1.27053e+06	454469	953183
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	2.6962e+06	2.549e+06	2.54621e+06	2.65608e+06	2.68596e+06	2.52316e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	5	5	8.78856e+06	1.34726e+07	1.35377e+07	1.41463e+07	1.37357e+07	1.40661e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	15	15	3.03023e+06	3.29952e+06	3.14688e+06	3.12851e+06	3.19285e+06	3.24607e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	3	3	4.97442e+06	5.18079e+06	4.51706e+06	5.14207e+06	4.9248e+06	4.81589e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.9478e+06	2.09135e+06	1.83545e+06	1.38784e+06	2.22577e+06	1.56983e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	8	8	5.14934e+06	4.12383e+06	4.81619e+06	4.14813e+06	4.91957e+06	4.16982e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	3.30361e+06	3.32173e+06	3.69681e+06	3.07564e+06	3.34329e+06	2.80374e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	1.99894e+07	1.85496e+07	1.93387e+07	1.92833e+07	1.86058e+07	1.82642e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	1	1	3.70599e+06	3.48446e+06	3.93068e+06	3.26706e+06	3.28533e+06	
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	5	5	1.00927e+06	950650	1.08319e+06	1.0299e+06	1.11774e+06	932828
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	8	8	2.7978e+06	2.29281e+06	2.59063e+06	2.34889e+06	2.66997e+06	2.49877e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	2.16836e+07	1.99099e+07	2.08294e+07	2.19182e+07	2.21892e+07	2.19881e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	10	10	3.49338e+06	3.20869e+06	3.28051e+06	3.19089e+06	3.23395e+06	3.27694e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	8	8	4.18052e+07	4.35147e+07	4.27637e+07	4.2933e+07	4.07092e+07	4.37468e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5	1.64093e+06	1.65602e+06	1.67252e+06	1.58481e+06	1.49524e+06	1.56321e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	1.29691e+06	1.33651e+06	1.65916e+06	1.43369e+06	1.677e+06	1.48569e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.21282e+07	1.10714e+07	1.12003e+07	1.22747e+07	1.19768e+07	1.15201e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	9.24397e+06	1.00312e+07	8.66362e+06	1.02523e+07	8.46882e+06	9.41457e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	2	2	1.05829e+06	1.01313e+06	1.25374e+06	893686	1.2406e+06	1.05009e+06
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.92572e+06	3.20523e+06	2.67989e+06	2.87452e+06	2.95957e+06	2.77156e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.44181e+07	6.12217e+07	6.28939e+07	6.22668e+07	6.37544e+07	6.18569e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.87291e+06	2.05503e+06	2.26891e+06	2.07721e+06	2.1667e+06	2.16937e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	14	14	1.57415e+07	1.52772e+07	1.61771e+07	1.46477e+07	1.61052e+07	1.42506e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	5	5	8.63479e+06	8.41656e+06	9.24836e+06	8.37462e+06	8.69422e+06	8.80014e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	1.10692e+07	9.94099e+06	1.16453e+07	9.5157e+06	1.18571e+07	1.04893e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	513968	572006	681606	613833	623793	668273
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	14	14	1.76963e+07	1.83564e+07	1.7827e+07	1.8284e+07	1.64282e+07	1.77609e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	5	5	3.78543e+06	3.70026e+06	3.77757e+06	3.84081e+06	3.78636e+06	3.8857e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		3	3		1.11354e+07		1.08474e+07		1.00715e+07
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	8	8	1.45462e+07	1.43966e+07	1.48464e+07	1.42996e+07	1.35977e+07	1.42171e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	5.36249e+06	6.29507e+06	5.92322e+06	6.37611e+06	5.7911e+06	6.83332e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	9.44523e+06	8.93523e+06	9.03327e+06	9.15935e+06	9.11887e+06	8.54329e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.3528e+06	1.70753e+06	1.53251e+06	1.58311e+06		1.56924e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	5.9704e+06	5.40546e+06	5.48165e+06	5.21391e+06	5.86715e+06	5.47088e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1	5.9044e+06		4.34122e+06	3.43746e+06	4.91201e+06	3.89164e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	7	7	3.71624e+06	3.97458e+06	4.28292e+06	4.48922e+06	3.20798e+06	4.43927e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	19	19	1.54465e+07	1.47435e+07	1.53527e+07	1.52943e+07	1.48779e+07	1.52346e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	3.23676e+07	2.90181e+07	3.06459e+07	2.8922e+07	2.96719e+07	3.08369e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	21	21	4.33769e+06	4.40928e+06	4.15345e+06	4.37937e+06	4.27647e+06	4.31884e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	586168	700357	480036	696354	539720	700160
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	3	3	5.2165e+06	4.93278e+06	5.09602e+06	5.55179e+06	4.81025e+06	5.83414e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	10	10	7.80308e+06	6.68483e+06	7.94826e+06	7.26818e+06	8.00995e+06	7.63454e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	11	11	7.41585e+06	7.05548e+06	7.29332e+06	7.11411e+06	6.88839e+06	6.79094e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	1	1	2.73916e+06	1.78394e+06	2.25774e+06	1.92604e+06	2.24167e+06	
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	8.2749e+06	7.85486e+06	7.98086e+06	8.53491e+06	8.14525e+06	8.46689e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	16	16	3.14039e+07	3.10665e+07	3.13531e+07	3.06465e+07	3.17133e+07	3.04375e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	4.39549e+06	4.03897e+06	3.79281e+06	4.26082e+06	3.78722e+06	3.94459e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	2.99703e+06	3.74755e+06	3.27108e+06	3.3501e+06	3.36349e+06	3.28003e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	3.92278e+06	4.62081e+06	4.39116e+06	5.17795e+06	4.6393e+06	4.62518e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	18	18	2.67815e+08	2.52523e+08	2.70738e+08	2.50735e+08	2.57317e+08	2.53094e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	2	2	4.14976e+06		4.54013e+06		5.22327e+06	5.70423e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	4.2283e+06	4.13793e+06	4.46114e+06	4.23552e+06	4.27e+06	4.18934e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	7.65187e+06	7.58177e+06	7.66346e+06	7.26988e+06	8.01548e+06	6.35559e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	194043	262351	180584	236758	223209	258665
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	3	3	2.07755e+06	7.99827e+06	7.70522e+06	4.37123e+06	5.90155e+06	7.86419e+06
P45577	PROQ_ECOLI	proQ	ProP effector	11	11	1.162e+08	1.22469e+08	1.14594e+08	1.18241e+08	1.17004e+08	1.20771e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.96146e+08	1.87594e+08	1.8749e+08	1.93564e+08	1.94028e+08	1.88046e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	6	6	1.86529e+07	1.75597e+07	1.91065e+07	1.75394e+07	1.76091e+07	1.76552e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	4.61776e+06	3.81749e+06	5.36015e+06	4.57625e+06	5.04077e+06	3.44065e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	7	7	5.58544e+06	5.13101e+06	5.47254e+06	5.27794e+06	5.4449e+06	4.84645e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.6692e+06	1.51008e+06	1.72152e+06	1.70926e+06	1.35274e+06	1.69071e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10	1.42482e+07	1.21129e+07	1.37927e+07	1.24371e+07	1.45752e+07	1.28965e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	1	1		1.07906e+06			1.15491e+06	1.13323e+06
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	6.43675e+06	7.58916e+06	6.03268e+06	5.70227e+06	8.10017e+06	7.13525e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	524038	638569	518483	557614	546970	513467
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	4.06808e+07	4.34963e+07	4.03187e+07	4.04998e+07	3.9251e+07	4.13653e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	8.64041e+07	8.60176e+07	8.71061e+07	8.82541e+07	8.44359e+07	8.41715e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	6	6	1.88641e+06	2.76707e+06	2.24073e+06	3.00864e+06	2.57912e+06	2.92206e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	30	30	4.10965e+07	3.98418e+07	4.04062e+07	3.92154e+07	4.07358e+07	3.88955e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	4.50087e+06	6.05803e+06	5.40816e+06	5.19731e+06	5.29758e+06	5.62674e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.50419e+07	3.4017e+07	3.52833e+07	3.3696e+07	3.30876e+07	3.5186e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	4.20222e+06	2.57847e+06	3.69542e+06	3.54945e+06	3.61828e+06	3.54034e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	1	1				4.90191e+06	4.15832e+06	4.80071e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	11	11	1.67758e+07	1.2862e+07	1.62791e+07	1.64931e+07	1.69966e+07	1.51279e+07
P50456	MLC_ECOLI	mlc	Protein mlc	5	5	4.59799e+06	4.25468e+06	4.37004e+06	4.04144e+06	4.40022e+06	4.01232e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	3.7188e+06	2.91844e+06		3.65627e+06	2.66619e+06	3.88141e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.21918e+07	9.94723e+06	1.11999e+07	9.8623e+06	1.01828e+07	9.56012e+06
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	3.4908e+06	4.55088e+06	2.83693e+06	4.04049e+06	3.01504e+06	3.7644e+06
P52007	YECM_ECOLI	yecM	Protein YecM	7	7	6.07437e+06	7.39554e+06	7.45552e+06	6.8742e+06	7.37243e+06	7.06767e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	2.6204e+06	2.15171e+06	2.78438e+06	2.39185e+06	3.04214e+06	2.23738e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.56877e+07	2.43783e+07	2.36498e+07	2.57323e+07	2.31247e+07	2.42377e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	3.22645e+06	2.84905e+06	2.60806e+06	3.29108e+06	2.59272e+06	2.86635e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1	1.22439e+06	1.62447e+06	1.80776e+06	1.70021e+06	1.64984e+06	1.74872e+06
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	6	6	1.57238e+07	1.56355e+07	1.5526e+07	1.60778e+07	1.56987e+07	1.52436e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.90623e+07	2.06157e+07	1.97138e+07	1.99593e+07	2.06158e+07	2.07959e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4	774257	929787	829215	950224	815242	932208
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	3.5859e+06	1.61098e+06	2.43385e+06	1.35354e+06	3.64557e+06	1.42218e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	623730	841473	593964		767086	865038
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	3.42314e+07	3.30907e+07	3.39552e+07	3.28818e+07	3.34906e+07	3.37184e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.33226e+06	2.45397e+06	2.03275e+06	2.47682e+06	2.06028e+06	2.33284e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	14	14	7.16e+06	7.96081e+06	7.1793e+06	7.66798e+06	7.50996e+06	7.40557e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.20237e+08	1.18059e+08	1.22511e+08	1.16217e+08	1.19695e+08	1.13525e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	3	3	6.02036e+06	5.93121e+06		7.29946e+06	6.30989e+06	6.49145e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		4	4		8.95138e+06		8.62117e+06		8.41264e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	2	2	1.39031e+06			1.23e+06	1.80294e+06	973251
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	4	4	6.30906e+06	7.16111e+06	7.45392e+06	7.16252e+06	6.20856e+06	8.20626e+06
P56979	INTM_ECOLI	intM	Probable site-specific recombinase	1	1					608287	
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	3.77282e+06	3.53412e+06	3.59733e+06	3.42594e+06	3.55825e+06	2.8816e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	23	23	2.04968e+07	2.12023e+07	2.14677e+07	2.18676e+07	2.09457e+07	2.15281e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	18	18	8.26959e+06	7.85026e+06	8.12481e+06	8.45384e+06	7.94927e+06	8.17479e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	9	9	3.49805e+07	3.62738e+07	3.66327e+07	3.45619e+07	3.62617e+07	3.55096e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	9	9	2.67657e+07	2.63953e+07	2.71259e+07	2.797e+07	2.64197e+07	2.70152e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	7.27805e+08	7.35622e+08	7.26325e+08	7.3873e+08	7.24508e+08	7.39199e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.29047e+09	1.27231e+09	1.27766e+09	1.28295e+09	9.19656e+08	1.24482e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	3	3	4.68716e+06	3.97722e+06	4.12031e+06	4.45083e+06	4.23629e+06	4.44138e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.53153e+07	5.18918e+07	5.50702e+07	5.10522e+07	5.51534e+07	5.08276e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	5	5	1.0765e+07	1.17499e+07	1.13462e+07	1.19886e+07	1.18824e+07	1.14757e+07
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	3	3	7.07094e+06	6.11169e+06	6.74142e+06	6.41566e+06	6.83574e+06	7.2921e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	9.14888e+08	1.00049e+09	9.10403e+08	9.86142e+08	9.00216e+08	9.78106e+08
P60651	SPEB_ECOLI	speB	Agmatinase	5	5	1.03988e+08	9.54705e+07	1.04667e+08	9.9692e+07	1.01173e+08	9.98158e+07
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	3.79649e+07	3.91156e+07	3.72134e+07	3.7467e+07	3.70676e+07	3.47347e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	8.98284e+07	8.59893e+07	8.87825e+07	8.54319e+07	8.71863e+07	8.80666e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2	1.7255e+06	1.68725e+06	1.72568e+06	1.626e+06	1.72956e+06	1.26076e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	1.06684e+09	1.057e+09	1.00487e+09	1.08281e+09	1.03198e+09	1.09209e+09
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	10	10	1.40752e+07	1.32417e+07	1.40141e+07	1.29423e+07	1.38251e+07	1.33238e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	4	4	1.12111e+07	1.15547e+07	1.06751e+07	1.1349e+07	1.12582e+07	1.17371e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	19	19	3.07356e+07	3.30338e+07	3.16568e+07	3.24004e+07	3.01932e+07	3.21435e+07
P60869	YBJL_ECOLI	ybjL	Putative transport protein YbjL	1	1	575962	623461	669413	676682	396921	587106
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	22	22	9.44387e+07	9.90287e+07	9.40241e+07	9.73456e+07	9.53737e+07	9.60072e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3		2.61702e+06		2.70393e+06	2.3461e+06	1.86313e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	1.02144e+09	9.08302e+08	9.71714e+08	9.29937e+08	9.71453e+08	9.31064e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.33102e+07	4.2906e+07	4.22327e+07	4.35225e+07	4.3834e+07	4.25219e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11	1.76631e+07	1.68336e+07	1.7458e+07	1.78896e+07	1.75641e+07	1.63783e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.88275e+07	6.93652e+07	7.06019e+07	6.70987e+07	7.09924e+07	6.45697e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		1	1		1.73517e+07		1.52115e+07		1.6221e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.30922e+08	2.20728e+08	2.34083e+08	2.2112e+08	2.31798e+08	2.25285e+08
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	5	3	4.21012e+06	4.15678e+06	4.06274e+06	4.15355e+06	3.92028e+06	3.87471e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	1.00145e+08	9.24664e+07	9.31198e+07	9.23115e+07	9.38834e+07	9.40003e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.64906e+08	1.58173e+08	1.69942e+08	1.57236e+08	1.67693e+08	1.53472e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.39217e+09	1.38391e+09	1.3875e+09	1.38228e+09	1.42012e+09	1.34062e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	3	3	1.00528e+06	1.26249e+06		1.21112e+06	1.02499e+06	
