Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	21	21	1.22696e+07	1.24162e+07	1.16738e+07	1.20346e+07	1.21738e+07	1.24355e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	30	30	9.74381e+07	1.06495e+08	9.64485e+07	1.05503e+08	9.85331e+07	1.06411e+08
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	3	3	2.8376e+06	2.82065e+06	2.74423e+06	2.825e+06	3.32886e+06	2.8728e+06
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2	2.0938e+06	1.91711e+06	1.78174e+06	1.68986e+06	2.00464e+06	1.9319e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	4.04665e+07	4.25285e+07	4.13671e+07	4.11602e+07	4.33063e+07	4.04412e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.5132e+07	3.7025e+07	3.33432e+07	3.77759e+07	3.4277e+07	3.53544e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	4	4	6.73561e+06	7.82311e+06	6.63854e+06	6.96218e+06	6.73866e+06	7.10206e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	4	4	5.09625e+06	4.77513e+06	4.47135e+06	4.9514e+06	3.09768e+06	5.15853e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.45887e+06	2.14844e+06	2.5588e+06	1.63912e+06	2.69799e+06	2.23189e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	4.7689e+06	5.09749e+06	5.11522e+06	4.94486e+06	5.65476e+06	5.35021e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	8.72535e+06	8.25277e+06	9.11031e+06	8.21337e+06	9.35074e+06	8.14973e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	11	11	2.40461e+07	2.46305e+07	2.50412e+07	2.50911e+07	2.40716e+07	2.44267e+07
P08200	IDH_ECOLI	icd	Isocitrate dehydrogenase [NADP]	21	21	1.16376e+08	1.19215e+08	1.16541e+08	1.16257e+08	1.22065e+08	1.21194e+08
P08201	NIRB_ECOLI	nirB	Nitrite reductase [NAD(P)H] large subunit	21	21	2.54108e+07	2.60063e+07	2.56462e+07	2.57405e+07	2.58518e+07	2.63151e+07
P08244	PYRF_ECOLI	pyrF	Orotidine 5'-phosphate decarboxylase	6	6	5.88424e+07	5.66254e+07	5.98823e+07	6.21966e+07	6.38066e+07	5.7874e+07
P08245	YCIH_ECOLI	yciH	Uncharacterized protein YciH	2	2	1.13067e+07	1.12911e+07	1.06331e+07	1.0791e+07	1.17853e+07	1.01062e+07
P08263ups|GSTA1_HUMAN_UPS	Glutathione	Glutathione		13	13		5.3563e+07		5.25146e+07		5.33068e+07
P08312	SYFA_ECOLI	pheS	Phenylalanine--tRNA ligase alpha subunit	18	18	6.90306e+07	6.93657e+07	6.80829e+07	6.88215e+07	6.75327e+07	6.74161e+07
P08331	CPDB_ECOLI	cpdB	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	18	18	1.22957e+07	1.22443e+07	1.16742e+07	1.25818e+07	1.16963e+07	1.29073e+07
P08337	MUTT_ECOLI	mutT	8-oxo-dGTP diphosphatase	2	2	3.27487e+06	2.70294e+06	3.27027e+06	2.49625e+06	2.96772e+06	2.73935e+06
P08373	MURB_ECOLI	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	5	5	7.23918e+06	8.86101e+06	7.54798e+06	8.38891e+06	7.50806e+06	8.36877e+06
P08390	USG_ECOLI	usg	USG-1 protein	10	10	2.34674e+07	2.0593e+07	2.304e+07	2.15924e+07	2.36627e+07	2.10336e+07
P08395	SPPA_ECOLI	sppA	Protease 4	15	15	1.04137e+07	1.01874e+07	1.00882e+07	9.85134e+06	9.95998e+06	1.00942e+07
P08506	DACC_ECOLI	dacC	D-alanyl-D-alanine carboxypeptidase DacC	17	17	2.66238e+07	2.71125e+07	2.64514e+07	2.56191e+07	2.69172e+07	2.70061e+07
P08622	DNAJ_ECOLI	dnaJ	Chaperone protein DnaJ	15	15	3.33306e+07	3.39224e+07	3.27237e+07	3.33944e+07	3.41938e+07	3.31972e+07
P08660	AK3_ECOLI	lysC	Lysine-sensitive aspartokinase 3	15	15	2.45072e+07	2.7214e+07	2.64898e+07	2.91742e+07	2.61366e+07	2.84414e+07
P08758ups|ANXA5_HUMAN_UPS	Annexin	Annexin		16	16		6.58825e+07		6.26335e+07		6.0878e+07
P08839	PT1_ECOLI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	34	34	3.46479e+08	3.57884e+08	3.34803e+08	3.49885e+08	3.40862e+08	3.51518e+08
P08956	T1RK_ECOLI	hsdR	Type I restriction enzyme EcoKI R protein	20	20	6.94573e+06	7.30537e+06	7.51122e+06	7.68454e+06	6.77604e+06	7.58363e+06
P08957	T1MK_ECOLI	hsdM	Type I restriction enzyme EcoKI M protein	22	22	5.06671e+07	5.19332e+07	5.05809e+07	5.103e+07	5.05197e+07	5.1198e+07
P08997	MASY_ECOLI	aceB	Malate synthase A	1	1	8.95617e+06	9.22008e+06	7.86966e+06	9.53008e+06	8.60971e+06	8.90903e+06
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	3	3	2.80456e+06	3.35619e+06	2.67242e+06	3.57086e+06	2.50217e+06	3.54199e+06
P09030	EX3_ECOLI	xthA	Exodeoxyribonuclease III	11	11	2.40998e+07	2.55992e+07	2.43356e+07	2.49686e+07	2.33481e+07	2.5136e+07
P09053	AVTA_ECOLI	avtA	Valine--pyruvate aminotransferase	7	7	1.5454e+07	1.54659e+07	1.62385e+07	1.54976e+07	1.72197e+07	1.48811e+07
P09126	HEM4_ECOLI	hemD	Uroporphyrinogen-III synthase	7	7	1.79283e+07	1.87203e+07	1.8428e+07	1.80558e+07	1.88376e+07	1.77709e+07
P09127	HEMX_ECOLI	hemX	Putative uroporphyrinogen-III C-methyltransferase	21	21	8.28882e+07	8.40376e+07	8.41971e+07	8.54678e+07	8.32934e+07	8.47216e+07
P09147	GALE_ECOLI	galE	UDP-glucose 4-epimerase	15	15	3.74487e+07	3.76101e+07	3.77773e+07	3.92245e+07	3.67893e+07	3.83588e+07
P09148	GAL7_ECOLI	galT	Galactose-1-phosphate uridylyltransferase	10	10	5.8811e+06	5.97978e+06	6.12025e+06	5.94559e+06	5.63087e+06	5.90388e+06
P09152	NARG_ECOLI	narG	Respiratory nitrate reductase 1 alpha chain	24	18	1.77038e+07	1.80644e+07	1.78129e+07	1.75912e+07	1.76264e+07	1.75302e+07
P09155	RND_ECOLI	rnd	Ribonuclease D	12	12	7.74732e+06	7.98939e+06	7.11372e+06	7.96405e+06	8.80752e+06	8.07163e+06
P09158	SPEE_ECOLI	speE	Spermidine synthase	5	5	2.87886e+07	2.94416e+07	2.89889e+07	2.69575e+07	2.88788e+07	2.92918e+07
P09169	OMPT_ECOLI	ompT	Protease 7	14	13	2.17408e+07	2.29869e+07	2.22344e+07	2.07301e+07	2.33962e+07	2.17926e+07
P09211ups|GSTP1_HUMAN_UPS	Glutathione	Glutathione		6	6		4.34091e+07		4.3008e+07		4.35946e+07
P09323	PTW3C_ECOLI	nagE	PTS system N-acetylglucosamine-specific EIICBA component	2	2	5.83078e+06	6.26878e+06	5.0624e+06	5.10146e+06	4.8531e+06	5.71151e+06
P09348	MOTA_ECOLI	motA	Motility protein A	3	3	1.95536e+06	1.95058e+06	1.93185e+06	2.19463e+06	2.15584e+06	2.10104e+06
P09372	GRPE_ECOLI	grpE	Protein GrpE	11	11	1.75832e+08	1.90492e+08	1.67551e+08	1.70832e+08	1.92861e+08	1.80974e+08
P09373	PFLB_ECOLI	pflB	Formate acetyltransferase 1	68	62	2.07472e+09	2.0328e+09	2.02784e+09	1.97895e+09	2.04135e+09	1.98738e+09
P09394	GLPQ_ECOLI	glpQ	Glycerophosphoryl diester phosphodiesterase	14	14	2.93893e+07	2.91627e+07	2.93291e+07	2.85612e+07	3.0965e+07	2.98967e+07
P09424	MTLD_ECOLI	mtlD	Mannitol-1-phosphate 5-dehydrogenase	8	8	2.09319e+07	2.41188e+07	2.17713e+07	2.37941e+07	2.20487e+07	2.3981e+07
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	14	14	2.25268e+07	2.19708e+07	2.10575e+07	2.07924e+07	2.20021e+07	2.15386e+07
P09549	DEDD_ECOLI	dedD	Protein DedD	6	6	1.22641e+07	1.11324e+07	1.1326e+07	1.11812e+07	1.14407e+07	1.05855e+07
P09831	GLTB_ECOLI	gltB	Glutamate synthase [NADPH] large chain	42	42	1.12911e+07	1.19903e+07	1.15947e+07	1.20938e+07	1.19169e+07	1.21898e+07
P09832	GLTD_ECOLI	gltD	Glutamate synthase [NADPH] small chain	7	7	3.52251e+07	3.32364e+07	3.37443e+07	3.42907e+07	3.52036e+07	3.181e+07
P09996	YIDB_ECOLI	yidB	Uncharacterized protein YidB	2	2	698163	617912	425789	704385		616658
P0A698	UVRA_ECOLI	uvrA	UvrABC system protein A	24	24	1.6538e+07	1.52908e+07	1.50434e+07	1.56281e+07	1.61214e+07	1.54451e+07
P0A6A0	UBIB_ECOLI	ubiB	Probable ubiquinone biosynthesis protein UbiB	6	6	4.77011e+06	4.35681e+06	4.51563e+06	5.00959e+06	4.55703e+06	4.47538e+06
P0A6A3	ACKA_ECOLI	ackA	Acetate kinase	15	15	9.12627e+08	9.74336e+08	8.83558e+08	9.74565e+08	8.92504e+08	9.42961e+08
P0A6A8	ACP_ECOLI	acpP	Acyl carrier protein	3	3	1.14271e+09	1.27366e+09	1.08223e+09	1.12588e+09	1.12115e+09	1.18293e+09
P0A6B4	ALR1_ECOLI	alr	Alanine racemase, biosynthetic	11	11	1.25752e+07	1.24828e+07	1.19632e+07	1.27856e+07	1.27805e+07	1.26505e+07
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22	1.0362e+08	1.07372e+08	1.03791e+08	1.0477e+08	1.03129e+08	1.04095e+08
P0A6C1	END4_ECOLI	nfo	Endonuclease 4	7	7	9.98978e+06	1.01397e+07	1.04893e+07	1.0317e+07	1.01972e+07	9.89837e+06
P0A6D0	ARGR_ECOLI	argR	Arginine repressor	1	1	1.31451e+07	1.56122e+07	1.41062e+07	1.49685e+07	1.41678e+07	1.39293e+07
P0A6D3	AROA_ECOLI	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	9	9	2.62567e+07	2.66512e+07	2.52956e+07	2.70466e+07	2.5053e+07	2.66761e+07
P0A6D7	AROK_ECOLI	aroK	Shikimate kinase 1	12	12	1.03316e+08	1.06489e+08	1.03958e+08	1.03721e+08	1.07476e+08	1.04244e+08
P0A6E1	AROL_ECOLI	aroL	Shikimate kinase 2	2	2	1.20177e+06	1.52655e+06			1.43476e+06	
P0A6E4	ASSY_ECOLI	argG	Argininosuccinate synthase	12	12	1.34699e+07	1.33777e+07	1.32116e+07	1.39938e+07	1.3229e+07	1.44313e+07
P0A6E6	ATPE_ECOLI	atpC	ATP synthase epsilon chain	4	4	5.40636e+07	5.71788e+07	5.43949e+07	5.59518e+07	5.93946e+07	5.59976e+07
P0A6E9	BIOD2_ECOLI	bioD2	ATP-dependent dethiobiotin synthetase BioD 2	7	7	3.46028e+07	3.5416e+07	3.65403e+07	3.62666e+07	3.34083e+07	3.27204e+07
P0A6F1	CARA_ECOLI	carA	Carbamoyl-phosphate synthase small chain	12	12	4.50136e+07	4.49237e+07	4.57114e+07	4.30685e+07	4.72467e+07	4.34894e+07
P0A6F3	GLPK_ECOLI	glpK	Glycerol kinase	20	20	1.70732e+07	1.75364e+07	1.71976e+07	1.66078e+07	1.72832e+07	1.76195e+07
P0A6F5	CH60_ECOLI	groL	60 kDa chaperonin	37	37	6.69203e+08	6.95617e+08	6.57042e+08	6.61755e+08	6.6818e+08	6.67993e+08
P0A6F9	CH10_ECOLI	groS	10 kDa chaperonin	8	8	7.45085e+08	5.95146e+08	7.31324e+08	6.09496e+08	7.28946e+08	5.88543e+08
P0A6G3	PNCC_ECOLI	pncC	Nicotinamide-nucleotide amidohydrolase PncC	3	3	1.88833e+07	2.06085e+07	2.03713e+07	2.06922e+07	2.1034e+07	1.86608e+07
P0A6G7	CLPP_ECOLI	clpP	ATP-dependent Clp protease proteolytic subunit	5	5	1.41045e+08	1.49211e+08	1.37268e+08	1.42568e+08	1.41273e+08	1.4638e+08
P0A6H1	CLPX_ECOLI	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	22	22	9.3602e+07	9.8912e+07	9.42915e+07	1.00373e+08	9.47889e+07	9.73491e+07
P0A6H5	HSLU_ECOLI	hslU	ATP-dependent protease ATPase subunit HslU	29	29	8.9274e+07	8.92413e+07	8.82811e+07	8.95864e+07	8.78066e+07	8.96192e+07
P0A6H8	CLS_ECOLI	cls	Cardiolipin synthase	2	2	1.53738e+06	1.71076e+06	1.50368e+06	1.68008e+06	1.45848e+06	1.51989e+06
P0A6I0	KCY_ECOLI	cmk	Cytidylate kinase	13	13	5.11575e+07	5.33443e+07	5.3379e+07	5.09821e+07	5.50979e+07	5.12222e+07
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	11	11	1.58847e+07	1.61485e+07	1.61255e+07	1.61889e+07	1.63088e+07	1.62762e+07
P0A6I6	COAD_ECOLI	coaD	Phosphopantetheine adenylyltransferase	4	4	6.31348e+06	5.30705e+06	5.91251e+06	4.9497e+06	5.69114e+06	4.5875e+06
P0A6I9	COAE_ECOLI	coaE	Dephospho-CoA kinase	4	4	2.3868e+07	2.22434e+07	2.3379e+07	2.41728e+07	2.21296e+07	2.14619e+07
P0A6J1	CYSC_ECOLI	cysC	Adenylyl-sulfate kinase	3	3	5.28701e+06	6.04594e+06	6.05656e+06	6.01943e+06	6.24224e+06	6.0625e+06
P0A6J5	DADA_ECOLI	dadA	D-amino acid dehydrogenase small subunit	4	4	1.64561e+06	1.68659e+06	1.51141e+06	1.79551e+06	1.81124e+06	1.57882e+06
P0A6J8	DDLA_ECOLI	ddlA	D-alanine--D-alanine ligase A	16	16	7.08723e+07	7.29531e+07	6.96777e+07	7.15822e+07	7.27597e+07	7.06683e+07
P0A6K1	DAPF_ECOLI	dapF	Diaminopimelate epimerase	3	3	1.72534e+06	1.80306e+06		2.42293e+06	1.30875e+06	2.13508e+06
P0A6K3	DEF_ECOLI	def	Peptide deformylase	6	6	1.04579e+08	1.00147e+08	1.03426e+08	1.00723e+08	1.04234e+08	9.97732e+07
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	21	21	1.37682e+08	1.41783e+08	1.40848e+08	1.42221e+08	1.4375e+08	1.38862e+08
P0A6L0	DEOC_ECOLI	deoC	Deoxyribose-phosphate aldolase	10	10	1.05665e+08	9.98533e+07	1.02267e+08	1.00664e+08	1.066e+08	9.84385e+07
P0A6L2	DAPA_ECOLI	dapA	4-hydroxy-tetrahydrodipicolinate synthase	10	10	1.65887e+08	1.71192e+08	1.63474e+08	1.67954e+08	1.62251e+08	1.67442e+08
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	6	6	9.10586e+06	9.34182e+06	8.53813e+06	9.88177e+06	9.41597e+06	8.58412e+06
P0A6L9	HSCB_ECOLI	hscB	Co-chaperone protein HscB	4	4	2.14534e+07	2.20948e+07	2.02729e+07	2.19672e+07	2.25303e+07	2.1284e+07
P0A6M4	DTD_ECOLI	dtd	D-tyrosyl-tRNA(Tyr) deacylase	3	3	1.43586e+07	1.43639e+07	1.356e+07	1.4635e+07	1.58474e+07	1.37549e+07
P0A6M8	EFG_ECOLI	fusA	Elongation factor G	44	44	7.91922e+08	7.89269e+08	7.77542e+08	7.71997e+08	7.88035e+08	7.72069e+08
P0A6N4	EFP_ECOLI	efp	Elongation factor P	5	5	7.02745e+08	6.0109e+08	6.78317e+08	6.25639e+08	6.27321e+08	6.03972e+08
P0A6N8	EFPL_ECOLI	yeiP	Elongation factor P-like protein	6	6	9.23045e+07	8.91666e+07	8.88971e+07	8.63801e+07	9.14786e+07	8.52503e+07
P0A6P1	EFTS_ECOLI	tsf	Elongation factor Ts	27	27	1.82234e+09	1.72681e+09	1.72459e+09	1.65515e+09	1.73848e+09	1.64124e+09
P0A6P5	DER_ECOLI	der	GTPase Der	20	20	3.06268e+07	3.20204e+07	3.06838e+07	3.29114e+07	3.10537e+07	3.15321e+07
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	11	11	6.91523e+07	6.74048e+07	6.86727e+07	6.67488e+07	7.20186e+07	6.63328e+07
P0A6P9	ENO_ECOLI	eno	Enolase	25	25	1.24216e+09	1.2272e+09	1.21144e+09	1.24587e+09	1.23934e+09	1.18777e+09
P0A6Q3	FABA_ECOLI	fabA	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	10	10	8.20339e+07	8.61484e+07	8.07033e+07	8.45711e+07	8.11114e+07	8.6832e+07
P0A6Q6	FABZ_ECOLI	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	7	7	9.42739e+07	1.08095e+08	9.58438e+07	1.07657e+08	9.2146e+07	1.0626e+08
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8	7.20671e+07	8.83921e+07	7.9363e+07	8.57102e+07	7.6675e+07	8.35399e+07
P0A6R3	FIS_ECOLI	fis	DNA-binding protein fis	2	2	4.51133e+07	5.03388e+07	4.20227e+07	4.4436e+07	5.01137e+07	5.31746e+07
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5	6.87306e+06	6.16393e+06	6.79572e+06	6.45345e+06	7.06182e+06	6.45479e+06
P0A6S5	FTSB_ECOLI	ftsB	Cell division protein FtsB	2	2	162634				152483	
P0A6S7	GPDA_ECOLI	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	7	7	2.98781e+07	2.75136e+07	2.95385e+07	2.87514e+07	2.76225e+07	2.84643e+07
P0A6T1	G6PI_ECOLI	pgi	Glucose-6-phosphate isomerase	27	27	2.73854e+08	2.78736e+08	2.62777e+08	2.6621e+08	2.74274e+08	2.71749e+08
P0A6T3	GAL1_ECOLI	galK	Galactokinase	8	8	1.70355e+07	1.69957e+07	1.76707e+07	1.67444e+07	1.71447e+07	1.59571e+07
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6	2.20998e+07	2.41899e+07	2.26852e+07	2.32387e+07	2.33616e+07	2.28791e+07
P0A6T9	GCSH_ECOLI	gcvH	Glycine cleavage system H protein	3	3	1.40419e+07	1.49195e+07	1.49442e+07	1.49829e+07	1.40225e+07	1.45707e+07
P0A6U3	MNMG_ECOLI	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	18	18	2.55525e+07	2.57261e+07	2.61016e+07	2.52525e+07	2.56154e+07	2.49662e+07
P0A6U5	RSMG_ECOLI	rsmG	Ribosomal RNA small subunit methyltransferase G	5	5	2.24077e+07	2.10331e+07	2.10942e+07	2.16624e+07	2.16605e+07	2.24354e+07
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	12	12	1.33198e+07	1.28802e+07	1.35237e+07	1.43651e+07	1.31812e+07	1.30043e+07
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	11	11	3.36573e+07	3.20716e+07	3.38786e+07	3.13039e+07	3.3167e+07	3.23888e+07
P0A6V8	GLK_ECOLI	glk	Glucokinase	8	8	5.28834e+07	5.34735e+07	5.35889e+07	5.3703e+07	5.52926e+07	5.26749e+07
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	4	4	1.85315e+06	1.94021e+06	1.837e+06	1.84221e+06	1.74594e+06	1.93426e+06
P0A6W3	MRAY_ECOLI	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1	5.35409e+06	4.8975e+06	5.44513e+06	5.19705e+06	5.14374e+06	4.76059e+06
P0A6W5	GREA_ECOLI	greA	Transcription elongation factor GreA	11	11	1.13237e+08	1.07406e+08	1.13571e+08	1.06884e+08	1.15875e+08	1.02981e+08
P0A6W9	GSH1_ECOLI	gshA	Glutamate--cysteine ligase	13	13	2.5005e+07	2.57068e+07	2.67928e+07	2.49643e+07	2.7557e+07	2.5237e+07
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2	4.37722e+06	4.18413e+06	4.58663e+06	3.54274e+06	4.51272e+06	3.916e+06
P0A6X7	IHFA_ECOLI	ihfA	Integration host factor subunit alpha	10	10	1.94795e+08	2.26151e+08	2.01417e+08	2.22169e+08	1.99864e+08	2.26264e+08
P0A6Y1	IHFB_ECOLI	ihfB	Integration host factor subunit beta	4	4	5.27443e+07	5.89318e+07	5.56038e+07	5.63715e+07	5.42705e+07	6.04044e+07
P0A6Y5	HSLO_ECOLI	hslO	33 kDa chaperonin	5	5	4.30257e+07	4.59605e+07	4.41371e+07	4.39432e+07	4.35104e+07	4.68066e+07
P0A6Y8	DNAK_ECOLI	dnaK	Chaperone protein DnaK	44	44	4.23784e+08	4.26476e+08	4.12774e+08	3.98762e+08	4.12368e+08	4.03478e+08
P0A6Z1	HSCA_ECOLI	hscA	Chaperone protein HscA	18	18	2.93466e+07	2.90454e+07	2.99364e+07	2.90036e+07	2.87226e+07	2.83035e+07
P0A6Z3	HTPG_ECOLI	htpG	Chaperone protein HtpG	44	44	1.24195e+08	1.26091e+08	1.24273e+08	1.24114e+08	1.26217e+08	1.23602e+08
P0A6Z6	NIKR_ECOLI	nikR	Nickel-responsive regulator	4	4	7.72198e+06	8.9518e+06	8.45789e+06	8.4959e+06	8.07555e+06	8.37113e+06
P0A705	IF2_ECOLI	infB	Translation initiation factor IF-2	38	38	9.78652e+07	9.4461e+07	9.50625e+07	9.34427e+07	9.79922e+07	9.33423e+07
P0A707	IF3_ECOLI	infC	Translation initiation factor IF-3	6	6	2.8827e+08	3.26063e+08	2.92615e+08	3.24722e+08	2.96717e+08	2.96033e+08
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	18	18	1.98018e+08	1.9096e+08	1.8937e+08	1.77517e+08	1.87786e+08	1.77198e+08
P0A717	KPRS_ECOLI	prs	Ribose-phosphate pyrophosphokinase	13	13	2.37312e+08	2.30645e+08	2.34916e+08	2.4363e+08	2.41546e+08	2.22192e+08
P0A720	KTHY_ECOLI	tmk	Thymidylate kinase	10	10	1.33061e+07	1.33799e+07	1.33119e+07	1.39928e+07	1.27011e+07	1.28272e+07
P0A722	LPXA_ECOLI	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	7	7	5.97654e+07	5.75183e+07	5.85664e+07	5.87169e+07	6.07826e+07	5.77348e+07
P0A725	LPXC_ECOLI	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	3	3	3.60619e+06	4.83314e+06	3.40916e+06	3.52766e+06	3.79853e+06	3.14475e+06
P0A729	YCEF_ECOLI	yceF	Maf-like protein YceF	5	5	7.7632e+06	8.26176e+06	7.45228e+06	8.23453e+06	7.34886e+06	8.19697e+06
P0A731	MGSA_ECOLI	mgsA	Methylglyoxal synthase	2	2	3.28822e+07	3.29686e+07	3.2804e+07	2.99187e+07	3.34354e+07	3.2527e+07
P0A734	MINE_ECOLI	minE	Cell division topological specificity factor	10	10	9.29088e+07	8.70818e+07	9.18441e+07	8.92757e+07	1.04658e+08	8.88491e+07
P0A738	MOAC_ECOLI	moaC	Cyclic pyranopterin monophosphate synthase accessory protein	5	5	6.19115e+06	6.35018e+06	5.83027e+06	6.29295e+06	5.71948e+06	6.25706e+06
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	3	3	3.4448e+07	3.65982e+07	3.52778e+07	3.16938e+07	3.55026e+07	3.52663e+07
P0A749	MURA_ECOLI	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	13	13	4.25265e+07	4.2686e+07	4.34509e+07	4.37863e+07	4.4812e+07	4.38636e+07
P0A752	NADD_ECOLI	nadD	Nicotinate-nucleotide adenylyltransferase	1	1	2.39738e+06	2.73369e+06	2.48958e+06	2.56572e+06	2.77478e+06	2.70658e+06
P0A759	NAGB_ECOLI	nagB	Glucosamine-6-phosphate deaminase	5	5	3.39831e+07	3.76532e+07	3.50799e+07	3.64137e+07	3.67058e+07	3.71666e+07
P0A763	NDK_ECOLI	ndk	Nucleoside diphosphate kinase	6	6	6.52064e+07	5.81913e+07	6.26311e+07	5.88749e+07	6.6967e+07	5.99977e+07
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2	899580	1.13762e+06		1.08061e+06	883727	1.18597e+06
P0A780	NUSB_ECOLI	nusB	N utilization substance protein B	8	8	1.12453e+08	1.21068e+08	1.08302e+08	1.25173e+08	1.12308e+08	1.19435e+08
P0A784	ORN_ECOLI	orn	Oligoribonuclease	7	7	2.00879e+07	2.05922e+07	2.04715e+07	2.05782e+07	2.05585e+07	2.05933e+07
P0A786	PYRB_ECOLI	pyrB	Aspartate carbamoyltransferase catalytic chain	10	10	7.87926e+06	8.10634e+06	7.59574e+06	8.21802e+06	7.79643e+06	8.66604e+06
P0A790	PAND_ECOLI	panD	Aspartate 1-decarboxylase	2	2	5.02379e+07	4.96339e+07	4.78981e+07	4.43651e+07	4.96463e+07	4.86407e+07
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	9	9	4.40128e+07	3.97241e+07	4.29753e+07	3.92732e+07	4.25626e+07	4.10969e+07
P0A796	K6PF1_ECOLI	pfkA	6-phosphofructokinase isozyme 1	15	15	1.97766e+08	2.03865e+08	1.94378e+08	2.08376e+08	2.03032e+08	2.01207e+08
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27	1.80196e+09	1.67843e+09	1.75075e+09	1.59741e+09	1.73312e+09	1.54853e+09
P0A7A2	GPMB_ECOLI	gpmB	Probable phosphoglycerate mutase GpmB	5	5	9.16944e+06	1.02749e+07	9.35273e+06	1.00135e+07	1.12395e+07	1.10818e+07
P0A7A5	PIMT_ECOLI	pcm	Protein-L-isoaspartate O-methyltransferase	6	6	1.74504e+06	1.91027e+06	1.65062e+06	1.81402e+06	1.67863e+06	1.91084e+06
P0A7A7	PLSB_ECOLI	plsB	Glycerol-3-phosphate acyltransferase	19	19	1.68858e+07	1.69511e+07	1.65263e+07	1.76328e+07	1.68212e+07	1.77799e+07
P0A7A9	IPYR_ECOLI	ppa	Inorganic pyrophosphatase	10	10	4.10369e+08	4.82373e+08	4.19652e+08	4.74815e+08	4.12002e+08	4.75545e+08
P0A7B1	PPK_ECOLI	ppk	Polyphosphate kinase	15	15	5.27746e+06	5.21648e+06	4.9925e+06	5.20822e+06	4.73312e+06	4.923e+06
