protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	3257787.3130993894	3206423.5363940266	3350219.239428935	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			3	0.00016021634758685952	-5.851919382227529	False	0.0002913135593220339	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	3086261.914139177	3207251.814231046	3245411.453157193	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			3	0.00022466350074399905	-5.810841604199933	False	0.00031779661016949156	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	8328382.647995315	8352088.276953336	8755811.818470767	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			3	0.0002695381540479512	-7.225830833073381	False	0.00034427966101694915	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A729	9219804.863337323	9204004.113834178	9285347.113032231	8662183.553001907	8542919.56646873	8563914.121764248	P0A729	P0A729		yceF	0	0.0002867748682719051	0.10472525491815085	False	0.0003707627118644068	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A6E1	62430.69754014204	54504.46874999999	71953.0333383333	148473.14967300472	146121.924114723	163915.21470299456	P0A6E1	P0A6E1		aroL	2	0.0002977717792338873	-1.2794215313823538	False	0.00039724576271186443	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	4925414.958010574	4633036.677966374	4834435.699271127	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			3	0.0003271462125552608	-6.404299020370007	False	0.0004237288135593221	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A6M8	1176788040.982314	1184478280.3322346	1195551693.2695372	1258497611.2070878	1261117803.2108407	1272852015.350235	P0A6M8	P0A6M8		fusA	0	0.0004526680393344814	-0.09254962999925954	False	0.0004502118644067797	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	11299344.87506718	10824784.047532152	10496833.12735049	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			3	0.00046259909039036057	-7.584742312708527	False	0.0004766949152542373	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	3601282.3477811418	3896623.332422112	3783241.277045584	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			3	0.0005318868746023637	-6.052856736786177	False	0.0005031779661016949	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	14316326.46188245	14816284.723474294	15179545.321832286	18322308.654526345	18106957.47140954	17570928.085346114	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	0.0006922782349072876	-0.28526205681426475	False	0.0005296610169491525	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P52613	245732.675909712	241171.78120000023	269640.20976161986	386205.2708456041	366858.0936804086	373028.117357388	P52613	P52613		fliJ	0	0.0006990999136276449	-0.5738268667440206	False	0.0005561440677966102	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q47083	62430.69754014204	54504.46874999999	52991.61042449279	417103.35594265454	438134.7125735064	463403.2687034044	Q47083	Q47083		cbl	3	0.0007706495506833869	-2.956067100790646	False	0.0005826271186440678	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P66948	9050121.277074572	8952428.357752137	8824609.258291664	8009935.186078646	8152337.220572463	8045756.301653555	P66948	P66948		yfgC	0	0.0007864058177401525	0.14820867176677552	False	0.0006091101694915255	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	1553490.8183014735	7043897.583144587	7444684.531630611	6225072.352055464	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			2	0.0007980676806894937	-3.6322941432972997	False	0.0006355932203389831	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A7V0	464849915.5693042	458214049.41452616	456447341.2105383	494327466.6803392	498233999.0234987	488685253.0151461	P0A7V0	P0A7V0		rpsB	0	0.0008722303835238444	-0.10265467735864296	False	0.0006620762711864406	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P45578	58053037.40964407	60618109.65351442	57362976.40234793	68957552.82924908	71490403.93515821	71474020.0195141	P45578	P45578		luxS	0	0.0008725398165373053	-0.26767808991291464	False	0.0006885593220338983	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7W1	415147031.4544591	412798409.7746458	421081993.4188298	507537778.8350923	505057670.9761292	490751182.8153279	P0A7W1	P0A7W1		rpsE	0	0.0009085357652445082	-0.2673725297437592	False	0.0007150423728813559	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	8253063.234818538	7874337.375994205	7393179.724184626	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			3	0.0010188629764097505	-7.112866639346197	False	0.0007415254237288136	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	8218600.027393059	7427080.981212559	7461641.437943924	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			3	0.0011376609163714847	-7.087293080072281	False	0.0007680084745762713	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P09373	2387409030.3308096	2453929547.3309617	2421332933.276819	2663180462.475141	2637909837.5982604	2612124171.093481	P09373	P09373		pflB	0	0.0011521581681736969	-0.12376353024376166	False	0.0007944915254237289	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	880617.1119184796	807002.4552093014	790649.1335788142	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			3	0.0011585032376183392	-3.8663475044338464	False	0.0008209745762711865	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P45795	1736973.7072828852	1475787.6250000012	1263925.297248668	3007353.970073779	3278892.224934512	3561972.3331149044	P45795	P45795		yrdB	0	0.0011666295186790925	-1.1374314426688734	False	0.0008474576271186442	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABK2	5455662.181527366	5215660.1382469535	5636321.310055179	7054690.222499097	6850121.610163108	6811393.760260876	P0ABK2	P0ABK2		cydB	0	0.0012277336317075309	-0.345211446190455	False	0.0008739406779661018	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	2032640.9625494648	1779093.753907252	1950510.36535704	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			3	0.0015789364099598265	-5.083645910522307	False	0.0009004237288135594	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P33232	2508627.398178627	2847970.2487789667	2692198.470964401	3526846.3986870134	3816062.377248542	3727141.9402624974	P33232	P33232		lldD	0	0.0016173187729759757	-0.4598169153391673	False	0.000926906779661017	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07649	6474331.41070144	6122276.485120643	6136811.97104325	4935706.908716396	5245813.167309864	5057563.963532889	P07649	P07649		truA	0	0.0016873358287383337	0.29783810304275266	False	0.0009533898305084746	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76594	2296590.141053833	2315333.749999999	2278520.146964406	1787921.259137791	1889623.004490428	1845048.504482808	P76594	P76594		yfiQ	0	0.0017133015350790596	0.3192512088513	False	0.0009798728813559322	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A800	121921040.87613338	121303381.84218596	124766283.96176095	110871804.12742177	111478572.97879957	113750272.68879268	P0A800	P0A800		rpoZ	0	0.0017741884796568345	0.13077600073704834	False	0.0010063559322033898	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9X9	78272474.70508306	75705743.26698007	76211762.27976778	65132662.378013775	66203752.69024976	65874958.32172989	P0A9X9	P0A9X9		cspA	0	0.0018400004726245858	0.22308228108949835	False	0.0010328389830508477	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9H1	3556102.527243764	3702709.551227478	3816879.109562724	3004891.359941152	2830653.325756395	3002158.986510109	P0A9H1	P0A9H1		mug	0	0.0018633345888009977	0.3256532706934548	False	0.001059322033898305	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7A5	4694342.133831196	4638849.618105729	4721363.865211815	4414279.751562969	4443406.972891654	4482761.515869464	P0A7A5	P0A7A5		pcm	0	0.001887454072861545	0.0752306966738708	False	0.001085805084745763	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P33913	305689.5470989515	241647.54690000007	275348.65592705243	47487.40425073471	56019.5102618384	80288.54836005825	P33913	P33913		yejA	3	0.0018989341994363992	2.162240301148893	False	0.0011122881355932204	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9L8	4048122.265836832	4222951.402245079	3851339.001178948	5595283.280637657	5529690.447459831	5668276.105330833	P0A9L8	P0A9L8		proC	0	0.0019190843384483812	-0.4702045874648096	False	0.001138771186440678	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37626	6538324.073284815	6561206.599162733	6524160.756963474	6179781.374542347	6176682.015532719	6254611.771347214	P37626	P37626		yhiI	0	0.001954445775270843	0.07643505141931704	False	0.0011652542372881357	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFL3	18351890.221494853	18145283.955703247	18392283.699058566	15408640.664894218	15956408.25511662	15978414.026735106	P0AFL3	P0AFL3		ppiA	0	0.0019675943949169165	0.2133638542550269	False	0.0011917372881355933	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1901607.394999712	1984780.1336113336	1822923.4663796795	6265275.053361508	6640913.802092484	7114892.799275169	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.001972216874719108	-1.8101313636030543	False	0.001218220338983051	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AG44	435506179.4582621	421380667.9176303	435735638.4880208	487319218.1976273	493212668.8867217	486079505.3251473	P0AG44	P0AG44		rplQ	0	0.002069247507071573	-0.18218565776198967	False	0.0012447033898305086	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P28635	58598076.53723658	57223026.5801212	56406690.89611624	50448970.67494378	51216871.5117123	52366409.60401834	P28635	P28635		metQ	0	0.0021700202774650036	0.16108552385781266	False	0.0012711864406779662	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	2593508.988488858	3340902.6997813163	3056700.41521748	5845097.9294916	5975489.96755117	5680511.344019746	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.0023315279681198667	-0.9608740626447324	False	0.0012976694915254239	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P51025	3222187.232112896	3539297.681385749	3563747.556278368	4832003.921149638	4721986.618836092	4397199.62867434	P51025	P51025		frmB	0	0.0023341781239005297	-0.43421393896246463	False	0.0013241525423728813	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	1871202.983614766	1589594.0839920216	1716127.5058569624	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			3	0.002346269291377601	-4.9291101861467626	False	0.0013506355932203392	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0ABX5	1509995.4518476883	1418968.6025096586	1374519.9101354526	1754431.354202861	1897379.115500892	1870102.7312753191	P0ABX5	P0ABX5		flgG	0	0.0024472708262171946	-0.3596631172506193	False	0.0013771186440677966	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21156	4586647.978937384	4768480.217311053	4540857.275163088	5351105.055745184	5363154.082600031	5154792.689412492	P21156	P21156		cysD	0	0.0024692753018384444	-0.1915477792580043	False	0.0014036016949152544	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P45464	32905393.781262945	32861106.89841469	32292746.305672225	30688141.9029465	30469394.7674308	30837954.75989769	P45464	P45464		lpoA	0	0.0025895632765007646	0.09209052450454308	False	0.0014300847457627119	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7M6	99542985.3229446	96401731.06184097	101670523.54639845	115923859.62517512	114696372.3842555	110700286.06471518	P0A7M6	P0A7M6		rpmC	0	0.002693830226409512	-0.19767873875967065	False	0.0014565677966101695	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00452	102195515.30466416	103161329.27119598	102796809.9524619	98415205.67088036	97716980.89813185	99287304.10304429	P00452	P00452		nrdA	0	0.0027969808138115842	0.06088488789577687	False	0.0014830508474576272	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P17115	5899037.279245029	5763329.913829641	5830559.736092649	5440914.676770865	5554214.821465687	5441046.205027469	P17115	P17115		gutQ	0	0.0029454470128661365	0.08989704407446132	False	0.0015095338983050848	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P52614	1469748.8845466126	1331504.6250000002	1299488.6619589156	641021.0064896867	601052.1747434225	644182.3180087687	P52614	P52614		fliK	0	0.003095600239995971	1.1203599322290538	False	0.0015360169491525427	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9T4	28580559.729590114	29062902.473347694	28624995.063858043	30347968.4049544	29956123.85410475	29932844.68285732	P0A9T4	P0A9T4		tas	0	0.003125148500725724	-0.06488494025326828	False	0.0015625	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	1782950.0730950742	2150973.152794339	1905674.176292456	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.00324220630869326	-5.10288379670327	False	0.0015889830508474577	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P37685	3708978.300303988	3769949.998465266	3809733.448822031	4110705.111379884	4196695.47130048	4277560.10686367	P37685	P37685		aldB	0	0.0032706657272660207	-0.15682624298790662	False	0.0016154661016949154	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7G2	48893105.08168735	49963382.53358172	48605883.15968336	51953093.34963038	52789327.81113934	53128650.16798981	P0A7G2	P0A7G2		rbfA	0	0.0033309798801166228	-0.09839997584359007	False	0.001641949152542373	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0CE47	5966899898.009567	5903389783.475359	6026382777.827379	6508655648.904431	6357634832.225901	6348647258.492358	P0CE47	P0CE47		tufA	0	0.0034485175791726976	-0.10253693064073811	False	0.0016684322033898307	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8Z7	366034.7238071423	376908.2188	414108.1336592523	239611.3847196317	271806.6879454225	284120.603650219	P0A8Z7	P0A8Z7		yqiA	0	0.003714940945522686	0.5404485752633146	False	0.0016949152542372883	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P18355	2561406.627496982	2599189.7499999967	2663117.200893592	2086316.17794143	1944368.856593664	2141840.663300352	P18355	P18355			0	0.00379072186393128	0.34199261733295727	False	0.0017213983050847457	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7W7	96657540.0394019	89747898.51795334	92479922.80658478	107216033.4981521	108094438.40840372	111743836.40861778	P0A7W7	P0A7W7		rpsH	0	0.004151052939444545	-0.2298580097223546	False	0.0017478813559322036	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACY9	753264.0157797678	799623.0624999995	803773.0346864271	651503.5512459079	574545.4923921062	609008.886149653	P0ACY9	P0ACY9		yebG	0	0.004335247373940405	0.36091809497086114	False	0.001774364406779661	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75838	57135364.91852756	57856312.90077612	57791945.59389524	52052518.57695652	52796600.21756831	53787659.073897526	P75838	P75838		ycaO	0	0.004353720807404001	0.1232392041986609	False	0.0018008474576271189	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG86	73041295.1600356	75459155.44459853	71165169.11459392	86564321.86947228	84968144.93866012	85503089.58253221	P0AG86	P0AG86		secB	0	0.004774690603642272	-0.22665885644014744	False	0.0018273305084745763	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABE2	5200005.72569125	5251601.376122286	5101013.350360788	4863112.410300245	4808680.907271542	4685390.866971845	P0ABE2	P0ABE2		bolA	0	0.004799361663782442	0.11538485264084099	False	0.001853813559322034	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7R9	337046231.5411259	337933772.7100358	338262575.3400826	356848071.05454355	353794999.031308	359222420.9924698	P0A7R9	P0A7R9		rpsK	0	0.004931372655075964	-0.07844981513132922	False	0.0018802966101694916	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6E4	3125878.039449573	3351032.9088073624	3254639.3750733905	3927971.434958968	3876269.178334597	3841836.060891752	P0A6E4	P0A6E4		argG	0	0.004965877948893983	-0.2591024594769335	False	0.0019067796610169492	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P32160	2733562.3117695446	2676435.566271383	2583854.3614310278	2323551.3904857063	2250168.310872212	2303338.073082049	P32160	P32160		yiiQ	0	0.004977066503551459	0.21709944005605147	False	0.0019332627118644069	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64585	656151.9836464347	679611.5624999995	679587.0247104255	725394.5584637015	750135.7311278093	727123.2590700892	P64585	P64585		yqjE	0	0.005025847676805618	-0.1282117761921232	False	0.0019597457627118643	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
