protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A908	7610136.848607521	7698269.803464843	7749460.627784502	8593044.288602836	8722731.902276337	8674284.26670874	P0A908	P0A908		mipA	0	6.367739486589215e-05	-0.17270091161935558	False	0.00029008438818565405	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P52614	1587325.1753846218	1526661.7500000012	1527543.883250353	668644.0893237452	680796.7823040374	698605.396051754	P52614	P52614		fliK	0	7.686237939998441e-05	1.1803523867162606	False	0.0003164556962025317	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0ADB7	13099047.134255197	13438134.830150723	13811468.76580738	18636547.810739115	17896991.863598183	18236273.016203668	P0ADB7	P0ADB7		ecnB	0	8.571817275705646e-05	-0.44086051624722616	False	0.0003428270042194093	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P63389	12105942.850345124	11892883.57516536	11943381.00003792	13388244.845781725	13634176.946391791	13519976.407425305	P63389	P63389		yheS	0	9.535035201017067e-05	-0.17375241481018272	False	0.00036919831223628695	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P02358	374986003.32257015	376600576.379638	374630964.70601416	421650416.8457973	420519799.6393667	424938833.8031866	P02358	P02358		rpsF	0	0.00010977546048099853	-0.17005516071405394	False	0.00039556962025316455	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	8554988.254149428	8688475.026820622	8332425.172837447	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			3	0.00011704379662417415	-6.879153143756595	False	0.0004219409282700422	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A8J2	2379142.654910553	2387998.842262379	2424640.964911373	1973433.642106454	1987788.3045729827	1922422.188637494	P0A8J2	P0A8J2		dnaT	0	0.00012048798154656754	0.2896393930272884	False	0.00044831223628691985	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P77212	87630.9525906844	44381.08594	85257.72320815013	313042.27645718714	352140.4721735925	317593.6376890869	P77212	P77212		ykgC	2	0.0001843429827245461	-2.177375790611052	False	0.0004746835443037975	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AEH5	15960510.142216325	16026650.810583169	16386465.801512672	13792799.474193392	13571482.72616366	13992702.808198666	P0AEH5	P0AEH5		elaB	0	0.00021005945379947238	0.2260896914866816	False	0.0005010548523206751	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	10881609.63378169	10542144.411676444	10329460.840934897	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			3	0.00021168216018573998	-7.191271453054342	False	0.0005274261603375527	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P08622	52009940.27220655	52054092.27740295	51663271.19538891	49556205.72943882	49274218.03151976	49032783.37206571	P08622	P08622		dnaJ	0	0.00022574636180866916	0.07475880437733474	False	0.0005537974683544304	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P77213	433761.9067659408	431788.37500000006	429457.83356529445	492087.9807181435	491978.7150644616	499641.19885037467	P77213	P77213		ybdK	0	0.00024211836435882107	-0.19624595019322666	False	0.0005801687763713081	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AEZ3	81626473.0563845	80931568.89425062	81542291.61603215	77307325.61568445	78027504.94935383	77541597.230131	P0AEZ3	P0AEZ3		minD	0	0.00025461007842453743	0.06790965204235651	False	0.0006065400843881857	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P77775	897684.1327635996	792750.1874999994	779746.4751663776	112924.14147881836	111796.9242649386	53843.90876218889	P77775	P77775		yfcH	3	0.00040465818334989187	3.148530861680409	False	0.0006329113924050634	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P27253	857803.0440780183	731810.7499999994	810511.1810740496	112924.14147881836	111796.9242649386	53843.90876218889	P27253	P27253		scpA	3	0.0004070384822634259	3.1070237527716102	False	0.0006592827004219409	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	10129104.126648633	10143956.223111704	9464381.975064551	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			3	0.0004953469786380121	-7.096649355229384	False	0.0006856540084388186	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	5357777.439060885	5062123.152712254	5484135.426590947	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			3	0.0004957704702203958	-6.193761715987243	False	0.0007120253164556962	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A8X2	3434854.3260046826	3475828.288535173	3510329.44729006	3190713.373522348	3203252.453966944	3147232.455568902	P0A8X2	P0A8X2		yceI	0	0.0006041212091322086	0.12725302385209494	False	0.0007383966244725739	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	933365.6540548032	809349.6486213232	857549.4674712329	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			3	0.0006128818916125762	-3.5810992239171187	False	0.0007647679324894516	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	2437513.669506466	2269085.635110781	2236120.732798551	7250788.048639462	6868100.347101039	7551673.732227782	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.0006770716163921152	-1.6421636754122069	False	0.0007911392405063291	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P45795	1805704.0079262825	1527001.9999999988	1545756.0189319171	3158229.35645917	3334791.977481308	3605285.053977654	P45795	P45795		yrdB	0	0.0007118580085034045	-1.0496150515578042	False	0.0008175105485232068	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P33018	294096.78105274175	295552.6250000001	311064.07445939543	490888.5991480292	509235.1501272113	470743.2796074823	P33018	P33018		yeiG	0	0.0007164622744767448	-0.7075266694246712	False	0.0008438818565400844	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0ACA7	11519321.402912632	11563387.93680035	11771166.512661189	12711463.14599187	12477775.588412223	12553099.451989144	P0ACA7	P0ACA7		gstB	0	0.000803056254314748	-0.114864705620777	False	0.0008702531645569621	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A8Z7	476942.09848949534	449787.50000000006	482068.02890610025	259724.780367574	294534.9393298518	308124.2395057835	P0A8Z7	P0A8Z7		yqiA	0	0.0008628487889683343	0.7080621360281664	False	0.0008966244725738397	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P45955	9753722.42675431	9955828.51758335	9753673.871686729	9079954.545375796	8843528.375774728	8901086.2260183	P45955	P45955		ybgF	0	0.0008652415003679237	0.1353603464403859	False	0.0009229957805907173	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	3307335.597262566	3483648.831248282	3733066.588456201	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			3	0.0011385980756231165	-5.598058933975477	False	0.000949367088607595	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A6F5	720342350.8399426	721523764.098042	729993427.6385705	772760675.0202186	771086783.9069799	775520441.3446621	P0A6F5	P0A6F5		groL	0	0.0011389788339715773	-0.09480087485032228	False	0.0009757383966244726	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07649	6985623.517730698	7158159.999844153	6898789.131431343	6033073.244288076	6083179.183334275	6280282.754596662	P07649	P07649		truA	0	0.0011924237332399704	0.19387702465917017	False	0.0010021097046413502	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	12790622.061370132	11869142.482428564	11358877.239618	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			3	0.0012167425691647787	-7.373112566752795	False	0.001028481012658228	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	2203232.091562869	1927831.861124596	2115266.2261846988	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			3	0.0012409382005037805	-4.845449523506544	False	0.0010548523206751054	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A858	227186383.9227561	228850436.5033573	228650852.4618832	237764117.2404688	240906752.23381907	239790507.281074	P0A858	P0A858		tpiA	0	0.0013739243229933754	-0.06946456357711618	False	0.0010812236286919833	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P04391	87630.9525906844	44381.08594	85257.72320815013	264877.1302273732	263123.47707351926	214894.15973854775	P04391	P04391		argI	3	0.001377460389824834	-1.7736704606414389	False	0.0011075949367088608	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAB8	7219318.385114183	7680510.564434861	7563123.383345214	9221097.425661432	9075433.272833005	8744417.6889977	P0AAB8	P0AAB8		uspD	0	0.0015153531968046957	-0.267598195752016	False	0.0011339662447257383	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P32157	13254159.864071803	12919595.10223302	13396431.945397444	11815979.588642674	11987760.58931752	11597132.878966572	P32157	P32157		yiiM	0	0.0018678628221995253	0.1606289394505172	False	0.0011603375527426162	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEX9	34863651.4205311	33812444.96785302	35109649.51065833	39203880.24918524	38342836.384023696	38555722.10221396	P0AEX9	P0AEX9		malE	0	0.0018892424082762747	-0.16178996112889715	False	0.0011867088607594937	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69441	181549130.0567602	176021681.05863956	175184608.62560245	207188416.7582318	210844379.4570544	200987015.38840652	P69441	P69441		adk	0	0.0019403616798269814	-0.21651221866725398	False	0.0012130801687763714	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	1855866.783196371	2182688.442991008	2049746.746598308	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.0019485409758794806	-4.808480608400316	False	0.001239451476793249	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P76270	6993799.478962629	7164800.06558412	7125738.5294889165	8963747.384829193	8872542.64661264	8547256.740124352	P76270	P76270		msrC	0	0.00199658647964148	-0.3098462966861622	False	0.0012658227848101268	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	87630.9525906844	44381.08594	85257.72320815013	1985931.8065837251	1686554.6224667248	1905281.3946385817	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			3	0.0020351786892051165	-4.682128574755814	False	0.0012921940928270043	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P76187	4258850.0444659805	4205417.724133018	4459953.471894462	5156837.559970923	5043755.093044936	4938623.230573831	P76187	P76187		ydhF	0	0.002091413333782029	-0.22821313231480653	False	0.0013185654008438818	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG99	16890905.09350529	17553367.753699902	17880910.707480334	20670089.679474294	20454694.697998576	20047309.278131552	P0AG99	P0AG99		secG	0	0.002122787290163582	-0.22536818671098655	False	0.0013449367088607597	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEI1	68276299.25009237	69668275.31217642	70006326.337151	74674972.11397462	74204259.40174134	75324369.28402106	P0AEI1	P0AEI1		miaB	0	0.002123611048203543	-0.10856651344825022	False	0.0013713080168776372	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77247	6460339.042638404	6489672.438768443	6343507.754859482	6970581.772607704	7010371.816391094	6940060.51352178	P77247	P77247		yniC	0	0.002163632486444224	-0.11683646259207059	False	0.001397679324894515	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFI0	4535726.504145521	4994767.401752998	4872532.736211943	6024127.28952947	6308204.787599709	5949602.716130154	P0AFI0	P0AFI0		oxc	0	0.002182763023897903	-0.34404674969333876	False	0.0014240506329113924	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB38	8023500.906667736	8364160.13673928	8302417.002321223	7321240.309289187	7160574.868267187	6926503.611898657	P0AB38	P0AB38		lpoB	0	0.0022054227307048897	0.20575989256864002	False	0.0014504219409282701	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22524	18333305.148327075	18367752.02781667	20219635.49387067	25767669.50950846	24269917.62146017	24446564.833225805	P22524	P22524		mukE	0	0.0022385415241297393	-0.3879802769932921	False	0.0014767932489451478	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P33937	48261905.40020923	48604456.77647329	48225007.45027435	46661213.00941135	46806808.751073554	46190572.33533227	P33937	P33937		napA	0	0.0022953764911015947	0.055057352392557345	False	0.0015031645569620253	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23839	24892180.87988931	25601128.46930012	24978375.315731447	23012115.663961645	23332175.329881743	22822584.50597577	P23839	P23839		yicC	0	0.002493515186082813	0.12585419162643194	False	0.0015295358649789032	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AF03	27073806.33886137	26551416.428727657	26394998.88814534	28546906.58755733	28645881.770106163	28941775.771492276	P0AF03	P0AF03		mog	0	0.002565315083968364	-0.10622765438433253	False	0.0015559071729957807	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P18355	3344906.1180107696	3262498.5000000023	3289366.2150356174	2341009.391721904	2106955.378988548	2322791.860369452	P18355	P18355			0	0.002629757105069571	0.5476408085813689	False	0.0015822784810126582	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABT5	881946.2832852043	834284.5053371508	821073.5049986165	1090789.8555490987	1182886.721478433	1097857.1451589367	P0ABT5	P0ABT5		dusB	0	0.002717938464429649	-0.41010847842938425	False	0.001608649789029536	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	87630.9525906844	1946947.8274430009	642154.2413046102	8003117.345906588	7612857.688257883	7254865.164423348	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			1	0.0027458350512886945	-3.0949642103823134	False	0.0016350210970464136	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P61175	487660230.7701551	493227016.4932854	485709712.4055712	458508331.9489175	456882817.9817624	467068711.66532993	P61175	P61175		rplV	0	0.0028387814548629423	0.08523485991999383	False	0.0016613924050632913	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75883	1889206.4756288363	2114563.579851701	2103799.8781889845	2726564.515646738	2808874.844398307	2670254.5999194854	P75883	P75883		gfcC	0	0.003162213556660793	-0.42602687048002774	False	0.0016877637130801688	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	1005676.7724155858	885047.6306362797	783348.2794400415	1959297.2509368449	1971905.5459657763	1948329.7927695855	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	0.0033023331569674813	-1.1366627893740364	False	0.0017141350210970465	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P03023	129807.2660955466	44381.08594	85257.72320815013	262247.3708589316	337001.33516773843	287273.63290954835	P03023	P03023		lacI	2	0.003337396065608749	-1.7727222734237669	False	0.0017405063291139242	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36979	14480855.511560172	14466163.572121518	14617232.92444262	15188980.93382024	15259975.527445288	15475079.461137995	P36979	P36979		rlmN	0	0.003474175977954845	-0.0761046628319719	False	0.0017668776371308017	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P60955	87630.9525906844	44381.08594	85257.72320815013	226224.3887217459	301510.15000471764	284556.9936955162	P60955	P60955		lgt	3	0.0035464657996711266	-1.902510202239521	False	0.0017932489451476794	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADA1	4108110.233202464	3967690.3886255897	3983180.9540155903	3353342.715035325	3103421.21751419	3347015.390817211	P0ADA1	P0ADA1		tesA	0	0.0036679393836196237	0.2986981560575759	False	0.0018196202531645571	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00963	55804908.15121974	58599180.59870428	56796196.670862645	63556346.32026434	63867280.8277631	65141934.446126185	P00963	P00963		asnA	0	0.0037130920674131006	-0.16966460784688833	False	0.0018459915611814346	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	11905577.475882774	7578436.896385258	9640025.53756496	23789957.542439517	24941235.6101676	23509742.222362947	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	0.0037256511555973128	-1.3106060816351657	False	0.0018723628691983123	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P76223	9172503.659238065	9468226.096134111	9751314.996565796	7859965.119237813	8073939.467216263	7361851.965156556	P76223	P76223		ynjB	0	0.0038189824229663007	0.2854195694234646	False	0.00189873417721519	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22707	6174339.779610186	5690879.661760145	5810210.857199481	6947542.238326764	7515571.844939203	7195397.520063553	P22707	P22707		finO	0	0.003952797441250983	-0.29318876569264885	False	0.0019251054852320677	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6A3	450944617.3088683	459484757.184687	451713494.6053529	471280465.5059389	478238439.1668175	477512418.9936389	P0A6A3	P0A6A3		ackA	0	0.004040139608819561	-0.06713897350631777	False	0.0019514767932489452	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37355	843587.9813794284	837721.3749999994	785442.013427791	708216.6263260336	649003.8270464635	666666.2637360105	P37355	P37355		menH	0	0.004453478577894648	0.28548376962713556	False	0.001977848101265823	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
