protein	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	6235093.804667624	6632259.081226629	6164926.987310367	65653830.91181304	64985266.92874434	66506792.88974983	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	1.0239205679171516e-05	-3.372743342268546	True	0.00028705636743215035	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	8431828.725020261	8065193.884264059	11346139.051805371	63616483.886072405	64090755.32464347	62051206.87677121	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	1.1887566112821122e-05	-2.7687691537083317	True	0.0003131524008350731	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	2667682.492805948	3470311.548638226	3866545.97975828	41031501.98754603	40670809.80141713	40677842.829384565	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	1.7123933480579153e-05	-3.612642883943409	True	0.0003392484342379958	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	5795048.483053638	5936390.047970885	6246505.19859	91264150.14427066	90945358.7142388	89342979.68553424	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	2.2140711548652323e-05	-3.9169311606774415	True	0.00036534446764091864	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	1994080.458483013	2205721.213582189	2256319.4939118503	30659433.646681275	30300846.535422664	31246194.837719504	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	2.706553043224564e-05	-3.836128504733481	False	0.00039144050104384135	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	25367989.775673717	26532334.20230079	26944301.014502835	298049429.6482722	301872530.72965026	294564376.03828627	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	2.76350105000097e-05	-3.503975132927412	False	0.0004175365344467641	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	7571834.468297747	8040004.895907805	7774909.897869283	110019961.53785165	110077404.20615198	107523670.26433116	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	4.617748085279839e-05	-3.8082647456552507	False	0.0004436325678496869	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	14338408.548595348	16035128.174888903	11163669.653873304	72368203.9603398	71505408.01749109	69853037.24835548	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	4.86159143414944e-05	-2.3632907117085105	False	0.0004697286012526096	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P45795	1547073.613114923	1416231.7499999995	1348944.9375244342	3031359.8152309614	3267956.2472596224	3167822.9793287218	P45795	P45795		yrdB	0	5.369862049549661e-05	-1.1344875903881075	False	0.0004958246346555324	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	7658619.651468888	8532231.037601316	7787029.388116483	98857589.18660714	102646918.8472024	101181884.50447533	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	6.0708091067951054e-05	-3.6580478008167523	False	0.0005219206680584551	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	2756435.819794995	3290056.038606205	3213463.209626015	47018650.41590759	47314378.14587149	45426009.46651744	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	6.257514744020512e-05	-3.9157925798704407	False	0.0005480167014613779	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	4864659.321946411	3311046.0943586905	6109004.031682716	52257763.24333414	52201434.621635646	53075377.9079828	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	6.623966278856786e-05	-3.463124909680418	False	0.0005741127348643007	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A780	29475678.250937227	29686577.609084867	30158892.533970576	34483955.982027434	34951961.52456358	34532269.823238485	P0A780	P0A780		nusB	0	7.662213239574478e-05	-0.21906844834924535	False	0.0006002087682672235	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	6390491.514130501	6018804.624839168	6281998.149645319	88828797.26485667	88075791.9234513	85793780.12628143	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	0.00010209862222435595	-3.8129688672105257	False	0.0006263048016701462	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	2770901.574764702	2178182.335944525	3065001.6322798324	31897737.145696703	33064429.315907523	34282435.21258737	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	0.00010918531497345767	-3.63037881581287	False	0.0006524008350730689	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	24577208.176082656	24166766.581288397	24726411.283549823	326442418.9450485	321480134.8573161	333018635.2501755	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	0.00011769574289048459	-3.7389318840723256	False	0.0006784968684759916	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0ADC1	1804395.2448731167	1826793.8175407948	1827859.267072945	1297955.233906647	1295708.7481409016	1247990.036864163	P0ADC1	P0ADC1		lptE	0	0.00012187265462233818	0.5069218743708733	False	0.0007045929018789144	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	8873128.139153656	20044088.89339712	11184969.070154224	90850603.4249486	92897795.94392344	85386943.47066933	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.0001333981331985289	-2.7465790680470157	False	0.0007306889352818373	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	8952963.153482253	13471988.397175943	10006476.909254696	103864371.69295824	114073487.70648332	111384969.0858011	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.00015185231089554836	-3.3440380476671057	False	0.00075678496868476	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	4028789.7102157217	5469400.845322713	5230057.989237751	20969424.51566186	21505819.45871233	21477925.36340505	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	0.00015965187723197258	-2.1184299787235625	False	0.0007828810020876827	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	2413815.8307255944	2354584.4066821504	2547276.63377828	27104430.754734468	26328748.115314007	25830099.871493064	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	0.00017588299943424238	-3.43758938723179	False	0.0008089770354906055	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	2778041.617069589	2806814.1562768496	2617241.2695435225	43552468.67816886	41530443.07281354	42173545.35370463	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	0.0001985903042849102	-3.9556022385761067	False	0.0008350730688935282	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	11904210.82636107	11505413.98537626	11179736.467299556	205031072.10829023	211469541.6797746	215110343.7799326	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00020502006435883506	-4.190635921638654	False	0.000861169102296451	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A972	341139909.6321555	342968973.9363771	358606656.48963326	215317031.1245212	201947974.9884863	228145935.07405856	P0A972	P0A972		cspE	0	0.00024896685656874377	0.6920556943284425	False	0.0008872651356993738	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P24255	3378297.6298342096	3357974.452685206	3441420.039184407	2618006.3231968465	2750774.2696681856	2694146.156200928	P24255	P24255		rpoN	0	0.00027174813601438816	0.33603493459014033	False	0.0009133611691022964	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	20318360.327128064	21365101.84594129	20363674.869373616	315035829.66816205	328037819.33090174	333664021.93692106	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.0003119414466289958	-3.9765345911530496	False	0.0009394572025052192	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	5014627.334091711	5096511.685612641	5383266.629937915	60037140.01141801	62583700.25422429	63699177.55390265	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.0003179940906865702	-3.5879633619229554	False	0.000965553235908142	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P76053	2396679.910060888	2357773.1809731843	2357748.865878416	2586716.728207422	2584006.255753168	2550077.4299624227	P76053	P76053		smrA	0	0.00033485978415826747	-0.11845412788985124	False	0.0009916492693110648	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	1551070.1958845486	1499137.5271969736	1635420.4537140296	23233885.246081475	24073396.265674	22595723.865235124	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.0003489677019781923	-3.899040103212539	False	0.0010177453027139876	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	1628805.5721770315	1512123.158514379	1712685.35760329	26029765.97836384	26838263.973103885	27824663.41427332	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	0.0003628403880630382	-4.055306735748003	False	0.0010438413361169101	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P68919	190170450.9153332	193577236.13065395	194473463.93943545	170923565.59453276	172455394.6503936	174337925.94463012	P68919	P68919		rplY	0	0.0003816442984836056	0.15945800786288064	False	0.001069937369519833	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	4762452.423254389	4970728.453564376	5126273.969771334	6726176.570184179	6743273.537611774	6407016.130831471	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			0	0.0003894076539012865	-0.4196801001820682	False	0.0010960334029227559	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	5879416.670882764	6404519.977043596	5368546.914130573	76349762.93535227	78320726.14119098	82321266.39196898	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	0.00041717068828484494	-3.7468937926973767	False	0.0011221294363256784	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0ABH0	14183530.614885513	14260869.88051895	14506810.829024935	12884532.489573302	13018790.670985311	12763243.417660808	P0ABH0	P0ABH0		ftsA	0	0.00045292030832711123	0.15161215419933477	False	0.0011482254697286014	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0ACQ4	34243930.439107	34043368.44892318	34198338.28611563	33194693.92823278	33357532.72689633	33289080.141000926	P0ACQ4	P0ACQ4		oxyR	0	0.00045516765492700073	0.03771301524968006	False	0.001174321503131524	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
Q46861	79921.13554057591	75602.75000000003	24836.11861613482	530983.4620323759	511789.6374509901	511892.0555614538	Q46861	Q46861		ygiQ	3	0.00047508496471915674	-3.1076525316160044	False	0.001200417536534447	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	2733923.080008049	2482518.50038557	2125735.469379702	41839009.5317652	44928349.97152458	45085267.49835314	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	0.00047743070470588527	-4.166574601083704	False	0.0012265135699373695	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	14952723.334989002	16282915.634646	12728117.187058412	46278429.06650053	45580251.64965148	45482339.384393625	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	0.0006273294229995648	-1.6433760273551534	False	0.0012526096033402925	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P46859	1790771.238146946	1893096.624999998	1788814.8000927605	1378005.280399168	1413010.43549859	1297291.8414164677	P46859	P46859		gntK	0	0.0006856013002671054	0.42074447127404496	False	0.0012787056367432152	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AD33	62729068.6112506	63273525.62763184	60821423.44292325	49724191.21769861	50033926.54049287	52584810.04363375	P0AD33	P0AD33		yfcZ	0	0.0007287583912269384	0.29435740913520647	False	0.0013048016701461378	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AEN8	11830118.82554271	11699279.398743585	11490975.980107907	12807836.463319184	12866231.111089922	13051632.472292794	P0AEN8	P0AEN8		fucU	0	0.0008189662817660201	-0.14509681939944316	False	0.0013308977035490607	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P24186	25748388.4787498	26226838.435894705	25787943.828993622	23641116.76377083	24195133.22019014	23847670.17072841	P24186	P24186		folD	0	0.0008208321672905852	0.11743750937564702	False	0.0013569937369519833	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P75883	3308463.2988040764	3395626.9296473004	3297351.423480541	4040998.96064826	4007638.613043013	4029682.3938703993	P75883	P75883		gfcC	0	0.0008761897022340345	-0.27221182570913416	False	0.0013830897703549063	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A7K2	335349966.8432776	348443252.3282273	347555378.0316357	393905774.6094504	389053081.7724889	401096303.7928187	P0A7K2	P0A7K2		rplL	0	0.0008801393007062707	-0.19920424367152453	False	0.0014091858037578288	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P21866	1245561.8467179446	1197229.4999999988	1111819.5021517558	1968865.421891911	2013094.8565300447	1999979.7935412503	P21866	P21866		kdpE	0	0.0009471770243802452	-0.7509218320311778	False	0.0014352818371607516	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P18355	2699265.367686721	2777271.25	2624338.8396029244	1584267.190973124	1701508.171605613	1841272.6530996072	P18355	P18355			0	0.0009620267482940949	0.6599494188226493	False	0.0014613778705636746	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
