protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	8584335.035040589	8730677.413303003	7542781.603105473	19958155.108788203	19121441.68100337	19809314.285819933	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	4.05922805610395e-05	-1.2442977232925463	False	0.0004175365344467641	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	79084331.85602036	71232152.27073316	76741773.73557998	176338306.67154214	176434860.040588	172803312.70709163	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	4.157674804385746e-05	-1.210838206696564	False	0.0004436325678496869	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	12471740.038983705	11553864.410906317	11290058.301390668	26648776.904575773	26090199.57646512	26650556.097421754	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	4.4395969710348144e-05	-1.168640631083064	False	0.0004697286012526096	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	14782066.86440944	16880232.939139664	15599506.623466564	34667991.0568497	35827084.86457634	34738287.03030002	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	5.2411380177074395e-05	-1.1548454882342833	False	0.0004958246346555324	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	13361015.505036091	12034999.146951362	11624329.900897369	27229650.607333414	25999419.908027552	26795308.345694706	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	5.891972832511789e-05	-1.1121212511902485	False	0.0005219206680584551	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	6410547.662506885	7263419.80776351	7267679.718882586	16114213.721901605	16332117.95678554	16675176.424580852	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	5.987788836663319e-05	-1.2299799307126307	False	0.0005480167014613779	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	5824758.02731824	5203380.946485999	5154297.046232596	13179303.206608811	12217570.955947384	12997620.980977174	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	6.773726328133317e-05	-1.2464706777048733	False	0.0005741127348643007	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	21627395.57723461	26295202.856015146	25815564.93461267	54500003.531672746	58120784.64075741	57186685.05206544	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.0001166245447018572	-1.203416565188541	False	0.0006002087682672235	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	15842687.186121684	17664812.339042757	16707422.18362949	35917881.158955015	38848331.24615615	37343325.33426138	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.00011936518657468594	-1.1587209811725938	False	0.0006263048016701462	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	19019258.48343203	18639193.76377227	19072400.237024236	45867373.98745128	45634561.20421192	47243364.74636238	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	0.00013870882081279425	-1.2902334519197405	False	0.0006524008350730689	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	13395504.50709398	14468553.695496276	13643843.378625449	31040010.66824801	30937616.33825191	32911502.00963161	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.00015876084049934664	-1.1928568153964896	False	0.0006784968684759916	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	20154810.753335685	19509174.742088035	17374979.990603026	35876051.985792816	36082966.18762769	37629928.00834852	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.00017088717629223013	-0.9420825654852255	False	0.0007045929018789144	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	11968859.90479028	11416345.219295964	10989141.317659156	26657970.70115817	26613169.30686027	26836508.46999558	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	0.00017217661308333872	-1.2206077102513264	False	0.0007306889352818373	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	9188331.809335904	9294070.34131589	8943765.112839606	19557256.172932323	19855980.21946565	18889768.649638604	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.00020435271021098931	-1.088017221104789	False	0.00075678496868476	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	21390026.776266757	20073034.09677262	20227295.488746077	47389429.243288174	49635755.19400138	46459464.733047	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.00021597295000848067	-1.2177795118693358	False	0.0007828810020876827	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	9437281.979831096	9863574.961877886	7766756.112872241	20708305.90166481	20471155.220117703	19034736.51690864	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			0	0.00022885650513087356	-1.1535360240201487	False	0.0008089770354906055	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	20261156.963403177	17485488.877204835	17422253.059954736	44322621.62793434	45390972.50916931	45650198.5498118	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.0002337168714520924	-1.294914804695206	False	0.0008350730688935282	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	9777047.929440431	10018520.939997084	9544266.75965944	21609683.68156821	22230984.529044304	20966948.165901866	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	0.0002470889626014406	-1.14330258411623	False	0.000861169102296451	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	26514070.12530329	22856559.320393257	23278586.262698382	53907585.14932161	55310991.77826733	53695448.22775598	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	0.0002916565930459872	-1.1650916815230246	False	0.0008872651356993738	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	3270134.1699384414	3742177.0833686898	3508372.382532779	8305258.761263678	7594459.03288516	8383633.30004963	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			0	0.0004481148700198785	-1.2067390725083489	False	0.0009133611691022964	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	46118292.91434384	46615016.12449075	45855123.96467816	105662461.68078712	108070911.79941016	110950661.23978756	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.00047910394358600397	-1.2282295955912006	False	0.0009394572025052192	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	2645049.735065992	2753792.435212972	2615584.191237524	4403384.894483531	4395540.181941171	4133343.221554257	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.0006196981258227846	-0.6903041763867553	False	0.000965553235908142	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	2629129.041351962	2717481.6991497143	2906387.613839234	6721060.167736021	6143614.134768688	6770693.844512754	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			0	0.0008350671305264664	-1.250464389791783	False	0.0009916492693110648	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	15800092.18288165	15479744.461069454	16079223.488780012	33804416.34090814	31389718.87815357	32409148.74721648	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			0	0.001014519602894564	-1.0432892394596804	False	0.0010177453027139876	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.6609640474436812
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	3663611.3336941	3810414.625774669	3827249.480605309	9633977.768370634	10343752.040960522	10446450.261619316	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			0	0.0010997774521790205	-1.428732781355916	False	0.0010438413361169101	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.6609640474436812
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	3983873.246294649	3739199.2203881047	3896896.527708454	9339199.279437592	8888095.459364949	9777750.82437295	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	0.0011580962298953982	-1.2690805563000158	False	0.001069937369519833	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.6609640474436812
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	19741280.126030825	16757328.6918251	17761069.00055679	40655114.49836339	40611940.575520806	40498846.93667863	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	0.0014747199836182604	-1.1661578069185117	False	0.0010960334029227559	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.6609640474436812
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	1473616.9066962455	1244914.7117039245	1025610.9848368324	2647351.884917636	2589094.5578889777	2854819.608211376	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			0	0.0015433023872075088	-1.111730076780788	False	0.0011221294363256784	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.6609640474436812
P20083	6445325.986048753	6710359.81316661	6643421.616232459	5943582.561879327	5735934.240253639	5886080.993810428	P20083	P20083		parE	0	0.0022485247808680694	0.1726827166238039	False	0.0011482254697286014	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEK4	172601664.984411	171696994.63607484	172166848.42287046	179090429.81714794	177251334.06029978	178290466.48891878	P0AEK4	P0AEK4		fabI	0	0.00227973240382013	-0.049874810785068814	False	0.001174321503131524	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFQ7	17156892.47968017	17303726.178760126	17111365.398861166	18031578.856696382	17975180.189462636	17772655.410233025	P0AFQ7	P0AFQ7		ycfH	0	0.002304168178071514	-0.060466498004276545	False	0.001200417536534447	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	15645906.101044567	16461512.508888513	15754619.027239416	34636422.22360619	38720311.8794091	35776614.25139991	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.0025336277966107037	-1.1891382963102854	False	0.0012265135699373695	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.6609640474436812
P52119	12141972.424709948	11891648.360056669	12148714.06661855	11385994.199246729	11063259.05453182	11209900.304347686	P52119	P52119		ratB	0	0.002702556664299426	0.10428661126313543	False	0.0012526096033402925	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADZ7	28442902.58301713	27514539.925961383	27509190.37915062	24013438.228135865	25264538.43399837	24501445.158567596	P0ADZ7	P0ADZ7		yajC	0	0.0027442101785959726	0.1779810893220192	False	0.0012787056367432152	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76594	2348579.518886289	2212608.045513997	2252404.145544904	1936655.124999998	1868797.7579526105	1991664.1071202727	P76594	P76594		yfiQ	0	0.0034205439831304814	0.23307989902874274	False	0.0013048016701461378	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
