Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				8264090.0	8053990.0	47849.9	8204750.0	76726.4	82659.6	3	3.7409203127735126e-05	-6.886707722875878	False	0.0002873563218390805	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A7L3	P0A7L3		rplT		42064100.0	42027700.0	36675700.0	42670800.0	36841600.0	36078100.0	0	5.626666873913502e-05	-0.20994190998062992	False	0.00031347962382445143	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				11838900.0	12097900.0	47849.9	11761100.0	76726.4	82659.6	3	6.239186274299265e-05	-7.42842145072749	False	0.00033960292580982235	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				15925900.0	15875300.0	1650190.0	15575200.0	1572110.0	2432250.0	0	6.579486006353039e-05	-3.0666844549450603	False	0.0003657262277951933	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				6300060.0	6071320.0	47849.9	6138750.0	76726.4	82659.6	3	8.644845195140562e-05	-6.480897270936383	False	0.00039184952978056425	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0ADN2	P0ADN2		yifE		6443360.0	6405330.0	5938320.0	6477800.0	5983490.0	5905370.0	0	8.841811719515165e-05	-0.1165011371361184	False	0.0004179728317659352	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ABI4	P0ABI4		corA		1898440.0	1897300.0	2043900.0	1911720.0	2038570.0	2060310.0	0	0.00011458859354025192	0.10604287142250161	False	0.0004440961337513062	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				13519200.0	13157900.0	47849.9	13687400.0	76726.4	82659.6	3	0.00012730852930474906	-7.605669264353583	False	0.0004702194357366771	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				7595080.0	7451800.0	47849.9	7221160.0	76726.4	82659.6	3	0.0001928493349316319	-6.747556823210009	False	0.0004963427377220481	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1719760.0	1605720.0	47849.9	1710390.0	76726.4	82659.6	3	0.00019711419184239963	-4.602895189143096	False	0.0005224660397074191	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0AD33	P0AD33		yfcZ		49470300.0	46474200.0	62458500.0	48468000.0	65447200.0	63673100.0	0	0.00022051886420402405	0.4077422982458508	False	0.00054858934169279	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				3339190.0	3284730.0	47849.9	3141380.0	76726.4	82659.6	3	0.0002285168850375171	-5.558318514355569	False	0.000574712643678161	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P33602	P33602		nuoG		14197700.0	14099500.0	13390600.0	14072200.0	13459700.0	13519000.0	0	0.00023400201137552945	-0.06976412777196109	False	0.0006008359456635319	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				3885100.0	3733520.0	2230600.0	3890360.0	2451440.0	2189310.0	0	0.00026196629260769657	-0.7440945028704554	False	0.0006269592476489029	True	False	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P06722	P06722		mutH		1176200.0	1171410.0	1080400.0	1179740.0	1094740.0	1083520.0	0	0.00029368506371421166	-0.11430590082017525	False	0.0006530825496342738	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				2177500.0	2073460.0	175797.0	2175780.0	181928.0	178058.0	0	0.0002964432258400646	-3.584366396559981	False	0.0006792058516196447	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		27382200.0	28904200.0	21577300.0	27964400.0	21493000.0	20331600.0	0	0.0003313251210114223	-0.41016431035366346	False	0.0007053291536050157	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
Q59385	Q59385		copA		4730610.0	4795670.0	5144180.0	4798620.0	5158350.0	5104960.0	0	0.0003355933019691586	0.10510678696981843	False	0.0007314524555903867	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P22523	P22523		mukB		4246410.0	4236970.0	4374000.0	4231980.0	4351880.0	4355330.0	0	0.0003512548016100147	0.04092368648665549	False	0.0007575757575757577	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P61889	P61889		mdh		15810100.0	16021800.0	17440500.0	16132700.0	17590300.0	17277800.0	0	0.00038280011548932636	0.125078132191511	False	0.0007836990595611285	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ABA6	P0ABA6		atpG		33909700.0	34444100.0	30962100.0	33954100.0	30253900.0	30261900.0	0	0.0004004823935411016	-0.16142239903977218	False	0.0008098223615464995	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A763	P0A763		ndk		13721600.0	13669400.0	15008200.0	13493500.0	14718000.0	14850400.0	0	0.0004216137824509203	0.12473258490315262	False	0.0008359456635318704	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				8046980.0	7583030.0	47849.9	8135260.0	76726.4	82659.6	3	0.0004539777917509769	-6.841437035743118	False	0.0008620689655172415	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				9393500.0	9308770.0	47849.9	8740840.0	76726.4	82659.6	3	0.0004930538966829749	-7.049026228076865	False	0.0008881922675026124	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A858	P0A858		tpiA		86276900.0	84877500.0	77459200.0	84293200.0	76505700.0	75376500.0	0	0.0004955647443046635	-0.15553057201413187	False	0.0009143155694879833	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ACY1	P0ACY1		ydjA		8222760.0	8210030.0	8581270.0	8266510.0	8671360.0	8629790.0	0	0.0005121590003283889	0.0675023601375043	False	0.0009404388714733542	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A800	P0A800		rpoZ		43546700.0	44564800.0	50289800.0	44831700.0	50085200.0	49092800.0	0	0.0005233171429306446	0.16902473092208609	False	0.0009665621734587253	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P64559	P64559		cptB		824823.0	783352.0	465739.0	757178.0	447963.0	487532.0	0	0.000534135412939796	-0.7553576045169165	False	0.0009926854754440963	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AA04	P0AA04		ptsH		42246200.0	44077300.0	61647900.0	45022000.0	63625100.0	59237100.0	0	0.0007057665039422286	0.4903330174728237	False	0.0010188087774294671	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P46889	P46889		ftsK		2109530.0	2083350.0	2233370.0	2067040.0	2245280.0	2274880.0	0	0.0007095551517747988	0.10949756098117935	False	0.0010449320794148381	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7V0	P0A7V0		rpsB		92218800.0	93898400.0	83724100.0	92206700.0	84411300.0	85901200.0	0	0.0007503912928284856	-0.13172843348067864	False	0.0010710553814002092	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P76268	P76268		kdgR		6563970.0	6472750.0	6061480.0	6615680.0	6042770.0	5928730.0	0	0.0007860798729636909	-0.12406768292052482	False	0.00109717868338558	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P08839	P08839		ptsI		79090400.0	78737800.0	75829800.0	78753600.0	75776200.0	75157000.0	0	0.0008286898003262992	-0.06115383208983944	False	0.0011233019853709508	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				8858540.0	8105200.0	1224510.0	8610180.0	2644340.0	1529840.0	0	0.0008313324955741022	-2.243992032692426	False	0.001149425287356322	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0AGJ9	P0AGJ9		tyrS		9364600.0	9239050.0	8866340.0	9310040.0	8912750.0	8813660.0	0	0.0008778314665933787	-0.06993987510812841	False	0.0011755485893416929	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P29208	P29208		menC		2953980.0	2902120.0	3102130.0	2946250.0	3119260.0	3151300.0	0	0.000982298802989228	0.09057442916506536	False	0.0012016718913270639	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AEZ3	P0AEZ3		minD		14856800.0	14669800.0	15939300.0	14816800.0	15694700.0	15687800.0	0	0.0010477737685868748	0.09378555903747358	False	0.0012277951933124347	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P02930	P02930		tolC		21399600.0	21258800.0	23268500.0	21766100.0	23336600.0	23575600.0	0	0.00105239088753186	0.12346490227646335	False	0.0012539184952978057	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ABF1	P0ABF1		pcnB		2563830.0	2598640.0	2461840.0	2580310.0	2484250.0	2460290.0	0	0.001201932446256479	-0.06408307869212998	False	0.0012800417972831768	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				7782000.0	7797540.0	47849.9	8177730.0	1245280.0	82659.6	2	0.0012083803157636262	-4.110037407126645	False	0.0013061650992685476	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A6P1	P0A6P1		tsf		213413000.0	214727000.0	226998000.0	216694000.0	225007000.0	224275000.0	0	0.001242455595029018	0.06869287428897788	False	0.0013322884012539186	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7N9	P0A7N9		rpmG		109027000.0	112070000.0	124778000.0	111985000.0	124904000.0	123275000.0	0	0.0012805102339102886	0.16313191304139413	False	0.0013584117032392894	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AGD3	P0AGD3		sodB		92545500.0	90583400.0	82677200.0	93461500.0	81100300.0	82697900.0	0	0.001295251737775276	-0.1663074212239347	False	0.0013845350052246607	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P06986	P06986		hisC		4827340.0	4911160.0	4596340.0	4891810.0	4545290.0	4489620.0	0	0.0013189153978629131	-0.10204247403788123	False	0.0014106583072100315	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				12079300.0	12636400.0	2179160.0	11938000.0	87814.2	1533600.0	0	0.0013241693257435997	-3.269669532242059	False	0.0014367816091954023	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0ACA3	P0ACA3		sspA		30192000.0	29980900.0	28441600.0	29820700.0	28359800.0	28529200.0	0	0.001347403712915174	-0.0767592138212505	False	0.0014629049111807733	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AEK4	P0AEK4		fabI		60912300.0	61007700.0	56832400.0	60800800.0	56468300.0	57190900.0	0	0.0013605450610185627	-0.09994021188698016	False	0.0014890282131661443	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P10371	P10371		hisA		2907540.0	2854860.0	3318740.0	2974770.0	3314630.0	3375940.0	0	0.0013810952623703368	0.1961045577162812	False	0.0015151515151515154	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				4759360.0	4851780.0	3217760.0	5111570.0	3162620.0	2697290.0	0	0.0014002572476481381	-0.6976493036757219	False	0.0015412748171368862	True	False	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				4374090.0	4354840.0	47849.9	4480460.0	76726.4	629153.0	2	0.001435216784975158	-4.131373559105554	False	0.001567398119122257	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0C0L9	P0C0L9		iscX		1624930.0	1657820.0	1756730.0	1636400.0	1744960.0	1784030.0	0	0.001436916808146739	0.10369095530364908	False	0.0015935214211076282	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AEG4	P0AEG4		dsbA		5959620.0	6080980.0	4944370.0	5714200.0	4627650.0	4763590.0	0	0.0014398866012102403	-0.30860581457575764	False	0.001619644723092999	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AFR2	P0AFR2		dauA		325511.0	301193.0	196269.0	324496.0	188315.0	223742.0	0	0.0014604541724907347	-0.644904048421807	False	0.00164576802507837	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AG99	P0AG99		secG		4148760.0	3990780.0	3481100.0	4079060.0	3567970.0	3511960.0	0	0.0015004712042544649	-0.2103284462288166	False	0.001671891327063741	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P00957	P00957		alaS		18590000.0	18619200.0	18136100.0	18724200.0	18260400.0	18099100.0	0	0.001875068726537402	-0.03757027875851398	False	0.0016980146290491117	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P09424	P09424		mtlD		2551740.0	2482530.0	2297000.0	2560440.0	2244650.0	2268780.0	0	0.0018912403896920002	-0.15724898658599595	False	0.001724137931034483	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P07330	P07330		cheB		1847550.0	1784370.0	2078860.0	1856330.0	2019930.0	2057190.0	0	0.0019127998100531042	0.165642344088901	False	0.0017502612330198538	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P43337	P43337		nudL		610580.0	595048.0	509092.0	601094.0	488912.0	477596.0	0	0.0019646614812351515	-0.29207284189886396	False	0.0017763845350052248	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0C0V0	P0C0V0		degP		15525300.0	15535700.0	16938300.0	15837300.0	16831400.0	16762600.0	0	0.001965427493094078	0.1076702184108383	False	0.0018025078369905956	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9D2	P0A9D2		gstA		7548630.0	7532990.0	6890290.0	7342900.0	6822420.0	6660650.0	0	0.001976406030809991	-0.13839317338950607	False	0.0018286311389759666	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P08189	P08189		fimF		1324090.0	1264130.0	1481080.0	1296670.0	1449220.0	1515560.0	0	0.002007522705846468	0.194588769109546	False	0.0018547544409613377	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7Z4	P0A7Z4		rpoA		95706000.0	97337100.0	100497000.0	96439100.0	101810000.0	100756000.0	0	0.002054145698496831	0.06614308789173157	False	0.0018808777429467085	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P40710	P40710		nlpE		3840290.0	3874180.0	4038390.0	3894010.0	4112550.0	4081960.0	0	0.002073216176669106	0.07558737793589046	False	0.0019070010449320795	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P23827	P23827		eco		12552400.0	12561600.0	13329000.0	12557100.0	13465600.0	13401800.0	0	0.002106516025136429	0.09360813830395313	False	0.0019331243469174505	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A972	P0A972		cspE		112930000.0	106612000.0	167179000.0	116159000.0	165688000.0	166296000.0	0	0.002170245505487062	0.5723341651139139	False	0.001959247648902821	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				14092700.0	12082300.0	47849.9	13755400.0	76726.4	82659.6	3	0.002190828278679857	-7.590069767523801	False	0.0019853709508881926	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P61175	P61175		rplV		199105000.0	197465000.0	213402000.0	201555000.0	215136000.0	214011000.0	0	0.0022659597654801317	0.10335945706036648	False	0.002011494252873563	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7F3	P0A7F3		pyrI		2149690.0	2127010.0	1966300.0	2191410.0	1996290.0	1926110.0	0	0.0022809436568266973	-0.13539503697811806	False	0.0020376175548589342	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7Q1	P0A7Q1		rpmI		14553600.0	12922800.0	17816500.0	13760500.0	18215200.0	19469900.0	0	0.0022944920529753402	0.4285934804501858	False	0.0020637408568443052	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7R1	P0A7R1		rplI		410883000.0	414906000.0	455269000.0	418921000.0	460292000.0	446951000.0	0	0.002318310226744304	0.13045928243684418	False	0.0020898641588296763	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P17952	P17952		murC		2000250.0	1940740.0	2202820.0	2032430.0	2293630.0	2276780.0	0	0.002343712105386209	0.18128682311999572	False	0.002115987460815047	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFZ3	P0AFZ3		sspB		10164500.0	10317600.0	10992500.0	10002400.0	10990700.0	11163700.0	0	0.0023809500747196282	0.12079806794619118	False	0.0021421107628004183	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6Y1	P0A6Y1		ihfB		9031610.0	8644160.0	7848430.0	8839030.0	7760830.0	7437920.0	0	0.002421078102014481	-0.2022076297305125	False	0.002168234064785789	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A738	P0A738		moaC		1167590.0	1157500.0	1090990.0	1179780.0	1063610.0	1058370.0	0	0.0024533315499497355	-0.12545342366519904	False	0.00219435736677116	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7D7	P0A7D7		purC		7875640.0	8201960.0	7004480.0	7998480.0	7299020.0	7165960.0	0	0.002546986720621274	-0.16531461066920386	False	0.002220480668756531	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P36938	P36938		pgm		8009520.0	7938250.0	7316320.0	7901940.0	7271080.0	7464320.0	0	0.0025802694889626413	-0.11308053577042436	False	0.0022466039707419016	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P77804	P77804		ydgA		9663830.0	9577490.0	10042100.0	9593400.0	10037500.0	10056700.0	0	0.0026155930975005747	0.06369528701957418	False	0.002272727272727273	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7S9	P0A7S9		rpsM		36333400.0	37213500.0	32377100.0	37008700.0	33709100.0	32529400.0	0	0.0026242143905721386	-0.1648843145202719	False	0.002298850574712644	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P02413	P02413		rplO		122370000.0	119486000.0	130503000.0	123073000.0	134129000.0	131165000.0	0	0.0027681637348326354	0.1171448744486349	False	0.0023249738766980147	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9S5	P0A9S5		gldA		15810000.0	15446400.0	13752500.0	16058800.0	14404800.0	13908000.0	0	0.002829796724675185	-0.16967309027850808	False	0.0023510971786833857	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
