Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				41245.6	6887560.0	6861050.0	75754.0	27598.9	7075640.0	3	4.959086729865542e-05	-7.170068140130101	False	0.000286607608129234	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0AF98	P0AF98		lptF		1164040.0	1555440.0	1509730.0	1118130.0	1156650.0	1556690.0	0	4.981205433438438e-05	-0.42655995794896967	False	0.00031266284523189165	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				41245.6	6421290.0	6290230.0	75754.0	27598.9	6197460.0	3	5.3352237151244335e-05	-7.030875145909827	False	0.00033871808233454923	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				41245.6	5892830.0	5816140.0	75754.0	27598.9	5678260.0	3	5.688615212500325e-05	-6.909831715131973	False	0.0003647733194372069	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P45578	P45578		luxS		18440800.0	22322500.0	22292600.0	18128500.0	18013200.0	22087900.0	0	6.634497784662522e-05	-0.2893131740133896	False	0.0003908285565398645	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				41245.6	27904200.0	28786700.0	75754.0	27598.9	28101400.0	3	8.603101783688718e-05	-9.195736862688348	False	0.00041688379364252214	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				41245.6	14390400.0	14640400.0	75754.0	27598.9	14128500.0	3	9.255555389820878e-05	-8.221475069247278	False	0.00044293903074517984	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				41245.6	31517700.0	32570900.0	75754.0	27598.9	32550600.0	3	0.00011401607174052563	-9.384412115053326	False	0.0004689942678478374	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P21866	P21866		kdpE		1154980.0	1867050.0	1827800.0	1158190.0	1265830.0	1925800.0	0	0.00017786171946951226	-0.6511804367900077	False	0.0004950495049504951	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AB38	P0AB38		lpoB		5628700.0	4184800.0	4301780.0	5657330.0	5829780.0	4210720.0	0	0.00018424984021766927	0.430807819329453	False	0.0005211047420531526	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P37689	P37689		gpmI		23530400.0	21158900.0	21192700.0	23259600.0	23218600.0	20802500.0	0	0.00019130001780503315	0.14865575892758312	False	0.0005471599791558103	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P77330	P77330		borD		30186800.0	23360800.0	24128500.0	30976600.0	30156000.0	24553000.0	0	0.0001914628097343841	0.34207713957768415	False	0.000573215216258468	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A6W0	P0A6W0		glsA2		2738400.0	2096490.0	2094100.0	2673830.0	2724660.0	1999350.0	0	0.0002281882290201899	0.39455206224779255	False	0.0005992704533611256	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P18355	P18355				2557700.0	1486760.0	1618450.0	2387310.0	2425290.0	1611420.0	0	0.00023412843636821	0.6439669119565246	False	0.0006253256904637833	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P37641	P37641		yhjC		41245.6	674920.0	687716.0	75754.0	27598.9	766845.0	3	0.0002866936082044638	-3.8803773660906518	False	0.0006513809275664409	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		46431700.0	51251100.0	50522300.0	45478300.0	46260100.0	50459000.0	0	0.0003025199195705427	-0.13982999349716554	False	0.0006774361646690985	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				41245.6	26634400.0	28207300.0	75754.0	27598.9	27963600.0	3	0.00031115897909219227	-9.161526714470403	False	0.0007034914017717562	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P17169	P17169		glmS		41036300.0	42199700.0	42083100.0	40867300.0	41052800.0	42122600.0	0	0.00031372744167763563	-0.039911265756061604	False	0.0007295466388744138	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P69222	P69222		infA		7494260.0	6090200.0	6292440.0	7366650.0	7643680.0	6186510.0	0	0.0003186524258275691	0.27731150357513484	False	0.0007556018759770715	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P76270	P76270		msrC		4463570.0	3723640.0	3708290.0	4369620.0	4501770.0	3846700.0	0	0.0003311602635189946	0.24162166118320724	False	0.000781657113079729	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				178811.0	3749760.0	3940950.0	177147.0	167835.0	3986340.0	0	0.00036986461973956383	-4.47853525909976	False	0.0008077123501823867	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A9A9	P0A9A9		fur		17662100.0	18997000.0	18718700.0	17449500.0	17643800.0	18799300.0	0	0.0003728755008791296	-0.09931505860281807	False	0.0008337675872850443	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				3441120.0	7276820.0	7160120.0	2694330.0	3442720.0	6670080.0	0	0.0003835983773188031	-1.1399009589300277	False	0.000859822824387702	True	False	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				41245.6	15383300.0	15405300.0	75754.0	27598.9	14488100.0	3	0.0003923486480355113	-8.290572414207034	False	0.0008858780614903597	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				41245.6	18289900.0	19490700.0	75754.0	27598.9	19591900.0	3	0.0004736295506059052	-8.632162987907346	False	0.0009119332985930171	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A7N4	P0A7N4		rpmF		41589800.0	38664200.0	37972100.0	42436200.0	42084400.0	38762300.0	0	0.0005173234216168763	0.12806153440676246	False	0.0009379885356956748	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AF70	P0AF70		yjeI		8709970.0	10962800.0	10581200.0	8184650.0	8246030.0	10629800.0	0	0.0005480059421277592	-0.3558643901738655	False	0.0009640437727983325	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A805	P0A805		frr		34265100.0	39617600.0	38584800.0	34733000.0	33443400.0	39656400.0	0	0.0005811281534220523	-0.2022591994553241	False	0.0009900990099009901	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P06983	P06983		hemC		13764900.0	11990600.0	12179200.0	13775900.0	13539800.0	11765500.0	0	0.0006435071916225545	0.1930555227833555	False	0.0010161542470036478	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AE67	P0AE67		cheY		1212700.0	1623770.0	1751500.0	1167050.0	1125580.0	1675360.0	0	0.0006488243582313237	-0.5269130870868881	False	0.0010422094841063053	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AG44	P0AG44		rplQ		162476000.0	179415000.0	182905000.0	159545000.0	160701000.0	178466000.0	0	0.0006691221463817719	-0.16386522431957276	False	0.0010682647212089632	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P16659	P16659		proS		12083200.0	12701800.0	12737000.0	11956600.0	12106500.0	12584500.0	0	0.0006724246569960363	-0.07303576943525897	False	0.0010943199583116207	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P76594	P76594		yfiQ		2221030.0	1707160.0	1755560.0	2114300.0	2145870.0	1804400.0	0	0.000714768685225733	0.29924662555402776	False	0.0011203751954142781	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P22523	P22523		mukB		4036820.0	3788150.0	3774150.0	3993600.0	4037300.0	3799750.0	0	0.0007466580604520269	0.08692997115544689	False	0.001146430432516936	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AEW6	P0AEW6		gsk		2617900.0	2767200.0	2768490.0	2637630.0	2601180.0	2747500.0	0	0.0007856550381223306	-0.0762611717019012	False	0.0011724856696195935	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AEK4	P0AEK4		fabI		52530200.0	59222000.0	58862800.0	52214000.0	52974400.0	57868300.0	0	0.0008097227684075801	-0.15783812275715928	False	0.0011985409067222512	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A799	P0A799		pgk		222820000.0	217898000.0	218228000.0	222153000.0	221691000.0	218751000.0	0	0.0009370555004115048	0.02573586047035413	False	0.001224596143824909	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P05194	P05194		aroD		906345.0	1141840.0	1115470.0	872202.0	927650.0	1140490.0	0	0.001000117521069243	-0.32833407026275735	False	0.0012506513809275666	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P21156	P21156		cysD		2515160.0	2554390.0	2561820.0	2520100.0	2508070.0	2555050.0	0	0.0010029934518842392	-0.024262017756906153	False	0.001276706618030224	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P25746	P25746		hflD		3529940.0	4084420.0	3996130.0	3488590.0	3628630.0	4072730.0	0	0.0010736464758951925	-0.19087706909258537	False	0.0013027618551328818	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ACF4	P0ACF4		hupB		39441000.0	35113100.0	35701200.0	38592400.0	38553600.0	35268900.0	0	0.0012627458689312605	0.13621073009054496	False	0.0013288170922355395	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P62517	P62517		mdoH		599870.0	23733.7	33364.1	758135.0	706095.0	98624.6	3	0.0012709128758588253	3.7284644771266904	False	0.001354872329338197	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P10384	P10384		fadL		14040700.0	12965800.0	13167400.0	14333400.0	14222400.0	13303300.0	0	0.0013646598224958232	0.11120337647521075	False	0.0013809275664408548	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A6A8	P0A6A8		acpP		151560000.0	123360000.0	122248000.0	147076000.0	145230000.0	125632000.0	0	0.001366401554475865	0.2577720379783752	False	0.0014069828035435123	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A717	P0A717		prs		27914000.0	30798500.0	30101400.0	27445200.0	26864700.0	31028100.0	0	0.0014646852533389853	-0.16094655078304917	False	0.0014330380406461698	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7I4	P0A7I4		prfC		4825830.0	5049430.0	5091210.0	4758520.0	4830360.0	5041740.0	0	0.001484331805227279	-0.07485615381786638	False	0.0014590932777488277	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		22730100.0	26868200.0	26904800.0	22530000.0	22621900.0	27571800.0	0	0.0015478924569438896	-0.26102105249376356	False	0.0014851485148514852	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9X9	P0A9X9		cspA		33077900.0	28614900.0	28478800.0	32990700.0	34322100.0	29731600.0	0	0.0015497802230098787	0.20943823145570611	False	0.001511203751954143	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				2161460.0	16884000.0	17091000.0	75754.0	27598.9	16951500.0	2	0.0017536920055977448	-4.490952792419749	False	0.0015372589890568005	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P77756	P77756		queC		2107970.0	1184220.0	1186840.0	1969720.0	1842070.0	1045770.0	0	0.001783052959808344	0.7928802169228688	False	0.001563314226159458	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AET2	P0AET2		hdeB		11920500.0	15953900.0	15922500.0	11714300.0	12449800.0	14919700.0	0	0.0018012539637739472	-0.3750050377228862	False	0.0015893694632621157	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P35340	P35340		ahpF		11192900.0	10378800.0	10229000.0	11521400.0	11389600.0	10423900.0	0	0.00180563173799633	0.13619399638055116	False	0.0016154247003647734	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P64631	P64631		yhfU		41245.6	4326620.0	4282660.0	75754.0	27598.9	4896480.0	3	0.001875260606434062	-6.54537842915976	False	0.001641479937467431	False	True	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P36566	P36566		smtA		3048260.0	2271490.0	2372160.0	3269210.0	3300860.0	2438550.0	0	0.0018845984509110938	0.44158883945276306	False	0.0016675351745700886	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P33225	P33225		torA		3719490.0	3121980.0	3265530.0	3931950.0	3751770.0	3077240.0	0	0.0019273820166886017	0.26880369526979153	False	0.0016935904116727463	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2300410.0	4138720.0	4124830.0	2454510.0	2803940.0	3837950.0	0	0.001957049979277246	-0.6789453090053157	False	0.001719645648775404	False	False	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0AG07	P0AG07		rpe		10661500.0	11411200.0	11429100.0	10626500.0	10587800.0	11595700.0	0	0.0019997162824216866	-0.11145602226996514	False	0.0017457008858780614	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76235	P76235		yeaH		362258.0	469369.0	503322.0	382879.0	399218.0	485930.0	0	0.0020070728561308515	-0.3500703979353931	False	0.0017717561229807193	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P62399	P62399		rplE		117953000.0	130060000.0	129319000.0	115873000.0	118385000.0	129328000.0	0	0.002007205668276753	-0.14224312148927631	False	0.0017978113600833768	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4071070.0	14443500.0	14617200.0	5722340.0	3904970.0	14945100.0	0	0.002018505485605081	-1.6836883976113453	False	0.0018238665971860343	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A9Y6	P0A9Y6		cspC		144503000.0	127436000.0	128509000.0	148551000.0	145972000.0	128620000.0	0	0.0020948216487603403	0.19107891538055957	False	0.0018499218342886922	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P27238	P27238		yfeD		1219460.0	1491510.0	1458300.0	1201600.0	1188810.0	1421450.0	0	0.002121861768249243	-0.27610230816684156	False	0.0018759770713913497	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61889	P61889		mdh		22748300.0	20232200.0	20892500.0	22682000.0	22405100.0	20509700.0	0	0.0021663056575392495	0.1383025554197665	False	0.0019020323084940076	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ABZ1	P0ABZ1		fliG		2432940.0	2603900.0	2641260.0	2458610.0	2400660.0	2577260.0	0	0.0021989824126935876	-0.10125889058239927	False	0.001928087545596665	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7W7	P0A7W7		rpsH		53508700.0	59714700.0	59382100.0	53311700.0	53456800.0	58643300.0	0	0.0022390159915712292	-0.14919999336841014	False	0.0019541427826993227	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADE4	P0ADE4		tamA		4227900.0	4011730.0	4032860.0	4181220.0	4209150.0	3962150.0	0	0.002315589005592939	0.07166963429530639	False	0.0019801980198019802	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9Q5	P0A9Q5		accD		15030900.0	15872700.0	15615400.0	14966300.0	15161000.0	15732400.0	0	0.002357373146584735	-0.06442533617951907	False	0.0020062532569046377	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P06612	P06612		topA		5629770.0	5224510.0	5206470.0	5539750.0	5557920.0	5091080.0	0	0.0023582087080304343	0.10789663285432488	False	0.0020323084940072956	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AED0	P0AED0		uspA		10042600.0	8088340.0	8314760.0	9749810.0	10093000.0	8659640.0	0	0.0023691013747529676	0.2538971884965399	False	0.002058363731109953	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P08337	P08337		mutT		1050920.0	749559.0	806795.0	1020480.0	1052720.0	725944.0	0	0.0026003389604965332	0.4529626928002237	False	0.0020844189682126106	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6W9	P0A6W9		gshA		5640270.0	4825350.0	5048810.0	5582430.0	5417080.0	4900170.0	0	0.002681610241468754	0.17154365204445013	False	0.0021104742053152685	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ABH0	P0ABH0		ftsA		2857200.0	2584230.0	2550090.0	2889510.0	2806820.0	2562350.0	0	0.0027045214005699245	0.15228554398626856	False	0.0021365294424179264	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P75874	P75874		yccU		2444730.0	2642920.0	2644030.0	2464990.0	2433280.0	2590990.0	0	0.002740086551056818	-0.1014488291609323	False	0.002162584679520584	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A968	P0A968		cspD		2265190.0	1892770.0	1973490.0	2164930.0	2219230.0	1854420.0	0	0.0027691464896202663	0.21702667240636928	False	0.0021886399166232413	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P31677	P31677		otsA		1050780.0	830439.0	833698.0	972271.0	1014630.0	776516.0	0	0.002821335858158111	0.31570317972099016	False	0.002214695153725899	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P25906	P25906		ydbC		1532390.0	1300660.0	1338490.0	1522050.0	1585490.0	1382090.0	0	0.0028418324527116233	0.20646259719730575	False	0.0022407503908285563	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00956	P00956		ileS		18021200.0	18969100.0	18894500.0	18218300.0	18239500.0	18704200.0	0	0.0028476827738272573	-0.05428084174626918	False	0.0022668056279312146	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AAJ8	P0AAJ8		hybA		1865260.0	1634020.0	1709480.0	1906740.0	1865990.0	1651780.0	0	0.0028580409718540504	0.1746153714835461	False	0.002292860865033872	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A858	P0A858		tpiA		69838000.0	82985700.0	83479800.0	69272100.0	71499500.0	79631000.0	0	0.0028842862982623113	-0.22465294110049625	False	0.0023189161021365296	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADV1	P0ADV1		lptA		3399290.0	2897840.0	2634310.0	3547200.0	3321870.0	2755740.0	0	0.003012720525272426	0.3091290213063952	False	0.002344971339239187	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61320	P61320		lolB		2692830.0	2999450.0	2948460.0	2633000.0	2735190.0	2947030.0	0	0.003034059216058886	-0.14202247244636088	False	0.0023710265763418445	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
