protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	21523164.70093693	21407427.548860725	20784596.382367503	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			3	0.00011311565471957431	-9.236569815067757	False	0.0002879581151832461	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	56785656.35786124	55644967.1922699	54610677.13019116	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			3	0.00012682765749278446	-10.627065432901802	False	0.0003141361256544503	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
Q46861	13556.700281489502	49807.86327999999	42258.412911749205	597025.5703005758	524894.5966484699	575850.1041044401	Q46861	Q46861		ygiQ	3	0.00020729877794275171	-4.006645650332283	False	0.00034031413612565446	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AB38	8646114.976864189	9037842.897155594	9125518.67972074	5669128.317152233	5824663.574302839	5976790.838481899	P0AB38	P0AB38		lpoB	0	0.000210993107277757	0.6178153214079006	False	0.0003664921465968587	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	28280879.00396148	1450949.5340486092	42258.412911749205	337593958.6235965	327694627.2943492	337604495.0277873	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			1	0.000220672322018535	-5.073966730078092	False	0.00039267015706806284	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	24515723.183800787	25225355.570374493	23902765.97528783	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			3	0.00024031149273243027	-9.445497434828075	False	0.00041884816753926706	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P37626	5533983.634905562	5653808.337101325	5677906.412688765	4952118.960592124	4862269.76457739	4817160.513559279	P37626	P37626		yhiI	0	0.0002548993287834715	0.20500952447801007	False	0.0004450261780104713	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P77330	66108503.05982043	66521498.42668291	69888119.3989998	47468604.501925215	46752832.39816697	44752153.51824205	P77330	P77330		borD	0	0.0002795322832255499	0.5432402538297122	False	0.0004712041884816754	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P26612	1931592.0915139776	1894429.6293914672	1848650.0063257096	1540799.0885875484	1474107.2627702646	1490644.2413103776	P26612	P26612		amyA	0	0.0002849776323393871	0.3328335179341643	False	0.0004973821989528797	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	25585100.95179699	29189613.836375736	34219959.57154654	70638421.02008203	75797493.91350324	71172402.56142838	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.00034123364865976157	-1.2899427911173433	False	0.0005235602094240838	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0ACN4	31670999.64639795	32281223.981136996	30756026.214791168	25160083.943732444	24012840.684696555	23612381.8820372	P0ACN4	P0ACN4		allR	0	0.00034260011432783044	0.37984286475524937	False	0.000549738219895288	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P37641	13556.700281489502	49807.86327999999	42258.412911749205	818746.7399915962	756301.1149240265	854138.6485139142	P37641	P37641		yhjC	3	0.0003650116146839665	-4.523477651106823	False	0.0005759162303664922	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	65659522.13416786	70281119.9275135	68479028.61130373	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			3	0.00038940446489524387	-10.91839461121773	False	0.0006020942408376964	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P23830	9169055.546716828	9272441.224551631	9408225.865635397	10489475.1369769	10385576.966247965	10675734.702298136	P23830	P23830		pssA	0	0.0004383500306766205	-0.1800130237820021	False	0.0006282722513089006	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0ABV6	11594257.919631522	10882991.973077431	10998236.221788691	15459640.972967928	14622542.442047538	14744345.15687317	P0ABV6	P0ABV6		tolR	0	0.0004389733967195836	-0.42124777361597715	False	0.0006544502617801048	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	2403443.4849221003	35053181.21718498	35237077.00265566	34882807.458471715	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			2	0.0004404135000869816	-5.413976015836611	False	0.0006806282722513089	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	35232799.38126178	37626110.07639741	37632882.07107055	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			3	0.00047002497145080395	-10.030799777490403	False	0.0007068062827225132	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	30061504.28032841	28668740.407294184	27874713.510810003	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			3	0.0004892624099932036	-9.67938210997426	False	0.0007329842931937174	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	21748329.687589936	21695510.23221141	16827036.325034346	51215620.149929054	49858572.00065331	52604029.454835474	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.0005299916436901265	-1.350379784461774	False	0.0007591623036649215	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P39361	605602.4797476844	631741.3750000001	577440.5709443848	829239.2565276532	793051.6190517487	839819.5103533987	P39361	P39361		sgcR	0	0.0005455324262929808	-0.44009726108952385	False	0.0007853403141361257	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	13909647.318618786	9031820.986044545	1906986.1898615744	110994790.81618533	107949167.4721422	108908891.76453143	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.0006292121105339938	-3.7218204083577664	False	0.0008115183246073298	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P52108	10018192.492335638	9999868.515316954	9814002.962571869	10685818.311039278	10876106.498491634	10798428.751767112	P52108	P52108		rstA	0	0.0006770928309186413	-0.11736357452391405	False	0.0008376963350785341	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P23893	66359327.90127677	66976085.3837629	67266226.97225456	70711398.82643737	71744020.21917284	70825198.87877569	P23893	P23893		hemL	0	0.000678646111206536	-0.08841946290678593	False	0.0008638743455497383	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P41409	1788017.2987206937	1911430.2667366583	1702641.78574974	2623101.2565267244	2777233.432720832	2548291.4337285343	P41409	P41409		rihA	0	0.0007635302495163453	-0.5571880175184145	False	0.0008900523560209426	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P45795	1911222.5255831503	1445213.0000000016	1673443.4575458884	3408391.1305775447	3529173.5693327053	3180362.7393749733	P45795	P45795		yrdB	0	0.0007794819188026018	-1.0083182031107534	False	0.0009162303664921466	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	3824418.604850669	4910073.403123482	3217174.758055313	17930775.34900663	18190317.770156395	17830029.308121387	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			0	0.0007970462679368931	-2.174441145738062	False	0.0009424083769633508	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0AF98	2275446.333272469	2326848.562235693	2435914.404379776	2895826.147521201	2938404.920566132	3057409.7230578843	P0AF98	P0AF98		lptF	0	0.0007994117850951851	-0.33724124973933345	False	0.000968586387434555	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0AGE6	26820145.441678595	27598162.195772465	26882956.75744317	30778299.535785828	30634113.29654433	29899104.747542407	P0AGE6	P0AGE6		yieF	0	0.0008605937918377885	-0.1675190568254366	False	0.0009947643979057593	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P69739	183846.24188729143	168600.92189999978	221905.58550394452	361313.32438660576	376453.89351064776	406386.6102638457	P69739	P69739		hyaA	0	0.0008982836752043755	-0.994272059437637	False	0.0010209424083769635	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P27848	6306675.660982109	6098251.9999999935	6118443.554054692	5175937.447099399	5423556.777765154	5334052.511378036	P27848	P27848		yigL	0	0.0009556384838806917	0.21727924991715805	False	0.0010471204188481676	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	55622938.66038111	60065912.37027225	61880540.128786445	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.0009855414821536145	-10.715243498166652	False	0.0010732984293193718	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	399766.28363191313	1196360.5621371032	1113738.9612797063	8451981.451528419	10155109.510942897	10023311.621317454	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.0010189598262557115	-3.4012546408132076	False	0.001099476439790576	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	13556.700281489502	49807.86327999999	42258.412911749205	9662078.315680943	10764088.619201154	10556701.911663163	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			3	0.0010659425691386599	-8.196403223382987	False	0.0011256544502617801	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P18355	3348409.30526626	3262498.5000000023	3290098.4896959784	1823971.407980092	1912997.7707617788	2071329.3700350784	P18355	P18355			0	0.0011066531692910892	0.7694595515372826	False	0.0011518324607329843	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A8G9	11430709.024970092	11705820.865594383	11441993.722494572	12886876.499082474	12632345.490191026	12539655.42593336	P0A8G9	P0A8G9		xseB	0	0.001174447906771474	-0.13835673644364802	False	0.0011780104712041885	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P52614	1026004.2944937168	986009.5624999992	1001303.256277383	560799.3217505489	572529.1761955927	645641.6790511472	P52614	P52614		fliK	0	0.0011975973673345518	0.7603101810244577	False	0.0012041884816753928	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P77488	17256164.223213308	17185540.948628485	16836692.56093197	15764824.032866772	15341698.106093224	15687659.528672744	P77488	P77488		dxs	0	0.0012407779615999002	0.132022025590549	False	0.001230366492146597	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB46	5793684.271559814	5652210.614060027	5867763.470989975	5187192.560660591	5006688.236132853	5043853.301757515	P0AB46	P0AB46		ymgD	0	0.0012737338801633638	0.18426221150351682	False	0.0012565445026178012	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA04	118368862.58884288	126259181.00248168	132498887.0221102	74869361.11712158	75393648.9413462	82804164.71796529	P0AA04	P0AA04		ptsH	0	0.00131108609177016	0.6943043475915773	False	0.0012827225130890053	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A800	133021752.71356893	128629345.04067424	129579696.88745368	114014209.86369832	116412571.60681006	117485740.0449918	P0A800	P0A800		rpoZ	0	0.0013411043866105449	0.1692953293959084	False	0.0013089005235602095	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25746	11265020.270007404	11494063.358428009	11484588.737318784	13344126.326384507	13102595.590481212	12875573.966648504	P25746	P25746		hflD	0	0.0013651545173147942	-0.1995101299851055	False	0.0013350785340314137	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABD8	73288782.06891537	73459088.74915986	70817567.10352886	62127798.70512435	62569064.790085845	64003818.38181137	P0ABD8	P0ABD8		accB	0	0.0013682311902037617	0.20534975450946852	False	0.0013612565445026178	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7S9	245367588.1493711	251986573.0026872	254478819.85103497	287352586.46765435	298541335.16326684	286954926.0727323	P0A7S9	P0A7S9		rpsM	0	0.0015209119753955417	-0.2153196380937736	False	0.0013874345549738222	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P42597	2043514.7463630508	1698596.2499999984	1984781.1624320585	2839511.6257012384	3114085.121940362	3068463.397257815	P42597	P42597		ygjP	0	0.0015743033076198482	-0.6557044669020944	False	0.0014136125654450264	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	12429778.532346724	11872062.596712835	12730875.9883176	14941487.3664337	15331446.97611958	14565378.549212724	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	0.0015824920348272047	-0.27593159064027095	False	0.0014397905759162303	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A7E9	22137780.04192573	21449832.04883104	21402183.002532814	24689901.29051078	24736083.9106404	23904711.330372863	P0A7E9	P0A7E9		pyrH	0	0.0016051065441807406	-0.17420404357218222	False	0.0014659685863874347	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75883	2778462.148644919	2879991.342600344	3054203.9980321266	4022173.908959599	4036268.938973015	3725787.7981712953	P75883	P75883		gfcC	0	0.0016883086921435006	-0.43567283845372345	False	0.0014921465968586389	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AGD1	828596.6674939343	835000.7500000008	878015.9996594188	698114.256853804	652231.8320798095	637319.4307369295	P0AGD1	P0AGD1		sodC	0	0.001703684517424014	0.35466960763368965	False	0.001518324607329843	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7K6	283783044.59441805	292923843.0371683	289696860.2102656	259441167.2471523	264729770.5860723	259064723.62647268	P0A7K6	P0A7K6		rplS	0	0.0017495321510084896	0.14559302998550333	False	0.0015445026178010472	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77433	4404541.857043464	4282260.240246088	4201022.927442049	4803522.357714324	4966280.995714407	4866751.866554337	P77433	P77433		ykgG	0	0.0018525011167361363	-0.1835672365901869	False	0.0015706806282722514	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69908	8495826.593880586	8814861.41803423	9020309.218209175	6047836.985186887	5981729.786979415	5927232.179528045	P69908	P69908		gadA	0	0.0019784644176401587	0.5522319687917359	False	0.0015968586387434557	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8E7	101836979.6870689	99839717.00750154	101101503.22088876	91157700.42327967	93986681.74795152	91737412.99615525	P0A8E7	P0A8E7		yajQ	0	0.001993670883704688	0.1289911343801484	False	0.0016230366492146597	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76491	1083153.6231485405	1071217.0223897856	939923.879774974	1535476.686559908	1406224.99370445	1448788.3086854543	P76491	P76491		yfbR	0	0.00218652635647549	-0.5047714330188813	False	0.001649214659685864	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22634	5024050.058005427	5054475.94851365	4801100.059342365	3518628.4735997743	3582202.82984657	3929560.4124475615	P22634	P22634		murI	0	0.002186915028752648	0.43185424565934816	False	0.0016753926701570682	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15639	28286438.06364792	27597304.006907765	27547840.711109597	29945014.547369592	30430580.793883376	29925026.17908568	P15639	P15639		purH	0	0.002224311831804703	-0.11414230245712753	False	0.0017015706806282722	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACV8	521603.0612115133	501606.06249999977	541419.02754907	623513.4635056577	658945.8939959508	669075.0649262898	P0ACV8	P0ACV8		ymjA	0	0.0022566292004633794	-0.3187890824737938	False	0.0017277486910994766	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64493	414560.8468849843	388309.6250000004	426087.5101029933	601037.8047316635	542714.3427852716	574890.737371175	P64493	P64493		yoaF	0	0.002283924709074839	-0.48383420889313106	False	0.0017539267015706807	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P43337	692876.1014782817	743258.6865753683	742884.0702897757	925180.6159012156	948011.9603202938	1007312.0338419128	P43337	P43337		nudL	0	0.0022999642497804193	-0.402642884431699	False	0.001780104712041885	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6S5	1057834.575855308	1211754.5000000002	1142104.6089117096	784409.9316848277	703896.7441482511	674929.1537389263	P0A6S5	P0A6S5		ftsB	0	0.0023160623664760806	0.6572971694346904	False	0.001806282722513089	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P16703	10151800.571759667	10247936.984561894	10397590.62190276	11274006.211319951	11625167.19829412	11663408.500578446	P16703	P16703		cysM	0	0.002419977446485067	-0.16640579904721026	False	0.0018324607329842932	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21866	1062202.0085695242	910048.7500000006	1037366.1976726586	1623197.3883534595	1886210.040501375	1735686.655535169	P21866	P21866		kdpE	0	0.00242433112588031	-0.8013887693491712	False	0.0018586387434554976	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADE8	35486831.371588044	35982245.938172534	37091739.55996333	40174729.43265399	41656785.45430465	40341885.81369978	P0ADE8	P0ADE8		ygfZ	0	0.002439265066987083	-0.17042673772492972	False	0.0018848167539267015	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	5799909.387209121	5220680.994233392	5606772.168660916	7264900.781665012	7629015.12320708	6976344.798863418	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)			0	0.0024396216237161966	-0.39541107313397644	False	0.001910994764397906	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
