Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
P00350	P00350		gnd		3.89087e+07	3.93626e+07	3.86644e+07	3.88534e+07	3.92808e+07	3.87765e+07
P00363	P00363		frdA		4.51376e+07	4.5204e+07	4.54994e+07	4.46621e+07	4.51082e+07	4.54979e+07
P00370	P00370		gdhA		1.79209e+06	1.65208e+06	1.79676e+06	1.6865e+06	1.7926e+06	1.812e+06
P00393	P00393		ndh		5.35931e+06	5.3654e+06	5.19115e+06	5.30383e+06	5.31744e+06	5.16754e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.23153e+06	1.28217e+06	148966	1.23998e+06		
P00448	P00448		sodA		3.95812e+06	4.00732e+06	3.9371e+06	3.93199e+06	4.09627e+06	3.75173e+06
P00452	P00452		nrdA		9.76571e+06	9.6812e+06	9.89957e+06	9.77148e+06	9.98353e+06	9.96497e+06
P00490	P00490		malP		6.00555e+06	6.05928e+06	5.90286e+06	5.91722e+06	5.87484e+06	5.90086e+06
P00509	P00509		aspC		1.95041e+07	1.94978e+07	1.96214e+07	1.95558e+07	1.96266e+07	1.94081e+07
P00550	P00550		mtlA		884232	832396	872841	882495	926698	926864
P00561	P00561		thrA		3.2963e+06	3.18225e+06	3.30466e+06	3.28163e+06	3.40318e+06	3.4503e+06
P00562	P00562		metL		3.12628e+06	3.01537e+06	3.0307e+06	3.22533e+06	3.08941e+06	3.19878e+06
P00579	P00579		rpoD		8.9049e+06	8.72326e+06	9.15777e+06	8.72826e+06	9.29506e+06	9.17305e+06
P00582	P00582		polA		3.70688e+06	3.74295e+06	3.69404e+06	3.63306e+06	3.65897e+06	3.53937e+06
P00803	P00803		lepB		4.84466e+06	4.77724e+06	4.55189e+06	4.71348e+06	4.97753e+06	4.65316e+06
P00805	P00805		ansB		2.02935e+07	1.99459e+07	2.00708e+07	1.96697e+07	1.99658e+07	1.93053e+07
P00811	P00811		ampC		810270	870769	890802	968678	881970	798396
P00864	P00864		ppc		9.95818e+06	9.94711e+06	1.01316e+07	9.71425e+06	1.0059e+07	1.01658e+07
P00887	P00887		aroH		1.692e+06	1.8038e+06	1.71479e+06	1.67626e+06	1.58599e+06	1.58779e+06
P00888	P00888		aroF		2.22369e+06	2.16804e+06	2.1958e+06	2.0762e+06	2.09783e+06	2.14953e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				4.21039e+06	4.35243e+06	6.00138e+06	4.41648e+06	5.75994e+06	5.78004e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3.75793e+06	3.83349e+06	2.85293e+06	3.53618e+06	3.7162e+06	3.47803e+06
P00934	P00934		thrC		4.90581e+06	4.85356e+06	4.59361e+06	4.70624e+06	4.6154e+06	4.53813e+06
P00935	P00935		metB		974332	871073	781745	935171	727994	817013
P00936	P00936		cyaA		973680	773137	797015	845912	853388	870448
P00946	P00946		manA		1.14129e+07	1.15577e+07	1.16548e+07	1.13773e+07	1.16188e+07	1.16696e+07
P00954	P00954		trpS		1.40654e+07	1.43744e+07	1.38444e+07	1.35264e+07	1.35411e+07	1.32253e+07
P00956	P00956		ileS		2.68604e+07	2.69047e+07	2.61303e+07	2.66696e+07	2.64041e+07	2.68583e+07
P00957	P00957		alaS		1.78172e+07	1.78034e+07	1.72166e+07	1.75346e+07	1.71635e+07	1.70453e+07
P00959	P00959		metG		1.98793e+07	1.97256e+07	1.91431e+07	1.93956e+07	1.91682e+07	1.90285e+07
P00960	P00960		glyQ		4.96894e+06	4.95774e+06	4.95962e+06	4.87569e+06	5.05888e+06	4.77585e+06
P00961	P00961		glyS		1.35289e+07	1.34183e+07	1.33873e+07	1.33567e+07	1.35383e+07	1.33882e+07
P00962	P00962		glnS		1.52042e+07	1.51907e+07	1.44135e+07	1.49786e+07	1.46864e+07	1.43865e+07
P00963	P00963		asnA		1.94282e+07	1.90651e+07	1.7605e+07	2.00366e+07	1.83668e+07	1.7665e+07
P00968	P00968		carB		3.43153e+06	3.45659e+06	3.47411e+06	3.48466e+06	3.56434e+06	3.49286e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				5.7216e+06	5.50877e+06	5.53788e+06	5.68315e+06	5.55777e+06	283282
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.76839e+06	2.83968e+06	193310	2.6575e+06		166587
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.2327e+06	2.3605e+06		2.16819e+06		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.82882e+06	2.74811e+06	85858.2	2.91003e+06		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.40635e+06	4.54578e+06		4.43297e+06		118646
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				742362	772954		753345		
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.13264e+06	3.10708e+06		2.85894e+06		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.86336e+06	2.73172e+06		2.72486e+06		
P02358	P02358		rpsF		9.45023e+07	9.50568e+07	9.42781e+07	9.23825e+07	9.43978e+07	9.31973e+07
P02359	P02359		rpsG		1.60505e+08	1.63982e+08	1.55987e+08	1.58204e+08	1.55495e+08	1.57803e+08
P02413	P02413		rplO		1.30423e+08	1.31666e+08	1.33137e+08	1.31071e+08	1.33e+08	1.32377e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4.14139e+06	4.18501e+06	157900	4.30577e+06		423977
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.22122e+06	3.28778e+06	1.21003e+06	3.07285e+06	1.63078e+06	2.34255e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.98691e+06	2.96931e+06		2.92948e+06		
P02918	P02918		mrcA		1.0146e+06	946953	1.02146e+06	955254	1.06865e+06	915909
P02919	P02919		mrcB		1.93722e+06	1.68982e+06	1.82178e+06	1.70089e+06	1.72371e+06	1.82336e+06
P02925	P02925		rbsB		9.76506e+06	9.61613e+06	9.99348e+06	9.77044e+06	9.61528e+06	9.57398e+06
P02930	P02930		tolC		2.56731e+07	2.59325e+07	2.6308e+07	2.49873e+07	2.61828e+07	2.55639e+07
P02931	P02931		ompF		3.96912e+07	3.8908e+07	4.01022e+07	3.92731e+07	3.99246e+07	3.89942e+07
P02942	P02942		tsr		1.46473e+07	1.44679e+07	1.4052e+07	1.4746e+07	1.38121e+07	1.40287e+07
P02943	P02943		lamB		1.55643e+06	1.55685e+06	1.48406e+06	1.61769e+06	1.6026e+06	1.49662e+06
P03004	P03004		dnaA		2.00727e+06	2.01408e+06	1.98539e+06	1.93815e+06	1.91392e+06	1.96321e+06
P03018	P03018		uvrD		3.83545e+06	3.60234e+06	3.71992e+06	3.75635e+06	3.71626e+06	3.55399e+06
P03817	P03817		mioC		7.7014e+06	7.6185e+06	8.0286e+06	7.40735e+06	7.99389e+06	7.93722e+06
P03841	P03841		malM		9.97887e+06	1.03593e+07	1.08111e+07	1.03025e+07	1.07627e+07	1.06409e+07
P04036	P04036		dapB		5.69542e+06	5.54146e+06	5.2845e+06	5.51084e+06	5.42544e+06	5.39144e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				508109	548236		591538		
P04079	P04079		guaA		2.10959e+07	2.08888e+07	2.07898e+07	2.13273e+07	2.07346e+07	2.06836e+07
P04335	P04335		frsA		4.43629e+06	4.56723e+06	4.64093e+06	4.40578e+06	4.63239e+06	4.56091e+06
P04425	P04425		gshB		7.96643e+06	7.89361e+06	8.28266e+06	7.94473e+06	8.42431e+06	8.28191e+06
P04693	P04693		tyrB		4.04423e+06	4.141e+06	4.10755e+06	3.57373e+06	4.27744e+06	3.991e+06
P04805	P04805		gltX		2.47643e+07	2.47195e+07	2.25749e+07	2.42799e+07	2.28404e+07	2.2934e+07
P04825	P04825		pepN		1.65279e+07	1.69797e+07	1.65049e+07	1.66553e+07	1.69837e+07	1.68916e+07
P04846	P04846		nlpA		3.47824e+06	3.57376e+06	3.4122e+06	3.27805e+06	3.4545e+06	3.3813e+06
P04949	P04949		fliC		3.9575e+07	4.05187e+07	4.16966e+07	3.92584e+07	4.15636e+07	4.05955e+07
P04951	P04951		kdsB		4.22386e+06	4.22823e+06	4.21083e+06	4.1837e+06	4.20465e+06	4.09556e+06
P04982	P04982		rbsD		1.41047e+06	1.29444e+06	1.27464e+06	1.25006e+06	1.27516e+06	1.34197e+06
P04995	P04995		sbcB		1.81582e+06	1.87881e+06	1.9229e+06	1.85795e+06	1.92322e+06	1.86037e+06
P05020	P05020		pyrC		6.42335e+06	6.447e+06	6.27299e+06	6.44241e+06	6.19622e+06	6.50411e+06
P05041	P05041		pabB		1.65854e+06	1.98496e+06	2.02329e+06	1.69828e+06	1.95353e+06	2.09534e+06
P05055	P05055		pnp		4.37717e+07	4.42208e+07	4.42386e+07	4.31058e+07	4.4052e+07	4.38912e+07
P05100	P05100		tag		2.25661e+06	1.96325e+06	2.16773e+06	2.28175e+06	2.08932e+06	2.00248e+06
P05194	P05194		aroD		1.18749e+06	1.18127e+06	1.19653e+06	1.2034e+06	1.22757e+06	1.17217e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				3.97916e+06	3.93781e+06	493720	3.85686e+06	127505	451008
P05458	P05458		ptrA		944707	929194	976872	978047	958036	916601
P05459	P05459		pdxB		6.07798e+06	6.12122e+06	6.03583e+06	6.16785e+06	6.17047e+06	5.66688e+06
P05637	P05637		apaH		1.73971e+06	1.69875e+06	1.58307e+06	1.7029e+06	1.72872e+06	1.42242e+06
P05719	P05719		hsdS		1.27825e+06	1.2501e+06	1.40158e+06	1.23435e+06	1.36589e+06	1.29554e+06
P05791	P05791		ilvD		3.07275e+06	3.16861e+06	2.96983e+06	2.97283e+06	2.96926e+06	2.81493e+06
P05793	P05793		ilvC		5.92609e+06	5.94961e+06	6.18861e+06	5.77543e+06	6.08087e+06	6.26806e+06
P05825	P05825		fepA		2.11801e+06	2.12279e+06	2.15888e+06	2.0892e+06	2.24945e+06	2.16476e+06
P05852	P05852		gcp		2.68211e+06	2.75801e+06	2.69669e+06	2.67773e+06	2.82145e+06	2.80878e+06
P06129	P06129		btuB		1.3208e+07	1.30798e+07	1.3861e+07	1.31738e+07	1.43096e+07	1.40104e+07
P06149	P06149		dld		6.88632e+06	6.85392e+06	6.53196e+06	6.69256e+06	6.64964e+06	6.52658e+06
P06282	P06282		cdh		2.43001e+06	2.42831e+06	2.57955e+06	2.50654e+06	2.54669e+06	2.44977e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.34219e+06	1.41723e+06		1.34224e+06		
P06610	P06610		btuE		6.67962e+06	6.752e+06	7.13106e+06	6.70821e+06	6.91002e+06	6.76163e+06
P06612	P06612		topA		5.74415e+06	5.90672e+06	6.14997e+06	5.81433e+06	5.942e+06	5.98202e+06
P06616	P06616		era		3.78557e+06	3.81309e+06	4.05675e+06	3.89153e+06	3.88331e+06	3.93405e+06
P06709	P06709		birA		993448	1.01371e+06	1.05602e+06	1.13455e+06	1.00568e+06	1.12978e+06
P06710	P06710		dnaX		1.23373e+06	1.30849e+06	1.24948e+06	1.24593e+06	1.26778e+06	1.35401e+06
P06715	P06715		gor		4.43481e+06	4.43985e+06	4.40696e+06	4.40452e+06	4.72287e+06	4.5118e+06
P06722	P06722		mutH		545780	610752	518697	542926	520612	531924
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.88404e+06	1.88529e+06		1.83377e+06		
P06846	P06846		ebgR		1.26735e+06	1.26484e+06	1.44194e+06	1.34512e+06	1.46334e+06	1.34183e+06
P06959	P06959		aceF		6.09379e+07	6.11463e+07	6.2975e+07	5.95868e+07	6.14222e+07	6.05338e+07
P06961	P06961		cca		983574	902108	927675	908971	1.09271e+06	1.09086e+06
P06966	P06966		dicA		3.11677e+06	3.04481e+06	2.50337e+06	3.15537e+06	2.42734e+06	1.66344e+06
P06968	P06968		dut		8.14391e+06	8.30029e+06	8.66023e+06	7.98986e+06	8.56539e+06	8.31142e+06
P06971	P06971		fhuA		1.40475e+07	1.38513e+07	1.44369e+07	1.38688e+07	1.3888e+07	1.41101e+07
P06974	P06974		fliM		1.951e+06	1.91722e+06	1.80506e+06	1.94833e+06	1.85089e+06	1.86501e+06
P06983	P06983		hemC		1.17365e+07	1.1696e+07	1.18253e+07	1.14491e+07	1.1948e+07	1.17718e+07
P06986	P06986		hisC		3.38591e+06	3.44373e+06	3.25944e+06	3.50732e+06	3.13787e+06	3.22813e+06
P06987	P06987		hisB		1.17266e+06	1.21661e+06	1.23665e+06	1.20358e+06	1.36252e+06	1.15942e+06
P06988	P06988		hisD		3.38775e+06	3.40532e+06	3.05992e+06	3.36219e+06	3.11873e+06	3.03103e+06
P06992	P06992		rsmA		2.19724e+06	2.32815e+06	2.25463e+06	2.2297e+06	2.21051e+06	2.12462e+06
P06996	P06996		ompC		2.43643e+08	2.48654e+08	2.43924e+08	2.38901e+08	2.41768e+08	2.40688e+08
P06999	P06999		pfkB		1.38795e+06	1.26626e+06	1.24843e+06	1.2639e+06	1.22909e+06	1.22295e+06
P07000	P07000		pldB		631044	595041	675268	600577	637804	585493
P07001	P07001		pntA		1.94004e+06	2.04285e+06	1.96242e+06	2.00675e+06	2.01534e+06	1.89666e+06
P07003	P07003		poxB		2.60745e+06	2.69922e+06	2.46141e+06	2.61336e+06	2.42859e+06	2.43461e+06
P07004	P07004		proA		2.75237e+07	2.70196e+07	2.67086e+07	2.67881e+07	2.83062e+07	2.76024e+07
P07012	P07012		prfB		8.95564e+06	8.71209e+06	9.52582e+06	8.76305e+06	9.49297e+06	9.47287e+06
P07014	P07014		sdhB		1.67675e+06	1.88036e+06	1.90621e+06	1.79633e+06	1.92093e+06	1.7793e+06
P07017	P07017		tar		3.55114e+06	3.48142e+06	3.37216e+06	3.57579e+06	3.46145e+06	3.39376e+06
P07021	P07021		yfiB		995495	1.02199e+06	919555	1.02168e+06	918508	917641
P07023	P07023		tyrA		2.60292e+06	2.40926e+06	2.30807e+06	2.65703e+06	2.55578e+06	2.4951e+06
P07024	P07024		ushA		5.01115e+06	5.03544e+06	5.1359e+06	5.08945e+06	5.12265e+06	5.01575e+06
P07026	P07026		sdiA		1.78725e+06	1.79842e+06	1.90557e+06	1.80433e+06	1.84554e+06	1.71051e+06
P07118	P07118		valS		2.52034e+07	2.51798e+07	2.48569e+07	2.46955e+07	2.50489e+07	2.49119e+07
P07330	P07330		cheB		1.12154e+06	1.08677e+06	1.23021e+06	956638	1.22172e+06	1.14509e+06
P07363	P07363		cheA		1.77929e+06	1.71649e+06	1.86895e+06	1.74063e+06	1.86297e+06	1.89812e+06
P07395	P07395		pheT		1.65086e+07	1.64664e+07	1.61108e+07	1.6139e+07	1.59618e+07	1.59337e+07
P07604	P07604		tyrR		2.3473e+06	2.38768e+06	2.5061e+06	2.45699e+06	2.4577e+06	2.4861e+06
P07639	P07639		aroB		3.29126e+06	3.31657e+06	3.35982e+06	3.27094e+06	3.29836e+06	3.19355e+06
P07649	P07649		truA		1.88406e+06	1.91756e+06	2.09323e+06	1.80888e+06	2.12325e+06	2.04952e+06
P07650	P07650		deoA		6.16947e+06	6.33256e+06	6.00432e+06	6.04889e+06	6.06453e+06	5.99549e+06
P07658	P07658		fdhF		923991	947507	895316	923889	959467	976815
P07762	P07762		glgB		3.27918e+06	3.31134e+06	3.30716e+06	3.39019e+06	3.35644e+06	3.29453e+06
P07813	P07813		leuS		1.51037e+07	1.52633e+07	1.53576e+07	1.54387e+07	1.52012e+07	1.54703e+07
P07821	P07821		fhuC		715025	662895	670476	715817	700888	729037
P07862	P07862		ddlB		2.16733e+06	2.0867e+06	2.12952e+06	2.15732e+06	2.23948e+06	2.18543e+06
P07913	P07913		tdh		4.4609e+06	4.24219e+06	4.08905e+06	4.45708e+06	3.96748e+06	3.89791e+06
P08178	P08178		purM		981323	955947	977519	999339	988631	941526
P08179	P08179		purN		4.85949e+06	4.76676e+06	5.42109e+06	4.69086e+06	5.35216e+06	4.82503e+06
P08189	P08189		fimF		1.2436e+06	1.20161e+06	1.32935e+06	1.18034e+06	1.25908e+06	1.2309e+06
P08190	P08190		fimG		2.16065e+06	2.21155e+06	2.39049e+06	2.20583e+06	2.38678e+06	2.3879e+06
P08191	P08191		fimH		3.13662e+06	2.93944e+06	3.1763e+06	2.97423e+06	2.94522e+06	2.7761e+06
P08192	P08192		folC		3.36921e+06	3.40027e+06	3.27499e+06	3.35182e+06	3.4072e+06	3.32987e+06
P08200	P08200		icd		2.53573e+07	2.51792e+07	2.52578e+07	2.42704e+07	2.53191e+07	2.51222e+07
P08201	P08201		nirB		5.46609e+06	5.44447e+06	5.57334e+06	5.55381e+06	5.58402e+06	5.46368e+06
P08244	P08244		pyrF		1.01795e+07	1.03873e+07	1.01758e+07	1.07527e+07	1.01676e+07	1.03346e+07
P08245	P08245		yciH		758086	745164	862131	734855	786593	763937
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.05472e+06	1.0881e+06		1.08517e+06		
P08312	P08312		pheS		1.43505e+07	1.43284e+07	1.43121e+07	1.39197e+07	1.42562e+07	1.4471e+07
P08331	P08331		cpdB		2.61098e+06	2.56097e+06	2.61269e+06	2.56166e+06	2.50296e+06	2.44083e+06
P08337	P08337		mutT		1.50908e+06	1.51479e+06	1.60379e+06	1.52021e+06	1.55109e+06	1.38177e+06
P08373	P08373		murB		1.71351e+06	1.73858e+06	1.6858e+06	1.74614e+06	1.78001e+06	1.73362e+06
P08390	P08390		usg		5.6819e+07	6.09316e+07	5.8103e+07	5.93059e+07	5.86337e+07	5.93984e+07
P08395	P08395		sppA		3.22803e+06	3.16763e+06	3.38119e+06	3.3208e+06	3.24572e+06	3.29335e+06
P08506	P08506		dacC		6.19684e+06	6.10456e+06	6.30316e+06	6.07812e+06	6.41442e+06	6.29491e+06
P08622	P08622		dnaJ		6.15049e+06	6.20326e+06	6.60225e+06	6.22906e+06	6.5953e+06	6.68233e+06
P08660	P08660		lysC		2.55954e+06	2.6173e+06	2.39835e+06	2.53394e+06	2.51304e+06	2.39189e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.49502e+06	2.46814e+06		2.43157e+06		
P08839	P08839		ptsI		3.37374e+07	3.42588e+07	3.4412e+07	3.38252e+07	3.43543e+07	3.42122e+07
P08956	P08956		hsdR		1.61502e+06	1.595e+06	1.66029e+06	1.61057e+06	1.64985e+06	1.58003e+06
P08957	P08957		hsdM		1.24394e+07	1.24502e+07	1.24032e+07	1.23313e+07	1.25839e+07	1.24041e+07
P09029	P09029		purK		1.15335e+06	1.20408e+06	1.11668e+06	1.1973e+06	1.0806e+06	1.08198e+06
P09030	P09030		xthA		2.94803e+06	3.07261e+06	3.15201e+06	3.0465e+06	3.19369e+06	3.06892e+06
P09053	P09053		avtA		932426	961554	948704	904378	957466	1.04186e+06
P09126	P09126		hemD		1.95827e+06	1.82643e+06	1.88177e+06	1.90172e+06	2.09316e+06	2.03831e+06
P09127	P09127		hemX		1.26596e+07	1.23699e+07	1.22209e+07	1.27624e+07	1.25977e+07	1.21195e+07
P09147	P09147		galE		9.37022e+06	9.46204e+06	9.83747e+06	9.51153e+06	9.78641e+06	9.83969e+06
P09148	P09148		galT		1.5806e+06	1.62878e+06	1.64019e+06	1.60833e+06	1.77234e+06	1.63022e+06
P09152	P09152		narG		5.46077e+06	5.39826e+06	5.46736e+06	5.5024e+06	5.39103e+06	5.27657e+06
