Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P37689	GPMI_ECOLI	gpmI	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	22	22	2.07445e+08	2.07565e+08	1.95623e+08	2.13027e+08	1.98257e+08	2.09138e+08
P37690	ENVC_ECOLI	envC	Murein hydrolase activator EnvC	6	6	1.79714e+06	1.87676e+06	1.7246e+06	1.8278e+06	1.89747e+06	1.72322e+06
P37692	RFAF_ECOLI	rfaF	ADP-heptose--LPS heptosyltransferase 2	8	8	1.65047e+07	1.74158e+07	1.69945e+07	1.51743e+07	1.64349e+07	1.71161e+07
P37747	GLF_ECOLI	glf	UDP-galactopyranose mutase	2	2	4.80458e+06	5.27412e+06	5.05847e+06		5.95089e+06	5.26554e+06
P37765	RLUB_ECOLI	rluB	Ribosomal large subunit pseudouridine synthase B	10	10	2.22762e+07	2.23117e+07	2.36992e+07	2.30376e+07	2.35543e+07	2.34994e+07
P37773	MPL_ECOLI	mpl	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	13	13	4.70798e+07	4.6112e+07	4.78694e+07	4.70335e+07	4.71193e+07	4.67109e+07
P37902	GLTI_ECOLI	gltI	Glutamate/aspartate periplasmic-binding protein	7	7	5.63973e+06	5.78373e+06	4.95532e+06	6.2617e+06	5.27081e+06	5.95058e+06
P37903	USPF_ECOLI	uspF	Universal stress protein F	5	5	4.87173e+07	5.07849e+07	4.98012e+07	4.97323e+07	4.86709e+07	4.76475e+07
P37908	YFJD_ECOLI	yfjD	UPF0053 inner membrane protein YfjD	5	5	4.03761e+06	3.71621e+06	4.0438e+06	4.07758e+06	3.61783e+06	3.76249e+06
P38038	CYSJ_ECOLI	cysJ	Sulfite reductase [NADPH] flavoprotein alpha-component	14	14	2.69509e+07	2.60689e+07	2.63113e+07	2.36178e+07	2.63389e+07	2.71706e+07
P38051	MENF_ECOLI	menF	Menaquinone-specific isochorismate synthase	1	1						586360
P38134	ETK_ECOLI	etk	Tyrosine-protein kinase etk	25	25	1.97195e+07	1.91218e+07	1.87865e+07	1.93872e+07	1.90576e+07	2.00659e+07
P38489	NFNB_ECOLI	nfnB	Oxygen-insensitive NAD(P)H nitroreductase	12	12	7.60129e+07	7.66309e+07	7.33656e+07	7.92143e+07	7.26858e+07	7.20913e+07
P38506	XNI_ECOLI	ygdG	Protein Xni	2	2	2.15214e+06	2.18836e+06	1.97362e+06	2.39521e+06	1.84615e+06	1.92677e+06
P38521	YGGL_ECOLI	yggL	Uncharacterized protein YggL	2	2	2.49792e+06	2.09916e+06	3.34771e+06	2.76199e+06	2.56548e+06	2.154e+06
P39099	DEGQ_ECOLI	degQ	Periplasmic pH-dependent serine endoprotease DegQ	14	14	2.94189e+07	3.07685e+07	3.05433e+07	2.91871e+07	3.13116e+07	3.04828e+07
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2	2.49835e+06	3.35384e+06	2.85503e+06	3.12975e+06	3.29504e+06	2.98468e+06
P39172	ZNUA_ECOLI	znuA	High-affinity zinc uptake system protein ZnuA	4	4	1.06993e+07		1.01836e+07		1.10515e+07	1.07834e+07
P39173	YEAD_ECOLI	yeaD	Putative glucose-6-phosphate 1-epimerase	7	7	9.47873e+07	9.72876e+07	9.80562e+07	9.89379e+07	9.62577e+07	1.00789e+08
P39176	ERFK_ECOLI	erfK	Probable L,D-transpeptidase ErfK/SrfK	5	5	2.14892e+06	2.1559e+06	2.03047e+06	2.10938e+06	1.84347e+06	2.06166e+06
P39177	USPG_ECOLI	uspG	Universal stress protein G	5	5	1.30302e+08	1.42727e+08	1.54661e+08	1.38346e+08	1.55848e+08	1.51527e+08
P39187	YTFJ_ECOLI	ytfJ	Uncharacterized protein YtfJ	3	3	970534		915875		879942	834220
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	9	9	4.28444e+07	4.47741e+07	3.65208e+07	4.03173e+07	3.95565e+07	3.79632e+07
P39265	ALSB_ECOLI	alsB	D-allose-binding periplasmic protein	1	1	937704	1.07034e+06	796129	892306		791686
P39280	EPMB_ECOLI	epmB	L-lysine 2,3-aminomutase	3	3	6.65801e+06	6.97007e+06	5.98817e+06	6.56636e+06	5.31819e+06	5.59369e+06
P39285	YJEP_ECOLI	yjeP	Uncharacterized MscS family protein YjeP	1	1	777377	1.58493e+06	1.39793e+06			
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	8	8	1.19642e+07	1.24865e+07	1.13515e+07	1.18124e+07	1.14312e+07	1.07495e+07
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	1	1	4.17451e+06	3.71743e+06	3.60664e+06	2.41672e+06	3.15852e+06	3.96464e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	2	2	1.82037e+06	1.69733e+06	1.09714e+06	1.65163e+06	1.3888e+06	1.37121e+06
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	1.75526e+06	1.81907e+06	1.92887e+06	1.89959e+06	1.91397e+06	1.88523e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	4	4	1.22783e+07	1.2498e+07	1.25725e+07	1.21074e+07	1.1844e+07	1.14322e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	12	12	2.95284e+06	2.81433e+06	2.79602e+06	2.84367e+06	2.6507e+06	2.81067e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	2	2	3.43702e+06	3.37825e+06	3.21302e+06	3.35769e+06	3.19655e+06	3.04116e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.81952e+06	1.75013e+06	1.92454e+06	1.70889e+06	1.92321e+06	1.75419e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	7	7	3.56681e+06	3.78378e+06	4.73902e+06	4.05454e+06	4.29786e+06	4.03934e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	2.98658e+06	2.86697e+06	3.26349e+06	2.60382e+06	2.51801e+06	3.1058e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	11	11	1.62804e+07	1.71062e+07	1.74256e+07	1.74576e+07	1.75798e+07	1.80959e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	2	2	2.777e+06		2.75629e+06	3.10704e+06	2.46305e+06	
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	4	4	1.33209e+06	1.36171e+06	1.31018e+06	1.28983e+06	1.19109e+06	1.13273e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	8	8	2.4779e+06	2.5129e+06	2.90543e+06	2.64475e+06	2.67654e+06	2.60948e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	3	3	1.83535e+07	1.74146e+07	1.93053e+07	1.84341e+07	1.76658e+07	1.73281e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	9	9	2.99031e+06	3.11844e+06	3.07227e+06	3.10456e+06	3.26722e+06	3.39585e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	3.99719e+07	3.98665e+07	3.83169e+07	3.8835e+07	3.90201e+07	3.80964e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	4	4	997198	1.11547e+06	1.19415e+06	1.18582e+06	1.13928e+06	1.25325e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	748014		1.44119e+06	1.19992e+06	1.12504e+06	1.40682e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	9.44585e+06	1.24565e+07	1.07965e+07	1.11506e+07	1.0354e+07	1.11043e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	8.40946e+06	8.7089e+06	7.70296e+06	8.5788e+06	7.99001e+06	8.48781e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	1	1		1.16327e+06	1.14263e+06	1.02561e+06	920023	1.22115e+06
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.58928e+06	1.82711e+06	2.00269e+06	2.16145e+06	2.61795e+06	2.02977e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.18266e+07	6.00011e+07	6.4717e+07	6.02912e+07	6.17498e+07	6.44667e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.30894e+06	1.21593e+06	1.37986e+06	1.43234e+06	1.3504e+06	1.42977e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	13	13	1.22449e+07	1.1145e+07	1.1601e+07	1.18817e+07	1.16971e+07	1.19887e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	6	6	7.54943e+06	7.77119e+06	7.15472e+06	7.7664e+06	7.3608e+06	7.16825e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	9.60572e+06	7.78475e+06	9.59491e+06	8.87874e+06	1.02936e+07	9.66997e+06
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	4	4	686264	736934	582545	637863	729742	672046
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	16	16	1.71884e+07	1.75537e+07	1.72148e+07	1.80569e+07	1.71316e+07	1.70218e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	4	4	3.09328e+06	3.12594e+06	3.07437e+06	2.90969e+06	2.77095e+06	3.31772e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7	1.0271e+08	1.0862e+08	5.91234e+06	9.47082e+07	5.10202e+06	5.15646e+06
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	6	6	1.27288e+07	1.33401e+07	1.23647e+07	1.33642e+07	1.37075e+07	1.34465e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	6	6	4.41571e+06	4.60312e+06	4.07335e+06	4.41295e+06	3.85671e+06	3.84108e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	8.66039e+06	8.41136e+06	8.61446e+06	8.85369e+06	8.15494e+06	8.8242e+06
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2				1.55622e+06	2.1224e+06	1.33675e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	4.06575e+06	5.48375e+06	5.81123e+06	6.01851e+06	6.17367e+06	6.57849e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1			5.76124e+06	4.432e+06	4.67104e+06	
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	6	6	4.04143e+06	4.48274e+06	4.02275e+06	4.08016e+06	3.56059e+06	3.68181e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	18	18	1.34103e+07	1.34447e+07	1.41723e+07	1.32648e+07	1.3321e+07	1.36893e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	2.80046e+07	2.70476e+07	2.65509e+07	2.58786e+07	2.67626e+07	2.82856e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	20	20	3.99861e+06	4.36415e+06	3.58676e+06	3.70304e+06	3.62506e+06	3.73332e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	2	2	753207	814166	548545	733495	516516	693529
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	4.30036e+06	3.89044e+06	3.79296e+06	3.9781e+06	3.96156e+06	3.89988e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	11	11	4.2834e+06	4.40934e+06	4.21739e+06	4.59231e+06	4.51216e+06	4.54363e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	10	10	5.04062e+06	4.7687e+06	5.42209e+06	4.65494e+06	5.58444e+06	5.41184e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	2	2					1.58611e+06	1.53602e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	9.76755e+06	9.55561e+06	8.70702e+06	1.01811e+07	9.54624e+06	8.46458e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	16	16	2.59295e+07	2.65177e+07	2.72427e+07	2.64001e+07	2.7506e+07	2.73245e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	2	2	2.78363e+06	3.44532e+06	3.59703e+06	3.88227e+06	3.60427e+06	3.70437e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	2	2	2.54552e+06	3.42348e+06	2.78808e+06	3.10136e+06	3.50845e+06	3.41897e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	4	4	3.6502e+06	3.87176e+06	3.8651e+06	3.75035e+06	3.52578e+06	3.67615e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	16	16	2.11864e+08	2.18419e+08	2.20953e+08	2.13995e+08	2.2379e+08	2.20389e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	3	3	4.0876e+06	2.49654e+06	4.28465e+06		3.60041e+06	4.10131e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	3.6011e+06	3.61271e+06	3.89714e+06	3.71033e+06	3.27067e+06	3.48238e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	2.04837e+06	2.4285e+06	2.41041e+06	1.99687e+06	2.48707e+06	2.34267e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	242812	242240	175019	274730	164227	190223
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	2	2			3.51954e+06	3.35615e+06		3.69609e+06
P45577	PROQ_ECOLI	proQ	ProP effector	13	13	1.11793e+08	1.09914e+08	1.09759e+08	1.13115e+08	1.08514e+08	1.04866e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.9042e+08	2.03465e+08	1.87151e+08	1.92696e+08	1.84599e+08	1.87708e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	5	5	1.6097e+07	1.62897e+07	1.60008e+07	1.54973e+07	1.60959e+07	1.65651e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	3.35483e+06	3.29383e+06	2.99646e+06	3.30724e+06	2.89351e+06	3.7029e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	5	5	5.3577e+06	5.2467e+06	6.04702e+06	5.58545e+06	5.65801e+06	5.5261e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	925104	1.13345e+06	894435	1.10135e+06	1.02397e+06	1.22027e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	9	9	1.18722e+07	1.17277e+07	1.21656e+07	1.13462e+07	1.2133e+07	1.26867e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	1	1	1.02337e+06	1.02546e+06		1.31474e+06		724792
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	6.33545e+06	5.69747e+06	7.07943e+06	6.72419e+06	5.57595e+06	5.84762e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	1	1	587212	427787	425228	482901	600091	408271
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	6	6	3.45983e+07	3.57896e+07	3.7076e+07	3.53013e+07	3.58109e+07	3.70059e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	8.31273e+07	7.7202e+07	7.97983e+07	8.21868e+07	7.85359e+07	7.83273e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	5	5	2.38353e+06	3.13634e+06	2.37079e+06	2.43303e+06	2.58989e+06	2.0526e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	28	28	3.39351e+07	3.49188e+07	3.51987e+07	3.49442e+07	3.53375e+07	3.57651e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	3.42737e+06	4.24432e+06	4.45327e+06	4.50713e+06	4.31034e+06	4.22052e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	11	11	3.2085e+07	3.36518e+07	3.25507e+07	3.22621e+07	3.26679e+07	3.31933e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	2.15858e+06	2.00064e+06	2.63663e+06	1.55247e+06	2.46324e+06	2.67174e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	2	2	3.63445e+06	2.68493e+06		4.38056e+06		2.86754e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	10	10	1.67437e+07	1.49675e+07	1.57066e+07	1.60086e+07	1.42104e+07	1.51114e+07
P50456	MLC_ECOLI	mlc	Protein mlc	6	6	3.6329e+06	3.79099e+06	3.57347e+06	3.5059e+06	3.5129e+06	3.6162e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	2	2	3.46245e+06	3.09261e+06	2.69631e+06	3.60529e+06	2.52832e+06	2.94655e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.6575e+07	1.80966e+07	1.86141e+07	1.70926e+07	1.82107e+07	1.81542e+07
P51965ups|UB2E1_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		1	1	2.4398e+07	2.36804e+07		2.68603e+07		
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	5.071e+06	5.7639e+06	4.32519e+06	5.13042e+06	4.41329e+06	4.67853e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	6.17114e+06	5.79955e+06	6.30175e+06	5.82077e+06	6.46488e+06	6.3143e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	2.17571e+06	2.04638e+06	2.91227e+06	2.71525e+06	3.83887e+06	3.42617e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.51887e+07	2.39975e+07	2.25099e+07	2.45114e+07	2.34992e+07	2.27023e+07
P52062	YGGW_ECOLI	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	1	1						690587
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	6	6	2.09427e+06	1.89364e+06	1.81867e+06	1.75753e+06	1.89555e+06	1.65894e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1		1.92331e+06		1.69307e+06	1.29989e+06	1.63015e+06
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1			303754		199777	238878
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.55877e+07	1.58187e+07	1.49579e+07	1.67564e+07	1.55471e+07	1.5655e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.73185e+07	1.73053e+07	1.73865e+07	1.74548e+07	1.67311e+07	1.74079e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	3	3	1.06145e+06	1.26357e+06	1.11711e+06	1.29895e+06		1.19768e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1			519230		422883	541977
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	776453	656435	1.29998e+06	695495	1.40786e+06	792803
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	891551	912235	697489	1.11896e+06	629918	724922
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	12	12	3.02555e+07	3.09543e+07	3.23529e+07	3.26781e+07	3.08466e+07	3.25076e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.08468e+06	2.51423e+06	2.13448e+06	2.13741e+06	2.22849e+06	1.95709e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	13	13	5.50258e+06	5.62948e+06	5.42014e+06	5.40889e+06	5.34731e+06	4.90016e+06
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	8	8	1.10685e+08	1.18227e+08	1.17719e+08	1.12014e+08	1.15325e+08	1.12493e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	1	1		4.44665e+06	5.42545e+06	2.52243e+06		4.01232e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		9	9	6.48107e+07	6.31778e+07	4.11285e+06	6.4308e+07	4.56638e+06	4.29705e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	3	3	814507		771543			808742
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	3	3	4.74552e+06	4.04358e+06	3.42547e+06	3.73519e+06	4.73253e+06	3.7209e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	2.61274e+06	3.03212e+06	3.01985e+06	2.83901e+06	2.89974e+06	2.93941e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	21	21	1.90467e+07	1.9451e+07	1.88823e+07	2.00309e+07	1.84246e+07	1.90824e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	16	16	6.88342e+06	7.08377e+06	6.83805e+06	6.67028e+06	6.77185e+06	6.85126e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	2.96363e+07	2.93229e+07	2.77059e+07	2.76473e+07	2.85515e+07	2.758e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.48806e+07	2.43621e+07	2.43087e+07	2.38567e+07	2.38903e+07	2.46819e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	5.91085e+08	5.82944e+08	6.40954e+08	6.15869e+08	6.09101e+08	6.15824e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	10	10	1.22326e+09	1.18711e+09	1.19725e+09	1.2269e+09	1.28807e+09	1.28346e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.93109e+06	6.11156e+06	6.20073e+06	6.10732e+06	5.72456e+06	5.66992e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	4.87385e+07	4.96994e+07	5.0046e+07	4.83796e+07	4.91962e+07	4.82178e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	6	6	8.85723e+06	9.27076e+06	9.18488e+06	9.30477e+06	8.88852e+06	8.8913e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	3	3	6.37313e+06	6.548e+06	5.66606e+06	5.86018e+06	5.04776e+06	5.85501e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	8.90947e+08	9.31548e+08	8.75652e+08	9.47902e+08	8.42696e+08	8.61755e+08
P60651	SPEB_ECOLI	speB	Agmatinase	5	5	9.26889e+07	8.79532e+07	9.7727e+07	9.38792e+07	9.45212e+07	9.27263e+07
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	6.96817e+06	7.23628e+06	7.25919e+06	7.45415e+06	6.92493e+06	6.98166e+06
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	6.6499e+07	6.83464e+07	6.88296e+07	6.57599e+07	6.81156e+07	6.7235e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2		1.39366e+06	1.27856e+06	1.66065e+06	1.55213e+06	1.55789e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	7.72083e+08	8.24021e+08	7.66391e+08	7.64562e+08	7.53314e+08	7.59462e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	10	10	1.35946e+07	1.26462e+07	1.20626e+07	1.37732e+07	1.37805e+07	1.32014e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	4	4	1.09641e+07	1.1026e+07	1.00559e+07	1.11133e+07	1.1476e+07	1.08661e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	17	17	2.91434e+07	2.91974e+07	2.77284e+07	2.86879e+07	2.69037e+07	2.74277e+07
P60869	YBJL_ECOLI	ybjL	Putative transport protein YbjL	1	1	697775	650447		702828	482577	619329
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	21	21	8.6443e+07	8.63873e+07	8.32977e+07	8.62521e+07	8.10116e+07	8.14404e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3		1.32704e+06	1.37807e+06	1.34121e+06	1.10143e+06	
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	7.90728e+08	7.93747e+08	8.66226e+08	7.8986e+08	8.30646e+08	8.36037e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	3.64705e+07	3.89221e+07	3.99745e+07	3.83309e+07	3.81953e+07	3.9262e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	10	10	1.5801e+07	1.71742e+07	1.67562e+07	1.70769e+07	1.65485e+07	1.67775e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.5187e+07	6.42556e+07	6.47256e+07	6.20575e+07	6.36081e+07	6.42707e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3	1.31036e+08	1.34976e+08	9.86176e+06	1.27226e+08	9.40462e+06	1.06578e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.04816e+08	1.94272e+08	2.13206e+08	1.9892e+08	2.13447e+08	2.18678e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3	2.71934e+07	2.87172e+07		2.6498e+07		
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	2	2	3.24134e+06	3.57515e+06	3.41864e+06	3.20242e+06	3.48238e+06	3.37643e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	8.79854e+07	8.75338e+07	9.21843e+07	8.67466e+07	8.98871e+07	9.30293e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.33404e+08	1.43276e+08	1.33171e+08	1.41482e+08	1.37948e+08	1.39468e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.20191e+09	1.21693e+09	1.18499e+09	1.21448e+09	1.2011e+09	1.16524e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	1	1			2.86846e+06		3.15583e+06	
P62556	SOPA_ECOLI	sopA	Protein SopA	8	8	1.86856e+07	2.00535e+07	1.92331e+07	1.9326e+07	1.85677e+07	1.94993e+07
