Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	8.12804e+07	1.69141e+07	8.434e+07	1.87795e+07	8.22523e+07	1.9681e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	1.16637e+08	2.48302e+07	1.17226e+08	2.45766e+07	1.14532e+08	2.32208e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	4.72283e+07	1.0214e+07	4.37228e+07	9.03206e+06	4.45987e+07	8.92386e+06
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	6.38865e+07	1.55677e+07	5.98894e+07	1.08716e+07	6.51942e+07	1.10787e+07
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	9.13788e+07	2.38993e+07	9.12193e+07	2.05396e+07	8.69364e+07	1.79386e+07
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8	1.33292e+08	2.92452e+07	1.39809e+08	2.8774e+07	1.37036e+08	2.87483e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9	1.52678e+08	2.86769e+07	1.44632e+08	2.93876e+07	1.51938e+08	3.01397e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10	6.74239e+08	5.31099e+08	7.01617e+08	7.29627e+08	6.66914e+08	6.90249e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.14525e+08	8.53087e+08	9.10588e+08	9.0006e+08	9.30086e+08	8.97077e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	7.24545e+08	6.8623e+08	7.59484e+08	8.18556e+08	7.29627e+08	7.81763e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7	1.62736e+07	3.24351e+06	1.68007e+07	3.20568e+06	1.64122e+07	2.80103e+06
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4	1.50734e+07	3.29323e+06	1.68123e+07	2.89867e+06	1.41103e+07	2.42199e+06
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24	2.57576e+08	5.27253e+07	2.63524e+08	5.2785e+07	2.45142e+08	5.21843e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20	1.53405e+08	3.17674e+07	1.52161e+08	3.39103e+07	1.51667e+08	3.10704e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23	1.42253e+08	2.95554e+07	1.46657e+08	2.96746e+07	1.3923e+08	2.95103e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	7	7	1.56808e+08	1.49418e+08	1.4377e+08	1.48087e+08	1.579e+08	1.30287e+08
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	13	13	3.70684e+07	4.06339e+07	3.75673e+07	3.77956e+07	4.12984e+07	3.36849e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.25358e+07	4.16732e+07	4.25788e+07	3.96331e+07	4.04336e+07	3.95934e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.2086e+08	1.24745e+08	1.22186e+08	1.19675e+08	1.18425e+08	1.1897e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	16	15	1.93768e+08	2.30544e+08	2.03306e+08	2.05287e+08	1.87755e+08	1.97769e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.28642e+06	1.43404e+06	1.48565e+06	1.39742e+06	913822	1.33063e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	16	14	6.1524e+07	6.01396e+07	6.44832e+07	6.03575e+07	6.4925e+07	6.00753e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.3936e+06	8.81937e+06	7.8559e+06	9.16492e+06	8.99596e+06	9.42065e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12	5.77682e+06	6.17321e+06	6.17917e+06	5.74804e+06	6.47301e+06	6.12442e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	1	1	2.53514e+06			2.69328e+06	4.09901e+06	
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	7.82015e+06	7.52257e+06	7.58811e+06	6.42105e+06	8.46275e+06	7.26784e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2	1.92262e+06	2.18285e+06	1.7259e+06	1.73233e+06	1.31888e+06	1.80643e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	3	3	6.41088e+06	7.08668e+06	7.59064e+06	6.43648e+06	7.04465e+06	6.37128e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.85169e+07	2.98145e+07	4.00399e+07	3.43376e+07	3.69249e+07	3.54572e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	2.99376e+07	3.20357e+07	2.96957e+07	3.15147e+07	3.13923e+07	3.08932e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.45596e+07	3.04268e+07	3.39905e+07	3.2803e+07	3.20497e+07	3.23887e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		24	24	5.28619e+07	1.10541e+07	5.31966e+07	1.10418e+07	5.19401e+07	1.03559e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	25	25	6.79157e+07	6.98832e+07	6.94932e+07	7.06052e+07	6.8549e+07	6.95203e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.66998e+07	1.65283e+07	1.64849e+07	1.59213e+07	1.7787e+07	1.663e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.00387e+07	3.14567e+07	3.08271e+07	3.15512e+07	3.04324e+07	3.19625e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.6783e+07	2.82884e+07	2.7586e+07	2.45306e+07	2.47831e+07	2.43994e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.49859e+08	1.48556e+08	1.51608e+08	1.43529e+08	1.47976e+08	1.4506e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.33649e+07	6.82614e+07	7.00581e+07	7.14242e+07	7.20036e+07	7.10871e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	4	4	7.06032e+06	7.21303e+06	8.01093e+06	7.04143e+06	7.54184e+06	7.09045e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	3.62545e+08	4.01652e+08	3.61324e+08	3.89188e+08	3.61512e+08	3.77852e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.62087e+07	3.4724e+07	3.50839e+07	3.42149e+07	3.47274e+07	3.358e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.15654e+06	1.03718e+06	1.17981e+06	1.01869e+06	1.09008e+06	1.18651e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	7.16461e+06	6.67686e+06	7.05621e+06	5.98021e+06	6.31032e+06	6.56736e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	4	4	2.51852e+06	2.64471e+06	2.07565e+06	2.06706e+06	1.82259e+06	2.00942e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	7	7	7.23206e+06	7.01166e+06	7.35073e+06	7.56963e+06	6.83288e+06	7.23977e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.94905e+07	2.0808e+07	1.95468e+07	1.89587e+07	2.0291e+07	1.88481e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	5	5	5.43457e+06	6.09291e+06	5.43885e+06	4.63277e+06	5.57933e+06	5.25093e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	1.82276e+08	1.90592e+08	1.90419e+08	1.91027e+08	1.817e+08	1.91458e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	6.74691e+06	5.88059e+06	5.44917e+06	5.14885e+06	6.13571e+06	5.38051e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	7	7	1.97194e+07	2.10491e+07	1.98161e+07	1.89922e+07	1.925e+07	2.16615e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		10	10	1.36927e+08	2.60416e+07	1.39909e+08	2.63369e+07	1.33181e+08	2.6463e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	10	10	5.33617e+06	7.13187e+06	6.51923e+06	6.90087e+06	6.07437e+06	6.73725e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	2.30299e+07	2.31357e+07	2.42273e+07	2.25902e+07	2.29839e+07	2.20304e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	3	3	528025	538195	484411	478427		444327
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.58168e+06	8.21444e+06	8.36994e+06	8.87994e+06	8.62064e+06	9.41913e+06
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	1	1					1.37811e+06	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	5	5	1.02344e+07	1.22587e+07	9.96517e+06	1.05823e+07	9.43977e+06	1.08665e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	12	12	1.22648e+07	1.11135e+07	1.23776e+07	1.16632e+07	1.22785e+07	1.22275e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	1.97551e+07	2.32181e+07	2.19418e+07	2.21871e+07	2.01357e+07	2.17523e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	9.16493e+06	1.004e+07	8.79047e+06	8.94094e+06	8.41775e+06	8.57944e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	7.37106e+06	9.56835e+06	9.09193e+06	8.72051e+06	8.776e+06	9.28602e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	24	24	4.77061e+07	4.87748e+07	4.37672e+07	4.91457e+07	4.93627e+07	4.8229e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	2	2	2.30815e+07	2.91958e+07	1.80307e+07	2.35389e+07	2.52784e+07	2.94078e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	20	20	2.26529e+07	2.02197e+07	2.20196e+07	2.3648e+07	2.24219e+07	2.19907e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	5	5	7.2596e+06	6.84838e+06	7.41092e+06	6.49995e+06	7.34182e+06	6.73847e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21	6.15712e+07	1.36437e+07	6.16073e+07	1.27845e+07	6.07415e+07	1.29501e+07
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7	5.80763e+07	5.76621e+07	5.7611e+07	5.18736e+07	5.91662e+07	5.11422e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.03661e+06		1.10681e+06	1.09088e+06		1.37005e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.62362e+07	3.21764e+07	2.70676e+07	2.66532e+07	2.67952e+07	2.6752e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	7.63795e+06	9.80396e+06	8.27582e+06	9.37344e+06	7.3347e+06	9.52281e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	5	5	4.19035e+06	4.74427e+06	4.05053e+06	4.50572e+06	4.67943e+06	4.77526e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	4.89283e+06	5.26372e+06	5.00583e+06	5.07165e+06	4.8138e+06	4.89776e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	12	12	2.13997e+07	2.1717e+07	2.35538e+07	2.28654e+07	2.19968e+07	2.25675e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	5	5	2.18003e+06	2.03284e+06	2.21697e+06	2.53484e+06		1.87726e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	1.57106e+06	1.42977e+06	1.61404e+06	1.72213e+06	1.50517e+06	1.3968e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		18	18	7.56648e+07	1.61203e+07	7.431e+07	1.55231e+07	7.61411e+07	1.50804e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.41233e+06	4.43127e+06	4.50303e+06	3.52826e+06	4.05341e+06	3.93225e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	37	37	2.65356e+08	2.55736e+08	2.69286e+08	2.76965e+08	2.73482e+08	2.74896e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	5.76015e+06	6.72046e+06	6.01814e+06	6.63703e+06	5.95302e+06	6.39406e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	7.52743e+07	8.47967e+07	8.14421e+07	8.60478e+07	7.8543e+07	8.50564e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	6.86872e+07	7.14555e+07	7.22957e+07	7.25689e+07	7.11465e+07	6.94873e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	1.30632e+07	1.05267e+07	1.28722e+07	1.29448e+07	1.25984e+07	1.32822e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.7107e+07	5.48525e+07	5.78519e+07	5.64939e+07	5.70515e+07	5.62013e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.40674e+07	1.48239e+07	1.37529e+07	1.31705e+07	1.32162e+07	1.30966e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	7	7	3.24479e+06	3.29211e+06	3.09238e+06	3.33494e+06	3.33757e+06	3.46101e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	2.54313e+06	2.14419e+06	2.61988e+06	2.5397e+06	2.6399e+06	2.7408e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.42964e+08	1.25163e+08	1.47136e+08	1.48907e+08	1.47066e+08	1.49258e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	4.50028e+06	4.29138e+06	3.69166e+06	3.32099e+06	4.69226e+06	3.66492e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	19	16	1.29255e+09	1.49007e+09	1.36526e+09	1.44645e+09	1.29602e+09	1.3822e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	6	6	4.43644e+06	4.29928e+06	4.58075e+06	4.27025e+06	4.70569e+06	4.64701e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.28847e+06	1.57282e+06	1.95912e+06	1.87826e+06	2.15658e+06	1.9438e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	1.07978e+07	1.12787e+07	1.10589e+07	1.17178e+07	1.09447e+07	1.1226e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.06242e+07	1.08578e+07	9.6604e+06	1.02219e+07	1.02856e+07	1.06095e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.02167e+07	3.10697e+07	2.99024e+07	3.1941e+07	2.93489e+07	3.09702e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	17	17	5.88845e+07	6.55556e+07	5.77594e+07	6.11554e+07	5.82926e+07	5.84437e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	1.99009e+07	1.96721e+07	2.00472e+07	1.95658e+07	1.93948e+07	1.98031e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.54292e+07	1.44236e+07	1.6012e+07	1.50285e+07	1.62162e+07	1.55692e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.80383e+06	3.07282e+06	4.63352e+06	3.49244e+06	4.23344e+06	3.40395e+06
P07023	TYRA_ECOLI	tyrA	T-protein	8	8	7.44872e+06	8.08384e+06	7.72458e+06	7.47591e+06	7.71784e+06	7.6872e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.34861e+07	2.47435e+07	2.42736e+07	2.37645e+07	2.28503e+07	2.28431e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.73228e+06	4.9269e+06	4.76102e+06	4.21404e+06	3.94456e+06	4.3547e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2	1.23665e+06	1.52974e+06		1.55277e+06	1.46212e+06	1.31673e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.09274e+08	1.01757e+08	1.08292e+08	1.04826e+08	1.08793e+08	1.05269e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	2.14951e+06	2.73722e+06	2.45893e+06	2.58635e+06	2.25121e+06	2.53563e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	13	13	9.25386e+06	1.03994e+07	9.20768e+06	9.73038e+06	9.46519e+06	9.43772e+06
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2			1.04295e+06	561923		1.52822e+06
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	38	38	9.31788e+07	9.41905e+07	9.43105e+07	9.36048e+07	9.02586e+07	9.1105e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	12	12	8.5537e+06	8.86288e+06	9.32472e+06	8.19659e+06	8.76464e+06	8.11591e+06
