Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P04805	P04805		gltX		2.39265e+07	2.34727e+07	2.43721e+07	2.40497e+07	2.40386e+07	2.42432e+07
P04825	P04825		pepN		1.53374e+07	1.50702e+07	1.57101e+07	1.49847e+07	1.52352e+07	1.46438e+07
P04846	P04846		nlpA		3.41777e+06	3.21457e+06	3.36096e+06	3.31258e+06	3.29984e+06	3.4806e+06
P04949	P04949		fliC		3.5472e+07	3.58183e+07	3.71925e+07	4.02853e+07	3.80163e+07	3.99278e+07
P04951	P04951		kdsB		6.38529e+06	6.32975e+06	6.23691e+06	6.26469e+06	6.36412e+06	6.57434e+06
P04982	P04982		rbsD		1.08595e+06	1.31606e+06	1.09152e+06	1.15353e+06	1.29849e+06	1.24357e+06
P04995	P04995		sbcB		1.25416e+07	1.19303e+07	1.23273e+07	1.28639e+07	1.27089e+07	1.25471e+07
P05020	P05020		pyrC		6.78928e+06	6.69563e+06	6.88824e+06	6.58678e+06	6.68899e+06	6.6282e+06
P05041	P05041		pabB		1.76366e+06	1.70681e+06	1.69487e+06	1.77656e+06	1.61367e+06	1.68726e+06
P05055	P05055		pnp		4.32569e+07	4.4192e+07	4.37404e+07	4.30156e+07	4.29707e+07	4.29983e+07
P05100	P05100		tag		1.47086e+06	1.605e+06	1.52735e+06	1.57198e+06	1.50904e+06	1.60573e+06
P05194	P05194		aroD		1.5378e+06	1.31369e+06	1.24114e+06	1.40727e+06	1.32061e+06	1.25067e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.87639e+07	1.98899e+07	1.92959e+07	2.38167e+06	2.49648e+06	2.32844e+06
P05458	P05458		ptrA		924006	859899	877223	917229	986292	963227
P05459	P05459		pdxB		6.305e+06	6.37506e+06	6.30864e+06	6.57236e+06	6.51205e+06	6.45063e+06
P05637	P05637		apaH		1.65102e+06	1.62393e+06	1.62499e+06	1.62645e+06	1.8171e+06	1.66692e+06
P05719	P05719		hsdS		992983	1.01175e+06	1.14406e+06	1.1456e+06	1.13051e+06	1.07179e+06
P05791	P05791		ilvD		3.13735e+06	3.25607e+06	3.1812e+06	3.15343e+06	2.99178e+06	3.12954e+06
P05793	P05793		ilvC		7.63312e+06	7.65361e+06	7.59865e+06	7.7608e+06	7.91795e+06	7.83298e+06
P05825	P05825		fepA		1.96578e+06	1.92996e+06	1.98504e+06	2.07289e+06	2.11396e+06	2.0245e+06
P05852	P05852		gcp		2.57571e+06	2.50378e+06	2.60638e+06	2.68259e+06	2.58316e+06	2.77857e+06
P06129	P06129		btuB		1.49857e+07	1.50005e+07	1.49232e+07	1.53875e+07	1.48242e+07	1.47886e+07
P06149	P06149		dld		6.42822e+06	6.3818e+06	6.30585e+06	6.44719e+06	6.19715e+06	6.27914e+06
P06282	P06282		cdh		1.28045e+06	1.23184e+06	1.25981e+06	1.32811e+06	1.20512e+06	1.21972e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.09944e+07	1.08371e+07	1.10664e+07	2.00709e+06	1.94427e+06	2.18782e+06
P06610	P06610		btuE		8.31556e+06	8.32692e+06	8.28042e+06	7.94538e+06	7.72736e+06	7.72821e+06
P06612	P06612		topA		5.73946e+06	5.62773e+06	5.68151e+06	5.75661e+06	5.65125e+06	5.71596e+06
P06616	P06616		era		3.09421e+06	3.20944e+06	3.06395e+06	3.83435e+06	3.6763e+06	3.64923e+06
P06709	P06709		birA		4.42552e+06	4.10951e+06	4.14063e+06	4.27568e+06	4.35251e+06	4.36488e+06
P06710	P06710		dnaX		1.35436e+06	1.28897e+06	1.34812e+06	1.36009e+06	1.41002e+06	1.47327e+06
P06715	P06715		gor		4.61259e+06	4.39948e+06	4.4946e+06	4.33036e+06	4.4341e+06	4.40485e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				5.53347e+06	5.53643e+06	5.67543e+06	764527	769094	744519
P06846	P06846		ebgR		1.40378e+06	1.49403e+06	1.34569e+06	1.61252e+06	1.35754e+06	1.42267e+06
P06959	P06959		aceF		6.10364e+07	6.10687e+07	6.09815e+07	6.00653e+07	5.97947e+07	5.96931e+07
P06961	P06961		cca		1.17444e+06	1.15418e+06	1.1124e+06	1.10425e+06	1.09042e+06	1.13845e+06
P06966	P06966		dicA		3.60751e+06	3.5323e+06	3.72906e+06	2.77155e+06	3.08303e+06	3.60608e+06
P06968	P06968		dut		8.2733e+06	8.1165e+06	8.36332e+06	8.5325e+06	8.46091e+06	8.37213e+06
P06971	P06971		fhuA		1.4498e+07	1.42016e+07	1.39759e+07	1.40972e+07	1.41353e+07	1.42743e+07
P06974	P06974		fliM		1.43783e+06	1.43766e+06	1.50788e+06	1.52958e+06	1.53029e+06	1.55787e+06
P06983	P06983		hemC		1.08325e+07	1.1051e+07	1.0672e+07	1.10528e+07	1.11726e+07	1.11742e+07
P06986	P06986		hisC		4.52978e+06	4.52512e+06	4.66424e+06	4.65329e+06	4.35824e+06	4.51185e+06
P06987	P06987		hisB		1.21115e+06	1.14667e+06	1.21084e+06	1.18373e+06	1.18907e+06	1.1766e+06
P06988	P06988		hisD		3.13014e+06	2.99205e+06	3.21446e+06	3.30172e+06	3.3097e+06	3.53746e+06
P06992	P06992		rsmA		2.28836e+06	2.29712e+06	2.26424e+06	2.22446e+06	2.12916e+06	2.16538e+06
P06996	P06996		ompC		1.95376e+08	1.89919e+08	1.93528e+08	1.93599e+08	1.95643e+08	2.02431e+08
P06999	P06999		pfkB		1.74512e+06	1.77454e+06	1.78089e+06	1.73346e+06	1.68696e+06	1.77739e+06
P07000	P07000		pldB		529359	591861	579816	581762	589038	519076
P07001	P07001		pntA		2.6898e+06	2.70929e+06	2.68567e+06	2.80882e+06	2.62525e+06	2.69911e+06
P07003	P07003		poxB		2.60136e+06	2.64241e+06	2.52235e+06	2.55467e+06	2.58871e+06	2.57455e+06
P07004	P07004		proA		5.10699e+06	4.86594e+06	5.05943e+06	4.97418e+06	5.20448e+06	5.11301e+06
P07012	P07012		prfB		9.6458e+06	9.7205e+06	9.90591e+06	9.75744e+06	9.64418e+06	9.63822e+06
P07014	P07014		sdhB		1.68347e+06	1.74583e+06	1.77203e+06	1.68912e+06	1.79218e+06	1.7671e+06
P07017	P07017		tar		3.59739e+06	3.54468e+06	3.57993e+06	3.68088e+06	3.58877e+06	3.56272e+06
P07021	P07021		yfiB		918804	962890	857297	883348	847744	901284
P07023	P07023		tyrA		2.63959e+06	2.62786e+06	2.6811e+06	2.61728e+06	2.74654e+06	2.52839e+06
P07024	P07024		ushA		5.02729e+06	5.00264e+06	4.98611e+06	5.16146e+06	5.10643e+06	5.21195e+06
P07026	P07026		sdiA		1.8508e+06	1.81275e+06	1.74858e+06	1.78899e+06	1.71195e+06	1.82594e+06
P07118	P07118		valS		2.04458e+07	2.01279e+07	2.02973e+07	1.99216e+07	2.03924e+07	1.99169e+07
P07330	P07330		cheB		997731	1.14267e+06	1.04012e+06	1.20735e+06	1.11628e+06	1.13914e+06
P07363	P07363		cheA		5.67109e+06	6.02098e+06	5.98874e+06	5.81716e+06	5.71779e+06	5.88808e+06
P07395	P07395		pheT		1.48595e+07	1.47e+07	1.5064e+07	1.50642e+07	1.48872e+07	1.49553e+07
P07604	P07604		tyrR		2.13352e+06	2.10086e+06	2.14954e+06	2.12338e+06	2.24612e+06	2.23091e+06
P07639	P07639		aroB		3.24528e+06	3.3915e+06	3.19478e+06	3.42735e+06	3.3993e+06	3.30365e+06
P07649	P07649		truA		2.0408e+06	1.93712e+06	2.01715e+06	2.15164e+06	2.01955e+06	2.11492e+06
P07650	P07650		deoA		6.97765e+06	7.05485e+06	7.03918e+06	6.73667e+06	6.76228e+06	6.95552e+06
P07658	P07658		fdhF		927884	943635	964197	929580	939869	946992
P07762	P07762		glgB		4.03568e+06	4.0505e+06	3.87594e+06	3.98042e+06	3.9563e+06	3.96251e+06
P07813	P07813		leuS		1.81413e+07	1.79945e+07	1.81714e+07	1.76103e+07	1.79928e+07	1.75976e+07
P07821	P07821		fhuC		516629	679730	670791	648202	504571	595615
P07822	P07822		fhuD		455641	409732	420163	423358	381728	407947
P07862	P07862		ddlB		2.42821e+06	2.1735e+06	2.30119e+06	2.51563e+06	2.43956e+06	2.47571e+06
P07913	P07913		tdh		4.366e+06	4.34538e+06	4.47186e+06	4.19494e+06	4.17572e+06	4.33956e+06
P08178	P08178		purM		1.78393e+06	1.67475e+06	1.67214e+06	1.70315e+06	1.71736e+06	1.66835e+06
P08179	P08179		purN		1.04236e+06	1.12908e+06	1.04911e+06	1.08101e+06	988983	1.0583e+06
P08189	P08189		fimF		1.20171e+06	1.14546e+06	1.19267e+06	1.3575e+06	1.344e+06	1.25523e+06
P08190	P08190		fimG		579885	561044	594598	567352	633933	617182
P08191	P08191		fimH		2.87294e+06	2.9998e+06	2.91047e+06	3.15769e+06	3.02447e+06	3.1701e+06
P08192	P08192		folC		2.43752e+06	2.49681e+06	2.40265e+06	2.55411e+06	2.40245e+06	2.50143e+06
P08200	P08200		icd		2.44522e+07	2.40991e+07	2.4704e+07	2.3857e+07	2.43107e+07	2.31877e+07
P08201	P08201		nirB		6.07293e+06	6.02004e+06	5.91168e+06	6.0792e+06	5.95983e+06	5.87741e+06
P08244	P08244		pyrF		9.46374e+06	9.72513e+06	9.67297e+06	9.69212e+06	1.02735e+07	9.95349e+06
P08245	P08245		yciH		746471	820296	776849	763286	790504	745211
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				9.74933e+06	1.01363e+07	9.9618e+06	1.5137e+06	1.37676e+06	1.69019e+06
P08312	P08312		pheS		1.37579e+07	1.36823e+07	1.38346e+07	1.34987e+07	1.35914e+07	1.37498e+07
P08331	P08331		cpdB		2.60072e+06	2.57567e+06	2.61121e+06	2.67707e+06	2.61264e+06	2.69212e+06
P08337	P08337		mutT		888398	938892	829759	900232	962038	981841
P08373	P08373		murB		1.73824e+06	1.74421e+06	1.79305e+06	1.73834e+06	1.8296e+06	1.70517e+06
P08390	P08390		usg		5.94688e+07	5.85037e+07	5.8727e+07	6.08017e+07	6.08787e+07	5.96333e+07
P08395	P08395		sppA		2.03038e+06	1.91878e+06	1.98037e+06	2.08473e+06	2.13243e+06	2.09238e+06
P08506	P08506		dacC		6.24157e+06	6.03657e+06	6.31279e+06	6.53246e+06	6.52865e+06	6.45217e+06
P08622	P08622		dnaJ		6.33757e+06	6.33287e+06	6.4289e+06	6.19612e+06	6.33078e+06	6.35969e+06
P08660	P08660		lysC		2.55228e+06	2.48892e+06	2.47131e+06	2.41011e+06	2.40047e+06	2.38415e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				1.15084e+07	1.16587e+07	1.19405e+07	1.32961e+06	1.28563e+06	1.20756e+06
P08839	P08839		ptsI		7.52187e+07	7.50458e+07	7.60792e+07	7.32068e+07	7.36068e+07	7.40679e+07
P08956	P08956		hsdR		2.63019e+06	2.53216e+06	2.36331e+06	2.40872e+06	2.45718e+06	2.42004e+06
P08957	P08957		hsdM		7.69113e+06	7.75827e+06	7.74443e+06	7.52843e+06	7.67368e+06	7.6298e+06
P09029	P09029		purK		1.32303e+06	1.28727e+06	1.25201e+06	1.07464e+06	1.11856e+06	1.11135e+06
P09030	P09030		xthA		3.86797e+06	3.94694e+06	3.95664e+06	3.79431e+06	3.76764e+06	3.91759e+06
P09053	P09053		avtA		448557	446990	410934	491185	539714	500809
P09126	P09126		hemD		1.41914e+06	1.46773e+06	1.54439e+06	1.55598e+06	1.53286e+06	1.57249e+06
P09127	P09127		hemX		1.21207e+07	1.15379e+07	1.16931e+07	1.21515e+07	1.19672e+07	1.19309e+07
P09147	P09147		galE		9.09342e+06	8.91144e+06	9.09169e+06	8.99614e+06	9.11285e+06	9.13268e+06
P09148	P09148		galT		1.96985e+06	1.94117e+06	1.94847e+06	1.72753e+06	1.8811e+06	1.87921e+06
P09152	P09152		narG		3.2852e+06	3.15063e+06	3.20629e+06	3.16774e+06	3.33052e+06	3.21323e+06
P09155	P09155		rnd		1.98119e+06	2.09721e+06	2.10157e+06	2.11654e+06	2.24328e+06	2.09654e+06
P09158	P09158		speE		7.07829e+06	6.97898e+06	7.01399e+06	7.05776e+06	7.11724e+06	7.26463e+06
P09169	P09169		ompT		5.76336e+06	5.74563e+06	5.94439e+06	5.88122e+06	5.79434e+06	6.03556e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				5.60431e+06	5.301e+06	5.61732e+06	1.14491e+06	1.18672e+06	1.18113e+06
P09323	P09323		nagE		757298	641789	799674	731831	695719	681958
P09372	P09372		grpE		4.83016e+07	4.91219e+07	4.80673e+07	4.59908e+07	4.9945e+07	4.736e+07
P09373	P09373		pflB		2.96878e+08	3.0019e+08	3.01367e+08	2.99434e+08	2.95509e+08	2.95515e+08
