Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
DECOY_sp|P76097|YDCJ_ECOLI Uncharacterized protein YdcJ OS=Escherichia coli (strain K12) GN=ydcJ PE=4 SV=1	DECOY_sp|P76097|YDCJ_ECOLI Uncharacterized protein YdcJ OS=Escherichia coli (strain K12) GN=ydcJ PE=4 SV=1							5.44454e+06		
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.10803e+06	1.16411e+06	1.11155e+06	1.20032e+06	1.22153e+06	1.34485e+06
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				5.92786e+06	5.74512e+06		5.98008e+06		
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				7.52965e+06	7.3107e+06		7.35216e+06		
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				8.12326e+06	7.71976e+06		7.97048e+06		
P00350	P00350		gnd		4.12392e+07	4.18031e+07	4.15111e+07	4.2551e+07	4.1679e+07	4.06638e+07
P00363	P00363		frdA		4.4582e+07	4.31278e+07	4.32426e+07	4.40936e+07	4.36103e+07	4.34285e+07
P00370	P00370		gdhA		2.2132e+06	2.17091e+06	2.17148e+06	2.2109e+06	2.14586e+06	2.19434e+06
P00393	P00393		ndh		6.10688e+06	6.17808e+06	5.9927e+06	6.22014e+06	5.99107e+06	5.95964e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				3.57039e+06	3.58664e+06		3.7657e+06	629953	
P00448	P00448		sodA		3.69661e+06	3.54001e+06	3.33688e+06	3.64669e+06	3.44091e+06	3.38039e+06
P00452	P00452		nrdA		1.0161e+07	1.02124e+07	1.03782e+07	1.05131e+07	1.04612e+07	1.05962e+07
P00490	P00490		malP		5.633e+06	5.46786e+06	5.80844e+06	5.58122e+06	5.71031e+06	5.81444e+06
P00509	P00509		aspC		1.64513e+07	1.65878e+07	1.65184e+07	1.65088e+07	1.6736e+07	1.6562e+07
P00547	P00547		thrB		1.13427e+06	1.13975e+06	1.01592e+06	1.06311e+06	1.10704e+06	994735
P00550	P00550		mtlA		1.00605e+06	1.11828e+06	1.13808e+06	1.14612e+06	1.17131e+06	1.17263e+06
P00561	P00561		thrA		2.41836e+06	2.30703e+06	2.37422e+06	2.28721e+06	2.27054e+06	2.37914e+06
P00562	P00562		metL		3.41874e+06	3.33982e+06	3.46762e+06	3.32013e+06	3.35061e+06	3.4537e+06
P00579	P00579		rpoD		8.91692e+06	8.57709e+06	8.67726e+06	8.8754e+06	8.6923e+06	8.69909e+06
P00582	P00582		polA		3.53428e+06	3.51928e+06	3.60941e+06	3.61119e+06	3.58374e+06	3.52774e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				2.83561e+06	2.95464e+06		2.78855e+06	994940	
P00803	P00803		lepB		5.02414e+06	4.59555e+06	5.08595e+06	5.62672e+06	5.02414e+06	4.98141e+06
P00805	P00805		ansB		2.31553e+07	2.2888e+07	2.36909e+07	2.27016e+07	2.29719e+07	2.35659e+07
P00811	P00811		ampC		994128	923792	1.02069e+06	984730	955146	931326
P00861	P00861		lysA		270573	260522	144490	227169	150478	162648
P00864	P00864		ppc		3.76155e+07	3.73487e+07	3.67536e+07	3.72877e+07	3.70931e+07	3.7195e+07
P00887	P00887		aroH		3.25889e+06	3.04018e+06	3.07863e+06	3.23168e+06	2.96361e+06	2.97625e+06
P00888	P00888		aroF		2.08496e+06	2.0263e+06	2.15974e+06	2.14416e+06	2.06753e+06	2.05508e+06
P00892	P00892		ilvG		1.06022e+06	1.06917e+06	1.13541e+06	1.06991e+06	1.24077e+06	1.17374e+06
P00894	P00894		ilvH		740090	878726	806994	679591	794520	857344
P00914	P00914		phrB		736422	708640	624138	592694	610401	666600
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				4.96967e+06	5.21793e+06	3.08451e+06	4.92625e+06	7.91487e+06	8.12526e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				8.17465e+06	8.02364e+06		8.2718e+06		
P00926	P00926		dsdA		1.40294e+06	1.32281e+06	1.31584e+06	1.381e+06	1.36732e+06	1.14394e+06
P00934	P00934		thrC		4.68343e+06	4.84354e+06	4.82628e+06	4.70614e+06	4.77181e+06	4.62001e+06
P00935	P00935		metB		2.11235e+06	2.5558e+06	2.28574e+06	2.23454e+06	2.13302e+06	2.51606e+06
P00946	P00946		manA		1.18305e+07	1.19163e+07	1.18437e+07	1.20789e+07	1.20068e+07	1.20333e+07
P00954	P00954		trpS		1.34652e+07	1.39714e+07	1.27318e+07	1.41727e+07	1.2487e+07	1.23342e+07
P00956	P00956		ileS		2.76848e+07	2.73741e+07	2.52478e+07	2.75808e+07	2.55548e+07	2.62653e+07
P00957	P00957		alaS		1.73781e+07	1.72272e+07	1.68047e+07	1.73536e+07	1.69101e+07	1.67889e+07
P00959	P00959		metG		1.95188e+07	1.97293e+07	1.93595e+07	2.04336e+07	1.96833e+07	1.94314e+07
P00960	P00960		glyQ		5.32253e+06	4.94574e+06	4.95005e+06	5.172e+06	5.03131e+06	4.80803e+06
P00961	P00961		glyS		1.5214e+07	1.49418e+07	1.44234e+07	1.49933e+07	1.46117e+07	1.45658e+07
P00962	P00962		glnS		1.05996e+07	1.07219e+07	1.06612e+07	1.0703e+07	1.0529e+07	1.08009e+07
P00963	P00963		asnA		1.8685e+07	1.96236e+07	1.75209e+07	1.92406e+07	1.80604e+07	1.71855e+07
P00968	P00968		carB		6.346e+06	6.30654e+06	6.23103e+06	6.14832e+06	6.36377e+06	6.34838e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				5.3955e+06	5.39915e+06	2.34198e+06	5.33658e+06	2.73767e+06	2.00598e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.4034e+07	1.17365e+07		1.396e+07		
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.76352e+07	1.7189e+07		1.77235e+07		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.33775e+07	1.31658e+07		1.34083e+07		
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				9.2728e+06	9.18367e+06		8.69315e+06		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.65125e+07	1.5764e+07	865336	1.7065e+07	1.06205e+06	248970
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				4.51184e+06	4.44993e+06		4.51685e+06		
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5.18653e+06	5.13842e+06	6.10903e+06	5.43058e+06	6.20665e+06	6.17087e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4.32651e+06	4.17297e+06	4.21694e+06	4.19104e+06	3.58961e+06	4.62623e+06
P02358	P02358		rpsF		1.33279e+08	1.3758e+08	1.26798e+08	1.41374e+08	1.32793e+08	1.28822e+08
P02359	P02359		rpsG		1.60315e+08	1.68661e+08	1.57242e+08	1.63362e+08	1.55154e+08	1.56376e+08
P02413	P02413		rplO		1.22391e+08	1.18839e+08	1.31052e+08	1.2445e+08	1.34007e+08	1.32823e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.06546e+06	1.06582e+06		1.13066e+06		
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.24501e+06	2.3292e+06	1.77027e+06	2.26452e+06	1.58073e+06	
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.56816e+07	1.63867e+07	2.79277e+06	1.62208e+07	5.35986e+06	5.39884e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				8.91719e+06	8.66788e+06	4.3586e+06	8.92777e+06	4.28528e+06	3.73413e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.11821e+07	1.10885e+07	1.13064e+06	1.12336e+07	581624	401317
P02918	P02918		mrcA		3.30953e+06	3.67464e+06	3.67193e+06	3.70973e+06	3.53538e+06	3.61698e+06
P02919	P02919		mrcB		1.6783e+06	1.5429e+06	1.67356e+06	1.72213e+06	1.51542e+06	1.70495e+06
P02925	P02925		rbsB		6.63926e+06	6.52564e+06	6.31827e+06	6.60221e+06	6.26788e+06	6.21608e+06
P02930	P02930		tolC		2.25375e+07	2.25112e+07	2.47158e+07	2.28647e+07	2.46465e+07	2.48594e+07
P02931	P02931		ompF		4.04043e+07	3.89448e+07	4.17807e+07	3.99702e+07	4.18973e+07	3.97003e+07
P02932	P02932		phoE		328646	380111	276656	253870	436538	260389
P02942	P02942		tsr		1.4771e+07	1.45896e+07	1.44401e+07	1.53051e+07	1.43878e+07	1.42169e+07
P02943	P02943		lamB		1.5773e+06	1.57517e+06	1.52537e+06	1.63417e+06	1.63447e+06	1.58804e+06
P03004	P03004		dnaA		2.30151e+06	2.22303e+06	2.31153e+06	2.44162e+06	2.33262e+06	2.26645e+06
P03018	P03018		uvrD		3.49798e+06	3.60622e+06	3.47919e+06	3.51296e+06	3.5462e+06	3.47016e+06
P03024	P03024		galR		1.30405e+06	1.38883e+06	1.51373e+06	1.32558e+06	1.39251e+06	1.33381e+06
P03817	P03817		mioC		8.4736e+06	8.48527e+06	8.61532e+06	8.06514e+06	8.54779e+06	8.48244e+06
P03841	P03841		malM		1.02525e+07	1.02535e+07	1.10603e+07	9.77345e+06	1.06512e+07	1.0963e+07
P04036	P04036		dapB		5.14757e+06	4.95759e+06	4.95915e+06	5.14907e+06	4.91731e+06	5.12532e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				3.12663e+06	3.02843e+06	2.47297e+06	3.29115e+06	2.8159e+06	2.58836e+06
P04079	P04079		guaA		2.03854e+07	2.07568e+07	2.0347e+07	2.05542e+07	2.03903e+07	1.98632e+07
P04335	P04335		frsA		4.50958e+06	4.69778e+06	4.77637e+06	4.52227e+06	4.48072e+06	4.51072e+06
P04391	P04391		argI		74680	89195.7				
P04425	P04425		gshB		1.05809e+07	1.0313e+07	1.03358e+07	1.06281e+07	1.04231e+07	1.03793e+07
P04693	P04693		tyrB		3.94219e+06	4.19774e+06	4.00506e+06	3.92827e+06	4.01008e+06	3.9447e+06
P04805	P04805		gltX		2.57213e+07	2.55305e+07	2.46134e+07	2.6452e+07	2.44935e+07	2.49215e+07
P04825	P04825		pepN		1.59481e+07	1.56352e+07	1.49344e+07	1.59629e+07	1.50198e+07	1.53785e+07
P04846	P04846		nlpA		3.56747e+06	3.26821e+06	3.52508e+06	3.57674e+06	3.57866e+06	3.58106e+06
P04949	P04949		fliC		3.62613e+07	3.7293e+07	4.13777e+07	3.90064e+07	4.16021e+07	3.91504e+07
P04951	P04951		kdsB		5.73489e+06	5.75979e+06	5.70316e+06	5.4802e+06	5.76264e+06	5.8049e+06
P04968	P04968		ilvA		1.18291e+06	1.18834e+06	1.21277e+06	1.1464e+06	1.07374e+06	1.24016e+06
P04982	P04982		rbsD		1.28564e+06	1.38582e+06	1.51493e+06	1.37162e+06	1.42442e+06	1.61468e+06
P04994	P04994		xseA		931705	933499	1.0205e+06	823607	924035	891061
P04995	P04995		sbcB		1.28549e+07	1.29536e+07	1.30386e+07	1.2667e+07	1.28572e+07	1.26962e+07
P05020	P05020		pyrC		6.67651e+06	6.73037e+06	7.01154e+06	6.76314e+06	6.78218e+06	7.00054e+06
P05041	P05041		pabB		1.32567e+07	1.39636e+07	1.43373e+07	1.32368e+07	1.40487e+07	1.47649e+07
P05055	P05055		pnp		3.56855e+07	3.65501e+07	3.51882e+07	3.59801e+07	3.51512e+07	3.5103e+07
P05100	P05100		tag		1.52857e+06	1.63522e+06	1.60372e+06	1.52754e+06	1.58588e+06	1.59216e+06
P05194	P05194		aroD		1.33089e+06	1.27376e+06	1.24621e+06	1.24883e+06	1.33826e+06	1.238e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.96864e+07	2.08715e+07	694425	1.97632e+07	444809	1.24663e+06
P05458	P05458		ptrA		2.39738e+06	2.37475e+06	2.66618e+06	2.51194e+06	2.52392e+06	2.54387e+06
P05459	P05459		pdxB		6.30455e+06	6.46966e+06	6.33818e+06	6.42128e+06	6.40556e+06	6.07952e+06
P05637	P05637		apaH		1.51535e+06	1.59383e+06	1.49623e+06	1.6592e+06	1.50921e+06	1.38629e+06
P05719	P05719		hsdS		1.19088e+06	1.23543e+06	1.30398e+06	1.29714e+06	1.33109e+06	1.315e+06
P05791	P05791		ilvD		3.19798e+06	3.29301e+06	3.19708e+06	3.24117e+06	3.20017e+06	3.16435e+06
P05793	P05793		ilvC		7.7941e+06	7.64641e+06	8.19564e+06	7.63917e+06	7.99202e+06	8.34015e+06
P05825	P05825		fepA		4.89507e+06	4.92224e+06	4.97392e+06	4.79693e+06	4.99587e+06	5.06444e+06
P05852	P05852		gcp		2.46207e+06	2.29865e+06	2.39074e+06	2.62074e+06	2.55259e+06	2.73732e+06
P06129	P06129		btuB		1.99608e+07	2.04771e+07	2.00753e+07	2.04688e+07	2.04449e+07	2.03626e+07
P06136	P06136		ftsQ		674507	613908	632916	616637	574702	568282
P06149	P06149		dld		6.56818e+06	6.35633e+06	6.0927e+06	6.60178e+06	6.24447e+06	6.33902e+06
P06282	P06282		cdh		3.15768e+06	3.0452e+06	3.10541e+06	3.19599e+06	2.96994e+06	2.93847e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				5.86204e+06	6.19192e+06	6.69273e+06	6.42881e+06	4.91308e+06	5.51921e+06
P06610	P06610		btuE		1.10927e+07	1.10634e+07	1.06169e+07	1.10718e+07	1.05163e+07	9.90841e+06
P06612	P06612		topA		5.95214e+06	5.91839e+06	6.085e+06	5.98422e+06	5.9508e+06	5.89169e+06
P06616	P06616		era		3.69387e+06	3.53896e+06	3.92715e+06	3.87217e+06	3.91004e+06	3.82565e+06
P06709	P06709		birA		1.01609e+06	930888	1.02558e+06	981976	1.04428e+06	1.02959e+06
P06710	P06710		dnaX		1.39828e+06	1.29669e+06	1.35425e+06	1.34958e+06	1.45871e+06	1.46043e+06
P06715	P06715		gor		3.92106e+06	3.70507e+06	3.64151e+06	3.8703e+06	3.60274e+06	3.58677e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				5.32061e+06	5.64036e+06	2.31184e+06	5.69894e+06	2.37454e+06	4.67232e+06
P06846	P06846		ebgR		1.6215e+06	1.66879e+06	1.71985e+06	1.55417e+06	1.63361e+06	1.58705e+06
P06959	P06959		aceF		6.15949e+07	6.15957e+07	6.41283e+07	6.19915e+07	6.40399e+07	6.29105e+07
P06961	P06961		cca		1.79456e+06	1.71026e+06	1.66928e+06	1.79576e+06	1.7327e+06	1.73117e+06
P06968	P06968		dut		8.86441e+06	8.39072e+06	8.77766e+06	8.64453e+06	8.69657e+06	8.37276e+06
P06971	P06971		fhuA		1.39701e+07	1.42214e+07	1.39746e+07	1.38274e+07	1.39197e+07	1.38728e+07
P06974	P06974		fliM		1.21679e+06	1.25099e+06	1.22869e+06	1.26576e+06	1.29956e+06	1.32339e+06
P06983	P06983		hemC		1.11256e+07	1.09578e+07	1.20945e+07	1.09759e+07	1.17343e+07	1.16147e+07
P06986	P06986		hisC		4.60172e+06	4.6587e+06	4.58756e+06	4.58756e+06	4.43411e+06	4.39695e+06
P06987	P06987		hisB		1.39589e+06	1.2176e+06	1.25202e+06	1.5137e+06	1.26707e+06	1.34491e+06
P06988	P06988		hisD		3.59772e+06	3.18308e+06	3.63802e+06	3.51734e+06	3.31881e+06	3.48643e+06
P06992	P06992		rsmA		2.45606e+06	2.53093e+06	2.46069e+06	2.48955e+06	2.5221e+06	2.08924e+06
P06996	P06996		ompC		1.96163e+08	2.00755e+08	2.21592e+08	2.05237e+08	2.25101e+08	2.09438e+08
P06999	P06999		pfkB		1.55315e+06	1.46556e+06	1.51402e+06	1.50521e+06	1.4524e+06	1.27828e+06
P07000	P07000		pldB		541713	609330	686802	579336	645713	597090
P07001	P07001		pntA		4.24792e+06	4.44619e+06	4.45785e+06	4.23935e+06	4.46442e+06	4.17455e+06
P07003	P07003		poxB		1.93482e+06	1.92821e+06	1.98029e+06	1.93955e+06	1.83618e+06	1.89902e+06
P07004	P07004		proA		2.65364e+07	2.68322e+07	2.81611e+07	2.7085e+07	2.77722e+07	2.88768e+07
P07012	P07012		prfB		8.94509e+06	8.77707e+06	8.96699e+06	9.3058e+06	8.73354e+06	8.99257e+06
P07014	P07014		sdhB		4.85873e+06	4.9431e+06	4.31967e+06	4.73706e+06	4.35237e+06	4.2656e+06
P07017	P07017		tar		4.74775e+06	4.73129e+06	4.63412e+06	4.72693e+06	4.79636e+06	4.60415e+06
P07021	P07021		yfiB		1.06986e+06	1.14148e+06	954163	1.03889e+06	941717	966540
P07023	P07023		tyrA		2.56655e+06	2.90657e+06	2.49991e+06	2.5376e+06	2.66369e+06	2.33061e+06
P07024	P07024		ushA		4.94951e+06	5.13269e+06	5.18412e+06	5.05174e+06	5.16766e+06	5.09325e+06
P07026	P07026		sdiA		1.86465e+06	1.81851e+06	1.9324e+06	1.7611e+06	1.90843e+06	1.84682e+06
P07118	P07118		valS		2.5632e+07	2.55151e+07	2.46616e+07	2.56396e+07	2.42887e+07	2.51978e+07
P07330	P07330		cheB		1.38152e+06	1.38757e+06	1.62881e+06	1.43018e+06	1.67361e+06	1.59263e+06
P07363	P07363		cheA		1.86298e+06	1.79973e+06	1.88398e+06	1.96888e+06	1.93e+06	1.85692e+06
P07395	P07395		pheT		1.60745e+07	1.61645e+07	1.64691e+07	1.67167e+07	1.62158e+07	1.63374e+07
P07604	P07604		tyrR		2.07932e+06	2.09801e+06	2.21085e+06	2.06131e+06	2.18696e+06	2.25232e+06
P07639	P07639		aroB		3.38082e+06	3.38789e+06	3.57554e+06	3.37079e+06	3.3914e+06	3.50365e+06
P07648	P07648		recC		1.40108e+06	1.3889e+06	1.28548e+06	1.13482e+06	1.29552e+06	1.24555e+06
P07649	P07649		truA		2.0532e+06	1.91674e+06	2.17072e+06	1.99271e+06	2.11919e+06	2.09765e+06
P07650	P07650		deoA		6.15753e+06	6.31343e+06	5.92451e+06	6.26516e+06	5.78674e+06	5.956e+06
P07658	P07658		fdhF		945086	941921	902232	894011	922263	925671
P07762	P07762		glgB		2.82712e+06	2.86551e+06	2.86503e+06	2.69199e+06	2.70952e+06	2.7729e+06
P07813	P07813		leuS		1.8582e+07	1.83863e+07	1.83224e+07	1.84887e+07	1.81771e+07	1.8316e+07
P07821	P07821		fhuC		457892	840150	685673	680006	673986	714602
P07822	P07822		fhuD		446545	409427	430336	425707	461902	434098
P07862	P07862		ddlB		2.14477e+06	1.99828e+06	2.15722e+06	2.13786e+06	2.09587e+06	2.13663e+06
P07913	P07913		tdh		4.33669e+06	4.57485e+06	4.10665e+06	4.35484e+06	4.06453e+06	4.06658e+06
P08178	P08178		purM		3.02901e+06	2.72054e+06	2.84218e+06	3.00809e+06	2.87877e+06	2.66816e+06
P08179	P08179		purN		1.10127e+06	1.18727e+06	1.10991e+06	1.16876e+06	1.10747e+06	962003
P08189	P08189		fimF		1.20775e+06	1.21421e+06	1.43201e+06	1.24034e+06	1.24734e+06	1.38828e+06
P08190	P08190		fimG		2.3555e+06	1.92025e+06	2.28228e+06	2.28409e+06	2.28998e+06	2.40728e+06
