Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	17	17	7.27717e+06	7.08044e+06	7.43383e+06	7.08627e+06	7.4882e+06	7.60751e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19	8.13474e+07	8.10495e+07	8.05555e+07	8.85112e+07	8.51043e+07	8.32571e+07
P00582	DPO1_ECOLI	polA	DNA polymerase I	40	40	2.40587e+07	2.40648e+07	2.39373e+07	2.31726e+07	2.28758e+07	2.37487e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		2	2		7.76132e+07		6.93661e+07	7.39497e+07	
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.45809e+07	1.47563e+07	1.36646e+07	1.40534e+07	1.55768e+07	1.34855e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	19	19	1.30261e+08	1.29137e+08	1.30748e+08	1.28212e+08	1.27633e+08	1.29553e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	5	5	4.22436e+06	4.5549e+06	4.47677e+06	4.44576e+06	4.43929e+06	4.14327e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.30305e+06	1.19107e+06	1.17819e+06	1.02028e+06	1.41284e+06	1.50699e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	39	39	6.47438e+07	6.3676e+07	6.32252e+07	6.40219e+07	6.48162e+07	6.34773e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	8.67344e+06	9.27905e+06	8.14845e+06	8.79658e+06	9.5851e+06	7.68226e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	7	6	1.09265e+07	9.61012e+06	1.06591e+07	1.09441e+07	1.08361e+07	1.08258e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	3	3		290910	378895	322312	400157	419023
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.05222e+06	1.00125e+06	1.16204e+06	1.08394e+06	959721	1.10244e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	5	5	1.09744e+06	1.25452e+06	1.22684e+06	1.14968e+06	1.30013e+06	1.16755e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10		1.25992e+08		1.18568e+08	1.28456e+08	
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		13	13		1.9224e+08		1.85931e+08	1.88016e+08	
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.06057e+06	1.66437e+06	1.92454e+06	1.66644e+06	1.91971e+06	1.98485e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.72575e+07	1.72274e+07	1.72188e+07	1.66724e+07	1.79541e+07	1.69841e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.27529e+06	2.29827e+06	2.10595e+06	1.94668e+06	2.32777e+06	2.09607e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	3	3		2.80427e+06		2.65535e+06	3.04139e+06	2.60761e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.0574e+07	5.15453e+07	4.94848e+07	5.07939e+07	5.04951e+07	5.20113e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	8.39621e+07	9.01569e+07	8.73123e+07	8.89311e+07	9.06913e+07	8.31362e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	37	37	1.09603e+08	1.12622e+08	1.05811e+08	1.10455e+08	1.13457e+08	1.08942e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	41	41	1.26149e+08	1.28918e+08	1.24813e+08	1.29131e+08	1.30171e+08	1.24664e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	34	34	6.19949e+07	6.35232e+07	6.17442e+07	6.17512e+07	6.29331e+07	6.17711e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	2.95558e+07	2.99836e+07	2.97604e+07	3.02272e+07	2.81634e+07	3.02995e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	7.59958e+07	7.51824e+07	7.4561e+07	7.37385e+07	7.46912e+07	7.63345e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	28	28	7.22493e+07	7.6098e+07	7.2007e+07	7.24346e+07	7.68936e+07	7.22645e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	1.01082e+08	9.79763e+07	1.00805e+08	9.51963e+07	1.00391e+08	9.79992e+07
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	32	32	1.84592e+07	1.82964e+07	1.8224e+07	1.82019e+07	1.82252e+07	1.85901e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15		1.59612e+08		1.48345e+08	1.48881e+08	
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8		7.39324e+07		7.75108e+07	7.77952e+07	
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4		1.05747e+08		1.06251e+08	1.04848e+08	
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1		5.69121e+07		4.97805e+07	5.66944e+07	
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1		7.0742e+07		6.78713e+07	5.96897e+07	
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7		1.00457e+08		9.71192e+07	9.54293e+07	
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8		1.35272e+08		1.37188e+08	1.36316e+08	
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9		1.48279e+08		1.43847e+08	1.50005e+08	
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10	8.18273e+08	8.47461e+08	7.98514e+08	8.92935e+08	8.44413e+08	8.0158e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	8.6613e+08	8.70475e+08	8.53401e+08	8.45348e+08	8.93023e+08	8.21746e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.30826e+08	7.82213e+08	8.29017e+08	8.08467e+08	7.8534e+08	8.36561e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7		1.93894e+07		1.98031e+07	1.98607e+07	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4		2.21225e+07		2.16158e+07	2.09705e+07	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		24	24		2.58457e+08		2.61839e+08	2.5185e+08	
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20		1.52025e+08		1.49429e+08	1.49627e+08	
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23		1.41216e+08		1.45183e+08	1.39999e+08	
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	10	10	4.86436e+07	5.01817e+07	5.25629e+07	5.30875e+07	4.83261e+07	4.88721e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	15	15	3.62551e+07	4.03508e+07	3.9346e+07	3.87957e+07	3.97795e+07	3.7191e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.17396e+07	4.30278e+07	4.05535e+07	4.20562e+07	4.19583e+07	4.04343e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	16	16	1.22724e+08	1.15903e+08	1.1768e+08	1.1391e+08	1.12931e+08	1.17625e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	18	17	1.98212e+08	1.85987e+08	1.99978e+08	1.95314e+08	1.7657e+08	1.89857e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.16895e+06	1.12855e+06	1.07931e+06	1.23397e+06	1.05887e+06	1.15427e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	12	12	3.84393e+07	4.23539e+07	4.06526e+07	4.16698e+07	4.14206e+07	4.03489e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.76472e+06	9.07319e+06	8.40879e+06	8.52164e+06	9.54721e+06	9.34619e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12	5.39646e+06	5.88865e+06	5.79296e+06	5.92074e+06	6.24255e+06	5.81697e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	1.35662e+06		1.39711e+06		1.49174e+06	1.60464e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	7.79355e+06	8.67568e+06	7.78784e+06	7.80383e+06	8.59795e+06	7.66305e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	1.70962e+06	2.04873e+06	2.07676e+06	2.1744e+06	2.11284e+06	1.79567e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	3	3	6.47991e+06	6.44557e+06	6.98569e+06	6.39644e+06	6.78545e+06	5.47435e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.37584e+07	3.48852e+07	3.42252e+07	3.76662e+07	3.41557e+07	3.27299e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.2971e+07	3.11897e+07	3.28823e+07	3.04053e+07	3.08376e+07	3.18747e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.35904e+07	3.46408e+07	3.30657e+07	3.41507e+07	3.22978e+07	3.37519e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		22	22		5.28634e+07		5.32373e+07	5.33807e+07	
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	7.18266e+07	7.02529e+07	7.01231e+07	7.01455e+07	7.06108e+07	7.15789e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.6449e+07	1.63315e+07	1.62279e+07	1.62979e+07	1.72633e+07	1.57043e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	14	14	3.28638e+07	3.49968e+07	3.40658e+07	3.45482e+07	3.52134e+07	3.56954e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.38367e+07	2.59232e+07	2.29881e+07	2.46653e+07	2.3988e+07	2.27752e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	23	23	1.34748e+08	1.40271e+08	1.31145e+08	1.39443e+08	1.39127e+08	1.35465e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	29	29	7.68305e+07	7.93939e+07	7.47774e+07	7.67442e+07	7.6897e+07	7.77085e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	8.33581e+06	8.41192e+06	7.50559e+06	8.53216e+06	8.33695e+06	8.06018e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.08209e+08	3.47012e+08	3.82117e+08	3.43543e+08	3.4699e+08	3.76194e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.3399e+07	3.51886e+07	3.45532e+07	3.50335e+07	3.57172e+07	3.39397e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.23581e+06	1.1481e+06	1.00554e+06	1.10361e+06	1.11813e+06	1.12495e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.97917e+06	6.15273e+06	5.73683e+06	6.40518e+06	5.43389e+06	6.33939e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	4	4	3.96673e+06	4.87992e+06	5.38374e+06	4.66778e+06	3.71939e+06	5.2504e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	1.38291e+07	1.37888e+07	1.29407e+07	1.36871e+07	1.39067e+07	1.48449e+07
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.99335e+07	1.96721e+07	1.96223e+07	1.99465e+07	2.01738e+07	1.94163e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.18052e+06	5.99257e+06	5.66715e+06	5.61565e+06	6.20158e+06	5.08172e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	1.89033e+08	1.96016e+08	1.85852e+08	1.96009e+08	1.96922e+08	1.89905e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.01054e+06	7.28893e+06	5.81916e+06	5.56883e+06	5.99776e+06	5.51025e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	5	5	1.92052e+07	2.28423e+07	2.1179e+07	2.38996e+07	2.40151e+07	2.26939e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		9	9		1.24495e+08		1.24057e+08	1.2344e+08	
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	5.64354e+06	5.28758e+06	5.85823e+06	5.49526e+06	5.44676e+06	5.43917e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.0509e+07	3.19348e+07	3.16723e+07	3.27507e+07	3.12427e+07	3.06932e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2		1.25549e+06	1.03995e+06	1.02957e+06		886436
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.69704e+06	1.00638e+07	8.87876e+06	9.25804e+06	9.36939e+06	9.17648e+06
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	3	3	1.16601e+07	1.04409e+07	1.15833e+07	9.57759e+06	1.02355e+07	1.13887e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.32558e+07	1.36645e+07	1.36486e+07	1.34324e+07	1.38123e+07	1.36511e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	2.05389e+07	1.97376e+07	2.05207e+07	2.03206e+07	1.96719e+07	2.11751e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	15	15	8.97052e+06	9.21907e+06	9.0158e+06	8.43387e+06	8.99278e+06	9.14092e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	5	5	8.5442e+06	8.37962e+06	8.55723e+06	8.53215e+06	8.21523e+06	8.10958e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	25	25	4.80563e+07	4.88859e+07	4.67657e+07	4.34944e+07	5.09188e+07	4.70437e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	1.46358e+07	1.85907e+07	1.96953e+07	1.27477e+07	1.65548e+07	1.67606e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	21	21	2.13226e+07	2.26902e+07	2.11324e+07	2.1699e+07	2.26524e+07	2.02598e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	5	5	6.95003e+06	7.99625e+06	7.72862e+06	7.69095e+06	8.07108e+06	7.90307e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21		6.44375e+07		6.34568e+07	6.4293e+07	
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7	5.22927e+07	5.48618e+07	5.18667e+07	5.21078e+07	5.78485e+07	4.93211e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	978477	839965	972855	839228	901634	964463
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	25	25	2.73805e+07	2.7158e+07	2.86782e+07	2.75006e+07	2.76546e+07	2.81513e+07
P06616	ERA_ECOLI	era	GTPase Era	9	9	9.26501e+06	7.85279e+06	9.60841e+06	8.72756e+06	7.57009e+06	1.00762e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	7	7	5.79647e+06	5.05051e+06	5.48859e+06	5.17081e+06	5.43903e+06	6.31364e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	4.81718e+06	4.63694e+06	5.13544e+06	4.43875e+06	4.83805e+06	5.38526e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	13	13	2.21887e+07	2.3992e+07	2.21282e+07	2.48173e+07	2.37288e+07	2.23316e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	2.23236e+06	1.87868e+06	2.0532e+06	2.53338e+06	2.33165e+06	2.52154e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.55317e+06	2.52241e+06	2.53353e+06	2.56493e+06	2.43024e+06	2.4269e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		17	17		8.17339e+07		8.03383e+07	8.15262e+07	
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.21767e+06	4.43073e+06	4.31662e+06	4.37962e+06	3.97702e+06	4.34806e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	35	35	2.89682e+08	2.80376e+08	2.82842e+08	2.74394e+08	2.84412e+08	2.8143e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	4.93738e+06	4.29606e+06	4.70597e+06	4.24271e+06	4.40648e+06	4.73552e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.58082e+07	7.72442e+07	8.10672e+07	7.59185e+07	7.57496e+07	8.1133e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	20	20	7.42937e+07	7.19955e+07	7.39758e+07	7.47885e+07	7.21399e+07	7.43098e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	1.11255e+07	1.02693e+07	1.06552e+07	1.07899e+07	1.08742e+07	1.10663e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	13	13	5.88651e+07	5.70874e+07	5.83711e+07	5.5798e+07	5.65901e+07	5.72952e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.27487e+07	1.4087e+07	1.34937e+07	1.37489e+07	1.4205e+07	1.30256e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	8	8	2.97484e+06	3.11462e+06	2.99721e+06	2.95376e+06	3.25553e+06	3.16395e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	3.6825e+06	4.01983e+06	3.907e+06	3.80812e+06	3.91922e+06	3.39204e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.45358e+08	1.39738e+08	1.42953e+08	1.4841e+08	1.47947e+08	1.41868e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	4	4	2.76825e+06	4.41869e+06	4.38805e+06	3.29736e+06	4.87421e+06	
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	19	16	1.46122e+09	1.25878e+09	1.40971e+09	1.31876e+09	1.31461e+09	1.43761e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	4.62449e+06	4.63409e+06	4.56087e+06	4.41273e+06	4.69696e+06	4.65305e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.22392e+06	2.71783e+06	2.24325e+06	2.36905e+06	2.74548e+06	2.51394e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	12	12	1.74324e+07	1.83164e+07	1.85379e+07	1.88753e+07	1.85977e+07	1.84391e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	10	10	1.18939e+07	1.18839e+07	1.08799e+07	1.05806e+07	1.11231e+07	1.20618e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.1718e+07	3.12088e+07	3.16729e+07	2.96748e+07	3.11841e+07	3.28284e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	6.0128e+07	5.97108e+07	5.79611e+07	5.77471e+07	5.81548e+07	5.85923e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	1.91302e+07	1.81225e+07	1.99561e+07	1.91456e+07	1.87504e+07	2.06075e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	16	14	6.11356e+07	6.50347e+07	6.09366e+07	6.74785e+07	6.68209e+07	6.01251e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	3.10502e+06	4.02325e+06	3.22173e+06	4.48214e+06	4.13933e+06	3.26643e+06
P07023	TYRA_ECOLI	tyrA	T-protein	10	10	6.97598e+06	7.31247e+06	7.01389e+06	7.35447e+06	7.61975e+06	6.9432e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.45729e+07	2.48236e+07	2.45126e+07	2.46327e+07	2.42559e+07	2.34981e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.19385e+06	4.6068e+06	4.27467e+06	4.56242e+06	4.49833e+06	4.30626e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1		3.04396e+06	3.08604e+06		3.4166e+06	3.97968e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	48	48	1.03044e+08	1.09321e+08	1.01582e+08	1.05735e+08	1.08675e+08	1.03362e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.51622e+06	3.08878e+06	3.44836e+06	3.34961e+06	3.38512e+06	3.57134e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	14	14	1.12347e+07	1.09447e+07	1.15149e+07	1.10618e+07	1.12875e+07	1.1798e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2			2.35717e+06	1.58937e+06		
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	34	34	9.27874e+07	9.20027e+07	9.18515e+07	9.32223e+07	8.92951e+07	9.22463e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	8.07683e+06	8.69831e+06	8.5421e+06	8.72172e+06	8.6126e+06	9.50434e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	10	10	1.57822e+07	1.56022e+07	1.61236e+07	1.48449e+07	1.70248e+07	1.62556e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	5	5	951719	1.02663e+06	1.15521e+06	1.24297e+06	1.35165e+06	1.29029e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	3	3	2.6238e+06	2.25783e+06	3.01074e+06	2.87565e+06	2.4517e+06	3.1755e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	21	21	3.24225e+07	3.13032e+07	3.19443e+07	3.0009e+07	3.19324e+07	3.08573e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	14	14	3.98345e+06	3.77181e+06	3.57316e+06	3.50494e+06	3.70966e+06	3.82615e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	18	18	1.07306e+07	1.12743e+07	1.15325e+07	1.14015e+07	1.1415e+07	1.14408e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	1.04223e+08	1.11143e+08	1.03048e+08	1.03269e+08	1.09718e+08	1.06408e+08
