Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	41	41	1.29045e+08	1.28561e+08	1.29061e+08	1.27967e+08	1.29386e+08	1.30011e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	35	35	6.69393e+07	6.57172e+07	6.59966e+07	6.48733e+07	6.36727e+07	6.72744e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.2557e+07	3.17273e+07	3.4041e+07	2.97729e+07	3.11286e+07	3.12034e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	7.50977e+07	7.74338e+07	7.56005e+07	7.53575e+07	7.69305e+07	7.50488e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	28	28	7.81595e+07	7.73387e+07	7.5602e+07	7.63132e+07	7.39161e+07	7.97439e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	1.06878e+08	1.01371e+08	1.03825e+08	1.07323e+08	1.00821e+08	1.0683e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	33	33	2.03226e+07	2.07209e+07	2.10845e+07	2.11784e+07	2.12307e+07	2.06922e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15	1.5342e+08	8.11988e+07	1.45443e+08	8.11813e+07	7.93566e+07	1.4715e+08
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	7.98865e+07	4.26704e+07	8.3056e+07	4.08404e+07	4.13607e+07	8.16249e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	1.12925e+08	5.92749e+07	1.1353e+08	5.95384e+07	5.89103e+07	1.14416e+08
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	5.37245e+07	2.48386e+07	4.87173e+07	2.65915e+07	2.87713e+07	5.17108e+07
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	7.38848e+07	3.7586e+07	7.03777e+07	3.61236e+07	3.85161e+07	7.08022e+07
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	1.03197e+08	5.26156e+07	1.00713e+08	5.52327e+07	5.0626e+07	1.01015e+08
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8	1.38095e+08	7.76302e+07	1.48431e+08	7.75607e+07	7.74018e+07	1.42064e+08
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9	1.54634e+08	8.18534e+07	1.47841e+08	8.18582e+07	7.75168e+07	1.56487e+08
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	12	12	8.13339e+08	9.31642e+08	8.76512e+08	8.98584e+08	9.27896e+08	8.22215e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.40276e+08	9.6554e+08	9.29427e+08	9.74661e+08	9.15792e+08	9.74011e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.01108e+08	8.23833e+08	8.21806e+08	8.41743e+08	8.32591e+08	8.04554e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7	2.22161e+07	1.25818e+07	2.4382e+07	1.23325e+07	1.19039e+07	2.38028e+07
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4	1.88053e+07	9.45811e+06	2.06557e+07	9.49616e+06	1.01208e+07	1.82816e+07
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		23	23	2.63028e+08	1.28268e+08	2.69514e+08	1.38722e+08	1.29628e+08	2.59569e+08
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20	1.43408e+08	7.4129e+07	1.33416e+08	7.51282e+07	7.48582e+07	1.40073e+08
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23	1.45101e+08	7.79753e+07	1.47967e+08	7.53683e+07	7.60414e+07	1.43232e+08
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	8	8	2.26927e+07	2.23339e+07	2.30801e+07	2.30229e+07	2.17324e+07	2.30496e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	14	14	6.94037e+07	6.70914e+07	6.64152e+07	6.47991e+07	6.85506e+07	7.14848e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.45609e+07	4.27867e+07	4.42114e+07	4.46626e+07	4.38732e+07	4.30513e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.30224e+08	1.27167e+08	1.3073e+08	1.26372e+08	1.23629e+08	1.28633e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	15	14	2.04582e+08	2.1194e+08	2.16602e+08	2.02338e+08	2.06841e+08	2.02136e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.17047e+06	1.33873e+06	1.51769e+06	1.21261e+06	1.35261e+06	1.11651e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	14	14	3.94974e+07	4.16803e+07	4.12976e+07	4.10702e+07	4.25175e+07	4.17968e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.8454e+06	9.29978e+06	8.28934e+06	9.7151e+06	1.00026e+07	9.5798e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	6.75273e+06	6.54238e+06	6.9115e+06	6.89001e+06	6.96763e+06	7.31187e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	2	2	3.64932e+06	3.51974e+06		2.77231e+06	2.71819e+06	3.11826e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	9	9	8.21592e+06	7.35738e+06	7.50041e+06	7.59989e+06	7.41222e+06	8.04837e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2	2.5964e+06	2.77681e+06	3.01278e+06	2.84185e+06	2.97231e+06	2.94814e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	3	3	5.56568e+06	6.56004e+06	7.52926e+06	7.17384e+06	6.81234e+06	7.59968e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.61385e+07	3.24091e+07	3.76193e+07	3.21908e+07	3.30079e+07	3.62092e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.33482e+07	3.43701e+07	3.43826e+07	3.17258e+07	3.40436e+07	3.39284e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.5416e+07	3.51926e+07	3.40773e+07	3.43623e+07	3.45391e+07	3.36597e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		24	24	5.6663e+07	2.9018e+07	5.80295e+07	2.88631e+07	2.93303e+07	5.84026e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	7.72403e+07	7.82517e+07	7.881e+07	7.95477e+07	7.80101e+07	7.74072e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.77411e+07	1.79827e+07	1.75603e+07	1.80716e+07	1.77867e+07	1.83252e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.55639e+07	3.92002e+07	3.77706e+07	3.74947e+07	3.88731e+07	3.72439e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	3.07983e+07	2.77078e+07	3.02024e+07	2.9891e+07	2.80141e+07	2.8771e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.41759e+08	1.39601e+08	1.43332e+08	1.36618e+08	1.33923e+08	1.43136e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	28	28	7.98537e+07	7.78767e+07	7.91576e+07	7.75046e+07	7.65542e+07	8.00485e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3	8.9342e+06	8.23199e+06	9.45749e+06	8.21795e+06	8.73188e+06	9.12886e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	3.86273e+08	3.95036e+08	3.87358e+08	3.82275e+08	3.88306e+08	3.8906e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.72248e+07	3.46082e+07	3.69408e+07	3.45059e+07	3.52115e+07	3.71383e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.03721e+06	962314	975796	1.02805e+06	922133	1.01636e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.61694e+06	6.68488e+06	7.12883e+06	6.96978e+06	7.3283e+06	6.88664e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	3.87919e+06	3.20192e+06	3.31849e+06	3.25695e+06	3.35954e+06	2.51882e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	7.59645e+06	7.71904e+06	7.60417e+06	7.93879e+06	8.3575e+06	7.69878e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.11787e+07	2.19257e+07	2.13222e+07	2.22695e+07	2.18742e+07	2.14807e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.80647e+06	5.9486e+06	6.07471e+06	6.1413e+06	6.26381e+06	6.32485e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	35	35	2.05395e+08	2.11749e+08	2.12015e+08	2.15243e+08	2.07363e+08	2.09669e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	7.60708e+06	5.78331e+06	6.91696e+06	5.89642e+06	5.52191e+06	6.47125e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.25511e+07	2.29281e+07	2.31764e+07	2.23964e+07	2.46481e+07	2.26961e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		10	10	1.11214e+08	5.85722e+07	1.13581e+08	6.15756e+07	5.73058e+07	1.15338e+08
P05458	PTRA_ECOLI	ptrA	Protease 3	13	13	5.93169e+06	6.59044e+06	6.63507e+06	6.26398e+06	6.8239e+06	6.54304e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.63809e+07	3.44778e+07	3.68508e+07	3.69243e+07	3.50009e+07	3.56549e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2	1.31924e+06		1.00482e+06	735498	941069	
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	1.02915e+07	1.14948e+07	9.10682e+06	1.16256e+07	1.09411e+07	9.99702e+06
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	1	1		538695		511832	479846	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	9.9329e+06	1.02005e+07	9.92115e+06	9.97807e+06	1.03372e+07	7.48161e+06
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.54362e+07	1.53287e+07	1.52736e+07	1.5154e+07	1.45743e+07	1.55264e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	2.16036e+07	2.1983e+07	2.30282e+07	2.22451e+07	2.22365e+07	2.14321e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	15	15	9.61714e+06	9.47442e+06	9.19515e+06	9.50767e+06	9.58176e+06	9.37813e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	5	5	7.80776e+06	8.74814e+06	8.84392e+06	8.28798e+06	8.64304e+06	8.66332e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	24	24	5.25328e+07	5.2194e+07	4.90362e+07	5.20587e+07	4.99863e+07	5.43759e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	2.04814e+07	2.13176e+07	2.08502e+07	2.118e+07	2.0084e+07	1.93802e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	18	18	2.35838e+07	2.41614e+07	2.37412e+07	2.51306e+07	2.42862e+07	2.45017e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	8.42136e+06	7.72843e+06	8.52023e+06	8.06826e+06	8.19331e+06	8.38423e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21	6.79282e+07	3.57267e+07	6.7952e+07	3.50291e+07	3.57125e+07	6.63533e+07
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	7	7	6.32239e+07	5.94614e+07	5.84542e+07	6.01728e+07	5.97495e+07	6.30391e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.03182e+06	881577	1.08293e+06	1.15822e+06		1.19541e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	24	24	2.87968e+07	2.895e+07	2.90284e+07	2.89653e+07	2.91576e+07	2.99961e+07
P06616	ERA_ECOLI	era	GTPase Era	9	9	9.48679e+06	8.53981e+06	9.76279e+06	8.31798e+06	8.39417e+06	9.27548e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	4.80291e+06	5.17499e+06	5.02002e+06	5.37877e+06	5.47765e+06	5.41074e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	7	7	4.5432e+06	4.78259e+06	4.5436e+06	5.11244e+06	5.03768e+06	4.92384e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.49183e+07	2.67402e+07	2.51989e+07	2.53522e+07	2.59642e+07	2.40526e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3		3.46632e+06	1.67925e+06	3.0604e+06	2.78938e+06	1.88715e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.83134e+06	2.93702e+06	2.89287e+06	3.15345e+06	2.94833e+06	2.56246e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		19	19	8.42212e+07	4.39826e+07	8.51252e+07	4.23714e+07	4.12154e+07	8.52693e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.8094e+06	4.08676e+06	4.64168e+06	4.57045e+06	4.65641e+06	4.46624e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	39	39	2.97382e+08	3.10032e+08	3.00671e+08	3.12389e+08	3.09489e+08	3.08194e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	11	11	9.38502e+06	1.16567e+07	1.05203e+07	1.15746e+07	1.18342e+07	1.01508e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	7.71045e+07	8.52326e+07	8.17426e+07	8.30361e+07	8.52771e+07	8.12417e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.50347e+07	7.80716e+07	7.82327e+07	7.67895e+07	8.02948e+07	7.58036e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7	1.48367e+07	1.56574e+07	1.60881e+07	1.54893e+07	1.60941e+07	1.62143e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.22868e+07	5.93805e+07	6.17622e+07	6.32379e+07	6.00376e+07	6.23477e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	8	8	1.53579e+07	1.37277e+07	1.51645e+07	1.45247e+07	1.4044e+07	1.5173e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	7	7	3.83738e+06	4.38306e+06	3.65518e+06	4.3986e+06	4.24128e+06	4.16502e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	3.75267e+06	3.30671e+06	3.43862e+06	3.24759e+06	3.14257e+06	3.71425e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.4096e+08	1.39778e+08	1.36198e+08	1.40661e+08	1.40657e+08	1.40366e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	2	2	3.63012e+06	2.90614e+06	2.58674e+06	3.2999e+06	3.40333e+06	3.67525e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	19	16	1.3629e+09	1.42926e+09	1.41414e+09	1.38472e+09	1.40141e+09	1.39925e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	5	5	5.01521e+06	5.01241e+06	4.72492e+06	4.70852e+06	4.89719e+06	4.97876e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.61519e+06	2.34294e+06	2.1924e+06	2.2844e+06	1.75926e+06	2.49786e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	1.13531e+07	1.25241e+07	1.253e+07	1.26812e+07	1.23111e+07	1.2645e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.22168e+07	1.13997e+07	1.13657e+07	1.21314e+07	1.17567e+07	1.1696e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	3.0522e+07	3.28195e+07	3.04643e+07	3.25407e+07	3.29098e+07	3.17747e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	6.12373e+07	6.65629e+07	6.2119e+07	6.44933e+07	6.43792e+07	6.23344e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.0924e+07	2.11472e+07	2.14784e+07	2.12204e+07	2.10248e+07	2.00313e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	16	14	6.87801e+07	7.00032e+07	7.48577e+07	6.83902e+07	6.98348e+07	7.20496e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.61367e+06	4.73772e+06	5.53658e+06	5.06399e+06	5.08612e+06	5.00422e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	8.68076e+06	7.89755e+06	8.66776e+06	8.75528e+06	9.02583e+06	8.62942e+06
P07024	USHA_ECOLI	ushA	Protein UshA	12	12	2.47303e+07	2.42571e+07	2.45257e+07	2.42967e+07	2.45506e+07	2.42167e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.36172e+06	4.7383e+06	5.29574e+06	4.66903e+06	4.70236e+06	4.97511e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2	1.99455e+06	2.25046e+06		2.29278e+06	1.92179e+06	2.07877e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.19236e+08	1.16146e+08	1.16386e+08	1.1894e+08	1.17289e+08	1.2098e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	4	4	2.89994e+06	2.7101e+06	3.25676e+06	3.39419e+06	3.11235e+06	3.21322e+06
