Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	12	12	1.41119e+07	1.37406e+07	1.42718e+07	1.33268e+07	1.47666e+07	1.44571e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	16	16	8.47231e+06	8.09429e+06	8.46899e+06	8.06502e+06	8.73203e+06	8.06027e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19	8.34946e+07	8.16809e+07	8.5005e+07	8.09774e+07	8.31962e+07	8.25608e+07
P00582	DPO1_ECOLI	polA	DNA polymerase I	44	44	2.35864e+07	2.38023e+07	2.37766e+07	2.36104e+07	2.32683e+07	2.42008e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1		3.01228e+07		3.70567e+07	3.51729e+07	6.46312e+06
P00803	LEP_ECOLI	lepB	Signal peptidase I	6	6	1.57539e+07	1.71545e+07	1.58878e+07	1.58804e+07	1.60779e+07	1.48133e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	19	19	1.54233e+08	1.45593e+08	1.52579e+08	1.49629e+08	1.49147e+08	1.5325e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	6	6	4.80959e+06	4.72333e+06	5.04832e+06	4.77549e+06	4.9646e+06	5.39378e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	3	3	1.37192e+06	1.44937e+06		1.68907e+06	1.68747e+06	1.24339e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	42	42	6.50145e+07	6.54036e+07	6.74038e+07	6.71317e+07	6.63733e+07	6.68267e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	8.03117e+06	6.77085e+06	7.85741e+06	6.70816e+06	7.54824e+06	7.46615e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.09425e+07	1.09365e+07	1.1704e+07	1.13126e+07	1.11217e+07	1.15774e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	1	1	662997	856680		1.0617e+06	1.03886e+06	837803
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.27159e+06	1.32059e+06	1.43375e+06	1.51291e+06	1.33992e+06	1.39003e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	5	5	1.61284e+06	1.27411e+06	1.62211e+06	1.36504e+06	1.67991e+06	1.55506e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10	1.47251e+07	6.72842e+07	1.44965e+07	6.71202e+07	6.73431e+07	1.40416e+07
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		9	9	1.91883e+07	9.33496e+07	1.93622e+07	9.54415e+07	9.66091e+07	1.96517e+07
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.57353e+06	2.65226e+06	2.75842e+06	2.41834e+06	2.60889e+06	2.76729e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	2.07777e+07	1.98669e+07	2.04761e+07	2.09578e+07	2.08271e+07	1.99611e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	1.72713e+06	1.8107e+06	2.24266e+06	2.86599e+06	1.75677e+06	2.11468e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	2.45523e+06	2.34205e+06	2.38547e+06	2.72446e+06	3.0357e+06	3.10539e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.57753e+07	5.78697e+07	5.47958e+07	5.75618e+07	5.50413e+07	5.66465e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	13	13	8.83555e+07	9.90319e+07	9.23082e+07	9.75594e+07	9.16168e+07	9.2134e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	38	38	1.25021e+08	1.27356e+08	1.2375e+08	1.26237e+08	1.263e+08	1.22682e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.36713e+08	1.3491e+08	1.36665e+08	1.35955e+08	1.3655e+08	1.35483e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	35	35	6.80656e+07	6.59503e+07	6.60665e+07	6.48602e+07	6.3622e+07	6.92151e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.28025e+07	3.2705e+07	3.27759e+07	3.15451e+07	3.32936e+07	3.24747e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	8.08204e+07	8.2718e+07	8.07117e+07	8.06703e+07	8.19047e+07	7.9368e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	28	28	8.50851e+07	8.08628e+07	8.49001e+07	8.13991e+07	7.88374e+07	8.3543e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.23968e+08	1.12198e+08	1.23561e+08	1.1925e+08	1.09851e+08	1.19924e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	34	34	1.95446e+07	1.98502e+07	1.97261e+07	2.01848e+07	2.04414e+07	1.99277e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		14	14	1.58885e+07	8.0179e+07	1.45444e+07	8.00945e+07	7.51822e+07	1.67229e+07
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	1.02364e+07	5.30874e+07	1.12783e+07	5.07651e+07	5.10807e+07	1.14978e+07
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	1.33901e+07	6.34166e+07	1.24877e+07	6.20507e+07	6.46819e+07	1.34448e+07
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	3.37781e+06	1.72108e+07		1.84082e+07	1.95032e+07	
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1		4.09291e+07	5.62964e+06	3.87716e+07	4.29356e+07	7.30461e+06
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	1.05018e+07	5.06103e+07	1.18922e+07	5.26825e+07	4.84265e+07	9.86397e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		6	6	1.47612e+07	7.43744e+07	1.5277e+07	7.094e+07	7.31975e+07	1.43004e+07
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8	1.68835e+07	8.35969e+07	1.77421e+07	8.6275e+07	8.20284e+07	1.69643e+07
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	9.16498e+08	1.02316e+09	9.75695e+08	1.01584e+09	1.02619e+09	9.60851e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.08351e+09	1.10347e+09	1.10379e+09	1.14691e+09	1.0783e+09	1.10571e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.86185e+08	8.22021e+08	9.2123e+08	8.40382e+08	8.4115e+08	9.09063e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		4	4		1.32845e+07		1.27875e+07	1.37329e+07	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		3	3		9.27168e+06		8.82809e+06	9.83583e+06	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		21	21	2.8269e+07	1.30801e+08	2.84138e+07	1.40083e+08	1.35514e+08	2.76666e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		18	18	1.63767e+07	7.84567e+07	1.65189e+07	7.91339e+07	8.04767e+07	1.70356e+07
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		22	22	1.57794e+07	7.66424e+07	1.49993e+07	7.41826e+07	7.7106e+07	1.53599e+07
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	2.26514e+07	1.85302e+07	2.02068e+07	1.9859e+07	1.88557e+07	2.04898e+07
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	16	16	2.77498e+07	3.07554e+07	3.06375e+07	2.77465e+07	3.12591e+07	2.87666e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.5955e+07	4.3434e+07	4.49733e+07	4.56159e+07	4.53952e+07	4.32297e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.32896e+08	1.23623e+08	1.32248e+08	1.24223e+08	1.2469e+08	1.32519e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	17	16	2.19746e+08	2.13682e+08	2.15579e+08	2.06835e+08	2.10404e+08	2.10136e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.67532e+06	1.46925e+06	1.63179e+06	1.38054e+06	1.53055e+06	1.54195e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	15	13	7.01736e+07	7.2065e+07	7.19067e+07	6.78298e+07	7.33436e+07	6.82129e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	9.12946e+06	9.0587e+06	9.36091e+06	9.89e+06	9.84761e+06	9.07665e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	11	11	6.35989e+06	6.62718e+06	5.73661e+06	6.62558e+06	6.97137e+06	6.19317e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	2	2		3.40341e+06				
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	7.22554e+06	7.04242e+06	7.68506e+06	8.05201e+06	7.64366e+06	7.75559e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	2.3844e+06	2.96284e+06	2.00371e+06	3.14888e+06	2.53767e+06	1.65686e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	6.92666e+06	6.27775e+06	8.13013e+06	7.15967e+06	7.38552e+06	7.27834e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.98423e+07	3.65792e+07	3.97361e+07	3.60153e+07	3.84172e+07	3.71949e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.65122e+07	3.40183e+07	3.42181e+07	3.26423e+07	3.49905e+07	3.62373e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.44236e+07	3.55014e+07	3.45409e+07	3.46672e+07	3.62833e+07	3.51573e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		17	17	5.52771e+06	2.75479e+07	5.79017e+06	2.71019e+07	2.8247e+07	6.55832e+06
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	9.26565e+07	8.82601e+07	9.19023e+07	9.1021e+07	8.9525e+07	9.07776e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	15	15	2.0976e+07	2.05272e+07	2.08941e+07	2.04851e+07	2.03961e+07	2.15347e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.67387e+07	3.67724e+07	3.6532e+07	3.69712e+07	3.65985e+07	3.61398e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.48712e+07	2.65846e+07	2.69879e+07	2.94589e+07	2.66773e+07	2.82057e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.51864e+08	1.54021e+08	1.52154e+08	1.52851e+08	1.49396e+08	1.52043e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	28	28	8.66668e+07	8.38843e+07	8.40788e+07	8.36546e+07	8.45364e+07	8.28896e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3	7.46561e+06	7.79999e+06	8.68418e+06	7.89526e+06	8.6862e+06	8.45321e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.49694e+08	4.23051e+08	4.55709e+08	4.13086e+08	4.1629e+08	4.55972e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	7	7	3.77847e+07	3.52268e+07	3.72872e+07	3.52439e+07	3.64723e+07	3.74559e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.15336e+06	1.08546e+06	1.02078e+06	1.07657e+06	1.14857e+06	1.20101e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	6.74961e+06	5.33474e+06	6.4014e+06	5.70243e+06	6.05021e+06	5.57596e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	2.60476e+06	2.65921e+06	3.18323e+06	2.88594e+06	3.05034e+06	3.09281e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	8.27427e+06	9.16143e+06	8.78157e+06	9.26838e+06	9.90475e+06	8.61573e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.96394e+07	1.95718e+07	2.05155e+07	2.0144e+07	2.00547e+07	1.96734e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.56892e+06	5.82077e+06	5.80061e+06	5.66356e+06	6.50463e+06	5.78162e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	36	36	2.1647e+08	2.16115e+08	2.15928e+08	2.17258e+08	2.12935e+08	2.14044e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	6.7344e+06	5.87542e+06	7.31927e+06	5.76543e+06	5.72534e+06	5.30261e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.21763e+07	2.10539e+07	2.12033e+07	2.46747e+07	2.54825e+07	2.20975e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		8	8	1.7031e+07	7.46525e+07	1.80285e+07	7.57633e+07	7.36304e+07	1.80953e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	6.10784e+06	5.97832e+06	6.57298e+06	5.79756e+06	6.09706e+06	6.09825e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.19774e+07	3.07327e+07	3.30472e+07	3.22348e+07	3.16555e+07	3.29372e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2			568726	377520	526891	491861
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.33472e+06	9.30515e+06	8.44016e+06	9.76388e+06	8.51982e+06	8.95694e+06
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	2	2		988441		1.0663e+06		
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	5	5	1.0884e+07	1.10396e+07	1.09443e+07	1.0495e+07	1.04927e+07	9.97958e+06
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.49191e+07	1.54069e+07	1.4888e+07	1.4759e+07	1.4237e+07	1.54364e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	15	15	2.39133e+07	2.35729e+07	2.50664e+07	2.38566e+07	2.39908e+07	2.39147e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	17	17	1.06112e+07	1.02596e+07	1.07034e+07	1.06043e+07	1.02997e+07	1.10905e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	8.33227e+06	8.89544e+06	8.85346e+06	8.45421e+06	8.84101e+06	8.02614e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.41605e+07	5.5829e+07	5.51578e+07	5.63055e+07	5.35772e+07	5.48134e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	2.47428e+07	2.56322e+07	2.46609e+07	2.80322e+07	2.36729e+07	2.48682e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	2.42487e+07	2.41384e+07	2.4305e+07	2.50238e+07	2.48294e+07	2.2536e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	8.01472e+06	7.62483e+06	7.92444e+06	7.92763e+06	7.56898e+06	7.29135e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		18	18	7.04258e+06	3.51076e+07	6.98659e+06	3.46105e+07	3.53037e+07	8.14855e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.22537e+07	5.61571e+07	5.41413e+07	5.683e+07	5.53151e+07	5.24127e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	1	1	1.33443e+06	1.18648e+06		1.20446e+06		
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	24	24	3.04955e+07	3.03121e+07	3.04368e+07	3.08325e+07	3.10472e+07	3.13973e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	1.18084e+07	9.23888e+06	1.17795e+07	9.93363e+06	9.5169e+06	1.15352e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	5	5	6.29227e+06	5.57418e+06	5.64842e+06	5.5917e+06	5.92142e+06	5.58586e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	9	9	6.05698e+06	5.25092e+06	5.2851e+06	5.43312e+06	5.53979e+06	5.90455e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.5685e+07	2.73903e+07	2.49836e+07	2.63362e+07	2.69168e+07	2.50586e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4		1.87333e+06	2.50334e+06	1.86663e+06	1.80221e+06	2.74454e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	4	4	3.0297e+06	3.39916e+06	3.41076e+06	3.14121e+06	3.41567e+06	3.35666e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		17	17	9.90258e+06	4.93521e+07	1.01619e+07	4.67753e+07	4.66418e+07	1.00336e+07
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	7	7	5.03104e+06	4.19614e+06	4.54829e+06	4.7382e+06	4.72912e+06	4.60079e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	36	36	3.13019e+08	3.12901e+08	3.22804e+08	3.14926e+08	3.16852e+08	3.1817e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	1.01477e+07	1.23655e+07	1.0996e+07	1.17733e+07	1.18456e+07	1.04256e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.64537e+07	9.16666e+07	8.75596e+07	8.88523e+07	9.25016e+07	8.73394e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	7.99606e+07	7.78588e+07	7.77112e+07	7.64249e+07	7.94376e+07	7.80238e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7	1.20888e+07	1.17088e+07	1.22899e+07	1.20618e+07	1.1558e+07	1.17199e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	6.31924e+07	5.73682e+07	6.44675e+07	6.07843e+07	5.82237e+07	6.30517e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	10	10	1.4712e+07	1.32258e+07	1.46225e+07	1.40107e+07	1.4064e+07	1.41172e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	7	7	3.98873e+06	4.44976e+06	4.31302e+06	4.37614e+06	4.25692e+06	4.24945e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	3.19492e+06	2.94789e+06	2.91767e+06	3.0846e+06	2.54293e+06	3.10866e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.32825e+08	1.41537e+08	1.30918e+08	1.41047e+08	1.37311e+08	1.37409e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	4.9255e+06		4.30563e+06	4.67038e+06	4.40525e+06	4.09995e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	20	17	1.43665e+09	1.36494e+09	1.45171e+09	1.30943e+09	1.34066e+09	1.42966e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	4	4	4.67749e+06	5.40141e+06	4.89957e+06	4.92958e+06	5.0704e+06	5.01497e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.50849e+06	2.64953e+06	2.64143e+06	2.44754e+06	1.95026e+06	2.58444e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	1.52004e+07	1.49924e+07	1.47775e+07	1.45682e+07	1.50082e+07	1.56354e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.35321e+07	1.22149e+07	1.36803e+07	1.27875e+07	1.31108e+07	1.3039e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	3.43859e+07	3.35886e+07	3.34468e+07	3.44533e+07	3.37956e+07	3.34288e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	6.77479e+07	7.19477e+07	6.87142e+07	7.12755e+07	7.11916e+07	6.70849e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	2.29076e+07	2.29137e+07	2.2899e+07	2.37968e+07	2.2897e+07	2.37035e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	14	14	1.49542e+07	1.47834e+07	1.49297e+07	1.45431e+07	1.49546e+07	1.52404e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	5.57762e+06	4.51405e+06	4.826e+06	5.52869e+06	5.16047e+06	4.83578e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	7.79853e+06	7.91234e+06	7.57333e+06	7.82668e+06	8.41186e+06	7.52253e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.56305e+07	2.57517e+07	2.58373e+07	2.57351e+07	2.56856e+07	2.50402e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	2	2	5.46365e+06	5.3765e+06	5.0883e+06	5.27899e+06	5.3661e+06	5.13102e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	48	48	1.19198e+08	1.1862e+08	1.18612e+08	1.21952e+08	1.20153e+08	1.19134e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.97576e+06	3.80754e+06	4.45976e+06	4.20723e+06	3.67995e+06	4.02508e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	14	14	1.21308e+07	1.21951e+07	1.19543e+07	1.23e+07	1.16478e+07	1.11268e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3	233871	232824	228024		225816	261771
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	36	36	9.94339e+07	9.7394e+07	1.03284e+08	9.67793e+07	9.52011e+07	1.01163e+08
