Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				9.96112e+06	9.82932e+06		1.00852e+07		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.11909e+07	1.17404e+07		1.10847e+07		
P02358	P02358		rpsF		8.18943e+07	8.25394e+07	8.23821e+07	8.33777e+07	8.33061e+07	8.2648e+07
P02359	P02359		rpsG		1.56636e+08	1.61675e+08	1.55021e+08	1.60048e+08	1.51705e+08	1.54817e+08
P02413	P02413		rplO		1.19518e+08	1.19805e+08	1.33672e+08	1.21324e+08	1.34628e+08	1.32224e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.11751e+06	1.12168e+06		1.15859e+06		
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				3.01413e+06	3.16103e+06		3.02905e+06		
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.74324e+07	1.72822e+07	1.8645e+06	1.72673e+07	183016	308662
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.05216e+07	1.03298e+07	1.75252e+06	1.04158e+07		4.32521e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.18485e+07	1.14727e+07	1.04051e+06	1.18501e+07		
P02918	P02918		mrcA		924726	1.0158e+06	1.0464e+06	979412	920908	982016
P02919	P02919		mrcB		1.59335e+06	1.38364e+06	1.62019e+06	1.50188e+06	1.54221e+06	1.62781e+06
P02925	P02925		rbsB		9.59483e+06	9.50044e+06	9.68198e+06	9.63499e+06	9.71359e+06	9.57574e+06
P02930	P02930		tolC		2.2383e+07	2.26117e+07	2.49053e+07	2.34831e+07	2.50378e+07	2.46954e+07
P02931	P02931		ompF		3.98717e+07	3.93574e+07	4.14443e+07	3.99856e+07	4.22065e+07	4.07101e+07
P02942	P02942		tsr		1.48249e+07	1.4957e+07	1.44459e+07	1.49699e+07	1.38507e+07	1.42507e+07
P02943	P02943		lamB		1.72038e+06	1.65627e+06	1.54294e+06	1.75002e+06	1.60689e+06	1.51988e+06
P03004	P03004		dnaA		2.09442e+06	1.99719e+06	2.06366e+06	2.02338e+06	2.09834e+06	2.11817e+06
P03018	P03018		uvrD		4.31966e+06	4.21494e+06	4.17358e+06	4.17966e+06	4.14959e+06	3.97002e+06
P03024	P03024		galR		1.37296e+06	1.46107e+06	1.49368e+06	1.40977e+06	1.407e+06	1.33433e+06
P03817	P03817		mioC		8.43923e+06	8.20781e+06	8.48146e+06	8.07278e+06	8.42e+06	8.4862e+06
P03841	P03841		malM		1.05873e+07	9.99228e+06	1.08289e+07	1.00978e+07	1.06636e+07	1.09979e+07
P04036	P04036		dapB		5.2961e+06	5.13506e+06	5.07902e+06	5.37488e+06	5.12534e+06	5.27772e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				4.46058e+06	4.49629e+06		4.48709e+06		
P04079	P04079		guaA		2.12273e+07	2.12194e+07	2.06578e+07	2.11782e+07	2.06712e+07	2.07915e+07
P04335	P04335		frsA		4.55409e+06	4.6115e+06	4.66799e+06	4.56145e+06	4.55467e+06	4.59806e+06
P04425	P04425		gshB		1.53402e+07	1.50759e+07	1.5227e+07	1.54405e+07	1.51343e+07	1.50392e+07
P04693	P04693		tyrB		3.65186e+06	3.82053e+06	3.70314e+06	3.63604e+06	3.77877e+06	3.64457e+06
P04805	P04805		gltX		2.55559e+07	2.50188e+07	2.48531e+07	2.57381e+07	2.45336e+07	2.53015e+07
P04825	P04825		pepN		1.59051e+07	1.56588e+07	1.49781e+07	1.62242e+07	1.51068e+07	1.52641e+07
P04846	P04846		nlpA		3.5174e+06	3.31445e+06	3.44676e+06	3.46622e+06	3.50052e+06	3.42625e+06
P04949	P04949		fliC		3.58423e+07	3.5704e+07	4.14103e+07	3.80163e+07	4.18013e+07	4.22647e+07
P04951	P04951		kdsB		5.85299e+06	5.69335e+06	5.78121e+06	5.60644e+06	5.74146e+06	5.79783e+06
P04982	P04982		rbsD		1.22068e+06	1.23714e+06	1.28534e+06	1.19548e+06	1.31999e+06	1.40257e+06
P04995	P04995		sbcB		1.30957e+07	1.23787e+07	1.32043e+07	1.27153e+07	1.30878e+07	1.27805e+07
P05020	P05020		pyrC		6.66933e+06	6.68075e+06	6.99595e+06	6.78264e+06	6.93909e+06	6.99812e+06
P05041	P05041		pabB		1.77665e+06	1.78789e+06	1.71482e+06	1.68425e+06	1.82682e+06	1.91547e+06
P05055	P05055		pnp		4.13157e+07	4.22411e+07	4.10674e+07	4.19602e+07	4.11758e+07	4.05714e+07
P05100	P05100		tag		1.5347e+06	1.61627e+06	1.72386e+06	1.5427e+06	1.77335e+06	1.59939e+06
P05194	P05194		aroD		1.52931e+06	1.3725e+06	1.31566e+06	1.22856e+06	1.28159e+06	1.21415e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.2613e+07	1.34212e+07	913266	1.26829e+07	91658.6	1.34017e+06
P05458	P05458		ptrA		945148	949242	1.02212e+06	915038	999737	992603
P05459	P05459		pdxB		6.05743e+06	6.18004e+06	6.28891e+06	6.10925e+06	6.31055e+06	6.03328e+06
P05637	P05637		apaH		956249	787189	877142	901680	815287	848844
P05719	P05719		hsdS		1.20888e+06	1.16499e+06	1.33609e+06	1.13065e+06	1.36305e+06	1.30732e+06
P05791	P05791		ilvD		3.23384e+06	3.21521e+06	3.22907e+06	3.19207e+06	3.19808e+06	3.2454e+06
P05793	P05793		ilvC		7.72764e+06	7.86619e+06	8.4693e+06	7.57671e+06	8.31973e+06	8.59416e+06
P05825	P05825		fepA		2.00413e+06	2.00545e+06	2.0697e+06	1.9708e+06	2.18365e+06	2.08604e+06
P05852	P05852		gcp		2.66411e+06	2.50232e+06	2.69961e+06	2.75242e+06	2.83431e+06	2.87847e+06
P06129	P06129		btuB		1.36982e+07	1.38324e+07	1.35769e+07	1.38286e+07	1.41403e+07	1.37392e+07
P06149	P06149		dld		6.61694e+06	6.51492e+06	6.33425e+06	6.51552e+06	6.23719e+06	6.31505e+06
P06282	P06282		cdh		2.82617e+06	2.61778e+06	2.47048e+06	2.60966e+06	2.66464e+06	2.58105e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				6.45729e+06	6.22531e+06	2.93173e+06	6.53399e+06	2.85914e+06	3.35301e+06
P06610	P06610		btuE		1.11732e+07	1.11585e+07	1.04101e+07	1.11063e+07	1.04168e+07	1.00111e+07
P06612	P06612		topA		5.91518e+06	5.79832e+06	6.1133e+06	5.96758e+06	5.95888e+06	6.06311e+06
P06616	P06616		era		3.36024e+06	3.61743e+06	4.14646e+06	3.46413e+06	4.00599e+06	4.23824e+06
P06709	P06709		birA		1.0671e+06	929541	1.07314e+06	985488	1.02995e+06	1.15092e+06
P06710	P06710		dnaX		1.26386e+06	1.24776e+06	1.38962e+06	1.26458e+06	1.27518e+06	1.33054e+06
P06715	P06715		gor		3.44673e+06	3.26768e+06	3.13972e+06	3.35393e+06	3.24253e+06	3.27102e+06
P06722	P06722		mutH		544452	558438	536246	584813	520084	530132
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				7.77904e+06	7.66669e+06		7.91224e+06	621701	
P06846	P06846		ebgR		1.40009e+06	1.43578e+06	1.48148e+06	1.32655e+06	1.43768e+06	1.37954e+06
P06959	P06959		aceF		6.31963e+07	6.23332e+07	6.3689e+07	6.31155e+07	6.1879e+07	6.22344e+07
P06961	P06961		cca		1.13347e+06	1.07827e+06	982987	1.05223e+06	1.12589e+06	1.13762e+06
P06968	P06968		dut		8.54251e+06	8.21898e+06	8.95722e+06	8.46796e+06	8.82936e+06	8.40782e+06
P06971	P06971		fhuA		1.46178e+07	1.43072e+07	1.43643e+07	1.43322e+07	1.41972e+07	1.444e+07
P06974	P06974		fliM		1.46819e+06	1.56906e+06	1.6206e+06	1.59434e+06	1.68256e+06	1.55375e+06
P06983	P06983		hemC		1.09981e+07	1.13676e+07	1.15359e+07	1.11857e+07	1.17571e+07	1.15356e+07
P06986	P06986		hisC		4.71267e+06	4.74127e+06	4.73748e+06	4.74143e+06	4.61211e+06	4.47549e+06
P06987	P06987		hisB		1.23511e+06	1.20526e+06	1.25216e+06	1.30905e+06	1.24819e+06	1.16293e+06
P06988	P06988		hisD		1.59536e+06	1.34022e+06	1.61265e+06	1.57388e+06	1.4527e+06	1.58077e+06
P06992	P06992		rsmA		2.34787e+06	2.35869e+06	2.28923e+06	2.32499e+06	2.25362e+06	2.12621e+06
P06996	P06996		ompC		2.04367e+08	1.91239e+08	2.20513e+08	2.04545e+08	2.17879e+08	2.12046e+08
P06999	P06999		pfkB		1.33398e+06	1.29799e+06	1.2779e+06	1.19061e+06	1.14516e+06	1.24462e+06
P07000	P07000		pldB		544371	599324	691690	591352	646549	599291
P07001	P07001		pntA		2.27655e+06	2.24095e+06	2.21461e+06	2.28304e+06	2.28546e+06	2.17673e+06
P07003	P07003		poxB		2.69944e+06	2.68844e+06	2.63202e+06	2.68032e+06	2.67078e+06	2.64409e+06
P07004	P07004		proA		5.20013e+06	5.01485e+06	5.16417e+06	5.2727e+06	5.32618e+06	5.31714e+06
P07012	P07012		prfB		9.01207e+06	8.91121e+06	8.77244e+06	9.10026e+06	8.77574e+06	8.91858e+06
P07014	P07014		sdhB		1.67489e+06	1.8323e+06	1.84636e+06	1.68124e+06	1.81758e+06	1.73246e+06
P07017	P07017		tar		3.53403e+06	3.44928e+06	3.36149e+06	3.42486e+06	3.41787e+06	3.41619e+06
P07021	P07021		yfiB		2.25772e+06	2.20456e+06	1.93394e+06	2.06053e+06	2.0557e+06	1.99907e+06
P07023	P07023		tyrA		2.69167e+06	2.82751e+06	2.3065e+06	2.6578e+06	2.64104e+06	2.43967e+06
P07024	P07024		ushA		5.00077e+06	5.12937e+06	5.20266e+06	4.9999e+06	5.23618e+06	5.12145e+06
P07026	P07026		sdiA		1.90343e+06	1.96808e+06	1.80342e+06	1.87996e+06	1.78317e+06	1.80463e+06
P07118	P07118		valS		2.55554e+07	2.55552e+07	2.4869e+07	2.54925e+07	2.46162e+07	2.50726e+07
P07330	P07330		cheB		997158	1.15968e+06	1.22064e+06	1.09045e+06	1.17586e+06	1.18279e+06
P07363	P07363		cheA		1.89421e+06	1.88407e+06	1.87495e+06	1.93266e+06	1.83037e+06	1.84046e+06
P07395	P07395		pheT		1.63884e+07	1.62587e+07	1.62262e+07	1.66615e+07	1.62382e+07	1.63387e+07
P07604	P07604		tyrR		2.23094e+06	2.17203e+06	2.32418e+06	2.27568e+06	2.22476e+06	2.33003e+06
P07639	P07639		aroB		3.40265e+06	3.39798e+06	3.53361e+06	3.40949e+06	3.45627e+06	3.51483e+06
P07649	P07649		truA		2.05738e+06	1.9274e+06	2.00856e+06	2.03429e+06	2.02639e+06	1.9808e+06
P07650	P07650		deoA		6.24134e+06	6.24336e+06	6.06485e+06	6.19721e+06	5.97472e+06	6.02186e+06
P07658	P07658		fdhF		961037	957171	930690	957662	985148	1.01133e+06
P07762	P07762		glgB		4.06406e+06	4.12418e+06	3.96777e+06	3.9444e+06	3.95414e+06	3.85041e+06
P07813	P07813		leuS		1.86031e+07	1.82067e+07	1.81276e+07	1.85855e+07	1.80309e+07	1.81607e+07
P07821	P07821		fhuC		413680	743653	618964	618523	618698	576838
P07822	P07822		fhuD		452890	408160	444470	427182	448203	504426
P07862	P07862		ddlB		2.18401e+06	2.09627e+06	2.08285e+06	2.18386e+06	2.19097e+06	2.16954e+06
P07913	P07913		tdh		4.48894e+06	4.59425e+06	4.09563e+06	4.54359e+06	3.99724e+06	4.0151e+06
P08178	P08178		purM		1.46317e+06	1.35987e+06	1.44492e+06	1.32825e+06	1.44289e+06	1.46065e+06
P08179	P08179		purN		1.22394e+06	1.27999e+06	1.1963e+06	1.21178e+06	1.1584e+06	1.03634e+06
P08189	P08189		fimF		1.19716e+06	1.25988e+06	1.44742e+06	1.30452e+06	1.4063e+06	1.45787e+06
P08190	P08190		fimG		1.91354e+06	1.8881e+06	2.02534e+06	2.05399e+06	2.09142e+06	2.03474e+06
P08191	P08191		fimH		2.94475e+06	2.91352e+06	3.20647e+06	3.05021e+06	3.21914e+06	3.04994e+06
P08192	P08192		folC		2.62428e+06	2.72451e+06	2.56948e+06	2.58575e+06	2.64459e+06	2.54342e+06
P08200	P08200		icd		2.5497e+07	2.50003e+07	2.42161e+07	2.51263e+07	2.4567e+07	2.47037e+07
P08201	P08201		nirB		6.18905e+06	6.19064e+06	6.05914e+06	6.089e+06	6.09794e+06	6.17563e+06
P08244	P08244		pyrF		1.02654e+07	1.03867e+07	1.07371e+07	1.04643e+07	1.06041e+07	1.12951e+07
P08245	P08245		yciH		795090	819384	879271	808325	796377	784926
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				8.03023e+06	8.18712e+06	6.93144e+06	8.08527e+06	6.48112e+06	
P08312	P08312		pheS		1.24876e+07	1.24787e+07	1.25612e+07	1.26966e+07	1.27116e+07	1.25796e+07
