Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P19931	P19931		hyaE		1.37895e+06	1.34372e+06	1.40884e+06	1.33914e+06	1.37771e+06	1.28081e+06
P19934	P19934		tolA		1.62428e+06	1.69195e+06	1.56285e+06	1.54804e+06	1.64109e+06	1.46505e+06
P20083	P20083		parE		1.6792e+06	1.65714e+06	1.60767e+06	1.62053e+06	1.54891e+06	1.67714e+06
P20966	P20966		fruA		7.93721e+06	7.87499e+06	7.92333e+06	7.97446e+06	7.93775e+06	7.86389e+06
P21156	P21156		cysD		3.9881e+06	4.07366e+06	3.96289e+06	3.99724e+06	4.04681e+06	4.10762e+06
P21165	P21165		pepQ		1.21531e+07	1.31094e+07	1.28457e+07	1.23398e+07	1.32118e+07	1.25551e+07
P21170	P21170		speA		7.18169e+06	7.37384e+06	7.42118e+06	7.05879e+06	7.29962e+06	7.02884e+06
P21179	P21179		katE		736385	749320	685012	733678	735923	736318
P21338	P21338		rna		1.79827e+06	2.03386e+06	1.88108e+06	1.83515e+06	1.7687e+06	1.50717e+06
P21367	P21367		ycaC		3.57006e+06	3.67117e+06	3.66696e+06	3.5162e+06	3.46493e+06	3.28471e+06
P21369	P21369		pncA		2.03229e+06	1.92319e+06	2.0541e+06	2.07161e+06	1.97147e+06	2.19791e+06
P21420	P21420		nmpC		2.46645e+07	2.52555e+07	2.62924e+07	2.55101e+07	2.64751e+07	2.62756e+07
P21499	P21499		rnr		4.92354e+06	4.88263e+06	4.91945e+06	4.91445e+06	5.01258e+06	4.92834e+06
P21507	P21507		srmB		5.06151e+06	5.03284e+06	5.06745e+06	4.96477e+06	4.79495e+06	5.10111e+06
P21513	P21513		rne		7.85465e+06	7.97978e+06	7.99197e+06	7.95464e+06	7.91303e+06	8.02872e+06
P21599	P21599		pykA		2.22181e+07	2.20081e+07	2.22619e+07	2.20902e+07	2.21189e+07	2.16704e+07
P21645	P21645		lpxD		4.26068e+06	4.17599e+06	4.23611e+06	4.11479e+06	3.93918e+06	4.04459e+06
P21829	P21829		ybhA		2.48529e+06	2.48636e+06	2.55745e+06	2.48205e+06	2.67567e+06	2.6211e+06
P21888	P21888		cysS		1.13952e+07	1.16515e+07	1.15319e+07	1.17562e+07	1.15485e+07	1.15558e+07
P21889	P21889		aspS		1.00005e+07	1.03413e+07	1.01351e+07	1.00137e+07	1.00968e+07	1.0157e+07
P21893	P21893		recJ		4.2264e+07	3.96157e+07	4.33145e+07	4.08921e+07	4.20865e+07	4.0066e+07
P22106	P22106		asnB		6.38635e+06	6.51987e+06	6.72208e+06	6.19103e+06	6.48245e+06	6.02669e+06
P22186	P22186		mraZ		2.43133e+06	2.1058e+06	2.32199e+06	2.18786e+06	2.32662e+06	2.47743e+06
P22188	P22188		murE		5.55623e+06	5.64768e+06	5.61253e+06	5.7054e+06	5.81163e+06	5.63431e+06
P22255	P22255		cysQ		6.89181e+06	7.54913e+06	7.4434e+06	6.68296e+06	7.44428e+06	7.0245e+06
P22256	P22256		gabT		1.66163e+06	1.26217e+06	1.53454e+06	1.62724e+06	1.56607e+06	1.65342e+06
P22259	P22259		pckA		8.28004e+06	8.34643e+06	8.39933e+06	8.36812e+06	8.45589e+06	8.41088e+06
P22333	P22333		add		1.22209e+07	1.24026e+07	1.21099e+07	1.21196e+07	1.23514e+07	1.21894e+07
P22523	P22523		mukB		4.07322e+06	3.99341e+06	4.04363e+06	4.00741e+06	3.89445e+06	4.02666e+06
P22524	P22524		mukE		5.7582e+06	5.56026e+06	5.49907e+06	5.60626e+06	5.41478e+06	5.75675e+06
P22525	P22525		ycbB		1.70153e+06	1.76834e+06	1.75165e+06	1.63455e+06	1.70695e+06	1.66598e+06
P22634	P22634		murI		1.11277e+06	1.09411e+06	1.13705e+06	1.00747e+06	1.19722e+06	1.1898e+06
P22939	P22939		ispA		4.79898e+06	4.43293e+06	4.63841e+06	4.83525e+06	4.76125e+06	4.46193e+06
P23003	P23003		trmA		1.12604e+06	1.03881e+06	1.08e+06	1.0939e+06	1.04022e+06	1.11091e+06
P23305	P23305		yigA		1.54696e+06	1.56365e+06	1.54412e+06	1.50571e+06	1.77839e+06	1.63526e+06
P23331	P23331		tdk		2.8489e+06	2.76028e+06	2.84658e+06	2.92902e+06	2.85675e+06	2.90812e+06
P23538	P23538		ppsA		5.04189e+06	5.09041e+06	5.08859e+06	5.22692e+06	5.02679e+06	5.05434e+06
P23721	P23721		serC		1.06147e+07	1.08907e+07	1.0771e+07	1.047e+07	1.08193e+07	1.06766e+07
P23827	P23827		eco		1.16988e+07	1.13683e+07	1.13132e+07	1.18297e+07	1.17592e+07	1.1798e+07
P23830	P23830		pssA		1.4192e+06	1.37609e+06	1.43432e+06	1.43972e+06	1.45787e+06	1.46775e+06
P23836	P23836		phoP		2.18349e+07	2.22132e+07	2.25065e+07	2.16677e+07	2.27372e+07	2.16726e+07
P23837	P23837		phoQ		521898	515374	479430	571992	490140	509451
P23839	P23839		yicC		6.06659e+06	6.05039e+06	6.04034e+06	5.9295e+06	6.08463e+06	6.34732e+06
P23843	P23843		oppA		5.08988e+06	5.54318e+06	5.49022e+06	5.22009e+06	5.32159e+06	5.1318e+06
P23845	P23845		cysN		3.47146e+06	3.50746e+06	3.41603e+06	3.51276e+06	3.56875e+06	3.47818e+06
P23847	P23847		dppA		1.03893e+06	1.16064e+06	1.14097e+06	1.136e+06	1.17945e+06	1.02289e+06
P23857	P23857		pspE		984931	942569	961298	932976	862353	926358
P23865	P23865		prc		6.65897e+06	6.58676e+06	6.62587e+06	6.73932e+06	6.68361e+06	6.86945e+06
P23869	P23869		ppiB		3.74596e+07	4.13078e+07	4.04406e+07	3.80501e+07	4.18558e+07	3.89035e+07
P23871	P23871		hemH		2.51323e+06	2.60845e+06	2.53888e+06	2.45854e+06	2.56617e+06	2.44662e+06
P23882	P23882		fmt		6.91429e+06	6.79012e+06	6.94421e+06	6.75953e+06	6.94843e+06	6.91673e+06
P23886	P23886		cydC		909184	936368	878554	967039	897565	882531
P23893	P23893		hemL		2.4921e+07	2.71679e+07	2.65668e+07	2.64392e+07	2.63436e+07	2.52442e+07
P23894	P23894		htpX		4.25371e+06	4.03744e+06	3.93044e+06	4.20257e+06	3.97114e+06	4.33527e+06
P23909	P23909		mutS		3.52426e+06	3.5225e+06	3.52894e+06	3.49635e+06	3.50758e+06	3.57699e+06
P23917	P23917		mak		1.71025e+06	1.45106e+06	1.61916e+06	1.59174e+06	1.74401e+06	1.80768e+06
P24169	P24169		speF		3.27141e+06	3.1475e+06	3.18087e+06	3.20548e+06	3.13956e+06	3.20068e+06
P24171	P24171		dcp		2.83625e+06	2.7856e+06	2.87893e+06	2.76094e+06	2.78549e+06	2.85316e+06
P24178	P24178		yffB		4.01662e+06	4.56165e+06	4.68084e+06	3.86464e+06	4.75637e+06	4.01975e+06
P24182	P24182		accC		2.0976e+07	2.11402e+07	2.11353e+07	2.06943e+07	2.13261e+07	2.08193e+07
P24183	P24183		fdnG		5.48025e+06	5.47156e+06	5.46069e+06	5.47178e+06	5.53692e+06	5.46636e+06
P24186	P24186		folD		6.09147e+06	5.89118e+06	5.94027e+06	6.00979e+06	5.84124e+06	5.88916e+06
P24193	P24193		hypE		2.66346e+06	2.84055e+06	2.74098e+06	2.65148e+06	2.707e+06	2.58991e+06
P24202	P24202		mrr		2.08386e+06	2.10305e+06	2.16231e+06	2.0133e+06	2.15543e+06	2.18588e+06
P24203	P24203		yjiA		3.19041e+06	3.31737e+06	3.13231e+06	3.23741e+06	3.28956e+06	3.47293e+06
P24205	P24205		msbB		2.62236e+06	1.89102e+06	2.40973e+06	2.46039e+06	2.10939e+06	2.15911e+06
P24215	P24215		uxuA		2.53528e+06	2.48066e+06	2.59563e+06	2.7421e+06	2.61019e+06	2.78076e+06
P24216	P24216		fliD		916916	854747	846390	916854	815561	884344
P24224	P24224		acpS		2.15763e+06	1.9875e+06	1.94711e+06	1.9006e+06	1.99377e+06	2.02894e+06
P24228	P24228		dacB		1.83372e+06	1.88953e+06	1.81003e+06	1.89956e+06	1.64101e+06	1.68022e+06
P24232	P24232		hmp		1.27677e+06	1.11415e+06	1.13064e+06	1.28539e+06	1.13664e+06	1.20223e+06
P24251	P24251		crl		6.35783e+06	6.26979e+06	5.9719e+06	6.13396e+06	5.93068e+06	6.03596e+06
P24252	P24252		ybgA		1.47547e+06	1.57818e+06	1.36825e+06	1.08745e+06	1.49003e+06	1.56515e+06
P24255	P24255		rpoN		630698	733114	595530	569796	770291	758033
P24554	P24554		radA		1.25264e+06	1.11172e+06	1.26807e+06	1.19237e+06	1.23251e+06	1.25575e+06
P25397	P25397		tehB		2.1932e+06	2.33592e+06	2.37122e+06	2.19764e+06	2.32123e+06	2.26687e+06
P25437	P25437		frmA		7.97117e+06	8.12653e+06	8.08575e+06	8.11069e+06	8.18458e+06	8.36313e+06
P25516	P25516		acnA		3.16703e+06	3.13554e+06	3.23816e+06	3.06511e+06	3.15959e+06	3.14281e+06
P25519	P25519		hflX		2.81686e+06	2.73604e+06	2.72979e+06	2.91116e+06	2.71406e+06	2.75193e+06
P25522	P25522		mnmE		4.47533e+06	4.40718e+06	4.42306e+06	4.45491e+06	4.29289e+06	4.29523e+06
P25524	P25524		codA		2.16616e+06	2.23683e+06	2.39365e+06	2.3058e+06	2.19101e+06	2.24188e+06
P25534	P25534		ubiH		962187	865334	982772	1.04676e+06	824640	803596
P25535	P25535		visC		2.04541e+06	2.0468e+06	2.15585e+06	1.87724e+06	2.07117e+06	1.89312e+06
P25536	P25536		yhdE		2.44204e+06	2.45259e+06	2.47807e+06	2.6365e+06	2.5194e+06	2.55267e+06
P25539	P25539		ribD		3.78877e+06	3.81703e+06	3.83121e+06	3.65946e+06	3.91702e+06	3.9175e+06
P25552	P25552		gppA		2.81564e+06	2.54392e+06	2.52213e+06	2.72294e+06	2.50104e+06	2.79001e+06
P25714	P25714		yidC		7.78237e+06	7.32207e+06	7.67932e+06	7.5875e+06	8.29959e+06	8.32709e+06
P25736	P25736		endA		1.00913e+06	1.13576e+06	1.02161e+06	1.13905e+06	1.14871e+06	1.10846e+06
P25745	P25745		mnmA		3.92452e+06	3.79547e+06	3.89505e+06	3.96641e+06	3.84122e+06	3.95616e+06
P25746	P25746		hflD		1.14582e+07	1.16614e+07	1.15245e+07	1.18798e+07	1.16084e+07	1.17334e+07
P25888	P25888		rhlE		2.34732e+06	2.45958e+06	2.45522e+06	2.46449e+06	2.4683e+06	2.41721e+06
P25894	P25894		yggG		898879	921240	913681	899955	918711	903478
P25906	P25906		ydbC		825286	858768	863035	872144	863244	869554
P26602	P26602		ubiC		749792	799529	948984	845331	852357	934590
P26608	P26608		fliS		4.60126e+06	4.70436e+06	4.77743e+06	3.97982e+06	4.60674e+06	4.45425e+06
P26612	P26612		amyA		546207	572694	601394	542663	538572	588822
P26616	P26616		maeA		8.99942e+06	9.10976e+06	9.118e+06	8.98247e+06	8.89162e+06	8.62894e+06
P26646	P26646		acuI		2.84682e+06	3.05571e+06	2.9174e+06	2.86354e+06	3.10465e+06	2.93419e+06
P26647	P26647		plsC		1.21356e+06	1.13799e+06	1.11141e+06	1.12531e+06	1.08301e+06	1.1859e+06
P26648	P26648		ftsP		3.01504e+06	2.94232e+06	2.70672e+06	3.06808e+06	2.46503e+06	2.65864e+06
P27247	P27247		plsX		705401	609731	583588	623689	552764	497022
P27248	P27248		gcvT		9.43615e+06	9.50036e+06	9.76175e+06	9.64403e+06	9.4946e+06	9.51763e+06
P27278	P27278		nadR		535862	580553	601321	551703	665271	685684
P27298	P27298		prlC		1.01101e+07	1.02146e+07	1.03269e+07	9.99415e+06	1.0038e+07	1.00566e+07
P27302	P27302		tktA		2.4733e+07	2.62508e+07	2.58782e+07	2.53787e+07	2.63731e+07	2.52767e+07
P27303	P27303		emrA		1.53011e+06	1.43847e+06	1.46976e+06	1.4878e+06	1.45954e+06	1.45044e+06
P27306	P27306		sthA		790140	1.00693e+06	1.01753e+06	1.02603e+06	972774	806609
P27431	P27431		ycfD		4.81308e+06	4.99336e+06	5.08063e+06	4.59833e+06	4.68497e+06	3.92026e+06
P27434	P27434		rodZ		1.04826e+07	1.04746e+07	1.04733e+07	1.02333e+07	1.01633e+07	9.96239e+06
P27828	P27828		wecB		2.50055e+06	2.57142e+06	2.47642e+06	2.67065e+06	2.37069e+06	2.55941e+06
P27829	P27829		wecC		5.22177e+06	5.06498e+06	4.99374e+06	5.23257e+06	5.01569e+06	4.92039e+06
P27830	P27830		rffG		1.5953e+06	1.49695e+06	1.5736e+06	1.57086e+06	1.64714e+06	1.57324e+06
P27832	P27832		wecD		534632	505123	527039	350307	651668	622556
P27833	P27833		rffA		2.21816e+06	2.26654e+06	2.26673e+06	2.2716e+06	2.34563e+06	2.33873e+06
P27836	P27836		wecG		2.04323e+06	2.40417e+06	2.32022e+06	2.08107e+06	2.36194e+06	2.06953e+06
P27838	P27838		cyaY		2.15726e+06	2.30916e+06	2.20217e+06	2.30311e+06	2.14412e+06	2.1105e+06
P27848	P27848		yigL		5.36584e+06	5.23535e+06	5.64268e+06	5.18728e+06	5.20823e+06	5.33845e+06
P27859	P27859		tatD		1.46042e+06	1.46037e+06	1.37539e+06	1.53687e+06	1.50843e+06	1.42157e+06
P28248	P28248		dcd		3.03499e+06	3.21496e+06	3.17288e+06	2.96678e+06	3.17612e+06	2.95981e+06
P28249	P28249		asmA		312062	325244	366844	365852	325062	354419
P28304	P28304		qorA		3.8136e+06	3.49259e+06	3.65721e+06	3.8597e+06	3.61688e+06	3.73083e+06
P28629	P28629		adiA		1.85265e+06	1.86529e+06	1.79299e+06	1.93287e+06	1.82418e+06	1.92863e+06
P28635	P28635		metQ		1.44432e+07	1.27778e+07	1.27782e+07	1.43859e+07	1.23421e+07	1.41601e+07
P28903	P28903		nrdD		5.05063e+06	5.02932e+06	5.14854e+06	5.09321e+06	5.2304e+06	5.02149e+06
P28904	P28904		treC		2.2103e+06	2.21974e+06	2.26117e+06	2.315e+06	2.28614e+06	2.33642e+06
P29018	P29018		cydD		628678	662266	573124	633409	583560	562443
P29131	P29131		ftsN		854521	839397	870402	901041	877201	852678
P29208	P29208		menC		2.80772e+06	2.90362e+06	2.8622e+06	2.86701e+06	2.80723e+06	2.85436e+06
P29217	P29217		yceH		2.53061e+06	2.51141e+06	2.42042e+06	2.52676e+06	2.48739e+06	2.50515e+06
P29680	P29680		hemE		5.811e+06	5.86506e+06	5.99159e+06	5.9021e+06	5.85923e+06	5.83474e+06
P29744	P29744		flgL		2.52096e+06	2.85894e+06	2.63725e+06	2.63789e+06	2.50802e+06	2.34042e+06
P29745	P29745		pepT		6.13712e+06	5.85098e+06	5.9843e+06	5.96506e+06	6.18038e+06	5.98454e+06
P30011	P30011		nadC		1.97174e+06	2.10532e+06	2.02284e+06	1.98946e+06	1.90344e+06	1.98286e+06
P30014	P30014		rnt		5.74659e+06	5.23629e+06	5.30362e+06	5.52557e+06	5.38152e+06	5.58302e+06
P30128	P30128		greB		2.14476e+06	2.082e+06	2.15361e+06	2.03447e+06	1.98203e+06	2.05581e+06
P30130	P30130		fimD		1.57033e+06	1.54265e+06	1.51558e+06	1.43133e+06	1.61865e+06	1.65156e+06
P30177	P30177		ybiB		8.35217e+06	8.476e+06	8.34039e+06	8.13912e+06	8.56162e+06	8.2093e+06
P30178	P30178		ybiC		2.34346e+06	2.23238e+06	2.35062e+06	2.26165e+06	2.2816e+06	2.50758e+06
P30744	P30744		sdaB		5.68627e+06	5.81664e+06	5.50909e+06	5.62234e+06	5.64261e+06	6.01347e+06
P30749	P30749		moaE		6.3971e+06	6.45303e+06	6.14058e+06	6.22957e+06	6.49045e+06	6.15071e+06
P30843	P30843		basR		1.89226e+06	1.73441e+06	1.68122e+06	1.78853e+06	1.9323e+06	1.99356e+06
P30850	P30850		rnb		7.44105e+06	7.35128e+06	7.33899e+06	7.3044e+06	7.33499e+06	7.32765e+06
P30852	P30852		smf		2.11179e+06	1.93593e+06	1.84266e+06	1.97852e+06	1.80029e+06	1.87365e+06
P30859	P30859		artI		2.23937e+06	2.21535e+06	2.19811e+06	2.16411e+06	2.25899e+06	2.1827e+06
P30870	P30870		glnE		482516	445079	479311	519750	488065	479133
P30871	P30871		ygiF		3.20471e+06	3.32006e+06	3.36911e+06	3.41163e+06	3.36959e+06	3.31669e+06
P30958	P30958		mfd		6.74114e+06	6.6129e+06	6.33234e+06	6.6179e+06	6.37795e+06	6.4537e+06
P31057	P31057		panB		5.69572e+06	6.10745e+06	5.92916e+06	6.04745e+06	5.94118e+06	5.88029e+06
P31063	P31063		yedD		5.68815e+06	5.46315e+06	5.18361e+06	5.55743e+06	5.40509e+06	5.20389e+06
P31068	P31068		fliH		851887	795120	884222	870705	865131	825193
P31069	P31069		kch		270577	490080	454686	315051	554924	372958
P31119	P31119		aas		1.5507e+06	1.44101e+06	1.44459e+06	1.34715e+06	1.49699e+06	1.65068e+06
P31120	P31120		glmM		1.06543e+07	1.0986e+07	1.09532e+07	1.03504e+07	1.08695e+07	1.02545e+07
P31142	P31142		sseA		6.64382e+06	6.93958e+06	6.73207e+06	6.7865e+06	6.92366e+06	6.79676e+06
P31224	P31224		acrB		2.10458e+06	2.14917e+06	2.0728e+06	2.26008e+06	2.13488e+06	1.96562e+06
P31433	P31433		yicH		1.00212e+06	1.00487e+06	940383	938349	1.05675e+06	1.04717e+06
P31455	P31455		yidR		1.36713e+06	1.36639e+06	1.25395e+06	1.41882e+06	1.40173e+06	1.29318e+06
P31467	P31467		yieH		1.99577e+06	2.07111e+06	2.12179e+06	2.04768e+06	1.98968e+06	2.04078e+06
P31473	P31473		ravA		1.30859e+06	1.25896e+06	1.27522e+06	1.30927e+06	1.33956e+06	1.32343e+06
P31475	P31475		yieP		1.17772e+06	1.05663e+06	1.09074e+06	1.12314e+06	1.06799e+06	1.22629e+06
P31550	P31550		thiB		1.73947e+06	1.94499e+06	1.71973e+06	1.71166e+06	1.64522e+06	1.74265e+06
P31554	P31554		lptD		5.91939e+06	5.94322e+06	5.90092e+06	5.82962e+06	5.91391e+06	5.8705e+06
P31658	P31658		hchA		8.90752e+06	8.58516e+06	8.67706e+06	8.42694e+06	8.40322e+06	8.63791e+06
P31663	P31663		panC		3.30507e+06	3.04088e+06	3.10705e+06	3.1787e+06	3.16546e+06	3.30072e+06
P31697	P31697		fimC		3.9757e+06	4.00757e+06	4.10674e+06	4.06006e+06	4.05609e+06	4.08058e+06
P31802	P31802		narP		1.29054e+07	1.27822e+07	1.23741e+07	1.29616e+07	1.31888e+07	1.29617e+07
P31808	P31808		yciK		3.17714e+06	3.17612e+06	3.28141e+06	3.31722e+06	3.06615e+06	3.01301e+06
P31825	P31825		yfiC		669097	665873	644339	664827	677473	643816
P31979	P31979		nuoF		1.20939e+07	1.26695e+07	1.26676e+07	1.22528e+07	1.26894e+07	1.21479e+07
P32099	P32099		lplA		2.02547e+06	1.9193e+06	2.06962e+06	2.02556e+06	2.01987e+06	2.05044e+06
P32131	P32131		hemN		3.17437e+06	3.12424e+06	3.19927e+06	3.22155e+06	3.17951e+06	3.22629e+06
P32132	P32132		typA		3.9447e+07	3.97033e+07	3.91592e+07	3.91571e+07	3.923e+07	3.9179e+07
P32157	P32157		yiiM		3.44524e+06	3.38715e+06	3.28705e+06	3.23191e+06	3.39003e+06	3.41854e+06
P32162	P32162		yiiS		2.22004e+06	2.28189e+06	2.26867e+06	2.31317e+06	2.14878e+06	2.20065e+06
P32173	P32173		mobA		1.31639e+06	1.25688e+06	1.23222e+06	1.24511e+06	1.2457e+06	1.21872e+06
P32176	P32176		fdoG		8.49881e+06	8.81369e+06	8.66705e+06	8.5799e+06	8.74109e+06	8.53797e+06
P32662	P32662		gph		1.12393e+06	883107	882910	827723	912330	1.09842e+06
P32664	P32664		nudC		1.06654e+06	1.0183e+06	997744	1.00686e+06	986348	1.13873e+06
P32680	P32680		yjaG		1.7702e+06	1.7313e+06	1.73125e+06	1.58043e+06	1.75843e+06	1.73875e+06
P32685	P32685		yjbD		374578	398194	402752	405985	447014	380929
P32695	P32695		dusA		1.10504e+06	1.15497e+06	1.13619e+06	1.08159e+06	1.03368e+06	990568
P33011	P33011		yeeA		1.87994e+06	1.81862e+06	1.82276e+06	1.7284e+06	1.80029e+06	1.87129e+06
P33025	P33025		psuG		2.60843e+06	2.49632e+06	2.56892e+06	2.46201e+06	2.65652e+06	2.65571e+06
P33030	P33030		yeiR		1.62355e+06	1.83614e+06	1.51923e+06	1.50181e+06	1.50014e+06	1.61305e+06
P33136	P33136		mdoG		1.18836e+07	1.16479e+07	1.21545e+07	1.18424e+07	1.20515e+07	1.21034e+07
P33195	P33195		gcvP		5.51346e+06	5.29456e+06	5.44699e+06	5.45472e+06	5.30874e+06	5.5021e+06
P33218	P33218		yebE		4.55532e+06	4.38665e+06	4.42032e+06	4.1458e+06	4.49862e+06	4.52166e+06
P33219	P33219		yebF		519952	489265	499139	515789	497228	490328
P33225	P33225		torA		3.97306e+06	3.3114e+06	3.38004e+06	4.16621e+06	3.10137e+06	3.98035e+06
P33235	P33235		flgK		3.14381e+06	2.75694e+06	2.69328e+06	3.02126e+06	2.71629e+06	2.73839e+06
P33355	P33355		yehS		1.62322e+06	1.47873e+06	1.55263e+06	1.46237e+06	1.64374e+06	1.64183e+06
P33362	P33362		osmF		1.85821e+06	1.79502e+06	2.08228e+06	1.84912e+06	1.9471e+06	1.64771e+06
P33363	P33363		bglX		3.95551e+06	3.8231e+06	3.77432e+06	3.76394e+06	3.83983e+06	3.89545e+06
P33570	P33570		tktB		2.22228e+06	2.27868e+06	2.28604e+06	2.309e+06	2.35634e+06	2.19851e+06
P33590	P33590		nikA		3.41526e+06	3.35936e+06	3.46395e+06	3.38783e+06	3.42201e+06	3.21394e+06
P33599	P33599		nuoC		1.5093e+07	1.51992e+07	1.5135e+07	1.51958e+07	1.49744e+07	1.51164e+07
P33602	P33602		nuoG		1.4461e+07	1.53557e+07	1.52354e+07	1.50844e+07	1.52449e+07	1.4886e+07
P33643	P33643		rluD		3.17844e+06	3.42469e+06	3.56564e+06	3.3509e+06	3.41239e+06	3.15749e+06
P33650	P33650		feoB		2.12276e+06	2.37829e+06	2.38197e+06	2.18184e+06	1.98969e+06	1.99111e+06
P33667	P33667		selU		955044	860628	951246	959312	947968	982317
P33898	P33898		gapC		1.4239e+06	1.34668e+06	1.49733e+06	1.45693e+06	1.38013e+06	1.41012e+06
P33916	P33916		yejF		385682	352821	379056	430357	363666	436178
P33920	P33920		yejK		2.57118e+06	2.5508e+06	2.618e+06	2.65087e+06	2.64619e+06	2.5512e+06
P33937	P33937		napA		3.69494e+06	3.71815e+06	3.65275e+06	3.59243e+06	3.67945e+06	3.68226e+06
P34209	P34209		ydcF		756202	741049	681045	783998	694403	725238
P35340	P35340		ahpF		1.26544e+07	1.28375e+07	1.2809e+07	1.30197e+07	1.27607e+07	1.2686e+07
P36566	P36566		smtA		430934	416343	412960	411301	491542	413104
P36659	P36659		cbpA		3.16144e+06	3.14087e+06	3.23424e+06	3.17703e+06	3.34394e+06	3.29351e+06
P36672	P36672		treB		1.213e+06	1.23983e+06	1.1935e+06	1.14654e+06	1.19577e+06	1.19955e+06
P36673	P36673		treR		850885	861531	868483	935996	848535	839956
P36680	P36680		zapD		2.47939e+06	2.37886e+06	2.34109e+06	2.47756e+06	2.53135e+06	2.51439e+06
P36683	P36683		acnB		9.81444e+06	9.84613e+06	9.92115e+06	9.67744e+06	9.86998e+06	9.80655e+06
P36767	P36767		rdgC		4.62876e+06	4.75684e+06	4.84874e+06	4.62269e+06	4.68889e+06	4.80875e+06
P36879	P36879		yadG		1.2163e+06	1.17286e+06	1.20444e+06	1.26918e+06	1.11936e+06	1.08749e+06
P36928	P36928		yegD		917104	1.07514e+06	1.13422e+06	1.09877e+06	912806	1.00798e+06
P36929	P36929		rsmB		3.11692e+06	3.04323e+06	3.09553e+06	2.91637e+06	3.16705e+06	3.12276e+06
P36930	P36930		gatR		843451	877954	861440	793927	884690	808019
P36938	P36938		pgm		7.20547e+06	7.43e+06	7.5371e+06	7.22447e+06	7.39687e+06	7.12146e+06
P36979	P36979		rlmN		3.29684e+06	3.33485e+06	3.3102e+06	3.24928e+06	3.48585e+06	3.52762e+06
P36999	P36999		rlmA		914659	1.03844e+06	1.10769e+06	964526	902223	1.05027e+06
P37005	P37005		lasT		1.23617e+06	1.20582e+06	1.23958e+06	1.20536e+06	1.16229e+06	1.33379e+06
P37028	P37028		btuF		642964	656160	630334	581194	595728	708560
P37051	P37051		purU		5.47308e+06	5.25521e+06	5.24577e+06	5.23287e+06	5.40286e+06	5.59774e+06
P37052	P37052		ychJ		801917	845064	913719	891685	839582	838424
P37095	P37095		pepB		1.20753e+07	1.21985e+07	1.22769e+07	1.22237e+07	1.19847e+07	1.2e+07
P37128	P37128		nudK		2.32754e+06	2.06127e+06	2.1826e+06	2.25572e+06	2.33785e+06	2.65322e+06
P37177	P37177		ptsP		902450	1.00531e+06	880829	953094	896042	1.10887e+06
P37182	P37182		hybD		3.90954e+06	3.9378e+06	3.96051e+06	3.93892e+06	3.77885e+06	3.83687e+06
P37194	P37194		slp		4.64365e+07	4.84445e+07	4.89063e+07	4.82737e+07	4.95955e+07	4.84313e+07
P37329	P37329		modA		4.22087e+06	4.21389e+06	4.18649e+06	4.12537e+06	4.07182e+06	3.96043e+06
P37330	P37330		glcB		1.73886e+06	1.69695e+06	1.83749e+06	1.66345e+06	1.64522e+06	1.72424e+06
P37342	P37342		yjjI		4.97812e+06	4.71556e+06	4.85532e+06	4.94776e+06	4.89806e+06	4.9026e+06
P37349	P37349		dhaM		2.37058e+06	2.30012e+06	2.30267e+06	2.34611e+06	2.33057e+06	2.29731e+06
P37440	P37440		ucpA		7.38572e+06	7.24341e+06	7.28448e+06	7.32593e+06	7.30756e+06	7.24654e+06
P37590	P37590		pmrD		1.95665e+06	1.97238e+06	2.00025e+06	1.91456e+06	1.57583e+06	1.5959e+06
P37613	P37613		yhhK		4.11132e+06	4.30259e+06	4.33882e+06	3.94498e+06	4.20476e+06	4.41217e+06
P37617	P37617		zntA		1.60463e+06	1.58347e+06	1.61116e+06	1.62697e+06	1.46377e+06	1.54268e+06
P37626	P37626		yhiI		819589	808333	686568	792108	876314	921164
P37631	P37631		yhiN		1.21012e+06	1.21614e+06	1.16072e+06	1.14085e+06	1.11277e+06	1.16977e+06
P37634	P37634		rlmJ		2.49898e+07	2.46808e+07	2.50298e+07	2.49733e+07	2.52423e+07	2.4257e+07
P37636	P37636		mdtE		3.42634e+06	3.34803e+06	3.40544e+06	3.47435e+06	3.45175e+06	3.48985e+06
P37647	P37647		kdgK		2.2813e+06	2.30776e+06	2.3487e+06	2.32399e+06	2.3526e+06	2.25981e+06
P37648	P37648		yhjJ		3.68353e+06	3.736e+06	3.67319e+06	3.66683e+06	3.60747e+06	3.83542e+06
P37650	P37650		bcsC		1.00382e+06	1.01437e+06	1.04051e+06	941891	957433	927220
