Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P00888	P00888		aroF		1.92857e+06	1.94152e+06	1.89053e+06	1.83397e+06	1.86748e+06	1.86069e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				9.00145e+06	9.59579e+06	3.94807e+06	7.28828e+06	7.73605e+06	9.32522e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5.22112e+06	5.56798e+06				5.63974e+06
P00934	P00934		thrC		4.02522e+06	3.941e+06	4.15148e+06	4.0038e+06	3.9007e+06	3.81891e+06
P00935	P00935		metB		658593	612040	762543	606380	809188	691450
P00946	P00946		manA		1.13806e+07	1.18254e+07	1.13996e+07	1.14762e+07	1.13582e+07	1.15865e+07
P00954	P00954		trpS		1.48886e+07	1.43352e+07	1.40425e+07	1.3938e+07	1.36802e+07	1.39942e+07
P00956	P00956		ileS		2.19061e+07	2.18244e+07	2.12612e+07	2.14329e+07	2.13078e+07	2.02842e+07
P00957	P00957		alaS		1.57708e+07	1.5753e+07	1.55751e+07	1.565e+07	1.55889e+07	1.4025e+07
P00959	P00959		metG		1.91472e+07	1.89676e+07	1.82495e+07	1.81628e+07	1.83391e+07	1.80657e+07
P00960	P00960		glyQ		3.97169e+06	4.00772e+06	3.86792e+06	3.89601e+06	3.75e+06	4.15083e+06
P00961	P00961		glyS		1.23417e+07	1.23221e+07	1.19549e+07	1.21062e+07	1.20301e+07	1.15278e+07
P00962	P00962		glnS		1.0388e+07	1.04342e+07	1.02665e+07	1.03007e+07	1.02396e+07	9.7206e+06
P00963	P00963		asnA		1.90724e+07	1.92973e+07	1.69638e+07	1.76095e+07	1.68857e+07	1.78203e+07
P00968	P00968		carB		4.35358e+06	4.35375e+06	4.40734e+06	4.5048e+06	4.48355e+06	4.31083e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				5.67004e+06	5.66082e+06			567065	6.40541e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5.79086e+06	5.64975e+06	147680			5.43293e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				4.63616e+06	4.9782e+06			655736	4.40813e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				4.29076e+06	4.21855e+06		2.47001e+06	486596	4.36315e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3.17968e+06	3.08461e+06				3.50549e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7.50484e+06	7.46727e+06	133423	149970	132643	7.76174e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.58021e+06	1.5474e+06				1.59725e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5.98155e+06	5.85684e+06				6.44822e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4.52089e+06	4.72441e+06				3.66502e+06
P02358	P02358		rpsF		1.15464e+08	1.13717e+08	1.20153e+08	1.20149e+08	1.19706e+08	8.29413e+07
P02359	P02359		rpsG		1.62237e+08	1.62055e+08	1.56901e+08	1.55636e+08	1.57812e+08	1.50413e+08
P02413	P02413		rplO		1.24453e+08	1.22023e+08	1.26078e+08	1.28089e+08	1.26012e+08	1.04926e+08
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1.08392e+06	963022	982576	978141		1.01651e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				9.38605e+06	9.38559e+06	1.4886e+06	2.41923e+06	1.94799e+06	9.46236e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				6.87516e+06	6.79246e+06	1.42621e+06	2.46862e+06	1.99141e+06	6.4267e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3.99994e+06	4.08821e+06		563737	626262	4.16269e+06
P02918	P02918		mrcA		1.71369e+06	1.69707e+06	1.69061e+06	1.57643e+06	1.66841e+06	1.68717e+06
P02919	P02919		mrcB		1.76558e+06	1.68198e+06	1.73115e+06	1.62508e+06	1.69673e+06	1.74951e+06
P02925	P02925		rbsB		1.23208e+07	1.27472e+07	1.27377e+07	1.24378e+07	1.22101e+07	1.28924e+07
P02930	P02930		tolC		2.15797e+07	2.14112e+07	2.21301e+07	2.23729e+07	2.17876e+07	2.06658e+07
P02931	P02931		ompF		3.82395e+07	3.83581e+07	3.91015e+07	3.88074e+07	3.8606e+07	4.01278e+07
P02942	P02942		tsr		1.1384e+07	1.10668e+07	1.12014e+07	1.11137e+07	1.11994e+07	1.0441e+07
P02943	P02943		lamB		1.53158e+06	1.5433e+06	1.39964e+06	1.45749e+06	1.3514e+06	1.51916e+06
P03004	P03004		dnaA		2.3414e+06	2.36834e+06	2.33171e+06	2.32041e+06	2.32038e+06	2.35574e+06
P03018	P03018		uvrD		5.19553e+06	5.244e+06	4.96445e+06	5.23364e+06	5.28052e+06	5.01536e+06
P03817	P03817		mioC		8.21957e+06	8.1816e+06	8.40593e+06	8.63313e+06	8.41282e+06	7.13043e+06
P03841	P03841		malM		9.6039e+06	9.99604e+06	1.05655e+07	1.04671e+07	1.06225e+07	9.86599e+06
P04036	P04036		dapB		5.28084e+06	5.26729e+06	5.23232e+06	5.18022e+06	5.21711e+06	4.76586e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.96425e+06	3.03715e+06				2.8477e+06
P04079	P04079		guaA		2.01015e+07	2.00207e+07	1.97465e+07	1.97761e+07	1.97601e+07	1.91396e+07
P04335	P04335		frsA		4.44955e+06	4.50258e+06	4.6003e+06	4.4799e+06	4.38959e+06	4.41308e+06
P04425	P04425		gshB		1.44512e+07	1.471e+07	1.45485e+07	1.47476e+07	1.45664e+07	1.42167e+07
P04693	P04693		tyrB		3.98134e+06	4.08308e+06	4.12804e+06	4.25354e+06	4.0055e+06	4.51619e+06
P04805	P04805		gltX		2.53124e+07	2.54465e+07	2.44255e+07	2.4365e+07	2.47928e+07	2.5599e+07
P04825	P04825		pepN		1.62082e+07	1.6254e+07	1.56334e+07	1.60727e+07	1.58187e+07	1.47656e+07
P04846	P04846		nlpA		3.21169e+06	3.20864e+06	3.27827e+06	3.34452e+06	3.27206e+06	3.31449e+06
P04949	P04949		fliC		3.75979e+07	3.69388e+07	4.24127e+07	4.22858e+07	4.13557e+07	3.38574e+07
P04951	P04951		kdsB		5.83488e+06	5.57165e+06	5.76845e+06	5.7021e+06	5.7148e+06	6.09374e+06
P04982	P04982		rbsD		1.16892e+06	1.20981e+06	1.26605e+06	1.08715e+06	1.19471e+06	1.07989e+06
P04995	P04995		sbcB		1.19306e+07	1.22607e+07	1.20864e+07	1.20355e+07	1.1606e+07	1.20993e+07
P05020	P05020		pyrC		3.22404e+06	3.21183e+06	3.34745e+06	3.30502e+06	3.3359e+06	3.07593e+06
P05041	P05041		pabB		1.41452e+07	1.48352e+07	1.46959e+07	1.53467e+07	1.61469e+07	1.38493e+07
P05055	P05055		pnp		4.28119e+07	4.27862e+07	4.31233e+07	4.28606e+07	4.26908e+07	3.98125e+07
P05100	P05100		tag		1.74742e+06	1.68779e+06	1.68593e+06	1.56804e+06	1.65274e+06	1.68226e+06
P05194	P05194		aroD		1.29742e+06	1.30104e+06	1.25882e+06	1.1876e+06	1.18356e+06	1.30079e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				3.75969e+06	3.68339e+06	1.19635e+06	789273	1.20713e+06	2.79061e+06
P05458	P05458		ptrA		985498	985870	1.00073e+06	969180	926194	1.02914e+06
P05459	P05459		pdxB		6.17567e+06	6.0953e+06	6.19261e+06	6.2182e+06	5.89233e+06	5.88918e+06
P05637	P05637		apaH		3.46199e+06	3.56065e+06	3.61588e+06	3.80806e+06	3.26184e+06	3.34774e+06
P05719	P05719		hsdS		1.35976e+06	1.36184e+06	1.47395e+06	1.43583e+06	1.47202e+06	1.39686e+06
P05791	P05791		ilvD		2.90782e+06	2.94817e+06	2.87075e+06	2.93743e+06	2.81663e+06	2.95708e+06
P05793	P05793		ilvC		7.8204e+06	7.62409e+06	7.79653e+06	7.98124e+06	8.06064e+06	7.24391e+06
P05825	P05825		fepA		1.97445e+06	2.07679e+06	2.01977e+06	2.06145e+06	1.91286e+06	2.02748e+06
P05852	P05852		gcp		2.70728e+06	2.77729e+06	2.77632e+06	2.95482e+06	2.93074e+06	2.94356e+06
P06129	P06129		btuB		1.57357e+07	1.56964e+07	1.5063e+07	1.55308e+07	1.5187e+07	1.48589e+07
P06149	P06149		dld		7.12056e+06	7.00415e+06	6.74011e+06	6.78975e+06	6.68158e+06	6.016e+06
P06282	P06282		cdh		2.32954e+06	2.4711e+06	2.35756e+06	2.4423e+06	2.37417e+06	2.54513e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.83963e+06	1.91582e+06		718615		2.01982e+06
P06610	P06610		btuE		8.92822e+06	8.91276e+06	8.73843e+06	9.0096e+06	8.40108e+06	8.55544e+06
P06612	P06612		topA		6.01956e+06	5.88909e+06	5.98752e+06	5.91152e+06	5.9303e+06	6.16594e+06
P06616	P06616		era		4.40449e+06	4.381e+06	4.31866e+06	4.28018e+06	4.27589e+06	3.95344e+06
P06709	P06709		birA		1.54987e+06	1.57043e+06	1.62009e+06	1.55001e+06	1.58061e+06	1.62769e+06
P06710	P06710		dnaX		1.35129e+06	1.33935e+06	1.40524e+06	1.41019e+06	1.48425e+06	1.27104e+06
P06715	P06715		gor		3.75102e+06	3.73683e+06	3.50378e+06	3.64903e+06	3.57825e+06	3.45705e+06
P06722	P06722		mutH		548720	516838	517079	503168	506220	
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.41192e+06	3.4043e+06	483749			3.41886e+06
P06846	P06846		ebgR		1.44506e+06	1.34116e+06	1.39122e+06	1.38025e+06	1.30739e+06	1.32106e+06
P06959	P06959		aceF		4.46339e+07	4.41851e+07	4.41655e+07	4.34538e+07	4.24336e+07	4.04563e+07
P06961	P06961		cca		1.17658e+06	1.11238e+06	926244	1.15415e+06	1.13078e+06	1.04179e+06
P06968	P06968		dut		8.52691e+06	8.38873e+06	8.62749e+06	8.68678e+06	8.35964e+06	8.28349e+06
P06971	P06971		fhuA		1.37407e+07	1.37129e+07	1.39443e+07	1.36471e+07	1.35285e+07	1.33773e+07
P06974	P06974		fliM		1.55129e+06	1.61815e+06	1.55589e+06	1.69033e+06	1.48642e+06	1.4301e+06
P06983	P06983		hemC		1.03731e+07	1.07214e+07	1.10529e+07	1.11981e+07	1.08614e+07	9.48125e+06
P06986	P06986		hisC		4.54316e+06	4.68563e+06	4.55914e+06	4.47305e+06	4.37396e+06	4.73972e+06
P06987	P06987		hisB		1.162e+06	1.20685e+06	1.23259e+06	1.22239e+06	1.18429e+06	1.2368e+06
P06988	P06988		hisD		1.63354e+06	1.61968e+06	1.73611e+06	1.79387e+06	1.83146e+06	1.53764e+06
P06992	P06992		rsmA		2.26024e+06	2.41224e+06	2.15786e+06	2.15279e+06	1.85441e+06	2.00021e+06
P06996	P06996		ompC		2.73405e+08	2.74883e+08	2.7498e+08	2.77264e+08	2.75948e+08	2.59472e+08
P06999	P06999		pfkB		1.19854e+06	1.21372e+06	1.24399e+06	1.16965e+06	1.33875e+06	1.16022e+06
P07000	P07000		pldB		518073	517908	661767	614658	568776	533496
P07001	P07001		pntA		3.50872e+06	3.5372e+06	3.38555e+06	3.52614e+06	3.17323e+06	3.53314e+06
P07003	P07003		poxB		2.49741e+06	2.61709e+06	2.49325e+06	2.62097e+06	2.42879e+06	2.45996e+06
P07004	P07004		proA		5.38597e+06	5.29946e+06	5.30896e+06	5.41402e+06	5.37932e+06	5.27634e+06
P07012	P07012		prfB		9.37066e+06	9.17163e+06	9.38411e+06	9.26794e+06	9.29751e+06	8.66877e+06
P07014	P07014		sdhB		1.65045e+06	1.6423e+06	1.76131e+06	1.76731e+06	1.64807e+06	1.56644e+06
P07017	P07017		tar		3.6418e+06	3.72836e+06	3.50037e+06	3.6381e+06	3.36944e+06	3.17764e+06
P07021	P07021		yfiB		840810	769208	796216	805048	766668	598924
P07023	P07023		tyrA		2.49383e+06	2.46299e+06	2.33942e+06	2.41655e+06	2.31786e+06	2.57811e+06
P07024	P07024		ushA		4.96501e+06	4.94856e+06	4.97581e+06	5.03686e+06	4.94466e+06	5.13781e+06
P07026	P07026		sdiA		1.64969e+06	1.73515e+06	1.82732e+06	1.8212e+06	1.763e+06	2.1275e+06
P07118	P07118		valS		2.4612e+07	2.45883e+07	2.41776e+07	2.39727e+07	2.45188e+07	2.24742e+07
P07330	P07330		cheB		1.53735e+06	1.59262e+06	1.65466e+06	1.65104e+06	1.63979e+06	1.60068e+06
P07363	P07363		cheA		1.6977e+06	1.74074e+06	1.76398e+06	1.76367e+06	1.74401e+06	1.56176e+06
P07395	P07395		pheT		1.4347e+07	1.44311e+07	1.42334e+07	1.41238e+07	1.39695e+07	1.39629e+07
P07604	P07604		tyrR		2.14386e+06	2.19269e+06	2.2914e+06	2.27057e+06	2.36524e+06	2.29053e+06
P07639	P07639		aroB		3.24488e+06	3.16439e+06	3.3482e+06	3.39023e+06	3.40664e+06	3.22964e+06
P07649	P07649		truA		1.96969e+06	1.94649e+06	2.03467e+06	1.99256e+06	2.00252e+06	2.07701e+06
P07650	P07650		deoA		6.17746e+06	6.20167e+06	5.8893e+06	5.90736e+06	5.83797e+06	5.85205e+06
P07658	P07658		fdhF		969060	973278	866551	947793	940753	950627
P07762	P07762		glgB		3.81332e+06	3.9244e+06	3.81354e+06	3.74419e+06	3.67384e+06	3.98254e+06
P07813	P07813		leuS		1.48142e+07	1.46416e+07	1.4716e+07	1.4674e+07	1.47136e+07	1.41438e+07
P07822	P07822		fhuD		348390	366659	422402	443420	475143	297611
P07862	P07862		ddlB		5.92171e+06	6.18764e+06	5.71576e+06	5.82483e+06	5.82557e+06	5.70832e+06
P07913	P07913		tdh		4.30358e+06	4.2782e+06	3.88929e+06	4.05573e+06	4.03707e+06	4.10364e+06
P08178	P08178		purM		1.85595e+06	1.77843e+06	1.81494e+06	1.72683e+06	1.73587e+06	1.55106e+06
P08189	P08189		fimF		1.25329e+06	1.12592e+06	1.3706e+06	1.3116e+06	1.35365e+06	1.02956e+06
P08190	P08190		fimG		2.44333e+06	2.3143e+06	2.26605e+06	2.30387e+06	2.2073e+06	1.78181e+06
P08191	P08191		fimH		2.88439e+06	3.07518e+06	2.89857e+06	2.99599e+06	2.7463e+06	3.2302e+06
P08192	P08192		folC		2.58098e+06	2.63386e+06	2.50718e+06	2.60368e+06	2.56179e+06	2.78145e+06
P08200	P08200		icd		2.56778e+07	2.49219e+07	2.45529e+07	2.48648e+07	2.48319e+07	2.27821e+07
P08201	P08201		nirB		6.64304e+06	6.62698e+06	6.5065e+06	6.55234e+06	6.54483e+06	6.8279e+06
P08244	P08244		pyrF		9.3976e+06	9.53008e+06	9.7314e+06	9.76979e+06	1.009e+07	9.40609e+06
P08245	P08245		yciH		705247	671263	776189	697967	711529	573031
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				4.6173e+06	4.68221e+06				3.93287e+06
P08312	P08312		pheS		1.40476e+07	1.3915e+07	1.39353e+07	1.40518e+07	1.40325e+07	1.38639e+07
P08331	P08331		cpdB		2.39e+06	2.44328e+06	2.5282e+06	2.45156e+06	2.48723e+06	2.46456e+06
P08337	P08337		mutT		1.51393e+06	1.56847e+06	1.56966e+06	1.53478e+06	1.35143e+06	1.44469e+06
P08373	P08373		murB		1.86419e+06	1.8051e+06	1.66341e+06	1.75615e+06	1.70584e+06	1.92849e+06
P08390	P08390		usg		4.56216e+06	4.69639e+06	4.91808e+06	4.87343e+06	5.00762e+06	4.14782e+06
P08395	P08395		sppA		2.29837e+06	2.20919e+06	2.15639e+06	2.18882e+06	2.04322e+06	2.24643e+06
P08506	P08506		dacC		6.35266e+06	6.46125e+06	6.78565e+06	6.51407e+06	6.49364e+06	6.294e+06
P08622	P08622		dnaJ		5.96914e+06	5.92505e+06	6.04026e+06	6.02228e+06	6.1723e+06	6.00935e+06
P08660	P08660		lysC		2.51117e+06	2.55112e+06	2.35808e+06	2.49315e+06	2.36066e+06	2.81979e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4.44611e+06	4.63236e+06				4.8581e+06
P08839	P08839		ptsI		6.35918e+07	6.1848e+07	6.16759e+07	6.21597e+07	6.16972e+07	5.82268e+07
P08956	P08956		hsdR		1.56679e+06	1.66792e+06	1.61167e+06	1.6e+06	1.59217e+06	1.58637e+06
P08957	P08957		hsdM		7.53272e+06	7.57278e+06	7.43152e+06	7.52165e+06	7.48497e+06	7.44214e+06
P09029	P09029		purK		1.32412e+06	1.31107e+06	1.07388e+06	1.04766e+06	1.06219e+06	1.51504e+06
P09030	P09030		xthA		2.55875e+06	2.55432e+06	2.5894e+06	2.62547e+06	2.63291e+06	2.3805e+06
P09053	P09053		avtA		890564	884644	975366	969320	991687	876858
P09126	P09126		hemD		1.51277e+06	1.47767e+06	1.57619e+06	1.61333e+06	1.44278e+06	1.35264e+06
P09127	P09127		hemX		9.60781e+06	9.2342e+06	9.35179e+06	9.46147e+06	9.2717e+06	9.28983e+06
P09147	P09147		galE		9.12007e+06	8.97024e+06	9.10957e+06	9.12526e+06	8.90984e+06	8.06518e+06
P09148	P09148		galT		2.09256e+06	1.9615e+06	2.05702e+06	2.13877e+06	2.00056e+06	2.17994e+06
P09152	P09152		narG		2.28421e+06	2.30965e+06	2.23702e+06	2.2518e+06	2.20526e+06	2.3866e+06
P09155	P09155		rnd		2.22655e+06	2.18391e+06	2.31717e+06	2.3813e+06	2.32913e+06	2.20348e+06
P09158	P09158		speE		7.16694e+06	7.5999e+06	7.021e+06	7.06524e+06	7.14377e+06	7.42669e+06
P09169	P09169		ompT		5.86614e+06	6.06395e+06	5.90765e+06	6.10222e+06	5.99883e+06	5.75574e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1.97957e+06	1.99407e+06		1.43551e+06		2.15435e+06
P09323	P09323		nagE		3.18142e+06	3.06477e+06	3.00896e+06	2.71921e+06	2.93325e+06	3.17108e+06
P09372	P09372		grpE		4.25277e+07	4.17941e+07	4.35375e+07	4.42404e+07	4.45891e+07	3.80772e+07
P09373	P09373		pflB		2.85176e+08	2.84038e+08	2.91746e+08	2.90735e+08	2.89899e+08	2.47019e+08
P09394	P09394		glpQ		5.88046e+06	5.81981e+06	5.77863e+06	5.8956e+06	5.84722e+06	6.00393e+06
P09424	P09424		mtlD		2.37942e+06	2.4445e+06	2.24264e+06	2.26064e+06	2.1481e+06	2.0846e+06
P09546	P09546		putA		918804	928333	945497	873082	835507	901784
P09549	P09549		dedD		1.36013e+06	1.38137e+06	1.36405e+06	1.30505e+06	1.33945e+06	1.42826e+06
P09831	P09831		gltB		2.4965e+06	2.47962e+06	2.48018e+06	2.54257e+06	2.36262e+06	2.47873e+06
P09832	P09832		gltD		2.06524e+06	2.13251e+06	2.21658e+06	2.12706e+06	2.17513e+06	2.16191e+06
P0A698	P0A698		uvrA		5.51943e+06	5.5112e+06	5.64558e+06	5.45495e+06	5.64996e+06	5.40625e+06
P0A6A0	P0A6A0		ubiB		1.57033e+06	1.57582e+06	1.60721e+06	1.59283e+06	1.69194e+06	1.72268e+06
P0A6A3	P0A6A3		ackA		1.37524e+08	1.39067e+08	1.34648e+08	1.3218e+08	1.30006e+08	1.23533e+08
P0A6A8	P0A6A8		acpP		1.63187e+08	1.61285e+08	1.51363e+08	1.50577e+08	1.48141e+08	1.7048e+08
P0A6B4	P0A6B4		alr		3.24856e+06	3.35437e+06	3.33657e+06	3.24642e+06	3.29027e+06	3.11809e+06
