Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P00547	KHSE_ECOLI	thrB	Homoserine kinase	3	3	2.99357e+06	3.42081e+06	3.41996e+06	2.86794e+06	3.43633e+06	3.47168e+06
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	4	4	4.06656e+06	3.90958e+06	4.13121e+06	3.79011e+06	3.58187e+06	4.23026e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	12	12	1.37158e+07	1.43775e+07	1.42781e+07	1.4431e+07	1.47622e+07	1.46653e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	15	15	7.40594e+06	7.34965e+06	7.35829e+06	7.47453e+06	7.74114e+06	7.60625e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	21	20	1.36076e+08	1.37114e+08	1.35571e+08	1.34171e+08	1.37092e+08	1.34075e+08
P00582	DPO1_ECOLI	polA	DNA polymerase I	45	45	2.44781e+07	2.39926e+07	2.40211e+07	2.42375e+07	2.40053e+07	2.38262e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1	3.74818e+07		4.04543e+07		3.76143e+07	
P00803	LEP_ECOLI	lepB	Signal peptidase I	5	5	1.59216e+07	1.57967e+07	1.53621e+07	1.565e+07	1.61538e+07	1.63841e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	20	20	1.37848e+08	1.43344e+08	1.40254e+08	1.41225e+08	1.39196e+08	1.37824e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	5	5	5.27775e+06	4.6913e+06	5.07267e+06	4.5627e+06	5.00723e+06	5.43638e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.11235e+06	1.21135e+06	1.15638e+06	1.13938e+06	1.39699e+06	1.10488e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	42	42	6.32541e+07	6.26635e+07	6.41785e+07	6.21922e+07	6.43681e+07	6.36452e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	6.95759e+06	6.90771e+06	6.90057e+06	6.79078e+06	7.31343e+06	6.9553e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.13572e+07	1.15773e+07	1.1407e+07	1.14545e+07	1.0744e+07	1.07081e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	1	1	808495		939072	917998	951033	971672
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.12513e+06	1.51609e+06	1.50254e+06	1.35073e+06	1.34537e+06	1.52969e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	5	5	1.92199e+06	2.24509e+06	1.96403e+06	1.93789e+06	2.61915e+06	1.77502e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10	6.87356e+07		6.98585e+07		7.03426e+07	
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		10	10	9.36921e+07	3.77025e+06	9.34186e+07	3.94112e+06	9.44106e+07	3.71727e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.47989e+06	2.25066e+06	2.49891e+06	2.6984e+06	2.4713e+06	2.74914e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.839e+07	1.79244e+07	1.91685e+07	1.78054e+07	1.88353e+07	1.77207e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.80554e+06	2.33229e+06	3.05836e+06	2.56016e+06	2.4755e+06	2.33477e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	3.53625e+06	3.6169e+06	3.41544e+06	3.16246e+06	3.30874e+06	2.61687e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.8116e+07	5.75423e+07	5.66735e+07	5.55816e+07	5.66144e+07	5.56433e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	9.77584e+07	9.60405e+07	9.97569e+07	9.85091e+07	9.28552e+07	9.90494e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	39	39	1.21124e+08	1.16865e+08	1.21917e+08	1.17053e+08	1.1884e+08	1.17776e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.33033e+08	1.34051e+08	1.29688e+08	1.30484e+08	1.31557e+08	1.30168e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	32	32	6.34425e+07	6.26426e+07	6.19116e+07	6.29785e+07	6.24156e+07	6.39209e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.46252e+07	3.29253e+07	3.28405e+07	3.23976e+07	3.45115e+07	3.22174e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	8.31475e+07	8.08834e+07	8.05827e+07	8.06771e+07	8.27785e+07	8.13967e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	31	31	8.57271e+07	8.47583e+07	8.59002e+07	8.6186e+07	8.42161e+07	8.56454e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	9.8227e+07	1.03778e+08	1.02504e+08	1.05067e+08	9.70612e+07	1.07673e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	33	33	1.99099e+07	2.03724e+07	2.02617e+07	2.04619e+07	2.08904e+07	2.02413e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15	8.1671e+07	3.54491e+06	8.3883e+07	3.26019e+06	7.99209e+07	4.01433e+06
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	5.14409e+07		5.0112e+07		5.16009e+07	
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	6.36698e+07	3.60838e+06	6.5456e+07	4.10036e+06	6.4727e+07	
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	1.76551e+07		1.90007e+07		1.93363e+07	
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	3.8631e+07		3.60935e+07		3.95487e+07	
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	5.16903e+07		5.24388e+07		4.94847e+07	
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		6	6	7.1572e+07	2.98044e+06	6.81086e+07	4.21167e+06	6.87562e+07	3.13373e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8	8.49216e+07	1.66891e+06	8.74029e+07		8.09953e+07	3.07667e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	12	12	9.49401e+08	9.09882e+08	9.27819e+08	9.30772e+08	9.57071e+08	9.0313e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	1.04352e+09	1.01717e+09	1.06451e+09	1.04061e+09	1.00169e+09	1.04385e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	8.00852e+08	8.43574e+08	8.15409e+08	8.3485e+08	8.05062e+08	8.25529e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		5	5	1.36804e+07		1.34033e+07		1.32168e+07	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		3	3	9.52714e+06		9.5942e+06		9.66676e+06	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		20	20	1.35044e+08	5.72026e+06	1.45533e+08	5.74072e+06	1.37834e+08	5.77883e+06
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		18	18	8.12192e+07	9.25987e+06	8.0424e+07		8.23015e+07	
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		22	22	7.51966e+07	2.82547e+06	7.19904e+07	2.44318e+06	7.47137e+07	3.31866e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	8	8	4.26105e+06	4.53037e+06	5.0378e+06	4.7168e+06	4.93572e+06	4.74946e+06
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	16	16	6.2852e+07	6.45205e+07	6.28276e+07	6.46936e+07	6.76362e+07	6.39452e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	12	12	4.54148e+07	4.41136e+07	4.58575e+07	4.48318e+07	4.5704e+07	4.45156e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	16	16	1.28667e+08	1.36799e+08	1.28539e+08	1.3575e+08	1.28348e+08	1.37965e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	16	15	2.17046e+08	2.15387e+08	2.12033e+08	2.14426e+08	2.13349e+08	2.11403e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.19534e+06	1.0114e+06	1.32167e+06	1.12378e+06	1.44567e+06	1.15395e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	17	15	6.86925e+07	6.71369e+07	6.65037e+07	6.85642e+07	6.82563e+07	6.61604e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.74836e+06	9.0892e+06	9.31386e+06	8.49217e+06	9.58485e+06	9.30143e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	12	12	7.33482e+06	6.95714e+06	7.96018e+06	7.38539e+06	8.12104e+06	7.27457e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	2.85479e+06	2.47792e+06	2.15608e+06	2.55644e+06	2.15693e+06	2.38611e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	9.47471e+06	9.89788e+06	1.06295e+07	9.53794e+06	9.97426e+06	9.7566e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	2.08147e+06	2.19292e+06	1.97612e+06	1.91906e+06	2.20887e+06	1.82663e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	5.97007e+06	6.47475e+06	7.16168e+06	6.71346e+06	6.87684e+06	6.68435e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.75622e+07	4.04287e+07	3.7739e+07	3.81453e+07	3.88208e+07	4.00213e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.64821e+07	3.59559e+07	3.22694e+07	3.60104e+07	3.66375e+07	3.52604e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.52105e+07	3.30944e+07	3.40866e+07	3.48022e+07	3.51417e+07	3.50203e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		16	16	2.91992e+07		2.86572e+07		2.98972e+07	
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	8.79014e+07	8.84249e+07	8.90984e+07	9.01879e+07	8.83704e+07	8.98342e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	14	14	1.7585e+07	1.76989e+07	1.80008e+07	1.69789e+07	1.78496e+07	1.74952e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.84622e+07	3.99605e+07	3.76411e+07	3.87305e+07	3.84905e+07	3.98509e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.84564e+07	2.78642e+07	2.97426e+07	2.75463e+07	2.73706e+07	2.77494e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	24	24	1.46144e+08	1.44533e+08	1.42497e+08	1.41805e+08	1.42079e+08	1.44238e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.87251e+07	7.97066e+07	7.97036e+07	7.7131e+07	7.94562e+07	7.85048e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	8.4561e+06	8.69368e+06	8.2573e+06	8.6014e+06	8.81397e+06	8.7731e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.14393e+08	4.22942e+08	3.78948e+08	4.47092e+08	4.02137e+08	4.40216e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.59448e+07	3.67246e+07	3.60402e+07	3.74887e+07	3.71729e+07	3.66718e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.35526e+06	1.23883e+06	1.40775e+06	1.39198e+06	1.31894e+06	1.41809e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	4.65793e+06	5.55147e+06	6.1733e+06	7.04567e+06	6.49159e+06	6.69096e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	4.49288e+06	4.84047e+06	4.55745e+06	4.59727e+06	4.50169e+06	4.68906e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	7.9991e+06	8.07626e+06	8.09246e+06	7.86046e+06	8.45168e+06	8.0083e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.26241e+07	2.24679e+07	2.23088e+07	2.25581e+07	2.20295e+07	2.24322e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	4.73524e+06	5.63954e+06	5.58234e+06	5.57657e+06	5.59002e+06	5.79133e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	35	35	2.0982e+08	2.11276e+08	2.1167e+08	2.07663e+08	2.0346e+08	2.08397e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.91109e+06	6.06607e+06	6.10726e+06	5.392e+06	5.79531e+06	6.02194e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.01596e+07	1.956e+07	2.10266e+07	1.93378e+07	2.20953e+07	2.10372e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		8	8	7.73953e+07	5.83324e+06	7.74277e+07	5.42785e+06	7.20531e+07	4.98804e+06
P05458	PTRA_ECOLI	ptrA	Protease 3	13	13	6.72738e+06	6.72661e+06	6.4457e+06	7.16584e+06	7.08436e+06	7.11038e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	3.07921e+07	3.1354e+07	3.33917e+07	3.27866e+07	3.17068e+07	3.31938e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2	956287	1.26194e+06	983234	1.03457e+06	1.24908e+06	1.32133e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	1.13337e+07	1.09036e+07	1.25565e+07	1.04426e+07	1.11593e+07	1.09917e+07
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	1	1	589366		543880		523732	
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.06278e+07	1.16757e+07	1.08353e+07	1.09869e+07	1.08494e+07	1.26923e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	14	14	1.46521e+07	1.34786e+07	1.42815e+07	1.39623e+07	1.37901e+07	1.36574e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	16	16	2.34665e+07	2.41732e+07	2.3091e+07	2.27588e+07	2.35667e+07	2.37887e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	15	15	9.76758e+06	9.94783e+06	9.83946e+06	1.01758e+07	1.00035e+07	1.0436e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	9.66415e+06	8.83851e+06	8.79162e+06	9.91067e+06	9.2664e+06	8.85898e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.50851e+07	5.25586e+07	5.4855e+07	5.30937e+07	5.33966e+07	5.37002e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	5.17546e+07	5.28424e+07	5.19821e+07	5.35913e+07	4.76995e+07	5.10473e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	17	17	2.412e+07	2.37907e+07	2.53656e+07	2.33815e+07	2.51182e+07	2.3128e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	8.38108e+06	7.40872e+06	8.47626e+06	7.87837e+06	8.54524e+06	8.07133e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		18	18	3.53293e+07		3.50696e+07	924659	3.58458e+07	1.2061e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.7994e+07	5.10241e+07	5.56885e+07	5.41212e+07	5.76751e+07	5.55244e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2		2.05512e+06	2.10582e+06	2.25234e+06		2.11899e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	26	26	2.86059e+07	2.823e+07	2.82096e+07	2.87394e+07	2.87377e+07	2.8393e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	8.22139e+06	9.54052e+06	8.01575e+06	9.28015e+06	8.39025e+06	9.61408e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	5.63011e+06	6.261e+06	5.78043e+06	6.06216e+06	5.74668e+06	5.86078e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	5.64944e+06	6.20382e+06	5.91258e+06	5.84702e+06	5.64951e+06	5.93163e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.83342e+07	2.61633e+07	2.68301e+07	2.63803e+07	2.74138e+07	2.51471e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	4.07148e+06	4.23754e+06	4.39132e+06	3.62335e+06	4.0479e+06	3.9754e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	3.5427e+06	3.42378e+06	4.09472e+06	3.56636e+06	3.7368e+06	3.61468e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		17	17	4.90622e+07	2.06526e+06	4.68136e+07	2.51776e+06	4.53803e+07	2.03381e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.22819e+06	4.74456e+06	5.0225e+06	5.20538e+06	5.0279e+06	4.90726e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	39	39	3.11714e+08	3.16866e+08	3.12701e+08	3.19365e+08	3.14549e+08	3.17397e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	1.30605e+07	1.30103e+07	1.30213e+07	1.22233e+07	1.33099e+07	1.24264e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.68664e+07	8.49673e+07	8.32208e+07	8.58317e+07	8.83221e+07	8.54143e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	7.79595e+07	7.68307e+07	7.64455e+07	7.85963e+07	7.98452e+07	7.4737e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	7	7	1.82195e+07	1.92512e+07	1.79481e+07	1.84064e+07	1.87718e+07	1.88616e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.38428e+07	5.98518e+07	5.72067e+07	5.89992e+07	5.5187e+07	6.07981e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.28012e+07	1.30903e+07	1.35571e+07	1.26723e+07	1.36156e+07	1.27621e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	4.4919e+06	4.57146e+06	4.60895e+06	4.48352e+06	4.47488e+06	4.44761e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	4.8197e+06	4.93169e+06	4.8833e+06	4.80352e+06	4.72607e+06	4.85369e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	4	4	1.52698e+08	1.52506e+08	1.59968e+08	1.42304e+08	1.58546e+08	1.50621e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	2	2	4.00997e+06	4.53581e+06	4.81121e+06	3.66118e+06	5.26805e+06	4.58233e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.36594e+09	1.41614e+09	1.27896e+09	1.40688e+09	1.32772e+09	1.41464e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	4	4	5.17881e+06	5.07346e+06	4.89498e+06	4.96041e+06	5.20337e+06	4.8253e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	2	2	2.30692e+06	2.14537e+06	2.27165e+06	2.04402e+06	1.76714e+06	2.29089e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	10	10	2.24475e+07	2.26352e+07	2.34166e+07	2.39794e+07	2.22449e+07	2.4056e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.14017e+07	1.24209e+07	1.1986e+07	1.15177e+07	1.20842e+07	1.20212e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	3.27923e+07	3.3605e+07	3.38474e+07	3.31963e+07	3.44412e+07	3.25101e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	18	18	6.81471e+07	6.71764e+07	6.71604e+07	6.65869e+07	6.6986e+07	6.53929e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	2.30017e+07	2.32482e+07	2.33899e+07	2.29138e+07	2.25605e+07	2.2671e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.665e+07	1.66826e+07	1.63241e+07	1.64172e+07	1.7115e+07	1.66074e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.70091e+06	4.79682e+06	4.89413e+06	4.3469e+06	4.89014e+06	4.35836e+06
P07023	TYRA_ECOLI	tyrA	T-protein	7	7	6.94138e+06	7.31786e+06	7.68024e+06	7.5072e+06	7.99617e+06	7.47881e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.44293e+07	2.38027e+07	2.41048e+07	2.41815e+07	2.41613e+07	2.38109e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.76307e+06	5.80624e+06	5.49735e+06	5.34619e+06	5.58911e+06	5.66068e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2	2.09268e+06		2.07952e+06	2.1124e+06	1.94451e+06	2.46848e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.22672e+08	1.21546e+08	1.25917e+08	1.17429e+08	1.25167e+08	1.21112e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	4	4	3.3653e+06	3.8205e+06	3.97235e+06	3.88628e+06	3.62941e+06	4.04952e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	15	15	1.15026e+07	1.14897e+07	1.14394e+07	1.12572e+07	1.15234e+07	1.17531e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	2	2	325813	406122			454844	286175
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	37	37	8.6966e+07	8.85374e+07	8.72667e+07	8.77218e+07	8.66174e+07	8.90734e+07
