Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	894186	976117	804849	857634	1.03394e+06	956335
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	42	42	6.19566e+07	6.13322e+07	6.20346e+07	6.15104e+07	6.21777e+07	6.17918e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	7.26478e+06	6.6084e+06	6.91715e+06	6.92639e+06	6.34836e+06	6.75957e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.06853e+07	1.07167e+07	1.06759e+07	1.07692e+07	1.08726e+07	1.05836e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	2	2		476858	432334	390010	446953	489514
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.10162e+06	1.2558e+06	1.25877e+06	1.15224e+06	1.1733e+06	1.30112e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	5	5	1.26722e+06	1.23709e+06	1.06883e+06	1.09106e+06	1.14625e+06	1.03046e+06
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		3	3		2.52158e+06		2.52975e+06		2.5491e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.00486e+06	2.2093e+06	2.20134e+06	2.31732e+06	2.14666e+06	2.23836e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.69358e+07	1.69052e+07	1.73328e+07	1.68707e+07	1.68928e+07	1.69361e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	2.1906e+06	2.02414e+06	1.94203e+06	2.10114e+06	1.99124e+06	2.14572e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2		2.71918e+06		2.90758e+06	2.90763e+06	2.70698e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	4.82318e+07	4.81203e+07	4.78338e+07	4.68261e+07	4.97681e+07	4.66356e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	7.88136e+07	8.81489e+07	8.16634e+07	9.42189e+07	7.90461e+07	9.54027e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	40	40	1.11453e+08	1.13286e+08	1.10564e+08	1.15481e+08	1.13253e+08	1.14156e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	42	42	1.20093e+08	1.25609e+08	1.19493e+08	1.23126e+08	1.20122e+08	1.22977e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	32	32	5.93862e+07	5.9756e+07	5.95634e+07	5.91649e+07	6.12238e+07	5.9513e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.20992e+07	3.14908e+07	3.35356e+07	3.16494e+07	3.35096e+07	3.06088e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	39	39	7.33392e+07	7.2611e+07	7.28133e+07	7.24435e+07	7.46301e+07	7.31711e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	7.84715e+07	8.0011e+07	7.97313e+07	8.11595e+07	8.04163e+07	8.16025e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	10	10	1.01181e+08	9.81343e+07	1.02715e+08	1.0019e+08	9.76114e+07	1.03662e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	33	33	1.83749e+07	1.84392e+07	1.83286e+07	1.8639e+07	1.87315e+07	1.8231e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		2	2		2.6249e+06		2.89497e+06		3.2021e+06
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		1	1		6.35001e+06		7.84579e+06		
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		1	1		2.70937e+06		2.91267e+06		3.03851e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		3	3		1.04346e+06		1.16838e+06		1.28993e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	8.16057e+08	8.94482e+08	8.07064e+08	9.40622e+08	7.92923e+08	8.97335e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.54627e+08	9.59132e+08	9.50542e+08	1.00242e+09	8.98001e+08	9.76414e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	13	13	7.99999e+08	8.13195e+08	8.24569e+08	8.11112e+08	8.27326e+08	7.96694e+08
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		3	3		4.54382e+06		4.85775e+06		4.69152e+06
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		3	3		1.69522e+06		2.17708e+06		1.95096e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	10	10	8.47745e+06	8.39518e+06	9.47449e+06	8.60721e+06	8.65712e+06	8.75969e+06
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	15	15	2.85752e+07	3.00692e+07	3.10627e+07	2.82674e+07	2.95215e+07	2.84144e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.00787e+07	4.11511e+07	4.06919e+07	4.05382e+07	4.11744e+07	4.04051e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	17	17	1.21595e+08	1.19644e+08	1.194e+08	1.21585e+08	1.18271e+08	1.20089e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	18	17	1.98242e+08	1.83872e+08	1.98679e+08	1.88254e+08	1.93386e+08	1.82607e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.14565e+06	938319	1.11034e+06	1.02421e+06	1.1404e+06	1.01305e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	17	15	5.87313e+07	6.48953e+07	6.09171e+07	6.53671e+07	6.06522e+07	6.30842e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	8.52541e+06	9.33384e+06	7.9777e+06	8.70396e+06	9.02524e+06	9.40452e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	6.09677e+06	6.24777e+06	6.46893e+06	6.40256e+06	6.70371e+06	6.16513e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	4	4	1.7275e+06	2.5175e+06	2.53142e+06	2.39345e+06	2.44418e+06	1.93755e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	8.71275e+06	8.66972e+06	8.98198e+06	8.51432e+06	8.92972e+06	8.92412e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	1.79888e+06	2.28343e+06	1.96698e+06	1.86979e+06	1.82217e+06	2.03527e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	5.98203e+06	5.5904e+06	6.27708e+06	5.91939e+06	5.31834e+06	5.53071e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.92647e+07	3.90366e+07	3.96127e+07	3.81423e+07	3.89283e+07	3.96197e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.16251e+07	2.93079e+07	3.21791e+07	3.08558e+07	3.15722e+07	2.95562e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.3205e+07	3.27727e+07	3.32249e+07	3.33735e+07	3.37802e+07	3.32025e+07
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	8.25132e+07	8.18905e+07	8.13679e+07	8.33481e+07	8.24643e+07	8.253e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	12	12	2.01049e+07	1.94927e+07	1.99485e+07	1.90673e+07	1.93463e+07	1.91756e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.249e+07	3.61795e+07	3.48916e+07	3.57217e+07	3.66727e+07	3.65112e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.34841e+07	2.27596e+07	2.27049e+07	2.25553e+07	2.33502e+07	2.27193e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	22	22	1.40763e+08	1.40216e+08	1.39074e+08	1.40656e+08	1.44675e+08	1.39491e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.70817e+07	7.73541e+07	7.69049e+07	7.53668e+07	7.9912e+07	7.57388e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	8.1982e+06	7.83226e+06	7.66516e+06	7.71624e+06	8.24403e+06	7.39522e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	3.90088e+08	3.43763e+08	3.77769e+08	3.94081e+08	3.77062e+08	3.85694e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	7	7	3.33795e+07	3.40752e+07	3.55275e+07	3.47723e+07	3.44314e+07	3.40396e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.84238e+06	1.67788e+06	1.55308e+06	1.61353e+06	1.71363e+06	1.68411e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	6.01186e+06	5.24464e+06	6.07023e+06	6.40065e+06	6.6126e+06	6.2097e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	3.29593e+06	6.27363e+06	6.1358e+06	5.13567e+06	5.70117e+06	5.3614e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	8.54273e+06	8.94164e+06	8.10041e+06	8.63868e+06	9.25959e+06	8.86649e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.95139e+07	2.04106e+07	1.94322e+07	2.01552e+07	1.97615e+07	2.04819e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	4.6332e+06	5.33958e+06	5.28447e+06	5.24843e+06	4.92504e+06	5.31164e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	1.90373e+08	1.9993e+08	1.90418e+08	1.96655e+08	1.9439e+08	1.97266e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	3	3	5.34082e+06	5.62501e+06	6.29881e+06	5.19406e+06	5.79785e+06	5.68114e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	4	4	2.26387e+07	2.52559e+07	2.41246e+07	2.59401e+07	2.55171e+07	2.78848e+07
P05458	PTRA_ECOLI	ptrA	Protease 3	13	13	6.05762e+06	5.8845e+06	6.60719e+06	6.24066e+06	6.18068e+06	6.31909e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	2.67369e+07	2.8072e+07	2.76747e+07	2.89746e+07	2.76071e+07	2.86639e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	3	3		1.20921e+06	774592	999819	727005	1.13665e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	8.54557e+06	8.98462e+06	8.74705e+06	8.52332e+06	9.16374e+06	8.77057e+06
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	2	2	475383					412866
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	4	4	1.19243e+07	1.13327e+07	1.18972e+07	1.09618e+07	1.14696e+07	1.28151e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.28268e+07	1.24002e+07	1.29787e+07	1.27907e+07	1.31618e+07	1.25852e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	2.13536e+07	2.21189e+07	2.18127e+07	2.1406e+07	2.22083e+07	2.18878e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	9.09106e+06	9.1592e+06	9.31215e+06	9.35228e+06	9.42126e+06	9.35416e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	4	4	8.68283e+06	8.76193e+06	8.90837e+06	9.47319e+06	8.55009e+06	8.7866e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	24	24	4.97776e+07	4.80221e+07	4.86331e+07	4.98383e+07	4.93172e+07	4.94088e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	7.0297e+07	8.60449e+07	9.7466e+07	9.05652e+07	7.85619e+07	8.99061e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	20	20	2.36081e+07	2.27037e+07	2.40315e+07	2.28703e+07	2.36872e+07	2.32105e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	6.85276e+06	6.8713e+06	7.76867e+06	7.37006e+06	7.99114e+06	7.70322e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		1	1				510530		606501
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.04338e+07	4.69903e+07	5.17963e+07	5.06569e+07	5.11705e+07	4.94664e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.99973e+06	2.29456e+06	2.18366e+06	2.10339e+06	2.092e+06	2.55227e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	26	26	2.72187e+07	2.74747e+07	2.85286e+07	2.76316e+07	2.87211e+07	2.69954e+07
P06616	ERA_ECOLI	era	GTPase Era	9	9	8.46082e+06	8.17845e+06	8.7577e+06	8.01923e+06	9.10491e+06	8.14193e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	5.7885e+06	5.98832e+06	5.85532e+06	5.84741e+06	6.6279e+06	5.63409e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	8	8	4.9922e+06	5.22141e+06	5.24739e+06	5.13559e+06	5.47876e+06	4.80804e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	12	12	2.22123e+07	2.39949e+07	2.38572e+07	2.49447e+07	2.35243e+07	2.4027e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	4	4	1.6404e+06	1.52882e+06	1.56763e+06	1.64126e+06	1.85709e+06	1.68202e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.8142e+06	2.96886e+06	2.97426e+06	3.01722e+06	2.92026e+06	2.8847e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		4	4		821602		1.179e+06		1.03258e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	7	7	4.64561e+06	4.65907e+06	4.80398e+06	4.83883e+06	4.94775e+06	4.52067e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	37	37	2.96217e+08	3.02031e+08	2.92813e+08	3.06237e+08	2.92292e+08	2.9801e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	9.05163e+06	8.81108e+06	8.78625e+06	8.1074e+06	8.95266e+06	8.34639e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.36677e+07	7.95433e+07	8.08465e+07	7.83109e+07	7.85089e+07	7.80087e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	18	18	7.21811e+07	7.34707e+07	7.22898e+07	7.2365e+07	7.21057e+07	7.0708e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	1.12227e+07	1.07224e+07	1.12155e+07	1.15743e+07	1.15406e+07	1.11429e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.5704e+07	5.67464e+07	5.66687e+07	5.64269e+07	5.51896e+07	5.69494e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.22049e+07	1.24872e+07	1.33915e+07	1.18118e+07	1.24592e+07	1.18815e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	3.08304e+06	3.44005e+06	3.1192e+06	3.39885e+06	3.27909e+06	3.32087e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	5.46671e+06	6.48637e+06	6.42374e+06	5.81043e+06	5.81771e+06	6.70881e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.49026e+08	1.41299e+08	1.42887e+08	1.37611e+08	1.49576e+08	1.48491e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	786374	1.2329e+06	1.16439e+06	1.19996e+06		1.15128e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.31968e+09	1.27555e+09	1.30107e+09	1.26887e+09	1.30791e+09	1.26884e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	6	6	4.74271e+06	4.67288e+06	4.74184e+06	4.65803e+06	4.79487e+06	4.57703e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.24077e+06	2.33797e+06	2.26271e+06	2.17096e+06	2.60977e+06	2.50326e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	2.20822e+07	2.25729e+07	2.36705e+07	2.31132e+07	2.33998e+07	2.37798e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.20784e+07	1.23599e+07	1.13057e+07	1.14032e+07	1.27919e+07	1.22905e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	15	15	3.16837e+07	3.20304e+07	3.29876e+07	3.21195e+07	3.39145e+07	3.13146e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	17	17	6.30122e+07	6.3267e+07	6.16852e+07	6.34425e+07	6.1605e+07	6.17938e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	8	8	2.04248e+07	2.01806e+07	2.14088e+07	2.03918e+07	2.22952e+07	1.99025e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.63673e+07	1.61613e+07	1.65304e+07	1.61822e+07	1.6248e+07	1.61446e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	3.13349e+06	4.17309e+06	3.34154e+06	3.7825e+06	3.45826e+06	3.97089e+06
P07023	TYRA_ECOLI	tyrA	T-protein	7	7	6.94913e+06	6.4934e+06	7.03308e+06	6.78298e+06	6.89964e+06	6.82405e+06
P07024	USHA_ECOLI	ushA	Protein UshA	13	13	2.3122e+07	2.33407e+07	2.35636e+07	2.38156e+07	2.24401e+07	2.32319e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.75447e+06	5.10749e+06	4.98684e+06	4.87659e+06	5.10616e+06	5.13544e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1			1.62989e+06	1.9199e+06	1.93125e+06	2.02261e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	48	48	1.06773e+08	1.07344e+08	1.06058e+08	1.06062e+08	1.07145e+08	1.05804e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	4	4	3.31196e+06	3.30875e+06	3.4416e+06	3.3256e+06	3.44867e+06	3.29782e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	16	16	1.10716e+07	1.17536e+07	1.17026e+07	1.14717e+07	1.21589e+07	1.16613e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3		2.87332e+06	2.41421e+06	2.31514e+06		2.41399e+06
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	36	36	8.46342e+07	8.33625e+07	8.52718e+07	8.33916e+07	8.45544e+07	8.29334e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	12	12	7.7835e+06	8.43916e+06	8.47742e+06	8.06541e+06	8.85238e+06	8.44766e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	10	10	1.52035e+07	1.46068e+07	1.54882e+07	1.55746e+07	1.55638e+07	1.51637e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	5	5	1.20888e+06	1.42883e+06	1.29478e+06	1.29669e+06	1.46193e+06	1.16625e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	3	3	2.37072e+06	2.91957e+06	2.87102e+06	2.94547e+06	3.09607e+06	2.85063e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	24	24	3.13882e+07	3.19627e+07	3.15501e+07	3.28283e+07	3.10441e+07	3.20072e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	4.90041e+06	4.41005e+06	4.4177e+06	4.49869e+06	4.62035e+06	4.48456e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	20	20	9.91852e+06	1.02649e+07	1.07969e+07	1.02659e+07	1.07742e+07	1.01087e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	9.41952e+07	1.00657e+08	9.58912e+07	9.93526e+07	9.77472e+07	9.87772e+07
P07821	FHUC_ECOLI	fhuC	Iron(3+)-hydroxamate import ATP-binding protein FhuC	2	2		3.39635e+06	3.30147e+06	3.40039e+06	3.5952e+06	3.68281e+06
P07822	FHUD_ECOLI	fhuD	Iron(3+)-hydroxamate-binding protein FhuD	2	2	1.29537e+06	1.6154e+06	1.48798e+06	1.65248e+06	1.71991e+06	1.67001e+06
P07862	DDLB_ECOLI	ddlB	D-alanine--D-alanine ligase B	11	11	4.07649e+07	4.15288e+07	4.16355e+07	4.02739e+07	4.24952e+07	4.14092e+07
P07913	TDH_ECOLI	tdh	L-threonine 3-dehydrogenase	7	7	3.42879e+07	3.25509e+07	3.27298e+07	3.19445e+07	3.35336e+07	3.1769e+07
P08178	PUR5_ECOLI	purM	Phosphoribosylformylglycinamidine cyclo-ligase	3	3	6.53024e+06	6.03178e+06	6.0009e+06	5.90246e+06	5.85554e+06	5.90518e+06
P08179	PUR3_ECOLI	purN	Phosphoribosylglycinamide formyltransferase	3	3	5.22354e+06	4.52804e+06	4.72847e+06	5.531e+06	4.33374e+06	5.57873e+06
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1	2.45082e+06	3.52638e+06	1.7227e+06	2.87595e+06	2.82853e+06	2.21555e+06
P08190	FIMG_ECOLI	fimG	Protein FimG	3	3	4.65694e+06	4.33831e+06	4.48079e+06	4.09946e+06	3.9518e+06	4.01718e+06
P08191	FIMH_ECOLI	fimH	Protein FimH	3	3	8.44468e+06	7.81599e+06	9.06636e+06	7.85661e+06	9.14839e+06	7.79431e+06
P08192	FOLC_ECOLI	folC	Bifunctional protein FolC	12	12	2.00306e+07	2.02019e+07	2.03505e+07	2.02121e+07	2.01724e+07	2.0081e+07
