Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A7X6	P0A7X6		rimM		5586800.0	5526310.0	5543680.0	5433040.0	5386400.0	5319040.0	0	0.4048463521857242	0.020983172612501225	False	0.03706528370957901	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A921	P0A921		pldA		1841090.0	1859510.0	1928850.0	1854170.0	1820830.0	1709630.0	0	0.40626357847478534	0.043873356701471536	False	0.03709579011592435	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00509	P00509		aspC		18348400.0	18344000.0	18524200.0	18392100.0	18853700.0	18521900.0	0	0.40704762016665624	0.01217502110309346	False	0.037126296522269675	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9G8	P0A9G8		modE		3335210.0	3294830.0	3402270.0	3335480.0	3243630.0	3147790.0	0	0.4099792573746683	0.02964610693857546	False	0.037156802928615014	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33224	P33224		aidB		406755.0	284237.0	81038.7	111593.0	366544.0	126386.0	3	0.4104861344253103	0.7101597861016085	False	0.037187309334960346	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				8394050.0	12047900.0	14138400.0	12437900.0	6823200.0	11725300.0	0	0.41218409179471527	-0.30279380129430766	False	0.03721781574130567	False	False	Human	True	False	False	False	umpire	manual	min	1.660964047443681
P31475	P31475		yieP		1379550.0	1383430.0	1271030.0	1342700.0	1287170.0	1320760.0	0	0.41232620220801314	-0.03944211484047289	False	0.03724832214765101	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P29012	P29012		dadX		533783.0	472895.0	461565.0	522253.0	481899.0	615270.0	0	0.4143565959987837	-0.1245241337018551	False	0.03727882855399634	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9L3	P0A9L3		fklB		23317300.0	23501100.0	22563300.0	23256200.0	23569100.0	23630600.0	0	0.41459508499084957	-0.019358982091452523	False	0.037309334960341674	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGI8	P0AGI8		trkA		343572.0	391584.0	411745.0	401484.0	553702.0	322883.0	0	0.4146187288700077	0.23021235606156984	False	0.037339841366687006	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P45475	P45475		yhbV		1086480.0	1098290.0	1034420.0	1248320.0	1209980.0	1169410.0	0	0.4153453064394877	-0.07803989724119882	False	0.03737034777303234	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39406	P39406		rsmC		10674700.0	11028200.0	10464400.0	10888500.0	10973700.0	10687500.0	0	0.4160366482310753	-0.021909358224531605	False	0.03740085417937767	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6H1	P0A6H1		clpX		28809900.0	28996100.0	29126300.0	29032600.0	28561700.0	28967300.0	0	0.41663562691783473	-0.00828396127210929	False	0.037431360585723	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21338	P21338		rna		1699200.0	1676570.0	1657430.0	1588770.0	1665540.0	1669000.0	0	0.4174410721685332	0.025453736771670968	False	0.03746186699206834	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77774	P77774		bamB		15826100.0	16692200.0	15465200.0	15628800.0	15980400.0	15940400.0	0	0.41859607276793526	-0.02989301856400396	False	0.037492373398413666	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30871	P30871		ygiF		3955760.0	4084200.0	3818090.0	3967120.0	3908060.0	3849170.0	0	0.4191864064585242	-0.026744802304720938	False	0.037522879804759	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31825	P31825		yfiC		627265.0	636460.0	529636.0	643062.0	645708.0	630646.0	0	0.42451634298689583	-0.08361303055854823	False	0.037553386211104337	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06974	P06974		fliM		1721490.0	1756500.0	1794230.0	1758330.0	1754160.0	1893430.0	0	0.42800373692027316	-0.03739439954383604	False	0.03758389261744967	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00448	P00448		sodA		3991290.0	3860070.0	4021300.0	3982020.0	3801930.0	3668440.0	0	0.4286700095860268	0.03760675312951645	False	0.037614399023795	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P15640	P15640		purD		2776890.0	2553270.0	2752450.0	2629630.0	2577760.0	2715790.0	0	0.42892061818235333	0.03757253688823692	False	0.03764490543014033	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P63177	P63177		rlmB		3372230.0	3555180.0	3269360.0	3462890.0	3347310.0	3244720.0	0	0.4304196277143457	-0.03902527034926491	False	0.037675411836485664	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36548	P36548		amiA		1249190.0	1585570.0	1759170.0	1683970.0	1311080.0	1525740.0	0	0.4305040667222457	-0.15077077350721793	False	0.037705918242830996	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P38038	P38038		cysJ		3434390.0	3272160.0	3406560.0	3243230.0	3381340.0	3484530.0	0	0.43373167184859507	0.03172996699749952	False	0.03773642464917633	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6A3	P0A6A3		ackA		132302000.0	131050000.0	130106000.0	131189000.0	127993000.0	131796000.0	0	0.4337484805450238	-0.013367033854657193	False	0.03776693105552166	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08244	P08244		pyrF		9816180.0	10219400.0	9788020.0	9910390.0	10228600.0	10155000.0	0	0.4343499177081626	-0.021694017298009266	False	0.03779743746186699	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06715	P06715		gor		4248590.0	4254890.0	4305600.0	4222410.0	4305490.0	4303760.0	0	0.4382903543202854	0.008847251645401339	False	0.037827943868212324	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADP0	P0ADP0		yigB		1172560.0	1074330.0	1176720.0	1143270.0	1113320.0	1159170.0	0	0.43897659791400817	0.036211819611744696	False	0.03785845027455766	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADR8	P0ADR8		ygdH		9831770.0	9697180.0	9832860.0	10010000.0	9819970.0	10193800.0	0	0.43940546731284447	-0.02023114719675063	False	0.03788895668090299	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A881	P0A881		trpR		2314300.0	2432190.0	2383710.0	2205150.0	2241760.0	2806990.0	0	0.4407474866585143	-0.10125416074894418	False	0.03791946308724833	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07862	P07862		ddlB		5803590.0	5828850.0	6153900.0	5888520.0	5977200.0	5925840.0	0	0.44097652668224985	0.02363974036500081	False	0.03794996949359366	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23305	P23305		yigA		1473130.0	1650020.0	1504740.0	1489080.0	1609540.0	1611820.0	0	0.4415485785669773	-0.05052705951250657	False	0.037980475899938984	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23538	P23538		ppsA		4974060.0	4885750.0	4860230.0	5033300.0	4863260.0	4925900.0	0	0.4444265681582279	-0.014396548272732138	False	0.03801098230628432	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB89	P0AB89		purB		9026010.0	9174410.0	9181230.0	9113180.0	9120530.0	9171860.0	0	0.4448714983442144	-0.006934991364569348	False	0.038041488712629655	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACN4	P0ACN4		allR		3067380.0	3026320.0	3191390.0	3185500.0	3411540.0	3163950.0	0	0.44782756359903914	0.04462495976739946	False	0.03807199511897499	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P28903	P28903		nrdD		5791940.0	5732370.0	5853170.0	5912340.0	5897530.0	5712640.0	0	0.44802707508337375	0.015319172057981814	False	0.03810250152532032	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7A5	P0A7A5		pcm		725738.0	656892.0	783022.0	668905.0	708574.0	777121.0	0	0.4489358241642042	0.07643350613809739	False	0.03813300793166565	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A786	P0A786		pyrB		2364180.0	2424930.0	2427870.0	2339600.0	2237950.0	2428070.0	0	0.45201717827050647	-0.03298868485252608	False	0.03816351433801098	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9L5	P0A9L5		ppiC		2251380.0	2170040.0	2198400.0	2224120.0	2116400.0	2317020.0	0	0.4530986542925863	-0.031512152701224413	False	0.038194020744356315	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADT8	P0ADT8		ygiM		4158880.0	3925200.0	3921430.0	3979330.0	3929340.0	3886180.0	0	0.45343286656528753	0.02654351130602179	False	0.038224527150701654	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37651	P37651		bcsZ		2380070.0	2380270.0	2358480.0	2457720.0	2319960.0	2327350.0	0	0.45980335274205675	-0.021671489690624855	False	0.03825503355704698	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGB0	P0AGB0		serB		4132220.0	4486400.0	4271310.0	4312370.0	4458360.0	4336600.0	0	0.46105496528636447	-0.030354183055940717	False	0.03828553996339231	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09394	P09394		glpQ		5420730.0	5359230.0	5444630.0	5707140.0	5438330.0	5510760.0	0	0.46111556255514763	-0.023995729202684748	False	0.03831604636973765	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAS0	P0AAS0		ylaC		208056.0	380509.0	309593.0	284538.0	273894.0	248159.0	0	0.4612585046438757	-0.20627261261974333	False	0.03834655277608298	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6W5	P0A6W5		greA		24638200.0	24742300.0	24395200.0	24380600.0	24723900.0	24111200.0	0	0.46135611658327635	0.010270277486738227	False	0.038377059182428314	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21513	P21513		rne		7645540.0	7618160.0	7727490.0	7557900.0	7475460.0	7453090.0	0	0.46230837247625006	0.013916429434047294	False	0.038407565588773646	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGG2	P0AGG2		tesB		704312.0	754197.0	665873.0	612449.0	639882.0	795753.0	0	0.4624366473056448	-0.1053891593746027	False	0.03843807199511898	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P17952	P17952		murC		3061940.0	3060180.0	3169580.0	2948400.0	3133730.0	3173720.0	0	0.46310392094531133	0.02846193899491011	False	0.03846857840146431	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEC0	P0AEC0		yoaE		425884.0	345446.0	430416.0	351125.0	382725.0	449054.0	0	0.46517346043501684	0.11307041648910114	False	0.03849908480780964	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A998	P0A998		ftnA		42076000.0	42233000.0	41638500.0	42880600.0	39186400.0	40547300.0	0	0.4663936930360593	-0.03204033744010189	False	0.03852959121415497	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P18196	P18196		minC		2633250.0	2563590.0	2590170.0	2553910.0	2558490.0	2600840.0	0	0.46674720112954066	0.011833697902294677	False	0.038560097620500305	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P15082	P15082		srlR		883765.0	908467.0	940047.0	854814.0	868625.0	862778.0	0	0.467635359559133	0.036013257914741185	False	0.03859060402684564	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9T4	P0A9T4		tas		9765620.0	9633820.0	9473080.0	9464860.0	9406310.0	9025680.0	0	0.4682559278800159	0.026463574787406147	False	0.03862111043319097	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A717	P0A717		prs		30188500.0	29905700.0	28989000.0	29660300.0	29799000.0	30439600.0	0	0.46840528030966694	-0.01659041689408537	False	0.0386516168395363	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08331	P08331		cpdB		3193110.0	3352490.0	3208600.0	3160620.0	3191550.0	3229350.0	0	0.4693442589089175	-0.022264945120234435	False	0.03868212324588164	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76055	P76055		ttcA		2058090.0	1728250.0	1997880.0	2034250.0	1883890.0	1924310.0	0	0.4699161044073852	0.06280932399092685	False	0.03871262965222697	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00452	P00452		nrdA		9987030.0	10086700.0	10054700.0	9846650.0	10008700.0	9930220.0	0	0.47318771706972934	0.008998994205512856	False	0.0387431360585723	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7V0	P0A7V0		rpsB		81568200.0	83173500.0	80197600.0	83028500.0	80943600.0	79611500.0	0	0.4739901041194901	-0.018334165896442715	False	0.038773642464917636	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P52060	P52060		yggU		460889.0	498914.0	448749.0	438121.0	501685.0	382736.0	0	0.4743982323194183	0.09676058349165723	False	0.03880414887126297	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABB0	P0ABB0		atpA		56384900.0	54601000.0	54918400.0	54933600.0	54833400.0	55257900.0	0	0.4756370822785371	0.011720218943570433	False	0.0388346552776083	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P67080	P67080		yggS		3428810.0	3317730.0	3323350.0	3308320.0	3119850.0	3514180.0	0	0.4759094828461407	-0.03867461482194106	False	0.03886516168395363	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P27306	P27306		sthA		1048880.0	977251.0	1095010.0	982033.0	908859.0	947186.0	0	0.4770495216208381	0.07084095718968741	False	0.038895668090298964	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF08	P0AF08		mrp		3478260.0	3398950.0	3489720.0	3517920.0	3424050.0	3328720.0	0	0.4776020416332301	0.02047443529696013	False	0.038926174496644296	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC30	P0AC30		ftsX		3344820.0	3380950.0	3263380.0	3207660.0	3185710.0	3377220.0	0	0.4800359490326018	-0.025105025694749483	False	0.03895668090298963	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADP7	P0ADP7		yigP		1266770.0	1329290.0	1417110.0	1344670.0	1395890.0	1281550.0	0	0.4810066165905476	0.04462410227443842	False	0.03898718730933497	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABH9	P0ABH9		clpA		10735300.0	10548000.0	10434000.0	10990300.0	10339000.0	10450700.0	0	0.4813244585494196	-0.021843976202540975	False	0.03901769371568029	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8W2	P0A8W2		slyA		9327730.0	9761690.0	9246340.0	9139660.0	9012190.0	9207570.0	0	0.48587599836306145	-0.02707814665662109	False	0.039048200122025624	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7V8	P0A7V8		rpsD		194195000.0	195011000.0	199410000.0	195513000.0	189797000.0	200606000.0	0	0.48602924776780565	-0.01898510754689946	False	0.039078706528370956	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P68206	P68206		yjbJ		2253950.0	2355380.0	2090370.0	1849020.0	2104730.0	1781330.0	0	0.4879638331469172	0.10755945066431237	False	0.039109212934716295	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6I0	P0A6I0		cmk		10201700.0	10491300.0	10156000.0	10338500.0	10404600.0	10195100.0	0	0.4883125518149001	-0.012263187159853771	False	0.03913971934106163	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9F3	P0A9F3		cysB		3734720.0	3697790.0	3502080.0	3729680.0	3668820.0	3654900.0	0	0.4896996098390671	-0.02319464772077636	False	0.03917022574740696	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A805	P0A805		frr		29422200.0	29007100.0	29136500.0	28882600.0	27821300.0	29829500.0	0	0.4900174367664345	-0.022195338133059694	False	0.03920073215375229	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8Y3	P0A8Y3		yihX		2744310.0	2777140.0	2671210.0	2765900.0	2702610.0	2668760.0	0	0.4908302609039479	-0.016551047878219847	False	0.039231238560097616	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33011	P33011		yeeA		2016920.0	1761960.0	1803800.0	2259050.0	1904170.0	2079190.0	0	0.49175174518912196	-0.09160857033829953	False	0.03926174496644296	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADS9	P0ADS9		yggN		1605470.0	1656520.0	1692460.0	1634290.0	1637700.0	1552930.0	0	0.49282183035458715	0.027112819957921953	False	0.03929225137278829	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P23827	P23827		eco		11922600.0	12525900.0	12923200.0	12332300.0	12739800.0	11906800.0	0	0.49617472675035224	0.0318470496429713	False	0.03932275777913362	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P30125	P30125		leuB		782458.0	726808.0	671786.0	791520.0	644133.0	695624.0	0	0.49642251469267545	-0.07735004420394609	False	0.03935326418547895	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31120	P31120		glmM		10958800.0	11568300.0	11307300.0	11284400.0	11615900.0	11517200.0	0	0.49657907388788647	-0.020626617009527975	False	0.03938377059182428	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A784	P0A784		orn		2571930.0	2581820.0	2576880.0	2677500.0	2659850.0	2638030.0	0	0.49887137452393104	-0.01629363322997205	False	0.03941427699816962	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADR6	P0ADR6		rlmM		3561580.0	3340300.0	3572120.0	3836670.0	3342160.0	3676830.0	0	0.4995045172077512	-0.051131545221613624	False	0.03944478340451495	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P03817	P03817		mioC		9407850.0	9537800.0	9245130.0	8555000.0	9335460.0	9190600.0	0	0.5010989964971119	0.03680763603844751	False	0.039475289810860285	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P05459	P05459		pdxB		6064380.0	5827180.0	6177880.0	5757770.0	5796570.0	6108940.0	0	0.5018486966089758	0.027854509044673997	False	0.03950579621720561	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGK8	P0AGK8		iscR		2141470.0	2215240.0	2297670.0	2222740.0	2188010.0	1985150.0	0	0.5038419399735207	0.04511207802476889	False	0.03953630262355094	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10903	P10903		narK		2391790.0	2489830.0	2434360.0	2290620.0	2136990.0	2427870.0	0	0.5054812965268233	-0.04992502800757722	False	0.03956680902989628	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P04335	P04335		frsA		4439130.0	4425830.0	4416250.0	4379350.0	4323430.0	4194660.0	0	0.5057987340551539	0.01972623906218832	False	0.03959731543624161	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60723	P60723		rplD		52939000.0	53040400.0	54437700.0	54206900.0	53551500.0	55608400.0	0	0.5058891108043896	-0.017177058780864368	False	0.039627821842586945	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8U6	P0A8U6		metJ		8412460.0	8356100.0	8373010.0	8470000.0	8318010.0	8375400.0	0	0.5066745854312156	-0.0056222325056627465	False	0.03965832824893228	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36879	P36879		yadG		1008100.0	1092990.0	1116500.0	1236470.0	1120060.0	1059960.0	0	0.5071486908610615	-0.06297110981048605	False	0.03968883465527761	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36553	P36553		hemF		824629.0	781476.0	864342.0	834450.0	759949.0	991770.0	0	0.5071511908122046	-0.09063004737362622	False	0.03971934106162295	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33136	P33136		mdoG		13197000.0	12826500.0	13056800.0	12666900.0	12533800.0	12805200.0	0	0.5072664117317872	0.018303855636263983	False	0.03974984746796828	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P41409	P41409		rihA		859514.0	858861.0	791424.0	873506.0	927982.0	953922.0	0	0.5107545143361094	-0.05884750273946905	False	0.039780353874313605	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAH0	P0AAH0		pstB		1171420.0	1223850.0	1205980.0	1154870.0	1025280.0	1158760.0	0	0.5133348467897484	-0.05605050977744182	False	0.03981086028065894	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77611	P77611		rnfC		838478.0	878159.0	882276.0	847420.0	885138.0	838778.0	0	0.5138649043619349	0.023180170871026806	False	0.03984136668700427	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEZ9	P0AEZ9		moaB		11546800.0	11999200.0	11186900.0	11391400.0	11411800.0	11296500.0	0	0.5151153221059913	-0.022703770009799354	False	0.03987187309334961	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69805	P69805		manZ		6562010.0	6840300.0	6784920.0	6784130.0	7009000.0	6219700.0	0	0.5166355122298725	0.03673682174490551	False	0.03990237949969494	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACE0	P0ACE0		hybC		14444800.0	14721400.0	14721600.0	15016000.0	14768200.0	14556400.0	0	0.5184947392455025	-0.011747213411435755	False	0.03993288590604027	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39411	P39411		yjjX		2840690.0	2830110.0	2781610.0	2742190.0	2950100.0	2868020.0	0	0.5186200130922315	0.02240147249069803	False	0.039963392312385604	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P45578	P45578		luxS		22269100.0	22185300.0	21855900.0	22405200.0	22370900.0	22282400.0	0	0.5196768314805208	-0.008156292612515471	False	0.03999389871873093	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAF6	P0AAF6		artP		858484.0	877883.0	860100.0	790111.0	768824.0	677017.0	0	0.5209758220257736	0.08504847653799688	False	0.04002440512507627	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39286	P39286		rsgA		2225180.0	2048220.0	2042390.0	2211000.0	2295530.0	2113120.0	0	0.5215805663437493	0.04255417041230057	False	0.0400549115314216	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62558	P62558		sopB		5667190.0	5629810.0	5732000.0	5744230.0	5758300.0	5693390.0	0	0.5227758198462428	0.007592678976328051	False	0.04008541793776693	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A944	P0A944		rimI		398635.0	433712.0	390120.0	407507.0	393981.0	378399.0	0	0.5231875499492498	-0.04430126412330523	False	0.040115924344112264	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75838	P75838		ycaO		9996420.0	9589660.0	9637810.0	9734400.0	9722960.0	9771960.0	0	0.5259864443719444	0.012892060886294734	False	0.040146430750457596	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7C2	P0A7C2		lexA		35059600.0	35281900.0	35658500.0	35225200.0	34552900.0	35500500.0	0	0.5265337528960564	-0.01005964137198129	False	0.040176937156802935	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEE3	P0AEE3		degS		250448.0	172079.0	151290.0	228169.0	164376.0	245642.0	0	0.5285336921716829	-0.19019588190417935	False	0.04020744356314827	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEL6	P0AEL6		fepB		2671690.0	2560390.0	2548500.0	2377130.0	2409110.0	2498950.0	0	0.5314399602703577	0.0369327392506112	False	0.0402379499694936	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P22186	P22186		mraZ		2371980.0	2314420.0	2098600.0	2307260.0	2287350.0	2317580.0	0	0.5325081569032012	-0.0382004157121589	False	0.040268456375838924	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9R7	P0A9R7		ftsE		4013870.0	3967510.0	4010530.0	3981140.0	3559120.0	3971320.0	0	0.5351483511950851	-0.041306878737680706	False	0.040298962782184256	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37194	P37194		slp		50268100.0	49903800.0	49050700.0	49026800.0	48855600.0	50490600.0	0	0.5352480589468444	-0.012088637744167002	False	0.040329469188529594	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75782	P75782		rlmF		877685.0	991057.0	1102120.0	978555.0	1035580.0	891217.0	0	0.536737460008473	0.07590894890909082	False	0.040359975594874926	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE08	P0AE08		ahpC		30971900.0	30186000.0	30637100.0	30735100.0	30897300.0	31023200.0	0	0.5374071102526818	0.008791482619213935	False	0.04039048200122026	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P12295	P12295		ung		1443230.0	1485730.0	1430000.0	1498930.0	1371610.0	1362000.0	0	0.5378167712499712	-0.03419707545577595	False	0.04042098840756559	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P13979	P13979		traT		3402490.0	3294270.0	3347550.0	3221080.0	3301230.0	3407860.0	0	0.5378349842274774	0.018499010566880223	False	0.04045149481391092	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q47147	Q47147		yafJ		927562.0	927925.0	965947.0	1021390.0	926691.0	938011.0	0	0.5428923577588098	-0.03393652968762838	False	0.04048200122025626	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB71	P0AB71		fbaA		143078000.0	142592000.0	143840000.0	140234000.0	140420000.0	141984000.0	0	0.5431921054935	0.00855988340687502	False	0.04051250762660159	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6F3	P0A6F3		glpK		4895510.0	4876700.0	4911780.0	4864400.0	4821750.0	4979560.0	0	0.5441019083752374	-0.009007257246516515	False	0.04054301403294692	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
