protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	5603502.139640058	5276696.715021687	5279449.212200518	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			3	0.00021824911361951162	-5.6824467213690735	False	0.0003347534996956787	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	15481408.933949718	16020654.381123863	16359323.829552785	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.00022820653455272864	-7.248913153143669	False	0.00036518563603164946	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	6735814.144560159	7085141.420931333	7183246.008148876	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			3	0.00025200980745926794	-6.060728888829436	False	0.00039561777236762024	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	1549973.1498711752	1526966.044088219	1707124.079511321	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			3	0.0002554044059148182	-3.9263593183863614	False	0.000426049908703591	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	28061576.49286429	26307496.626392208	26830915.534728367	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			3	0.00036067111082530235	-8.011530468516556	False	0.0004564820450395618	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	4957772.230418752	4531418.747665512	4645130.821817077	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			3	0.0004967260582488829	-5.489253603407527	False	0.0004869141813755326	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	10926440.098757057	10611223.6021909	10041706.233368542	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			3	0.0005521941249839799	-6.649033329796443	False	0.0005173463177115034	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	17870930.295805834	16389928.70929682	17020944.224587064	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			3	0.0006122939425725003	-7.348497935242131	False	0.0005477784540474742	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	3958645.829717919	4082353.2438437087	4380574.38328486	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			3	0.0006269916883746852	-5.302898875881669	False	0.0005782105903834449	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	12415671.881644584	13209313.796206744	13607073.053584993	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			3	0.0006865593275614637	-6.962083986588645	False	0.0006086427267194157	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	32807571.702621203	35024684.68041007	35904211.04079516	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			3	0.0007073945765205012	-8.364902184604485	False	0.0006390748630553865	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	6110041.315312034	5631434.719761692	5564342.670706848	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			3	0.0007292948484439434	-5.7813081370034745	False	0.0006695069993913574	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	7369115.267194379	8100374.151301445	7998108.646502424	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			3	0.0007677751951679261	-6.220721130653338	False	0.0006999391357273281	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A8V2	498427429.0441808	500805737.537915	501415186.3905635	510451827.30106175	511195351.8287983	512470625.4338621	P0A8V2	P0A8V2		rpoB	0	0.0010825314865974026	-0.031823321586601526	False	0.0007303712720632989	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	79880318.26468973	74646183.07389046	71055942.37317973	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			3	0.0011610032627352798	-9.485633829804632	False	0.0007608034083992696	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	16472092.79702304	14998670.098955922	14698245.168996057	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			3	0.0012562633356402897	-7.196975679301138	False	0.0007912355447352405	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0ABP8	259937778.035536	260327925.46335843	257744796.05101764	273468487.66532373	269993238.3869028	273560028.3781414	P0ABP8	P0ABP8		deoD	0	0.0013878628177280787	-0.07058486773756639	False	0.0008216676810712112	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	5171687.275193465	5747592.067843587	5913192.083194936	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			3	0.0014733878286453722	-5.7412979584933455	False	0.000852099817407182	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	27014508.57277729	23902022.75264135	23609657.97793346	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			3	0.0019245568428233487	-7.887798435899631	False	0.0008825319537431529	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P28635	59804000.16473233	60164186.98473064	58747771.12866908	56029786.97098079	55029644.13689643	55492234.95837617	P28635	P28635		metQ	0	0.0023246233561035287	0.10169867847077714	False	0.0009129640900791236	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	4393126.826197306	3684343.498526578	4168860.622573433	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			3	0.002434545044274895	-5.282400519103442	False	0.0009433962264150943	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	142964.36492314268	55776.82422000002	115921.30907393667	6583526.180527325	5608922.158784737	5738271.82289695	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			3	0.0025447744667904623	-5.832484375884201	False	0.0009738283627510652	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P31467	2085777.4059922523	2062201.4999999984	2141691.008077107	2343024.963778766	2270530.9748082617	2338283.800627084	P31467	P31467		yieH	0	0.00266518085925672	-0.1444105185561107	False	0.001004260499087036	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	142964.36492314268	690254.9552267344	115921.30907393667	1731060.999670537	2390366.221028601	2167750.133046335	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			2	0.0027256372950597353	-2.7281775551136023	False	0.0010346926354230068	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A7D7	126495963.51559632	126085410.17386222	124485577.18852884	134130074.4071922	131612495.229502	131880372.5970566	P0A7D7	P0A7D7		purC	0	0.0030642195583317085	-0.0765802937453956	False	0.0010651247717589774	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P05055	272343117.8819821	269297359.5883249	269645056.1461555	282230957.65278256	285007032.76979333	287860330.9352715	P05055	P05055		pnp	0	0.003371922117604693	-0.07588055093266198	False	0.0010955569080949483	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1806560.0789275249	1804723.8642553173	3408818.475872526	9629219.261870217	10039319.36220404	9757371.232510963	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	0.0035905190371461632	-2.0675230406039073	False	0.001125989044430919	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	142964.36492314268	3342609.113061371	115921.30907393667	8935862.942265809	10634918.42607556	11151298.400459504	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			2	0.0038330970379615386	-3.0926081631804254	False	0.0011564211807668899	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P24178	3927229.3963340097	3934218.595716349	3820927.794502275	4391908.648113146	4224513.358451906	4253022.686778623	P24178	P24178		yffB	0	0.004711649578552428	-0.13961610596165333	False	0.0011868533171028608	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	9920091.483175237	20684419.596660737	25845051.377717447	58195822.73348172	64716131.98604985	63580584.92506735	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	0.0049813682672607195	-1.7240836149985916	False	0.0012172854534388314	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A9L8	2532533.636454388	2445314.000000003	2418185.9357695	2709967.8763774703	2869786.508925544	2810322.54852869	P0A9L8	P0A9L8		proC	0	0.005942412574038084	-0.18193226622630754	False	0.0012477175897748023	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	1434728.0772977257	1246766.210895366	115921.30907393667	5035148.277433125	5216068.902606875	5387593.88241407	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			1	0.0065005133755234095	-2.482964327771151	False	0.001278149726110773	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	181997.1842483581	200980.40619999976	212938.2030248824	1200904.6927216414	977712.2709671394	983540.6102793352	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.006641600025198681	-2.407728872033022	False	0.0013085818624467436	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P76002	3033393.1462924927	3119667.109807185	3088601.155013433	3370088.688299398	3292478.6847716747	3254356.982652118	P76002	P76002		pliG	0	0.00756731325541995	-0.10174051706037264	False	0.0013390139987827147	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P24186	29092022.70081832	29269084.25721197	29467210.338201437	27435692.30096053	27687002.00146468	28150434.71874899	P24186	P24186		folD	0	0.007586194583537177	0.07683512858484069	False	0.0013694461351186854	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08957	88416032.01080258	87562653.52448188	87825812.26895937	86719063.30116078	85998470.89349315	86132770.74368675	P08957	P08957		hsdM	0	0.008273577804730077	0.027351144642826914	False	0.0013998782714546563	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P10384	46167620.285210624	45883182.06202229	46572596.87205122	44743226.77514526	44630732.85077825	45241202.715574026	P10384	P10384		fadL	0	0.008291868142437351	0.042329884024661216	False	0.001430310407790627	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8R9	1057054.4790053284	1016216.2500000006	1046092.758653482	982725.3489158776	953568.9178338876	955274.4651703024	P0A8R9	P0A8R9		hdfR	0	0.009256889754023525	0.10939927926134806	False	0.0014607425441265978	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AF36	27343243.988284048	27326306.484089643	28005145.964730915	26027137.82119709	26553739.482709687	25900519.72042446	P0AF36	P0AF36		zapB	0	0.009871685109573572	0.07509512039729391	False	0.0014911746804625685	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P21165	75141798.09061404	76007246.09966035	73604465.81247883	80122673.4092485	78561107.20099135	78959249.26687562	P21165	P21165		pepQ	0	0.010098205779321983	-0.0804524410359562	False	0.0015216068167985392	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00579	46619447.11203154	45921251.24202168	45437327.06586116	49643494.29911628	48354077.72453231	48219616.573761865	P00579	P00579		rpoD	0	0.010134358616218673	-0.08367439803137186	False	0.0015520389531345103	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AD10	8698693.973503686	8918023.710905679	8569847.191812929	8013225.404727794	7730603.993858301	8167184.573211116	P0AD10	P0AD10		yecJ	0	0.010916402865255538	0.1311515106533184	False	0.001582471089470481	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00363	242059245.97096643	235918113.3447546	246201046.01203936	262215987.3242348	257208203.4356081	261091575.46554717	P00363	P00363		frdA	0	0.011553351237122405	-0.10808261763800818	False	0.0016129032258064518	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7X3	161080004.034309	158527668.65806735	156324335.89349502	172570072.57126507	180791628.294208	182456743.9135772	P0A7X3	P0A7X3		rpsI	0	0.011732911431672165	-0.17098875919091586	False	0.0016433353621424225	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P61320	9904181.397472078	9306107.603530642	9449358.267105412	10938503.977832535	10342620.595985409	10614026.464441009	P61320	P61320		lolB	0	0.01245138776177269	-0.15431625678544617	False	0.0016737674984783932	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P27838	7807205.618368539	7558910.272291993	7904500.050081083	8759692.545048209	8424384.726175277	8325414.95242043	P27838	P27838		cyaY	0	0.012557108790794492	-0.13252478444693436	False	0.001704199634814364	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEP3	135528301.03515092	128987866.0574177	134173944.85376252	141920012.34461376	146313961.85352242	143677515.6397372	P0AEP3	P0AEP3		galU	0	0.013843870146630525	-0.11546787106596651	False	0.0017346317711503347	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P31069	371276.2587320056	313984.7188000003	353070.90029292146	460288.7536160027	414352.53530725394	473381.3413660522	P31069	P31069		kch	0	0.013861967783179515	-0.376577076156041	False	0.0017650639074863058	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6Y1	19901244.9903094	20865032.01420165	21418109.531913698	23535992.41465491	22645287.026840232	23409765.023989767	P0A6Y1	P0A6Y1		ihfB	0	0.013874554095656666	-0.16234927130211915	False	0.0017954960438222765	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
