protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P76008	4561505.39464447	4621366.427807058	4477281.718446627	4607880.2268284885	4872507.467610715	4521298.749141875	P76008	P76008		ldcA	0	0.39992815366177986	-0.03562690442452946	False	0.023889227023737067	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76223	2709715.379308882	2631807.8834305927	2690002.855990623	2646431.72259186	2407787.4680149844	2694581.768337925	P76223	P76223		ynjB	0	0.4006984791282264	0.051701062387679686	False	0.02391965916007304	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P17993	12993003.069304336	13008213.135831302	12490454.648784038	12810682.669108674	13309018.996869044	13003350.872564692	P17993	P17993		ubiG	0	0.40106445850959194	-0.023472642280248333	False	0.023950091296409008	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69428	25795123.74055224	25033643.95425809	25181544.8024457	23591015.440882742	24733463.20617329	25713354.781900994	P69428	P69428		tatA	0	0.4012074586984931	0.03793248744924465	False	0.023980523432744982	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P45795	727272.4919717127	623207.7499999998	637894.6253480103	906286.3835450292	662093.8082778754	675548.2095322752	P45795	P45795		yrdB	0	0.40182113902207556	-0.17443687045064463	False	0.02401095556908095	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P39342	3291934.3901155964	3049943.576627277	3236005.832465474	3676836.417415842	3043993.122039207	3452932.1941976016	P39342	P39342		yjgR	0	0.40198897831430647	-0.08707437450851287	False	0.02404138770541692	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P61714	105583162.58391266	97448815.5286782	100451048.9139968	105152898.13910344	101574520.55227087	104473770.51769024	P61714	P61714		ribE	0	0.40215872764587385	-0.036231740619149314	False	0.024071819841752894	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFG0	59143094.76033545	58991499.878548846	59542024.383990936	57392859.21210043	61945312.37010896	69053400.79239343	P0AFG0	P0AFG0		nusG	0	0.40291575593387413	-0.0844805825112006	False	0.02410225197808886	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AEY5	2461014.690740981	2163424.0000000023	2074266.5911224647	2179154.2747328766	2072438.2026908572	2075658.5592583087	P0AEY5	P0AEY5		mdaB	0	0.40302756236768905	0.0823034434603616	False	0.024132684114424836	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06983	36352223.88685315	38846789.61693681	37157435.22314964	35251852.44797861	36752865.99538332	37553159.00220125	P06983	P06983		hemC	0	0.4030487301760009	0.03638970982808561	False	0.024163116250760806	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37665	18921104.094758704	19149852.986488804	18645095.80127591	18958018.961911187	17970366.384209782	18794616.140054207	P37665	P37665		yiaD	0	0.4034995836708649	0.025484162692715053	False	0.024193548387096774	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77718	20492198.18931848	19445867.796458334	19757148.239379376	21297651.895335447	20215503.70776136	19753538.96206611	P77718	P77718		thiI	0	0.4037850926448832	-0.037487742706508356	False	0.024223980523432748	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACY9	1045147.6761130096	1162769.7499999998	1165504.6769900706	1144366.2595171323	979924.1677790234	1075149.882124658	P0ACY9	P0ACY9		yebG	0	0.40427996766701013	0.07639329752306347	False	0.02425441265976872	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P33570	10047810.154005654	10312725.894463915	10357842.864481136	11908408.47011142	10384306.897494324	10156562.571103696	P33570	P33570		tktB	0	0.40460259077582467	-0.07908429235520684	False	0.02428484479610469	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6H5	142549009.41077605	143111621.6961542	141525103.29012975	142502429.76195732	145604114.04712194	142441664.14402407	P0A6H5	P0A6H5		hslU	0	0.4046310609810472	-0.011311313532179767	False	0.02431527693244066	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P21893	1701699.998003077	1768915.2006711888	1824917.2811793385	2545595.2223296803	1711427.04291681	1850067.6282465907	P21893	P21893		recJ	0	0.40472083697063055	-0.20570932280134105	False	0.024345709068776627	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77756	1968138.457934496	1645102.1250000007	1625229.2617997413	1714929.8996503695	1463000.7892195198	1676540.5334064192	P77756	P77756		queC	0	0.4054249578175785	0.10983130524139377	False	0.0243761412051126	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P21507	17095260.439079534	16898576.401408546	16449985.417870836	20535718.027421284	16914205.01778402	16823769.986802936	P21507	P21507		srmB	0	0.40628914400617605	-0.10557548310698259	False	0.02440657334144857	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7V0	526160272.9577296	530271748.7898334	535842411.6149026	524662776.9453947	529592826.4872218	528838906.3567975	P0A7V0	P0A7V0		rpsB	0	0.40712301360374054	0.008341624137609123	False	0.024437005477784542	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P60664	12337620.73932018	12385389.015543291	11570708.346439492	13686628.335359268	12298959.937027557	11995335.067395108	P60664	P60664		hisF	0	0.4071257286394652	-0.06555511778621376	False	0.024467437614120513	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P36879	2070015.459869949	2235108.726107473	2282151.93591672	2134538.452981913	2299590.614736419	2521365.412429737	P36879	P36879		yadG	0	0.40846218358420505	-0.07847105701159118	False	0.024497869750456484	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P30128	3306946.2741859	3326578.134893825	3392636.1045190725	3353026.2606468126	3578246.2684557885	3338633.064894878	P30128	P30128		greB	0	0.40861040616608335	-0.034653683544923805	False	0.024528301886792454	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ACN7	1239943.55877729	1174059.3152351775	1223030.0907263798	1351451.597809953	1190263.9624462868	1245232.7204601765	P0ACN7	P0ACN7		cytR	0	0.4093448470422961	-0.0582737162021723	False	0.024558734023128425	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A799	1713168718.9511273	1712361728.551354	1715127139.8312893	1714232386.905123	1713417666.3226728	1738924757.4769738	P0A799	P0A799		pgk	0	0.410564387788181	-0.0072552411721850795	False	0.0245891661594644	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06612	36498925.77287696	37751616.34466243	36534200.94783652	40372851.90931064	37986982.18995711	36203242.43884808	P06612	P06612		topA	0	0.4106088987650246	-0.04838292960309006	False	0.024619598295800366	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P23721	75997191.28880441	74935546.25392267	72959149.93379122	73899149.22684766	76212316.82347484	77721557.35753267	P23721	P23721		serC	0	0.41078143605489115	-0.02517462022131218	False	0.024650030432136337	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADC3	2042480.659863884	2165215.9999999977	2010532.099385608	1798627.5658055427	2068713.3882569305	2063309.7361549267	P0ADC3	P0ADC3		lolC	0	0.41115105973907634	0.06831329132693507	False	0.024680462568472308	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P09147	31791874.93618541	30992093.63970061	32491249.708285835	29204809.578005727	31703380.154844526	31694090.39137179	P09147	P09147		galE	0	0.41173792533992476	0.04105329132206066	False	0.02471089470480828	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P32662	2184984.6697080773	2013785.1778595129	1570932.3340327924	1972118.536940812	2121175.695738054	2255589.0442168554	P32662	P32662		gph	0	0.4117935919312166	-0.13800600219083087	False	0.024741326841144252	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75821	1489864.7291223302	1658481.375	1504951.4354622448	1863284.162647789	1501403.9252422825	1628292.504263645	P75821	P75821		ybjS	0	0.41191486756292195	-0.10164786052039876	False	0.02477175897748022	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8K1	9010993.705316313	8961053.472840337	8919082.657624522	9943583.705852352	8944609.04153035	9001191.100250024	P0A8K1	P0A8K1		psd	0	0.41242826920462666	-0.052585690077233495	False	0.02480219111381619	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9Q5	63578675.28033377	63939590.74443754	59035234.17191503	65975475.0256518	62021993.48388817	63936160.89412022	P0A9Q5	P0A9Q5		accD	0	0.41398960760078124	-0.0410180847634869	False	0.024832623250152164	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6G3	5610577.172436905	5489586.934265475	5423471.814398736	5543702.085204378	5492229.685696181	5769787.35136007	P0A6G3	P0A6G3		pncC	0	0.4143087338787066	-0.024421099795972744	False	0.02486305538648813	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A715	102334160.53552914	103603416.76335488	106663391.1312233	90520710.97657776	103844120.29307152	104301394.17096289	P0A715	P0A715		kdsA	0	0.41444868009078106	0.06578814753942644	False	0.024893487522824106	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADE4	11738821.912114574	11805299.575709818	11963118.3968227	11777960.227357838	11875114.916436626	11353315.267835183	P0ADE4	P0ADE4		tamA	0	0.41470728486654906	0.020494908566055434	False	0.024923919659160076	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P38489	29191229.85189823	29320234.797882836	29547507.721709765	28802874.227219224	30391589.55453969	30608180.7718216	P38489	P38489		nfnB	0	0.41516003644292154	-0.028287922358734823	False	0.024954351795496044	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08506	32479861.00990593	32242424.51664137	31545071.09303193	31527949.880606025	31764459.99158951	32073036.81017901	P08506	P08506		dacC	0	0.4161845160222806	0.013580040356135106	False	0.024984783931832018	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37692	7818709.009067698	7693328.100829153	7614081.370411202	8677593.958400922	7528097.755752473	7946295.098524843	P37692	P37692		rfaF	0	0.4163571513886046	-0.06261873186989073	False	0.025015216068167985	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P07118	222910657.7670114	217249195.12426317	220115425.0970977	218265508.1666565	223691024.8393568	226131733.99331048	P07118	P07118		valS	0	0.4167632807364852	-0.016971092776826215	False	0.02504564820450396	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFG8	669902859.8385388	671434650.4042271	673966584.2574306	669878813.3313701	674231749.030769	683815658.2558523	P0AFG8	P0AFG8		aceE	0	0.41676967417450644	-0.009007618410063282	False	0.02507608034083993	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0C037	10867910.59807816	10882283.000000007	10859006.34793732	91521.02583323244	11218022.528305134	10422671.298397666	P0C037	P0C037		yaiE	1	0.41816259803434297	0.5854438303638883	False	0.025106512477175897	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P77552	7380409.0607742015	7390050.691781995	7464262.852096694	6565183.206476991	7598416.006958989	7162797.155525983	P77552	P77552		ydhQ	0	0.41854866265958535	0.06017419940544909	False	0.02513694461351187	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABU9	6616305.130091033	6300401.737042802	7096631.471205055	6458715.594505122	6329091.825347154	6521912.886603626	P0ABU9	P0ABU9		tolQ	0	0.41917320410314246	0.05163456945010122	False	0.025167376749847842	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AF70	11042112.020148044	11664589.529892562	10579803.60641663	9763634.2640696	14065134.984565856	13594867.615418691	P0AF70	P0AF70		yjeI	0	0.4192443313029009	-0.16901236201550965	False	0.025197808886183812	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00370	9708471.8900764	9524207.000395415	9424062.08211596	9690918.849220226	9186305.34851052	9292503.996980896	P00370	P00370		gdhA	0	0.4196973664039979	0.02472890300278442	False	0.025228241022519783	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6T5	17646783.740005698	17932964.444732305	16761738.851905512	18646385.02202945	17063783.350372434	18238730.183884773	P0A6T5	P0A6T5		folE	0	0.41988994661020596	-0.04363859298927764	False	0.02525867315885575	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9A6	112819786.28647275	109792296.6342025	111922174.7266376	115245789.4827062	112048348.27141196	111322487.00530334	P0A9A6	P0A9A6		ftsZ	0	0.4202962523859825	-0.017498849508512566	False	0.025289105295191724	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFX0	1401312.0066074857	1490911.4675728094	1335596.9725950607	1577396.9127618978	1467078.317301801	1380054.90433833	P0AFX0	P0AFX0		hpf	0	0.4207268747391759	-0.065610147924378	False	0.025319537431527695	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AES9	11449409.853340376	11409127.89489754	12755130.991890509	9415680.409872657	11517239.706125984	12101605.25408316	P0AES9	P0AES9		hdeA	0	0.4207619489418455	0.10845644584217926	False	0.025349969567863666	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P36672	2749500.800702008	2780036.4190374305	2748176.204336398	2850276.454600506	2618624.2963803103	2494166.4466257454	P36672	P36672		treB	0	0.4208019610006757	0.05590807098919906	False	0.025380401704199636	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8I1	3932524.4886737354	3917630.540671012	3991836.168653211	4333663.666314531	3975441.436186167	3922495.697201834	P0A8I1	P0A8I1		yqgF	0	0.42109347640471345	-0.0467015410949117	False	0.025410833840535607	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P10100	7521654.342375594	7447437.422819556	7271141.680497288	9070744.913834484	7331740.14922341	7504095.107093962	P10100	P10100		rlpA	0	0.42138008969237833	-0.10423583621299372	False	0.025441265976871578	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAJ5	12085698.795003844	11747117.295041922	12170458.207503336	10222647.516034458	12210684.776955193	11756905.295236493	P0AAJ5	P0AAJ5		fdoH	0	0.4219367036193796	0.07454366950610807	False	0.02547169811320755	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P00959	83813407.86734219	82686164.19030629	79904223.65835325	81163904.13339765	84585493.77052847	85273757.20982893	P00959	P00959		metG	0	0.4220953975360469	-0.026795968612063587	False	0.025502130249543523	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AFW8	7264870.7929184735	7686209.360172579	7497942.060588953	7515018.267369607	7358177.796391452	7135231.257044373	P0AFW8	P0AFW8		rof	0	0.4223528815417771	0.028596551775975382	False	0.02553256238587949	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9X4	66747941.94837804	67790240.48265782	68873850.47130027	61973314.16610471	68241827.02789204	67299531.89687937	P0A9X4	P0A9X4		mreB	0	0.42339230753163715	0.04244519171272599	False	0.02556299452221546	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P26612	1233468.3292840854	1169224.2000403125	1179555.499139445	1016175.2040677968	1208513.9762322234	1177223.0392845718	P26612	P26612		amyA	0	0.42355678765813737	0.07451931516281565	False	0.025593426658551435	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7S9	243288678.44580668	256047483.4634773	246204688.71615097	247979681.17646432	253576601.45496777	256399658.7929681	P0A7S9	P0A7S9		rpsM	0	0.42595897118203646	-0.023826584980145244	False	0.025623858794887402	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P05100	1198137.3888990365	1188622.875000001	1153616.1666606497	1405625.4078479211	1101906.83492621	1297372.1999482273	P05100	P05100		tag	0	0.4261429938776642	-0.10395745896798303	False	0.025654290931223376	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P69801	1357744.082875693	1353930.1249999995	1248853.8371942516	1400678.5503101638	1143950.871885051	1165139.956001868	P69801	P69801		manY	0	0.4262341441375372	0.09436329029341554	False	0.025684723067559343	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64429	2952613.1112364014	3207893.575667569	3276618.927100985	3087172.5169935143	2963993.863311019	3086653.2403608127	P64429	P64429		ypfJ	0	0.42651056409052907	0.04649754220033198	False	0.025715155203895314	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08622	47872242.99201621	48213162.64134516	49542841.55920135	48810761.39305189	47246609.78472734	47751670.6030645	P08622	P08622		dnaJ	0	0.4278072981432957	0.018135833134917907	False	0.025745587340231288	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGE9	49469936.12954871	51572349.01725169	52852414.68626805	49289649.0789993	50454848.05957063	51099846.701007776	P0AGE9	P0AGE9		sucD	0	0.42932170562783084	0.028882944550269917	False	0.025776019476567255	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AE08	254365211.41331255	256473783.08065897	267179974.0713664	234234700.47198185	256711225.4638342	261514308.69300076	P0AE08	P0AE08		ahpC	0	0.43027793040604334	0.0481899878232786	False	0.02580645161290323	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAT9	25228423.50032367	25643359.22354079	25490727.981873997	27368040.84225881	25588713.265714	25304996.45021186	P0AAT9	P0AAT9		ybeL	0	0.4310685126827026	-0.03544284322429661	False	0.0258368837492392	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64423	363702.0005584853	463702.9374999996	397429.5732057142	555163.6240457408	414227.9586331713	406982.14068494266	P64423	P64423		zntB	0	0.4314075214548037	-0.1682854163765959	False	0.025867315885575167	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AG18	1775633.9696671774	1599026.5765031942	1766357.6923726746	1667338.9648946405	1651986.0096442923	1653368.3422490652	P0AG18	P0AG18		purE	0	0.4314436719303725	0.04802667239050222	False	0.02589774802191114	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P36929	5200345.421186702	5079812.718682014	4600689.853320833	5093908.410643072	4365003.470116243	4688873.655416284	P36929	P36929		rsmB	0	0.4318946832233884	0.07288048679386584	False	0.02592818015824711	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8I3	13893909.93138732	14057978.82014399	13886298.016284626	13697760.08697454	14084509.003951035	13638148.663262611	P0A8I3	P0A8I3		yaaA	0	0.4323365604631441	0.01447822350672959	False	0.025958612294583083	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ABK5	269702025.5328052	270239361.86624855	269167209.959628	253336170.02869907	268116586.02725068	271438819.0325658	P0ABK5	P0ABK5		cysK	0	0.433799488128038	0.029209755695406136	False	0.025989044430919053	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P62615	1581906.0723454226	1801471.3749999995	1692944.6271725718	1488515.509831759	1658166.0376171283	1695477.8515935086	P62615	P62615		ispE	0	0.43403302166049285	0.06813303373842614	False	0.02601947656725502	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8X0	33776164.178030014	33604243.27170584	32540966.44691932	36087853.96021514	33486531.95435225	33126516.371051703	P0A8X0	P0A8X0		yjgA	0	0.43409683230958784	-0.039583637674533954	False	0.026049908703590995	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P24252	1999150.138561928	1992492.818867818	1659317.096822527	1817771.1221296152	1819974.674387698	1679682.951822846	P24252	P24252		ybgA	0	0.43492734848986125	0.08776719432696617	False	0.026080340839926965	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04951	18246340.91858692	17496792.576114487	17090817.388093635	19901843.702139765	17915314.811091125	17331370.706785038	P04951	P04951		kdsB	0	0.4361386115422533	-0.06185711290583348	False	0.026110772976262936	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7R9	364568442.67887866	375375806.2885534	378215862.6124405	326757580.8711783	373452840.0841115	372863911.2390274	P0A7R9	P0A7R9		rpsK	0	0.43625427953250756	0.05937676986543455	False	0.026141205112598907	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A9G6	21577333.26282501	22327696.464929637	21873056.159743283	21635289.435953923	22167598.82799232	20574424.42077526	P0A9G6	P0A9G6		aceA	0	0.4363445286772019	0.03105467165247546	False	0.026171637248934874	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P75874	12252145.105328668	12115557.029671188	11486317.73246726	10553801.743860545	11834681.837163685	12054287.491758369	P75874	P75874		yccU	0	0.43636447346069657	0.05793366095277764	False	0.026202069385270848	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64451	2604470.7741554547	2613601.574662058	2793277.022520594	2314979.653498179	2600389.1291445927	2727884.051586661	P64451	P64451		ydcL	0	0.43642100670248735	0.06785850515347241	False	0.02623250152160682	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76461	9903283.828795472	10764172.626972962	11560933.965407029	9617283.383360565	10295828.60406472	10782688.818272348	P76461	P76461		atoB	0	0.43757760146930186	0.07029082984207104	False	0.026262933657942793	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AF20	2491444.9213692155	2374821.550558133	2324608.850614137	2354681.5430476083	2166513.0229253112	2427156.176138226	P0AF20	P0AF20		nagC	0	0.43765818440068455	0.0494968151406356	False	0.02629336579427876	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P25534	1931592.9679808735	1862113.0105701883	1933118.7049471592	1803014.1359374232	1793231.3830019278	1965532.2881824535	P25534	P25534		ubiH	0	0.4379097615597138	0.042189328402337495	False	0.02632379793061473	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P31455	2574201.911202637	2695081.018329751	2820503.139395427	2619748.986108912	2674502.89979425	2587730.648668862	P31455	P31455		yidR	0	0.4385191427693228	0.037542999023073585	False	0.0263542300669507	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7U3	203053238.9473703	205544652.3668837	202972712.86449724	191120713.4447268	226508695.720779	229211731.19006735	P0A7U3	P0A7U3		rpsS	0	0.43922447322781766	-0.08089237631884377	False	0.026384662203286672	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P27303	6087789.174200788	6240778.517338802	6387832.780553342	6735730.043722437	6111126.781841987	6406675.597617542	P27303	P27303		emrA	0	0.43944350735119314	-0.04082015639483347	False	0.026415094339622646	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A7A7	17006823.812270794	16714048.362043684	16235414.80081651	17576568.23432929	16509008.660703445	16872477.74151872	P0A7A7	P0A7A7		plsB	0	0.44008303031678797	-0.028643950704744407	False	0.026445526475958613	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A948	401793.4617790397	457009.9062000003	436029.701234074	91521.02583323244	421374.2728268342	451186.32280501415	P0A948	P0A948		rimJ	1	0.4401593604025692	0.4255389178790442	False	0.026475958612294584	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AGF2	4004672.388882839	3758261.7362008616	3385925.867162596	4400288.507080689	3672080.85378131	3815186.788704004	P0AGF2	P0AGF2		ygdK	0	0.4402465906130078	-0.09255595815871848	False	0.026506390748630558	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P25535	2419487.4905978823	2847861.499999997	2554855.10503721	3192565.0268943096	2590471.3200903973	2641252.6426018504	P25535	P25535		visC	0	0.44034965041719565	-0.10697974878021282	False	0.026536822884966525	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8G6	44504958.82745788	47358066.12888916	47555465.33154501	49929504.001664415	46192170.638398096	47136311.16324761	P0A8G6	P0A8G6		wrbA	0	0.4405149857526838	-0.0391936527195019	False	0.0265672550213025	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P03841	17271230.255881377	16532997.547259375	16579889.214776589	17256444.28562001	15732139.33741326	15988799.28167832	P03841	P03841		malM	0	0.4407924674998749	0.040853327391255065	False	0.026597687157638467	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6E1	1503580.9602776717	55776.82422000002	115921.30907393667	91521.02583323244	112396.0702368498	122648.55833283471	P0A6E1	P0A6E1		aroL	2	0.44211524307230543	2.3589564890443926	False	0.026628119293974437	False	True	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P09155	5084070.123298755	4840085.511388365	4676926.245635954	5008054.507111508	4849929.308663041	5107055.541419956	P09155	P09155		rnd	0	0.4433434979942372	-0.03552080219084304	False	0.02665855143031041	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04335	14000149.472028593	14208268.178044943	13387645.861106755	12018771.751830142	13618130.43121765	14121567.769822896	P04335	P04335		frsA	0	0.4435271009488047	0.06518476586882474	False	0.02668898356664638	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P64612	599575.301639243	615466.4999999997	578343.5056812398	592913.505505151	527500.719660659	603472.8982183998	P64612	P64612		yhcM	0	0.4443630967937748	0.05702017053284101	False	0.026719415702982353	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P42632	24564793.20068993	24447063.88602261	24393883.730859857	26009791.842252813	24123460.74916109	24832197.953916118	P42632	P42632		tdcE	0	0.4445714458677474	-0.03033295562439393	False	0.026749847839318323	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P26648	4949301.964115523	5077030.789739147	5372363.577332743	5281978.357872964	4618140.111243053	4906528.490020794	P26648	P26648		ftsP	0	0.4454558605844804	0.05656324415631211	False	0.02678027997565429	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04995	22958363.34292624	21663936.36460344	21856331.97572504	20614140.91797217	21997693.505837124	22223939.170602683	P04995	P04995		sbcB	0	0.44567988955366405	0.03610063776482223	False	0.026810712111990265	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P06988	1624254.7844402147	1487987.1057624829	1649661.492344423	1707563.8262085784	1395654.179035592	1307824.4193105272	P06988	P06988		hisD	0	0.44597220421525696	0.11041871303817735	False	0.026841144248326232	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76342	789203.3290640704	859770.0000000003	844800.5048285614	91521.02583323244	814458.9546016605	876581.2915637289	P76342	P76342		yedY	1	0.4462648298372035	0.48437896246149065	False	0.026871576384662206	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A8I5	16563327.199876124	17099989.64361015	16790623.73453587	15363021.995213298	16768198.169911444	16912789.0769937	P0A8I5	P0A8I5		trmB	0	0.4462961008747262	0.040890030734930735	False	0.026902008520998177	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
