Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ABX8	P0ABX8		fliL		2770800.0	2678890.0	2733430.0	2878130.0	2755630.0	2728050.0	0	0.25936633308485646	0.03645619428875841	False	0.022341733251382914	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8I1	P0A8I1		yqgF		1544650.0	1623630.0	1702780.0	1660820.0	1703580.0	1644640.0	0	0.2594089612491221	-0.052538063999793404	False	0.022372464658881375	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P45395	P45395		kdsD		2323240.0	2426870.0	2383910.0	2412360.0	2477720.0	2400110.0	0	0.2606076704338697	-0.030564948812671102	False	0.022403196066379843	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37631	P37631		yhiN		1276520.0	1193790.0	1221410.0	1206340.0	1237070.0	1307490.0	0	0.26120665817650385	0.05353764981571876	False	0.022433927473878304	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08312	P08312		pheS		13410200.0	13314200.0	13186200.0	13541500.0	13485600.0	13435800.0	0	0.2613652360895841	0.014413877140645319	False	0.02246465888137677	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ABC7	P0ABC7		hflK		15563700.0	15258800.0	15414600.0	15438900.0	15567600.0	15914700.0	0	0.26322567530109553	0.02094739378856605	False	0.02249539028887523	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77717	P77717		ybaY		1573210.0	1464880.0	1554960.0	1598200.0	1584330.0	1596800.0	0	0.2649393055550977	0.05050667276398152	False	0.022526121696373694	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31802	P31802		narP		3081660.0	2962940.0	2941650.0	3039530.0	3074250.0	3044580.0	0	0.2654666951567226	0.02972701266390887	False	0.02255685310387216	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P24203	P24203		yjiA		3318220.0	3246830.0	3168250.0	3227340.0	3287450.0	3423890.0	0	0.2662228989575171	0.03915292664238566	False	0.02258758451137062	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF18	P0AF18		nagA		3582130.0	3493690.0	3664970.0	3486760.0	3666260.0	3491200.0	0	0.26642877705682755	-0.03573423262276718	False	0.02261831591886909	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P18776	P18776		dmsB		2251740.0	2218460.0	2373700.0	2125370.0	2221710.0	2189260.0	0	0.2666226832320314	-0.05337837812239046	False	0.02264904732636755	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6Q6	P0A6Q6		fabZ		26267100.0	24978500.0	25069300.0	25452300.0	25889400.0	25680700.0	0	0.268428301662757	0.027528626257004144	False	0.02267977873386601	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEM6	P0AEM6		fliA		2758990.0	2714840.0	2647090.0	2678390.0	2582170.0	2687980.0	0	0.268741135483975	0.03254795053464336	False	0.022710510141364475	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFZ1	P0AFZ1		sseB		2401130.0	2348620.0	2322650.0	2384290.0	2407540.0	2406340.0	0	0.26967648432575236	0.022838023672619105	False	0.022741241548862937	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACB4	P0ACB4		hemG		2414780.0	2649720.0	2704870.0	2553970.0	2377830.0	2033660.0	0	0.2703669478881442	-0.14306846633082293	False	0.022771972956361405	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25522	P25522		mnmE		4471010.0	4362640.0	4439000.0	4445130.0	4301470.0	4376870.0	0	0.2706584758960471	0.020758544437761144	False	0.022802704363859866	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39451	P39451		adhP		1541050.0	1297020.0	1308130.0	1344740.0	1373680.0	1369780.0	0	0.270891363556692	0.09700812288766968	False	0.022833435771358327	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P07821	P07821		fhuC		514361.0	614799.0	563453.0	529880.0	564456.0	588795.0	0	0.2712582662652321	-0.09377426326476446	False	0.02286416717885679	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P16456	P16456		selD		6596740.0	6624510.0	6551820.0	6416670.0	6599150.0	6526940.0	0	0.2713132022814133	-0.017256404320760952	False	0.022894898586355256	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P36680	P36680		zapD		2460260.0	2416190.0	2445320.0	2555330.0	2508320.0	2502010.0	0	0.2718353698251332	0.02864081279422374	False	0.02292562999385372	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA43	P0AA43		rsuA		4728600.0	4752480.0	4763320.0	4611640.0	4769910.0	4751120.0	0	0.2718873803058704	-0.01976188276893867	False	0.022956361401352182	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG48	P0AG48		rplU		73277700.0	70206400.0	70753100.0	70217800.0	69685400.0	71182200.0	0	0.2720924156540344	0.027359349943361144	False	0.022987092808850643	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P40710	P40710		nlpE		1797000.0	1913860.0	1913490.0	1895800.0	1931140.0	1908070.0	0	0.27214622885265666	-0.04003961283124098	False	0.02301782421634911	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AFY8	P0AFY8		seqA		9200220.0	9421190.0	9337940.0	9428080.0	9689960.0	9329020.0	0	0.27264188548593443	-0.02515643582490136	False	0.023048555623847573	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P66948	P66948		yfgC		1478860.0	1435110.0	1605380.0	1412470.0	1454490.0	1154530.0	0	0.27337868725937214	-0.15186829782626324	False	0.023079287031346037	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AC59	P0AC59		grxB		6614040.0	7127150.0	6638000.0	6655550.0	6711300.0	6528720.0	0	0.27348438090536253	-0.04858833120109833	False	0.0231100184388445	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7A9	P0A7A9		ppa		87409800.0	88931600.0	88603000.0	86508000.0	86517500.0	86780700.0	0	0.2745294514601158	-0.01844033321641196	False	0.023140749846342963	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P18775	P18775		dmsA		9040900.0	8959920.0	9201640.0	8983350.0	9053700.0	8702280.0	0	0.27494628994324405	-0.026143279328315547	False	0.023171481253841428	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75818	P75818		ybjP		5974990.0	6023860.0	6018160.0	5821290.0	6268910.0	6086530.0	0	0.2751447634065527	-0.03413161554018874	False	0.02320221266133989	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09030	P09030		xthA		3544540.0	3543470.0	3451350.0	3516050.0	3524390.0	3601260.0	0	0.2757335340610018	0.019431428982994832	False	0.023232944068838357	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P08506	P08506		dacC		6105760.0	6010440.0	6085720.0	5954660.0	6146860.0	5864720.0	0	0.2764420079809037	-0.025360190206977627	False	0.023263675476336818	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA95	P0AA95		yacC		1198760.0	1046090.0	1074790.0	1106550.0	1153690.0	1129710.0	0	0.2775808634928081	0.06901302733140906	False	0.02329440688383528	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39280	P39280		epmB		2738810.0	2375800.0	2403520.0	2503530.0	2352200.0	2367830.0	0	0.277777816485188	0.09371907877155669	False	0.023325138291333744	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33590	P33590		nikA		3504550.0	3540250.0	3470930.0	3412600.0	3463310.0	3402980.0	0	0.27834066185930983	-0.021418857084297603	False	0.023355869698832205	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9I3	P0A9I3		gcvR		2397600.0	2434410.0	2440220.0	2414290.0	2398640.0	2288940.0	0	0.2784170850727324	-0.034616465508144525	False	0.023386601106330673	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P06987	P06987		hisB		1169610.0	1206070.0	1207430.0	1177220.0	1152740.0	1134270.0	0	0.27858674791694915	-0.034860538078444865	False	0.023417332513829135	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8X2	P0A8X2		yceI		986040.0	1082160.0	1077930.0	969744.0	1027710.0	1079780.0	0	0.27968349305693674	-0.07059652822360522	False	0.023448063921327596	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P11447	P11447		argH		1941660.0	1905320.0	1925830.0	2003100.0	2003320.0	2056900.0	0	0.281331772925902	0.040759982872187475	False	0.02347879532882606	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6E4	P0A6E4		argG		561632.0	821208.0	695521.0	726654.0	622341.0	544177.0	0	0.2814905368805238	-0.22319962613653754	False	0.023509526736324525	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P29745	P29745		pepT		6744070.0	6658880.0	6690880.0	6482240.0	6879360.0	6621400.0	0	0.28211615550584074	-0.02746100074513728	False	0.02354025814382299	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P61517	P61517		can		7588830.0	7928350.0	7690030.0	7494560.0	7867460.0	7879820.0	0	0.28279284757289697	-0.03246686553764411	False	0.02357098955132145	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76116	P76116		yncE		4158320.0	4137200.0	4147050.0	4182620.0	4041040.0	4131770.0	0	0.28291716473407935	0.017153367888612256	False	0.02360172095881992	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6F3	P0A6F3		glpK		4894910.0	4899650.0	4912300.0	4941030.0	4856770.0	4913310.0	0	0.282924372496095	0.00789860903702612	False	0.02363245236631838	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE82	P0AE82		cpxA		1736630.0	1661180.0	1653650.0	1636220.0	1649640.0	1735070.0	0	0.2860462080184743	0.04109622396339971	False	0.02366318377381684	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P32099	P32099		lplA		2091330.0	2024250.0	2115620.0	2122240.0	2039780.0	2087060.0	0	0.2881121968031018	0.027970961117591956	False	0.023693915181315306	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A705	P0A705		infB		23002200.0	22973600.0	23133800.0	22874300.0	23327000.0	23101400.0	0	0.28931194491314893	-0.00951638942690886	False	0.023724646588813767	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P37617	P37617		zntA		1661610.0	1595290.0	1623940.0	1662520.0	1564560.0	1580550.0	0	0.2896193143232456	0.036004953455493614	False	0.023755377996312235	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AF12	P0AF12		mtnN		24630300.0	23950900.0	24647300.0	25339900.0	24656000.0	24542300.0	0	0.29005268430942843	0.024570989951808432	False	0.023786109403810696	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21893	P21893		recJ		1022960.0	971538.0	1076820.0	988583.0	1042650.0	924816.0	0	0.29016269857984195	-0.07404902488777781	False	0.023816840811309158	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
Q2M7R5	Q2M7R5		yibT		2349750.0	2559330.0	2449770.0	2340630.0	2320090.0	2343260.0	0	0.29017531119028533	-0.059382268893020035	False	0.023847572218807626	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AEV4	P0AEV4		hycA		1263100.0	903131.0	761156.0	942423.0	1060460.0	999570.0	0	0.29055977157747076	0.2342439411106463	False	0.023878303626306087	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A972	P0A972		cspE		129475000.0	128121000.0	131317000.0	132654000.0	126174000.0	130162000.0	0	0.2905933583588006	0.024774289246984844	False	0.02390903503380455	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25714	P25714		yidC		6857270.0	6477310.0	6835820.0	6743600.0	6823190.0	7149270.0	0	0.2914792943672916	0.04332102162784302	False	0.023939766441303013	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9Z1	P0A9Z1		glnB		13940000.0	14208900.0	14000200.0	13819100.0	13736200.0	13308000.0	0	0.29149165204478916	-0.030526091377947942	False	0.023970497848801474	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A7F9	P0A7F9		queA		3263330.0	3479420.0	3473970.0	3591880.0	3740900.0	3360150.0	0	0.2917513771191806	-0.06610065728407097	False	0.024001229256299942	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P32173	P32173		mobA		764261.0	708612.0	655116.0	711237.0	656558.0	667832.0	0	0.2929130579443755	0.0852944518551707	False	0.024031960663798403	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A955	P0A955		eda		28423500.0	28684800.0	29307900.0	28674400.0	28563500.0	28488200.0	0	0.2940369184860918	-0.01626065499686717	False	0.024062692071296868	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77552	P77552		ydhQ		2881020.0	2829070.0	2917210.0	2930520.0	2713040.0	2896320.0	0	0.2942498536747373	0.04177651550456451	False	0.02409342347879533	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21367	P21367		ycaC		3615360.0	3616750.0	3718240.0	3568010.0	3557010.0	3331620.0	0	0.2945053002350841	-0.050821409460533394	False	0.024124154886293794	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P17952	P17952		murC		1943660.0	2051840.0	2010410.0	2006210.0	1987640.0	2000880.0	0	0.29538037302164216	-0.023837402053499882	False	0.02415488629379226	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P69874	P69874		potA		4176860.0	4037270.0	4236030.0	4284470.0	4157480.0	4216360.0	0	0.2973258318339383	0.02837507148069278	False	0.02418561770129072	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG40	P0AG40		ribF		2425010.0	2371520.0	2389130.0	2379730.0	2383730.0	2395210.0	0	0.2974538360060759	0.011178070288406734	False	0.024216349108789188	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P02943	P02943		lamB		1439130.0	1584870.0	1490900.0	1450080.0	1557450.0	1565130.0	0	0.298261446637879	-0.0568035044250054	False	0.02424708051628765	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGA2	P0AGA2		secY		4076470.0	3948320.0	3972140.0	4065810.0	4085360.0	4038660.0	0	0.29960502355725155	0.020891526640146995	False	0.02427781192378611	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGJ2	P0AGJ2		trmH		1590720.0	1541160.0	1557510.0	1560300.0	1587250.0	1666110.0	0	0.2996627328570668	0.03984153438119647	False	0.024308543331284575	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25534	P25534		ubiH		844356.0	853696.0	906781.0	865957.0	846905.0	802931.0	0	0.30134998224789916	-0.053051220392791344	False	0.024339274738783036	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8K1	P0A8K1		psd		4378460.0	4243280.0	4521370.0	4336630.0	4578100.0	4189250.0	0	0.3014933769760255	-0.04819968718155649	False	0.024370006146281504	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6D3	P0A6D3		aroA		5568570.0	5155270.0	5393120.0	5338140.0	5476120.0	5553250.0	0	0.302279892263181	0.03868058725205042	False	0.024400737553779965	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8Z7	P0A8Z7		yqiA		403294.0	391617.0	426383.0	395640.0	446187.0	399613.0	0	0.30293570193193803	-0.07692340026170766	False	0.024431468961278426	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76445	P76445		yeiU		2110210.0	2080280.0	2092050.0	2225260.0	1854400.0	2033650.0	0	0.3032650234689008	0.0797186209993674	False	0.02446220036877689	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77398	P77398		arnA		353854.0	455031.0	444447.0	420571.0	398818.0	422491.0	0	0.30408357251125023	-0.11729743557032409	False	0.024492931776275356	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A917	P0A917		ompX		16644300.0	16459000.0	16409800.0	17109600.0	17015900.0	16987500.0	0	0.3046012995785578	0.024565926827888575	False	0.02452366318377382	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AGL7	P0AGL7		rsmE		4075770.0	3936800.0	3962450.0	4092350.0	4073420.0	3991090.0	0	0.30548828380736903	0.022304577462870328	False	0.02455439459127228	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77808	P77808		yfaY		2161440.0	2164130.0	2118330.0	2311600.0	2140480.0	2157000.0	0	0.3056475288637712	0.04578375480609134	False	0.024585125998770743	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8W0	P0A8W0		nanR		2565710.0	2597730.0	2567170.0	2472870.0	2500880.0	2265470.0	0	0.30595288816560645	-0.06973595351933644	False	0.02461585740626921	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P42632	P42632		tdcE		5977870.0	5985100.0	6183820.0	6032220.0	5983990.0	5817540.0	0	0.3064441436150833	-0.02608591356393249	False	0.024646588813767672	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P33218	P33218		yebE		2623360.0	2561990.0	2639250.0	2489440.0	2638530.0	2561400.0	0	0.3093424826026612	-0.030794965749223756	False	0.024677320221266136	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ACL9	P0ACL9		pdhR		1635060.0	1572750.0	1601870.0	1632300.0	1670510.0	1765350.0	0	0.3095882998498578	0.054800092565383846	False	0.024708051628764598	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P62707	P62707		gpmA		44302900.0	44720900.0	44958400.0	44198800.0	45383900.0	45211400.0	0	0.3100370754409775	-0.014493829679450027	False	0.024738783036263062	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A998	P0A998		ftnA		31511000.0	31664900.0	31026400.0	33551300.0	30030000.0	30958800.0	0	0.3113211488065106	0.0504506695315271	False	0.024769514443761527	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P12281	P12281		moeA		5926000.0	6128050.0	5797850.0	5916070.0	6116430.0	5758060.0	0	0.3118245146634196	-0.035799576248443876	False	0.024800245851259988	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00393	P00393		ndh		5632340.0	5615500.0	5594280.0	5665360.0	5483670.0	5570160.0	0	0.3131651594914679	0.014994808440423982	False	0.024830977258758456	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6Z3	P0A6Z3		htpG		26023700.0	26912000.0	26288300.0	26545100.0	26702500.0	26481700.0	0	0.3132982545409543	-0.015471472030132058	False	0.024861708666256917	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P64599	P64599		yhbT		2891140.0	2870860.0	2935820.0	2885740.0	2972940.0	2884410.0	0	0.3168654171702748	-0.019576584438232184	False	0.02489244007375538	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0C0V0	P0C0V0		degP		13733200.0	13735600.0	13580900.0	14337700.0	13809500.0	13808200.0	0	0.3176642201636077	0.02617967930864375	False	0.024923171481253843	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA31	P0AA31		yedF		3556620.0	3788660.0	3785460.0	3841300.0	3788620.0	3625140.0	0	0.31768726376579504	-0.043785995403695724	False	0.024953902888752304	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P10121	P10121		ftsY		9941950.0	10056400.0	10108800.0	10033100.0	10276500.0	10155800.0	0	0.3177728879337635	-0.014807555251372177	False	0.024984634296250773	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00936	P00936		cyaA		841519.0	877112.0	919359.0	882127.0	839755.0	798818.0	0	0.31817456895307206	-0.06364037621172731	False	0.025015365703749234	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P32162	P32162		yiiS		2276530.0	2204540.0	2266780.0	2313390.0	2161410.0	2198420.0	0	0.3199466769493294	0.033456026378571035	False	0.025046097111247695	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AAV4	P0AAV4		ybgJ		646998.0	594859.0	650666.0	493979.0	619860.0	548370.0	0	0.32056301215924565	-0.14300772642982326	False	0.02507682851874616	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADK8	P0ADK8		yibL		11613400.0	11634700.0	11504600.0	11387100.0	11555500.0	11018000.0	0	0.322497486503278	-0.02839992152131735	False	0.025107559926244624	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P17854	P17854		cysH		6589280.0	6904160.0	6601860.0	6593930.0	6645700.0	6600170.0	0	0.32268840845399155	-0.026614049361926146	False	0.02513829133374309	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AE91	P0AE91		creA		3572270.0	3304840.0	3463600.0	3456340.0	3565090.0	3614930.0	0	0.3229868536069685	0.04264489314942271	False	0.02516902274124155	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P60560	P60560		guaC		4510050.0	4525790.0	4459530.0	4223080.0	4480170.0	4406560.0	0	0.3239047221497256	-0.03533549040930706	False	0.02519975414874001	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P75914	P75914		ycdX		5769840.0	5710130.0	5754710.0	5580260.0	5792960.0	5692220.0	0	0.32482365768434696	-0.01812681804769934	False	0.02523048555623848	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A905	P0A905		slyB		29580500.0	30093700.0	30375400.0	29639200.0	29045700.0	28262800.0	0	0.3258864837371398	-0.03313178214022701	False	0.02526121696373694	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P00805	P00805		ansB		20383300.0	20621400.0	20760600.0	20886000.0	20895600.0	20280500.0	0	0.3268432874424147	-0.01695917933889341	False	0.025291948371235405	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P39401	P39401		mdoB		1303160.0	1411360.0	1338750.0	1240930.0	1263430.0	1302340.0	0	0.3279321135862209	-0.06135522253713219	False	0.025322679778733866	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P13035	P13035		glpD		4401500.0	4466430.0	4451950.0	4455910.0	4412910.0	4312270.0	0	0.32831676483616856	-0.017596098245918176	False	0.02535341118623233	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P21889	P21889		aspS		10533800.0	10699200.0	10505800.0	10460000.0	10535700.0	10515900.0	0	0.3296341019891903	-0.010537926595416355	False	0.025384142593730796	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0ADA7	P0ADA7		osmB		2049150.0	2381350.0	2257290.0	2195620.0	2025960.0	2009670.0	0	0.33010903956186566	-0.09163757290473988	False	0.025414874001229257	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P31460	P31460		dgoR		1395540.0	1137630.0	1437360.0	1471530.0	1313570.0	1355650.0	0	0.3303957938657282	0.11893658856566947	False	0.025445605408727725	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9B6	P0A9B6		epd		1666490.0	1706560.0	1732180.0	1746650.0	1751560.0	1680210.0	0	0.3309027837016889	-0.02720307055710337	False	0.025476336816226186	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AB46	P0AB46		ymgD		2087010.0	2053240.0	2098520.0	2057450.0	2099730.0	2037760.0	0	0.3325032640501262	-0.016075092538379653	False	0.025507068223724647	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P68688	P68688		grxA		755541.0	713174.0	692018.0	759761.0	626396.0	657130.0	0	0.33475162773100225	0.09670316196800371	False	0.025537799631223112	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P77562	P77562		yaiW		1273350.0	1282680.0	1203310.0	1322030.0	1282720.0	1277520.0	0	0.33482870222383226	0.03934346607446089	False	0.025568531038721573	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P76372	P76372		wzzB		10371600.0	10112700.0	9781410.0	10221500.0	9592500.0	9718550.0	0	0.3354720576756597	0.039812417685175086	False	0.02559926244622004	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AG27	P0AG27		yibN		21186600.0	21155800.0	21232600.0	20264100.0	21044200.0	20946900.0	0	0.33760480085500977	-0.023733937376735667	False	0.025629993853718502	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0AA16	P0AA16		ompR		7898250.0	7784400.0	7750480.0	7717360.0	7738730.0	7864900.0	0	0.3399914414250404	0.012768737919073984	False	0.025660725261216964	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A6I0	P0A6I0		cmk		10439300.0	10246800.0	10425000.0	10036500.0	10342100.0	10034000.0	0	0.34049826059443833	-0.02364223366519166	False	0.025691456668715428	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A9F3	P0A9F3		cysB		4010230.0	3876140.0	3731030.0	3809460.0	3762720.0	3813320.0	0	0.34082499265059096	0.033006140637911144	False	0.025722188076213893	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A8U6	P0A8U6		metJ		7827770.0	7911620.0	8057790.0	7872210.0	7911230.0	7970900.0	0	0.3409183454921089	-0.01272815988528382	False	0.025752919483712357	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P22939	P22939		ispA		3639070.0	3517190.0	3599310.0	3326530.0	3712070.0	3508380.0	0	0.3414429303040593	-0.048032980924311235	False	0.02578365089121082	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P0A991	P0A991		fbaB		5120700.0	5379730.0	5379770.0	5235900.0	5073790.0	5094840.0	0	0.34224784874676484	-0.035219767644263794	False	0.02581438229870928	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P25536	P25536		yhdE		2468280.0	2485210.0	2507760.0	2601190.0	2505620.0	2582700.0	0	0.3427819077731075	0.029249581395984655	False	0.025845113706207748	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
P09152	P09152		narG		3250830.0	3331960.0	3382330.0	3327990.0	3282150.0	3299450.0	0	0.3464146722471767	-0.017156001973782545	False	0.02587584511370621	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.660964047443681
