Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				2250250.0	2250470.0	2392960.0	1382500.0	1366630.0	1272230.0	0	0.00015368857067249564	-0.7775908365267564	False	0.00033783783783783786	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				582978.0	591279.0	629704.0	356880.0	326657.0	308107.0	0	0.00018028942958032518	-0.8632739577367754	False	0.0003685503685503686	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P76403	P76403		yegQ		3140700.0	3121260.0	3165280.0	3386390.0	3348120.0	3387080.0	0	0.00021610724930253597	0.10252857871639218	False	0.0003992628992628993	True	False	Ecoli	False	True	False	True	umpire	manual	min	0.5
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				743660.0	764151.0	807537.0	446545.0	472118.0	418395.0	0	0.00022520835645793594	-0.7921669996395795	False	0.00042997542997543	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				1819130.0	1876890.0	1809870.0	1078040.0	947461.0	1025340.0	0	0.00025531557416700684	-0.8517687939273252	False	0.0004606879606879607	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4039090.0	4234610.0	3853450.0	1977900.0	1900250.0	2135190.0	0	0.0002899955448725078	-1.0120021053999622	False	0.0004914004914004914	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2870930.0	2848550.0	2864960.0	1527220.0	1565040.0	1458590.0	0	0.00031946365229682395	-0.9155879894866028	False	0.0005221130221130222	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1662830.0	1805310.0	1702620.0	978285.0	810612.0	949667.0	0	0.00033072706593555417	-0.9169567474985161	False	0.0005528255528255529	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P0A903	P0A903		bamC		21042500.0	20991600.0	20799600.0	22353700.0	22075600.0	22185200.0	0	0.00034112636607786873	0.08429770683493296	False	0.0005835380835380836	True	False	Ecoli	False	True	False	True	umpire	manual	min	0.5
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1802530.0	1733510.0	1883420.0	983099.0	915624.0	983133.0	0	0.0004142200687046105	-0.9111508582555347	False	0.0006142506142506142	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				1321530.0	1377200.0	1438570.0	820361.0	885303.0	855215.0	0	0.0006953034380378139	-0.6920504846411165	False	0.000644963144963145	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2386720.0	2554470.0	2461460.0	1519350.0	1466700.0	1528150.0	0	0.0007733230407880164	-0.7135714810204489	False	0.0006756756756756757	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P31142	P31142		sseA		6314470.0	6326680.0	6259760.0	6783930.0	6796670.0	6776090.0	0	0.0008601511328010268	0.10704730224440782	False	0.0007063882063882065	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A780	P0A780		nusB		13701100.0	13793000.0	13931700.0	12565100.0	12671100.0	12318100.0	0	0.001070539395153353	-0.14155145148433068	False	0.0007371007371007372	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P69913	P69913		csrA		13650300.0	13783000.0	13899000.0	12780300.0	12729000.0	12862300.0	0	0.0010803595994879046	-0.10723072397222434	False	0.0007678132678132678	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AAP3	P0AAP3		frmR		3180400.0	3125280.0	3166610.0	2890840.0	2802570.0	2836440.0	0	0.0010964800376030315	-0.1511928791047457	False	0.0007985257985257986	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A746	P0A746		msrB		1586840.0	1650930.0	1585310.0	1882390.0	1836290.0	1873660.0	0	0.0011810372266028361	0.213497335403532	False	0.0008292383292383292	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AFM2	P0AFM2		proX		1730610.0	1806610.0	1790140.0	2021460.0	2005560.0	2070610.0	0	0.00118796305559837	0.19482783596090864	False	0.00085995085995086	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				2121530.0	2191250.0	2027070.0	1300780.0	1244830.0	1295030.0	0	0.001189673233452284	-0.7231019667127571	False	0.0008906633906633907	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P0AEK2	P0AEK2		fabG		92327200.0	91802000.0	91869400.0	87798200.0	88581100.0	88716500.0	0	0.0011992099232891657	-0.05814713567263499	False	0.0009213759213759214	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P39353	P39353		yjhC		6827760.0	7226210.0	6942580.0	8707880.0	8244850.0	8502670.0	0	0.001219956119448679	0.27781944170589845	False	0.0009520884520884521	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1423250.0	1360180.0	1383170.0	857852.0	717946.0	788760.0	0	0.0012380412600512746	-0.8173000758002277	False	0.0009828009828009828	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				742792.0	790954.0	789769.0	357282.0	360400.0	357522.0	0	0.0013960351325149128	-1.111698548148988	False	0.0010135135135135136	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1160720.0	1180210.0	1276280.0	668660.0	698158.0	646272.0	0	0.0014313243026823914	-0.8454656844005931	False	0.0010442260442260444	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P0ABL5	P0ABL5		napC		749657.0	711418.0	763698.0	899662.0	960558.0	945877.0	0	0.0014422855333489884	0.3349067390489698	False	0.001074938574938575	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P52614	P52614		fliK		632164.0	691062.0	665259.0	1388170.0	1377310.0	1252120.0	0	0.0015011605581597381	1.0146642544088154	False	0.0011056511056511057	False	True	Ecoli	False	True	False	False	umpire	manual	min	0.5
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1574130.0	1662280.0	1708610.0	867792.0	834797.0	854022.0	0	0.0015123928097966202	-0.9517436912764337	False	0.0011363636363636365	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P66948	P66948		yfgC		1761900.0	1730560.0	1779000.0	1896110.0	1884940.0	1923240.0	0	0.0016509342973044447	0.11384473819481267	False	0.001167076167076167	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AD33	P0AD33		yfcZ		36019400.0	37351700.0	35674400.0	44432500.0	44389200.0	44928400.0	0	0.0017210119374593054	0.2946097349090859	False	0.001197788697788698	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P42632	P42632		tdcE		6362710.0	6351560.0	6335740.0	6063020.0	6014580.0	6083310.0	0	0.0018210851198424852	-0.06895526058189977	False	0.0012285012285012285	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6K3	P0A6K3		def		9803190.0	9757590.0	9775650.0	10070000.0	10158600.0	10146900.0	0	0.0018537984510195557	0.050214838906910024	False	0.0012592137592137595	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7T7	P0A7T7		rpsR		31495100.0	30839200.0	30583800.0	34021500.0	33563900.0	33339000.0	0	0.0019355639387368892	0.1192434507916275	False	0.00128992628992629	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AEW6	P0AEW6		gsk		2223180.0	2264810.0	2264980.0	2391880.0	2372500.0	2422500.0	0	0.0020031495756893947	0.08984344907828903	False	0.0013206388206388206	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A9H7	P0A9H7		cfa		3295680.0	3344640.0	3301830.0	3542210.0	3585340.0	3504080.0	0	0.002225945888878373	0.09673302729596092	False	0.0013513513513513514	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P36566	P36566		smtA		473821.0	459877.0	469835.0	504011.0	519497.0	509403.0	0	0.002240942645106945	0.12721095228813747	False	0.001382063882063882	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A9Y6	P0A9Y6		cspC		152586000.0	151205000.0	152762000.0	145274000.0	146948000.0	144618000.0	0	0.0022802437316562173	-0.06367738334789212	False	0.001412776412776413	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P06961	P06961		cca		969155.0	924869.0	970664.0	1131920.0	1153730.0	1142100.0	0	0.0023216185716614757	0.25888387138301017	False	0.0014434889434889436	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7R5	P0A7R5		rpsJ		158870000.0	158090000.0	160417000.0	151849000.0	152286000.0	153913000.0	0	0.002324999342721567	-0.05963026923921945	False	0.0014742014742014744	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P37902	P37902		gltI		2295940.0	2242400.0	2202350.0	2042200.0	1963920.0	1984880.0	0	0.0023982333308909536	-0.17009944464402627	False	0.001504914004914005	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P07012	P07012		prfB		9541690.0	9442110.0	9607330.0	9935860.0	9993180.0	10044100.0	0	0.002406872737125162	0.0681025888009018	False	0.0015356265356265355	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7U3	P0A7U3		rpsS		149966000.0	152038000.0	150104000.0	142591000.0	143620000.0	143479000.0	0	0.002479879957063952	-0.07337124395891047	False	0.0015663390663390665	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AB91	P0AB91		aroG		3474140.0	3534400.0	3462580.0	3316200.0	3291030.0	3245900.0	0	0.0025039006407402975	-0.08776176541555115	False	0.0015970515970515971	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P27838	P27838		cyaY		1884150.0	1957470.0	1855300.0	2331540.0	2460140.0	2300070.0	0	0.002649348604550616	0.3159595318638079	False	0.001627764127764128	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P45795	P45795		yrdB		3271670.0	3249890.0	3576790.0	1500690.0	1553320.0	1509830.0	0	0.0027095774881087478	-1.14579946658012	False	0.0016584766584766585	False	True	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AGK4	P0AGK4		yhbY		15326800.0	15574300.0	15541600.0	14087200.0	14065900.0	14471900.0	0	0.002730512909151679	-0.12375201324711729	False	0.0016891891891891893	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P08660	P08660		lysC		2533480.0	2587210.0	2596440.0	2368430.0	2410700.0	2408660.0	0	0.002757885114921435	-0.10251614969442627	False	0.00171990171990172	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				6770260.0	6628470.0	7174200.0	4159970.0	4117600.0	4214780.0	0	0.0029343062529803184	-0.7197023821198183	False	0.0017506142506142507	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P33599	P33599		nuoC		16000700.0	16076100.0	15983900.0	16355700.0	16250300.0	16278100.0	0	0.0030521770818767507	0.024507630385040505	False	0.0017813267813267814	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				567420.0	599143.0	534972.0	343165.0	341907.0	323265.0	0	0.0030918269955921263	-0.7548589395373165	False	0.0018120393120393122	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P06710	P06710		dnaX		1465610.0	1520730.0	1442950.0	1717110.0	1726810.0	1689090.0	0	0.003154829195298207	0.21272961292819725	False	0.0018427518427518428	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P16700	P16700		cysP		6673470.0	6691600.0	6698840.0	6957010.0	6928900.0	6886550.0	0	0.003468765765602956	0.0500692971293253	False	0.0018734643734643736	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2935650.0	2925090.0	2696100.0	1782380.0	1724960.0	1734020.0	0	0.0034846371318382704	-0.7071369115009396	False	0.0019041769041769042	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P46887	P46887		yecH		203738.0	170409.0	185871.0	250281.0	271131.0	278338.0	0	0.0035469654132958264	0.5140758885753611	False	0.0019348894348894352	False	True	Ecoli	False	True	False	False	umpire	manual	min	0.5
P08191	P08191		fimH		2933230.0	2859760.0	2857230.0	3103510.0	3045220.0	3115000.0	0	0.003674645027911153	0.09885638015070075	False	0.0019656019656019656	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A917	P0A917		ompX		15199100.0	15272000.0	15559800.0	16306400.0	16334000.0	16487400.0	0	0.003701554340354692	0.09393698444278002	False	0.0019963144963144963	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				956115.0	994912.0	1059190.0	562936.0	568879.0	582211.0	0	0.003744263203277662	-0.8124784976765206	False	0.002027027027027027	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P0AEQ6	P0AEQ6		glnP		4483810.0	4494020.0	4353130.0	3957640.0	4129120.0	4027060.0	0	0.003935899484699919	-0.13812679713600157	False	0.002057739557739558	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A9P6	P0A9P6		deaD		10283400.0	10088100.0	10224600.0	9758560.0	9641200.0	9707810.0	0	0.003940057022892686	-0.07195336495558781	False	0.0020884520884520887	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AG55	P0AG55		rplF		197033000.0	194225000.0	194739000.0	187615000.0	187656000.0	186382000.0	0	0.003990678110031163	-0.06121419782390842	False	0.002119164619164619	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P29131	P29131		ftsN		2451090.0	2480360.0	2478400.0	2641530.0	2593710.0	2652340.0	0	0.0042241452484066315	0.09013839486159715	False	0.00214987714987715	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AFK9	P0AFK9		potD		3626870.0	3588220.0	3568840.0	3754010.0	3719130.0	3720770.0	0	0.0042391375596473975	0.05383101657328116	False	0.0021805896805896807	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7M6	P0A7M6		rpmC		25886100.0	26623400.0	25286900.0	23133600.0	21808600.0	22969100.0	0	0.00448523828860624	-0.19605174702514655	False	0.0022113022113022115	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P18843	P18843		nadE		10982000.0	11041600.0	10890800.0	11376500.0	11335000.0	11405700.0	0	0.004536189707028029	0.05178035051446239	False	0.0022420147420147423	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P39401	P39401		mdoB		1079060.0	1096280.0	1053810.0	1159560.0	1187230.0	1173380.0	0	0.00462169929807877	0.1244906444269768	False	0.002272727272727273	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0AFD1	P0AFD1		nuoE		6668610.0	6838460.0	6796290.0	7203910.0	7348880.0	7143740.0	0	0.004688435524216993	0.09574582742935715	False	0.0023034398034398034	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4005860.0	3963310.0	3967300.0	2478790.0	2358970.0	2069040.0	0	0.004794471695226169	-0.7892868948318764	False	0.002334152334152334	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P60240	P60240		rapA		4494400.0	4432560.0	4523060.0	4263610.0	4233790.0	4323530.0	0	0.0050406653669357255	-0.06910740260641735	False	0.002364864864864865	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ABZ4	P0ABZ4		kdsC		5176300.0	5156780.0	4950490.0	4484670.0	4521340.0	4665280.0	0	0.005047019133899827	-0.16083219380829752	False	0.002395577395577396	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A817	P0A817		metK		17590700.0	17564300.0	17862500.0	16660200.0	16587300.0	16993000.0	0	0.00510962932657839	-0.07761782042870101	False	0.0024262899262899266	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A6I3	P0A6I3		coaA		3657330.0	3641790.0	3590240.0	3403240.0	3465060.0	3362990.0	0	0.0054166954842822836	-0.08993110804233787	False	0.002457002457002457	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A7Q1	P0A7Q1		rpmI		16676100.0	14669400.0	15590700.0	20894500.0	20292200.0	21148500.0	0	0.005426501082703994	0.4093460227262759	False	0.0024877149877149877	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0A9T4	P0A9T4		tas		9868740.0	9685420.0	9821400.0	9381220.0	9172320.0	9371370.0	0	0.005934338471323034	-0.07306372369566169	False	0.002518427518427519	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P25524	P25524		codA		2401310.0	2392260.0	2403220.0	2438650.0	2449590.0	2430550.0	0	0.005996893824040313	0.024251588925319652	False	0.0025491400491400493	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				588381.0	517778.0	697621.0	170218.0	277089.0	199654.0	0	0.00603324036730684	-1.4792727378059933	False	0.00257985257985258	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				2767920.0	2783630.0	2819530.0	1927220.0	1649700.0	1872790.0	0	0.006175028058912384	-0.6192343043775247	False	0.0026105651105651105	False	True	Human	True	False	False	False	umpire	manual	min	0.5
P22525	P22525		ycbB		1705650.0	1715230.0	1774070.0	1969350.0	1925610.0	1874790.0	0	0.0061796913086103415	0.151398945422304	False	0.0026412776412776413	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P76539	P76539		ypeA		1779990.0	1809490.0	1774410.0	2203890.0	2245860.0	2112520.0	0	0.006329798208380389	0.2909153022835962	False	0.0026719901719901725	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
P0ADY7	P0ADY7		rplP		45345700.0	45003600.0	44241800.0	47436900.0	47733000.0	47187300.0	0	0.006411818836963824	0.08093244897147123	False	0.002702702702702703	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.5
