protein	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	68337423.24281242	67985369.52221088	66983146.87599355	8345052.336428993	8035745.524039225	7888411.182647425	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	8.186388472399039e-06	3.0664533689977445	True	0.0003428927680798005	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	109667824.65978935	107482944.11754872	107016320.78951538	10942373.925132826	10664616.050808946	11606029.400774486	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	1.2555999959583445e-05	3.286916842980881	True	0.00037406483790523696	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	41621923.31866582	41931826.855244815	42684992.71047213	6732577.333712534	8062284.00412806	6056699.161353806	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	1.260061467798114e-05	2.597927481899159	True	0.00040523690773067335	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	57108758.36982159	56447020.602700174	54568584.590819456	8721070.572514202	8625574.431950415	7509222.352186718	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	1.3477999629282809e-05	2.7578704535786254	True	0.0004364089775561098	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	39133222.51164574	38760623.430917	38022981.423332565	4035152.440735774	4159721.7354032416	4400462.778472843	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	1.88647934572379e-05	3.2021283909472946	True	0.0004675810473815461	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	84269528.34320341	84909156.31293331	87352552.10001862	9612122.607202535	10624555.847071717	9603795.42564225	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	2.769217512405483e-05	3.1037921560616253	True	0.0004987531172069826	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	124460721.23272322	125279815.9574196	127724670.9908336	14693538.412828986	14588304.59005852	15393600.997756902	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	2.888093789848804e-05	3.0787897016387373	True	0.0005299251870324191	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	29747309.093463413	28750145.51896574	29094285.930177946	3286561.1936840853	2994582.284295344	3164724.347942709	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	3.92326742944768e-05	3.2130395839977064	False	0.0005610972568578554	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	121749390.7827096	117863901.71346854	119429021.85623358	14014394.17068921	14941895.83356872	14243098.748812675	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	4.816546110491106e-05	3.0550710762369846	False	0.0005922693266832918	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	83328598.4793008	86897731.65476832	84672881.84857766	9508373.799694572	8547337.755910259	9577883.752697274	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	5.0021162463695343e-05	3.2054317299261177	False	0.0006234413965087282	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	9073263.000000006	9280419.186821362	9358247.662026867	120884.88254716678	116543.0788190749	161970.87042902474	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			3	5.6584711013403616e-05	6.116533259819184	False	0.0006546134663341646	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	358358073.1191661	369463949.4798303	364785934.2081795	49768910.14259385	49262935.45920259	51413526.66353485	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	5.820528646830852e-05	2.860464199636689	False	0.000685785536159601	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	67030094.28637187	67954209.204196	65053101.8865598	8187899.604649162	9017116.765962292	8984530.686675793	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	6.0717427217669215e-05	2.9332067836221642	False	0.0007169576059850375	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	352404286.16098547	357498722.9403216	347163433.11675704	41820872.008454174	40669856.51543489	42324404.68307088	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	6.178619355095374e-05	3.082201291152916	False	0.0007481296758104739	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	38990388.30739921	37567432.10551674	39009218.22840924	4553551.429813004	4400551.344186568	4130214.745552179	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	8.077388308959381e-05	3.142819399199501	False	0.0007793017456359103	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	432923909.86865175	427114954.3494589	443117848.53788567	48974123.3996496	48648444.37198605	49278617.95322912	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.00014413529794560272	3.1490926415683904	False	0.0008104738154613467	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
Q7DFV3	1819354.625000002	1833203.651183752	1930508.043776977	1149893.80042765	1160598.6409858626	1246874.0703296848	Q7DFV3	Q7DFV3		ymgG	0	0.0001459144628509	0.6502480722472548	False	0.0008416458852867831	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	104681180.81658822	106880108.60600096	102093511.8930238	11752450.773127072	11520194.705362791	12344269.192330709	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.00014764733723210673	3.1385431941358095	False	0.0008728179551122196	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	29386530.83229184	29895912.095757023	27795832.62535906	4129629.644045779	4335368.479450074	3545936.197447831	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			0	0.00014996038850324407	2.8579644560325113	False	0.000903990024937656	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	32232675.40446094	33538316.265696157	31400795.646185536	3662588.8165682335	4301270.595480964	4149840.595493562	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.00016444062465896902	3.003897916118915	False	0.0009351620947630922	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	120869007.43407792	126926120.81931745	120340551.55942482	15071222.719799332	13923700.775626495	13443840.740833992	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.00020322808986322947	3.116783030402789	False	0.0009663341645885287	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	112848544.66101313	116667789.30474515	108237815.38709478	16082013.002352454	17259348.931757286	14710864.518127209	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.00024038274642788335	2.813298309848969	False	0.0009975062344139652	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A698	20808285.661693413	21025883.94215418	20977769.44290171	19876646.951395128	19642995.341439787	19690539.07608236	P0A698	P0A698		uvrA	0	0.0002549972725818228	0.08519353405013363	False	0.0010286783042394016	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A780	37642061.66633216	37198981.61314315	37636350.34955759	35243918.906664945	35049476.73418207	34844085.035414964	P0A780	P0A780		nusB	0	0.0002698544235263991	0.0973579988948002	False	0.0010598503740648381	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	105088495.88181624	104831468.56211115	97949054.3038561	13940157.699881088	15687578.365343245	16219913.341559704	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	0.00028912929252902656	2.7473970200936604	False	0.0010910224438902742	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	211324064.076814	214637756.40604827	222860499.50132653	23190624.19950595	22461072.37156072	22660931.467744265	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.0002985087314120124	3.247599250269418	False	0.0011221945137157108	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	5032183.398206775	5129055.529634563	5261894.048286906	1095546.9445164048	931632.1112571764	552661.6301313041	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			0	0.00032054768669788765	2.579741974595828	False	0.0011533665835411471	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	61454426.13381583	63724919.56747447	66001145.851211175	7479389.433523721	6883729.561957016	6585927.309633618	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	0.0003403157726358911	3.189978842723229	False	0.0011845386533665837	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P76170	5403856.384490933	5499820.857189241	5445915.175020933	4988115.99204466	4922206.428736922	5026541.260806879	P76170	P76170		ynfB	0	0.00035108241607067044	0.13037741602747852	False	0.00121571072319202	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P60438	378317817.2600084	373816532.8056607	367509262.1681864	424123754.8775251	413639223.5238465	422181169.3164224	P60438	P60438		rplC	0	0.0004833852264760137	-0.17032019284922295	False	0.0012468827930174563	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AF12	22949214.908020597	22313671.70701052	22616174.385002594	25888783.352057047	26039436.565397207	26201477.841668632	P0AF12	P0AF12		mtnN	0	0.0005506420209524618	-0.20290442560292435	False	0.0012780548628428929	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	41487151.13622013	39627365.73665954	43756060.597656496	6140438.242468874	6840813.327974053	5792859.890264958	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	0.0005982272448276372	2.7336170483887576	False	0.0013092269326683292	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	94666728.83734672	96707968.37253451	89780686.54024866	11311389.703524169	11656585.179733898	11269974.96498164	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	0.0005987304577012558	3.0376994512649187	False	0.0013403990024937655	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	7231147.254946632	7788604.992416897	8058474.47507089	1932992.052482912	2134869.5589582925	1839786.6565842477	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.0006173817733111611	1.965876536885865	False	0.001371571072319202	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P60716	46721193.12648531	47437381.64514464	47568623.80603902	43274076.57842491	43744601.14804066	43896572.74990971	P60716	P60716		lipA	0	0.0006299926765969435	0.11448348112038344	False	0.0014027431421446384	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	65711197.347926974	70996460.84810533	71230026.55870962	8404879.833817618	8259511.89766435	9033451.130659867	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.0007336273869454262	3.016432076585825	False	0.001433915211970075	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	20477307.18060585	20415430.15845564	19860397.06247292	4375745.799604611	3708606.3928628513	2108889.8116448624	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	0.0007462891262578614	2.575345862971199	False	0.0014650872817955113	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	19328580.54712293	21362963.157289933	20767673.91716752	2752234.833093045	2344995.235338272	2449413.938760319	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	0.0007554108011999768	3.02572227584538	False	0.0014962593516209479	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	117621863.7803881	126231168.72369345	113440031.05318336	17887924.73345758	15285417.86977176	15264234.469831577	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.0008077245059265264	2.882909299913556	False	0.0015274314214463842	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P76502	7605743.606766589	7560135.412321934	7420111.248877392	6898713.161784447	6753046.444769217	6853170.507910202	P76502	P76502		sixA	0	0.0008134390251799964	0.13945734254657677	False	0.0015586034912718205	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0AED0	47373851.93402068	47331172.45402453	45762971.56433322	52410022.65364492	54250411.4904882	53448659.70099433	P0AED0	P0AED0		uspA	0	0.0009559826677276029	-0.18881378599072773	False	0.001589775561097257	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0ADE6	878296.7931678643	857855.5584528696	873103.4516901007	933980.2598169432	949572.3506472808	938771.394636673	P0ADE6	P0ADE6		ygaU	0	0.0010698932394418391	-0.11324523159520306	False	0.0016209476309226934	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P0A7L0	411729434.3114074	412128948.01973313	402938380.6672664	462046848.2250838	449786004.03295815	450287118.4616256	P0A7L0	P0A7L0		rplA	0	0.001186263545742413	-0.150957511377526	False	0.00165211970074813	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
