Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A9K9	P0A9K9		slyD		98376200.0	98906300.0	93985700.0	97459400.0	96006500.0	105316000.0	0	0.13814114692352705	0.07408577500417414	False	0.01079136690647482	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P37329	P37329		modA		4263240.0	4185510.0	4189210.0	4127500.0	4139530.0	4187480.0	0	0.13845955864951096	0.02069745498557878	False	0.010821342925659472	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACY3	P0ACY3		yeaG		1965430.0	1923820.0	2128290.0	1975510.0	2138560.0	1993860.0	0	0.1387931418042647	-0.08551254916652234	False	0.010851318944844125	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P17445	P17445		betB		743166.0	674356.0	759583.0	766046.0	726273.0	658414.0	0	0.13887855546846287	-0.11738207761140121	False	0.010881294964028778	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7P5	P0A7P5		rpmH		28430600.0	28320500.0	27612700.0	26297000.0	26008800.0	26952900.0	0	0.1394796070699561	0.06676706186118575	False	0.010911270983213428	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P39301	P39301		ulaA		580460.0	697453.0	744507.0	672172.0	716802.0	622728.0	0	0.13978679200061897	-0.1667232062621039	False	0.010941247002398081	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEE1	P0AEE1		dcrB		7453830.0	7512080.0	7336930.0	7473120.0	7097540.0	7837550.0	0	0.13990054332650978	0.05782195734950735	False	0.010971223021582734	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7E9	P0A7E9		pyrH		7561030.0	7753880.0	7220550.0	7448870.0	7510050.0	8251520.0	0	0.14042247769954258	0.08750833476191643	False	0.011001199040767387	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
Q46927	Q46927		ygdL		584611.0	627010.0	498748.0	501034.0	584352.0	564937.0	0	0.14047126963200623	0.16539041325346956	False	0.011031175059952039	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P24182	P24182		accC		27215900.0	27052200.0	27486600.0	27722000.0	27230900.0	27212000.0	0	0.14078012631474293	-0.01688800396552703	False	0.01106115107913669	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AAZ7	P0AAZ7		ycaR		5800730.0	5957240.0	5725260.0	5536780.0	5617930.0	5677280.0	0	0.14099737078720095	0.04669471072067028	False	0.011091127098321343	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEP3	P0AEP3		galU		62552100.0	62168300.0	59422000.0	62521600.0	60707300.0	64037700.0	0	0.14127145125385052	0.04744969229051431	False	0.011121103117505996	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8T1	P0A8T1		prmA		8808080.0	8661310.0	8601960.0	8127040.0	8267340.0	8487490.0	0	0.14150582065343797	0.05440011388652534	False	0.011151079136690648	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7I0	P0A7I0		prfA		3976310.0	4007520.0	4020890.0	4031200.0	4081660.0	4020760.0	0	0.141965271822177	-0.015439360774907653	False	0.011181055155875301	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77454	P77454		glsA1		1449310.0	1518770.0	1568630.0	1613110.0	1478170.0	1416480.0	0	0.1445597512769715	-0.08787001900929577	False	0.011211031175059952	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABV2	P0ABV2		exbD		2237670.0	2102260.0	2217680.0	2236950.0	2292770.0	2138650.0	0	0.14456362822672467	-0.05865405802500083	False	0.011241007194244604	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABF6	P0ABF6		cdd		6730280.0	6718550.0	6776970.0	6722510.0	6833480.0	6671300.0	0	0.1447556379839449	-0.015180626182646267	False	0.011270983213429257	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P25552	P25552		gppA		2478950.0	2418840.0	2709500.0	2552830.0	2499810.0	2439820.0	0	0.1454366941883256	-0.08114422798801964	False	0.01130095923261391	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P29018	P29018		cydD		681830.0	656733.0	678182.0	704182.0	737504.0	581453.0	0	0.1456629945897507	-0.14285610045501707	False	0.011330935251798563	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AA04	P0AA04		ptsH		56301100.0	57166800.0	55266600.0	54350400.0	54218300.0	54838700.0	0	0.14633303749639429	0.03884551788283893	False	0.011360911270983213	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AE70	P0AE70		mazF		3068380.0	3286970.0	3318900.0	3296430.0	3322960.0	3026430.0	0	0.1471108629143366	-0.08313596999149393	False	0.011390887290167866	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76002	P76002		pliG		1269040.0	1235720.0	1098010.0	1189470.0	1244880.0	1308450.0	0	0.1472975016262109	0.11037360238392734	False	0.01142086330935252	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P09394	P09394		glpQ		5818400.0	5794040.0	5721540.0	5695320.0	5701020.0	6037020.0	0	0.1474047221744485	0.044120004521420335	False	0.01145083932853717	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P36928	P36928		yegD		1074920.0	1116240.0	1163650.0	1091080.0	1213820.0	964980.0	0	0.14824648941793714	-0.13617147972437438	False	0.011480815347721824	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P15288	P15288		pepD		18433000.0	18243000.0	18182900.0	18082100.0	17745400.0	18200700.0	0	0.14825689260735694	0.02295649502345629	False	0.011510791366906477	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A796	P0A796		pfkA		24939300.0	24895900.0	24015900.0	24826300.0	23984800.0	24879200.0	0	0.14923240075397215	0.03691290940493084	False	0.011540767386091126	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P37626	P37626		yhiI		1080180.0	1123260.0	1159200.0	1106720.0	1130690.0	1049540.0	0	0.14961908448324918	-0.06233362453915018	False	0.01157074340527578	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P10903	P10903		narK		2453680.0	2168500.0	2695270.0	2358890.0	2511160.0	2252920.0	0	0.15016850699147155	-0.13802040921974235	False	0.011600719424460433	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACI0	P0ACI0		rob		3951740.0	3984870.0	4087710.0	4083300.0	3954760.0	3798480.0	0	0.15028853232196612	-0.047247456588712974	False	0.011630695443645086	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AFC3	P0AFC3		nuoA		2429040.0	2621630.0	2362200.0	2484690.0	2321610.0	2514080.0	0	0.15088610141697822	0.0776211367115028	False	0.011660671462829737	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABK2	P0ABK2		cydB		5634850.0	5934380.0	5202200.0	5887220.0	4941390.0	6384080.0	0	0.15106332846811296	0.16340253069568914	False	0.011690647482014389	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P32680	P32680		yjaG		1647910.0	1722310.0	1755300.0	1749110.0	1725310.0	1710030.0	0	0.15119142587992976	-0.04183421240698796	False	0.011720623501199042	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEV9	P0AEV9		hycI		274862.0	375612.0	270918.0	306549.0	201805.0	430284.0	0	0.15122056715290655	0.4718446304571783	False	0.011750599520383693	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7K2	P0A7K2		rplL		189340000.0	188077000.0	183487000.0	184777000.0	186658000.0	185420000.0	0	0.15219573421618307	0.020432172073015297	False	0.011780575539568346	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A8Q0	P0A8Q0		frdC		1760850.0	1776810.0	1700870.0	1763560.0	1698630.0	1766380.0	0	0.1524400542231424	0.03886529168453217	False	0.011810551558753	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A9D2	P0A9D2		gstA		7283510.0	7231130.0	7258710.0	7058020.0	7078800.0	7296190.0	0	0.15277937415262613	0.027735254879868665	False	0.011840527577937649	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P37634	P37634		rlmJ		30484400.0	29605300.0	29813100.0	28786700.0	29511500.0	30131000.0	0	0.15379650982059534	0.03413142745328619	False	0.011870503597122302	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A7I7	P0A7I7		ribA		9158820.0	9135990.0	9398900.0	9108250.0	9446580.0	8737710.0	0	0.15478853548469337	-0.0483447939245578	False	0.011900479616306955	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AB77	P0AB77		kbl		16529300.0	16120400.0	16009300.0	16166800.0	16042000.0	16722200.0	0	0.15504258172564112	0.03411536231272625	False	0.011930455635491609	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6J1	P0A6J1		cysC		1297730.0	1288890.0	1281800.0	1289800.0	1264140.0	1297590.0	0	0.15553929831546323	0.018116269535676913	False	0.01196043165467626	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P36938	P36938		pgm		7553130.0	7582370.0	7287230.0	7453360.0	7504440.0	7537900.0	0	0.15680969085021754	0.027517703135023927	False	0.011990407673860911	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P07604	P07604		tyrR		2117290.0	2092470.0	2113830.0	2187980.0	2198270.0	2120750.0	0	0.1578436283485353	-0.03813574321376786	False	0.012020383693045564	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P62707	P62707		gpmA		40957000.0	41016300.0	42073700.0	42344700.0	41152500.0	41278800.0	0	0.15799564740432995	-0.026889942710241848	False	0.012050359712230216	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P32131	P32131		hemN		2556860.0	2655110.0	2739150.0	2742710.0	2608450.0	2594880.0	0	0.15889182985377862	-0.05145443395214555	False	0.012080335731414869	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76243	P76243		yeaO		2111660.0	2079220.0	2017130.0	2088530.0	2032800.0	2083860.0	0	0.1590757258226042	0.031678919203147506	False	0.012110311750599522	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P15639	P15639		purH		4470800.0	4443600.0	4510170.0	4591180.0	4486760.0	4473450.0	0	0.16093881755727374	-0.021420510444660236	False	0.012140287769784174	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P45795	P45795		yrdB		1438130.0	1548690.0	1408330.0	1428300.0	1468190.0	1555560.0	0	0.16123178769628568	0.07749548741701658	False	0.012170263788968825	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEM0	P0AEM0		fkpB		1661510.0	1647080.0	1794220.0	1805770.0	1631650.0	1425790.0	0	0.16140612049051953	-0.1440877623027811	False	0.012200239808153478	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P28306	P28306		yceG		861854.0	857343.0	976605.0	983336.0	868738.0	868538.0	0	0.1620360192925246	-0.1284385841829851	False	0.012230215827338131	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AET2	P0AET2		hdeB		15166100.0	13991600.0	13173700.0	13455600.0	14013200.0	13972900.0	0	0.16293757993484628	0.08572263803959448	False	0.012260191846522784	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A9H1	P0A9H1		mug		1797900.0	1701510.0	1738040.0	1853110.0	1858220.0	1646920.0	0	0.16333234287259674	-0.0825454794979613	False	0.012290167865707434	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
Q47147	Q47147		yafJ		897857.0	877060.0	935585.0	876461.0	937585.0	834601.0	0	0.16337779998704474	-0.07545466875327332	False	0.012320143884892087	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P20083	P20083		parE		1606750.0	1755220.0	1796650.0	1730800.0	1748770.0	1621060.0	0	0.1635726887060659	-0.08248146150583562	False	0.01235011990407674	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ADY7	P0ADY7		rplP		46213300.0	45660300.0	45426400.0	45890900.0	45423400.0	46013400.0	0	0.16364509805171285	0.012043729963390534	False	0.012380095923261392	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A738	P0A738		moaC		1094880.0	1090880.0	1073020.0	1043210.0	1082730.0	1089480.0	0	0.1636722997460975	0.03399767397764517	False	0.012410071942446045	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A9P0	P0A9P0		lpdA		32486000.0	32743100.0	32582600.0	32483000.0	32320800.0	32858100.0	0	0.16464689379025055	0.010344568436843329	False	0.012440047961630696	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P21645	P21645		lpxD		3959170.0	4204090.0	4804340.0	4107290.0	4682490.0	4094170.0	0	0.16480573455706687	-0.14932624047911708	False	0.012470023980815348	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P62558	P62558		sopB		5623190.0	5706770.0	5556180.0	5668460.0	5495370.0	5703880.0	0	0.16481403607622377	0.026827993354171964	False	0.0125	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P45470	P45470		yhbO		956815.0	813027.0	989446.0	964446.0	925742.0	806813.0	0	0.1650426635374663	-0.16038607636214466	False	0.012529976019184654	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P33920	P33920		yejK		2526120.0	2582380.0	2589970.0	2569760.0	2628790.0	2559130.0	0	0.1659250789227952	-0.022568486992565136	False	0.012559952038369307	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P11557	P11557		damX		7860320.0	7915040.0	8387700.0	7895840.0	8270280.0	7839060.0	0	0.16644031920311209	-0.056279390090375414	False	0.012589928057553957	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AA25	P0AA25		trxA		26959900.0	26919100.0	25871600.0	26327600.0	25619600.0	25964800.0	0	0.16750539940713058	0.037061650893781814	False	0.01261990407673861	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P17169	P17169		glmS		42597600.0	43087700.0	42413200.0	42142300.0	42474300.0	42482700.0	0	0.16781706474268318	0.012869126488134796	False	0.012649880095923263	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77690	P77690		arnB		894580.0	889949.0	863558.0	789717.0	730357.0	834311.0	0	0.16817428336080545	0.1357663991240831	False	0.012679856115107914	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P30749	P30749		moaE		6366690.0	6203280.0	6324040.0	6380410.0	6651990.0	6164690.0	0	0.1703337258890721	-0.04710384364022464	False	0.012709832134292567	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AG96	P0AG96		secE		1650450.0	1627660.0	1461780.0	1627280.0	1430140.0	1623100.0	0	0.17040728208091097	0.11707055680910618	False	0.012739808153477219	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A707	P0A707		infC		49685900.0	50041200.0	49533700.0	48920500.0	48910600.0	49216000.0	0	0.17234047507695135	0.015369331144639599	False	0.01276978417266187	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77395	P77395		ybbN		2704040.0	2591020.0	2531000.0	2552170.0	2551220.0	2581900.0	0	0.1723748597351115	0.04512606160815385	False	0.012799760191846523	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P05793	P05793		ilvC		7788020.0	7695020.0	8136680.0	8207240.0	8013480.0	8113030.0	0	0.17256846024326933	-0.04581354861847866	False	0.012829736211031176	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEX5	P0AEX5		prkB		1168890.0	1334580.0	1304200.0	1328770.0	1388580.0	1225180.0	0	0.1726251957178205	-0.10909827628104547	False	0.01285971223021583	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A6U8	P0A6U8		glgA		2956580.0	2928830.0	3106520.0	2973760.0	3001860.0	2949270.0	0	0.17345399751597404	-0.039854395868612606	False	0.01288968824940048	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ABP8	P0ABP8		deoD		52270500.0	52713200.0	51932800.0	51892700.0	51505200.0	54487700.0	0	0.17424004148265515	0.03795471440374441	False	0.012919664268585132	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACC3	P0ACC3		erpA		7083890.0	7179870.0	7259890.0	7168540.0	7258450.0	7195140.0	0	0.17601425398223375	-0.01524638917169595	False	0.012949640287769786	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P09832	P09832		gltD		3037420.0	3100680.0	3012360.0	3030100.0	3064100.0	3094930.0	0	0.17601769625732064	0.01989799490161471	False	0.012979616306954437	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P75876	P75876		rlmI		4322300.0	4338790.0	4332470.0	4293930.0	4301280.0	4336690.0	0	0.17634629442291622	0.007801841805846923	False	0.01300959232613909	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACP5	P0ACP5		gntR		598361.0	663600.0	634075.0	772683.0	753873.0	641954.0	0	0.17735908103162276	-0.1824836336295297	False	0.013039568345323741	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AAV4	P0AAV4		ybgJ		378258.0	477615.0	529594.0	506652.0	477458.0	469480.0	0	0.17752125681289502	-0.1917064542580485	False	0.013069544364508393	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEZ3	P0AEZ3		minD		18090900.0	18237200.0	18426600.0	18106000.0	18381200.0	17879800.0	0	0.1781514699810688	-0.018665629940753766	False	0.013099520383693046	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P64554	P64554		queE		3740340.0	3593520.0	3699870.0	3836300.0	3762660.0	3680600.0	0	0.17834295273448816	-0.036774621977963384	False	0.013129496402877699	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A993	P0A993		fbp		18526100.0	18556900.0	18018400.0	17845000.0	18267800.0	18056700.0	0	0.17840506116573498	0.026631047469032536	False	0.013159472422062352	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AG67	P0AG67		rpsA		324420000.0	325161000.0	323780000.0	321940000.0	324891000.0	326159000.0	0	0.17846539437572445	0.0076035617346365885	False	0.013189448441247002	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P02919	P02919		mrcB		1415700.0	1384840.0	1499900.0	1550080.0	1561920.0	1537260.0	0	0.17868563368550713	-0.08839769413569402	False	0.013219424460431655	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AGK4	P0AGK4		yhbY		14687500.0	14255900.0	13926100.0	14098700.0	14436200.0	14474200.0	0	0.17941974362441937	0.03214163153848352	False	0.013249400479616308	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AAJ3	P0AAJ3		fdnH		4652340.0	4538370.0	4655100.0	4655210.0	4672530.0	4469950.0	0	0.1795993320475839	-0.033630223066454704	False	0.013279376498800961	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P75915	P75915		ycdY		6307540.0	6137230.0	6505430.0	6447580.0	6202750.0	6161260.0	0	0.17974597221669797	-0.04200800750362379	False	0.013309352517985613	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AAZ4	P0AAZ4		rarA		1179140.0	1186740.0	1201670.0	1178370.0	1240100.0	1143570.0	0	0.18068047004433332	-0.04480054157446199	False	0.013339328537170264	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76403	P76403		yegQ		2508760.0	2504160.0	2555610.0	2508110.0	2604450.0	2489880.0	0	0.18175798760335046	-0.03145322004103939	False	0.013369304556354917	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P17315	P17315		cirA		2272640.0	2269060.0	2271200.0	2340340.0	2313200.0	2262760.0	0	0.18212460105863928	-0.025279229571246817	False	0.013399280575539569	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0C0K3	P0C0K3		rdoA		983666.0	1027100.0	1055620.0	1008990.0	1044490.0	1006950.0	0	0.18223954145927154	-0.04303998085223647	False	0.013429256594724222	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AEM6	P0AEM6		fliA		2736850.0	2709220.0	2873330.0	2700180.0	2793120.0	2615100.0	0	0.18284930246777498	-0.05365738873219088	False	0.013459232613908875	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A921	P0A921		pldA		1992550.0	1971820.0	1968900.0	1929400.0	1957040.0	1962790.0	0	0.18291974818597145	0.017588057054963725	False	0.013489208633093525	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P77552	P77552		ydhQ		2610050.0	2727170.0	2654280.0	2808770.0	2815260.0	2623460.0	0	0.1831839076928255	-0.05644460374139797	False	0.013519184652278178	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76254	P76254		yeaX		415234.0	406199.0	438099.0	406642.0	514751.0	345795.0	0	0.18358353108185327	-0.21998126496199474	False	0.01354916067146283	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P60293	P60293		mukF		2366430.0	2414450.0	2305380.0	2408200.0	2328080.0	2484850.0	0	0.18359440295943452	0.04519218541975647	False	0.013579136690647484	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P08178	P08178		purM		1654690.0	1566440.0	1732990.0	1655530.0	1627550.0	1597870.0	0	0.18508523015263117	-0.05782368022556708	False	0.013609112709832135	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A790	P0A790		panD		9346700.0	9467630.0	9785320.0	9874070.0	9722230.0	9794850.0	0	0.18638794074789075	-0.03843579571477797	False	0.013639088729016787	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A9C9	P0A9C9		glpX		5331570.0	5475330.0	5570560.0	5584940.0	5482630.0	5511620.0	0	0.18639610410396126	-0.0279830758388356	False	0.01366906474820144	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P63883	P63883		amiC		869009.0	1052740.0	1119130.0	1164680.0	1191580.0	1119790.0	0	0.1868557965220069	-0.19237337950461422	False	0.013699040767386091	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P76170	P76170		ynfB		2531330.0	2569870.0	2571870.0	2610700.0	2632360.0	2593270.0	0	0.18746507574309673	-0.022410994533233662	False	0.013729016786570744	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACJ0	P0ACJ0		lrp		13080500.0	12828700.0	13226000.0	12927300.0	13150200.0	12775300.0	0	0.18774449203677945	-0.02290216402452013	False	0.013758992805755398	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P21599	P21599		pykA		21938500.0	22191400.0	21592800.0	22053000.0	21938500.0	22294200.0	0	0.18796742328973096	0.018356280970996255	False	0.013788968824940047	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACE0	P0ACE0		hybC		14757600.0	14706600.0	14324100.0	14682200.0	14525900.0	14667400.0	0	0.18808745947443842	0.019729121574612027	False	0.0138189448441247	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P60651	P60651		speB		13761000.0	13775600.0	13634800.0	13679200.0	13310900.0	13771600.0	0	0.18858181628244122	0.024063934520672316	False	0.013848920863309353	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AED7	P0AED7		dapE		4278640.0	4288330.0	4565300.0	4308130.0	4444850.0	4318350.0	0	0.18883516431431716	-0.04767941022718951	False	0.013878896882494007	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P26608	P26608		fliS		4732400.0	4817260.0	4655980.0	4817900.0	4503500.0	5041440.0	0	0.18899557010753595	0.06199469080720491	False	0.013908872901678658	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P52643	P52643		ldhA		3601690.0	3749260.0	3474300.0	3643160.0	3613560.0	3704320.0	0	0.18904124468252495	0.04294704715168449	False	0.01393884892086331	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P42632	P42632		tdcE		4448540.0	4457470.0	4335950.0	4447580.0	4400500.0	4465900.0	0	0.19006425007299693	0.02041411954125561	False	0.013968824940047963	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P75726	P75726		citF		5484400.0	5504400.0	5463650.0	5492690.0	5482990.0	5535260.0	0	0.19108853904538597	0.007416701985552637	False	0.013998800959232614	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AA10	P0AA10		rplM		77540100.0	76869100.0	77201100.0	76115200.0	76807500.0	78562100.0	0	0.19236183517980282	0.017742040039719024	False	0.014028776978417267	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AB43	P0AB43		ycgL		1158900.0	1214760.0	1138480.0	1182460.0	1150800.0	1254630.0	0	0.19254665799811593	0.06363086360547497	False	0.01405875299760192	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P69441	P69441		adk		46327200.0	46108000.0	45883300.0	46255300.0	45715000.0	47069300.0	0	0.19271185327755916	0.017174716521921665	False	0.01408872901678657	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P21338	P21338		rna		2899370.0	2860680.0	2770340.0	2621720.0	2809540.0	2772370.0	0	0.19350012836489325	0.05704959893163611	False	0.014118705035971223	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0A9G2	P0A9G2		nhaR		1086180.0	1100080.0	1194580.0	1083090.0	1167970.0	1068970.0	0	0.19371701430415797	-0.08201249547978973	False	0.014148681055155876	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0AA97	P0AA97		yaeQ		632817.0	621702.0	622198.0	558795.0	606367.0	640453.0	0	0.19400511897130615	0.08434628820390432	False	0.01417865707434053	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
P0ACD8	P0ACD8		hyaB		6071330.0	6027130.0	5943450.0	6035020.0	6041530.0	6164710.0	0	0.19441088137359486	0.019338189348741437	False	0.014208633093525182	False	False	Ecoli	False	True	False	False	umpire	manual	min	0.6609640474436812
