Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P64604	P64604		mlaD		6997210.0	7011430.0	6916650.0	7073210.0	6809180.0	6782170.0	0	0.613099745325015	0.011749104913826048	False	0.03822992700729927	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P77376	P77376		ydgJ		2221390.0	2273890.0	2129760.0	2229710.0	2258860.0	2229540.0	0	0.6139769368166916	0.016601315345442676	False	0.03826034063260341	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A812	P0A812		ruvB		1300520.0	1309250.0	1296920.0	1316100.0	1223030.0	1285140.0	0	0.6142148295349185	-0.01928110742873829	False	0.038290754257907546	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P41052	P41052		mltB		1010260.0	937688.0	1023250.0	1017600.0	999787.0	1017580.0	0	0.615623975712124	0.02360233044257917	False	0.03832116788321168	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P07862	P07862		ddlB		1965980.0	2071880.0	1952450.0	1994660.0	2022510.0	2022800.0	0	0.6184966315661604	-0.015345361697613868	False	0.038351581508515815	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P24205	P24205		msbB		2345720.0	2141390.0	2260350.0	2137160.0	2111290.0	2032270.0	0	0.6194562752167393	0.03547290238082412	False	0.03838199513381995	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7C6	P0A7C6		pepE		5587360.0	5272500.0	5420340.0	5516130.0	5193000.0	5386660.0	0	0.6215149077094012	0.019338718870833337	False	0.03841240875912409	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P07014	P07014		sdhB		1778700.0	1716830.0	1717370.0	1751250.0	1663560.0	1698870.0	0	0.6223568652181903	0.016887969484121905	False	0.03844282238442823	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
Q46835	Q46835		yghG		1059920.0	989140.0	1186500.0	1031370.0	1075410.0	1090230.0	0	0.6238209854118241	-0.044487165757128445	False	0.03847323600973236	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGM5	P0AGM5		sirB1		570145.0	548188.0	522248.0	636549.0	478524.0	535461.0	0	0.6238241859468625	0.06955586731131146	False	0.038503649635036497	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG86	P0AG86		secB		19426600.0	19109400.0	19347000.0	18473200.0	19684500.0	19814300.0	0	0.6241842434502378	-0.017095118258128126	False	0.03853406326034063	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P60723	P60723		rplD		234993000.0	230359000.0	234769000.0	233597000.0	229633000.0	229461000.0	0	0.62558934389337	0.007528317784804275	False	0.03856447688564477	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P76256	P76256		yeaZ		2253700.0	2248590.0	2022550.0	2176770.0	2250490.0	2271030.0	0	0.6259004054088672	0.0302861725055235	False	0.03859489051094891	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P64588	P64588		yqjI		1488620.0	1814350.0	1672220.0	1393800.0	2064630.0	1822110.0	0	0.6268585333876291	-0.10178469945313481	False	0.03862530413625304	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
Q46871	Q46871		yqjH		3383090.0	3323860.0	3393100.0	3325170.0	3354590.0	3390620.0	0	0.6269906948597654	-0.006398659320916526	False	0.03865571776155718	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AEZ9	P0AEZ9		moaB		11378200.0	11397900.0	11340200.0	11246900.0	11508700.0	11550900.0	0	0.6274050518791809	-0.006544796598303242	False	0.03868613138686131	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
Q46948	Q46948		yajL		5181510.0	4998330.0	5146710.0	4825600.0	4925440.0	4978720.0	0	0.6287351194389423	-0.018356307898225958	False	0.038716545012165454	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75745	P75745		ybgK		1432320.0	1446810.0	1398730.0	1405320.0	1395020.0	1326930.0	0	0.6299605512144149	0.020662928214229884	False	0.03874695863746959	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACA7	P0ACA7		gstB		4501020.0	4502560.0	4515030.0	4544350.0	4346390.0	4476190.0	0	0.6307586268631479	-0.010948967698755025	False	0.038777372262773724	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AB91	P0AB91		aroG		3527610.0	3541220.0	3537070.0	3479770.0	3369030.0	3400710.0	0	0.6309662753025858	-0.014193657958323686	False	0.03880778588807786	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P05041	P05041		pabB		1031540.0	1079790.0	1090940.0	1098520.0	1098040.0	1001290.0	0	0.6317162076614227	0.025283403627305745	False	0.038838199513381993	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P08244	P08244		pyrF		10096600.0	10104400.0	10240000.0	10310500.0	10368600.0	10278400.0	0	0.6353889673734006	0.007185469604265814	False	0.038868613138686135	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7F9	P0A7F9		queA		3836150.0	3451580.0	3653870.0	3538460.0	3934250.0	3925890.0	0	0.6381265705417938	0.03584545569562927	False	0.03889902676399027	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69222	P69222		infA		16625800.0	16541700.0	16722000.0	16405400.0	16896100.0	16943100.0	0	0.6390454920793351	-0.008053885961837868	False	0.038929440389294405	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P16700	P16700		cysP		6849430.0	6991420.0	6939950.0	6981380.0	6864420.0	6852280.0	0	0.639327644137089	-0.006150758590171625	False	0.03895985401459854	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A991	P0A991		fbaB		8725350.0	9181510.0	8966110.0	9033960.0	8805870.0	8680170.0	0	0.6423043053134152	-0.014191725981390032	False	0.03899026763990268	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFQ7	P0AFQ7		ycfH		5546680.0	5386290.0	5431550.0	5396620.0	5482170.0	5519620.0	0	0.6425925320005157	0.007750948768037641	False	0.039020681265206816	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9H1	P0A9H1		mug		2051960.0	2151370.0	2034940.0	2092060.0	2131270.0	2160030.0	0	0.6430510050851315	-0.016242682663326888	False	0.03905109489051095	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P04982	P04982		rbsD		1285240.0	1270150.0	1297560.0	1167640.0	1381940.0	1152260.0	0	0.644828195697993	0.0438678749901017	False	0.039081508515815086	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P22188	P22188		murE		4652290.0	4642630.0	4581490.0	4594420.0	4747130.0	4688170.0	0	0.6452997054043148	0.008431990784429272	False	0.03911192214111922	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9H5	P0A9H5		btuR		1000600.0	982894.0	975883.0	1030070.0	916272.0	929962.0	0	0.6453813639410806	0.02877880537635131	False	0.03914233576642336	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75874	P75874		yccU		3349500.0	3304600.0	3340100.0	3277350.0	3236420.0	3276000.0	0	0.6467671268996513	-0.008375893101771397	False	0.0391727493917275	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AC86	P0AC86		glgP		1760760.0	1821250.0	1861460.0	1848850.0	1871240.0	1853840.0	0	0.6468852210970515	-0.014587615667115531	False	0.03920316301703163	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A720	P0A720		tmk		2624760.0	2573160.0	2619220.0	2559050.0	2596360.0	2545260.0	0	0.6482530979719672	0.007908071270443332	False	0.03923357664233577	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P77735	P77735		yajO		4024080.0	4187540.0	3823590.0	4008860.0	4023220.0	3862530.0	0	0.6507701371496262	0.022005760992417838	False	0.0392639902676399	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AB38	P0AB38		lpoB		5558830.0	5220100.0	5490250.0	5277510.0	5224290.0	5130680.0	0	0.6508014161964821	0.019862341658430108	False	0.039294403892944044	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P64602	P64602		mlaB		2027250.0	1922460.0	1974790.0	1974870.0	1796790.0	1763520.0	0	0.651244002675337	0.0347834401810226	False	0.03932481751824818	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P10371	P10371		hisA		3186450.0	3161570.0	3153510.0	3227270.0	3432160.0	3376710.0	0	0.6517475741644523	0.02275701127939876	False	0.03935523114355231	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P06610	P06610		btuE		10450300.0	10626200.0	10504800.0	10590200.0	9920810.0	10188100.0	0	0.6523183573283804	-0.016576240821452738	False	0.03938564476885645	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A881	P0A881		trpR		2137240.0	2320820.0	1965920.0	2139750.0	1980380.0	1671030.0	0	0.6534840105007842	0.07078398416152133	False	0.03941605839416058	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P45955	P45955		ybgF		2987380.0	2891220.0	2985700.0	2923650.0	2937050.0	2921740.0	0	0.6555758078909363	0.0080806058587445	False	0.039446472019464725	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A996	P0A996		glpC		1631940.0	1583160.0	1664370.0	1589240.0	1689890.0	1608970.0	0	0.6559314751550582	0.016120424528592945	False	0.03947688564476886	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39274	P39274		yjdJ		3859340.0	3715200.0	3712950.0	3884970.0	3866120.0	4022470.0	0	0.65629572461381	0.019995688424928295	False	0.039507299270072994	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6C1	P0A6C1		nfo		1785520.0	1839020.0	1845970.0	1912840.0	1828330.0	1778580.0	0	0.6570599051486687	0.01657174848293435	False	0.03953771289537713	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADU5	P0ADU5		ygiW		7069340.0	7306230.0	7195850.0	7177950.0	7282790.0	7140770.0	0	0.6583471224947766	-0.007536810208176647	False	0.039568126520681264	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8D3	P0A8D3		yaiI		2076460.0	2009600.0	2078850.0	2106590.0	2062730.0	2109550.0	0	0.6584705349700333	0.011078998152125956	False	0.039598540145985406	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACD4	P0ACD4		nifU		16200300.0	16291300.0	16299900.0	16543800.0	15370200.0	16064100.0	0	0.6594832631746707	-0.01613122610217031	False	0.03962895377128954	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AA91	P0AA91		yeaY		1599990.0	1572380.0	1681740.0	1645140.0	1590340.0	1497660.0	0	0.6607316927385039	0.025188081027457603	False	0.039659367396593675	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P37329	P37329		modA		4084500.0	4113860.0	4118210.0	4337170.0	4013980.0	4052430.0	0	0.6617473544522494	0.017642779111677165	False	0.03968978102189781	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7A2	P0A7A2		gpmB		2795400.0	2929770.0	2772570.0	2628770.0	2688150.0	2575310.0	0	0.6621512771039932	-0.029106686792989684	False	0.039720194647201945	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P25539	P25539		ribD		3881020.0	3881110.0	3890080.0	3861930.0	4020810.0	4128970.0	0	0.663119804221838	-0.01663171469061798	False	0.03975060827250609	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P45807	P45807		ybaM		559107.0	514108.0	536798.0	558650.0	432924.0	422723.0	0	0.6632022665340624	0.07352857328132129	False	0.03978102189781022	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39321	P39321		tamB		909141.0	933305.0	974699.0	959985.0	955881.0	865826.0	0	0.6653192602519948	0.02637507056911446	False	0.03981143552311436	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ABD8	P0ABD8		accB		34848300.0	33820800.0	34696800.0	33946600.0	32973600.0	34113000.0	0	0.6659031325086469	-0.012169865424407306	False	0.03984184914841849	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ABX5	P0ABX5		flgG		1283090.0	1363770.0	1271670.0	1220770.0	1198620.0	1159350.0	0	0.6681579193347618	-0.03552810809757917	False	0.039872262773722626	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A962	P0A962		ansA		2061570.0	2173860.0	2086630.0	2186740.0	2079600.0	2132610.0	0	0.668386840941382	-0.01478657952771062	False	0.03990267639902677	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75849	P75849		ycbL		2168250.0	2028590.0	1948100.0	2130620.0	1870330.0	2049750.0	0	0.6695455357649509	0.03377740767733354	False	0.0399330900243309	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACB4	P0ACB4		hemG		2428770.0	2501190.0	2499930.0	2634980.0	2306870.0	2166970.0	0	0.6698714487226662	0.04019722921394272	False	0.03996350364963504	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P17315	P17315		cirA		2437120.0	2319870.0	2452940.0	2277690.0	2327320.0	2354390.0	0	0.6703504872610415	-0.017323549073009512	False	0.03999391727493917	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFP4	P0AFP4		ybbO		1845450.0	2008590.0	1947920.0	1992520.0	1736590.0	1761880.0	0	0.6714134746802363	-0.03675107897753502	False	0.04002433090024331	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P09832	P09832		gltD		3151770.0	3079020.0	3252340.0	3149640.0	3143300.0	3187150.0	0	0.6747255931869712	-0.01122925658689967	False	0.04005474452554745	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFP6	P0AFP6		ybgI		9830870.0	9992990.0	9990960.0	10005800.0	10109500.0	10085100.0	0	0.6748922930791894	-0.005907788536057398	False	0.040085158150851584	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P00579	P00579		rpoD		8499670.0	8542200.0	8478960.0	8496640.0	8614120.0	8690090.0	0	0.6758554133551129	-0.005668275127803503	False	0.04011557177615572	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A953	P0A953		fabB		20717700.0	21117300.0	20468500.0	20786600.0	20916900.0	20530600.0	0	0.6770692732611832	0.007061872502304603	False	0.040145985401459854	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P33030	P33030		yeiR		1610680.0	1772440.0	1656330.0	1619510.0	1704830.0	1590040.0	0	0.6776276776868386	-0.024289398730374296	False	0.04017639902676399	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P66817	P66817		diaA		2729160.0	2661210.0	2748410.0	2606310.0	2681540.0	2492800.0	0	0.6784230280130389	0.020769748670221643	False	0.04020681265206813	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADT8	P0ADT8		ygiM		4038900.0	3832370.0	3860700.0	3726780.0	3802920.0	3735000.0	0	0.6794081689453333	0.017632505733288402	False	0.040237226277372265	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG59	P0AG59		rpsN		18248600.0	18517300.0	18257000.0	18233100.0	18928800.0	18297400.0	0	0.6799096184832599	0.008848241834490787	False	0.0402676399026764	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A9C0	P0A9C0		glpA		2299150.0	2223750.0	2272890.0	2279600.0	2162220.0	2311720.0	0	0.6800494367477676	-0.014351118542817709	False	0.040298053527980535	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P30850	P30850		rnb		6818980.0	6800700.0	6814440.0	6766820.0	6848340.0	6858460.0	0	0.6810115748659693	-0.0027832759262843994	False	0.04032846715328467	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P42641	P42641		obgE		8306910.0	8454780.0	8295490.0	8428770.0	7816870.0	8089990.0	0	0.6840350827058608	-0.01680740515974942	False	0.04035888077858881	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P45771	P45771		yrdD		3217380.0	3092930.0	3128330.0	3324760.0	2851150.0	2964150.0	0	0.6850131418813981	0.03228643144054367	False	0.040389294403892946	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7B1	P0A7B1		ppk		1686800.0	1693290.0	1695680.0	1677100.0	1615700.0	1630620.0	0	0.6876033732635936	-0.011539671169784502	False	0.04041970802919708	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P31068	P31068		fliH		822823.0	817706.0	782030.0	901035.0	761328.0	827473.0	0	0.6878253871523172	0.034055491997401474	False	0.040450121654501216	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8N5	P0A8N5		lysU		20687500.0	20630200.0	20882500.0	20312900.0	20981200.0	20747400.0	0	0.6885865632248696	-0.006467896718366715	False	0.04048053527980535	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AF18	P0AF18		nagA		3645060.0	3692610.0	3726710.0	3778200.0	3633960.0	3702790.0	0	0.6896361377833435	-0.00844180129105973	False	0.04051094890510949	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P13033	P13033		glpB		1345630.0	1270580.0	1312900.0	1274400.0	1296550.0	1384470.0	0	0.689676416179923	-0.018799419350726824	False	0.04054136253041363	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P27829	P27829		wecC		3776530.0	3604620.0	3696290.0	3574530.0	3648300.0	3804980.0	0	0.6897022302101594	-0.01390542903012585	False	0.04057177615571776	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAU7	P0AAU7		ybfE		1096420.0	1170950.0	1065850.0	1149690.0	968039.0	1061470.0	0	0.6902803430114755	-0.03727269387009116	False	0.0406021897810219	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75728	P75728		ubiF		1401860.0	1458260.0	1414710.0	1380990.0	1187940.0	1224790.0	0	0.6906842589331219	-0.0454094259988018	False	0.04063260340632603	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A7B5	P0A7B5		proB		4713650.0	4867430.0	4811430.0	4865200.0	4523730.0	4590420.0	0	0.6916353512035927	-0.016953420103818773	False	0.04066301703163017	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AFY8	P0AFY8		seqA		10056800.0	10036500.0	9861840.0	9893430.0	9917870.0	10076400.0	0	0.6926655852989525	-0.005141773418884654	False	0.04069343065693431	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P22186	P22186		mraZ		2512080.0	2153550.0	2416270.0	2268640.0	2365840.0	2430250.0	0	0.6928115379225361	0.029879618103514784	False	0.04072384428223844	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P10908	P10908		ugpQ		389194.0	365725.0	412562.0	458950.0	386099.0	418708.0	0	0.6937489854242296	0.04420933689425813	False	0.04075425790754258	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P75867	P75867		ycbZ		1936000.0	1858780.0	2022860.0	2013730.0	1962090.0	1961330.0	0	0.6956501448113143	0.016900461765154858	False	0.04078467153284671	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P33218	P33218		yebE		5535540.0	5410130.0	5363260.0	5359870.0	5593320.0	5591040.0	0	0.696333345676396	0.010916931538506433	False	0.040815085158150854	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0C054	P0C054		ibpA		4800220.0	4867840.0	5029960.0	4887790.0	4887550.0	4780310.0	0	0.6973735307029043	-0.010114900625133174	False	0.04084549878345499	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P22634	P22634		murI		1271590.0	1208430.0	1224030.0	1309410.0	1165040.0	1254040.0	0	0.6975963332558477	0.02311454770827937	False	0.040875912408759124	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23908	P23908		argE		1647590.0	1816140.0	1562720.0	1660670.0	1655820.0	1683260.0	0	0.6990651357627928	-0.028215341831495017	False	0.04090632603406326	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AE85	P0AE85		cpxP		840572.0	833028.0	854219.0	893203.0	806736.0	818244.0	0	0.7004232494048034	0.020025355327255547	False	0.040936739659367394	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P21170	P21170		speA		7152520.0	7159850.0	7142990.0	7179950.0	6973780.0	7091060.0	0	0.7024182440806199	-0.005922808137083665	False	0.040967153284671536	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A853	P0A853		tnaA		3684570.0	3750400.0	3618250.0	3793650.0	3663190.0	3704030.0	0	0.7032075186161791	0.008927374163085902	False	0.04099756690997567	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8G3	P0A8G3		uxaC		1448780.0	1420410.0	1451330.0	1389010.0	1468620.0	1399710.0	0	0.704770276934299	0.011759785749091011	False	0.041027980535279805	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AF61	P0AF61		yjdK		1994680.0	1757930.0	1756070.0	1931730.0	1423660.0	1593930.0	0	0.7048803580501897	0.06681901355264336	False	0.04105839416058394	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A937	P0A937		bamE		6234460.0	6178570.0	6324580.0	6233360.0	6324880.0	6371050.0	0	0.7057854871247962	-0.006243138103768136	False	0.041088807785888075	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADT5	P0ADT5		ygiC		3375550.0	3374010.0	3240540.0	3348190.0	3241350.0	3281610.0	0	0.706883320447306	0.010014009031635452	False	0.04111922141119222	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39407	P39407		yjjU		453976.0	512718.0	579533.0	499060.0	436566.0	376798.0	0	0.706916298979297	-0.08021078208557894	False	0.04114963503649635	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23305	P23305		yigA		1585380.0	1628000.0	1603300.0	1615590.0	1745340.0	1816450.0	0	0.7074027034345998	-0.02928779914563464	False	0.041180048661800486	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P21513	P21513		rne		5893360.0	5900540.0	5875700.0	5915380.0	5796330.0	5876670.0	0	0.7084548210512976	-0.003915061107407744	False	0.04121046228710462	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P77611	P77611		rnfC		921668.0	888479.0	877422.0	865993.0	804011.0	869945.0	0	0.7085752035915434	-0.02438293955954765	False	0.041240875912408756	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39187	P39187		ytfJ		629626.0	619886.0	525703.0	615984.0	417582.0	406509.0	0	0.7087846987826125	0.09973507126154249	False	0.0412712895377129	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A8Y1	P0A8Y1		yjjG		1251540.0	1236150.0	1227940.0	1246370.0	1255440.0	1332600.0	0	0.7094992878399351	-0.01656337976270619	False	0.04130170316301703	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0A6H5	P0A6H5		hslU		23705800.0	23608700.0	23621400.0	23628300.0	23386100.0	23327500.0	0	0.7104181053439824	0.003320865942512029	False	0.04133211678832117	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ADH5	P0ADH5		fimB		981644.0	988874.0	908548.0	1001410.0	882937.0	914762.0	0	0.7116490432751073	0.027343086727895632	False	0.0413625304136253	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P33195	P33195		gcvP		5670730.0	5565290.0	5652700.0	5517850.0	5559260.0	5593150.0	0	0.713050700601358	-0.005442519670925925	False	0.04139294403892944	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P07658	P07658		fdhF		918181.0	943659.0	940469.0	913794.0	995900.0	979028.0	0	0.7174149445840338	-0.01788792780161309	False	0.04142335766423358	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P64476	P64476		ydiH		1645840.0	1694160.0	1614200.0	1629170.0	1673120.0	1601760.0	0	0.7179914223321295	0.011125120633510038	False	0.041453771289537714	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AAV4	P0AAV4		ybgJ		705724.0	716655.0	801949.0	697004.0	747278.0	678771.0	0	0.7194176675795341	-0.031440412535417656	False	0.04148418491484185	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23882	P23882		fmt		7387700.0	7157000.0	7275220.0	7028340.0	7522360.0	7318820.0	0	0.7200995103268422	0.012373928341104278	False	0.04151459854014598	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P18843	P18843		nadE		11223600.0	11087300.0	11220900.0	11126700.0	11047800.0	10993600.0	0	0.7207024029285815	0.004165872181879127	False	0.04154501216545012	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P39172	P39172		znuA		4658260.0	4565190.0	4671420.0	4681480.0	5030650.0	4944430.0	0	0.7217984759132396	0.019135875927382806	False	0.04157542579075426	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG96	P0AG96		secE		1598520.0	1689340.0	1655230.0	1658050.0	1717930.0	1673040.0	0	0.7224426988615262	-0.012448815938855683	False	0.041605839416058395	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0ACY3	P0ACY3		yeaG		2389090.0	2410960.0	2352600.0	2391200.0	2440850.0	2425520.0	0	0.7231837110776804	0.006419454987480512	False	0.04163625304136253	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P69801	P69801		manY		1338430.0	1159540.0	1287330.0	1248280.0	1494390.0	1495350.0	0	0.7240388058325671	0.04994977183118985	False	0.041666666666666664	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P09373	P09373		pflB		282750000.0	279916000.0	278413000.0	278464000.0	278043000.0	279103000.0	0	0.7302093972174094	0.0031406175974101986	False	0.0416970802919708	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AEL6	P0AEL6		fepB		2492390.0	2593030.0	2485270.0	2650330.0	2373420.0	2536850.0	0	0.730533720111533	-0.01888051510234372	False	0.04172749391727494	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P23909	P23909		mutS		3697710.0	3703620.0	3649680.0	3724700.0	3669940.0	3711270.0	0	0.7306922439751088	0.003617658883679735	False	0.041757907542579076	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AEX5	P0AEX5		prkB		2028660.0	2093690.0	2209780.0	2200350.0	2046080.0	2051270.0	0	0.732257916335124	-0.018196948565260898	False	0.04178832116788321	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AGG4	P0AGG4		trxC		3576130.0	3684540.0	3744340.0	3667100.0	3890410.0	3587930.0	0	0.733492077950878	0.01521879913279782	False	0.041818734793187345	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
P0AG30	P0AG30		rho		23342500.0	23003800.0	23276700.0	23044500.0	23629400.0	23494600.0	0	0.7343903555740443	0.004980598378561561	False	0.04184914841849148	False	False	Ecoli	False	True	False	False	umpire	manual	min	1.0
