protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	9032933.43488257	8281612.678466888	8133076.264055356	1095705.9965169989	940143.9986089094	1765036.06379939	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	4.666745476007401e-05	2.743123186129937	False	0.0003223915592028136	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	2805151.5090183886	2922503.942363724	2732604.4688609787	421735.4029736027	382025.5625	468553.4408631816	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	6.533436388338861e-05	2.7332467628020276	False	0.0003516998827667058	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	41313000.70014145	42324724.67643761	43179045.03267956	5041186.317844203	4751435.020576295	4675487.45601749	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.0001182568941146833	3.131797285146266	False	0.0003810082063305979	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	22567753.089897823	23592186.190063525	23402828.671525072	3005669.292614874	2961582.2997535462	3201059.34426693	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.00012155093378578016	2.9235874616413273	False	0.0004103165298944901	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	11012972.909574617	10595663.824758455	10165088.414098123	2091042.0559820023	2384350.8614441124	2060582.9366382167	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	0.00015422870050380366	2.2813596825527287	False	0.0004396248534583822	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	4797914.957980166	4735673.744778791	5008161.888931683	1481284.1395555306	948688.7493923048	1311115.8842969174	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	0.000248362589925264	1.9586708513885076	False	0.0004689331770222743	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	6813268.817402928	7804800.978606504	7412334.759742308	1213476.3348790505	1013836.982190412	1563349.360315951	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.00026791225518017005	2.5389740031197037	False	0.0004982415005861666	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	10156168.950529307	9511263.438608805	9371101.755232956	845033.2832577956	1050508.549164944	1007731.2222217586	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.00038250558944430315	3.3222164585735925	False	0.0005275498241500586	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00864	195243215.6584593	193864920.42634496	194689920.97175884	188505929.06850943	189105647.46089053	187779468.7937421	P00864	P00864		ppc	0	0.0003829629038192719	0.04622037549057283	False	0.0005568581477139508	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	35610728.87779704	32329340.01122579	32007835.351374988	4044244.120329452	9317012.518378638	3896518.397873717	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	0.0004961982943082587	2.5339298394587866	False	0.0005861664712778429	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	6274911.5661753295	5868406.994083572	5824383.750557151	618073.5599350136	710122.6249999998	668743.688441086	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	0.0005013806135616362	3.169543130560761	False	0.000615474794841735	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	5280651.436199556	4807103.070068305	5040314.000215083	102202.78438787351	860967.0111437585	40573.13592153706	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			2	0.0005443631272070804	3.9137660684058733	False	0.0006447831184056272	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	30103887.68962724	27991359.76639601	29608628.640959144	3403063.1891344283	3469418.3480210146	3258818.7848830344	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	0.0005468207926591712	3.11382125277572	False	0.0006740914419695194	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	1571211.4661251486	1628833.3494549468	1701939.074489171	211853.26541191284	221582.39060000004	209015.36237695112	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			0	0.0006352491614222333	2.9317073729548424	False	0.0007033997655334116	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	18486466.317742568	16838383.672198206	15475584.11206892	3228658.486386784	4006627.866955361	4995170.383064392	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.0007148119710613559	2.0543625440905755	False	0.0007327080890973036	True	True	Human	True	False	False	True	umpire	directlfq	min	1.660964047443681
P0A7L3	121615506.44744284	123352846.12830088	124614071.0502468	111855598.00351726	111189456.25571068	113663179.55572169	P0A7L3	P0A7L3		rplT	0	0.0007432333205399879	0.1343971465254039	False	0.0007620164126611958	True	False	Ecoli	False	True	False	True	umpire	directlfq	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	65657396.00096248	59743786.15592872	62019468.38988577	8519376.30463058	9205347.21110275	8588298.653686538	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	0.0008734408918873358	2.8324310588743686	False	0.000791324736225088	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	110321196.8386648	100005115.27004838	103022177.6131934	12805022.216926316	13033371.199944776	12658240.004359327	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.001101311535864619	3.024963848686853	False	0.0008206330597889802	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	1494435.971887574	1682294.5834656477	1752760.5638945063	102202.78438787351	112300.53120000008	40573.13592153706	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			3	0.001235828344178242	4.272437100593177	False	0.0008499413833528723	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	12591003.982942576	10192483.92287311	10730809.954709187	2508779.2696427726	3217129.0290623205	1706718.7162740473	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.0013354055286035735	2.1728325916153004	False	0.0008792497069167644	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	6718669.74809215	6608322.552111863	6636985.661455168	3173843.6520315483	3290329.943189289	3670217.396056381	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	0.0013771719943807465	0.9781398212112996	False	0.0009085580304806566	False	False	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P00490	48998701.7265468	49436053.66659133	49214773.20636553	47752107.80122123	47587130.38216494	47841632.60905464	P00490	P00490		malP	0	0.0014419799670993966	0.04433799141977937	False	0.0009378663540445487	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	18517223.99016816	16307367.822527751	17079489.656245757	1281835.0895487913	1538780.920165264	1390665.205955852	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.001466235775672949	3.6235168668105344	False	0.0009671746776084408	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A9Z1	37342157.47464938	37928623.42806791	37805281.0570235	34368783.62983453	35289518.44625497	34930689.44756423	P0A9Z1	P0A9Z1		glnB	0	0.0016949069963598776	0.11256253594595124	False	0.0009964830011723331	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	7653830.467112815	8636678.926618671	9283314.85921739	779349.3974579147	714180.8589810723	1203069.943017841	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	0.0018341743334526306	3.2454543669434694	False	0.0010257913247362252	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	13156915.956302918	12096561.39359849	12854404.722938295	3391108.213126458	1018470.311874108	1067874.725855303	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)			0	0.0018834849267681684	2.7985122582907955	False	0.0010550996483001172	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P0A7K2	610004843.1686144	599888371.0713234	595774289.5279833	552668898.0378792	562072942.7657495	565893877.7977566	P0A7K2	P0A7K2		rplL	0	0.001991445969091631	0.10352520770336905	False	0.0010844079718640095	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	13342094.177952636	14905039.307705555	15618732.797245922	1019487.7323197426	1370082.5799477112	1332512.9424243951	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	0.0020067647399574797	3.5589165290926346	False	0.0011137162954279016	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P28635	60915985.26570337	59348982.19985009	58902599.50340788	53571706.4876891	53985413.39746136	55154390.203513935	P28635	P28635		metQ	0	0.00259886810372433	0.13899319365122545	False	0.0011430246189917937	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADP7	2664119.5129064	2579319.642404717	2306641.764312824	1334720.0929144134	868031.4496863935	1312229.8656928288	P0ADP7	P0ADP7		yigP	0	0.0028765419334494486	1.10297504841055	False	0.0011723329425556857	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	18519096.771547277	15609982.77576768	16098236.629914816	1516770.7819959198	1767286.910901574	1902601.8577675936	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.0031656714942810355	3.2755946085282663	False	0.001201641266119578	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P60422	570754858.9606	579002650.1210018	582857769.5994288	612435982.2230848	606175777.5661575	620624393.514006	P60422	P60422		rplB	0	0.0032109049992838736	-0.08615538552258153	False	0.00123094958968347	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0AAS0	382552.3153614522	350541.6300355149	387615.46700290526	283708.9774517194	258963.60940000028	268806.10949235293	P0AAS0	P0AAS0		ylaC	0	0.0032921610625617406	0.4657871262287206	False	0.0012602579132473622	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P37028	1225114.330404251	1208615.7193702129	1190723.146220944	1114248.763449824	1122439.126387625	1138157.0302198324	P37028	P37028		btuF	0	0.003479875573301899	0.10294214964703338	False	0.0012895662368112544	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	4597526.311082796	3828953.131050939	3986954.906600141	384972.58364222926	387294.8953799431	441431.37109170365	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.003740009019200954	3.354419910897949	False	0.0013188745603751465	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	2406287.155231099	2148468.9426838825	2231895.5958981747	102202.78438787351	643521.0029676296	40573.13592153706	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			2	0.0040341467764122745	3.1095538583293494	False	0.0013481828839390388	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P21338	3238244.9874220453	3239736.6892597345	3227616.990073968	3341759.519993931	3369265.679742978	3335148.7657829	P21338	P21338		rna	0	0.004067105761016753	-0.049757052897140094	False	0.0013774912075029309	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P04425	41656587.09963865	41972234.21024819	42403091.20795507	44071901.29203793	43391141.9370104	43808525.640064806	P04425	P04425		gshB	0	0.004094405450034769	-0.05876540296120928	False	0.0014067995310668231	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P09158	20070876.432832208	19800019.152905703	19487821.86870465	18151978.32214629	18661060.35328209	18597929.493115317	P09158	P09158		speE	0	0.004837948103433012	0.09928834566599143	False	0.0014361078546307152	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0ADZ7	40772888.22000611	43950089.25199137	43287270.72271917	51791977.76083596	48822601.13125069	49571024.6705501	P0ADZ7	P0ADZ7		yajC	0	0.0050348089358551625	-0.23048721257176044	False	0.0014654161781946073	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	10169623.360717049	10174639.588110415	10068524.238866167	4204935.021107743	2431287.7240751106	3077993.1945758862	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	0.005428334100204761	1.6465085767221295	False	0.0014947245017584996	False	False	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
P69222	32737321.67570446	34144340.15081083	32953183.197976906	36922487.8458968	36337284.5678916	35863540.36088417	P69222	P69222		infA	0	0.006152932956809714	-0.12834399996640775	False	0.0015240328253223916	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P0A6K1	897572.4886833708	751555.6832171485	751797.1187094525	550337.0664605373	431683.9375000001	421573.3254719049	P0A6K1	P0A6K1		dapF	0	0.006948112643346557	0.7744644877179406	False	0.001553341148886284	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P24183	58783510.76014594	58215701.108403325	58516945.583643846	56959288.15983348	57151050.74466666	57118012.93289291	P24183	P24183		fdnG	0	0.007100659314010647	0.03568224482949415	False	0.001582649472450176	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P76170	5257042.604487014	5342403.664303099	5135893.997092216	4801813.978816763	4934897.853087406	4741245.524022502	P76170	P76170		ynfB	0	0.007220725673957437	0.12015030424882842	False	0.001611957796014068	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	7025332.7601115005	6540111.051976617	6512730.386896513	826334.4659085217	1417905.489214227	2687102.133963478	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.007353649338992792	2.0255758426071964	False	0.0016412661195779603	False	True	Human	True	False	False	False	umpire	directlfq	min	1.660964047443681
