Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML
P00892	P00892		ilvG		1.14953e+06	1.12818e+06	1.14973e+06	1.17488e+06	1.27271e+06	1.38153e+06
P00894	P00894		ilvH		782133	846850	895703	763666	876224	902425
P00914	P00914		phrB		761438	731330	647633	573524	617163	667514
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				8.72947e+06	8.6135e+06	6.29103e+06	8.77614e+06	6.15162e+06	8.30525e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				8.26409e+06	8.05399e+06		8.20475e+06		
P00926	P00926		dsdA		1.52501e+06	1.40273e+06	1.45315e+06	1.42852e+06	1.48171e+06	1.45798e+06
P00934	P00934		thrC		4.67884e+06	4.67173e+06	4.92266e+06	4.6774e+06	4.76286e+06	4.71982e+06
P00935	P00935		metB		2.29298e+06	2.63137e+06	2.39947e+06	2.39983e+06	2.54491e+06	2.50944e+06
P00946	P00946		manA		1.18919e+07	1.19873e+07	1.19219e+07	1.19418e+07	1.18552e+07	1.19744e+07
P00954	P00954		trpS		7.85459e+06	8.10896e+06	7.38401e+06	8.19523e+06	7.18419e+06	7.12214e+06
P00956	P00956		ileS		2.21202e+07	2.18167e+07	2.02247e+07	2.17532e+07	2.05961e+07	2.09452e+07
P00957	P00957		alaS		1.859e+07	1.86192e+07	1.81361e+07	1.87242e+07	1.82604e+07	1.80991e+07
P00959	P00959		metG		1.96511e+07	1.97909e+07	1.95024e+07	2.05026e+07	1.95601e+07	1.96234e+07
P00960	P00960		glyQ		5.10561e+06	4.96242e+06	4.87736e+06	5.17329e+06	4.99111e+06	4.75223e+06
P00961	P00961		glyS		1.50389e+07	1.4899e+07	1.45559e+07	1.48721e+07	1.46857e+07	1.45833e+07
P00962	P00962		glnS		1.06922e+07	1.07997e+07	1.06111e+07	1.07874e+07	1.07409e+07	1.07825e+07
P00963	P00963		asnA		1.54833e+07	1.60717e+07	1.45378e+07	1.6253e+07	1.49929e+07	1.38811e+07
P00968	P00968		carB		4.60149e+06	4.56072e+06	4.52584e+06	4.5826e+06	4.58562e+06	4.47278e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				5.27295e+06	5.31246e+06	6.61563e+06	5.19672e+06	4.92777e+06	
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.40927e+07	1.20823e+07		1.37554e+07		
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				7.782e+06	7.79754e+06		8.17773e+06	1.24528e+06	
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.35192e+07	1.31579e+07		1.36874e+07		
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				9.3935e+06	9.30877e+06		8.74084e+06		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.66757e+07	1.63697e+07	1.03965e+06	1.71986e+07	1.22797e+06	269738
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				3.53296e+06	3.49704e+06		3.50303e+06	3.38919e+06	
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5.15228e+06	5.00053e+06	4.89249e+06	5.26971e+06	3.91906e+06	4.9019e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4.53349e+06	4.52769e+06	5.83249e+06	4.56559e+06	5.38234e+06	5.84933e+06
P02358	P02358		rpsF		1.35247e+08	1.33823e+08	1.27561e+08	1.40536e+08	1.33414e+08	1.26882e+08
P02359	P02359		rpsG		1.54974e+08	1.62776e+08	1.52362e+08	1.57729e+08	1.52558e+08	1.52583e+08
P02413	P02413		rplO		1.2237e+08	1.19486e+08	1.30503e+08	1.23073e+08	1.34129e+08	1.31165e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.08917e+06	1.12325e+06		1.15477e+06		
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.64972e+06	2.75557e+06		2.74875e+06	1.53919e+06	
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.7638e+07	1.73433e+07	2.32799e+06	1.76465e+07	1.52566e+06	5.36349e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				7.7503e+06	7.56767e+06	3.97832e+06	7.8684e+06	3.92507e+06	3.76722e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				8.85854e+06	8.1052e+06	1.22451e+06	8.61018e+06	2.64434e+06	1.52984e+06
P02918	P02918		mrcA		4.46232e+06	4.26677e+06	4.38935e+06	4.46009e+06	4.5697e+06	4.22617e+06
P02919	P02919		mrcB		1.96931e+06	1.77815e+06	1.91061e+06	1.93123e+06	1.79598e+06	1.8172e+06
P02924	P02924		araF				1.05108e+06			
P02925	P02925		rbsB		6.49241e+06	6.59866e+06	6.6132e+06	6.63179e+06	6.46991e+06	6.38141e+06
P02930	P02930		tolC		2.13996e+07	2.12588e+07	2.32685e+07	2.17661e+07	2.33366e+07	2.35756e+07
P02931	P02931		ompF		4.03916e+07	3.9266e+07	4.1932e+07	3.96692e+07	4.20491e+07	4.05142e+07
P02932	P02932		phoE		324941	391560	271927	294362	339837	288900
P02942	P02942		tsr		1.54027e+07	1.472e+07	1.44431e+07	1.54337e+07	1.40941e+07	1.38426e+07
P02943	P02943		lamB		1.60948e+06	1.59968e+06	1.53565e+06	1.64403e+06	1.6849e+06	1.59468e+06
P03004	P03004		dnaA		2.53243e+06	2.37752e+06	2.44123e+06	2.50039e+06	2.40218e+06	2.40355e+06
P03007	P03007		dnaQ		869703	893618	987298	827630	839768	724206
P03012	P03012		tnpR		1.21022e+06	1.0614e+06	1.13669e+06	1.16828e+06	1.29935e+06	1.07068e+06
P03018	P03018		uvrD		3.60924e+06	3.60854e+06	3.46053e+06	3.59574e+06	3.4514e+06	3.35416e+06
P03024	P03024		galR		2.14183e+06	2.175e+06	2.23358e+06	2.20904e+06	2.23478e+06	2.03926e+06
P03817	P03817		mioC		7.94038e+06	7.76058e+06	7.80462e+06	7.33044e+06	7.6264e+06	7.90868e+06
P03841	P03841		malM		1.07189e+07	1.0204e+07	1.12228e+07	9.95352e+06	1.05417e+07	1.12939e+07
P04036	P04036		dapB		5.26624e+06	4.92931e+06	5.06239e+06	4.97899e+06	5.08508e+06	5.23283e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				4.15069e+06	4.06275e+06	3.06847e+06	4.2184e+06	3.51808e+06	3.45252e+06
P04079	P04079		guaA		1.76581e+07	1.7807e+07	1.77673e+07	1.76649e+07	1.775e+07	1.73174e+07
P04335	P04335		frsA		4.60075e+06	4.56912e+06	4.80529e+06	4.53557e+06	4.55872e+06	4.49336e+06
P04391	P04391		argI		79303.3	88447.2				
P04425	P04425		gshB		8.35125e+06	8.07693e+06	8.121e+06	8.35488e+06	8.22699e+06	8.3601e+06
P04693	P04693		tyrB		3.93968e+06	4.19595e+06	4.09741e+06	3.91952e+06	4.05063e+06	3.99492e+06
P04805	P04805		gltX		2.60268e+07	2.54199e+07	2.45325e+07	2.61954e+07	2.46782e+07	2.48869e+07
P04825	P04825		pepN		1.57432e+07	1.55456e+07	1.5049e+07	1.58595e+07	1.496e+07	1.5338e+07
P04846	P04846		nlpA		3.49807e+06	3.36709e+06	3.47255e+06	3.4871e+06	3.47994e+06	3.49127e+06
P04949	P04949		fliC		3.60418e+07	3.66634e+07	4.17499e+07	3.81451e+07	4.21244e+07	4.10926e+07
P04951	P04951		kdsB		4.30037e+06	4.22139e+06	4.30542e+06	4.11818e+06	4.29696e+06	4.18639e+06
P04968	P04968		ilvA		1.17193e+06	1.09219e+06	1.26489e+06	1.08476e+06	1.05593e+06	1.18979e+06
P04982	P04982		rbsD		1.23107e+06	1.39735e+06	1.3207e+06	1.3524e+06	1.34992e+06	1.36556e+06
P04994	P04994		xseA		942588	931175	1.08637e+06	895960	1.05671e+06	881530
P04995	P04995		sbcB		1.29726e+07	1.28252e+07	1.30413e+07	1.25172e+07	1.32181e+07	1.27886e+07
P05020	P05020		pyrC		6.90066e+06	6.79603e+06	6.96399e+06	6.73325e+06	6.8234e+06	6.90474e+06
P05041	P05041		pabB		2.24173e+06	2.20162e+06	2.20328e+06	2.17754e+06	2.29104e+06	2.3933e+06
P05055	P05055		pnp		4.01238e+07	4.10585e+07	3.96423e+07	3.98648e+07	3.9624e+07	3.91464e+07
P05100	P05100		tag		1.85565e+06	1.74368e+06	2.11552e+06	1.85676e+06	2.12357e+06	2.01768e+06
P05194	P05194		aroD		1.38208e+06	1.32648e+06	1.302e+06	1.32115e+06	1.28549e+06	1.22262e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.20793e+07	1.26364e+07	2.17916e+06	1.1938e+07	87814.2	1.5336e+06
P05458	P05458		ptrA		2.78286e+06	2.67079e+06	2.88396e+06	2.94753e+06	2.92765e+06	2.93651e+06
P05459	P05459		pdxB		6.29687e+06	6.55828e+06	6.45713e+06	6.46377e+06	6.45225e+06	6.10252e+06
P05637	P05637		apaH		3.15932e+06	3.05234e+06	3.16703e+06	3.16448e+06	3.16693e+06	3.00903e+06
P05719	P05719		hsdS		1.33241e+06	1.39284e+06	1.51503e+06	1.41425e+06	1.49459e+06	1.44815e+06
P05791	P05791		ilvD		3.21716e+06	3.34147e+06	3.1695e+06	3.23147e+06	3.24362e+06	3.27706e+06
P05793	P05793		ilvC		7.89063e+06	7.93667e+06	8.33384e+06	7.87517e+06	7.97436e+06	8.34181e+06
P05825	P05825		fepA		5.74801e+06	5.72304e+06	6.03468e+06	5.80233e+06	6.21381e+06	5.88944e+06
P05852	P05852		gcp		2.75186e+06	2.53137e+06	2.69952e+06	2.76877e+06	2.76671e+06	2.9506e+06
P06129	P06129		btuB		1.52118e+07	1.54693e+07	1.53636e+07	1.55651e+07	1.54776e+07	1.53741e+07
P06136	P06136		ftsQ		1.85123e+06	1.94015e+06	1.88888e+06	1.7494e+06	1.91624e+06	1.72838e+06
P06149	P06149		dld		6.81894e+06	6.45883e+06	6.27668e+06	6.63925e+06	6.36318e+06	6.25408e+06
P06282	P06282		cdh		2.71918e+06	2.58366e+06	2.6428e+06	2.73049e+06	2.66979e+06	2.52971e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				4.75936e+06	4.85178e+06	3.21776e+06	5.11157e+06	3.16262e+06	2.69729e+06
P06610	P06610		btuE		1.0959e+07	1.14812e+07	1.0495e+07	1.1304e+07	1.03434e+07	9.99363e+06
P06611	P06611		btuD		803590	833379	947408	809307	899379	900591
P06612	P06612		topA		6.01392e+06	5.86476e+06	6.05783e+06	6.06781e+06	5.91143e+06	5.98822e+06
P06616	P06616		era		3.48473e+06	3.48952e+06	3.80442e+06	3.75296e+06	3.97471e+06	3.73325e+06
P06709	P06709		birA		1.09837e+06	1.03426e+06	1.13503e+06	1.05614e+06	1.1039e+06	1.03697e+06
P06710	P06710		dnaX		1.47298e+06	1.42895e+06	1.42024e+06	1.45261e+06	1.42313e+06	1.47313e+06
P06715	P06715		gor		3.74177e+06	3.53671e+06	3.3695e+06	3.7087e+06	3.4391e+06	3.42073e+06
P06722	P06722		mutH		1.1762e+06	1.17141e+06	1.0804e+06	1.17974e+06	1.09474e+06	1.08352e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				6.38405e+06	6.26046e+06	957951	6.46946e+06	1.85136e+06	
P06846	P06846		ebgR		1.45351e+06	1.47031e+06	1.52102e+06	1.32667e+06	1.51364e+06	1.44523e+06
P06959	P06959		aceF		6.16234e+07	6.27553e+07	6.36304e+07	6.17779e+07	6.3488e+07	6.33728e+07
P06961	P06961		cca		1.82126e+06	1.74353e+06	1.63822e+06	1.78679e+06	1.76255e+06	1.74355e+06
P06968	P06968		dut		8.68126e+06	8.35411e+06	8.60839e+06	8.3975e+06	8.72788e+06	8.79929e+06
P06971	P06971		fhuA		1.44345e+07	1.44165e+07	1.4564e+07	1.4355e+07	1.41977e+07	1.44348e+07
P06974	P06974		fliM		1.76443e+06	1.81192e+06	1.79687e+06	1.85761e+06	1.89974e+06	1.737e+06
P06983	P06983		hemC		1.12351e+07	1.07883e+07	1.19186e+07	1.11189e+07	1.19298e+07	1.18903e+07
P06986	P06986		hisC		4.82734e+06	4.91116e+06	4.59634e+06	4.89181e+06	4.54529e+06	4.48962e+06
P06987	P06987		hisB		1.20131e+06	1.2009e+06	1.21042e+06	1.26463e+06	1.13213e+06	1.16237e+06
P06988	P06988		hisD		3.31412e+06	3.2548e+06	3.54751e+06	3.54426e+06	3.30002e+06	3.37842e+06
P06992	P06992		rsmA		2.7079e+06	2.60792e+06	2.40761e+06	2.69449e+06	2.50913e+06	1.95244e+06
P06993	P06993		malT		402928	464240	445723	436183	560989	319062
P06996	P06996		ompC		2.03328e+08	1.99115e+08	2.201e+08	2.06894e+08	2.25669e+08	2.09063e+08
P06999	P06999		pfkB		1.37045e+06	1.28003e+06	1.22349e+06	1.24306e+06	1.10762e+06	1.26167e+06
P07000	P07000		pldB		537848	605701	692123	622292	649289	600261
P07001	P07001		pntA		4.00785e+06	4.25667e+06	4.1654e+06	4.12434e+06	4.16641e+06	4.02651e+06
P07003	P07003		poxB		2.6673e+06	2.58816e+06	2.72292e+06	2.67019e+06	2.6456e+06	2.68709e+06
P07004	P07004		proA		2.66417e+07	2.67624e+07	2.83138e+07	2.73431e+07	2.82379e+07	2.80721e+07
P07012	P07012		prfB		8.95401e+06	8.96451e+06	8.91027e+06	9.23598e+06	8.883e+06	9.03216e+06
P07014	P07014		sdhB		4.70271e+06	4.71644e+06	4.66291e+06	4.53252e+06	4.68652e+06	4.35141e+06
P07017	P07017		tar		4.79385e+06	4.83504e+06	4.74464e+06	4.74819e+06	4.73765e+06	4.70933e+06
P07021	P07021		yfiB		1.06705e+06	1.08256e+06	949075	985526	969844	935271
P07023	P07023		tyrA		2.64081e+06	2.85116e+06	2.50887e+06	2.57622e+06	2.57753e+06	2.4604e+06
P07024	P07024		ushA		5.04666e+06	5.1696e+06	5.11033e+06	5.1117e+06	5.27494e+06	5.07111e+06
P07026	P07026		sdiA		1.87702e+06	1.8419e+06	1.94464e+06	1.75104e+06	1.90737e+06	1.86053e+06
P07118	P07118		valS		2.55924e+07	2.5553e+07	2.47831e+07	2.53277e+07	2.46842e+07	2.52475e+07
P07330	P07330		cheB		1.84755e+06	1.78437e+06	2.07886e+06	1.85633e+06	2.01993e+06	2.05719e+06
P07363	P07363		cheA		4.97643e+06	4.73932e+06	5.02812e+06	5.07455e+06	4.94481e+06	5.16401e+06
P07395	P07395		pheT		1.61976e+07	1.63726e+07	1.64715e+07	1.66547e+07	1.63024e+07	1.64136e+07
P07604	P07604		tyrR		2.52978e+06	2.46098e+06	2.66201e+06	2.56988e+06	2.6265e+06	2.67412e+06
P07639	P07639		aroB		4.77001e+06	4.78779e+06	4.959e+06	4.84734e+06	4.82603e+06	4.99375e+06
P07648	P07648		recC		1.55292e+06	1.33225e+06	1.56414e+06	1.29315e+06	1.3707e+06	1.52794e+06
P07649	P07649		truA		2.06094e+06	1.96676e+06	2.22497e+06	2.0204e+06	2.20209e+06	2.1537e+06
P07650	P07650		deoA		6.26518e+06	6.47095e+06	6.07732e+06	6.30678e+06	5.96582e+06	5.9647e+06
P07658	P07658		fdhF		1.01895e+06	993259	1.03536e+06	1.01899e+06	1.03227e+06	1.04146e+06
P07762	P07762		glgB		2.83524e+06	2.85627e+06	2.77307e+06	2.79095e+06	2.69249e+06	2.76259e+06
P07813	P07813		leuS		1.53699e+07	1.53667e+07	1.51738e+07	1.54333e+07	1.50693e+07	1.49501e+07
P07821	P07821		fhuC		1.14003e+06	2.02956e+06	1.73854e+06	1.85925e+06	1.85772e+06	785339
P07822	P07822		fhuD		458972	437961	431598	423867	464377	439000
P07862	P07862		ddlB		2.15763e+06	1.98453e+06	2.14158e+06	2.18774e+06	2.16972e+06	2.2212e+06
P07913	P07913		tdh		3.8896e+06	4.14895e+06	3.62996e+06	4.01552e+06	3.4911e+06	3.53277e+06
P08178	P08178		purM		3.16092e+06	3.02368e+06	3.06879e+06	3.16317e+06	3.07382e+06	2.69408e+06
P08179	P08179		purN		1.2484e+06	1.2606e+06	1.21154e+06	1.1951e+06	1.25241e+06	1.04089e+06
P08189	P08189		fimF		1.32409e+06	1.26413e+06	1.48108e+06	1.29667e+06	1.44922e+06	1.51556e+06
P08190	P08190		fimG		2.37535e+06	2.27521e+06	2.38464e+06	2.32236e+06	2.39572e+06	2.38033e+06
P08191	P08191		fimH		3.03153e+06	2.9292e+06	3.07012e+06	3.14731e+06	3.14285e+06	3.23252e+06
P08192	P08192		folC		4.9391e+06	4.8701e+06	4.80982e+06	4.79184e+06	4.9771e+06	4.84733e+06
P08200	P08200		icd		2.59242e+07	2.49897e+07	2.35261e+07	2.60964e+07	2.34346e+07	2.42224e+07
P08201	P08201		nirB		5.49376e+06	5.43592e+06	5.51535e+06	5.3695e+06	5.39409e+06	5.53086e+06
P08244	P08244		pyrF		9.81227e+06	9.88575e+06	1.02844e+07	9.96744e+06	1.04284e+07	1.09653e+07
P08245	P08245		yciH		780609	821439	860667	793983	784417	773252
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				9.97415e+06	1.01264e+07	4.22512e+06	1.02658e+07	1.76681e+06	1.53355e+06
P08312	P08312		pheS		1.28591e+07	1.24408e+07	1.25988e+07	1.28359e+07	1.2368e+07	1.26854e+07
P08331	P08331		cpdB		3.65114e+06	3.63302e+06	3.66766e+06	3.51026e+06	3.54025e+06	3.57297e+06
P08337	P08337		mutT		945010	929865	1.19231e+06	890786	1.17126e+06	1.05949e+06
P08373	P08373		murB		1.82378e+06	1.78981e+06	1.79104e+06	1.89847e+06	1.81165e+06	1.76384e+06
P08390	P08390		usg		5.17535e+06	5.314e+06	5.99646e+06	5.52296e+06	5.44769e+06	5.76576e+06
P08395	P08395		sppA		2.25437e+06	2.34229e+06	2.34436e+06	2.27501e+06	2.17896e+06	2.22218e+06
P08506	P08506		dacC		6.13763e+06	5.92475e+06	6.41103e+06	6.20679e+06	6.33382e+06	6.37623e+06
P08622	P08622		dnaJ		6.13226e+06	6.02474e+06	6.18958e+06	6.11398e+06	6.10766e+06	6.27352e+06
P08660	P08660		lysC		2.56508e+06	2.6274e+06	2.46462e+06	2.51165e+06	2.56762e+06	2.43138e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4.24499e+06	4.22843e+06	2.54031e+06	4.35756e+06	2.68095e+06	2.95307e+06
P08839	P08839		ptsI		7.90904e+07	7.87378e+07	7.58298e+07	7.87536e+07	7.57762e+07	7.5157e+07
P08956	P08956		hsdR		2.56448e+06	2.58658e+06	2.44183e+06	2.42336e+06	2.43922e+06	2.47289e+06
P08957	P08957		hsdM		1.25003e+07	1.25372e+07	1.21682e+07	1.26369e+07	1.22469e+07	1.21984e+07
P08997	P08997		aceB		990414	1.06188e+06	967756	1.00567e+06	961190	966039
P09029	P09029		purK		1.45634e+06	1.2832e+06	1.17596e+06	1.35278e+06	1.13898e+06	1.11725e+06
P09030	P09030		xthA		2.95826e+06	2.92859e+06	2.88934e+06	2.82571e+06	2.99057e+06	2.82964e+06
P09053	P09053		avtA		2.69535e+06	2.71059e+06	2.72247e+06	2.85993e+06	2.90109e+06	2.98057e+06
